,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
VEGFD,0.05288339016252837,-0.002791493676298978,-0.023401228710575366,-0.025997516516267787,,-0.03529174888856351,-0.021104412115290096,-0.026588280399813494,-0.046939483794364044,0.022611046015662023,0.08109603287669537,,-0.01695838620519999,,,
TNFSF13,,-0.020701389225145486,-0.014488369733367625,,0.010975068561502802,,,,,,,0.1168647127310046,0.06625030534308077,0.061840922036846636,0.052558611731759707,
WNT5A,-0.08410316021619384,-0.06053929290485088,0.022783703493351935,0.02034627258847356,0.03172870462288929,-0.14153949044779188,0.025371716532395505,0.02893913701745261,-0.007247457427372457,-0.028596571032302856,0.00033410131145264287,-0.033403318125548975,-0.005452449737394245,-0.014299358236990776,-0.11828851701321069,-0.06022098993377631
CXCL8,-0.1608949157437581,0.003460228793803832,-0.00978276910782373,-0.10355874769230125,0.02349719389458942,-0.002687647315862011,-0.06930768951526901,0.06962196324250826,-0.09515246867134527,-0.06880964028018141,-0.03977960628449078,-0.11031211480285225,-0.03314888653606708,-0.010451803484635577,-0.11338553662050609,0.024091785715553177
GRN,-0.08167545108660658,0.010976769138399227,0.023156851932907254,-0.032450805688043274,-0.030786660311658987,-0.14596619404765646,-0.0332263275345174,-0.022419156509762266,-0.17999631459886403,-0.02887342877386566,0.141943863458156,0.06624479031666118,0.0335547406108312,0.0944112633242888,0.11209276603220725,-0.11303747196816477
MIA,-0.048989078514438934,-0.019393323498519705,0.021384164438749093,-0.0364531488483775,-0.010015368064230284,-0.06017790778822577,0.00012516143916427546,0.027006116286479396,,-0.019962866992663742,-0.08359925253646706,0.1550136943179689,0.12886482646837719,0.2382173353025679,0.032679443356369714,
COL4A4,-0.01704433296101823,0.04216219183769199,-0.0030801529126838465,-0.013904023821719068,-0.0036191215971831904,-0.020759301755501603,-0.020680815014769184,-0.0028825775656340044,,-0.030404372138682405,,0.04978772162237816,0.07412119040934846,-0.01845437989343382,-0.047698875793041606,
TAC1,0.11603094272799908,0.08152131070964695,0.07228832178150771,0.15140200906280643,0.07855294401856622,0.24081815051493677,0.06199283129770685,0.059138984954975174,0.3170267358045346,0.2535490617041521,,,,0.04684886799824895,0.29509684890454896,0.22028331941947632
RARRES2,0.0414887530708735,0.0558367499852837,0.043974516502066546,-0.0907545618533379,-0.0019906984537562816,-0.17785882242408024,0.09772357468501623,-0.01208213008063917,-0.07592888809123782,-0.08478858619106794,0.046889392861660606,-0.0783839552190274,-0.005013631345266845,0.033200643921405856,-0.12526601159212525,-0.030018119793353254
FGF7,-0.06881142899042918,,0.011055714279271718,-0.0022851919699061855,0.01987972340679072,-0.03665847991180598,-0.005554099109893021,-0.01956148309251624,0.00017146439932365126,-0.02346541394515627,-0.08538679756611926,-0.003946807202300736,-0.016887324220589372,0.03145615400524454,0.03310074132709016,0.05623472944696814
EFNA2,,,,,,,,,,,,,-0.0038718995888435727,,,
HBEGF,0.03115642526176274,-0.024438467212159243,-0.05134040037093477,-0.0680332034275553,0.061093983934731304,-0.0752154025340875,-0.09571212770244561,-0.01928131644744801,-0.14737182609493008,-0.029224743507044428,-0.055154745326656075,0.031177474325229285,-0.02901584427500245,0.02241343932394566,-0.06069471727014518,-0.0049615359371187025
CSF3,0.060424412005131795,,0.01010478627048154,-0.045457369196024645,,-0.021962941690379007,,,,,,-0.06810366167888583,0.028324430092609456,0.05511089747596257,-0.07770881586939013,
PI3,0.004605892237770144,0.01973384536883224,-0.04320357906950334,-0.061138466891197236,,-0.024730562222820354,,,,,-0.014577683537943828,-0.12000289930399434,-0.06045887089064962,0.09785925072276064,-0.03998709345698421,
PCSK1N,0.13859805000345157,0.018287307271470887,-0.008854703722749196,0.0299730920847361,0.05235067583680194,0.11144889190407241,-0.004168032507239359,0.017216326408756776,0.2841742793392865,0.2120999199336322,-0.001465081709984543,0.0021651515832004807,0.04050994395108585,-0.02871191861395179,0.30310360264055086,0.25630178093100087
NTS,,,,-0.047609021019442255,-0.0035889411851646393,-0.02699509728970667,0.02321950005605008,-0.04938578471617768,-0.0422606136490439,,,-0.0021200316194378505,-0.021482843090240386,0.023745748724330187,,
SFRP1,0.05963639792292195,0.04476772051027105,-0.01832715684800786,-0.0034878067981962534,0.03858410672777861,-0.055660625191729166,-0.03678877658180923,0.07153532651842821,-0.008177519347783222,0.03743648204515102,0.12168207344214921,-0.005143735879830252,0.014883456717239212,-0.10756199250952524,0.01779537962748811,-0.011764119025038235
CXCL13,,,,-0.02939211495846226,,,,,,,,0.05562694829025021,0.006030212089037189,0.12979261149790133,0.0075757403638803174,
MICA,-0.038142953492305245,-0.022108864968727028,0.0028481922553801435,-0.015744249692558863,0.04647665168862985,-0.06230358632849496,0.03172961432510336,0.07272213345233566,-0.028567663492374957,-0.049081665930065334,0.09253787169303468,0.058473400321204905,0.05948552028863813,-0.035128460971421124,-0.01732184157359414,0.019303480028723254
TG,0.017227754522530545,-0.02544415131875156,-0.0197779058882322,0.059867274859988606,0.03656282477847632,0.06276103903831518,-0.01995643780404331,-0.02623245510875817,,0.013261109034746723,0.007351249435011023,0.029428480815102673,0.006747201725323075,-0.06558150880100348,0.009437091293911438,
ADA,0.010073359903070022,-0.009971332983851734,0.015144290174961007,0.07879175688537485,0.03836002948466764,-0.13624119123559034,-0.037495697064415266,0.055538123902524494,-0.09552772301648457,-0.05442703370620492,0.006492121773649642,0.06731458497045088,-0.004342437738133786,-0.04433025976402766,-0.035521851308579155,0.06892540939333634
LAMC3,0.03040840346427295,-0.012634339641845516,0.0251318123628299,0.03550744297221192,0.03251010685810358,-0.05708339002247787,-0.048043440329564945,0.0392532749991397,-0.023460589056337054,0.028152729036872094,-0.0720557052333414,0.02902335644942652,-0.024601465046849815,-0.014553379499847746,0.12833042157800498,-0.0632941339774649
CCL7,,-0.017449335047723266,-0.014299394357452033,-0.038968517853763644,,,,,,,,0.012527989022059587,,,-0.0959876054577581,
NGF,0.011982926692780654,-0.029959641758906985,0.021407067835902918,0.04086214239714853,-0.04922115005800132,,,,0.1561328280472356,,,-0.011012305146791612,-0.03362598430184741,0.1682270595497919,0.05150335426176864,
TNFSF15,-0.020231282684735473,,-0.015923074991441993,-0.02885215838227784,-0.009805673521904468,,,,,,,-0.0008217178378436064,,-0.04948266183537549,-0.008525903715807293,
HMGB1,0.041382532294403924,-0.015010153367378445,0.04351277358146088,0.061523914637709155,0.059438253060267066,-0.13510789828819889,0.032422692576093544,-0.011476370862458219,-0.13696615804561502,0.004435825208499076,0.10489716909875675,0.004932853243038325,0.029058073231460847,-0.06796278708805319,0.038500807755873445,-0.1002958502721262
ITGB3BP,-0.028354073639408957,-0.009204128102791606,-0.016716726132056405,0.030607530640049858,0.027109310037486362,-0.11507391372272484,-0.01078668241132995,-0.006456043641405215,-0.028857694555542688,-0.11516763310212125,-0.058886574599323574,0.07542044148795513,0.04882957187692392,0.02550894488009732,-0.03439649715609104,0.15145430624180165
AANAT,-0.0053968148836878015,0.002670809230482961,-0.014488371279683748,0.0303637325590739,,-0.019811167764105266,-0.017946941142961692,-0.03023857119702,-0.011059736905828198,-0.028644751175725756,-0.03811942849428356,0.013393636223742672,0.05010232491815599,,0.09240455222685665,
RELN,0.038199304115885395,0.04327247530248227,0.06809361631564709,0.07122337170426192,0.031240797594944324,0.11368519049943535,0.051084279579390865,0.04066334279870179,0.08623631246300163,0.033702200517663455,,,,-0.03167040776106189,0.12940301758733072,0.041954616469472
IL15,-0.05160009381175385,-0.042008318943961384,0.010732894021832917,-0.008096674935638645,0.004599553093214542,-0.05167559849658879,-0.025970746145143487,0.0009686795310821043,-0.08141814047568156,-0.00018633800304488865,0.0024365195651924877,0.05474228828882544,0.05300825949906962,0.02400553753370581,-0.02832164209235163,
UTS2,,,,,,-0.06534999532334793,,,,,0.05536155204111748,0.025629081803403068,,,,
BSG,-0.050011822159927215,0.03375671281305616,0.025928427169583136,0.018664055447023212,0.06138972214342621,0.11244493855213489,-0.05469147843829166,-0.00846695914727655,0.18977464471272004,-0.15898457775300118,0.01904903971207107,0.021085403101195038,0.054159060236770445,0.0007727452080027199,0.07165408136964169,0.18117172917155563
ADAMTS3,-0.011487781025811942,-0.014657818425985654,0.04949343862680865,0.076446840281715,0.029939872363683586,-0.13488359706364283,-0.012842220546648787,0.049266634356637355,-0.04634277659513752,-0.0019902570607471725,0.04143914239051191,0.004750391411988124,0.07953895843991092,-0.044613023628337224,0.07842888189785982,
CD34,0.11755147880002456,-0.02121791940672394,-0.03491186231448761,0.03542795037292183,0.0496570368415917,-0.061757613794021504,0.031143424401397453,-0.011938441930261634,-0.006632873187095367,0.027613459518061934,0.042602112840268005,0.045227314587251176,0.020150764345858756,0.027561183081691705,-0.0013122351190900771,-0.013956662314873115
CCL23,,,,,,-0.022541964099658335,,,,,,,,,,
PLAT,-0.04109152945276389,0.0087716724155716,0.010963708609287385,-0.03035059153721809,0.0011387298693464186,-0.15946121640951047,-0.05787056870563385,0.009109308405814552,0.015122081835732933,-0.09079486745249127,0.03201751472114735,0.08473486969359964,0.05625210799176039,-0.12986040263068868,0.07123886687467268,0.000330935003714766
NTF3,,,,,,,,-0.025201470401700458,,,,0.001520306232532656,0.07401369295811444,0.003253349986483466,,
LTA,,,-0.01832715599063466,,,,-0.017284774684449226,,,-0.026566686056026682,,,,,,
CKLF,-0.05363563841145893,-0.04948036186510473,0.004747436318154734,-0.024778223175309744,-0.035446939179858646,-0.1491585857344922,-0.004892517692351388,-0.0953056977768017,-0.12618453692837192,-0.11292996591328187,0.03515013986396375,0.08311001658610093,0.017997647685490132,-0.09659150907626493,-0.10457737192096235,-0.03429116880431895
CD24,-0.03341572697315559,0.08342787577571412,0.02920347039232131,0.09748506304576664,0.1645397415954906,0.021168039024296235,0.0934933202731762,0.006936276407195488,0.07927170571434283,0.02065435416635298,-0.05777463210475159,0.06812661885760649,-0.006353248778285298,-0.04988806433854026,0.13646571438470867,0.1678469011309275
HSP90AA1,0.07013892957109091,0.027076850177035473,-0.027076179413666343,0.13273548284413697,0.08774463015843545,0.1821919283736921,0.015420769463407395,0.008139614997194485,0.27663206703055815,0.2418376022647638,0.04105909435719322,-0.18107871076782334,-0.061890743387855024,0.020631883431736425,0.15472002020403305,0.14676598291354695
BMP4,0.03307321713345309,-0.008480929600662554,0.016254984503200315,0.012450429448119478,0.04591576296957019,-0.0030469304833342457,0.03927202301343416,0.018337618914846473,0.06113462061109649,-0.02263756044464068,0.009063970932966986,0.057328126664170254,0.005420873413864498,0.03892683746436184,-0.01864015643792564,
SCGB3A1,,-0.017449333302813074,,0.01601815928272756,0.0030962432304503357,,,-0.025506530558761148,0.058226395974604835,0.07291498898703778,-0.047258916979061205,-0.026327700899854003,0.030893988491920685,-0.04593394463810527,-0.028602909391682193,
IGFBP4,0.04843254793424272,0.04211955489236774,-0.008529613891991058,-0.0403004704943265,0.003039251052705862,-0.08354375280447289,-0.05507143582533963,-0.004210354827259146,-0.059225495972711754,-0.07981791913392564,0.03052997246410991,-0.02125925024289143,-0.0777347818080524,0.07601759935448126,0.15094765618069425,0.08538117218268658
RSPO4,-0.0024766690269803306,,0.036268811638118466,-0.035732684818825536,,,-0.020103245228313287,-0.0015940246173672136,,-0.03685217600168558,,,,-0.046153016751434836,-0.0010949057866469205,
LEFTY2,0.020909215165275448,-0.03570726083104782,-0.0033395012550465984,0.04185122045409104,0.03733567291154961,-0.12466058369988609,0.01089537526573431,-0.027968218618419177,-0.016405775784994865,-0.02223758210070186,0.02000393902535594,-0.04633810581952892,0.0009287651015188905,-0.03455610850372998,0.1330380321613588,
PF4,,-0.018100882273960128,0.07823902062233472,,,,,,,,,,0.05377551537293523,,0.09508294143938387,
ANGPTL2,0.08961639081535398,0.0477168041007668,0.004399600167416326,-0.042289600351768264,0.00525236969131447,-0.06098429973580527,-0.009014782998629626,-0.006342511514532409,-0.11157266450716591,-0.17743641676330482,0.03800371507657777,0.08735084239024389,0.003750093934968619,-0.1548429287124836,0.13360305461089975,-0.09380613705125987
LRIG2,-0.03153602103337785,-0.02392928511053409,0.017981970803624254,0.01383548477761034,0.041061960211654196,0.008895777444547516,0.0004924187728578463,0.027030249900908902,-0.014171010875240928,-0.040567104190729494,-0.14603045608125023,0.03533922956211885,0.05359558844860468,-0.04258525225767022,-0.0016696520139432413,-0.020174468570913366
ICOSLG,-0.0019597667346719287,-0.03409431236937155,0.05616087414421124,-0.05949313500128417,0.08199750007851032,-0.11034776352584695,-0.023973996300230213,-0.012621873952677953,-0.11057147352945285,-0.08282964178371152,-0.08970452546837447,0.06999857657889451,0.01262176785425801,0.0159327302096881,-0.038671686686087586,-0.019873820884131903
WIF1,0.2005876558984497,-0.0005839966643978106,,0.050702684444828935,0.0415807414722574,0.20426493665403053,0.0544137339682827,0.035445534704165435,0.20555230604926197,0.24303475035180355,,,,0.040942754428484655,0.008932050006266568,0.29914882968090634
NPPC,0.10278874340700105,0.017221188546921822,0.08403124083907389,0.04423362553007585,0.13583899055206997,0.05690067009363287,0.06391361543652951,0.04099309435721951,0.1238626160443687,-0.12279244667891279,-0.0590396738044206,0.0448453569446397,0.020702402254958625,0.10098292041516592,0.14779555022125856,0.10944445620707317
LYZ,0.031377711316336064,-0.02621131897682265,-0.003233725026425882,-0.07001480995618035,0.0120543466834863,-0.09989519131145637,0.01407480054354741,0.027748857827251252,-0.20226294606714912,-0.06064555652679371,-0.0025619510942621448,0.01733643727331153,-0.013192785780878902,0.0074332328180209805,0.049779446072217744,-0.050216888327312914
EREG,,,,-0.035341257210777785,,,,,-0.005230680075528831,,,-0.02446540465271818,0.05153471891351432,0.0637041262776346,-0.049958472249573976,
SPTAN1,0.1378386500377596,-0.0006497682013260669,0.016454371106231293,0.03942433930191619,0.06332622694150607,0.14232296582126439,0.029631721737506292,0.01881229071786054,0.26409283400090866,0.20147904226061766,0.06434983216007682,0.0405768040079186,-0.007271972623191499,-0.02158328766241565,0.21571366722770688,0.2554670050668166
PTH2,,,,,,,,,,,,,,0.02516842753991167,,
LIPC,-0.0027619423344280762,-0.02216023762596078,-0.022420193107005444,0.030489859268115482,-0.0038063961220708535,-0.05181583177569801,0.024921264025137342,,0.03635315968184876,0.028687500263078203,0.06284225289860404,,,,-0.031221391291620198,
COL8A1,-0.07476249496961991,0.04099022355188747,0.024987829948472123,-0.06310852478784919,-0.052849686564880496,-0.06947960563563844,-0.023132507685503897,6.088417288815249e-05,-0.09307800530380564,-0.1238205779864834,0.0719151457625185,0.08310012179914107,0.019013649710567945,0.11273982654291115,-0.12403793017070365,
GSTM2,-0.013686628477644203,0.035217605364766605,-0.020813309223416315,0.0724042701121711,-0.02512284272713873,-0.044802183446941965,-0.03403160219103086,-0.012302086422997868,-0.06111088566390725,-0.07382515083182141,0.010455908129381065,0.03638491277650812,-0.04008444882775543,-0.02668939390006218,-0.014241624122233197,
IL4,,,,,,,,,,,-0.040688565497543155,,,,,
SPX,0.06275477838765334,-0.035840683290793963,0.05346287233785234,0.11501017467736527,0.07722879421973627,0.07475570609500318,0.02261018664297071,-0.02485148353689479,0.04814437629827012,0.25002507688852665,,0.044805236353236744,0.07089811458568816,0.017415636303687542,0.07311990468968087,-0.1284889572859486
MFGE8,-0.10008779973957772,-0.028224515377816544,0.031318675084635365,0.05339780688214358,0.006474283649628632,-0.10612199553719338,-0.04984065826015815,-0.022869614890198436,0.022132090065009775,-0.09248107220797162,0.03083481935411291,-0.024441743128371204,0.03909087932770363,-0.008599631537076673,0.023481250304204206,0.07643564601108296
TGFA,-0.0982554423838553,-0.022760825960205303,-0.011809678509534077,-0.007284583645055864,0.012595217504287552,-0.10462905105529059,-0.04636432681090556,-0.022435791501694252,-0.09474202610411112,-0.04274901264322654,-0.0092351063792308,0.035379037311688656,0.05543280507245424,0.023838051937900853,-0.03182805594551527,-0.16417487733515562
SLIT2,0.2035478297170285,0.022142391375091042,-0.04246163166106836,0.1233058494875637,0.06606630190898156,0.06918174522450152,0.002190854930652759,0.02492968471926609,0.12469619112662193,0.20981734168865207,-0.019049859139702478,0.04090974762210418,0.055939962826975484,0.021750788816657478,-0.004271157839622037,0.27860884463839464
PLTP,-0.01822672241887667,-0.05132810215100476,-0.013671553697646228,-0.12747549387856938,0.003763535266181933,-0.1756356896010636,0.040499402952755385,-0.03752891680835522,-0.26021132367034344,0.009994773728983287,0.07676649136816129,0.005159585714571273,-0.036787512124620635,0.20013395035840187,-0.06796907455596765,-0.05355987574982362
APOD,0.08375381661677123,0.015243060582647117,0.0032286816260291024,0.11344689753306693,-0.04952880867938344,-0.1762669183494476,0.0711371112420626,-0.015276058539363998,-0.17564873877478554,0.11137079171196707,-0.015771117518970146,0.13615081373899646,0.0383120242822895,-0.1379603785874109,0.08986400802502513,-0.23340016282441856
B2M,0.024205638600222613,-0.002896585550568075,0.08997549501169493,-0.09851499284536669,-0.0780378955829222,-0.23083721046069364,0.04078213273863941,-0.04290711349349296,-0.3010890968398159,-0.23769925356951965,0.04429989099827483,0.07172337737088495,0.03281991573416214,0.10326490656526015,0.08198718562787989,-0.22396212358474543
OMG,0.13722823740920737,-0.004256720043697322,0.050962692248286236,0.058336346925594404,-0.018308144855611493,0.014088886680869155,0.1063624365563853,0.023265451223692116,-0.021376497858767364,0.14756325141696544,0.09905251227032927,0.08637602067970047,0.023721489245342075,-0.03144900962112035,0.21620012832659774,-0.17209598519960523
CXCL3,-0.0624099099431909,0.013376882429833868,-0.0226343774760914,-0.0718000133152418,,-0.026011116249289083,-0.061714575758332085,0.013948732502917291,0.05339271580113708,-0.019132824825591418,0.08660819678114368,-0.08305365542233938,0.027831358465528006,0.05845892728951871,-0.07306434513207863,
CXCL10,0.062135499758708475,-0.03687200703298197,0.046909889907945895,0.010159216654247856,0.08761709835821124,-0.13942110216440043,-0.011255929113410912,0.030725596169871205,-0.06984113419980872,-0.030404374059490057,0.0021767917496052333,-0.012384939453688047,0.04210465951995201,-0.02172307098004799,0.09436412540704832,
RSPO3,,0.006348742883539436,-0.014488370209157149,-0.0024021952174055282,0.10382517591438192,0.029187223562862904,0.07386761129507492,0.04289604662302,0.18877739045822076,0.11799441171874986,,0.00803585346222056,0.0566734071607364,0.025523043144045715,0.06865254800912558,0.3022792743594094
CORT,0.05350731643578445,-0.007667331934772897,0.031116691996151226,0.011019698202369296,0.01800516995910381,0.0907476246131136,-0.01202107557811952,-0.027073389218903912,0.13619032442260642,0.032158113727911414,,-0.05519634846166295,-0.002489583575846006,-0.03426961148205371,,0.18939115701711715
NCAN,0.07163381853485747,0.0015480021413550086,-0.06897007849474285,0.11933994223301268,0.030522602862061512,-0.060685433418307747,-0.06511005792234073,-0.018554289377105928,0.20250324661632946,-0.16107921085812513,-0.023571612455253625,0.16927009262250234,0.03701637336514707,-0.1687897059352008,0.21310801574098187,-0.052657957065177306
PRG4,0.0015579954197691929,-0.026241716015938537,0.04641375053999526,0.07807558117032182,,0.015192656490899233,-0.025691149333309835,,,-0.02337562843982219,,-0.021177359361239045,0.040580366472592846,-0.013099736025443395,-0.022608184891151628,
ZG16B,,-0.010078976848425939,-0.01659619855032129,,,0.06000334938505146,-0.01373432257240462,,,,,,,,-0.055199097372087245,
TGM2,-0.022298303645925797,0.019973928889903056,-0.03793419393483357,-0.08802661516557078,-0.000626745768543904,-0.07297080945816739,-0.0433620506489252,-0.01792478977308445,0.05072266032393632,0.06674429746883623,-0.025467035239149383,-0.004448689749744015,-0.049002811091684535,-0.06403668534366325,0.030993885178680333,0.09093174989318287
VEGFC,0.01988155706905676,0.009552764728578168,-0.02548535351854866,-0.038129186517925295,0.02002944720549996,0.028533332624872267,-0.013042680023786163,0.053025013982831944,0.06487918611598946,-0.023855760572193366,0.08537904908680251,0.10376320660219299,0.02292107782405939,-0.0060683745356488565,-0.06281412242162858,
WNT6,0.03137084355438367,-0.0024079775087952754,-0.019777906709421346,-0.022668996175735708,0.00963152820293559,-0.02771200258444834,0.016749052968129223,,,0.01163833903962271,-0.009679436459966028,0.07035724911609485,0.0720152329252396,0.01733113638513314,0.04161358403020231,
NRG4,-0.005884647444591009,-0.016071450182100402,-0.017403019783300805,-0.025139902264097246,0.04719479531829464,0.010977870749165662,-0.026385857446417197,-0.03793221156112928,0.07519117040757299,-0.027830527224415418,,,,-0.004895947540345848,0.07816221633053508,
PMCH,,-0.018523211234859487,-0.011863642737905576,,,,-0.02010324425811457,,,,,0.04583632555682067,-0.013696424509907072,0.0019229288924315481,0.048273814838938715,
COL9A1,-0.015020777825008474,-0.017122775208305005,-0.01817618399161461,0.004359974434020693,0.09523592294516019,-0.04647545543673521,0.004045356311022042,-0.043483055049929255,0.07580018739913098,0.046157574594776346,-0.07280095710460356,0.07087763724146767,0.01920960380815953,0.04576073811926879,-0.036941742161126674,0.004771037398930416
GDF11,0.017468741612336813,0.01822204442508682,6.899638700870173e-05,0.04932542825708035,0.03186742034784276,-0.12880527454142876,-0.037692695813108044,-0.0215693632938527,0.0003622931382573892,-0.11296209425660016,0.12504522506025503,0.000761084914165085,0.029052510327123044,0.11277375018491341,0.03781184241821706,0.09658656021321414
IL24,,,,,,,,,,,,-0.020205238045510214,-0.0038093312511742155,,-0.03907505797278486,
SORBS1,0.0206129101136411,0.000490543192743368,0.005142750295811039,0.020645378443255705,-0.031132412056808712,-0.029335522760745452,0.01714651950990741,-0.014927257117282692,-0.08871147661163098,0.01510108925107202,0.0354434664004968,0.03609503220398396,0.005273796521347756,0.07018326857649955,0.06353954268341667,-0.056626847396593
DLL1,0.1269865144930094,-0.06480988362934081,0.007287593878299595,0.028110148213966776,0.0557946706680848,-0.0682022188579752,0.016454987187000177,0.0038652671371224795,-0.08315011716300327,-0.04077988931197887,-0.02012897482571968,0.0973462311755451,0.04613168218389204,-0.012979593728344183,0.09264430274861932,0.078150638036283
TLN1,-0.025286492000989404,-0.011901931009046216,0.03356126846555579,-0.01812161211929198,-0.002060464155629279,-0.16851090867081106,-0.0506741217034736,0.0337992236625627,-0.20532048507123682,-0.16109576713912477,-0.07581005765454567,-0.05432234383374888,-0.013027981027023357,0.01966168935644953,-0.05172557368724019,-0.12770187960653503
COL2A1,-0.03807245697681151,-0.00962988582208206,,-0.02212333779143417,0.047938631536455716,-0.026011125101160222,,,,0.08348518376808638,,0.046167500155008624,-0.03115842457025528,-0.04198028907251194,-0.022373138413046424,
SHH,,,-0.014859420814317393,-0.015776772445366585,0.008724607588213513,-0.020447904846491158,-0.05177329448701613,0.0011581519589951555,,0.10935365837130263,-0.05419377909032337,-0.04158524337205529,0.059160168315192864,0.027693847203675015,-0.0266339882476344,
PON2,0.03690944603176839,0.01762094560333545,0.02515558509111173,0.039268477409972205,-0.0250409826004156,-0.21150292397304207,-0.01148543560367633,-0.016146333675706205,-0.11167926157178569,-0.12832808487179445,0.032046665292159,0.07381350436512854,0.03573231440526007,0.06849412741753345,0.004661344661363834,-0.1287107781854686
ICAM5,0.1794621541815981,-0.030365529010234746,-0.010484011354636776,0.04359740705549982,0.037987683758365955,0.0451104098929443,0.009638817510192018,0.00300013412507691,0.11077350630466376,0.1888572651079097,,-0.0011050119254146012,-0.01982432097755727,0.03860782297525175,0.1319152838417458,0.3017116255992165
HPX,0.09932617719901579,-0.007492656021513356,-0.027709483418235484,0.0432575914516796,0.09091723957983557,-0.02726922019896952,-0.026952756824281915,-0.013420597267767865,,-0.04711959261329932,0.0625905606418254,0.02967236311433814,0.054538095073499174,-0.04683583437900564,-0.046812254444308726,
SFRP2,0.012766363277942235,0.021053095049596248,-0.01692326999414957,,0.004050647758322095,-0.02075929564264148,-0.009634996046254458,-0.03989164941999791,-0.10072876722495473,0.019624513242776864,-0.04068858944619318,0.022160218511516342,0.06432191687532743,-0.01853504241376414,0.0271639435135319,-0.03247305291390837
CFC1,,,,,0.04305741493347388,,-0.017284775729057445,,0.07690276532630763,,,,,,0.025699650130054548,
