,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
SCGB3A1,,-0.01959357323581892,,-0.02098427955098313,0.0026731849493242185,,,0.008790832603824603,0.0007595153327539225,0.0016535572947722634,0.055426475379807515,-1.578257831183876e-05,,0.06764099754425097,,-0.013161693341001942,-0.005730788324245423
IGFBP4,0.031910818981128575,0.025612157589833894,0.00803548342777609,0.028652896848284707,0.03504962794690982,0.051189397976368615,0.033588897070365255,-0.07642282577501024,-0.04925582546649631,-0.01471474153688855,-0.00959214293551887,-0.02639887923004581,0.1007989680335703,-0.04366669097861018,0.05750120353034617,-0.008968705321972728,-0.029125802145473445
RSPO4,0.07479016290441283,,0.02092956124571095,-0.024219269704816842,,,0.031497088919103335,0.00856484084082661,,,0.054288086264735164,-0.035953494439046815,,,,0.012995782884240642,0.03542827241940463
LEFTY2,0.02179322511070839,0.09449439804977322,-0.04680986703901041,0.010052304229721762,0.03323185809114331,0.09821931956399986,0.03944359157380906,-0.021086348965259766,-0.020181955600634863,0.0011420585314331536,0.06472403875934653,,0.0004426333515506838,-0.017546146231255486,0.07376888388137395,0.02344858240871607,-0.027963737677882072
PF4,,-0.020325187003597322,-0.017456773081587558,,,,,,,,,,,0.04320638387950753,,-0.021935558575509776,-0.02362103610969176
ANGPTL2,0.10359748539797119,0.032118787190971325,-0.038696788210787904,-0.036417552382267654,-0.003251699784328219,0.04824621298410055,0.028636814455915635,0.002146955126099927,-0.008146851371140679,-0.06209637772372024,-0.013985747814349242,-0.007577116394670867,0.041390958356588424,0.016593425200364043,-0.008536388824733884,-0.042679644084938,-0.018477680404391503
LRIG2,0.095677627624324,0.033629019290213495,0.03340662767028624,0.01865434536481285,0.012358741164494286,-0.010912117952348907,-0.009265579068586242,-0.009457492550544778,0.0425742634894583,-0.049235348863425565,-0.0064985774996014194,0.025563017251573634,0.008180872631884032,0.025352185358989844,-0.026169003481879612,0.04084431675374149,0.014009642717125069
ICOSLG,-0.03908212860540006,0.018697913114956808,-0.0010838351242105615,-0.003301804180327574,0.03653800105908758,0.010354714695713143,0.04699182205481641,0.07731885608413124,-0.03916610235681637,-0.014630374025551405,-0.011246692457456221,0.05157011974778735,-0.015025318926246544,0.028995589632611837,0.035192902726917275,0.0415791258925441,0.022207137130021617
WIF1,-0.05629572533003995,0.031898940878359684,,-0.01722829854281878,0.015951477257880622,-0.03899627185139358,-0.01651211851232352,-0.010349386178080996,-0.04623113588145323,,0.05368408885799379,,,,,,0.013893131514092253
NPPC,0.023440038307738276,0.009645920309344748,0.027294257682265614,0.09502468997687992,-0.034893883699851934,-0.01000963302427705,-0.0322098967106013,0.02061829884438246,-0.016970166682353842,,0.012913122726536243,0.05182665524267693,0.06238653526286157,-0.026463882258657045,-0.02919975078697452,,-0.038667419460589124
LYZ,-0.03213511188748712,0.04037309985872962,0.038518225225762794,0.014654863939144917,-0.012175262803211033,0.07564461060140719,0.06808997399072741,0.0028632974850460492,-0.023960638553457366,0.02195993928319411,-0.01743417689156074,-0.02626997468097226,0.06208819974537059,0.005470059711471314,-0.029075746853075467,-0.013163032002670763,-0.0010047190412188227
EREG,,,,0.033587485692418415,,,,,-0.02076133437139363,0.013084140497892386,,,,-0.04444352104244492,,0.03509670902326734,-0.008487827869042714
SPTAN1,0.01871036404743483,-0.0051316195704351015,-0.03931731644134575,-0.041654912699244734,0.011365602422666309,-0.03472840108076382,0.043627025708631806,-0.011208107935272433,0.08242396634244649,0.05756270147699203,-0.007816836480665446,0.021369865886120602,0.04483502490751239,0.01143102005866941,0.07646258676239583,-0.011104964936185048,-0.12522491416111356
LIPC,0.09471943618326026,-0.024883371261950372,0.005024312862022677,-0.0069648709310457455,0.043760949554850596,0.014886782532772655,0.031298356310570256,,0.053172793043769075,-0.027519570258702084,-0.010421794881483395,-0.08440015995201196,0.03830469419162914,,-0.035841221144738124,0.03302188049018033,-0.03683559188227497
COL8A1,-0.013245773231362114,0.051854304035688095,-0.0015429199203087658,-0.061711681292601926,-0.03683291019754669,0.07458086802732437,-0.041279602916639214,0.049608088614323656,-0.034395248858882524,0.021150533877971427,-0.055091785532010704,0.06458229079514434,0.17165992152679482,0.010946833135114145,-0.006792453495135045,-0.025810063812804325,0.06008734116244093
GSTM2,0.01606903809110544,-0.013377245706921875,0.0712545644256749,-0.011443601715546233,-0.012048812355551278,0.02158862036828892,-0.025393271265628847,-0.013166502983616022,0.017513477613631877,-0.0005857273776243778,0.013973585908633146,0.015117143158106312,0.023369797766070205,-0.021613952428322963,-0.04110557980938633,0.013437633817471652,-0.010215538227635365
SPX,0.012564270307657919,-0.022802341511085112,0.05406070884267051,0.008216836674236692,0.02382614899847073,-0.07191688538757512,0.0032547552880975088,-0.027022918581987534,0.06517479022254806,,0.024974628027320877,,0.0441288235869478,-0.0173663468077036,0.035783247716927084,0.13658251313725905,-0.0007616698809370201
MFGE8,0.03767085130177002,0.01601012812013442,0.027540775692666244,-0.02264897992775397,0.017655130788902382,-0.006633444859486587,0.04178769713343186,0.017749067844716096,0.026216775731040424,0.04851736019055475,-0.0021257672680992236,-0.04748949128993243,0.042126156580634,0.0025204694407086076,0.08538003368220821,0.02997855933269244,0.011105875605235429
TGFA,0.015243987640978205,-0.008542174160466745,0.01692070888341453,-0.05219106357861581,0.043108261612869514,0.005765625067334248,-0.03355181113639095,0.03663679320683205,-0.019909055815675373,0.09055856320969582,-0.04336608508512775,0.03524412618425204,0.041702565358970704,0.044515340266787065,0.008812723991761987,0.02936203343453672,0.06485279689736527
SLIT2,-0.049024174889610576,0.03143604137376182,-0.013505904655739297,-0.018105135664304453,-0.03850978939514326,-0.062006604378697386,-0.024193284316141348,0.07269371081349067,-0.025092335352738162,-0.0014678715082295036,0.01323480417648242,-0.05488633274475765,0.04703368271190029,0.023734230371412257,0.03642582828767054,-0.005878527806007532,0.052462564107888986
PLTP,0.1026375026257816,0.028397674208344947,0.0465608129161617,2.4103315667863223e-05,-0.04340091153658267,0.08455875695903545,0.0038684131991899295,0.022481087342285735,-0.04657463403282845,-0.007130575228786496,-0.0675229746231071,0.016554187511002353,0.0414499957410434,-0.022336409184248958,0.06431923960502432,-0.015926358872958974,-0.042493596839578235
APOD,-0.03365555449206571,-0.05640720487938281,-0.015423194589772432,-0.022861954669436822,0.00795006485347903,0.07114691599194013,-0.021559950932689455,-0.07989383009475919,0.0014299940620798872,0.01632285091196701,0.018652373148908098,-0.07326054441281128,-0.14423600254736965,0.016654796118260547,-0.065895975368699,0.010201402982616091,-0.09697693445445305
B2M,-0.043628595748749534,0.1112834049549776,0.08110186954551188,0.06469482089649782,-0.012300701900953299,0.1130305007645931,0.04694619039969812,0.02210603821324033,-0.04644859355200933,0.0681974940228544,0.0037750271755276196,0.005934721968369623,0.06473787082422015,0.06506245665038721,0.052010343175692315,-0.12039615456648031,-0.08655466277976984
OMG,-0.0005644518595629149,-0.033411960635252626,-0.02031763986537295,-0.008717914627133566,-0.025697932535630182,0.01098358732576761,0.04624069335813967,-0.0036309887402400302,0.009136901678562482,-0.013938493065436828,-0.014693015654441324,6.418229709195594e-05,-0.06332085290982904,0.05946236425160621,-0.003128641951915403,0.11716353015239714,-0.10050528830330865
CXCL3,0.01141985852550151,0.0335867708676209,-0.004513096828407984,0.019375156835609808,,-0.026923572360943226,-0.03426483270452945,0.019408141364316664,0.04398750758170058,0.006805925279011281,0.007413710087266874,,,0.0007148106221518494,-0.021674182923147465,-0.005148202971952634,0.10465072985957899
CXCL10,0.052491470725166155,0.04016907020211003,0.1102230002913593,-0.009129967597301666,-0.019475741034912016,0.06788209559230068,0.044195968392651774,0.01653245453259756,0.060475770730144256,-0.018992624679963502,0.0353565213459413,-0.0009894883392033294,0.009179669629513587,-0.01876029609146106,0.0406737605416246,0.04523979405892343,0.03665500877538257
RSPO3,,0.03829893784525507,0.008175073681010574,-0.023448224881017034,-0.020370507219678508,0.013802085577502827,0.048008611121669494,0.005605580042891093,0.03333478429799616,,-0.01572573643393747,,,0.03180136777918228,,-0.02465878762611234,-0.037471332517425314
CORT,-0.02712208508848094,-0.006751099420348127,0.06943413069911131,0.023174756652417416,0.013473760194371466,0.053618665533809756,0.044505213542099936,0.0509406294199812,0.0937182631067411,,0.03704436911288321,,,0.09528400531406732,,,
NCAN,0.04819986319654911,-0.025091386341687606,-0.06581969268949811,0.03164768381617666,0.049855393844246795,0.0629967732644441,-0.02785152087230898,0.01649694651413068,-0.0502020996225824,,-0.06031130413349224,-0.08243302613148047,-0.027143062067360606,-0.005411270328183899,0.09501934697269956,0.05864604767237949,-0.11075654049322858
PRG4,0.028638995025945982,-0.029466397120683278,-0.005121123113523998,0.13323076576102258,,0.09199334841705177,-0.016805403692466223,,,,0.09014752611015964,,,0.015917210301621763,,-0.04134775115583864,-0.016541455242420105
ZG16B,,-0.01420014449551714,0.02621255106680916,,,0.03223861380775501,-0.014618698176737688,,,0.08564152819569386,,,-0.022775856888269976,,,-0.03074685439396742,-0.02015116637058235
TGM2,0.055041504101061595,0.009227872350352169,0.03015069152046225,-0.014057813170297372,0.082741770497945,-0.019421307284199878,0.0062044998710679795,-0.0035681000356857463,-0.032533844833587185,-0.03881229637250431,0.015141565677230899,-0.02991608174962246,0.10754978727181601,-0.013098310580030798,0.002147772084463048,-0.034674144702272675,0.0013039094097684984
VEGFC,-0.004647634265827347,-0.03741345326132431,-0.01066223399873966,-0.025843595480862926,-0.0292090805307894,0.01354018342208792,0.07526747157098143,-0.006457461793304722,-0.023460217442103696,0.012617033099234563,-0.000640894694977893,-0.009974538074117368,0.0670719673274509,-0.029326072348306746,-0.011052041763603901,-0.05403122329030486,0.04489646235517066
WNT6,0.10427502397495625,0.011002153224203273,0.013612566543617624,-0.023133411839176055,-0.01461431238196607,-0.02868412488331533,-0.03253339137800734,,,0.0014035097221897616,0.06511468378713543,,-0.02165984257471444,-0.02720246027293115,,0.09666145948158507,-0.020822200646978935
NRG4,-0.025102617963523755,-0.018046370636867468,-0.012153378972411626,-0.023913513942435925,-0.01789061998015584,-0.036332134926682004,0.002408536557731933,-0.01870756138582426,-0.026136070426693782,,-0.021889964155197197,-0.05260338036011943,,,-0.022956236420528738,-0.024658790389774116,0.0007587931274254444
PMCH,,-0.020799413341153435,-0.03374056687994357,,,,-0.02139772519782594,,,,,,,-0.0205356950284491,,0.01926979943593618,-0.01417434690006021
COL9A1,0.07205218829647049,0.035780695703238066,0.12560911625093862,-0.0073958055413328415,-0.015178262453466082,-0.02314328579317174,-0.017594003782594958,-0.005139295093690579,-0.020473524722178792,,-0.024943093755255778,0.05238568775509748,0.007158989074896484,0.034284675626916436,0.022858794798358097,0.03406947013511653,0.06318442015890613
GDF11,0.0552422906579116,0.016668851307429042,0.03226316070306112,-0.016992213938062214,0.02088884491399041,0.09511077025105563,0.014644898042416987,0.07416968072025516,-0.06999914891360612,-0.03038039523705248,-0.012657614114504006,-0.03776470700248002,0.03275601277182989,-0.011013974806152125,0.029914431437806827,0.030603219302515493,-0.017170856634753196
RAET1E,,,,,,,,,,,,,,,,-0.027050517852150402,
IL24,,,,,,,,,,0.03337307098344869,,,,-0.013763745448839126,,,0.05063930000829551
SORBS1,-0.06508744988411756,0.021289481590071584,0.040740478370301335,-0.006148454568011563,-0.017687693876264225,0.021300651684262362,0.03195264727654032,-0.027302946108639294,0.019167757036809997,-0.0006677979055540938,0.04263755534732894,-0.040409278811291846,-0.014921911639883429,0.049567938839056885,-0.01848768141468601,0.023536234989567223,-0.09251467075685046
DLL1,-0.049374522091336324,0.03884481071574921,0.01951477758107019,0.03904466563458585,-0.006809462778002986,0.049501824453674355,0.06442780498385924,0.01945674982372848,-0.0318691518735295,-0.01649391273076248,-0.044585640113256705,-0.04097480988470747,0.024457102139115967,0.06803160132242013,0.019946261942516953,0.05437441752159104,0.017841026187772696
TLN1,-0.007355466980067609,0.027385496472589678,-0.030813275189679606,0.0063851282233088015,0.013249510292624212,0.03177980380066346,-0.025835485249609734,-0.02133493242627644,-0.01676930204004825,-0.05182452203239229,-0.02237012082876885,0.05673534958762683,0.06904469189563456,-0.016616503034957365,-0.018209643124170054,-0.0017249453521576107,0.07297665713890329
COL2A1,-0.025694182539361638,-0.005526885109459831,,-0.014994985332286659,-0.015832788674574563,-0.012158771855612451,,,,,-0.015277651166941544,,,-0.011809182346089134,,-0.035886870436080125,0.026786489657582516
