,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.021805322693158578,,,,,,,,,-0.018872388750919893,-0.028016916261472357,
BMP1,0.09698538123674862,0.004432064044355964,0.03120447287577889,-0.02443420568133577,0.08797650880693221,0.08367681464836887,0.010515083355476657,0.05625443714653791,-0.038643659958083824,-0.036292707032622926,-0.039732815514954035,0.09274558837169943,0.1091364997607905,-0.058750645201140456,0.06206974406255396,-0.03010789527654101,0.04398451944781023
NDP,0.04114891620381346,0.009784523069518342,-0.013955363392402042,0.011164082265199231,0.08241723417984856,0.02919220441472886,-0.021840958145908716,-0.054235295749802466,0.037224951573885195,0.01863097773951502,0.03762082777194347,0.05587390615199691,-0.0792161712678834,0.03890584434008093,0.06152214103265093,0.08812134623038684,-0.04255824274421262
TNFSF18,0.0025401070935885087,-0.0038731257662458587,,,0.09621444058081297,0.053665640048128856,-0.01690524553958986,,,,,-0.05535142134155134,,,-0.019462761401599908,0.13022889381557834,-0.030622119430710682
IL36G,,,,,,,,,,,-0.01838598545140081,,,,,,
RTN4,-0.1163095864976877,0.025114630186337014,0.0217018733032361,0.018196177748836726,-0.01931126386443469,-0.08396875583314121,0.0214648554176145,-0.04615747461659248,0.08082093735000574,-0.02289205732517662,0.014470995785894255,0.01359896010222912,-0.03562707893134054,-0.03857137011768329,0.009734308993995196,-0.026326563178959102,-0.10010203841919565
HEBP1,0.08679502213913705,0.04909170815745054,-0.02003075366422613,0.021572070063561138,0.05602089305346727,0.029548677784953854,-0.03625058111147772,0.026681176044415205,0.007663845490627404,0.04640860398857954,0.02016956204284865,-0.008476732655591058,0.03694228998455976,-0.011074255860949822,0.026182744818350714,0.0698903624593628,0.04309600309799908
WNT7B,-0.05274089508538067,-0.0371892101619504,0.00444100499762809,0.05719133749072866,-0.03079042487358632,0.01726455218083513,0.06377274870116169,-0.017740357183278592,,-0.012871888757288563,-0.0034038224855705208,,-0.030936009714699883,-0.03314195861165765,0.013602394847368146,0.014519301339995875,0.14815803471603672
PTMA,-0.10845151169643645,-0.037639861498408415,0.02186985340406494,0.004351347972487307,-0.013798556756902912,-0.01898854269213785,0.01701021998855194,-0.020636524657874855,-0.045813096628719095,-0.01901431654172551,-0.008831249141143239,-0.0010421443561285137,-0.0224467548314102,-0.006913404195567715,0.0006508259870590479,-0.08828400244362655,0.10865915199752187
FASLG,,,,,,,,,,,,,,,,-0.024299061915465877,
CEACAM1,,0.103353081612616,-0.03357169474820101,-0.01841754717351662,,0.04270020792964137,0.0694492225193082,,,,,-0.029644329662878898,0.15184361248100034,0.08712448375228281,-0.027965956194306533,0.06582485995273744,
PDAP1,0.05943801789240471,-0.003235781825288526,0.06003096744795246,0.02200457633379697,0.017426256733008277,0.00552219275037267,-0.06433152401071751,-0.010807703513645414,-0.03783168933118575,0.01630897961816157,0.0008706781292092619,0.005112206407056048,-0.01311443251322402,0.014005972385231451,0.006125683248354964,-0.012226740825784402,-0.04839740202809901
QDPR,0.08464466693393512,-0.08362624978872367,-0.020319786092900593,0.02518778793931752,-0.011369900855449656,-0.05882262734407864,0.03522246397772309,0.01215403650054882,-0.06316720026681186,-0.059017285016682935,0.008232455597027292,-0.09377427651576566,-0.12238669438761726,0.004184617757442604,-0.08334315219619735,0.025074090666623975,-0.1514209788019946
POMC,-0.04266629708170506,0.045968173407544444,0.009481180466250511,-0.017227749979102484,-0.0029322400718858996,0.07494575764987528,-0.01961551008881288,0.05305408721671081,-0.03193690145558096,-0.02575256370953596,0.01631833817339893,-0.12008729115842735,0.003724412855734804,0.08904541802446292,-0.015000207934352685,0.0025291149726931568,-0.0592224964768921
CCL18,0.04969240869951236,-0.030803416653066257,,,,,,,-0.0012719177389877456,-0.08031326734259762,,,-0.019670887652334615,0.03369900877422085,,,
CCL17,,,0.04998624860254301,,,,-0.02108413253807788,0.031847714377132054,,,0.02345608444360855,,,-0.023177462860229016,-0.024882154404191226,-0.02202437036499531,
VEGFD,0.08421449681306534,-0.007613574875970961,0.013709233143709549,-0.017620866368014913,,0.05119619255084052,-0.022463359898856398,-0.0117745935397586,-0.02241637951516321,-0.017399473049711303,0.05716537962422041,0.18974704760819414,,0.05932568117527246,-0.026242993036414534,,
TNFSF13,,0.006422123879476429,0.05319450643606212,,-0.012890039217312422,,,,,,,,,0.056974798383433715,-0.026682892760895277,2.1793726814348533e-05,-0.033312498011107056
WNT5A,-0.004302351680090632,-0.030427840750127742,0.048699829093195625,-0.012460837005562197,-0.028462135366581806,0.04960384876030556,0.02078310509037399,-0.01412493902699551,0.03528539708804873,0.010706016004106922,0.08318974889493826,0.04920371904597215,0.06869131445626954,0.017867761991714345,0.041089126487699267,-0.0006250447471996898,0.05259258758842056
CXCL8,-0.057270281522367905,0.0289267119416276,0.052163069168692455,0.02215878354604872,-0.018335244749567717,-0.05013861384631327,-0.036221372223032504,0.01957996079205541,-0.028297639698781872,0.08358694905713536,0.03136667144073745,-0.03271271326479486,-0.014614005980309375,-0.029559763424578733,-0.02047027348223036,0.019544018961466653,0.1216702441216041
GRN,0.04228287972474103,0.054481682051329625,-0.005674387208324001,-0.07830520688376541,-0.008005568784843103,0.030104278739637332,-0.012411408793522689,0.019537653851796677,-0.057823583593998154,-0.02567124465060422,0.01032103519043312,-0.06387912646929791,0.06123062909480418,0.0027459761350149534,0.06018404311181287,-0.0643587105243635,-0.06502930053732534
MIA,0.04030021358537544,0.02326793732213365,-0.011807247030743139,-0.05346779708939134,-0.023307676893494958,0.018471045722818723,-0.008129953618581737,-0.03333815170606445,,0.02504443890184293,0.08498164787011483,-0.004333379404554982,0.0577195100300563,0.06033578984578882,-0.015347004398898493,0.07188811938231428,-0.018186793873039585
COL4A4,-0.03437164573770676,0.010341725648379806,-0.00035441463815826045,-0.027249071154689195,0.04677467604599566,0.054553032063012485,0.06612616152130017,0.04851565961110243,,,0.004280679388422787,0.026607698496272852,-0.024870148225750857,0.03736785832517287,-0.03832894751006077,-0.05764947651729948,0.18894019508405915
TAC1,-0.02881797193659697,0.021935316079576554,0.010541316465274158,0.001304912679940158,0.025146738924141137,-0.011461018519766327,0.03760832161966185,-0.0434046336770144,0.07272460281065127,,0.0011589468088866856,,,,,-0.014775733964047072,-0.04125057942914993
RARRES2,0.0074827557495810455,-0.0008044155471196794,-0.011859285735715189,-0.033592211069123225,-0.03297460684682956,0.07684509721214229,0.044399619806586334,0.020637026479547446,0.007281765874194125,0.043927387827115943,-0.019994343294896036,0.11420742512183599,-0.014254770122343437,0.03495483008059471,0.008187901911262698,0.09286673003250373,0.1407604421805732
FGF7,-0.013567763193722647,,-0.0209161828676218,-0.03373883445389828,0.10775084667591775,0.037098442759922585,0.0655066734960009,-0.0007260074017839318,-0.0520414715429559,0.04079751714538448,-0.031363198067062864,0.04307335645250148,0.06481109351774238,0.006059452762295746,0.06357410778873286,0.06258013438518768,-0.02346884183724613
EFNA2,,,,,,,,,,,,,,-0.015259902551762003,,,
HBEGF,-0.00795217352264626,0.015143792584664997,0.054275019889358886,-0.04342532887141372,-0.0017536301646754696,0.049278923120763644,-0.04405850105382568,-0.041688526665906556,-0.02640013229029836,0.042395217661082556,-0.019200014135867347,-0.09877395927462183,0.0991516305951206,0.02216035903362218,-0.02218399997231863,-0.04165021601573102,0.13511708211083195
CSF3,0.0378987579861341,,-0.001937968264936498,0.04801265682944859,,-0.022733389993451644,,,,0.08132175149017111,,,,-0.00506842193050777,,-0.023188264334189537,0.21188424836512862
PI3,-0.04071830767309308,0.09611450393998992,-0.005858348330586245,0.02678431154396855,,0.03505218284062007,,,,,,,,-0.043021946293771776,-0.02114144835406135,0.006155211188402614,0.054767564477856634
PCSK1N,0.022342907159717533,-0.026774235573240036,0.008472372378898373,-0.0538778167021442,0.014205887141368117,0.07781840069160673,0.024455309678316543,0.006041388550947,0.11525860946126938,0.027794949334307494,0.016630752248555914,0.03399077341698089,-0.024834518599664904,-0.045556467981821974,0.0643242116557601,0.06436325083717503,-0.12388502734642455
NTS,,,,-0.0111576943849073,-0.014971927203066244,0.04428234528105096,0.06237553147566056,0.014153576960691187,-0.020181942312164903,,,,,-0.018591295487966498,,0.053995127807392504,
SFRP1,0.005505948110473474,0.0013169690460726022,-0.014328636584228716,0.035833495323590876,-0.035399268640014595,0.022533697947189398,-0.02812963026171245,0.03209753513420943,-0.03303772209467131,-0.048341920973846,0.01474335677579828,-0.030069235534805398,0.0780398687028102,-0.031697525279104806,-0.05448656383976572,0.02684044551868742,0.07235939230846636
CXCL13,,,,-0.019921692505986632,,,,,,-0.02193514687621693,,,,0.03234604602805871,,,0.06319343354559648
MICA,0.11150420784809403,0.03508988014400041,0.024125558462181833,-0.007565858378563194,-0.03177840657636552,0.022233231204059466,0.00381341991169256,0.010465210281314937,-0.028159223199758634,0.0014564693564757384,0.004922957851890284,0.02094401427269327,0.152814467158547,0.04394612501233965,0.08215507275310563,0.016730898752076392,0.06858598551523983
TG,-0.027399666080158626,0.03076441391189607,0.03521355626998478,-0.008856572120167213,0.004097132297368359,0.02832427928642217,-0.021241465634884195,-0.03313692277264281,,-0.014596323399753683,0.03075060854434937,-0.0070332246767871014,-0.01058170523023759,0.24709070808133396,,0.022681889439566415,0.05560824287477891
ADA,-0.04051962995585826,0.016753426385446097,0.018148098388445062,-0.004488444578696875,0.02051714757620128,0.04665283918050616,0.022073236836108255,0.015045489626093334,-0.006302307587395456,0.003544595340784911,-0.04578567962936488,-0.023215280224221212,0.02377422696556592,-0.0465333660302993,0.013335774159570189,0.0005108255883721836,-0.0011317226617608906
LAMC3,-0.07152402553359975,0.021658066082363956,-0.006395576159118501,-0.0016037993407104374,0.09519272315835013,0.03493249886931001,-0.01128026436272826,-0.02575616685474598,-0.05406396308322008,0.015620913607397318,0.0485584942139053,-0.0242570631608514,0.043621956966288844,-0.014414177198080592,-0.01121181248203322,-0.02819000503655105,-0.008584336811027916
CCL7,,-0.01959357519515026,-0.005859252567075359,-0.026412486178481694,,,,,,,,,,,,-0.0242990532750095,0.14303680571769584
NGF,-0.01980246649734359,-0.033641195611032744,0.0206014153332024,-0.002962056158063697,-0.016491234660828056,,,,0.16271958328939998,-0.05457620350541963,,-0.028592069761099955,0.047000590386299945,-0.01505478378842781,,0.009101060984101116,0.0031308750607221547
TNFSF15,-0.024498122472486394,,0.004594223943493309,0.05531258889412191,0.054103987813110724,,,,,-0.016646265144112233,,-0.06116661350902696,-0.02952203124901299,,,-0.021186833018652734,0.07736941369533129
HMGB1,-0.05363016485678489,-0.04048539425899454,-0.008003308080990541,-0.045759331308292114,0.008933907397941268,0.09973771172057996,0.03903178869164729,-0.0581669965186272,-0.014492850226713703,-0.014341869597444422,-0.04309955090247092,-0.004659833622195128,0.02764977989539691,-0.06860333175544037,-0.04695756330741328,-0.013423376700233339,-0.047924134232230756
ITGB3BP,0.019110463668625857,0.034884455582543696,-0.007547104477906944,0.03463137813679093,-0.030014674016544812,0.05100602004958059,-0.001435813525358666,0.028259195214819236,-0.05805972831232431,0.014879421104958053,0.00038746221124499197,0.03492660357218295,0.04289286202030061,0.024602532957040096,-0.024612637427413007,0.05351847450061715,0.08173687625861313
AANAT,0.031250435270379275,-0.028427296653820832,-0.02027263777708534,0.044844574392096576,,-0.020506132983287566,-0.019102574180962915,0.022134512103525163,0.14859126119887953,,0.06914187426787934,,-0.020488054056935556,0.09648617470506755,-0.03077842672676527,-0.025709411688409723,-0.023913216787811428
RELN,-0.03414373482353937,-0.0048793218004365355,0.021229219559630457,0.012595467964443234,-0.017868914455368236,0.015493143906708032,0.019931530973818667,0.0024841484589757067,-0.01530445390939004,,-0.024943084187997355,0.055719203448332005,,,-0.024750861981276344,,-0.034895276378915895
IL15,-0.018591831739939172,-0.0030977289830628916,0.04582429266556337,0.018451895005824902,0.011681556566312526,0.02226279114990035,0.01656858493294202,-0.03262773149160907,0.017718395666532074,0.0235566042383534,-0.004229921743686691,-0.047367912016170834,0.20108036292671647,-0.03723102540235576,0.026952991468233066,0.034408443627989456,0.0648955844261885
UTS2,,,,,,0.10921636854900345,,,,,,,,,,,
BSG,0.042790159801976445,-0.006137101580306833,-0.004928198581319164,-0.04763052573602178,-0.008063962646971774,0.02547322331551554,-0.08717297876023274,0.005152392099175402,0.10801716937378712,-0.010836613931007998,-0.02581066277778475,0.006399917470318052,0.06868443851046892,0.03563236674014147,0.08626680594044714,0.03248452714085109,0.022316610517833724
ADAMTS3,0.03287799850604822,-0.03977135312870251,0.005224938662312208,-0.038232023904103817,0.04353225736335418,0.09366470169955449,-0.024590812324890132,-0.02991502702547005,0.09432942713020948,0.051657576202329164,-0.003423403722178988,,-0.024532358962818256,-0.02336692407246155,0.006809985003711759,0.04059706479943545,0.0325330702080811
CD34,0.013481544260453275,0.0022555839220868646,0.035432726878417344,0.003735888254374728,0.03573439469238919,0.05781065761269258,0.04121920344794561,-0.011337216172743839,0.013003899981833726,-0.020156536789096204,0.07313730985992542,0.023867840328467647,0.06990447771579185,0.1335875541522836,0.03136459251742148,-0.024887803548852578,0.027892889413827573
CCL23,,,,,,0.10984231443599021,,,,,,,,,,,
PLAT,0.07890541825509727,-0.00775488080003065,0.004419731975988506,-0.03254369939434806,-0.009587772519216513,0.04212215822720312,-0.06950380698202945,-0.014636497806033036,0.06555899016038524,-0.030984470098474742,-0.044800492425112796,0.0041811043712183605,0.07280625878542095,-0.0012232664587616606,0.09561827072242501,0.008498939887629396,-0.005432885632127828
NTF3,,,,,,,,0.02755277640157418,,-0.03545753203365079,,,,-0.002949817335147454,,,
LTA,,,0.02034184699222731,,,,-0.018397769735842163,,,,-0.02089589610715744,,,,,0.012817092912557258,
CKLF,-0.05031730147366618,0.021367812809476756,0.03219758010198858,-0.07808080658108892,0.019780480814046285,0.1025613368755487,-8.067401792697502e-05,-0.019018077753564466,-0.04984807917152448,0.011952027665420945,0.02483079235064229,-0.01059682485026883,0.130041135335809,0.053193428959029856,0.012001751151120389,0.07253470002127467,-0.011433547453074558
APELA,,,,,,,,,,0.12403215776407636,,,,,,,
CD24,0.013732444614920595,0.044524655389326644,0.01037122796568605,0.013685702224105437,-0.05335938661242889,0.004968814506601141,0.04871587441909167,0.022696237052891803,-0.07586604794817182,-0.09502929846544174,0.039078820176992365,0.19524644357799997,0.0928654980088731,0.012700938123571707,0.022836717052914995,0.013429518008893365,0.05189999163066625
HSP90AA1,-0.05724319832132904,-0.01006528969932151,-0.024993275525121997,0.02978180027510937,-0.018267264030918443,-0.09932423484019486,0.04109208567602272,-0.008043048064538722,0.11199789657245032,-0.0527257403371753,0.04957104980493607,-0.03319738816261286,-0.02906054034399477,-0.07181848485590953,0.03728797091375329,-0.03541254553974673,-0.011410446161386988
BMP4,0.01540199297756097,0.04054225453923905,-0.015872908466733927,-0.0013198350301427658,0.00872646438058065,0.0045870907177125,0.031988762334161785,-0.044235715759905515,-0.012212803386260806,0.05541753299853372,-0.017805461703922252,0.007825207024540657,-0.025904156791683026,-0.042442174414969766,0.057018138565172634,-0.028745700533902043,-0.034912618521216944
