,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH916T1,ZH916bulk,ZH916inf
WNT5A,-0.09405756684073178,0.017846180556618324,0.09197024981678087,-0.04389053039113482,-0.04492879167637272,-0.011412020588894286,-0.02802329955400747,-0.023524181181619055,0.07100929534938766,0.04766239227313442,0.05672258273818381,0.03222006527876423
CXCL8,-0.05883026752143988,0.003049602344288183,-0.10739687761774767,-0.0037298339757575617,-0.03575880966161952,-0.02338680399468125,-0.003345558084243019,-0.06001853276543199,,-0.036712902248617826,-0.01626403272118165,0.005117362480776755
GRN,-0.04179694139911459,0.09014130912472851,-0.0012101254123036192,-0.046163863450732,-0.055628616149883896,0.04396625576754747,-0.06597685838762893,-0.08597994332672296,-0.039282500855404454,0.09575814786933748,0.028040441996673975,0.030430211677902615
MIA,0.013769730102174905,-0.0015507971734192545,-0.016346142204410535,-0.026976819292012046,-0.02114166373631188,0.007047883409376193,-0.0171298494904431,,0.051191724875986847,0.0367386211408962,0.02493620266183613,
COL4A4,-0.02495422395132438,0.028896775847264477,0.022197360778779974,0.03853796329091139,0.01505565051761055,0.00019110332727693895,0.015920993504931355,,,0.06349947905704899,0.05509591814644324,
TAC1,0.21286284962373694,0.05205263808688442,0.006290885476781564,0.05978523766247865,0.08965648218849748,0.08438828157021713,0.0575990944824135,0.18357687622284827,,-0.030401204939282705,-0.04344785939192917,0.05287646171278151
RARRES2,-0.03063757718692005,0.02565994314488602,-0.04112008373755885,-0.03800359047565176,-0.03884301076705841,0.030484482631568315,-0.08549897083141246,-0.04371269802977508,-0.01805172950717752,-0.025273908158037615,0.016620661938363465,0.019196435076400876
FGF7,-0.0010071171082584212,,0.006792764863960665,0.0695537231794191,-0.0336521535429782,-0.004196409395164458,0.010122617080331738,0.048314888607151885,-0.021738602423445885,-0.01039149756114096,0.04469961726534867,-0.03948716281848081
HBEGF,0.028002338530395268,0.06567008340005051,0.005924069077621756,0.0035901389260634344,-0.016791786907017943,-0.06933302936634778,-0.03588344631167311,-0.05858371976691193,0.04325868120743725,0.05770412372894463,0.09575770450221495,0.029695847084680926
CSF3,-0.02495420419499074,,-0.10931645003448111,,0.012286444140945891,,,,,-0.006139065115042803,0.019871284813342032,
PI3,-0.02956197606443408,-0.026336472484417995,-0.028180760909215757,,-0.02545529491147745,,,,,-0.0528998789183759,-0.05539624829311848,
PCSK1N,0.17752539912796747,0.03119438666721899,-0.026544929982931165,0.0006109893641270921,0.022506068282985847,-0.009088538567609357,0.041131350372537255,0.14541029318653992,-0.049397748822119884,-0.035446677854945256,-0.024064138094126043,0.11100542348482245
NTS,,,0.01699121177343587,-0.01732883875368129,-7.23781646126621e-05,-0.01877547243508332,-0.0072711569725335545,-0.02739006215786924,,-0.03605590685088784,,
SFRP1,0.12476034789675651,-0.030359738386510057,0.04215652793244572,-0.028234800348082657,0.0674015049137963,0.008710548892512911,-0.017667701845029082,-0.11433236915515006,0.004016763822921672,-0.03521805892121757,-0.024885872514019396,-0.00504040057033607
CXCL13,,,0.02977528486207028,,,,,,,,0.060351423781937315,
MICA,-0.04007982067898778,-0.023090175270281805,0.009427168153378102,0.0028979344425919254,0.017783259189061613,0.010944898689145598,-0.009756012196886139,-0.06716364325191714,0.028042943963954833,0.05122796888094984,-0.028096120785073148,-0.014476994582873758
TG,0.008536930321835943,-0.01088078836267336,-0.042834519008108675,-0.020002048033681854,0.03153630041896611,0.0019102756925999077,-0.004723795017826325,,-0.03140786245084353,0.023577416775139304,0.06703740828754229,
ADA,0.013793657557087276,0.03258891080030354,0.006786719335886978,0.060505399677728514,-0.06471130766447986,-0.039097550055995994,-0.033629132384588,-0.0816220398620744,0.03979009985777902,0.11785460011093854,-0.0007695775391383799,-0.031618088826988265
LAMC3,0.01802080622043599,0.054833823146416355,-0.016272243582135113,0.05612707352012006,-0.005849946780681312,-0.020238018381853864,-0.002856983684982388,0.0322444284795444,0.04373134227019482,0.11427463777618561,0.03850957601866384,0.04744209497440688
CCL7,,0.1316790792404382,0.008421906260395441,,,,,,,0.023706207330846787,0.00871258974733067,
NGF,-0.014376826397381567,-0.027339904423464154,-0.046968711369153475,-0.019087318713925012,,,,0.05596734652318636,,-0.0053092040646116,0.02617191436558802,
TNFSF15,-0.017785928530467437,,0.0016198058123278087,-0.023176189489947787,,,,,-0.0024814370149523297,0.028999225372010114,0.02185072495975443,
HMGB1,0.07115132717606742,-0.017967318627042334,0.02248883119593043,-0.026069079264673996,-0.011671701275620911,0.05890779118867963,-0.03587945788808208,-0.03117668516556206,0.010147588045278513,-0.06045121539469245,0.03678430977911776,-0.0859911868643324
ITGB3BP,-0.11271021750266963,0.007495323650959984,0.020189837014541304,0.015109231115518063,0.002194468865942276,-0.04987964884492662,0.01626600503626655,-0.003929008921590418,0.044668915555591236,0.006462672247152408,0.009647362221949748,0.0518454331650429
AANAT,-0.002788739709002222,0.0059617324908425645,-0.0010084223297644294,,0.018383847021599654,-0.014262696559509217,-0.018018340241036532,-0.025750703535780368,,-0.026995119219672407,0.01766323188478498,
RELN,0.09449277700010929,-0.04987570291063927,0.03956525365830618,-0.05120392912079331,0.07700117222299022,0.05254347538198921,-0.007375730555054094,-0.02643083250430246,,,-0.042322248346527036,-0.06749328115307034
IL15,-0.025282390395777583,0.020264051060214047,0.059306582372000094,-0.01649123663064235,-0.022174289283801944,0.020451889702269983,-0.008131032535771182,-0.018855249839403912,-0.0494174735091905,0.08029430386880579,0.01634712789230444,
UTS2,,,,,-0.04230409640269987,,,,-0.010903486582921468,,,
BSG,-0.11259304435570539,0.0024531671384113623,0.01712601389814939,0.020600159279656728,0.003906915836492362,-0.023776159903885662,-0.015566824742172417,0.11189094870781227,-0.0034888942072407395,0.027167105971518387,0.009960108196079244,0.13856196391682976
ADAMTS3,-0.04715596618885069,-0.04883263551292097,0.019783645630213106,0.059512823010359206,-0.017305832277412607,0.03466586755913992,-0.012770081326769564,-0.04134957912770238,0.0101891065179158,0.038941512797134224,0.02085341736678287,
CD34,0.08154230316538304,0.030487298661573313,0.05947440216991532,0.001772516779134384,-0.0438708771608867,-0.046351494546112884,-0.007921705081053573,-0.006560966596509523,0.11971067887194069,0.0921311758329921,0.023883392229082104,-0.033768757892878906
CCL23,,,,,0.043730962106186225,,,,-0.0273175883782255,,,
PLAT,-0.013760484395559719,0.011165097220854158,0.029019720697526497,-0.058396282809525316,-0.022170511992117628,-0.006528176730143153,0.022017156501117234,0.005756461700115725,0.010689763767675723,0.08838522969578531,0.020875204088431867,-0.06254355049165496
NTF3,,,,,,,-0.005670920471775225,,,,,
LTA,,,,,,-0.01373646319225087,,,,-0.023850802253939655,,
CKLF,-0.034073534890080165,0.02221450729330137,0.00039932162935281184,-0.02883569925534848,0.008492595223585921,-0.026096025278735852,-0.00933591625003966,-0.07937669635130691,-0.024207361128234947,-0.02330396176227133,0.014650692683483778,-0.001340872950116722
CD24,-0.031560340019827854,-0.006408543495827159,0.06323799799727914,0.009856719166482151,-0.037388328155835336,-0.009884916389337669,-0.06300382512660099,-0.010458504244383889,0.07051655517715236,-0.012329065975817231,0.02753381572214763,-0.03424561600318167
HSP90AA1,0.026606107995042896,0.012583686523786749,-0.028835100247577402,0.04476655755552698,0.03807105076462574,-0.0055085885992322186,0.013994327588966165,0.13562368318866616,0.0605805873999624,-0.12850571992382095,-0.014478536556268762,-0.005034983712391786
BMP4,0.06973061469887737,0.026962706936378453,-0.004793431336331316,-0.030697523749802728,0.01756278743346641,-0.03195996895395334,-0.016531237796663868,0.04924854095574689,-0.060419944393312434,0.05079075999058573,0.06347210833587308,
SCGB3A1,,-0.015923525007112242,0.03144856163442187,0.013693264241941195,,,-0.03762328832148524,-0.021300694138597333,-0.033712098650318066,0.03509248322577369,0.007155292303060693,
IGFBP4,0.05055772102714503,0.03758428554274642,-0.04714199212208622,0.002637890524584053,-0.02062513532655198,0.013287166512522357,0.05067465079280089,-0.026827350955299516,0.056812856391029426,0.09320298176853856,-0.01962222938290552,0.0340526935247244
RSPO4,-0.01756276741091624,,-0.007977609731920986,,,-0.015976342947181307,0.026114166312623775,,,0.026940176747368677,-0.03521112728383967,
LEFTY2,-0.029417749021081237,-0.006396787784351667,0.0266232919933067,-0.016284304803601168,-0.0666263754719593,0.006765363430716123,-0.006272190620368246,-0.02739008019240787,0.06555751736840222,0.11307157740842191,0.0982892399235846,
PF4,,-0.016518101095228215,,,,,,,,-0.036331353800227326,0.05372808547696529,
ANGPTL2,0.0032593368261354836,0.019290010283870604,0.0703146888643602,-0.019572996413300504,-0.03010632865338767,0.0008954993757567271,-0.05856838425414361,-0.09737619318133191,0.014188670827003735,0.11205870059611421,0.020547486536953267,0.07915183629627859
LRIG2,-0.03191426189761834,0.0108775199209901,0.018817060491837265,0.00043402691818218107,-0.008094791605523543,0.007603208883529095,0.03579054209725237,0.0109095410664074,0.027238328893152433,0.05070638010459898,0.062400547205713405,0.017059629099628087
ICOSLG,-0.04894475053008518,0.00781344324939113,-0.04531409733732425,-0.014819348948458086,0.002458297968382789,0.05560781629218693,-0.0252362831709092,-0.05432537052061117,0.021731507998707277,0.04776926168637543,-0.01583873992783284,0.02247160931890944
WIF1,0.2953188305682873,0.017546094542392993,0.04719781741887217,0.021958873180794616,0.02422651068958287,-0.012328565441752093,0.129171752848548,0.1334266250302527,,,0.07013437167309745,0.15172431237068157
NPPC,-0.035843054927761415,0.10790718859926583,-0.0449300546150906,-0.0038698902627827283,0.006944656144781254,0.1540122601913254,0.02794881920434981,0.039269700624637784,-0.024136026886071194,,0.000323575203590023,0.11081573991047317
LYZ,-0.004832504621046396,-0.006896144388529601,-0.0555758831945204,-0.011799948694261321,-0.02019609223970378,0.010169122091795647,0.0035768483276714647,-0.15055176358038463,0.06698001662286267,0.039365209756422,-0.0006674482633386724,-0.005536438205003885
EREG,,,-0.024940197702243237,,,,,-0.008285694258949657,,-0.005635427092559796,0.0677734764235591,
SPTAN1,0.14108819085265803,-0.006425713189356445,0.02789919446383251,0.005570586236912088,0.05008496029155578,0.010313920757029603,-0.0146621237447574,0.136568689961158,0.08509461662886128,0.021638574600399113,0.0320214722728485,0.041960229179364324
LIPC,0.07247145878259988,-0.02022249743740345,0.11456767114360093,0.09271542758596275,0.03996719910872412,-0.02986940013380089,,-0.01836028002594694,0.09330367798881234,0.017910628990046473,0.04443697765172807,
COL8A1,-0.10192124307511716,0.029455395482567242,0.08144021421669333,-0.02553960803431383,0.013907523980199217,-0.02563167691594878,0.0006938162692935245,-0.07023261941279874,0.04173015760264598,0.0023573831095578595,-0.024496704194280926,
GSTM2,-0.0539412618214096,0.02673174318798721,0.0566046578362552,-0.013945561159284185,0.013578619144616572,0.007319784175719069,0.009732640302478187,-0.03125270138933951,-0.0038468109098000526,-0.05294257675076666,3.302371071375316e-05,
SPX,0.12839021747196433,0.01349372722206687,0.0559428643780096,0.02827744003930353,-0.012413962655266383,-0.00018185805456412833,-0.013690127545909035,0.046495279122625556,-0.031996933587198684,0.03679611463168674,-0.058639982544771645,0.016515321201068484
MFGE8,-0.07962915644998309,0.047648746842721475,0.029174593369804137,0.034342223004346445,0.05143089830466129,-0.019447693200743802,-0.009568873574455341,0.10062851443242539,-0.01644750251083183,0.14390911515482702,-0.003912513861392245,0.0334222126012691
TGFA,-0.16138605786686902,-0.007407638504808344,0.012704398257435226,0.033592293188571126,-0.05031327734492598,-0.01674170997913829,-0.07236991414079157,-0.041452244123071906,0.02888237899392127,0.011169815035668615,0.02582315584858226,0.030267253298961776
SLIT2,0.2513843132259174,0.03044985789889822,-0.02095246471358436,0.01924740783308306,0.04123762887980347,0.048489087251673606,-0.03549925699233059,0.1759600987364208,0.10608131653193034,-0.006744568249242426,-0.0013994495006994865,0.0285990823810908
PLTP,-0.0266471441501677,-0.023601675289450535,0.013664600032613876,-0.022116002229809913,-0.027277261798868354,-0.009472991452086561,0.053132495832310736,-0.16299505361653685,-0.042463255908566186,-0.008688568965350914,-0.020977007473504203,-0.03504149381534084
APOD,0.08366536662140642,0.09001251897655146,0.09868252965452931,-0.002257867690909869,-0.03174479576288548,0.036125482970543,-0.03764892757174268,-0.03604883774013119,0.0034397114491706332,-0.0699642316198582,-0.021784077376570687,-0.07219668811646314
B2M,0.04013798139415761,0.010286809880939208,-0.02249193378661314,-0.0166448610921945,-0.06504868805271224,0.01914296393985142,-0.04964147968064644,-0.19262363777381952,-0.0012716425683232469,0.06340242111803364,-0.025022533427317913,-0.025625469578560142
OMG,0.17643669468290857,0.04053779000359653,0.1101945347710334,0.01451145579703178,-0.022132051445119167,0.04543041827379958,0.02418898129597226,0.004344658006540973,0.018820046956158763,0.036066226284662314,0.020289579857427097,0.03264154034956953
CXCL3,-0.03457228706912028,-0.022185614593136227,-0.07711983429052027,,-0.026773375758170147,-0.027274005352261543,-0.009862004047285895,0.017927394746407806,0.03777578926277443,-0.019316846080546582,0.048948335397174636,
CXCL10,0.004878447640820949,0.0035087891654936015,0.03407563314196968,0.07656636131246702,-0.01856973787642435,-0.02269038157752144,0.016429966142901313,-0.047552654610435244,0.03787459749534329,0.06431086913726926,0.05163983025414636,
RSPO3,,-0.0058674315490963224,0.014826104142926701,0.0927653365014424,-0.009855006657382412,0.04581190242331086,-0.03177346635500448,0.10619611233461047,,-0.0099843352194567,0.05960268169076248,-0.03003860614375943
CORT,-0.019690956624237137,-0.032668173289374366,-0.022638331188942068,0.04445692356579091,0.029798171269623374,-0.0012930985333558828,0.035379873497616454,0.032101005388483275,,,,-0.03207636604078413
NCAN,0.04219738737283841,0.03931121452603896,0.03942865295522836,0.0003488002447403324,0.028036155973840515,-0.017583496675286997,-0.018834707097579475,0.08554040106083188,-0.023204458374791313,0.014977612383543568,-0.028334694936626843,-0.02146063078491481
PRG4,-0.026873532548043765,-0.023947082330186806,0.1016634525390692,,-0.014657008576024689,-0.02041713204981105,,,,0.0352693340549801,0.04320660252706197,
ZG16B,,0.07466192824353528,,,0.020949989074140963,-0.010914866981521661,,,,0.084497075470603,-0.030644292367448086,
TGM2,0.0028132911469982715,0.05270991079097083,-0.06373120404493716,-0.008162853738290583,-0.043940347665817545,-0.029214290501685152,-0.02030628226149935,-0.012759009933079195,0.048657729295439434,0.07418208548801543,-0.017729877681762318,0.06414026754830872
VEGFC,-0.019282296151193288,0.016088270529571656,0.04549800917792618,0.009630087944261134,-0.027640164420874413,0.0119633003218798,-0.034886362902613946,0.0399584544308393,-0.041170858775663885,0.021840146927904605,0.08250831470085461,
WNT6,-0.0244550884900416,0.02607982605402396,0.09367810038581854,-0.016914927472473463,-0.0005810059151108898,0.033643485676101155,,,,-0.027952675856914407,0.11099787117023388,
NRG4,0.1049226256568812,-0.014666127033860794,-0.017661963349263562,0.04950073559926868,0.01027574956179601,0.031595373994143736,-0.0031190739370343624,0.07379819258039087,,-0.025891957173215262,-0.047618924236801016,
PMCH,,0.023738172995498,,,,-0.015976342176150203,,,,0.015780635060057953,-0.03567592332125884,
COL9A1,-0.028391963524627306,0.04931856116671234,0.00028072037015765196,-0.005063523762972094,0.010700096745148708,-0.00947633716450312,0.0016726092292924822,0.010968314171418829,0.034117906798740806,0.07364940079438277,0.03916105549344977,-0.04887277833744352
GDF11,0.0557318383111611,-0.005380969318309569,0.05769744372573065,-0.007697906710922483,0.026094764724547154,0.028706080123072127,0.047181341846497284,0.03514648085278396,0.03131954581891801,0.055539353440202166,0.09983055953333538,0.08784410908383294
RAET1E,,,,,,,,,,0.031277930291328915,,
IL24,,,,,,,,,,,-0.03373315233838126,
SORBS1,-0.0017368083113352408,0.03864708697804813,0.05205108382232655,0.03771125495827472,0.01850161728915096,-0.018859113817761272,0.024617511650401533,0.0423426092061925,0.0304283183477659,0.0172206686293332,-0.05459709159487328,-0.009387615545908818
DLL1,0.09112380094734428,-0.002676982710528251,0.023254935449588114,-0.0410952644839885,-0.05558024027203789,0.00014547359282655358,0.02771022013662501,-0.02439638555151859,0.07077921804213477,0.08194845615550046,-0.024809565668971,0.031883543297720064
TLN1,-0.08439571940822031,0.04225143487129499,0.07047550095706558,-0.032794054497168934,-0.006746573566247864,0.0004945627271242124,0.008699897716939265,-0.15796629547125995,0.04407425640687897,0.10432846163670217,0.012255922406495152,0.04271268974069969
COL2A1,0.10535168695036107,0.029244508399394256,-0.021022607880384996,0.0810533393347117,0.0021435704944832846,,,,,0.05141271071258766,0.03125520495086383,
SHH,,,-0.030987307571604464,0.11279221996128296,-0.021047133643769672,-0.013579678594767771,-0.014901394235586863,,-0.06886313983813962,0.014251511350229045,0.022549880554607375,
PON2,0.0062655992330223256,0.011984402540886665,0.08314971562134243,-0.0548987440604008,-0.05895925036326739,0.014192989754294828,-0.031012141363757812,-0.08924509077962595,0.0011295152329005697,-0.01176157753616383,0.020738162626886422,-0.04275515180129306
ICAM5,0.29427732765874837,-0.010736175172987838,-0.005387904665295455,0.02419133072866687,-0.03714765214102282,-0.03546531110387423,0.04317276441835148,0.16722800571365593,,-0.010807081748241616,0.024685238401941235,0.16720568473083974
HPX,-0.02970573785801669,0.04674862501736547,-0.008138721035120117,0.004463477534686431,-0.02845629097200596,0.004780180369178671,0.014293819831809206,,-0.024874583117650582,0.060541030864190985,0.00045579066758861034,
SFRP2,0.06862633655130235,-0.004645013279879213,,0.07498291297872021,-0.021367649792060548,-0.017851960905090468,0.017336118906653045,-0.037137248389680105,-0.0015299605325052082,0.06937797089336323,0.09632332379541378,0.08655909174126139
CFC1,,,,0.022398676534142695,,0.06712920367332603,,0.1382885874588055,,,-0.04213525546743534,
CD70,,-0.038677740010388144,,,,0.020573355526798492,,,,-0.0077643467423491675,0.009918839676589039,
HP,0.05997817865159108,-0.026830917148486115,-0.01851108901212608,,-0.007916935736471389,-0.026447416788785726,0.04646867486794776,-0.06530952711259835,0.004488114221125784,0.031174723279358316,-0.041722569329271104,
CXCL2,-0.03038901082190614,0.014127873480077654,-0.06324085644921698,-0.026142754429530717,-0.0192163394063585,0.005712012163226538,-0.007225257835313896,-0.020354144029532357,0.007605011674093518,0.009163095249764226,0.032544274200975186,-0.05423198514306298
NPPB,,-0.020542888411354935,,,,-0.012028206541996428,,,,-0.0262645069592496,,
CCK,0.21204299433207632,-0.0618769128589969,0.06843116182693787,-0.025720644678416192,0.029751498678443983,0.07658144330495581,0.019013742852235175,0.17371981336458175,-0.025593806507193655,0.013288831169565396,-0.03357636833871074,0.10359955531815802
SEMA6A,-0.10763118074618726,-0.011936589389168282,0.05466941244174429,0.025582751595796455,-0.026793414772544145,-0.03860225126454884,0.019812463708110784,-0.008639166178711638,0.012407491973245978,-0.018672414831769953,0.10086293254407146,-0.05310205934492593
IRAK4,-0.029684908023036773,-0.01423405595933339,0.025424871430526522,-0.02768132485706886,0.0016885833260498308,-0.06503817559163039,0.0367585191834496,-0.03797677470971569,-0.059307234650941246,0.06901876017406747,-0.06127330354030337,-0.07768062556839085
GSTP1,0.03619035750940962,0.000679629760417482,0.009825991655472733,0.005375511914390428,-0.012266335131035764,-0.0027833520769336545,-0.025198743622142108,-0.12300214407756473,-0.037340100640661046,0.01949801384839643,0.014622049611810422,-0.0527857973814729
VCAM1,-0.01806908467111368,-0.003861651457128423,0.0017831056252661434,-0.05167972439125653,-0.016584875068630097,0.003837299951757941,-0.04809316460026188,-0.06702783499054021,-0.012509576450298437,0.09094604126188843,-0.02032620685090685,0.07940590460287594
NXPH3,-0.1111326384660335,0.06373279943171396,0.03214195577197937,0.030002472602798043,0.015794318932685698,0.011388903354930166,-0.007250836845183506,0.058853790474445805,0.07342781281635812,0.03607860916465725,0.09453957327983806,-0.060230245121225004
MTMR4,0.02842611252685692,0.008032116898431689,-0.03209260728903878,-0.005706838652010148,0.05039037354569372,0.03645592353782892,-0.0010041764906488122,0.12363109795350648,0.031184635423962194,0.05356194190448325,0.008173576828356214,0.050358357503845666
LAMC2,-0.016642827232206593,-0.016124019373495044,,-0.023176187212112242,,-0.015142170119310816,,,,0.05159215015071483,0.07331536494905662,
IL10,0.01901919569281357,0.03588634070909327,0.020935460932450026,,0.03179783954255912,-0.02746530744808145,,-0.03070074718114123,-0.04685577275841495,0.06075116609354762,0.045675670685414047,
SEMA4D,0.09479463594980662,-0.0008269975552119069,0.018187600691618854,0.06409832759687158,0.014801817696340452,0.022565015165280228,-0.05891396909793834,-0.034747121197197195,0.023560644134657117,0.010722933658105345,0.03643197175328888,-0.02286459393627704
TRH,0.038946702165400214,-0.011547634672740363,0.09468790290228116,-0.00640588367109384,-0.01775139943199918,0.02450313175275898,,0.0010062952347204442,0.04536481195667547,-0.029418009130912,0.028925419555116308,
SEMA6D,0.08317390052199085,-0.021464976039940006,0.05920220924151835,-0.015248523491708573,-0.013446894473482232,-0.005632391048307712,-0.013077007565260335,0.033383649173466624,0.01727996848080543,0.016752418117458357,0.04517918865402358,0.015768405670602448
CEL,,,0.07777295074678983,,,,,,,-0.03688444026192401,0.003610109222276353,
PDCD1LG2,-0.05756350741101411,0.010548158645369865,0.019280694437946333,-0.016275492943666085,0.047228295046422876,-0.0008502038401094131,-0.005697398187684365,0.01446091038419323,-0.032307016615817336,0.07542724516130271,0.03612083068490876,
SPINT1,-0.025768172606362723,-0.0037639396890272697,-0.015116864848146032,-0.02105136166044555,-0.0021741188110262913,-0.026306211669195622,-0.030521556219105815,-0.031147442760885404,0.04222039601285127,0.08414762167478666,-0.011772808338305055,
CTHRC1,0.0536942898572321,0.003960195936366978,-0.012684915949033707,0.007302931845890985,-0.06967888936275152,-0.01879295972282286,0.003010676222143883,-0.03779426163895681,-0.02804843447882588,0.13872410469004587,0.08857067198615608,0.028045153462381078
PODXL,0.09482442032677184,0.03164923696044744,0.06843630987757164,-0.0023734394235849165,-0.03305105175616335,-0.016674217359738227,0.018452214229897783,0.08426856722577898,-0.03357510633807582,0.13518584281988202,0.0003280922519613007,0.012764034545907795
JAM3,-0.1047091834773658,0.021295145478935806,0.014861601053769106,0.010371254164038758,-0.038342974782304515,-0.012860651785196693,-0.013597457926927953,-0.10364477427054869,-0.06121503471626905,0.029708808965475,0.05891728418419478,-0.040982501202212515
TGFB2,-0.03609239262833269,0.002758442138609785,0.043236976221314886,0.00955144541985105,-0.007811495615609632,0.006357007864976829,-0.024881255734264293,-0.022937558227104807,0.011406198537603591,-0.03726630141280633,-0.01128646033210726,-0.0645554280539512
COL18A1,0.010587971607784161,0.04053208154113999,0.034870339652114196,-0.01028998744312111,-0.0505669728607854,7.311450567872934e-05,0.03124805078336923,-0.07582227243871686,0.050975697150181895,0.13020016287638145,0.011600516114570957,0.10151460347292939
NODAL,,0.009517978344222572,0.04001852898049827,0.017070365015164898,-0.051902184160164885,,,,0.06297583827537973,-0.04026122075432408,0.13135205497046962,
INHBB,-0.09195467373787183,0.01912641643375535,0.00750782538342896,-0.03754683340200341,0.012131121601535262,0.008629453361621903,-0.03498799368327562,0.03855813752649679,0.043263834183977765,-0.004317250223257091,-0.010288431404924718,0.10828558010703436
LCN1,,0.026502795457642062,,,0.008667333662631213,,,,0.15407372165658526,0.1275907595746598,0.033000419868345024,
ARF4,-0.024552498844388232,-0.026443748024078617,-0.026606299965653456,0.003151722824125758,-0.011030229272791849,0.03469343085047592,0.05397428133411169,-0.051944929701738314,0.07316855267650171,0.06119395019383924,-0.004502630025515341,0.022717992005062776
CXCL14,0.166332595507772,-0.03276569728753615,0.058650757325096815,-0.009266545072836547,-0.013497845629824952,-0.05291611224788481,0.0021559048910134646,0.0333461061362268,0.00837656953264211,-0.05602917842731755,0.0505344269284803,0.09188749257086806
LIF,-0.07374857674215142,0.002646668902778621,-0.011630694367056106,-0.020532844061819114,-0.04110062634247597,-0.024546768648912937,-0.020798062797572837,-0.0393784514558005,-0.051507940578718395,0.00024628900370122624,0.025378287935867574,
IL17B,-0.019892492935660054,,,,-0.038802668899845634,,,,-0.01957185571459586,0.10853919838193787,0.009159734347935449,
MMP1,,-0.02222962829548197,0.020253242900147825,,,,,,0.007330893746384751,0.16778827698671311,0.05861072837480011,
MATN1,-0.015673430465977734,0.010932451966764421,,-0.019822218277441184,0.024179539343362928,-0.01217927138422238,,,,-0.035778585358672364,0.034146655136627464,
ADAM28,-0.06297472509177449,0.06518958261850458,-0.013940893778519925,-0.020315999149557066,0.027910817663964315,-0.0008339308376930221,-0.011294510711182017,-0.07099318081342923,0.07179611211288318,0.004482543761258461,0.06212531184704473,0.03721187698632506
TCN2,0.0008798951373738098,0.03086940658510992,-0.009009186531361998,0.010796274738880982,-0.03484489482266853,-0.014761016050186182,0.009969341833693343,-0.005653592275223822,-0.04704045718465666,0.059693391692122164,0.03143707116428623,-0.05011678641942041
