,UKF259,ZH1019T1,ZH916T1
DCN,0.0022439888379963187,0.004952493035873563,-0.021451971180251873
RARRES2,-0.029382634660699562,-0.026934022845929387,0.03656109561259762
SEMA4A,-0.011958263800823777,0.07367341757886335,-0.0010940833685277364
GDF11,0.014068447780171505,-0.09661101002839345,-0.01590446967587662
GPC3,-0.016496492250985047,-0.038344926260212214,0.05217389964112405
OSTN,0.034484297538815926,,
GRN,-0.02166825884095065,-0.021542575520647412,0.003674609047096111
CALM1,-0.03242027354163123,-0.10938132439047751,-0.009202558966453486
ANGPTL4,0.015762573048768425,0.024322585814023023,0.030224353016982605
BMP8B,0.05361097969497507,-0.03483060749176125,-0.036649866157027214
TNFSF4,-0.013923096803998912,0.00038432666338299816,-0.04349453167372335
RBP4,0.046546978620881925,,0.031942377757592955
DKK3,-0.04394005965893248,0.06675625289039001,-0.00018107982158411514
COL11A1,-0.03613339253932905,,0.02218749061769937
COL5A1,0.015047209300654492,-0.026162773592134026,0.02764620148513939
KISS1,-0.016597926509374774,,
MEGF10,-0.02439392650602598,0.07859888653324454,-0.02177309241570801
CEACAM1,-0.007666254789621682,-0.03834493970727116,0.10199962736159388
EFEMP2,-0.08218989466323737,0.03347299388095183,0.07184203340237033
IGF1,-0.013639136540715104,-0.04313156398316741,-0.029760535743102737
COL6A3,0.016605751529807075,0.006606806026621997,-0.000996686824315265
RLN2,-0.013498520634619104,,0.07301902579064022
PLAU,-0.008456683872371026,-0.02534678724018334,-0.038790811584678356
CXCL12,0.007259295002150963,-0.1211991452572331,-0.0014772521364587476
MMP9,-0.005865358532965563,0.012461632094392378,-0.010280936304842133
TNFSF14,3.1751608513043124e-05,,-0.03558064970151918
HBEGF,-0.01084429388716136,-0.03539796137262115,0.03304203502445575
NUCB2,0.009816867110874403,-0.008273611026519944,0.02825305475065143
VCAN,-0.0786249349175804,-0.019764092231297617,0.0365425958452363
VEGFC,-0.019767520543237136,0.04918998990860581,0.1349458460985072
LMAN1,-0.013194277842680065,0.05724147867325563,0.00452967413615624
IRAK4,0.01745822024937403,-0.056063519654806715,-0.056661765076758144
MICB,0.03780148123624844,0.04888711753239581,0.027529572366504045
COL1A2,-0.012852868263914735,0.07912178573211535,0.00846150194442353
ICOSLG,-0.008742452114644007,0.09560799622037217,-0.04851941980515192
GNAS,0.031822602281080706,-0.06581457337102804,-0.05411713414030319
C4B,-0.018150984180631324,,-0.016909909720775447
COL2A1,,,-0.021909080620435797
GSTM2,-0.016015014464358893,-0.04712047299802083,0.03434805325435254
NLGN1,-0.01568965263572801,-0.04360704499611796,0.0013805055081788063
SCGB3A2,,,-0.024690559301754934
LEFTY2,-0.03176289421999951,,-0.020933272371034484
ACE,0.007701535486418854,0.030919276770194105,-0.009471041196921161
RPH3A,-0.027452549020866374,,0.012920962675260295
NCAM1,-0.06265710062771956,0.009803043934484133,-0.013772003964389537
EFNB2,-0.014524123405188395,0.057763215956603324,0.013363847646775024
ICAM5,-0.01796346048729282,,-0.03246277117204273
CCL5,0.05084017453546942,0.06644405444322032,0.03352177802185092
PSPN,-0.0083906892819991,0.02560909322150198,-0.00933366107044537
PENK,0.10394977452109762,,-0.018592695340710477
EGF,-0.059833622481496346,-0.044856947581769495,0.011714924931536528
UTS2B,-0.01349852055706855,-0.04258962979428884,-0.019810477951199487
F10,,0.2681402265553358,0.022639059332359903
FN1,0.008983491830263157,0.021596011420833425,0.006832402726003043
FGF2,0.004835816818181197,-0.01204205399922404,-0.030917926972670477
GDF9,-0.041656606245489496,-0.02931918701282466,0.012242601161125185
CSF1,-0.0171560145956688,-0.08641556577873663,-0.04549530128397845
GZMB,-0.013126405405840678,,0.019934906249671966
WNT11,0.059602519560681806,,0.06355265939561891
GDNF,-0.013251533926088408,0.07045050910041238,
FASLG,,,-0.014834676304670636
SHBG,-0.021599102302388797,-0.0025338995891675273,-0.031562180126960986
EFNA5,-0.025692253850071275,-0.04756047616703816,-0.00860675892200917
THBS1,-0.03148366089181462,-0.07951825571557346,-0.01163044284690873
PODXL,-0.059545176928067704,0.035813887928056794,-0.03800609781345292
LCN2,-0.015980559672586513,,
C5,0.01862397834270045,0.06110942374286025,0.06207099530887169
DLK1,0.042714207315403936,,
CXCL5,-0.010328514728323608,,0.12425328960923339
BCAN,-0.029650055024514687,-0.06659075895257084,-0.052333131333008535
RELN,0.042643989907203465,0.09269049518016818,
COL4A3,-0.039082148939593504,,0.05347080846756765
GNB3,0.03891237714584234,-0.05453577158297901,0.004007907955050023
PYY,,,-0.02591746852061464
MSTN,0.02368659954185761,0.009704373429437202,0.023948905139096383
COL18A1,-0.016101899963911398,0.01725802649619349,-0.00758528872845428
FABP5,0.06578590931505059,-0.057067144821836946,-0.04052395683087392
TGFB3,0.036073252639914545,0.027466782745427694,0.03064754172904307
BSG,0.01993811240795121,0.0358151339366554,0.05300857168671016
BMP8A,,,-0.018231146448884888
S100A10,-0.007707443330082979,0.02492542787198025,0.004971871056189913
PLAT,-0.07346131679111827,0.024379824052338496,0.013749446553199988
SFTPD,,0.023973230546889983,-0.0016044026761336573
EPO,-0.016291908479466224,0.04210809043050313,0.012110399580799876
FGF7,0.06397985288578868,0.06594648264860885,0.02162734154121322
CGN,-0.013147179295337765,-0.09646061341141374,0.07791168726069873
FGF13,0.08400834622926237,,-0.025649137974281203
ACTR2,-0.03645047461075414,-0.024344462472520114,-0.01074640241901294
SLIT2,0.023361272394946724,0.004200660807799967,0.006366456948243672
LAMA5,-0.036168164494945754,-0.0006316822222260202,-0.03669244459994883
TIMP1,-0.037493840882886056,-0.026399817167043916,0.009976353464702452
PLTP,-0.07994048337708305,-0.006848355783689726,-0.03033320458321664
TNFSF15,0.07949626017404622,-0.05865816358059403,0.005820392319722561
PRND,,-0.03426952429319201,-0.01929714776123132
NPW,0.062042591027898115,-0.04533216016130667,0.009368150437441321
SHANK1,-0.021997090009152995,,-0.026838767307297763
PTHLH,0.08078961622689902,-0.012545611968131398,-0.04943624537600357
SYK,-0.021041973583069515,0.06243295160079652,-0.0019503941703823324
FARP2,-0.025527807495473454,-0.009327606824124462,0.004967121840699841
P4HB,0.013326410773355776,-0.010496175421663829,0.03639605127753747
TAC3,0.004588676429764093,,-0.0024853588524146137
C1QA,-0.03626289249004344,-0.0921041998785169,0.030571513464127065
EDN3,0.03920265147019961,,-0.027353530661869595
AANAT,-0.011237794943701657,,0.010274116724491739
GDF15,0.023266270367570018,0.018648386021386843,-0.007696011020366932
LRPAP1,-0.022950153981329185,0.014763710729280021,-0.06119261155483275
LAMA3,0.009309700233570492,-0.06690118668566188,0.03366476989239923
VCL,-0.03266527284381459,-0.017203746002052392,0.027482722070407275
COL5A2,-0.035557941362647304,0.03326886433046548,-0.015673467930823654
DKK1,,-0.05114282446031401,-0.031636427881104226
COMP,,,0.1079724267037064
POMC,0.06323235784120157,0.0006630427318685817,-0.019123186923338444
CD34,-0.03429599240077222,0.06277969425501369,0.026484430505621305
SPON2,0.0019480479629789848,0.03821067733327016,0.01610848722406523
THPO,-0.02338248433753446,-0.04081811605155609,0.014511052721266234
SFRP1,-0.014215319761150239,0.02995601297833165,-0.020476742614116493
ARPC5,-0.05185355686451834,0.05654807209785654,0.01658463739786619
VEGFB,-0.019907037224963495,0.02102336091378631,0.010629956575047513
GDF6,0.05959227704121548,,
LAMA4,-0.020596007423419802,0.04600660207572188,-0.029349373963445762
NPPC,-0.015011208377164091,0.0691533395110947,
HAS2,0.056596775091120544,-0.02009048454877124,0.037792641756168414
JAM3,0.00842713139432479,0.01849011337620447,0.06567040542186652
MEPE,0.08972746308978453,,0.01892487428208743
ALB,-0.018336803543225193,-0.03674845297961266,-0.022968049723575867
SAA1,-0.030825770778241945,0.004148475436271138,0.051165908577381757
SFRP2,-0.013126405604875085,,0.027431125087307936
CXCL8,0.04147553172415303,0.04377451016626588,0.05592109550432654
VASP,-0.012462062619616337,0.04131346310979439,-0.0038610499286510134
PDAP1,0.060721750271863516,0.07120112656884403,0.04093409027736708
VCAM1,-0.0369393476665548,-0.07454226710718753,0.019093003839311565
CALM3,0.031221738662903727,-0.014641741539795649,0.08587235862819917
JAG1,-0.007009264635970474,-0.02785941438343676,0.061452087190443316
CFH,0.005730094209081699,0.04866905666943876,-0.016746011719003664
VIP,-0.01777416288158798,,0.01640901659194751
IL7,-0.01709689095529256,-0.022380543736442108,-0.034228910841059
IL27,-0.022311158001201887,,0.08034796863394583
PROS1,-0.03487357475026735,0.0523506157160761,-0.011098446457011028
