,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.04685558833005516,,,,,,,,,,,,0.09495450163887353,,,0.0011838602516500763,,
BMP1,0.016264687937168655,0.03345069472528359,-0.042999892392344946,0.028098733400827847,-0.009610941811721745,-0.05082035024726513,-0.19167385097853007,0.04757122324616737,0.002411369784473143,0.008828077416028958,0.11287545352907842,-0.028933293372633943,-0.016324608079631663,-0.0447943948961779,-0.004047480908050012,0.03241671772830026,0.0909400183490983,0.05395692130821407,-0.01277245107709789,-0.06698005480003068,-0.00954603957643754,0.0375477722735716,0.0636564832871496,-0.06469881029828276
NDP,-0.10649427759175153,0.0651269541558516,-0.01631762937584356,0.030103813711704532,0.032519407230132004,0.011649431990531487,-0.03731565809001336,-0.004006613427564092,-0.013122755441746953,0.026894706414230925,0.05548177780315773,-0.015746592837876643,0.07295546442049555,0.016488912613594392,0.03951602096783979,0.008513070714397114,0.05759923169060289,0.025232353211049805,-0.018086043703595282,-0.001233310872645028,0.09015272978919092,0.043438109439672475,-0.06458880670085368,-0.09768624572058185
TNFSF18,-0.004867076389732429,-0.04186099967492857,0.09868997465427984,,,0.015206955064353853,-0.02472844233491701,-0.005874089280944733,,,,,0.0032463666701500952,,0.10430330135687771,,,,-0.018788973885948506,,0.07361850074884489,0.020655420421550965,0.11727182120377994,
IL36G,,,,,,,,,,,,0.008084924473524113,,,,,,,,,,,,
RTN4,0.16062672432565206,0.04795645011549314,0.017104215592169236,0.006869163532890459,0.10878197159205717,0.05566146245370085,0.28576191049308275,-0.00583140874817824,-0.07914961774695378,0.13636148742338938,-0.0525349484141854,0.08417013187405593,0.008416561382797874,-0.00925484550060516,-0.04452171179287763,-0.05698902718341524,-0.0138243755459887,-0.011245737030089895,-0.06524956392370854,0.12380516837958196,0.12145147431050321,0.049798363254265544,-0.015026776397564513,-0.011932627591936482
HEBP1,0.006544919355063167,0.03416576879992224,-0.02602564571308335,-0.02229728495152036,-0.08354170966744719,0.026343031120571778,-0.13472227764826958,0.011700372905073203,0.01473409863943844,-0.09583101081605955,0.003446310443619139,-0.060959437615419845,0.007732991999455219,-0.01346892631150013,-0.03877578252915784,0.037343709689373235,-0.008373227897427222,0.11056432655836264,-0.01670715617881966,0.027743195077815752,0.015539531029233663,0.04746866991659542,-0.07804570317115118,-0.10042087260731115
WNT7B,0.106110962871741,0.006134256532071008,-0.01957137816707495,-0.028917936227751125,-0.017938423110106645,0.005651250818525904,0.23148245411506238,0.01540746423387751,-0.043091372299387545,,0.042414838783966353,0.09772029929310176,0.02292433850792051,0.014814202341366168,,-0.03653399284653254,-0.04293212796634055,0.05884814190078418,-0.01115625836366779,0.05089042970759281,0.14878390093963192,0.036283801865751995,0.02738511587252235,0.03483252008256435
PTMA,0.0321003930777797,0.048829237663803066,-0.003971595565003574,-0.052322495596206706,-0.09190350000531686,-0.06274449297547503,0.029973168896141534,0.0413274293746032,0.049887204272599094,-0.1610103772560293,0.14034538467518476,-0.11110713131670939,-0.03216875593728385,-0.020772481722387093,-0.06283004436307559,-0.00999998842562208,-0.047919904318871505,0.0053596871224361456,-0.08760564018510729,0.011623987016033543,0.03191571889555214,0.03843656306844735,0.051728868304843585,-0.18864177168597143
FASLG,,,,,,,,,,,,,,,,,,,,,,-0.01910215247276987,,
