,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1
IGFL3,,,,,-0.012238775347987228,,,,,,,0.07459788986825605
BMP1,-0.0216295291822461,0.02304424977682378,-0.025199197744314464,0.08505820477133037,0.05513004253344073,0.023270899730890065,-0.01066459977434694,0.034273901104559266,0.10170579326882569,0.08368611563129465,-0.013167273586387265,-0.007564803112211286
NDP,0.0679781240611884,-0.028091631465062376,0.0238368351552337,-0.011594010017282119,-0.028305718605434706,-0.008376485712509716,0.08547858326916252,0.018426633279177807,-0.014571942081014054,0.05100084819920332,-0.020336586890966755,-0.0034480852893795117
TNFSF18,-0.004126082041964179,,,-0.014130672037617531,-0.018174213973656716,-0.010647508884629552,,,0.050405231965618226,,,-0.023496001600662255
RTN4,-0.023018896195662625,0.016665930685646774,0.02047703595795424,-0.031006471616308255,-0.08073280477682962,-0.05276222229323506,-0.011784032785583804,0.0430051280032549,0.003945004404957659,-0.08794436027389647,0.010209191775513129,0.028627609019994504
HEBP1,-0.04117697694412823,0.042316347376954964,0.058271522530939195,0.03474726519996521,0.05166003118722792,-0.04523654239735278,-0.006419135349754511,0.029086222153686513,0.011021933587758072,-0.003438564593008144,-0.025159096297801473,-0.018951373854923983
WNT7B,-0.00762642671550872,0.01440925974282555,-0.03927623480225982,0.019199888573021535,-0.015618783318827921,-0.02136551877604297,-0.013333402474102975,0.07353529990939141,,0.07248305614223337,0.13218612394468418,0.05489644925107035
PTMA,0.024613976585491863,0.016185714114223558,0.07028974762217724,0.05358570280582962,0.00451322187016427,-0.023601725854600335,0.021934264899431503,0.0238208711724827,0.013073338530337127,-0.049299454168656984,0.004671273647674347,-0.04721824055522873
FASLG,,,,,,,,,,,,-0.012080755180677914
CEACAM1,-0.018743062263176583,0.06207152378731435,-0.020246323837680165,,-0.007261286341107639,-0.01674599487649224,,,-0.02886166889701797,-0.02295337315638419,0.025995328930223785,-0.016808596493946348
PDAP1,0.032516324461900066,-0.014217673534734021,-0.02593281744477435,0.03830881741331139,0.046777975127098914,-0.0031551780516914955,0.004154851042608327,0.012950110253909452,-0.030139302870307447,0.03770035324785603,0.09833573796866762,0.035723356854855295
QDPR,0.014270984858355595,0.023007465399939708,-0.02598337636254783,-0.04135562469742667,-0.09421823393050607,-0.025037420499965993,0.04995913993858653,0.001597893440472644,0.08284124155818269,0.036756709072466746,-0.06500078841857497,0.04112360596289688
POMC,-0.02134311310659042,0.04786462391225197,-0.04074039125283012,0.042417225296594786,-0.030829346977160044,-0.012354527324555078,0.09873681424410377,0.002047885916638349,0.11197250897327506,0.011323418425853752,0.05418254316608758,0.00023922360656543728
CCL18,-0.023389570784440282,,,,,,,-0.05468370420256156,,0.08810363985601889,-0.03523055841833452,
CCL17,,-0.018787875394671815,,,,-0.013279516585438347,-0.01650301453745062,,,-0.016284307279965108,-0.02637682640101128,-0.010949847665466347
VEGFD,-0.023389578211724507,-0.02093176792949249,-0.019370536338319484,,0.017881371368507898,-0.01414820172481845,-0.012105160741197574,-0.01818676941173701,-0.054015764724259466,,-0.018272032762825328,
TNFSF13,-0.017650526285729436,-0.012959455962177025,,0.04003505603638222,,,,,,-0.031247139729774193,-0.028670708502895326,0.028596149137829596
WNT5A,0.03839947058825891,0.01628980638679347,0.045475085035728086,0.05774341559143424,0.020857317198960407,0.03189072000541724,-0.03115442829328705,-0.027710969671656063,0.02244701953406356,-0.037342141680230236,-0.042347170728625934,0.023581419410080396
CXCL8,-0.07905653247703638,-0.018898563058769715,0.0014891916568773604,0.05492535963338943,0.1576668158914144,0.010194789646173649,-0.011272852032090854,-0.0378335918464431,0.05598831757311211,0.02427270363758421,0.006872725485873365,0.014476906952451863
GRN,0.026161168388522223,0.005921391543537657,0.017231372074083887,-0.02085185571584207,0.03029636082305538,-0.06052930675949829,0.05350710246262337,-0.09519115136597492,0.06464574188016892,0.00942391841174049,-0.009661160792988115,-0.021310891775410606
MIA,-0.038648105776335345,-0.006411374174508922,0.01942137803798309,0.03397765733458302,-0.03496119133906708,0.04781868474297089,-0.013767071019997586,-0.024664526628532475,-0.002719980696617798,0.07428355574052647,-0.01977188870404277,-0.03433273965289106
COL4A4,-0.028090684477323193,-0.03795784369824017,0.03478511699208293,0.014818817595210976,-0.012060404680295728,-0.013864226165798918,0.0018856016628380735,,-0.0329472124398086,-0.02044752357358029,-0.015332868915862781,-0.018446116933390374
TAC1,-0.03129674413502683,0.06405185570148626,0.0035413871449516093,-0.018952704349327405,-0.06583485840198197,-0.04149105409664036,0.04653748462788915,,,,,0.0434846669621619
RARRES2,0.013673021541985417,0.0029536524989249805,0.009882550696183675,0.03345523823102495,0.037629682415626496,0.0013943385036084854,-0.015924594157975255,-0.034344066923499394,0.06812012459206904,0.060744696077116675,-0.03186189698089689,0.07881486573550396
FGF7,,0.010916805782789495,-0.03708894359406046,0.08103540792836872,0.03732287632568942,0.011917708963441036,0.032536359332182324,-0.039625506508339896,0.052036573207960256,0.02024072964342413,-0.008849680705892597,0.07016662823933376
EFNA2,,,,,,,,,,,-0.0173663443204067,
HBEGF,0.029798090635321715,-0.054619263250400875,-0.006306416138854039,0.045913840264799596,-0.030989017685074113,0.032451101596562816,0.02888998633368004,0.036807737997750084,0.08609587988117781,-0.010694531219610736,-0.014049463407763958,0.023836455769018244
CSF3,,-0.022393509298527726,0.0892081506703765,,-0.012759676017788529,,,-0.027322460894375906,,0.04661916436047383,-0.06484862153677519,-0.011528500378357849
PI3,-0.024606814610565488,0.0055784291926273145,0.022642268453394367,,-0.014367563605524578,,,,,0.007034781518827259,0.009857860706338453,0.0398758198075982
PCSK1N,0.029470205008575057,-0.000897076319831546,-0.011807468530471576,0.015612341606960425,0.037910517184884744,0.003313087022221881,0.02600680877657214,-0.053611503600564166,-0.06418813779043159,0.052200541434624555,-0.038718933491644375,-0.0035817486716188903
NTS,,,0.0030520391193119938,0.02958751289961617,-0.01568317670470464,-0.015838266781379423,0.0038229903512380097,,,-0.03798959375024351,-0.02115759505745795,-0.017072137020000596
SFRP1,0.043409547534589414,0.1252321025704529,-0.022098427433984255,0.06978488343582084,-0.04602493731919326,0.007432876803092132,-0.016503014703649534,0.04027984554558568,-0.10159744937964688,0.03460127811941091,-0.08503473488289087,-0.016675423806922652
CXCL13,,,-0.004839098906089257,,,,,-0.0080402235408009,,0.009819814689405418,-0.04461908918381292,
MICA,0.03652938829203201,-0.002157657727697545,-0.01582319081391936,-0.01234049682843961,0.01256515970052479,-0.015204975298431959,-0.003948170142934112,-0.008273152553192612,0.09355240659423746,0.021756033205080183,-0.007009581504546302,0.025478531492412252
TG,-0.03683289967362133,0.014826936462184014,-0.046869916557486395,-0.01837255742698621,-0.015399787371091064,-0.013378610416531688,0.0839183202753846,-0.03881845056998335,-0.0013479737476248537,-0.02163777306491943,-0.026057891185935756,0.01450699268759535
ADA,0.018546774017611425,0.0629139930556125,0.02070565878832973,0.015874901362769395,0.006884311489849952,-0.005870071491788365,-0.01939665223553017,-0.015750627571524532,-0.016199839634233982,0.06289881527839944,0.03478073769634137,-0.02695695382080942
LAMC3,0.06645130795427197,-0.016928517270014636,0.019479150452823408,0.041650174429833556,0.03688399249628172,-0.014039977232179224,0.03306460436603209,0.05340505036449316,0.0393028513865227,-0.010214392793031803,0.010404864111466298,-0.007500495978262748
CCL7,-0.014877742917573442,-0.012790422585255829,0.02559308212206392,,,,,,,-0.02440642306971308,,-0.01208075088490557
NGF,-0.025544345774355087,-0.008674901325080643,-0.0066344785019365705,0.023952144266106496,,,,0.11556034102365567,0.039846149968177244,-0.02818746476362004,-0.017132911435854867,0.016841126689698466
TNFSF15,,-0.014242761120237545,-0.021497506580412988,0.04678687790629752,,,,-0.01739948013814289,0.06527172174737031,0.06981044024623348,,-0.018080521905797828
HMGB1,0.060288204949894106,0.047945285430331254,0.001448468160363583,-0.003127914028726697,0.04723469723197394,-0.022619613988617004,0.03387829584111665,0.007977870060821901,-0.01277441828061659,-0.06411411176754063,0.016891189021450273,-0.012935835376672242
ITGB3BP,0.0011321602098432726,0.07780151346463868,0.03168315641574319,0.027467855865076034,0.023823669625592597,-0.014821555108037444,0.027480044367436684,0.006294610988984434,0.03632769645543128,0.014938298110520094,0.02740609600819626,0.04775338382110094
AANAT,-0.02158534148284614,-0.012959457345315091,-0.019370539103572712,,-0.011509573069384082,0.033442555039120594,-0.013767071785757227,,,0.018414438742231736,0.011185555701915529,0.11550041972908447
RELN,0.054837456311923785,-0.02249471574525216,-0.030228245189887423,-0.05940443764287281,-0.008968150377659093,-0.02648939672742503,0.06358099983552325,,0.1234214674310507,,,
IL15,0.02117472136150163,0.05175773568318167,-0.060781568118971945,-0.015147758445949663,-0.002260657601971229,-0.03412645463309308,-0.02958994900677539,-0.030693038260701622,0.01967968520272075,0.031590311623784964,-0.0021839983099024227,-0.04003325937121836
UTS2,,,,,-0.00447931889316647,,,,,-0.018233305740770662,,
BSG,-0.017890188732870686,-0.019347474423528587,0.03490703350516133,0.026114993098881944,0.006897386513409757,0.0341745026196504,0.01117877194179518,-0.03547782937484701,0.04717657251638008,0.09563461135127205,-0.004126125866765956,0.08365316428109741
ADAMTS3,0.012491893298643668,0.02691630166005698,0.08394584080690518,-0.00848389437241135,0.06629807927229144,-0.0363053515769542,0.017528970269805263,-0.034136990419259355,,0.04950899589761,-0.013286981670198159,0.009269686914275046
CD34,0.03592646766985417,0.059381506769742784,0.01436050631320271,0.019472749988628968,0.036438707749111836,0.029473138545777818,-0.02575781750634517,0.04941125634923932,0.09192338344279692,0.021580295960761088,0.03835417613881867,-0.021973594402037853
CCL23,,,,,-0.013096067128487512,,,,,,,
