,ZH1007nec
BMP1,0.04751043526362365
NDP,0.09748744853702865
RTN4,0.035562222869168
HEBP1,-0.02399009770533211
WNT7B,0.01475465243935991
PTMA,0.10256694391044217
CEACAM1,0.030293595972727374
PDAP1,0.06639817774951201
QDPR,0.08402546878646602
POMC,-0.048053917693843685
CCL18,-0.0006168098689326326
VEGFD,-0.06791300463753734
WNT5A,-0.042797001405693896
CXCL8,-0.036461507322870575
GRN,-0.0582392132690713
MIA,0.027130994331153842
RARRES2,-0.050303228962610566
FGF7,-0.017634855703756138
HBEGF,0.12857325724686633
PI3,-0.04568224345123119
PCSK1N,-0.0472229779709297
SFRP1,0.023799235968570778
MICA,0.08697372592451753
TG,-0.07019563162013095
ADA,0.13683187616471323
LAMC3,0.17265572926225048
HMGB1,0.0492682365939698
ITGB3BP,-0.05957330336335502
AANAT,-0.051335081956459985
IL15,-0.04636735686130657
UTS2,-0.0845812375739806
BSG,-0.035810016347900646
ADAMTS3,0.043153774052585754
CD34,0.07345404693268918
PLAT,0.07892369253282304
CKLF,0.03811008274484341
CD24,0.007608645883172238
HSP90AA1,-0.07516742338720994
BMP4,-0.06204507771942333
SCGB3A1,0.005328328136361417
IGFBP4,0.1018178653780777
LEFTY2,0.02767842824595927
ANGPTL2,0.014090480021124528
LRIG2,-0.05947248723666193
ICOSLG,0.05086136281389188
NPPC,-0.019917264911133083
LYZ,-0.07392985085718293
SPTAN1,-0.013880556458027347
LIPC,-0.0008551940137559737
COL8A1,0.01712814302975334
GSTM2,-0.11602771419959121
IL4,-0.01889498260644975
MFGE8,0.05726857849981417
TGFA,-0.0191064884994512
SLIT2,-0.10126042629477572
PLTP,-0.09549763117769017
APOD,-0.02869150194629765
B2M,0.02491392524350333
OMG,0.009599591480736103
CXCL3,-0.08100351638956764
CXCL10,-0.06252091239225158
NCAN,0.061941966595382834
TGM2,-0.10116226653511763
VEGFC,0.0630803690849582
WNT6,0.04162488246242373
COL9A1,0.026487178267218955
GDF11,-0.10866069689511913
SORBS1,0.22085163407511457
DLL1,-0.056892944604169646
TLN1,-0.05984794780364638
SHH,0.14807886385311544
PON2,0.15561638614991438
HPX,0.03085744917930952
SFRP2,-0.039170810388298116
HP,0.018590225336945796
CXCL2,-0.05436400810456892
SEMA6A,0.09777182557048963
IRAK4,-0.11681390301370569
GSTP1,-0.06726637162592962
VCAM1,-0.003533485624949329
NXPH3,0.002496322843436235
MTMR4,0.009331657831617362
IL10,-0.04858517679677144
SEMA4D,0.06726211851915963
TRH,-0.07385041401509213
SEMA6D,-0.03288179094593561
CEL,-0.02812374282770201
PDCD1LG2,-0.009559437105089675
SPINT1,0.04169686592373939
CTHRC1,0.14002955295429953
PODXL,0.13884299102899608
JAM3,0.03312139104211454
TGFB2,0.041181975747052714
COL18A1,0.1534416484564874
NODAL,0.24828882235921174
INHBB,-0.17141908650845145
ARF4,-0.011045904261757705
CXCL14,0.004164764018188194
LIF,0.06931043495159367
IL17B,0.04244326250133081
MMP1,0.0697594587894851
ADAM28,-0.0687953624769296
TCN2,-0.044432280812295916
THPO,-0.006354429951361696
CUBN,0.052525829209655886
TIMP3,0.09580661471044766
PIGF,0.04614845568950816
BDNF,-0.012538046089737276
CCL5,0.033194685631455154
GAD1,0.07057765024571401
COL14A1,0.08925024801577225
HLA-A,0.03459184171932982
ADM,-0.07984224860363476
GNAI2,-0.07816639956965064
COL11A1,0.03873370346137959
NUCB2,0.06269772914390713
CXCL1,-0.055661049748292765
VCAN,-0.03923797298694718
MMP7,-0.08140398574987175
PTPN6,-0.07343778036561188
PTGS2,0.024976073710723783
CD58,-0.03377318255433209
TNFSF14,0.0817856051519476
MFNG,-0.027610997258725106
ICAM1,-0.12828462927383932
PROS1,0.007144888515249515
CLCF1,-0.004961408578558591
PSAP,-0.13813127021722715
EFEMP1,-0.09914408275565545
C1QTNF1,-0.002563458085663997
ALB,0.006323737218725594
EFNA3,-0.03662006563897759
DRAXIN,-0.016262441396357383
NPTX2,-0.13424704591741357
FGF11,-0.14136413796958494
CD59,0.11984176643806356
COL9A2,-0.020281553886689764
DLL3,-0.07042914711033317
LIN7C,-0.03206796735226761
PSPN,0.0692022791553804
ANGPT1,-0.012754786284152712
L1CAM,0.08548572286202522
APOA1,-0.045909881822582634
PSEN1,-0.05285937528986046
CALM2,0.10082417478267429
CLEC2B,-0.15777273252452065
NTNG1,0.0781916470332099
LRIG1,-0.018790968631716757
GHRL,0.0350834513032098
NPY,0.0992424012727722
MMP2,0.032801755395927536
ALKAL2,-0.04274206777786201
CSF1,-0.018579113802292033
SEMA4C,0.1005090303926261
ICAM2,0.09360030668111391
SYTL3,-0.09817699404646403
IL1A,-0.018886323350601857
HLA-G,-0.0662810684830793
PGF,0.10166686847759625
LGALS8,-0.1379189120025695
DKK3,0.1854427196213247
COL16A1,0.10347083633724345
TPH1,-0.05633338076800556
TNC,-0.03840247478602303
C4A,0.07701060859720094
CNTN2,-0.007277914318930121
LUM,0.12629792645972468
APOC1,-0.06543221666115281
PKM,-0.14715129394108728
TNF,0.0033039498860789507
GNAS,-0.058543245279226074
BMP8B,-0.07721535289357122
LIPH,0.00533315062297743
CCL28,-0.06028098205383604
PTPN11,0.10400056564302143
ADAM12,0.09961413519805772
CCL2,-0.09622282107302203
DSCAM,0.062086874179004096
ANG,-0.16035675040158745
FBLN2,-0.11017614921957763
VTN,0.020477782744956652
VEGFA,-0.13680719560292193
SERPINA1,-0.11325136972824652
VWF,0.11610907343573085
VASP,0.03125110942304659
ADAM15,0.1356534987660434
WNT2,0.027571386126709355
OLFM2,0.016294311944266986
MFAP2,0.14842506447075976
HLA-C,0.051011588430807234
THBS1,0.027401306816551445
HSPA4,0.006106003937278196
LMAN1,0.02462410719324733
LYPD3,-0.042172199624841
APOE,-0.10874968611246044
ANXA1,-0.026733508932616327
WNT2B,0.03692696166743282
GDF10,-0.010860833833351843
EFNB3,-0.014622389609133797
LTB,-0.023883700565985447
ANGPT2,0.16157400366993938
ADAM17,0.04885145294080778
LRPAP1,-0.02018254845241409
NID1,0.13967848141036857
MST1,0.05301447128215146
IL13,-0.002358111078491617
DCN,0.17191716058650408
COL7A1,0.04235026518212628
CALR,0.08460500790287763
PIGA,0.08679512122536985
CD200,0.03478534476675368
CDH1,-0.08209438236693863
LPL,0.020723337582726778
SEMA5A,0.08744102741062867
SEMA7A,0.14280983027976835
SEMA4G,-0.0665242523388202
SEMA3B,-0.061517563925733126
RPH3A,-0.011668408263675163
JAG2,0.13763123432747548
CGN,0.06646815576586848
GDF15,-0.0022274303849188462
SEMA4F,0.03310410139620833
NXPH1,0.04924165830311918
ARF1,0.024770052952983655
EBI3,-0.078072542480616
TIMP1,0.05298803810789096
SEMA3C,0.0467311648467563
GAS6,0.026290092942454442
SERPINE1,0.04988654811337009
SHBG,-0.010858804590209284
LGALS3BP,0.09157567225387549
LAMB1,0.05761869745264327
SPTBN2,-0.010548200282403098
COL1A2,0.16582444927599807
CEACAM16,-0.07030253846912406
LGALS1,-0.13270153025726297
BCAN,0.04820780624474154
ANOS1,0.1268502024460833
EDA,-0.04901049704739146
TGFB1,0.02949038193557172
MSTN,-0.05803978853161934
TNFSF4,0.07048677651802303
NTN1,0.06955367529586307
CXCL12,0.061837931682903594
GNRH1,-0.028503021870005342
