,UKF266,ZH1019T1
BMP1,0.036996524906390674,-0.06312929149384533
NDP,-0.020213526048525006,-0.023149567858772906
TNFSF18,0.048323286946080485,-0.05505943418265467
RTN4,0.05575697465436003,-0.024808259657537312
HEBP1,-0.07089576170625199,0.013629717912350944
WNT7B,-0.0030777842128198287,
PTMA,-0.024266567672524473,-0.011735032581554916
CEACAM1,,-0.014833935221283711
PDAP1,-0.008073645739010345,-0.02863094281039144
QDPR,0.026050144831949094,0.05099741413378941
POMC,-0.03172316361823064,0.029300493917408243
VEGFD,,0.1260954425454582
TNFSF13,-0.011661296024579361,
WNT5A,-0.05245212150827047,0.00978963026863955
CXCL8,-0.016587437253150858,-0.02034567996874984
GRN,-0.08147103000426291,-0.07979548187075029
MIA,-0.02108587222413144,0.1406465676083251
COL4A4,-0.011095207966479476,-0.04121324380751621
TAC1,0.07511959097322776,
RARRES2,-0.05768627629126948,0.07738324189539904
FGF7,0.046220881474256625,0.07771028708194602
HBEGF,-0.0581562094798061,-0.0038488149255692405
PCSK1N,0.035869357358556855,-0.02384483274721355
NTS,-0.01354472800508752,
SFRP1,0.0013900788292605804,-0.0667060051798308
MICA,-0.028749129465697885,-0.07044535390104412
TG,-0.015634186687977718,-0.00842190850637634
ADA,-0.03054291941806698,0.09855406699116212
LAMC3,0.016325189776526024,0.01576861462709824
NGF,-0.014919207455352964,-0.007133364360464742
TNFSF15,-0.018115188634265738,-0.05922598666471353
HMGB1,-0.05062986416037572,0.054083743346227973
ITGB3BP,-0.05250463579369493,-0.08671573023518962
RELN,-0.011378321090367521,-0.054011799984453726
IL15,-0.012890033648800309,-0.044168551256598285
BSG,0.01566644228773824,-0.02663889896797164
ADAMTS3,0.034843389403502435,
CD34,-0.023002211046844995,0.04767838312437001
PLAT,-0.0644177787143485,-0.0793099101059158
CKLF,-0.048517238874050406,0.03675854479727637
CD24,0.057399571580806434,-0.015071561225688108
HSP90AA1,0.06082130190274515,0.03032142452519451
BMP4,-0.05165365689162013,-0.018251501656340607
SCGB3A1,0.11903163597010488,-0.0397096392870265
IGFBP4,-0.019751169544104837,-0.060693687590197956
RSPO4,,0.026200771899668754
LEFTY2,-0.03694843265436362,
ANGPTL2,-0.059560457412707206,0.029992967624550317
LRIG2,-0.05636818924659118,-0.07377774596349097
ICOSLG,-0.043107930933535626,0.011667468593900278
WIF1,0.0692777108745034,
NPPC,0.006255292878275772,-0.03425458498021505
LYZ,-0.036878239060355235,0.0023265362822944492
SPTAN1,0.04739330380597264,0.01552645891933181
LIPC,-0.019989137012217453,0.006205279607104362
COL8A1,-0.040628206418553844,0.01197989009565618
GSTM2,-0.01090025912675137,-0.08131140754840906
SPX,0.004895584239068212,
MFGE8,0.03386139758911383,-0.03805681904228593
TGFA,-0.01660084161557549,0.050608987919432344
SLIT2,0.06729408821384002,-0.043001824262813466
PLTP,-0.02796054445153295,-0.06702958385421137
APOD,0.004254675533723399,0.01725831849349185
B2M,-0.06492796757874374,0.02764839154664976
OMG,-0.01654608766811922,0.009537665847238891
CXCL10,0.11038503501776253,-0.0429127043282582
RSPO3,0.05570981625496476,
CORT,0.07583535912887462,
NCAN,-0.028826226784309544,0.027287977747704813
TGM2,-0.004976178066218406,-0.04668015010073191
VEGFC,0.04521794494949952,-0.06654726004631353
WNT6,0.07096365482956797,
NRG4,-0.0161851963469317,0.006593899378236256
COL9A1,-0.02153971340845839,0.02183992200988026
GDF11,-0.06434895373053366,0.007043670814050212
SORBS1,0.002014590755842222,-0.006643831457543494
DLL1,-0.062166835547469865,0.054710161289560987
TLN1,0.01619802584123575,-0.0888064544467543
COL2A1,-0.014323527843177277,
SHH,-0.015634188359329643,
PON2,0.029387350837022454,0.020246131983398828
ICAM5,0.024739529617451152,
HPX,-0.013221203714341347,-0.01770827036163218
SFRP2,0.0177970578278922,
CFC1,0.1336391192238694,
CD70,,-0.04472828586766359
HP,,-0.06234086125881591
CXCL2,-0.02043394269431743,-0.04060161966471194
CCK,0.043910369979496704,
SEMA6A,-0.033782724339334304,0.009136188962292258
