,UKF243,UKF259,UKF269,UKF275,UKF296,ZH8811Bbulk,ZH916T1
EREG,,,,,,-0.04200596458480892,0.02768065048691334
SPTAN1,0.05059422641656457,-0.059017167980473205,0.014179007521328113,-0.07240493833478888,0.03678351427139103,0.021161786012789507,0.01760653511710838
LIPC,0.0355680384362021,0.0011880336705866945,0.028373917626975723,-0.01687981957279161,,,0.09280271216407139
COL8A1,0.02938777836035309,0.051000258180519634,0.010930083874147208,0.04747941521677141,-0.02009076045384966,-0.020677950804123827,0.06173533064929456
GSTM2,0.0434675622274254,0.012207703751948275,0.02494144712826215,0.018812891380463777,-0.011747972684857656,-0.04086553440256428,-0.0050474780354738315
SPX,0.06210436745033472,-0.026636346035933473,-0.04036513517940156,-0.025990266185546,-0.05767732476142265,-0.01641386937536343,-0.03189373969885162
MFGE8,0.07888144975175372,0.042012969073970084,0.0446804185826735,0.03508293006570008,-0.041602810069478545,0.004609054641969998,0.01048103186281711
TGFA,0.020091266148474844,-0.04215771540385953,0.01691820406452306,0.06477441104545549,-0.0005630967321765484,0.0096530649451808,0.002944362445121667
SLIT2,-0.04311420681540815,-0.030786175097915373,-0.038244556640239104,-0.046705885350192336,0.029499644310674273,-0.008462345838754052,0.019953560491465343
PLTP,0.05250213570796914,-0.08090863007936118,0.037231629639712834,-0.010128044626292913,-0.017532874278584323,-0.06319021366890192,0.02309804840523744
APOD,0.03686819253290143,-0.03065588773238126,-0.0174934636852233,-0.031309716600629194,0.023091188333989508,0.04734066514188159,-0.04398443579215813
B2M,-0.03810674786244768,-0.04729767809815917,0.06446793302290629,0.06936898585401058,-0.0566285652457044,-0.03874904995200921,0.03287844024347463
OMG,0.01995590916410346,-0.07511100679577512,-0.018613735690171124,-0.058471151014719946,0.02631557476264983,0.08655916001169929,-0.020563444758296908
CXCL3,-0.02064511253916791,0.0025245983294306306,0.06282864820572119,0.030153663505228467,-0.011351152678546401,0.03585639384375852,-0.05631664081308842
CXCL10,-0.0363468447940841,0.013992423383008627,0.07139182562826724,0.03293183053265306,-0.017243231728881862,-0.017731365893936174,0.0343942148014546
RSPO3,,-0.010504577537266264,-0.018899333436788922,-0.02741240143076795,0.03740234056213702,-0.003558715633615483,-0.014042019342595444
CORT,0.07323517346018402,-0.023557321722760653,-0.032709530796962316,-0.002817039647187674,-0.019597554888760554,0.01507928528443149,
NCAN,0.009930097627118729,-0.03266696790507991,0.017453703364930052,-0.061990038760963255,-0.015618699060212328,0.05279403780471435,-0.0011508125729474236
PRG4,-0.032553007998324196,-0.010367565019612987,0.12295397198527698,-0.0231946156820607,,0.059662905494529954,-0.01741600099748036
ZG16B,,-0.012032827155778336,-0.01767615903629781,0.010042312931846991,,,-0.017508886919763173
TGM2,0.04567210603586529,-0.006697215985334742,0.013165901551568276,-0.022540910426189012,0.03149248112721567,-0.046173207213044694,0.0391511791426489
VEGFC,-0.02335743318127871,0.012087727722120335,-0.02158539798118976,-0.03338931079793483,0.04745701235634225,-0.02771764989767674,-0.04660014258676796
WNT6,-0.029623447895911273,-0.014339677379490526,0.10121190024106222,-0.007104779591062356,,-0.025710509789562738,-0.021145579439422812
NRG4,-0.022076444222152616,-0.012617800902182839,-0.00037996499254232654,-0.023821815636631945,-0.045162674635360424,,-0.014042020916370794
PMCH,,-0.017483192420608553,,-0.018149714459251426,,-0.01940939101709874,0.06954600383909194
COL9A1,-0.01761271445280837,-0.013178372122963642,-0.04196516311995608,0.056034183557642385,-0.022476682738274526,0.0362168099195512,0.03141348274521134
GDF11,0.05489589446662098,0.003437497323313816,0.044155655843740975,-0.0024668803812390983,0.03797825590923699,-0.03860820300537066,0.010336963864326804
RAET1E,,,,,,,0.09181832844526876
IL24,,,,,,-0.013008856866360824,
SORBS1,-0.0004516031457387235,0.01959041854808066,-0.06767143050255738,-0.034593715150234856,0.019751964921607836,-0.016890537019568642,-0.017075073592325674
DLL1,0.0010889298795007001,-0.03839084757810396,0.0043051241138414706,0.0030476387350407332,-0.023530808109416806,0.1319135402199879,0.0067708990001045955
TLN1,0.018933998810317126,0.06418266157821195,0.04339175434892364,-0.01227199090119143,-0.02758771680561068,-0.04552847849269474,0.019352879557288087
COL2A1,-0.022596694435945586,,-0.015111527728796016,,,-0.033905060500501114,-0.020435884214965422
SHH,,-0.010773602265091888,-0.01187949694147412,0.06017736557038239,-0.012182920335239399,-0.03973500306568154,-0.005015344332629452
PON2,-0.035618936922275635,-0.09122741762631699,0.04486906893055974,-0.06042051531036159,-0.054736719189077104,0.05761465973157283,0.025053725659463996
ICAM5,0.01590497536266137,-0.016791423799277706,-0.029529401923959094,-0.013104433657220478,0.019956077400141246,0.005377983930548195,-0.030279930247277844
HPX,0.012952243561577289,0.029206334480107204,-0.0220055326877004,-0.02433362665097699,-0.010610650491442782,-0.01857165230283683,0.036034478450946414
SFRP2,-0.029419588645780887,-0.01226996544616715,0.050655204789117406,-0.02028048657150052,0.021660433701953953,0.013742550708909812,-0.08990874483233209
CFC1,,,,-0.015605130194245294,,,
CD70,,-0.00643399757731045,,-0.010238207408686098,,-0.03530619266861125,-0.021423640107991932
HP,0.018473134986896567,-0.016682377214021226,0.070653188679442,0.09509589457509637,0.008012113954023889,-0.035459355159463656,-0.021005327454849104
CXCL2,0.005630798593290665,0.05787108442992946,0.15323925588095427,-0.0037879246895674654,-0.014746205723866389,-0.08533052985698047,-0.029227852867825813
NPPB,,0.0801066481495527,,0.026744425258188327,,-0.03792416584154785,-0.014244066356693685
CCK,0.01491798364941203,-0.05252710411287315,-0.04294728686378377,-0.09068696587970528,0.07698580363064213,0.01400591210414951,0.025818530775763505
SEMA6A,0.0438801390347131,-0.030406002146358982,0.01267741565847531,-0.009183432437508071,-0.05926054726869697,0.04199916095722126,0.02719917851614877
IRAK4,-0.005283279603567074,-0.04361797857690444,0.010990693531859974,-0.013213823173207226,0.0130418650272506,-0.011064055182050258,-0.0005044550990316167
GSTP1,0.08340246548578693,-0.035074691264590854,0.006783944462121301,-0.041995207005202574,-0.06983433619180006,0.03529493686842855,-0.0054949124674891926
VCAM1,-0.01595963322857764,0.008921378204335771,0.05503989041977197,-0.027303426394891205,-0.04753340529072293,-0.036294464913095896,0.02865932890173035
NXPH3,0.06263574724446572,0.002179536414889759,-0.007153371634562348,0.01747839347349232,-0.01725651893928047,0.0262708384569925,0.0003206725901855583
MTMR4,-0.04476618275221493,-0.013575302109678616,0.03123606658363526,0.020668443101100248,0.01104011197742187,0.04257704190711162,-0.016312336900261157
LAMC2,-0.020160136633923357,0.09785277011868437,,0.04633943898090485,,-0.017084279280723858,-0.027139314527883623
IL10,-0.03198475979234781,-0.016031692715974714,0.07804891469647085,-0.04721578433948357,,-0.03987242790809522,-0.023955107972442814
SEMA4D,0.033280354585763776,-0.007595683800841268,-0.034972244330579216,-0.03382948578584438,-0.04513208369266233,0.08749258683167693,0.003268015049790156
TRH,0.05218929849478729,0.043611644391541374,-0.018636585686794615,0.027986308635888472,,0.07870831178355843,-0.01595430954758358
SEMA6D,0.006724084657672095,-0.00625612429908055,0.01023857809571951,-0.050926723470481584,-0.010385853048136908,0.056395869059960885,-0.0038223409407322283
CEL,,,,,,-0.021238683851114732,0.001922443767766835
PDCD1LG2,0.04197859004353496,0.004590625179004592,-0.025494751219001223,0.025677321989173555,-0.03374058980117223,-0.030877147314564125,-0.019800022191547754
SPINT1,0.027690986613926064,-0.008103422928430151,-0.015970739948455343,0.010100583358362806,-0.01734013730174247,-0.05199717021260585,0.03609316841446791
CTHRC1,0.12657513372627094,0.01594335110989212,0.04104580475543427,-0.04186012075682324,-0.027564041638367787,-0.06505928795908576,-0.016994643009632625
PODXL,-0.02195642729173464,0.012549915313991317,0.055899415402421285,-0.05415869758201895,-0.01993035180429444,-0.04261948201188944,-0.015119545340926898
JAM3,0.01225969464695592,0.006910631874991671,-0.01035806932019561,0.009724231143648855,-0.010351818461293462,-0.029982238280279926,0.005986618776171139
TGFB2,-0.014962453028208039,0.04102971154787328,0.028745224506845978,-0.02776562187168983,-0.022255388581951353,0.01398482834955369,-0.011863499638262972
COL18A1,0.06964882312469817,0.007240570398671789,0.07748600765042522,-0.0006237869006872071,0.01514635731627604,-0.067703024063761,0.025884018425614285
NODAL,,-0.021217620821951052,0.010009095538317844,,,-0.01606900263046868,-0.021834923492600376
INHBB,0.04116085527438128,0.0945283745902306,0.03901504478185467,0.024395784831585172,-0.001033950049241472,-0.02677496537137917,-0.003098252294014448
LCN1,,,-0.013261242127781146,,,0.011307114574763138,-0.016133866189546132
ARF4,-0.05858081954914916,0.009918225984615852,-0.04391862452425604,0.03448272601570042,-0.005063691437126731,0.05603121049274602,0.022786128647162496
CXCL14,-0.0043377929629690335,0.05590477959883978,0.012147699650644838,0.05565433779991679,-0.04191880548240746,-0.032857641947917036,0.034307246998590814
LIF,-0.04756932005586561,0.01810433887682743,0.021949848008849682,0.03038054615588553,-0.01257916839387475,-0.059312590901691324,-0.017307829983846917
IL17B,-0.024096589478270425,,0.034363764808935514,,,-0.024297774176658297,-0.02725235748248764
MMP1,,,,,,-0.008604207557223513,0.023609217053102337
MATN1,-0.01898586672250843,,-0.013903510805691804,-0.013836101875393997,,0.03559287561869269,-0.019403849643485516
ADAM28,-0.06733366197105083,-0.02358830877580783,-0.02355061377837643,-0.006647071755977779,-0.015944104099491804,-0.008659244578850159,0.046063493838392526
TCN2,0.001711438795390162,-0.003627032461066803,0.019027492398371162,-0.0651801167451875,0.02189686248372913,-0.02474285203242441,0.026811131690933535
THPO,,-0.021856880207978505,0.03258961329248965,0.03446397477260726,0.0753455421318515,,0.05967222595456929
CUBN,0.0895618519361582,0.0043562669221940565,-0.022431066330141212,0.010123951105608042,-0.020349193625365598,-0.020266241628368504,0.02936404653504349
TIMP3,0.012240298168053382,0.04507511313857708,0.046839983539720395,0.07396030098579054,-0.006647953939869383,-0.060365766749076705,-0.04280645729115812
PIGF,-0.020842389424533016,0.044033592743240826,0.010123977138869675,-0.040400333567481655,0.0354317742195714,0.06853894978030704,0.021353027317672617
CRH,,-0.012151941489445466,-0.020392303166345962,-0.021781254065677182,0.027247587401518236,-0.0042454805051371025,-0.023924458628698263
BDNF,0.055180160896884406,0.013249312590579319,-0.03506664933153859,-0.051824595880413375,-0.02129393397938847,0.01898029522941339,-0.01903411167215878
CCL5,0.024461607164632356,0.07504611061580052,0.02223450723719161,0.04637908150945663,0.004792391805841559,-0.03260055626033814,-0.04301278207135947
GAD1,0.01864157367356522,-0.02328965566825447,-0.010163125824370444,-0.0721278535604164,0.05171782996969054,-0.01105205363473775,0.046386984507855916
COL14A1,-0.03810705387192334,0.010301233002161923,0.060827995679690106,-0.020030350733616087,-0.017145831395312092,-0.01504975861088079,0.031330005861747855
HLA-A,0.003960680045233585,0.013127382395749206,0.04957110383966468,0.06272418887244104,-0.06919828685806144,-0.07951099691826401,0.0024957222351593353
FGF18,,0.10784241498490713,,-0.014825928259301471,,-0.023688449481192007,-0.015954310827585316
ADM,-0.026182969996875863,0.06721396738992633,0.0914581626693278,0.04549157494401209,-0.03076276174607738,-0.05228393255343638,0.014002450199349176
CCL15,,,,,0.014931764482574009,,-0.013837172542179787
GNAI2,0.018518633829919754,-0.05006218708683187,0.02599669507251473,0.005858704911482386,-0.05559754916716489,-0.019442814179544576,-0.002800299631937071
HDC,,,0.0144529576145706,,-0.015935171313626054,,0.018648192783705105
COL11A1,,-0.009436147423494308,-0.007193437241437172,-0.028315886037786665,0.054722726189259975,0.037476943577450586,-0.01629635668934164
NUCB2,-0.0253644923314245,0.05879457112484188,0.0016997808439890053,-0.00010665896058627085,0.005620281837564769,-0.05226126153640395,0.052749395198498854
CXCL1,0.052487133729816435,-0.03196159391825026,0.011137518179550972,-0.022437683410786106,-0.011911813678598946,-0.06555487977521089,0.037950910418100725
VCAN,0.027288187570858366,-0.05252873656396738,0.06082671459256465,-0.003504942590120496,-0.020943889313726507,0.09617686042290377,-0.031802827069792775
MMP7,-0.017488648419066926,-0.004251105331509962,-0.009679613106227287,-0.013664486563593639,0.0021712640616427404,-0.08003047153508352,0.03112582791023325
PTPN6,0.0005293626926547813,-0.001838578894711868,0.007256688161515774,-0.022377098901985512,-0.009046816169684358,-0.040091141304144706,-0.015257798917988025
PTGS2,-0.03460544187801552,0.03693894861941193,-0.023472114862254773,0.07085537873871568,-0.025404266498854435,-0.05205696971330529,0.007541825089172021
XCL1,,0.043490128913078185,,0.027002533611530613,,,
CD58,-0.002032376368343346,-0.028108291983389433,0.07470457775361884,0.01424715317555191,-0.03817205150304235,-0.05027774450124352,-0.026304014134939838
TNFSF14,0.0280859685069443,-0.015591068597395001,0.04018216447558165,0.03503640364571424,-0.011634707519264974,-0.02582532627228777,0.016765764814307655
CNTN4,0.07837844201561017,-0.018878618892305948,-0.0343703069290515,-0.037854146789778706,0.02563708380107234,0.11521920719801579,0.04786328914417321
NTF4,,-0.01328783280098606,,,,,
INSL3,,-0.009654624744652293,,-0.01575659017948558,,-0.014990411153467763,-0.018946227836693665
BTLA,,-0.015324823553265171,,,-0.014857919438655304,,-0.0183200549942032
MFNG,0.006583676120101358,0.011910888621300438,-0.004645041661392266,-0.05047601356771078,-0.02423205488177987,0.055083382695615114,0.0033463511604926357
ICAM1,0.06414428565464025,0.0501862024360759,0.04855088277216089,-0.023398524979821294,-0.03813576765383383,-0.049873335159772984,0.0056475903655342835
PROS1,0.03244999668679201,0.0677089852447971,0.08907458878840857,0.03295468536803908,-0.02856246240302668,-0.035224578617004815,0.05726602907362569
CLCF1,-0.012789718391266216,0.09579842618924547,0.050691445731556616,0.007368930403732229,0.009451628281225416,-0.02912585313187213,-0.003493347534356022
PSAP,0.06001108335623829,0.059409672984677746,-0.018861128557297376,-0.060210511789768016,0.017694245508026406,-0.11185753163166602,0.06536433621785641
EFEMP1,-0.02531974774554612,0.048543988625989236,0.05172187379401682,-0.02096754345911405,-0.0032365686636882775,-0.020990090572023817,0.04394752613466089
C1QTNF1,0.05878950667216954,0.009583763070601416,0.06801033019352076,-0.013679916012760156,0.022608066487346784,-0.08809707441814758,0.002215169625151206
ALB,-0.026872438436228024,-0.017140407864965526,-0.0162363331421551,0.04702507579381467,-0.013214570406497898,-0.03436749537222875,-0.021423646794049206
EFNA3,0.012159113911176979,0.07183723925033701,-0.02670562346848458,0.02953335333196174,0.0045173804293458155,-0.016088859196420034,-0.02117724784289126
DRAXIN,0.02483282362884378,-0.017012977246333435,0.008061660084011315,0.004374235292917957,-0.010610651573173155,-0.03871004628653611,0.005523068983819684
RAET1L,,,,,-0.012708643200066145,0.011445638645057061,
NPTX2,0.005221212541913832,0.00157217397553505,-0.04590358287902044,-0.056943325494814026,0.017680171656455544,-0.002856463376060346,0.029522066662470692
FGF11,0.0064242312533663365,0.061328761135473926,0.035530828004365675,0.034472338758593485,0.026084594923943268,0.008735338471087269,-0.00841272992945105
CD59,0.035882143256323974,-0.020886305187551784,-0.029044956358340007,-0.05281130142695524,0.02686733099769119,-0.10129244484016979,-0.005327151799593789
COL9A2,0.020804833203334216,0.0010581700610951426,-0.011191523737640784,-0.0018989326112006804,0.013317793922142775,0.0784864624499424,-0.003230371235624467
DLL3,0.06890206180527542,-0.09647277062908713,0.034208071780723985,-0.03407038196583873,0.024716434173682623,0.07437897783902014,-0.03468911831032145
FGF5,,,-0.0129289006794088,,,,0.06846748185743887
LIN7C,-0.012246177328798707,0.02639530690356794,0.0009651426069731098,-0.007122437707867562,0.06126473486342698,0.01390008295837032,0.051817503554352794
GDF7,0.042203600407788686,-0.017226669219722105,-0.0231276905212318,0.006622188380307266,-0.01163470706714022,-0.01300886098783008,-0.02702588776236847
PSPN,0.10031801928614234,0.02103532301134616,0.12134726824607006,0.00465820887071612,-0.0255095189870853,-0.0338823612668714,0.06883061361653879
ANGPT1,-0.016559801479545964,-0.008350399605638523,0.0029382883025865637,-0.0728578070731212,0.020788955327330563,0.009287585102138434,0.021803538790685213
PNOC,0.06239155132320236,-0.04356765824948509,-0.018748777743598094,-0.027156959856997856,-0.050156243128443044,-0.013833679996441634,0.022915871026530723
L1CAM,-0.006999072065304606,-0.016768069626731833,0.014359878598124504,-0.042455280469893365,0.06444087189851146,0.02005747716817528,0.0462611069246254
APOA1,0.07550033615345698,0.024403123263524118,-0.027669802920901137,-0.020517821396387314,-0.018829656337008286,0.10638968281103353,-0.03147276474234593
PSEN1,0.03567230792447676,-0.013043688110110753,0.003536129840995526,0.02767872342328663,0.003911006802197023,0.06143842770641254,0.00786694933476197
CALM2,-0.014310234961892099,-0.015280968141048389,-0.09275135462916133,-0.10939070078697678,0.05784868640861355,0.04536044603066051,0.0015431713143847618
CLEC2B,0.02822140988004746,0.00024741407416922176,0.06972767857170635,0.04035290964751772,-0.010811797935369074,-0.025668987344772926,0.00653930833829385
NTNG1,-0.023405946034034474,0.06763315237065118,0.027026736578517833,0.0034351334365106665,0.002850965354325272,-0.0029779774909019976,-0.023268801434263398
LRIG1,0.005915687848139626,-0.029426740532328247,-0.02582928577737996,-0.021880439856002906,0.013475994617700734,0.01591739788491844,0.025266195562755157
CPAMD8,,-0.011419698340843812,-0.011695930591742957,-0.017477696482555836,-0.021534880747010137,-0.014614404717470941,-0.01985200684347504
GHRL,,-0.030460325873700195,-0.02487304593422827,-0.030644602253988996,-0.010610651573173155,,0.17956611236662365
NPY,-0.02129327632951447,-0.002861695615248115,-0.007879693023862095,-0.01131487478969925,-0.011304253179075912,-0.03872858516440496,-0.005998796585551394
MMP2,0.07702756638879035,-0.05923633508457337,0.05975509102589271,-0.015619182240538288,0.017657589747272624,0.020979733564336203,0.03942620145591355
LHB,,-0.009945694836261251,,,,,
PPY,,-0.017312554016352868,,-0.012773352704996545,,-0.0367298900118535,0.01020780309530445
ALKAL2,0.16412161683521553,-0.00980119940291127,-0.013261239978515518,-0.012887418533741288,0.013601010807925343,0.042878994053790864,-0.02642187221697983
CSF1,-0.009442530787944747,-0.04509609970144996,0.03178580686697257,-0.01781842704222016,-0.05813188759536659,-0.04021233002833025,0.04475896104668683
SEMA4C,-0.04169310036351831,-0.029835626421160333,-0.00854990294595618,-0.003916555850973142,0.03247208619314989,0.028605731133358667,0.03297065948562037
BMP8A,,,,,,,-0.017005259343834518
ICAM2,0.033867126486638775,0.018936023803841195,-0.010687240109060428,-0.038574499728075175,-0.00997123538735905,-0.012665321656911265,0.01489463759607555
SYTL3,-0.019387291929275408,-0.026153294494522698,0.07060412077316168,-0.015661605462899308,-0.023903914636277952,0.05077783098473645,0.02812605779985865
IL1A,-0.012494931236408935,-0.03122851076000609,0.08344215213358526,0.014318427998261541,0.011210678157428667,0.003973218563844189,0.06077540782102025
HLA-G,0.009900079590838938,-0.010504578356556197,,,,0.06452217925405183,
PGF,0.02887968442657292,-0.027789239698325703,0.05635516114275276,0.046131489873381816,-0.01918592170023816,-0.02777502178377668,0.012860858609388235
LGALS8,-0.011642729233028122,-0.038224990276734136,-0.016685464141104972,-0.050620495216801065,0.016959765215301816,-0.013768349607640604,0.03550283232446664
DKK3,0.03542363939908213,-0.030547251421051018,-0.018986985486260315,-0.03906798785520655,0.030403319588407036,-0.0069975136425549775,0.009693019161022689
COL16A1,-0.05169449419442773,0.005215281832768525,-0.013386495054874986,-0.05259801547634576,-0.06272300549001647,-0.02967620600078545,0.02500922598710862
TPH1,-0.025285717396960766,-0.019115619823493364,-0.013903510674448515,0.027954706991622176,,0.0024350342254611805,0.0738049111961324
