,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk
XCL1,,0.01204011864961946,,0.010615527984950395,,,0.011744548527656882,,0.08185407664359086,0.036845291010344006,,,,,,,,0.06826364698303794
CD58,-0.06512426747185635,0.059925777772082994,-0.0005635079367251493,0.003668921631538208,0.010185580719434324,-0.023173535680705938,0.05279454977128537,-0.004000507063244347,0.05210629012135905,-0.003909701180934777,-0.046702529616525885,0.011611676432691792,-0.03243128552039191,0.03057342542913415,-0.017730862529999572,0.015821382064694012,-0.07364186000434635,-0.02226501587865578
TNFSF14,-0.020547312291164823,0.004322789092191145,0.05820255157609074,-0.030484751905677034,,-0.03625052693494024,-0.0238256592020291,0.06270699590302636,0.05349645929267693,,,-0.0028097815603462433,0.07732616223112897,-0.031161986119707524,-0.037572280959135146,-0.01847734389264621,0.04168549441873688,0.08125644899962639
CNTN4,0.1622856413730228,0.015407682585621611,0.05731324825276706,0.2533410975020167,-0.02156597878648383,0.11045515805111795,-0.011208838155453654,0.002760279445216058,-0.00970430034798859,,0.11259042079324781,0.07304563552960341,,0.008395060180053109,-0.006236747046391942,0.05056063544253913,0.16161715358060064,0.12551498100681224
INSL3,,0.021998815584195894,,,,,-0.02468649755248479,,,,,,,-0.03465601504114146,,-0.018477342107437275,,
BTLA,,,,-0.023133040856153423,,,,0.0014304702287560541,,,,,,,,,,
MFNG,0.08764116201260777,0.02303432880029819,0.008792117304722728,0.013371916275406839,0.030522062396353064,-0.016092105039912985,-0.03469447992773086,-0.030981268037616472,0.04806147350607456,0.0268259655675366,-0.02238495851564075,0.022477290696491826,0.04586183042039231,-0.03634122126345502,-0.03140659456589272,-0.016838155923465978,0.061059453790162296,0.029923986771504932
ICAM1,-0.033808650762808624,0.0019340152159836174,0.03629785038370044,-0.10007174601718431,-0.016447767480874308,-0.031045105385886455,0.026644087548482517,-0.04605855245431979,0.12593807040724367,0.0142783309936437,-0.016505611487345574,0.09186073735884968,0.13818465822125942,0.05442616548306134,0.07385427381730306,-0.05590904857867568,0.009347032272121227,-0.044201862573436404
PROS1,-0.03438670850867018,-0.01224020018094857,-0.050231851516675,-0.1017371273948978,-0.0073013889501737555,0.0010970167430360278,0.010438986275781574,-0.0058365768238999235,-0.0010830259951015429,0.009001046053668789,0.016081135603633563,0.06753090934054876,-0.0854872109972509,0.05946134657566472,0.002095632949254127,0.06591686249087057,-0.04301665833014919,-0.04898127716929186
CLCF1,-0.014614733232529547,-0.0027537838795822786,0.0029359923284495272,0.0002541758642280452,0.02506967051250406,0.02864242161889615,0.026374551247479776,-0.0005299182599164778,0.03189396246240702,0.0218069533260278,-0.0504897728092885,0.05900196899769969,0.06132856397059102,-0.017022067209507413,0.03060637650416129,0.020690351380321846,-0.03331875350367323,-0.053808603166923215
PSAP,0.1762855063419251,-0.014084246014773073,0.028493117921774253,-0.008752438065470585,0.05109789986316067,0.10481369520471091,-0.03327577903149717,-0.02595556290929101,0.09155554131673857,0.010637752856210329,0.18248409256402087,0.05708623565351747,0.08485922462127642,0.020003328539083657,0.07164215186397081,0.036026462999447124,-0.04335892176805998,0.04249448686166733
EFEMP1,-0.11924621333381258,-0.010635862746605168,0.006683278003077249,-0.12805959253681712,-0.031594489065819735,-0.06055524970785297,0.01750575640718011,-0.06467977073578277,0.08840394736458844,0.04087377198948903,-0.07681196487513477,0.1467268914700204,0.02293152192997771,0.08102038917663582,0.10075413990212957,0.06938476606347602,0.01281263166838326,-0.08600943609997411
C1QTNF1,-0.13828664533829968,-0.007045637135511185,0.008932368684130495,0.01888710221079035,0.05984666236074675,-0.054667706990686925,0.020991078636832156,-0.03306657946659983,0.01970057346621771,0.023133108760303122,-0.052230397333050856,0.06927135880554938,-0.002053665794428945,0.011477035568899775,0.08021014970355507,-0.06437617066454204,0.07185585953930684,-0.04165739198892177
ALB,-0.02080492462371978,0.009125121308167982,0.1422265292482077,-0.027243521728433324,0.0756657326557451,-0.014332504671466238,0.03596186838718302,-0.020593336144498636,0.01483052857539559,-0.012611537382895988,-0.03667982348300842,-0.032741951226748,0.06894545331357974,0.04090305718160156,0.0741849944230516,-0.030930612287470637,0.016666367989021196,-0.02695524693324108
CCL13,,,,,,,,,,0.024003973389065274,,,,-0.02313250811207665,,0.05091854513294531,,
EFNA3,0.08272830988298263,0.038394464173498864,-0.004040856698764244,0.05231461214481984,0.019284457658205488,0.09069984328713156,0.06470565033770942,-0.021037181073267575,-0.04632468507588779,0.025093122374859136,-0.007633186257346042,-0.0183398478604251,-0.027108313168686924,0.020424354205936048,0.05402385054690326,-0.054896064913373926,-0.027583516144156665,0.10141103368841298
DRAXIN,0.1390012065081805,0.008168323531336497,-0.011261630981846052,0.023446644760009232,0.03104067615803629,-0.01683885940411613,0.03000767896107215,-0.016535438371198394,-0.038877764105315585,-0.018300275562208642,-0.1003416764346082,0.13232499002906023,0.11499891319642747,0.008128403466611277,0.03134100651581645,-0.04496325494064264,-0.10636986030939001,0.010138858892050403
RAET1L,,-0.02165132425787048,,,,,,-0.01980490877181817,,,,,,,,0.09813091195050803,,
NPTX2,0.17674324118288876,0.03212674168467244,0.05811917963659229,0.13816368797964526,0.02861715871079603,0.0919997592160233,-0.032198934984193156,0.021610023875000852,0.08831290922760815,0.022953714141866095,-0.11636808123142765,-0.05295753252524093,0.057411340132258855,0.06858913438140223,-0.10217086266428078,0.011191694022786624,-0.07095508908114638,0.01397674589830595
FGF11,-0.16683825297584373,0.021138718370325507,-0.001371350602186454,-0.043303782783494955,-0.03569479120465407,-0.02266984074726226,0.008339508184879111,-0.022476877802818703,0.05235038734301299,-0.00228787409169385,-0.1018903333009916,0.07282282027438375,0.08784508069658589,0.02333091251528409,0.1102986561069068,0.006576666246769497,-0.05539297882524669,-0.041135852628417284
CD59,0.13301580311334146,-0.0033844868630112587,-0.030757313757621734,0.10350928216880316,0.04241814263098966,0.047062198238620755,0.040745939359407506,0.007108466582192351,0.08672133780416966,0.004931646268398702,0.1300823478669784,0.07332245750527178,-0.03919851087786021,-0.015476950274646913,-0.011768262599096921,0.06464611010048384,0.032983489110838704,0.06215758851644604
COL9A2,-0.088184797946806,-0.0036985418024592883,0.026051041215362707,0.0149914949573355,-0.01101378224280997,-0.004692630222369074,0.04527773402337234,0.010330878008413017,-0.026191301563912243,-0.005030078443691745,-0.08516127703156104,0.028789183733000774,-0.05839637286056593,0.01830665824121514,-0.0203763539901738,-0.07076254576842239,0.10445559152792641,-0.0002922419708194561
DLL3,0.2014289018044947,0.02182248779324701,-0.018937788251780305,0.055252651763657276,-0.034232105858313815,-0.002350541784422814,-0.0405032217537842,0.027871760420401136,0.009064627166618128,0.03104498639914595,-0.037504767089266824,-0.06562653946407225,0.014178596762643119,0.06222659116999812,0.035181919360853374,0.004763611365604895,0.042405271235758164,0.08509666641634729
FGF5,,,,,,0.04120395339390871,,,0.015272970210474912,-0.03042641704904304,,,,,,,,0.012817477935977876
LIN7C,0.009078216257527727,0.00228560067291831,0.0049402320778359,0.009226032972514281,0.005389945226932982,0.007896468652709085,0.017281612239405362,0.008157361466148629,-0.014764327125914469,-0.0055631907052473605,-0.009720732166930384,-8.69750156846384e-05,-0.17458944266040718,-0.02402787408097053,-0.02888404968666671,0.04042936194014193,-0.02714326802140962,0.02037431081255766
GDF7,-0.025883606204773906,-0.02917055924964582,0.07366960544302692,,0.012763614800227877,-0.05139105979680989,-0.0008183157309984557,-0.018131307050176754,0.003590124144377452,,,,,,-0.031157406406727428,-0.015021000620456464,,0.05638213942671983
PSPN,0.051722784725949454,-0.010505613660044334,-0.026725528553364682,-0.032082246379501786,0.03335822607865192,0.11052210340036678,0.02366088967083469,-0.06016169492672564,-0.01369823021810313,0.005902358170659768,0.008472726416468797,0.05726823824562746,-0.07647511004834488,0.0165340273346576,-0.08077089632474661,-0.042531365451411084,-0.013582926453658538,-0.03938464512505552
ANGPT1,0.04043219316477657,0.004715312590659879,-0.0031851210781386557,0.004885683258852657,-0.0151610884044217,-0.028928127570871032,-0.00756746304086414,-0.0025148094347977783,0.02346235855135765,0.03441508557416422,1.3162632818808447e-05,0.04199275633759781,-0.04249824634266278,0.026364234925972455,-0.08271936270594794,0.0005516670403606878,0.1468901004878272,0.032573173690386786
PNOC,0.16392336710329808,0.07050013174096646,0.0360900762917064,0.12274495374735953,0.08214173030693349,0.07445947129556026,-0.04007380510165078,-0.006727338847820262,0.08920933498589495,-0.012611537382895988,0.1425064489007834,,,,,-0.017808009741447164,-0.041171403778442174,0.0892361743852029
L1CAM,0.33410984518892844,0.03841178435680895,0.02933325061084137,0.056383990794906205,0.031070963669645686,0.06863243168145414,-0.011608262038258809,-0.003024476162203006,-0.018476815627014316,0.03787460739104713,0.24488221157248516,-0.0365365043678257,-0.05014145317815834,-0.015275225456185499,-0.0122659758290325,-0.01127289566674567,0.07207232407287047,0.0995198239299372
APOA1,-0.0556031134569081,0.01693465971168365,-0.020542011699887106,0.028296521189140965,-0.026510366648602898,-0.04847127064765736,-0.015130072470334701,-0.01926486390030224,-0.021851607826208937,0.08548085997750418,0.012461144568210741,-0.00015890676428712922,0.1313365791218876,-0.028411640859520602,-0.022605192915317093,-0.041701629362304794,,-0.030603898707481633
PSEN1,0.02473441467661339,-0.003205523380706712,-0.03566092783667742,0.0762999985080602,-0.006510613369613988,-0.024399626092984267,0.008129219364149518,-0.054947220997546356,0.00078424075672069,0.021665798720479197,-0.10474031948087624,0.002511694544032603,-0.021963982937553223,0.07409305382023837,0.025492177844356805,0.028719457758929378,-0.03380402312439413,-0.012161065682050814
CALM2,0.23545890105177938,0.06807667048639895,0.005726533097328105,0.1885083928171761,0.04373629566756269,0.03424439999300731,-0.06350288700313164,0.06623161868477087,-0.015485500492782075,0.05065975020740913,0.20109756528241754,0.024607359658597294,-0.01629005544777222,0.015085130531225286,-7.959780936958579e-05,0.04824291377424442,0.18693087486978005,0.14363433037337703
CLEC2B,-0.02955288149856242,0.00920966774578432,-0.07220128106943038,-0.026787117204668268,0.02330336603067961,0.008353940813329097,-0.03064783059920287,-0.002057599876853388,0.04383825431837072,0.0036265453706344534,-0.0055595054068854665,0.0813940033887579,0.004111376128045806,-0.00954165560462866,-0.022899267379998176,0.03380273030018608,-0.012004055829662989,-0.023384964317222798
NTNG1,0.16860516690812488,0.03208177529105498,-0.03028453639506508,0.03808541368096938,0.03981649627662112,0.012436257925881364,0.032400593523520385,-0.012453079819354368,0.038306778677352486,-0.02066666843113871,0.11688055955539642,0.0577237360938511,-0.004177256738363904,0.08766374241522357,0.09439672703298724,-0.0015908779647546317,0.11701460669164904,0.016719365974791404
LRIG1,-0.09308045510372075,0.04623888972046513,-0.05067222357565386,-0.10905931866330931,0.02838622858124625,-0.02886144560094665,0.01276774177706915,0.003400036441236583,0.05608076036948315,-0.01955046551731554,-0.06646004142273998,-0.0539502985608076,0.08219820401100454,0.04273755690225683,-0.007162747655000426,-0.022900910686792945,0.05050121563422209,-0.04135416066089744
CPAMD8,,0.08217158155459944,,0.04847684863216434,0.04456443345413431,-0.010345891928919751,0.0128652089345149,0.01037878694599966,-0.0023570381069376025,,-0.0313137023069673,-0.055005879445685885,,,0.06898092335309162,,0.09444443490385485,0.021933793615906083
GHRL,,0.033582508727789784,-0.01881433151246178,-0.015510699631739504,-0.03039901399914924,0.006107380846954739,0.03571096832849459,0.0012353290334292152,-0.04643281121443482,,0.1056628679644635,-0.026388471973203324,-0.034092190846395545,,-0.01998322881152915,-0.016248128517666806,,0.012094919615820583
NPY,0.1064849489091681,0.008427259441617076,-0.024964696152496163,0.1371641685021187,-0.00990605637667861,0.1465815552787725,0.011433159229019454,-0.02220475209822029,-0.02056321319609913,,0.07164309424035971,-0.0642349556013104,0.008309162987475863,-0.007049007355693508,0.02198132939879033,-0.0009910291151697796,0.04518359446756191,0.05202686399106455
MMP2,0.09420783665120923,-0.017104831815054716,-0.004875997735726157,0.05298432357032219,-0.03785071068425481,-0.03273538590067123,0.041239244309051314,0.010215653271671154,0.08068433167394518,-0.004924924327327387,-0.131573371778608,0.014049310544599684,0.0569637672777308,-0.004032440782214205,-0.014715993200423279,-0.0096382418166609,0.0327888597954214,0.04047277047763171
PPY,,-0.017671033761630123,,,,,-0.020012536766962925,,,0.11661289345484138,,,,0.009703470739034326,,-0.03294332678986013,,-0.03295941264684526
ALKAL2,-0.03383200478801238,-0.04060365763864502,-0.011906085457181073,,0.012922395509545088,-0.0024486218199035585,-0.004803590817097383,0.045166096505342715,0.030005541594159024,-0.017180327009946008,-0.05568245260324494,0.11661317136076842,0.0332907207238354,-0.02170416871180725,0.025138793658621542,-0.018497605571749752,,-0.025084918057447416
CSF1,-0.08514672138292918,-0.023473141876073363,-0.007355895539624305,-0.07149587407632864,-0.02786807751468809,-0.04109376389311532,0.06372791458407968,-0.009113779269381391,-0.020375696744716152,0.033755386826484116,-0.07726467673279461,0.09266121242065675,0.07712201270062376,0.06382893308801438,-0.0037447984740448664,0.0008751397043152548,-0.11689966934852705,-0.0435058589868724
SEMA4C,0.07554881654485177,0.02722073816037055,0.08973523077951505,0.05432590982111225,-0.012329773298508586,-0.03219811969461811,0.010531969603286041,0.008859577368969472,-0.09288646976500312,-0.016534794094303494,-0.03529996117189213,-0.0016717999278458879,-0.010684658724172461,0.04422134401652882,-0.0070968407143446105,0.04342258779872411,0.1441649275459396,-0.002207537280802267
ICAM2,0.1313078915383555,-0.031044351893401247,-0.061147807869445445,0.03807052420357074,0.004165660016906453,0.10339856610003999,0.025429379823394424,-0.03827145834185877,-0.045917023878656295,0.03207337180280792,0.11035283699031445,-0.01133479991065338,-0.03854646494071763,0.008023912049659458,0.027817185289357876,-0.022086236630115906,0.04068249839216046,0.0639950475566252
SYTL3,-0.025297354608659738,-0.016003021343354504,0.035677131381255674,-0.03609944904207555,-0.039275660005110416,-0.01418831626594033,0.0039053419385858294,0.02741975065134701,0.00046989937854856453,-0.02936377756303733,-0.052934241737632406,0.05225002289486089,0.027644585213112353,0.021245771670108694,0.0782635524102428,0.011620400042983696,-0.05710774966258757,-0.0006752386402448453
IL1A,-0.05177792493410144,-0.007975977431262318,0.03477950454942764,-0.05314364280985112,0.03155522841885609,-0.07148152400425423,0.0681015956606868,-0.006101757575395434,-0.01633434247459097,,-0.03258543531837523,0.019488374135919577,0.0634486255090978,-0.03467204466991011,-0.0124396037950069,-0.023959265548120515,0.0801021299570869,0.03082389188634169
HLA-G,-0.026731830386020842,-0.03331621808695337,,,0.07958145439543932,,,,,,,,-0.03175249684021596,0.11347113864858308,,-0.013475327918037074,,
PGF,-0.05480495850746768,-0.07947576073166762,0.050103878713944956,-0.05041799911848825,0.052082931211806065,-0.04796926569823126,0.0064598130602764574,-0.029898976861234536,0.003426987895754975,0.030842235492370623,-0.08612727919727899,0.021808688085371376,-0.09098559208940962,-0.06242682849240777,-0.07520779186179923,-0.031785220031358856,0.1531418088977129,0.07168290377015703
LGALS8,0.06283122397521079,-0.01626609618015302,0.04056701878252153,0.021844412310599748,-0.0641575159356485,0.019698962768307453,0.008508690941829308,-0.016893690626917413,-0.027147131010064208,0.020233797997659685,0.05959370151328415,0.06328825271555498,0.10672612514612856,0.012530128359402384,-0.018937597018689793,-0.0015035268504776805,-0.006300369534561046,0.039645171039670905
DKK3,0.21134357825061784,0.05060207794448659,0.057891940285444816,0.16111612355560487,0.030048108087695553,0.07769011405537718,-0.04144414856428249,0.12114353853139698,-0.008195870925378428,-0.030432396774334104,0.20595155118396632,-0.0339799705149198,-0.11491720769015894,0.014092806634100225,0.02654232568497195,0.04852224366554031,0.06968986369758005,0.17322777091372246
COL16A1,-0.05613353354585442,-0.01803263768590517,-0.04716477886494157,-0.0757753583704154,-0.0006654033593203607,-0.02656468476531685,-0.0002497246032937566,-0.02485800827385065,0.015585286727516696,0.006257423164874161,-0.14648748788388646,-0.02663476797536261,-0.03728543122100714,-0.011523660913432637,0.03294312616930736,-0.014476404278172388,-0.012277871203864492,0.05013004115866319
TPH1,-0.03447222693991928,-0.024462565280332017,,-0.027655335455106126,-0.023377465086503367,-0.005944116190428428,0.05781244596156558,,,,-0.02040332666568685,,-0.0018664993316700458,0.0388059557576271,0.020001701149762713,-0.03209949560890182,,-0.07879108812792722
TNC,-0.1422643121724184,-0.09037134278073311,0.03186714274489116,-0.09198441401970962,-0.05507021403910289,-0.07242803404122701,0.04485806573064797,0.004998676226427596,0.06250228101737323,0.0330796600630027,-0.18852465581812994,0.12070588878163177,0.026493498654389804,-0.005266393876977132,0.012513079493297026,-0.005471022218537414,0.04073665677935044,-0.1318108243526134
TNFSF9,0.2298326679885432,0.03158182151808658,0.028681686722262744,0.10731427472542023,0.054168274315562835,0.09119769073752405,0.007268274285583041,-0.016869441627783408,0.04427196085507468,0.027409450420187078,0.07075638117397622,,,0.00708303586185648,0.04491817236488095,0.027679483962983677,-0.08148786966645491,0.11125439770785904
C4A,,,-0.011732913545883518,,,,0.02593281427563104,,0.031767369519920735,0.09547314047199428,0.05583139804820399,,-0.06120361144160234,0.10561548945211822,0.03383831938820715,-0.015179421799398452,0.05634303293630455,
CNTN2,0.015468397722808815,0.03651341809484599,0.06469804420643264,0.07402413170289067,-0.03237487024555159,-0.03735929523762242,0.03511467979738197,-0.020938014422307177,0.026571571829902853,0.03878509168756233,-0.028933777886810938,0.07338374862056109,0.06634574020691675,-0.014084217332604976,0.06121659947132905,0.0015662847574720346,-0.12220010561080802,0.1288447132236573
F7,,0.006631125911667043,,,0.05333933788012113,-0.010173825463001378,,,,-0.012611539152609328,,,,-0.03244828562785745,,-0.01502100207295052,,-0.01889570656008416
LUM,0.01745694844031476,-0.050522736173985686,0.0019092862780072293,0.0005135112166995046,0.008821990748409708,-0.07104440009830128,-0.015160606745546194,0.050223623608800026,0.04059238727750453,0.02265556727892905,-0.05114525760428857,0.0055949182260155795,-0.012187452902107274,0.03954397248702372,-0.03938531576794241,0.0017812824651935223,0.05978319930340788,0.06627565752956714
BTC,,-0.02165131523939807,-0.018359925824320108,-0.041324648557425715,,,,-0.03883227855520987,-0.03916302927656638,,,,,0.051235474707107764,-0.033177349355822026,0.010514760388123203,,-0.01070744330506669
APOC1,0.07659218511872601,0.07594773882028041,0.0161944655274971,0.12973339210690651,-0.05683592013497736,-0.07223879072888764,0.04553057442131878,0.000992731983476412,0.001570952000827474,0.018572799332716165,-0.09559208293253958,0.15167360038237265,-0.05345285849096772,0.015463199326475868,0.02404612559015764,0.04623830914602023,-0.031580086743436826,-0.0643141991488906
PKM,-0.1703455696763607,-0.014096705298454077,0.043517591019781754,-0.07818565909609491,0.06991618503129225,0.02442792090936393,-0.026516495364591625,0.008110311043741728,0.024230433317209733,-0.05669007932899369,-0.1270710097304364,0.03966299860903221,0.12397786058138964,0.04180875334971494,0.015237481515018289,0.010219181408288282,-0.027747552802221066,-0.061394904911707744
TNF,0.1101727850781693,-0.0035351028253502283,0.023488783370233825,-0.006749012056235737,-0.049879750283381,-0.03814210580000563,0.02581268129093183,-0.0117240713212294,0.04205364443239623,-0.017952703955133115,-0.042604439027999826,0.02438043824387043,0.06210150426446808,-0.022784992622255994,,,,0.07674257543471952
GNAS,0.1788736050569482,0.04778230961050881,0.02021771905358487,0.1659614874654126,0.04844715093946842,0.08806672664436492,-0.04261818524485109,0.017363116935372274,-0.023231621579956823,-0.07386997529200058,-0.14929253934070166,0.024987001721235604,0.07040452467285616,-0.044705855793230415,-0.05905729879179705,-0.06737433228066549,0.04969881894610706,0.12072262268418998
BMP8B,0.002487926391797661,0.01726439675274254,-0.021460042898642378,-0.014464329099099312,0.07199739636980511,-0.06785403816871019,-0.016193356199581208,-0.01605158330120077,0.009801140260724546,-0.0034615026728530627,-0.04333564607415939,0.038339239786505615,0.01310055568197151,0.054573556317282404,-0.026457537290971306,-0.020071306632811137,0.11480286255921629,-0.004727932422694017
LIPH,-0.03541340674467919,0.07315910704275709,,,,,0.009693820706633017,,,,,,0.058968345388065786,-0.02313251661965041,,-0.0238540156706411,,0.017210746401440196
CCL28,0.017559040875585828,0.03767422167408457,,,0.019275236372504476,,0.06692527846615509,-0.0189856336331444,0.02865403893355915,,0.025684816964554893,,-0.047399631280491065,,-0.004387087167074163,,,-0.010978909959646017
PTPN11,-0.02908640491850634,0.047405399913961956,-0.018784174281860806,0.03921250654206472,0.051534917430274094,0.04168988591452545,-0.040638048542174184,0.033513561609820844,0.014797107620205393,0.00766692283561427,-0.06125886443395681,0.05231537039795683,-0.04625470079653078,-0.027974996178713695,0.021332414416832108,-0.04736692283673632,0.0064875902934661235,0.008479331541392975
ADAM12,0.00424491604038474,-0.03053210400201196,-0.013971632487726936,0.06966009423837037,-0.00599072957528533,0.00024644538685453064,0.07302945794923019,-0.018348434656180097,0.03879785192243121,-0.0023313217352829638,-0.09160607968907933,0.049046997619777016,-0.01803020608855091,-0.040825701966450204,-0.05109064671307155,0.045929893417610376,-0.01440453978453143,-0.026810569417970387
EPO,0.042525622499530825,-0.032869725986789174,,-0.029675578584635424,,,-0.020012537640514107,,,-0.011466898045253518,-0.02040332966198447,,,-0.02512250382400535,,-0.014371074437041529,,
EDN3,0.07675365659662428,0.02093985559694547,0.005589679273727048,0.1593417207139066,-0.029121061077646494,0.006881183850600943,-0.022211795927947184,0.008288892402827933,-0.0396438743190395,,0.1440849512371012,,,0.008090191201736692,-0.014404701923609585,0.0318614946832559,,0.07623606054249624
CCL22,,,0.028130878341554817,,,,0.03286483504844547,,,,,,,0.0014128107215971768,0.055636694505256754,0.045524524012155676,-0.00711358091015534,
CCL2,-0.06114614039238628,-0.03296353484551881,0.032965593102768864,-0.1265664990165634,-0.06304820346996748,-0.07156705340576609,0.1262012339592119,-0.03526438269214471,0.07655802027767526,0.03268318104789728,-0.045507344775110356,0.12694496374535089,-0.01099514285238056,0.06442299514946603,0.017020875538443742,-0.03591491662509169,-0.008464657382943575,-0.07734030549198814
DSCAM,0.05365035151851399,0.006056782492452255,0.009324641300784696,0.026660441112476677,0.006491623425292283,0.0064219400748016095,-0.005331943775216395,-0.0011133451805968619,-0.041183255779131005,-0.01687038408947796,-0.0492993999179222,0.05397679749662023,0.1052486208922664,0.052969872462916644,-0.03577325699905031,0.02250272870866539,0.04196701960209247,0.03567056138512397
GPHA2,,-0.027264765299785686,,,,,,,,,,,,,,,,
ANG,-0.09794563439371025,0.03427529867125221,0.01605114051996107,-0.03506270727226305,0.000858087557506827,-0.0410478537359583,-0.0026536181273579484,-0.04015429829325043,0.0438602088573775,0.009334117441937882,-0.08982137195628503,0.0024341094340236064,0.04444805343055532,-0.015589527334841133,0.0511789158353934,-0.06504175729579136,-0.03531755055735881,-0.014250409023765565
FBLN2,0.0503450660389607,-0.058971626093705744,-0.0013921485359337836,0.08012773346750542,0.046529268238487353,-0.038268321841119224,-0.007543737185043082,-0.0348423299134227,0.0074829964342674315,0.017855129599618533,0.03846443020897886,0.03974844225853773,-0.0896204128457708,0.06020292395632429,0.028063530252357947,-0.023961647533098405,0.02058928761779587,0.03147859677613994
VTN,-0.03350785439665704,0.02509423284354501,,0.022169692411956966,-0.023377457442051202,0.029574406982441535,0.0028163014276000246,-0.025316723662940476,,,-0.016953938536505127,-0.0466506747575357,-0.04525042578230466,-0.012836796533227668,,0.0014052178183920673,,0.06327451813348142
VEGFA,-0.21866852129693828,-0.008461986309028122,-0.003179027343635388,-0.14530644915240928,-0.0019792687396634374,0.0013175339776489684,0.04834994417281583,-0.040576856739384964,0.037788098902238394,-0.03837375109677711,-0.19016583239396284,0.045725332601551406,0.06497389301496173,0.01907084211863685,-0.02737888340712642,0.051415351193709984,-0.0490757953302823,-0.14297148867502224
F10,,,-0.016931176526347725,-0.0016909067491047416,0.034510932899823134,-0.0053785512458699855,0.003171753873434246,-0.041894058728505074,-0.05212311198162648,0.018278520940818086,,-0.036195923814757475,,,0.09603786131726051,0.0047970338801001395,-0.03880701695353275,0.11148913463910355
SERPINA1,-0.01847188942085215,-0.02281925859614081,0.002916766899888298,-0.001601176980052681,-0.014701209400657852,-0.05619757028359581,0.07153798489171531,0.008862646122353464,0.08580418875969253,0.020559762154146247,-0.012423392201069151,0.09035679150674819,0.08741774844754467,-0.02797610435715528,-0.0066984868434531225,0.02642608358661431,0.052595981549275014,-0.023358818540752096
VWF,0.12334646489655295,-0.0369510632765499,0.0799742941453814,0.09488618118870833,-0.03332441224567846,-0.05576270180431959,0.05719207728624,0.003717051827645741,0.07678002337670321,-0.00244912974912956,-0.017493442210961684,-0.01637110088672623,-0.020911593227150773,0.016897149719832864,-0.03731742665950558,0.026034509968752974,0.03590709226474064,0.12279459691637536
GDNF,,0.03537988145186154,,,0.0033985131351157967,,,,,-0.038102630945224855,-0.020403328073038598,,,0.06311506997220592,,-0.02012386578441226,,
VASP,-0.014625473945957382,-0.09203747164594117,-0.01723004642220301,-0.051968137292766114,0.002388689885066712,-0.04108740032275223,0.05239488397933524,-0.018634172574636267,-0.018188361282755326,0.034728793463091163,-0.003558738972104117,-0.0019514100195007285,-0.02625910081565072,0.021783379657712917,-0.11353131750932481,-0.029321150428494598,0.027119570298587806,-0.04052913307297324
ADAM15,0.0030882455666866827,-0.04053462639691963,0.05984643283349299,-0.05764434088767141,0.06295244894042233,-0.054004799631187934,0.000595870988771985,-0.03289216612320165,0.045551606827753825,-0.005275694491668215,-0.05666660228187285,-0.013561534285461198,-0.05300500697017296,0.0494512261899789,0.054376954611761306,0.012862055816193532,0.05880629919623355,0.0016085497336586292
WNT2,0.2595239901776084,0.18316755221744185,,0.00564568151014073,0.04041958062777674,0.08385488591015126,,0.03128198324474347,0.10267814871811427,,0.1057992481051063,,0.015923901349606275,-0.001360232509459164,,-0.0172556876780893,,0.014396775856331446
CALCB,-0.03150107361944931,,0.008214750523176929,-0.036139425224920474,0.008567599406456782,0.09970206335182824,,,0.04776876925620639,,,,,0.03835467673180208,,0.047224135731674895,,0.006403180944123276
OLFM2,0.06254541422243638,0.04322059119170578,-0.06087441778318062,0.057484959433905844,0.01896581187496011,0.026504478710844912,0.035975556066334353,-0.049890235570452454,-0.048722460436330675,-0.006727944043388231,0.02290850880436888,-0.010689910842193336,-0.026792181289699332,0.04845608916703251,-0.05492167175694954,-0.024992623891361015,0.05908846355878133,0.028309065370319964
MFAP2,0.01682996724471777,-0.053943545893924645,-0.012461750258754154,-0.048359547829878224,0.040780059053442376,-0.01351680758616345,0.020078356119595447,0.020033021914883476,-0.044604448359858904,-0.00231749481862409,-0.04040438643980395,0.06815971863744952,0.03742556077562688,0.019373984077440072,-0.0056558663630156625,-0.026475542818352304,,0.06420523757720034
HLA-C,-0.09953353113850036,-0.03563148654823272,0.016085711707416888,-0.06118267713558052,-0.03520813827951905,-0.08658658666951993,0.029753178374139832,-0.02245108529186734,0.0345918121704326,0.04303505165725153,-0.16812365127561876,-0.027440092385382107,0.05850263689623247,0.04298304624696104,-0.009594607657946091,0.034363449343479346,0.04092370030931032,0.016689264991311667
THBS1,-0.059217660004648814,-0.05535889321991343,-0.024302419242040192,-0.05206259123842179,0.023361877009059628,0.025797440945881732,0.02029417979891904,-0.030615076116604346,0.07822327132189681,-0.008849684051006343,-0.014177336107691946,0.04641726232567987,0.014484234846035535,-0.025230559820066778,0.0028745151024058826,0.08382885043522542,-0.030297257750854654,-0.011137238842270959
HSPA4,-0.004346270993256549,-0.03448568203689603,-0.018395888232558433,-0.021457845907649764,-0.038625632800029126,0.07320973939067295,0.019120295276248787,0.017893437465031116,0.0668333753539451,0.00043294440688333415,-0.00952117012970838,-0.036227598872985704,-0.04375046565001194,0.03790992903722029,0.02047738774675858,0.011417312601018031,0.030528955734373704,0.026531199383842328
