,UKF243,UKF248,UKF255,UKF259,UKF266,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,-0.014175007742559217,
BMP1,0.016488156896244822,-0.03941706260983108,-0.05796107769883757,-0.03524582561313281,0.0497149357395216,-0.0027973505269520576,-0.006345712982891288,0.043031140759954074,0.05838120944203948,-0.09157672515180161,-0.06747277297859926,0.08416848206251094,0.03149723213267732,-0.04486719140257043,0.01170475102410663,0.027540186060404127,0.06494959300229243
NDP,0.05832116273411184,0.01135013744913951,0.03728460977353331,-0.014584000250318323,-0.056264900271529694,-0.025458388665780023,-0.005940451199229622,0.06553179807302174,0.035754431554161505,-0.10127605975627267,0.08734463812160917,0.05354656741998966,0.023372908375405073,0.05553099057833257,-0.05140077932205024,0.12163027424462047,-0.004516961119564876
TNFSF18,0.06384994288484738,0.028581162562481627,,,0.07970920187874292,0.0215750285235953,,,0.006541534238639533,,-0.005535252482757354,,,,,0.01850051237427265,-0.031463139836881995
RTN4,-0.019932487903687797,0.032517054634216155,-0.003678926871491801,-0.03179371242590556,-0.08538731599564021,-0.021615286706099832,-0.0013397593490950964,-0.01901006812850903,-0.038111287381615615,0.007326517588397057,-0.01232133597916897,-0.035518295785414065,0.01020741359195767,-0.020782005282745937,-0.04040142098885298,0.024183998484680086,-0.10958852922366447
HEBP1,0.03471602760147653,0.035250840151154164,0.007867002360068891,0.016068124566060715,0.028484380580921485,-0.0176876641438831,0.004013374535675503,0.014548360325795895,-0.01775035019553678,0.10764463664297808,-0.08499042237132814,0.02858305203065519,0.020236508346022614,0.020176708801569385,0.03575308321651983,0.08711304456284058,0.030557511748506964
WNT7B,-0.033341618570623836,-0.019739837133912124,0.12004855600549452,0.027487937135332825,0.03771682450938132,-0.009564957052214036,-0.01848203756107445,0.027619440281897376,-0.04041912450522992,0.0967463128451202,,-0.043229248071925234,0.06985732468784951,0.07723550526172493,-0.005500868971182168,0.11556284677311242,-0.003510232327615639
PTMA,-0.053367993708749444,-0.04875641620219842,0.013744586020961484,0.08486940355851286,0.11811944863142061,-0.028760380945771564,0.026840108339613988,0.11801484849837443,-0.013146191688116756,0.02676481374162767,-0.1283751852096738,-0.1150552827238078,-0.0406518883779987,-0.02470952090872561,-0.007186640681268937,-0.07777279066163574,0.04894255542040294
FASLG,,,,,,,,,,,,,,,,-0.03289618723452492,
CEACAM1,,-0.0211289884589928,,-0.02221588341823456,,0.0770870409100174,,,,-0.017434978552058493,0.040097668759486144,-0.02045502110393311,0.012912378706425481,0.06077453734671908,-0.020338007799156177,-0.006564701718255228,
PDAP1,0.0029431582492904953,0.01741050323058831,0.056735734432861895,-0.03979332559495892,0.049598829665436064,0.07290104811095492,-0.017328105726855655,0.041869095766130675,-0.023805065278830577,-0.09982774363728131,0.008118651084715014,0.09587009891512249,0.017528974076828553,-0.04568312542213625,-0.03794506056641108,0.03489629852974831,0.07087484866854483
QDPR,0.03961181332455216,-0.014374359942055654,0.035545102805088664,0.011977319485556717,-0.038041809791505746,-0.07126639202207931,0.02195749658425335,0.08500942571224025,-0.013866636292237213,-0.12466500480204905,0.05497657105670045,-0.13814219625309399,-0.012400135712156165,0.057115300827832165,0.027389161013416465,0.039903711507926154,-0.054804921106645775
POMC,0.1260311381236425,0.055442148996586775,,0.021213278994186853,-0.012130643350407672,-0.018495639031284285,0.058660345491934385,-0.02604843696404524,-0.017491735832589714,0.008474320713872278,-0.028727963491752346,0.078895764975479,0.0014783920092032807,0.021836015479548335,0.012494006396346898,0.015317775974890147,0.03416446354440466
CCL18,-0.02326925979305303,0.013514417121864613,,,,,,0.09521845740568301,,-0.021522016012145203,,-0.027487633019253905,0.013905633941499223,0.04196405360990631,-0.06378261652287638,,
CCL17,,,,-0.017422886396478116,,-0.030712734154594475,0.0026388638620626673,,,,,,0.08493041545256465,0.009824452890631268,,-0.029816698840882668,
VEGFD,0.020253182993086344,0.05243893830245475,,0.05441113273484778,,-0.024248004448987375,0.018459855440948008,-0.017599376980676366,,0.027494824046630593,0.036032983964646284,,,-0.03180776297125936,,,
TNFSF13,,0.04977850161280259,,-0.01925820371410062,-0.014919217313811848,,,,,,,,0.014887609039323074,-0.03288594330396607,0.010468001634178197,0.03413763794301513,0.020816893859377794
WNT5A,-9.374063505013238e-06,-0.03670234719149217,0.01942255539288307,-0.06903974024097774,0.11526868421427205,-0.019809947355985447,0.002085135527870152,-0.03325062684145553,-0.02645256001595105,0.017827938930098014,-0.042564773410234916,0.03303553217206157,0.04278400075916293,0.049422392977821125,0.01744612662482655,-0.008676406430028797,0.07934696054642572
CXCL8,-0.03378885837585419,-0.005447537270624328,0.04123814492664981,0.10787058021130068,-0.021221618981060262,-0.003195547406060124,0.02149856105728285,0.043088112946412904,,0.2705353813262255,-0.009964724719635764,-0.048396305672212724,0.05552650820439958,-0.12515947055286697,-0.028987419097339664,0.010085261078162043,0.09641922545447598
GRN,0.026141420704154605,-9.295032359749516e-05,0.028872437532105433,0.0018787175068931293,0.07276198201900157,-0.04903092538528019,0.01285829376291562,-0.026234856121587852,0.021742992126155925,0.0033941390912363293,-0.004639047073440485,0.0960027065017959,0.01345944729161048,0.006738849153779098,-0.007690163805157297,-0.08932633939176987,-0.018906163613967315
MIA,0.02697693618393351,-0.008160327460354395,0.013310262825353365,0.007838910689010707,0.040729561773352345,0.0045658382416679105,-0.01908316532046281,0.024115864472202153,-0.03719029048841959,0.06494468953260095,-0.037662210719722186,0.057056770633461894,0.03565053311576692,0.11929559095508156,0.030782846978665287,0.10128905182504196,0.07072036144356543
COL4A4,-0.07028111287015125,-0.031666530249576115,0.057869617683370594,-0.049710521244517046,0.0370734686949027,0.030986115402912275,0.03835759151380043,,,,0.10765908595848979,-0.014075913189460255,0.10512086286607449,0.031909583098734054,-0.01131301168938254,-0.029009647474506867,0.05634002164922477
TAC1,-0.031053980438472115,-0.04093603861274949,0.04466378260656995,0.025077966648839503,-0.05291502921500205,-0.043024836917910855,-0.0023698725372527708,,,,,,,,-0.02412440111688847,0.1139295787216115,-0.05349339703356339
RARRES2,-0.026559281748703,0.0093430969109916,0.013857535824785801,0.005117925413602314,0.04005994693795466,-0.03965368556280636,0.07489167763350671,-0.02741036456616489,0.04752419180250462,0.091514510275419,0.023706255333914694,-0.04444919060427539,0.0862013706073726,-0.013991462516476422,0.020771333859374574,0.01402380291713421,0.0809145487482573
FGF7,0.058876080697991495,,0.04089951972336125,-0.03751892589946941,0.1465285470719975,0.04743662785711084,0.010483015794484489,0.05418147114714865,0.045995821360970926,0.07404126692622727,0.016810191827440733,0.03170383352028302,-0.05139494973431359,-0.05150778293456964,-0.05230352771320943,0.1145485192890215,0.02232220123567024
EFNA2,,,,,,,,,,,,,,-0.030231150030805856,,,
HBEGF,0.11984215027933383,0.0458182904491144,0.03601200423100449,0.020597284508069257,0.05162542180995672,0.07842711995146096,-0.00929653743661236,0.09205740605919747,-0.011254790735684507,-0.032383933384761365,-0.008550262575941965,0.09058054422426569,0.010625769910250481,0.02546121315209288,0.024769790419043557,-0.02835888408032119,0.13662924392117234
CSF3,0.18230630918924548,,-0.02714930188747173,0.1978870407140185,,,,-0.026440005832458785,,,,,0.08631444188905608,-0.07546287943425216,-0.02915731232482254,-0.003720537414658258,0.034884807644265034
PI3,-0.053633543854876974,0.012167124412782946,-0.0027472343161844695,0.13836118084071247,,,,,,0.0009868310927440027,,,0.0632785668556861,-0.10584267652145428,-0.024754150479758187,-0.009330723490644911,0.14144420322666637
PCSK1N,0.001400676454363502,-0.07336513917290995,-0.01680119149722248,-0.030330177414774742,0.00731193981068411,-0.008911621034349684,0.04709236829877648,0.017833178239906777,0.08845697992779676,-0.00403812388425641,-0.010858441155033633,-0.018107305257280052,-0.0339463245795823,-0.012332575907571603,-0.01570591251154563,0.014684096872841007,-0.13595778028579725
NTS,,,,,-0.01732884064845298,-0.003920210253180569,0.025239278906022518,,,,,,-0.04417332814961038,0.01092557017171177,0.08240761020152987,0.02438154063262052,
