,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF304,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.013741816214682123,,,,,,,,-0.028667292937716048,,0.0043164127708635565,
BMP1,-0.044738361052699925,-0.06131076582886288,0.014991097697653331,-0.031663594544050565,0.05035362933745784,-0.022416088058932263,0.06501344846622802,0.22771518980984246,-0.00871100329491487,-0.04937338878516972,0.08927712412726398,0.10979811568734546,0.009188287533697033,0.06945900942840634,-0.032326340656385746,0.05020250210639058,-0.04972163218174165,0.16770199805787991,0.1666489969021601
NDP,-0.02462725368451932,-0.031916528565795015,-0.002741065458916045,-0.004763478571442623,0.026578604267279034,-0.01953999916339946,0.048333524844252414,0.025071733933760564,-0.014574405322578064,-0.03592477806689748,0.08099130579040212,-0.07836261347525435,0.08539562576823541,-0.00874032598088498,0.09620508240260507,0.08832728280530866,0.05058814226976768,0.05141667674733812,0.0017835514707407176
TNFSF18,-0.02472775136341075,-0.021544814657373842,-0.009098067207193838,-0.005805870711106722,,,-0.020956612840582207,0.03143758916854036,0.043856829956892295,,,0.01986472285190352,,,,0.15507992872334064,,0.08770969854301097,0.05488197019903727
RTN4,-0.02014787481351653,-0.06167108611197696,0.008216768024882418,-0.0015144248566597554,0.048066325420566,0.014437179923044411,-0.09941243059067514,-0.2383463835048724,-0.043677590318372844,0.014531155588010597,-0.06478012905547097,0.012137543649401868,-0.023255374141590283,0.0419039968477653,-0.07708241876869426,-0.07551371451004794,0.07072484692400742,0.00601549593824672,-0.05726762823912401
HEBP1,-0.02645794079847293,0.02176169742643297,0.04301544599749392,0.006798598471845673,0.01710881816432625,-0.017223403832103044,0.08052727545876523,0.11016227612993348,-0.015301421600682475,0.0002504035123605385,-0.003844107223165864,0.12154690227674665,-0.05206982750335955,0.06241756334127638,0.00486680144328715,0.0045013067963115515,-0.033765138940817487,0.07960789538573988,-0.0002926700320767649
WNT7B,-0.021784374456455067,0.045505779775422,0.019801910241409246,0.0022873875637196995,-0.026697383409848265,0.019316304052596222,0.007208897515084272,-0.09661248881638493,-0.010305052003951033,,0.015122836444109214,0.011181810613684734,0.020617387063069433,0.05751871726386558,0.012176417963128183,-0.020625369152708937,0.009173719628913553,0.12194237326073164,0.09629611760223235
PTMA,0.00999452832476969,-0.03962926027369049,-0.011377650776899574,0.019764672721876826,-0.020260138193597253,0.008549584347240041,0.10260903315891631,-0.05537851257320027,-0.05105922888135217,-0.03763905686711707,0.09402014075958928,0.07327008432391385,-0.09925378446756751,-0.062184924641073155,0.008498272629452979,-0.11259453692666982,-0.105993731347769,0.05221796341863764,0.049725498712991055
FASLG,-6.859679006023097e-05,,,,,,,,,,,,,,,,,-0.028836491161769073,
CEACAM1,0.031067178671856533,,-0.018939015276491465,-0.018706926667571334,,0.009955735974293556,,0.06899039259258083,-0.023932967014716013,,,,-0.03347698940021179,0.011365434166997868,0.05651736278006757,-0.029887402654964746,-0.025640813880574487,0.008652389456681545,
PDAP1,-0.044410236344324276,0.007935385445275734,0.007147254167146727,0.02431132452637572,0.023786583737224882,-0.020134335493219472,0.056780015911165174,0.13720622149460865,-0.03183272325708482,0.0006438000514474173,0.08030818664129041,0.021064524835050107,0.032664969395778405,-0.0022768806443553002,-0.00946467381476527,0.04944021833631242,-0.04178030766474761,-0.06450379007432651,0.060181404621630255
QDPR,-0.05592829345935684,-0.03399753184199916,0.02276190555482677,0.01136405628033242,-0.03691148878392391,0.007542206762919697,-0.004316008339244555,-0.222591610367769,0.0008562918760021672,-0.03537040736783038,0.010491150162139733,-0.0302953698827149,-0.13859112826234907,0.004697508881561456,0.05788905332974228,-0.08848100378173314,0.0510568559795092,0.05271481814292149,-0.16488888510588168
POMC,-0.0016531117245043503,0.017051423876077217,0.02585076869744353,-0.012261373366540746,,0.0038120825347475944,-0.03453360702993811,1.1428701951877698e-05,0.021720925171303876,0.0037956495567381767,0.006124454445778344,0.08171209968620016,-0.013550282482249317,0.039759720586874533,0.034400595051811485,-0.01747954393894641,-0.005986691086215823,0.06295501449802775,0.038684628748850966
CCL18,,-0.028893367961260064,0.046048446180506,,,,,,,-0.02537956800818618,0.10269410255895585,,-0.023735735899255064,0.11037983344213723,0.07423471007774653,,0.015792766460614716,,
CCL17,,,,,,-0.017867073652733156,,,0.02751757946991938,,,,,-0.0272243941018552,-0.03669675614844984,-0.03779616977165452,,-0.013620836339114309,
VEGFD,,-0.03255438060139672,0.01147330509489785,-0.0010518686005626763,,-0.0049366654574261384,,0.04320203990001159,0.07214819167179135,0.14033217781596208,-0.033800170197469684,,,,0.020875260260699444,-0.012795399186197055,,,
TNFSF13,,,0.05646788848306077,,,-0.012324307528739246,0.03614908206701815,,,,,,,0.023194655167398385,-0.003201220391023013,-0.040531504161865205,-0.014989830645267722,0.011471204331039635,-0.059871273431932895
WNT5A,-0.00859198656980361,0.02613654867821907,-0.017686216437218023,0.03776985283230365,-0.048640708573561044,-0.058298726446374356,0.09909443715695365,0.2180235476711585,0.044992368698996275,-0.06479305547384855,0.06523399818599686,0.02331060698858912,0.08513194581749199,0.11575048275463126,-0.06594481107406833,-0.07200165973444166,-0.02172048233889127,0.03678602924782771,0.06820086924104149
CXCL8,,-0.024116019634914016,-0.02363305202488881,-0.012388859954949212,-0.001160886469487557,-0.05291067581053592,-0.0154853179386451,0.09011960899110268,0.04326103401942551,-0.04517134774335595,-0.03885509903260359,,-0.007153001780013551,0.03898893900849594,-0.07975909646936791,-0.04446730193911466,0.005451182565150719,-0.026497088187191698,0.02619840055946698
GRN,-0.021635789287513488,-0.05551687751025484,0.06559312438385044,0.0040107124697066785,0.009885150028708278,0.017784403510693454,0.07371444842465479,0.20875760624074566,-0.013917718218540263,-0.02842714387364895,0.005268254210502475,-0.04914856522638774,-0.0044002689207919355,0.12598419511069534,-0.02534182934933213,0.07927254434463317,-0.06136703380955891,0.04258329198834268,-0.014154425591241514
MIA,0.03908185687152554,0.04355241741797594,0.06892119905472875,-0.023828638044282785,0.031624406518305594,-0.0035436193377078773,0.05548969791049624,0.08877928603900798,-0.0006904052264157391,,-0.04583910308701702,-0.07161054262332237,0.022329043708647505,-0.023785560697943464,0.13249449572498997,0.01601070310159431,-0.008310740928203851,0.0725166224785164,0.09487648982694404
COL4A4,-0.02522896716462581,-0.03277166549718289,0.023811806485138826,-0.03212891831274598,0.004913467061314841,-0.014226171094565306,0.05572669597550665,-0.03871545360353177,0.011341633235149593,,,,0.11183454515214028,-0.06008722149377853,-0.00011068082517725418,-0.01069872274549089,-0.013892672487025798,-0.018171930512938046,0.036706443567768456
TAC1,0.13014161398787832,0.018537071486472764,0.0031179271227226454,-0.033228761733978346,-0.06466849833869241,-0.022884688628439676,-0.06530019098010521,-0.17360914856602117,-0.04431282550722166,0.0010788722594678914,,,,,,,0.01783866545472327,0.048464367614458916,-0.054472654974913326
RARRES2,0.048026228435230016,0.004279524383917511,-0.04888345216161721,0.04207909018040095,-0.028247180022847353,-0.03694646941501189,0.01891259634736528,0.22472983926222276,-0.04576272248976137,0.013880826284672949,-0.09632271837737742,-6.385104316081212e-05,0.04018020588353732,-0.003788244750519357,-0.006922230145974587,0.08389031696647434,0.012607957892661614,-0.06980470009669829,0.042585489605094534
FGF7,-0.04078656008224873,0.1329090808460447,,0.014930856889170454,0.04015667066115461,-0.0316710458075668,0.11027679408950318,0.10771376137705697,0.011186261301455334,0.0552975057870168,-0.0035899659984295453,0.04730229740831111,0.013116546507613123,-0.015959628404503087,-0.010919625854462156,-0.014610454909129388,0.007761346051341741,0.017388079510138786,0.03874867665834364
EFNA2,,,,,,,,,,,,,,,-0.021901534445187498,,,,
HBEGF,0.0029359806913713915,0.07919780186198673,0.012764702763679758,0.04122501477436845,-0.009424054624505582,0.02839327960951594,0.032595741027564545,0.12806710007451377,0.06814479302696283,0.020428163021361155,0.050946010272008097,0.08361723002820692,0.06937441326366399,0.018517754755700163,0.032017614621221956,0.06309053162898456,-0.026465394009089743,0.04782024439352627,0.09378570743454087
CSF3,,-0.03277163955175743,,,0.02548424803095511,-0.02129599390963752,,-0.0409602047325891,,,-0.050778882578652096,,,0.0292865280625268,-0.0839782046791903,,0.01697166242700363,-0.0381622486789773,0.10769623736313849
PI3,,-0.03882289398817167,-0.014182685935520856,,0.020275849689699647,-0.01942728473290002,,-0.02717580650842078,,,,,,0.06585587202251823,-0.09500987306701762,-0.016283107977625007,0.005613351342253776,-0.08291388821518729,0.11199791581378545
PCSK1N,0.05230885519894456,-0.04135584192868802,0.004357515173094526,-0.021206294727388282,-0.022185103159048113,0.04754894569327407,-0.051541195517986145,-0.09330060042910518,0.033920551456829304,0.03428110869309759,0.00880693874548311,-0.03172473726374764,0.060545648918329614,0.04676110076333419,-0.03214262430536321,0.007584689607009396,0.0748429595133552,-0.008494772348911408,-0.07068420894963752
NTS,,,,,,,-0.006946946978880344,-0.013307519045321816,0.009310124215554863,-0.01784760462408471,,,,0.043054974861227654,-0.042859498477369036,,-0.029518562590345288,0.07905292969938642,
SFRP1,-0.03169680681847029,-0.050599855952831375,0.0032547757403728543,-0.026546173448222514,,-0.015589712388557884,0.06276354430349862,0.07415117051765639,0.07449845057911234,-0.0378015491160919,0.0559085447769154,0.0004890905487918471,0.08032761677868322,0.05772287858017072,-0.011621499594496308,-0.006501642646309606,0.024648971270428303,0.04484570501242486,-0.003659283210244779
CXCL13,,,,-0.023835515823903343,-0.02498214678763229,,,,,,0.013375545472009254,,,-0.016663518290613254,-0.03291359970201056,,-0.019709688208225724,,0.023886750988607406
MICA,-0.05037090886883666,0.05165085325806849,0.014703033207992001,0.01822504797346434,-0.05626295930518017,0.013714105656719086,0.005755987320239345,0.11016161662809681,0.00719384990692895,0.04534309312183206,-0.004806449980714219,0.10523471098273729,0.04982981875089017,0.06690812990831534,0.062150830295411436,0.01882733013017884,0.006805231376379723,0.08616221832666093,0.040548484238150974
TG,-0.025228961479180922,-0.026124227462533366,0.00949063740472651,-0.025437651115775173,,-0.01682376961154347,-0.027247576892572883,0.028682059488739118,-0.002996700540907548,,-0.005214822816379057,0.03316873520133044,-0.03864732740815682,-0.02347630991212325,0.12592040923702807,,-0.03025372324009487,0.08050389526510388,0.03413152721099152
