,UKF248,UKF304,ZH1007inf,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
GHRL,-0.029434027710789148,0.011011638220853742,-0.043051543631676695,0.14484242392873917,,-0.0014959757424552623,-0.02081809052066236,0.05210281545413818
NPY,-0.00011207231599430693,-0.051590447687694364,0.04672755952966371,,-0.007198748317219691,0.004224251869127869,-0.01837907203143685,-0.04237351377999279
MMP2,-0.020342848455679397,-0.03183574120782895,0.07402944894564757,0.07756519232445899,0.00741946635834758,-0.0702603654006007,-0.008174707985618382,0.03996596516118838
PPY,-0.01862817874833122,,,,0.012449257263895279,,-0.006413990922207551,-0.04538160088454508
ALKAL2,-0.020717751451485727,-0.027866995814558305,-0.020671294571530777,,0.012881061171209605,0.022941645807386994,0.025140127647781205,0.010615620508636521
CSF1,0.025677923494368593,-0.05607098105761993,0.10838535438091836,-0.04742376717175112,-0.026947808790826637,-0.03244303577497617,0.04975422586387633,0.04015854691855891
SEMA4C,-0.02920906595929992,-0.03194052774309258,-0.08749191749254996,0.08011035683366069,0.06377266204527048,0.07534470188095088,0.03387779268440338,0.04679244156666276
ICAM2,-0.01895853961799122,-0.0049455613987950345,-0.024188931580966574,0.02792001097835018,4.085925539418874e-05,0.007201504239572296,0.031114662184165684,0.015865306862361598
SYTL3,-0.035203126006762106,-0.04661163380973017,0.08086245022930273,-0.06641354842334739,-0.01798756572870552,-0.06714790789858373,0.028453258107121144,-0.021002221480351278
IL1A,-0.0031048937922245495,0.08964681150447092,0.003443589968718396,-0.061542846775444464,-0.03376084345374415,0.0026563676215836246,-0.018681372889064192,-0.0379109336908148
HLA-G,-0.01699938295637809,,,-0.037354958410197106,-0.02334390607425896,,-0.023555832766254822,
PGF,-0.061271109451129055,-0.018789581500148873,0.07304341468881152,-0.04792369813346052,0.014258775081447466,-0.004917115983724693,0.02401868223217467,0.023667062008398184
LGALS8,0.04844414348055805,0.025754118762684613,-0.04912204518226233,-0.025803931268205637,0.04376122150312156,-0.0010272456904171351,0.029509670256975023,0.00888313007533749
DKK3,-0.01715729847723021,-0.0434798061060274,-0.011126812922602782,-0.0782722107373503,0.03417370139576464,0.05375601843298526,-0.01017097539983155,-0.029682862279892808
COL16A1,-0.0013167221306799046,0.02659240082981575,0.057966426651121346,-0.03381732757910325,0.04929866688327777,-0.002015693955605567,-0.004251198221414866,0.09976504056297493
TPH1,-0.012481864364389209,,,0.0195354839062985,-0.006030376140236678,-0.0074913193820956726,-0.02243054030692539,-0.03059554914250972
TNC,0.04268002353192732,-0.03791049539534603,0.023847022541709298,0.12373159428916848,0.006377293787957628,-0.041949207100019044,-0.021476340088819528,-0.05699264293002124
TNFSF9,-0.022195460971051052,0.004183117723045884,,-0.036325497678601215,-0.032190441658899824,0.020491596745091975,-0.01685263399556895,0.12246800676579965
C4A,,-0.019713398071143,,,,0.018077683508769468,-0.019448798471011254,
CNTN2,-0.009876938157380045,-0.06053400212108499,0.026030311098909898,-0.043263214165469424,0.06813778918801691,0.052016206828160425,0.04252126225262202,-0.03364530626893101
F7,-0.01217699940311426,,,,,,0.020329894679475782,-0.03767157723726914
LUM,0.0314303626815181,0.06998403535241961,-0.023467087519758765,0.054568543049141105,0.02666146230507755,-0.08434056808329078,0.07137588173063603,0.026887871787893067
BTC,-0.011047442368854125,-0.024025241530522136,,-0.02488516033997677,0.032979330329846415,0.06597310892297646,0.12477830509309497,0.06613556923826593
APOC1,0.006365443947310784,-0.032942969572443255,0.041558659694457115,-0.00266337181226367,0.0031384939124515427,0.030833563914830827,-0.017305338716139027,0.04497099804969381
PKM,-0.03737363133429281,0.0694312684263419,-0.013313605689098012,0.0479879278837782,-0.017504301048198254,0.029057505987768382,-0.07687763318876834,-0.053811278268254666
TNF,0.07018697827847327,0.0772037628738571,0.029992870002441566,-0.06512150052941347,-0.014947335115843377,,,-0.02931947619011659
GNAS,-0.04079703265176287,0.02290182571566989,0.017908983067582956,0.048996721991869406,-0.010904974107169577,0.02110386717938944,0.014789062054730863,-0.00554308748329871
BMP8B,0.05093807418589016,0.039100678195924804,0.04338415165307676,-0.10273602653485576,0.03583728105988563,-0.02728368897430534,0.03455365610348282,-0.056247957551360715
LIPH,0.09494151500841809,,,,-0.016664992715920188,,0.01998331171962857,-0.0027883891294547443
CCL28,-0.017557290560936727,-0.024487101157068817,,,,0.02441672492295035,,0.0007053012996312202
PTPN11,0.07779936623926406,-0.040208006784644104,-0.04239780309148918,0.026142211645455403,0.019021764357473273,-0.0046740516100466185,-0.0611598720947605,-0.022061008471028157
ADAM12,-0.002945670471031578,-0.00032545269039861745,-0.040398818013522485,-0.06752963047157073,0.04561222072021694,0.0025918876574276425,0.003632887979080906,-0.022017305886345526
EPO,0.0033405175420974805,,,0.0976596611687839,-0.017307865367752535,,-0.018413094664053577,
EDN3,-0.02174281074664377,-0.029336602377534254,,,-0.01596776584317409,-0.03372072854331891,-0.04129945422923603,0.05768993989374591
CCL22,,,,,0.03666993305349464,-0.027123658923713195,-0.01615668899621604,
CCL2,0.02032585983199266,7.253533939827297e-07,-0.0332938214069295,0.018726298125346968,0.0313379851005801,-0.006387657248567231,0.05888081011240319,0.04213204511287539
DSCAM,-0.03184996820734706,-0.025189329669187868,-0.04197179941363792,0.00825768310266444,0.009264504299142566,-0.017292077441310096,-0.0057860995253259705,-0.0340292902761179
GPHA2,-0.013911668645497487,,,,,,,
ANG,-0.00031823466351471363,0.010358497600630266,-0.0020304767177852126,0.07087675908483539,-0.016648006270000633,0.08785441035029648,-0.0013012478488167178,0.005149949943435504
FBLN2,0.06601702198500446,0.008422941898600777,-0.0581226950374209,,0.04979311309389863,0.060230552166837543,0.021920388428187422,0.017559012603546826
VTN,-0.023595067734664996,,0.0021231670867746595,0.016612216194618817,-0.012170542011369705,,0.024534067223171727,0.052830863625634425
VEGFA,0.023252136230095723,-0.01226358439104913,0.05518676067182289,0.062483296276182425,-0.052557152050285584,0.0041552611351433795,-0.10157109783021118,-0.009541490991731275
F10,,-0.026901304214222495,-0.02939602634019021,-0.03363204098812683,-0.020786173939382122,-0.02346707302988508,0.027742881494132118,0.02965933675236574
SERPINA1,0.017949802124970497,-0.0051921908945721145,-0.05850900586334213,0.07363139470569695,0.005080542922018001,0.014229553968661242,0.020735935451330886,-0.03427450488947143
VWF,-0.018950038562659848,-0.011037281888012791,0.009531687858644368,-0.0418293487782189,0.026868527136691415,-0.056041530980579436,0.04115471629359282,0.037596579315264535
GDNF,-0.019547498927449634,,,-0.008212256556878638,-0.014095859048256611,,-0.025783920841716323,
VASP,-0.06672206997799345,0.06119753076939831,0.048716186584167924,0.010095869682456802,0.029510861925248266,-0.06283987496068423,0.04118441194665128,0.043076967184751916
ADAM15,0.03322543434351504,-0.03156602310816015,0.030577503336185197,0.08561601031088364,0.031918432777545684,-0.05193917223323034,-0.0033699058983064373,0.020100254966503226
WNT2,-0.021833967759066,-0.008269361999298747,,,-0.01777604470476588,,0.044784742468573155,0.07403853025015382
CALCB,,-0.018566702559972476,,,0.15752915029985387,,-0.028762054822769702,0.04642570778613751
OLFM2,0.005769756394525239,0.018688095286682298,0.04658752024831119,0.04624181416589184,-0.03608414737232415,0.016175980798128136,0.0373933625462677,-0.04527560481493417
MFAP2,0.01958071851820311,-0.02158412187600052,0.02127789284724831,0.06291458905732245,0.029098185959054296,-0.012284914487580028,0.03413101045366331,0.024365053027204358
HLA-C,0.013139892952206196,-0.03078457610818336,-0.04183589959240965,-0.05970515926343268,-0.023703341765966956,-0.04147602227258903,-0.02967085146810341,0.0052939566226807835
THBS1,0.019495610043440425,-0.005571717894778979,-0.04510691454973191,0.016907345053476713,0.050711739876429,-0.009554176629546381,-0.016563235501207658,-0.005372147850668749
HSPA4,0.047666275987552374,0.07485648919135288,0.07117032470472393,0.04435408406350329,0.05867368992543395,0.004634868642179372,-0.02790633768705955,0.06670348563488344
LMAN1,0.060760302724419936,0.0325918249200494,0.05446469936632986,-0.01958113938084524,0.005351223341300248,0.023236790765945942,-0.03681963261770176,-0.01410360456309852
LYPD3,-0.01904156696329631,0.001953520506714699,0.027986411951375228,0.024307080283676726,-0.03312068535379506,,-0.004167780427695797,0.009811556172530232
APOE,-0.025549602058768696,-0.020192219091015994,0.037653758465709265,-0.01503020482859305,0.0772045185808762,-0.00896962499008705,-0.031020948091979916,0.013204504930234352
SOSTDC1,0.0765429529597987,-0.06736293855093235,,,0.017887787353877867,,0.009009081695199447,-0.03893579032007629
ANXA1,0.052754665663025536,-0.005053961087616863,-0.0892297443564705,-0.07504676337370422,0.004739340155837454,0.041028835513833524,-0.038650765948031456,0.030121289300168542
WNT2B,-0.03181000648186761,0.025567341898700517,-0.017829647446311776,0.07092610706916488,0.05626671976148802,0.05594921452160696,-0.02934980445965501,-0.03192318638514507
AMH,-0.008550371616362906,,,0.009016336502718632,0.0699782787345982,-0.021850918495481073,-0.019567541870854646,-0.03671868578130643
GDF10,-0.014446440563777623,-0.043667205932093556,0.05492985679765957,-0.032499407956935164,0.00610826212620607,-0.027578313112781357,0.01967794674754296,-0.04727009092309523
EFNB3,-0.02847541554614238,-0.019801509200128072,0.16994168525451991,-0.05285284835458821,0.03951016166203228,0.048330598681343616,0.055042863803950626,0.033903971498949484
LTB,0.06326013235429312,-0.01453153044040121,-0.07789626170008372,0.012973229283384305,0.007461760805352967,0.02365722098492931,-0.039299190973823415,0.10752355670998402
ANGPT2,-0.005822935425812754,0.027352624592650372,-0.02576029699016934,-0.03964129680680763,0.05021807237184059,-0.04709913823376036,0.021688833615146924,-0.008297200678295799
NRTN,,,,,,-0.027578323006371294,-0.016395539597438946,
ADAM17,0.04941647847541105,-0.02720775833324393,0.037693826085146105,-0.10393012436885697,-0.027687716177016583,-0.037937590288209096,0.036204384323847816,-0.011399780026442494
LRPAP1,-0.013715186447886456,0.00826931401770071,-0.1117997437499676,0.07246392593592697,0.02840900324383554,-0.025034958240628923,-0.035886125174342726,-0.05131938793480306
NID1,0.01205206589045447,0.02470692082295046,-0.009573808763564257,0.015572001686428565,0.010939972512150321,-0.015108151593366164,0.037960349760013376,0.02354700926443527
MST1,-0.05369775934369832,-0.03964147780965289,-0.030167880527114558,-0.05340287965387548,0.005712390730868924,0.0023488300853390523,-0.0366659822534846,-0.022383061589773136
DCN,0.013915598745411078,0.011455217770487896,-0.07121399302010395,-0.06132142656967326,0.03573195395631268,-0.014976893358844206,0.06333591946981727,0.025851509831607934
IGFL2,,,,,0.006134759115847426,,,
COL7A1,-0.005699447964231156,-0.017202386561800936,-0.016532169940679055,0.06728647443204694,0.010119030929456175,-0.028518894463479057,-0.036408480657416344,0.050403990227647195
CALR,0.033031618736435314,0.012460596576972231,0.017832799286607193,-0.05191135454291488,0.03710697806651674,0.05283111350593676,-0.01761782945202839,-0.03005576157563431
PIGA,0.04280756273610991,0.0521881063120412,0.05205131903952193,-0.05243653092165437,0.022735841737795966,0.04980644353900046,0.03556183046797061,-0.06543952519694128
CD200,-0.08272350530952435,0.03636909187729901,0.0030560547462407813,-0.09007660391595068,0.01784464605953565,-0.040812216995127604,-0.03566605903690567,-0.0481248423228856
GRP,-0.023165198049894614,-0.020534360043211818,-0.01532236750857164,,0.008550990884708915,-0.03017964854823406,0.022364580736639876,0.00318626351553417
CDH1,0.012825175262746707,-0.03410656100857456,-0.003642510602116774,-0.06832488748414976,-0.02404389088663349,-0.017347060125119558,0.04127780294135267,0.036157601449842126
LPL,0.034556762320374364,-0.012922432392908934,0.009803354695285885,-0.10642454896858702,0.04041824367843604,-0.01248779415032927,-0.008577140633429046,-0.035662371280155564
SEMA5A,-0.04839260596106733,0.009670204016475198,0.019431650502320083,0.03430557349671383,0.0032151225158406137,-0.02484171596277412,-0.0007597262107035935,-0.020902978031866346
SEMA7A,0.003004636846697725,-0.001641711263570636,-0.0006893300560497158,0.010328434916391223,0.007868255274674864,0.06873511795946496,-0.023734916558443928,-0.017419098179705165
SEMA4G,-0.029864760169188032,0.0445412296896923,-0.021267627620346414,-0.02075564255418211,-0.015719371364017833,-0.010113456523477681,-0.01965759873267289,0.0028166714032426105
SEMA3B,0.016530210058388076,-0.026902151627708575,0.03493083601363894,-0.04022856642869914,0.0014400796235596958,0.04353395537953023,-0.028906121365733062,0.05078379716609691
RPH3A,-0.014961335754582764,0.011313416412952007,0.04392246731746578,,0.06076167407836608,-0.0389876215334275,-0.05906068495500193,0.016239558554579557
JAG2,-0.028669217003220646,0.057475868421499585,-0.07767226613633961,0.0038082483555952704,0.038455494075751544,0.0010937683588592953,-0.022223526862869363,0.05588399625910514
CGN,-0.02863864817211955,-0.02223557923446667,0.002103291283028157,0.00236657235774606,-0.024487313121703828,-0.04827591974064603,-0.049987115083496465,0.014393114559639684
GDF15,-0.02012277049747273,0.03516775653486415,0.03912170184417247,-0.02747399571685248,-0.007775948983773437,0.013276549031580034,-0.05888852480572557,0.0302677062324747
SEMA4F,0.022665679672809864,0.015623016617624946,0.01004672672487868,0.050377019297794014,0.0169286038991646,-0.08448047434775084,-0.012869176442433622,0.01064051622791559
NXPH1,-0.018293532550082665,0.032003863287772785,0.04325315603284949,-0.03097851543791197,0.002931034368068064,0.02184808564795173,0.026912957329951064,-0.005059536334815088
ARF1,0.05540806732471221,-0.018226067404822816,-0.0379296725867278,-0.07676315545885877,0.0521249763218339,0.03930568673394291,0.0022716171770150034,0.03917871564372404
DSC3,-0.010528075641191353,,,,,,,
EBI3,-0.0012144957164233001,0.030338888530856693,0.03586224273597871,0.01896718448786687,-0.02819980387182391,0.03640776791105979,-0.04830214781359275,0.07947285231402526
TIMP1,0.04272885122588115,0.032215932991056906,-0.038476365176387216,-0.05404260801468998,-0.030328619155777618,0.0029015762929133614,-0.0008808751742613584,-0.061048873792370714
SEMA3C,0.00914573511796659,0.02349593115863809,-0.05672271861147115,0.015574856403569454,-0.04038439087622099,0.04812949462955753,0.03281489809389298,0.04774893027646774
GAS6,-0.04366909126410982,0.017923727365258362,0.07675269460974855,-0.02800666846603314,0.07379747233538243,0.014013591949668796,0.007637246127910419,0.005280230554653961
MEPE,-0.028192629763749987,0.10108799639173624,-0.03195348376440272,,-0.024636966060675256,,-0.027751265118559628,-0.023717084738066954
SERPINE1,0.05741362675994999,-0.03348529585760559,-0.012185294735852892,0.00213530360173056,-0.020244958275305876,-0.0274350952863865,-0.03256811031436639,0.016640395362648195
RSPO2,-0.02841460826456671,0.06011974336160758,,,0.047555647711784624,0.11529055669426669,-0.03738247548544063,-0.02446361864294169
SHBG,-0.013636970006345879,-0.01885945996644532,-0.02983596571246699,0.00800255677336498,-0.028865494802666355,-0.021770592314525904,-0.026095017629189803,0.05039870330178008
LGALS3BP,0.05485779845198598,0.007156138094694437,0.016051961816929892,0.026143729277342296,0.008450994240152464,0.03972773998029046,-0.006059699440415519,0.025668418893366015
LAMB1,0.031215896555551705,-0.011378748115817391,-0.09039306408741112,-0.05159187579542578,0.0028944239885238887,-0.011987123417043936,-0.0259927380546881,0.016053708730222188
SPTBN2,-0.04842155908837949,0.03514707132897497,0.04456740429830733,0.09410523584577596,0.058062646380757504,-0.0182238644713577,0.002152343844208925,-0.05075084669095737
COL1A2,0.0032094225281913804,0.0469030986853587,-0.018823354892137767,0.01644060504293148,-0.002763080537680861,-0.004994489011287221,0.06032886811547884,0.00620804562540061
DEFB1,,,,,,,,0.07800698258904382
WNT11,0.02899535356722513,,,,0.045968609135457014,,-0.007482406141313157,0.029829863204818723
LGALS1,-0.0034765877500289788,0.019970558173555412,-0.034107156921941016,0.024768596981890646,-0.05671815178694498,0.04248778618081496,-0.016043287512410166,-0.013017052571938005
BCAN,-0.04963380273164854,-0.0031602392733813267,-0.029220288535750354,-0.03721585365361072,0.05894394490677171,-0.027483910213844706,0.035219707577430544,-0.010085710926977628
ANOS1,0.005150244920314152,0.04417532240996081,0.03701511737944608,-0.09065705789778215,0.10047761021964592,0.04790207754026466,0.0466405672825577,0.04237101158504945
EDA,0.11255474511793191,-0.00022629925877430026,0.10328594981239746,-0.033038747215969944,-0.026655767985194763,-0.012804082272609542,0.03602754234711878,0.22681226007551414
FGF22,-0.015709511605766557,-0.039795344877641664,,,-0.01633486417938797,0.04014855976043604,-0.02760428168194925,0.04356214825609791
SHANK1,-0.015090150540918938,-0.030868882425705103,,,-0.02078617175690002,,0.03220142950347094,0.02389037379206236
NPVF,,,,,-0.014765379354216627,,,
RAET1G,,,,,,,,0.03653395725580187
TGFB1,-0.014835763000648976,0.0718252820069396,0.024346658703000273,-0.06498449141983084,-0.006049095948725638,-0.04203704833643094,-0.02916323997422044,0.02958988060702525
MSTN,-0.017115920509585908,,-0.028950100970937875,0.11573049238559764,0.04052128865837099,-0.042618289767362295,-0.027897591542047812,0.03697761637459404
WNT4,-0.01016771038603662,-0.010285942206135261,-0.03548111163193327,,0.002218795771205883,-0.021287180738697058,0.012857471236176546,0.01739136953226532
TNFSF4,0.03433497826188756,-0.03142734678342934,-0.005028124303252828,-0.04751161447276356,-0.024501884848827798,-0.00063623262761464,0.002711460336934195,0.015522128862755698
NTN1,0.03869398851933943,-0.027418849344545772,0.0012958889283218363,-0.026347048736385943,-0.036159686443348396,-0.0326921319531783,0.02746583532339251,0.0221609821618998
CXCL12,0.0006781188909943387,-0.026046093017225967,-0.012893396669084541,0.1650110928705308,0.03917899175852217,-0.011387598445591817,0.060842917709046554,0.07015779415916003
GNRH1,-0.02943403208515113,-0.021584121739343626,0.006119234629298408,-0.031873114106339195,-0.006736488134597256,0.09899664274890731,-0.025939880673897454,0.057523694890637696
FGF8,,,,,-4.0103281678799635e-05,,0.05070741254717251,
RIMS1,-0.0010420656944608324,0.07610474506254622,-0.04043611024049335,0.005415521806528398,0.03933127417340946,0.02044404218558366,0.054844164752247404,0.004301052293686469
FGF14,-0.0036720909473124596,-0.0026896017154059483,-0.014766041090834767,0.04922074651158156,0.03752392351358612,-0.06566740163018714,0.0764320328532865,0.01608364167406906
IGF1,-0.03814083294810638,-0.013024369152360058,0.04398101206938989,-0.047237181441021604,0.022096078777799528,-0.038700063067151944,0.05973734236472905,0.011718932378944513
TNFSF10,0.0361993382117125,0.018166824762544487,0.009540803554838056,0.03257458204623471,0.016721481515862207,-0.008515051410730707,0.05329179845701034,0.002027172160057477
GDF5,-0.015587445703511135,0.10629436016847554,,,0.022364045089775568,0.0017397976114959662,-0.023689930685930644,-0.04491344035110128
CHAD,,,,,0.03558434931139191,0.10388028026475764,0.07773888923388636,
RGMA,0.03310253126925219,0.009991764388077888,-0.07894896127141372,0.07010758645195739,0.0028817552580959692,-0.05329813500876125,0.015153940087046075,0.005789674065292866
WNT16,-0.008170198458857405,-0.029140327602041535,,,,-0.01981299907761578,-0.01639553743339509,-0.03366861873499406
CX3CL1,0.027456838441338366,-0.0125747407396907,0.005463434948850603,-0.05988465474413855,0.0026772804123479372,-0.019084863048449675,0.014415050076416627,-0.028626973497646785
FGF1,0.05352345355784585,-0.028860366650968333,0.008801001692935902,-0.012402742752018107,-0.011874744793779627,0.0608021512380148,0.011365765066799675,0.020791068249862644
ALOX5AP,0.025781228485428825,0.012882404750294328,-0.006505806894787221,0.0802989131340735,-0.005540156873311126,0.0403764359409861,-0.030451859959019768,0.012959313808047941
IL1RN,0.01764315530949339,-0.008325771245744795,,0.11997062043069735,-0.02416376345741628,,-0.009559632693034994,0.0028705911894354526
PCSK9,,,,,0.13905088485401473,,-0.015914430300734517,
NPW,,,-0.03695426087029041,-0.015577805161843872,-0.003948484801710941,0.14116216321237154,-0.050612273437131074,-0.012031648523288724
CXCL9,0.015536167112445213,-0.01943264899835244,-0.04584851864825593,-0.007834198728827332,,-0.005999401707511699,,0.07905098470204383
ANGPTL4,0.049961084839146734,-0.016232562028649387,-0.02770345552701399,0.005364409620138938,-0.01836900891680909,-0.07683990239670462,-0.0066866126339574245,-0.051733963776680866
UCN2,,,,,-0.02719478880407947,,-0.0179832270814596,
OBP2A,,,-0.012633439945913448,,,,,
COL4A3,-0.0204306170654673,,,,-0.01238842286498295,-0.03721973657230969,0.005420868407575526,0.03423530056411905
NRG3,0.018401146770037458,0.014343984227564204,0.017662019921773693,-0.03249942853703143,-0.015329150036041371,-0.012573615765095261,0.04356869032632234,-0.04735762585710563
IL23A,-0.016656594834334935,,-0.03195347705332005,-0.05375651865614033,0.04018664207701847,,,-0.04040231987476629
COLQ,0.04223123505770156,0.04695592816159578,-0.00016273410864399928,-0.08494411710913945,0.08844936870331825,-0.027184142396682195,-0.06325212233906363,-0.019485827244963567
SCGB1A1,,,,,-0.019688001743967527,,-0.018413094553222376,
TNFSF12,0.01183555188165862,0.01583579953537488,-0.049414831329983366,0.08432968452767908,-0.03253246700848416,0.049060387902687644,-0.026104177132576883,0.03932138359740063
DKK2,0.002218052967481515,-0.03479280193929974,,,,,0.015341972720037943,-0.010945868046664121
FYN,-0.042911791631067744,-0.01646361750785532,-0.0722679502417096,0.06566783994339598,0.058554416617683645,0.02591278831885601,0.030748259433626024,-0.016931508081692703
ACE,0.004108768248959095,-0.05308354392700784,0.018301174765235056,0.02491572130404461,-0.007337800112067999,-0.0655155023081544,0.07179227944530092,0.04979000641001392
IL18,-0.01519520041229723,-0.04002129211940177,0.01881154485173265,-0.04796486031263142,0.014474426775757977,0.04553433366448465,0.003767983254172602,0.008900838659745048
PPBP,,,,,-0.018532410991581576,-0.025476000009287108,,-0.002353299422431379
CCL27,-0.01104744622827421,-0.023791313970549156,-0.03195347621443501,-0.016173498489689537,-0.03256483951784417,-0.02735183163428659,-0.03384138780708727,-0.0020678801972217973
SERPING1,0.041577495387401284,0.011435762829353662,0.027569749329007413,0.0258430112482122,0.043341841877715497,0.025880310197068844,-0.0022641307377942975,0.026187049055617116
AZGP1,0.04390168241434073,0.024929842399134577,-0.04116482828696962,,0.020310350904110486,0.024434863094544387,-0.03445293601759425,-0.022139947897485277
INHA,0.010343509259529569,-0.032878302120161094,,-0.05297634322332717,0.02147052777800717,-0.022127791723726916,-0.0479347468073404,0.1782124085494811
SEMA3G,-0.04028760726815731,0.07271056828306546,0.006462465755738853,-0.06097864239303815,,0.028338362902399654,-0.01238231776929515,-0.009487354616922612
OXT,,,,,,,-0.015419048931446954,
COL6A1,0.030632321864468345,-0.01829725662607779,-0.04987787297539937,-0.02641721540759553,-0.011045210371308747,-0.01625559021784814,0.03538694207906865,0.007581950004396928
FGF17,-0.03187798612554908,-0.0030634399855223376,,,0.043758801145405826,,0.01459580712354947,-0.0002323641121289194
TNFSF8,,,-0.039074732067709665,,0.006163889150991391,-0.01981300678031165,-0.016395539597438946,-0.03798344378280268
FGF20,0.009249955653074609,-0.03479281192041078,-0.027573041469013626,0.007657417162050246,-0.026764273545184222,-0.014297144966689922,0.037384582862418275,-0.028117733931218376
ICAM3,0.037195579646680466,-0.05670431126206898,0.020098566728299534,0.05322898984663683,0.0806529021497596,0.0037983498033353083,-0.007248920435375818,0.004319579736065151
LAMA4,-0.012469326977825943,0.006986536496324108,-0.03574822989101252,-0.0035900058404767393,-0.01407915301636567,0.011038494252648134,0.037195183637831926,-0.0070434181334678445
DLL4,-0.020358233854153456,-0.027111411587430793,0.04598453734460232,0.034133773113337124,-0.015301358406115914,-0.03494696166129479,-0.003610047794958731,0.046862772968515994
SEMA3A,0.0029285685006898788,-0.020887972926869593,0.027176638324732383,,0.008769635056955194,0.01874175578556113,0.08697823613612665,0.01726799066376938
RLN2,,0.06174119654924661,,,,0.047957985923157254,0.0023972101316030218,0.031383437501795425
C5,-0.003178632254927026,0.07769847298640122,0.01846595864472492,0.011382807377248146,0.018808149387247463,0.0017428132712261415,0.0440336351979229,0.02898027193684657
COMP,,,,,,-0.02372660689625713,,
EDN2,-0.01248186320790712,,,,,,,
C1QA,0.0078058591755436925,-0.011995014307871176,0.03992524922591267,-0.03592802644610584,0.015447959619631304,0.01806598601766796,0.018529606205143098,0.10294350145191059
UTS2B,-0.013357000673587681,,,-0.03735498653898006,,,,
COL9A3,0.03206201680015594,-0.08601448411654639,-0.01755838995892312,-0.030732131719887697,0.02645473175234657,0.03177132644177629,0.01670940038139818,0.058872550944538846
DLK1,,,0.048860025644466815,,,,,-0.045564007733481376
HGF,-0.04237358054795537,0.009498001547150041,0.021107496406523724,-0.05105624548577197,0.04267921378513465,-0.02297536860178175,-0.014537313140485114,-0.014983305923346587
P4HB,0.05399790521288519,-0.06697433446633563,-0.1140333442299449,-0.09175787048702186,-0.04103167230171505,-0.044514202630557914,-0.021262466006544155,-0.03611530404033121
ADCYAP1,0.07970095958099419,0.14169247158105,-0.03488831963576026,0.053601268589558784,-0.009094500749528228,-0.013219034210411429,0.043373174875564656,-0.020666982159495754
GREM1,-0.017557289378788452,-0.11020743064988714,0.005297775836187263,0.03821840696797021,0.048646213951834126,0.07614906238872136,0.017970662253561004,0.06751702451044397
EGF,-0.006277572348089735,-0.027938132324231094,-0.0289500835551288,0.07961383842060663,-0.014947338456629006,-0.007853410113697052,-0.006311728604606435,-0.02234601990464709
VEGFB,0.02044460306041817,0.02687571563141504,0.055615682061871966,0.0029125968669059437,-0.011052385704271691,0.03884135683257034,0.007767337578489752,-0.08734832073768438
FARP2,0.04161098090892743,0.026904602465048916,-0.019563377775616318,0.040219468270400995,-0.004005494327021182,0.02010650540044859,-0.029313358648934255,-0.043704871962634985
BMP3,,-0.02132613023315142,,,,,,
IHH,,,,,-0.018233274987583842,,0.0036424190375818804,
LAMA2,-0.0007059422753386301,0.0059713601447893075,-0.03604330215112847,0.12354975701528514,0.04070546930058271,-0.052764975836085026,0.044454031418054665,-0.009870271763924774
SERPINC1,,,,,-0.014947339645722738,,-0.017543460445954475,
NRG1,0.05348110240749715,-0.011491324954251298,-0.02849780142638873,0.1014241995601403,-0.006701764131732478,,0.016354263762627906,0.028588414034701644
SPINK1,-0.00685008025864229,,,,-0.01761099152145774,,-0.021564443230554037,-0.06579588786038633
EFEMP2,-0.021511466985494162,0.02241681866488309,0.03472427660040118,-0.05968277147624207,-0.01681193226311614,0.02300064209136018,0.003516300415074181,-0.02199781732080767
SELPLG,0.00551793045430048,-0.015642715984144132,0.08901385026462172,0.01165830209716806,0.008554042331623844,0.03535688705882224,0.010868598962974825,0.0726798888854395
GDF6,-0.021188910515842162,,,,0.06985543678185971,,-0.02522356119540053,
HLA-E,0.014485850293581704,-0.007267692870017124,0.03138146068137799,-0.02484424523333075,0.01226005079447712,-0.05454056114571152,-0.019732144589718625,0.04372455170386633
PTN,-0.04175709100782983,-0.04892683698093115,0.04626003726985724,-0.11632004764020712,0.022412807766134767,0.014463889766275575,0.02033126293862838,0.006819712907737266
CD274,0.009249738703850539,0.010570455349075787,0.11965097043874531,0.027232440000827664,0.010988378450041738,0.008742510908957094,-0.007712109589120822,-0.01421268594182587
CD14,-0.00018176092625201654,0.010792067652045687,0.008217422114664863,0.007614231607740247,0.02594526477861382,0.00632835183075756,-0.04224017504589713,0.03415183988238137
SFTPD,0.04771120761182977,,-0.0365907652984974,-0.09477691280648917,0.055716605325119586,-0.03120508854757505,-0.014479660855066127,-0.008055327858247892
SLIT1,0.008962537131311395,0.030452285831871196,-0.04924453547250259,-0.01569911739536375,0.05164701354322,-0.03834986134769972,0.0269435547207463,-0.019359982363101023
CNTF,,-0.03410657501916,,,,0.0300892165169618,-0.0179832270814596,
BST1,0.035450165552378635,0.00906156923071512,-0.05968584745868332,-0.01371053925170413,0.06046623876405005,0.004688245926078468,0.011972246194929068,0.023573970165843536
AGTRAP,0.03675814465021283,0.014536740648464901,0.08395614223105699,-0.03421799013445881,-0.00921803560715616,-0.03307301709780946,-0.010842302007206997,-0.039571315884987496
LAMC1,-0.005012911364681743,-0.03932960980114829,0.061970242787534734,0.014190853558614122,-0.012053570882942819,0.059896958817223137,0.05348471848900717,-0.01727629128351913
