,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
IGFL3,,,,,,-0.024568800839026805,,,,
BMP1,0.07424022071532796,-0.06667757704414852,-0.021359740874190028,-0.01359866053268869,0.051013787276516204,0.07263178104817573,0.10009488137067687,0.02529322551218041,0.0009355408143374106,-0.09075885857720138
NDP,0.010908529874261262,-0.018763290996876292,-0.03287435208280723,-0.03184941380386199,0.003436375421289555,0.02452653001517136,0.12750800561768447,0.10379469434125894,-0.048755915996387844,0.05329769871776901
TNFSF18,0.026815000683779434,-0.012598385963417525,,,-0.012582394550875902,-0.004020933887727874,,,,-0.05517847962265012
RTN4,0.07105590896898434,0.14321557541174526,0.060547627799973934,-0.05541196412359911,-0.03694501585924608,-0.11530738429293223,0.08151399422532854,0.020626865680772443,0.08984526810793972,0.24727950482411434
HEBP1,0.06427091544393342,0.04232223958696992,0.01465034847302807,-0.03991144595105063,0.08468669524975872,0.07880642066117494,0.062035737743551714,0.004483720233763788,0.008342327087535474,0.011329779504736081
WNT7B,0.06606565617032827,-0.03342989528825225,-0.014306109029829091,0.011779272790564708,0.014227615651252292,-0.027573196933249708,0.01670695675723745,-0.0011289604175017305,0.002071825619788549,0.10768099836797335
PTMA,0.016685982871226305,-0.24096476277188095,-0.0006062953039110901,-0.010886349895480218,0.08314068318854084,-0.03923556624043128,-0.18296787751099858,-0.016788420663942493,-0.02873311692732032,-0.05847226256532336
CEACAM1,-0.016312769043257944,0.058644423696258656,,0.021371138351081568,,0.11595601998993067,0.06375816610871933,0.036939131031524235,0.002659635953710325,
PDAP1,0.00016189101962617848,-0.08062275446179115,-0.004234752102920193,-0.021293545343077584,0.015006643310560603,0.12133243108008265,-0.06985268545315051,-0.05333917979058334,-0.021637407530725898,-0.008007859085370564
QDPR,-0.08461134105842263,0.1934272148709512,0.05108667582845004,-0.07356603177192363,0.024071103326016908,-0.09534100283419736,0.05390692287024226,0.00035856954812584136,-0.009261439669041301,0.16548162431501817
POMC,0.012479516273292865,-0.022963966267855074,,0.04116234657817185,-0.033194894573553,0.007499666353236948,0.009837713125621617,0.024208727999363754,0.005134413285955728,0.03191951136014999
CCL18,-0.03540341207143356,,,,,,0.030748193673831012,0.006796059728558752,-0.0029490947736073732,
CCL17,,,,,,,0.0024310192494578567,0.03506766027507624,,
VEGFD,-0.03540342331367508,-0.10865744238922687,,-0.01762086901271032,,0.017965626876311872,,0.018955248880395074,,
TNFSF13,-0.026716559321689256,,,,0.10796807937275879,,0.07044144719735371,0.03840723703579038,0.07277621490305186,-0.005339345923544684
WNT5A,0.04802212984622635,-0.12661144741204253,-0.005189764927587381,-0.007804225677645987,0.030795410022049875,0.055933524282373887,0.07917134723256196,0.07880540422287802,0.030338561153903633,-0.05397543086174322
CXCL8,0.019331931347378095,-0.011889417227785332,-0.058518698154020804,0.09940997780443343,-0.017356977301826844,0.11010579362386921,0.006043966908103995,-0.042289639496147745,0.059084074819896214,-0.05616817346960361
GRN,0.10722199547350174,0.0036720998796275685,0.05576367881054349,0.04846864602555988,0.08409041735002318,0.06936912670889578,0.10835197103446882,0.0688031949652651,0.015076858241431962,0.0706466560550959
MIA,0.026699624802797264,-0.0322526808886322,-0.05362865455820478,0.08422746174903695,0.04670156693642278,0.017373447817726394,0.06146419558434905,0.07050606083441789,0.1232000146410849,0.02222648153051992
COL4A4,-0.02624843824190376,-0.07416312461560454,-0.0010593955732508967,-0.006125253338041725,-0.011609947329063827,0.09051402898282965,0.004069207516302284,0.03508893145663687,0.03235535828761097,-0.10471740580621149
TAC1,0.04946032835532653,0.13558277511095654,0.043067002004022234,0.018518646288502746,-0.03329766367370834,0.0009471672560065593,,,-0.07956668701976935,0.22749750163901455
RARRES2,-0.000977348738631824,-0.22377488300273538,0.014072157505396459,0.06687115181233891,0.0668857333684397,0.07792127979392789,0.07982948921816801,0.018813399448016407,-0.0070056982693051046,0.00906544088508004
FGF7,,-0.05855528941722084,0.03936909829914239,-0.010381780383601897,-0.009865548960943554,0.009111180168275156,0.09357127842345596,0.027695683681557802,0.020051265437619134,0.10034880633850918
EFNA2,,,,,,,,0.0037991231657780677,,
HBEGF,0.08591327784616008,-0.10240087930727862,-0.06946047009831398,0.10265502176083907,0.021712340832427762,-0.0005909001911389685,0.04877769917866277,0.06331467109661837,0.03485429485080181,-0.04068083086036796
CSF3,,,-0.02856435861964194,0.07772930781967828,,-0.025614485921837692,0.03229258545153166,0.02779218145439242,0.0009581827840737991,-0.0027777019477576246
PI3,0.047766850005898774,,-0.05125047294591074,-0.024605118534777207,,0.026503300653811294,0.02345974940412319,0.0037199737155491092,0.10332274648088521,0.1020145439544681
PCSK1N,-0.020224399800582635,0.11052490369070753,0.05764047653502877,-0.05654914929686475,-0.056686816523309695,0.005144231210891868,0.08976115145449093,-0.0015864679328114126,0.09245691238370973,0.16300717364175166
NTS,,,,0.024506328609595084,-0.014173107813810419,-0.03148328439940861,-0.005562676857621341,-0.0031555194711714416,-0.011467096863621695,
SFRP1,0.005031478422762127,-0.05522932284233783,,0.051797659369957665,0.12581543688240102,0.030907987598979517,0.18748928599557793,0.0185184557159337,0.022479579197993992,0.055669731553490726
CXCL13,,0.0413201386501865,0.07936314562624637,-0.019921695496010364,,,0.047235178554316144,0.060688015641766936,0.00038164458492350573,0.02155660805682525
MICA,0.031023848039733896,-0.09169461408506607,0.0013201312656651483,0.015396128076010058,-0.030082886220932806,0.03018877135950308,0.05521486128397251,0.061167995872821,0.024987527608503368,-0.06901963692083699
TG,-0.03653305553989184,-0.029219177848563215,,0.09994623391637186,-0.01635950263650319,0.03221266898200192,0.015124971613092057,0.044839142246940716,-0.03250129259759106,0.013022809965780584
ADA,-0.016851237101817424,-0.005092576356612084,0.09632271093884592,0.022378255002953398,-0.031959895370227476,0.07239356694514548,-0.03134552593882472,0.02908193987174581,-0.05078784258606302,0.06742537723245735
LAMC3,0.05939595112272235,-0.054574508445317055,-0.010626214811952913,0.011681525908217718,0.01304128649890517,0.1006346536555788,0.008986063373342547,0.08324464538126626,-0.03995191313941524,-0.0014749027409821536
CCL7,0.08378065204297283,,,0.0010201923443026722,,,0.05336790970459798,,,0.03361219764873204
NGF,0.01873681887872923,,,-0.015097315895633723,-0.015611353412331256,,0.037298515262144415,-0.00358227677644376,-0.05564285255844479,0.09081066887357749
TNFSF15,,,,-0.01955571807291522,-0.018955605567311826,,0.0334913761039323,,0.006825769989287988,-0.03938926237184074
HMGB1,-0.024293176786781216,-0.08471354148628557,-0.016302677956845996,0.025640545557328056,0.029453582731822938,0.06821852784680364,-0.09195290262355633,0.0008055323482700056,0.02989128915728087,0.05670438933142406
