,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.037697921649653285,,,,,,,,,,-0.010216011901829818,,,-0.020377986431019294,,
BMP1,-0.03964101197551895,-0.05612451455039412,0.09379240468657331,0.06646432368808747,0.03474523698125103,-0.0014379608912129772,-0.055093038622471266,0.14097543133631552,0.06889691067426801,-0.04532447214089164,0.006125723246551934,0.029894106953731805,-0.0015149935397647729,-0.0433448365142091,-0.022915469525288945,0.034406669588961686,-0.06178739890305207,-0.053203082325395175,-0.07813271033427013,-0.09044686479768389,0.02709105858756484,-0.043639214784586024,0.010873194094552573,0.1054966760983687
NDP,0.04232322303959991,-0.03398546413204034,-0.0037324522286187717,0.05079498551898348,0.05476807526231984,-0.0053334193609803245,0.09244769524182732,-0.0639168157245152,-0.005803846696750758,0.0060013309164997,0.04527225158266173,0.10406398961592947,-0.03243024167003201,0.0009424021030304965,0.10625476614508601,0.06352534549473413,0.026512387843193208,0.08508175801255116,-0.008610443931823442,-0.025969921280452724,-0.007084383683134231,0.029038457428558543,0.007636396419836319,0.01103059915536381
TNFSF18,0.013090715234469835,-0.019581135025044924,0.013766054423982266,-0.0024305644081144056,,,,0.10392175639806514,0.004099513718160115,0.019942856347076803,,,,,0.005767560995684109,,,,0.011828358162267657,,0.04871703072434237,-0.034374019899122775,-0.04757948075554877,
IL36G,,,,,,,,,,,,,,-0.03767975048620011,,,,,,,,,,
RTN4,0.06839046110558752,0.08905097025271548,0.06012259747810728,-0.009546665717885058,-0.002408889699602075,-0.019075621415135906,0.03667144854418367,-0.19613750279313535,-0.02422914234700211,0.04832088516432296,-0.003534031604190678,-0.11202093099131889,0.05240280726195612,0.10448413396484241,-0.009131732204219126,-0.08837285551058414,0.11763102809137385,0.024004417761216493,0.03212183762525404,0.3260248477243011,-0.06426436121808743,-0.005587283573127993,0.09333058581699039,-0.0278362433274672
HEBP1,0.019222689041544314,-0.05303794631705389,0.028126558275099616,-0.01298920743589752,-0.024011746799138218,0.02971830357232322,-0.034210750574742384,0.08375328486726723,-0.02866947307907406,-0.0025982629689293244,0.02214840817969704,0.13568610573151335,0.011239818176400594,-0.007250753881092964,-0.010577358190669049,0.04163430150133079,0.023567108468168035,0.15572671987381298,-0.016949245457581596,0.0863254809527183,0.009483178357850518,0.073769147529977,0.005685295208223986,0.04809458296055868
WNT7B,-0.018777168902436626,0.11632863954890536,-0.009560284516940538,0.003602168924291064,-0.03467281082935673,-0.04300889494077445,0.008148084171733485,0.035911392487486454,0.030643688527366725,0.038423149088030836,-0.01218291848883368,,0.03932200395461818,-0.04141438805151221,,0.023184133960444966,-0.05201321451330004,0.042362059541321634,-0.03752974321696649,0.015305819370709522,0.06493597057582522,0.04067984994321789,0.08912229148323268,0.04100317431964437
PTMA,0.08916248829320014,0.009643196330933796,0.022542508375359024,0.08353216667938299,0.08807998277707596,0.05449045190088854,-0.04606307447136057,0.31456006080322807,-0.06441791507529891,0.022170019685952863,0.008859384287503226,0.16731660853939873,0.005578158317073365,0.03954450543112969,-0.01117475290145917,-0.21304344205993697,0.057836301750550316,0.05026288376720866,0.09212495660261479,0.03777165432255556,0.0947607362304157,-0.019789045993542826,-0.04230392960712361,0.04721465519199882
FASLG,0.1675783427181969,,,,,,,,,,,,,,,,,,,,,-0.017673820679572506,,
CEACAM1,0.07651561829890902,,0.04581461762471138,-0.022900175047021055,,0.036518288571419526,0.023129210476140097,,0.033194385662408336,-0.020431991433578597,,,,,-0.012978084799992089,0.1292708727483077,0.06696228127028689,0.0018833175344397182,-0.05132545003868106,-0.004396839842835174,,-0.024590525663862394,,
PDAP1,-0.05750960806064265,-0.03585297311692495,0.06496666280989288,0.0636138177498328,0.030496063617011942,0.04054245516670578,-0.053082836412744125,0.08027162786800635,0.009053502108945094,0.02364245589801773,0.019580544908119155,-0.03872214445125235,0.01253756032887122,-0.065611993781919,-0.01362452606248783,0.022509186752931648,-0.03583579626547949,-0.07983878852550891,-0.00737242496521974,0.04860285065554059,0.0433224008157207,0.08222787562802314,-0.09435640508820999,0.0580655759520063
QDPR,0.1612503869067589,0.05165183528363985,0.01864185400776705,0.002074050054085543,0.03489818116055797,-0.03495272205385196,0.08070818314048664,-0.062472584711457585,-0.043212963440531854,0.03828159921891764,0.09946436477614856,0.25348251557746204,0.0701025552175363,0.13318059146887867,-0.02328214652997087,-0.013804814746680641,0.03209786242992307,0.1456802350294901,0.14146864181359484,-0.0041518976023402826,0.07794713240794895,0.02500718312649134,0.042068781517066334,0.03306705422543348
POMC,-0.0005646437362733461,0.10699668654769809,0.052150174123576296,0.03355150328465043,,0.0512438253582629,-0.030425125546652467,0.030641314224864484,0.011197575980212175,0.0016133800594044865,-0.014480903072643766,0.02362411812597793,0.04416554609525179,0.014919828102878284,-0.050356371487007126,-0.014065056757814323,-0.0005484440958004138,0.07481008615138715,0.061619195695466825,-0.028900109412286382,,0.03316893027887739,0.005987666372511336,-0.040476457082090585
CCL18,,-0.026259912112267986,-0.05641743923203806,,,,,,,,,0.09229631395614442,0.031133582244797803,,,-0.04917848640706753,-0.0014543622128992025,-0.06361535958835696,,-0.12885039266116685,,,,
CCL17,,,,,,-0.028785256128504712,,,,-0.020551228653710576,-0.015079037876513542,,,-0.023756569135278918,,,-0.10120620588189114,-0.005069714350133731,-0.0020895209987838352,,,-0.01601933332922885,,
VEGFD,,-0.02958724557857733,-0.02024688121184133,0.05717517781164771,,-0.014043334872167784,0.02939247212302486,,0.09336850321197873,-0.03860019038156137,-0.011060656639644503,0.005216097288095163,0.01003907227927836,-0.02778140554686899,0.0464863242113479,,,-0.0247628155436308,-0.006553621492402827,,,,,
TNFSF13,,,0.06422236403409776,,,0.03745465491059496,,0.029848118230696233,,,,,,,,,0.0781164521535873,0.10879708351774828,0.0035536333939373646,0.015052941197363324,,-0.02610216658055367,-0.01134839413480041,
WNT5A,-0.04846328436524521,-0.08056643296533579,-0.015667107028383063,0.08409332477953459,0.10370983817232023,-0.02400727400378711,-0.05277004626345221,0.25915289425389487,0.02719010523627687,0.027777581465886565,0.02596689727529425,-0.09346732294570491,0.05978111452180165,0.01871039619914124,0.027940656288011765,0.05023356571012795,0.021343805265674216,0.06420009139738615,-0.044543999501743696,0.082106395217695,0.006866669144185972,-0.023700044942594485,0.02747972787654119,-0.021244510068490412
CXCL8,,-0.05733586205930324,-0.04688813714888078,0.04718199004620088,-0.10826765133348532,0.003915493668682382,-0.08590119626348668,0.03254839052328872,0.028694559740716028,-0.012065624727231895,-0.010300164396176413,0.02401531864469985,0.019384646560917134,0.005742360877158923,-0.03634587363641997,-0.04423123505670098,-0.34001904037670927,-0.3490472196707311,0.07192278643262816,-0.12333650184440274,-0.02552638561633828,0.07143382361564102,-0.01508108054310235,-0.08301461664628915
GRN,0.05152897672059643,-0.07496744928293056,0.04251263856820462,-0.08394573139714356,0.04243650104969083,0.03309411585162639,0.006888933877886351,0.0954131066693133,0.0381721357130848,0.005298197707111769,-0.009067352435903507,0.11598167827806956,0.015050314170727108,0.006101710388141155,-0.03257530779390051,-0.01803265776889693,0.05940302986178234,0.006026943352907912,-0.012250341343788365,-0.13747391905110087,0.07199986868682517,-0.09833410309018879,-0.010298345974318062,0.023035287318213086
