,UKF259,UKF266,UKF275,UKF296,UKF304,ZH8811Bbulk,ZH916bulk
HSP90AA1,0.020718891447530835,0.03445421270754415,0.013716671435383009,0.026994107973072643,0.1213270613568567,0.004423961215096349,0.035374049234218344
BMP4,-0.026227476247349182,-0.04155449627951058,0.04834738953301423,-0.005723772965680089,0.1597630031490565,-0.012809897551405599,-0.028688852069760434
SCGB3A1,,0.011246040729348589,,0.0033149189943327117,-0.039412859627893516,-0.028017878619856232,0.01754832399978854
IGFBP4,-0.06069446549279207,-0.024373952033082572,-0.006305257143310607,-0.008688690527636364,-0.004872263566975211,-0.005963832108007738,0.018063940235149633
RSPO4,-0.027396310413138957,,-0.01308278301557882,-0.01001974587510058,,,-0.03414331319936234
LEFTY2,0.007315050854225107,-0.010852772790167982,-0.01225468792160206,-0.024784486626091097,-0.02381554005632971,-0.016829259019478817,0.028189696862016094
PF4,-0.012183925329243934,,,,,-0.013415296802989245,0.012159213222452624
ANGPTL2,0.02069039803211,-0.038419734241729946,0.008621332184603495,0.016831284715638557,-0.07551038031652385,-3.0629264622428395e-05,0.07128981483993814
LRIG2,0.0293588300450012,0.039388585923574033,0.01316263408896202,0.030139355891113606,0.04054385660935968,0.028107105314343208,0.021854895894329682
ICOSLG,0.06116606001221207,-0.018573292363845504,0.003485922440734142,0.011725386460090774,-0.07080264680595047,0.0460791371098172,0.05331651212658062
WIF1,,0.06989309741747667,-0.010095673778476498,-0.01615373745191634,-0.03426604964084708,,-0.03807357861782545
NPPC,-0.01890027281993122,-0.010936162805942933,-0.005551199132145386,-0.002291215763824649,-0.018785187231821102,-0.025382640912828068,-0.0054546096574669
LYZ,-0.04158534681163213,-0.021593736918599095,-0.03817090367975116,0.0077559997794434945,-0.05196788350889091,0.03117268356936184,-0.013769459617090519
EREG,,,,,0.06468554082004374,-0.0426276811730096,0.09105245128869298
SPTAN1,0.04570729541414916,0.0397311287243907,0.004522496393539477,-0.06792712000894971,0.11274769138429516,0.07138490573771245,-0.020240140142108315
LIPC,-0.021895421243155397,0.028523841092082405,-0.0012596324376824616,,0.016995375458804002,,-0.041709392973992794
COL8A1,-0.018661943394003684,-0.038145367641285156,0.030917075736376323,0.004879346478795315,-0.031790534816423244,0.040182551286664876,-0.06682871106867201
GSTM2,-0.03480085325343812,-0.019203115104635102,0.008581917185250225,0.06252154364831466,0.003230527549475315,0.0824873844461621,0.12680850006073432
SPX,-0.0019318224747786553,-0.0024172103751999427,0.03163574995643877,0.009311476919612564,-0.02140083670687743,0.031098502750437775,-0.013762052599543426
MFGE8,-0.04800828124181505,-0.005624375766607454,0.03370247880034393,-0.04942474087539095,0.029539109979913894,-0.008992949000940848,-0.04250337352260917
TGFA,0.05705236404367203,0.0007228870368127968,-0.028707367436320533,-0.004630998863921148,-0.05999377580762141,-0.007794081069917813,0.012316471301364278
SLIT2,-0.010946414919023732,0.01713010803865421,0.028130861922334324,-0.02070833536045667,0.07890788808579369,0.08358265541907295,-0.007564439258366278
PLTP,0.0014934421506376315,-0.0023866868933014786,0.016858048499154354,-0.022255649590815576,-0.04998365238725797,0.016106080524886286,0.02906927210030316
APOD,-0.017396344043533844,-0.05214996141659438,0.003299271252943201,0.0304870448647595,-0.11672124624510198,-0.014349701730884753,0.08372780906087846
B2M,0.019936807105225933,-0.08858940460774652,0.02835245712084483,-0.032174707471802254,-0.07330859696175065,0.020868943951442107,0.09698003553245169
OMG,0.02033810804725979,-0.005999890403718514,0.007847490639066722,0.05750302473265463,-0.09608071570222687,-0.03187705831229318,0.060039152830031944
CXCL3,0.01052355473502339,,-0.00597518312389703,-0.02418045243391943,0.062421558789247406,-0.019806499881400486,-0.004095991065830582
CXCL10,0.02563726726365998,0.19866441052087547,-0.007816419919278353,0.051416794838963435,-0.06021989937345958,0.004942601325408902,0.0245246890655741
RSPO3,-0.014149252298685931,0.042455737184276705,-0.01975956609962424,0.055224811797781374,0.04075927051676596,-0.044330004456055415,0.0030612737079175863
CORT,0.008037179516742805,-0.029734788869605743,0.062394068485862424,-0.012726461135492575,-0.041655548872771904,-0.014038426257058447,
NCAN,0.008338227334759269,0.03288339282885595,-0.008253430051058691,0.004418098369912642,0.01003558210520871,0.007481907717997319,-0.005877484364102104
PRG4,-0.013964701832617511,,0.04922800086525904,,,0.020439236948857506,0.03387639051695525
ZG16B,-0.016207744356170922,,0.11210962219810332,,,,0.04620936907817537
TGM2,-0.03273833982549865,0.015948049417936604,-0.03281807808977217,0.007925614741433877,0.027899707042483242,0.012765050158607268,-0.05388855382459755
VEGFC,0.02092131358100407,-0.021857093668816996,0.025486659484298985,-0.005233532007130916,-0.02768402424812836,-0.028127889798073083,0.033193187151380754
WNT6,0.041092645118407975,-0.023291948995843425,0.008263698531496012,,,-0.009896054518169991,-0.023577233457895877
NRG4,0.017836408241838297,-0.028513651357009465,0.08230721886988977,-0.006515068295233632,0.05559057185773643,,-0.03545654286986078
PMCH,-0.02354917174613395,,0.02875545318362905,,,0.06300737500371205,-0.008853305291720289
COL9A1,-0.017750748318271524,0.05552677309759251,-0.023955054851467216,0.013454661604554552,0.021433326652008245,-0.0020585940719416588,0.007383024069893765
GDF11,-0.018267531079930822,-0.005218898842567453,-0.010918362577989917,0.024235661661187357,-0.011119808766899766,0.04314673960542985,0.013905734821807299
IL24,,,,,,-0.013201396716053256,0.05237296393966009
SORBS1,-0.022793156836750286,-0.06970884103263325,0.0232209095795622,-0.0005957157553945369,-0.027610838458581446,0.031187369329084138,-0.053666247913650995
DLL1,-0.008953849796313909,0.027858904780859027,-0.02133229087710794,-0.007101977833719515,0.011196288092723118,-0.025255232068156202,0.004388716441078346
TLN1,0.0016543864152975924,-0.019083600269779837,-0.06353447517436143,-0.032485240449948785,-0.06632778855795549,0.06115480953185163,-0.08821904090003471
COL2A1,,0.06352485872594259,,,,0.015560175591699109,-0.03194444201409545
SHH,-0.014511618013545577,0.015288677923564782,-0.047452868343644504,-0.025952300529730014,,0.011815557597804833,-0.012734034237532822
PON2,0.01748345163175254,-0.047217748164219725,0.007055907570171632,0.03269524652203491,-0.09096101533622536,-0.043447855348609954,-0.027433968926196362
ICAM5,0.029797509400406805,-0.014608886681782018,-0.018565842024530946,-0.022230292055428737,0.1032609525947616,0.02134541922154134,0.10413507650889256
HPX,-0.00921505817025172,-0.02329195056704977,-0.017540305816252884,-0.02260301986653674,,0.016261566888203443,0.029870452307652055
SFRP2,0.0176529753789105,0.022647318752772552,-0.014618697889500445,0.03077720803137168,-0.006775076356888141,-0.024971738664664605,0.030528480753666144
CFC1,,0.040243728266975066,0.161694317852873,,0.1426395098777691,,0.03801239185970732
CD70,0.0022701149997106933,,0.1140608043455721,,,0.06581181354566622,-0.025700239271105624
HP,-0.01541438382581331,,-0.015816293606062907,0.03159604851368116,0.004787770033212227,0.07511534493254049,0.03095403330112367
CXCL2,0.021806047059555314,-0.01399093788843802,0.015932418883291985,0.03542247308295341,0.0007543704081345983,0.012634469806901784,-0.0004155906689006263
NPPB,-0.015328683570557156,,-0.009849714466931135,,,0.01668310868986933,
CCK,0.03321611069333835,0.09176802474280706,0.05824046781366969,0.02770628821118467,0.12134659461701684,0.039500353676843604,0.03240038702500794
SEMA6A,0.042401789769153056,-0.059605872166274,0.04464144030974381,-0.026399959626999668,-0.08968019239661983,-0.07338528437264279,0.01256923940116744
IRAK4,-0.014958458692886801,-0.03368020446890154,0.022533130579568447,0.016646997336200002,0.03533377104751603,0.019828642971512794,0.048896827842907616
GSTP1,-0.016580401039149952,-0.004914733792628616,0.016285322632937416,-0.011514486077094738,-0.08496422881788644,0.03167482227438773,0.018966115355007505
VCAM1,0.02536480990867092,-0.06151113051208158,0.0124164508269501,0.0376432453700371,-0.05873359091363178,-0.041760115702650535,0.041707245432138
NXPH3,-0.021754617353633245,0.01892417826098907,0.0007789002537601795,0.04472390923486384,-0.014500709657770103,0.1019369840459242,0.06186411885352618
MTMR4,-0.03840444123466292,0.012390768545011885,-0.02477068221318577,-0.0012161885894242499,0.016776852308906607,-0.005027295669243169,0.005594895393262322
LAMC2,0.012338509779303777,0.0921778508056084,-0.012399691638497006,,,-0.017337138129015137,-0.003797100665656869
IL10,-0.003290360705995634,,-0.03876958342825107,,-0.01804454630744999,-0.040462566715460294,0.02086940218713439
SEMA4D,0.03351789638161736,-0.0067299155577869195,0.029035416044883477,0.029307006493290183,-0.11119150312732001,0.017237214576855474,0.07267276288025076
TRH,0.01114872736375171,0.010667371716775842,-0.005263890461892199,,0.027610710026274028,0.008383557424863262,0.006709205630975723
SEMA6D,-0.0020441207561019146,-0.00443507489660686,-0.03327134627048977,0.02595586190617198,0.02306447316602619,0.015557861655973526,0.07565498361166349
CEL,,,,,,-0.021553030687148658,-0.007254782181799654
PDCD1LG2,-0.003429319430969455,-0.022411444101252544,-0.021503812087804178,-0.019493181519426774,0.01723318798841271,0.02799297914247152,0.02854808226431088
SPINT1,0.003680943870204547,-0.028987841827054026,-0.008494864095727762,0.021463563629381864,-0.038060388985147284,0.07169456913807291,0.02500893435924891
CTHRC1,0.014941281029996374,-0.016417283952423558,-0.0012306640676444092,0.05416025088785716,0.06981804204193215,0.02924352030110819,0.02826793694872135
PODXL,-0.007473110905180947,-0.0334932212493843,0.008564942600216889,0.041146722060449684,0.07338157523270793,0.07660946154702061,0.019934311612686825
JAM3,-0.007004809044074051,-0.013909830838885471,-0.044098769630270096,0.012092360740345077,-0.13076586059057532,0.029017901307632776,0.035735096503222145
TGFB2,0.023893027529877806,0.045538202108289585,0.0069120751171866494,-0.013485556883159491,0.025419290523527694,0.07102189026484695,-0.07837878605989666
COL18A1,-0.01794316932688476,-0.027299759938918776,-0.01979225613519891,-0.0013876905200311679,-0.00925313801935514,0.007356877241437289,0.02947415721383766
NODAL,-0.028579299750284455,0.009308297206781366,,,,-0.016306834700031858,0.055837819969769845
INHBB,0.1079683988426207,-0.017210078535366956,-0.05770860993781705,0.007766652450921494,0.04608329077534716,-0.010866669049271135,-0.011016070891000271
LCN1,,,,,,-0.015399742828451215,0.01890972779684585
ARF4,0.06300441877745824,-0.0010036419381634152,-0.01729944861063694,-0.002284066641397423,-0.08378741560758597,-0.012075732143858391,0.025004526072366872
CXCL14,-0.04412194560967821,0.03190993323938968,-0.030187068262913057,0.03754091687911934,0.007070756402972217,0.05261894228441844,-0.08837438469900205
LIF,-0.008518534264156467,-0.028273840216328342,0.02232847769144522,-0.026796396068324426,-0.034239369925678484,-0.010390514296310266,-0.06678083346052578
IL17B,,,,,,-0.02465739761136084,-0.027077223549343415
MMP1,,,,,,-0.025382639267237647,-0.06059675035946752
MATN1,,0.0012905616616988554,-0.009973419156963058,,,0.06153926507231788,-0.0039203706628487215
ADAM28,-0.003219248938104548,0.012205243064906474,-0.03521836368142109,0.052450051129194444,-0.09102044617436676,0.002572600064124491,0.14911780452408957
TCN2,-0.005042718143236179,-0.03960646460590919,-0.021460688112644375,0.037785481964110336,0.024333092204326317,0.05120602630767566,0.025208985118520696
THPO,-0.029440356970826365,0.04088119537457451,-0.020474997075390956,0.042433892011198716,-0.0023721558893943203,,-0.036978848486762805
CUBN,-0.015735342518489962,0.06586173665031594,0.0476216735496505,-0.007114861157388115,0.11582560836512656,-0.03579654496571051,-0.0028200065216608464
TIMP3,-0.021287911220804336,0.024688903559552507,0.051877723362251535,0.01540627944048566,0.03147738290967316,0.00376172994131303,0.06862597322505974
PIGF,-0.03380937756122329,-0.0030928768991521816,-0.019112545585719624,0.04553537481526886,0.0691685871141254,0.029526515014833592,-0.02987934343526398
CRH,0.019738196771732268,0.04356148060200955,-0.01570048981408778,0.03632675050800316,0.006894984954848912,0.038897088688487104,0.029021969919845743
BDNF,-0.0438985219180899,0.10563367027617541,0.03668006282409035,-0.038564548452169715,0.07771158871840166,0.08991485073338355,0.020147941801018695
CCL5,0.009053173486246461,0.043360035108643113,-0.02932866597342009,-0.014930129037430398,-0.07128586583242989,-0.013661187634933283,0.11600240942454486
GAD1,0.013126778660235129,0.06865450943958742,0.036105923708219224,-0.0032286047245759127,0.1333428457726201,0.05565916722250248,0.010931696713110875
COL14A1,-0.02532058749414602,0.017441038184045295,0.0996382045968498,-0.03652439291719916,-0.028382621034023392,-0.027038037192492943,0.009005833549562203
HLA-A,-0.008655843339776544,-0.06947747211657597,0.03791535030346068,0.02826134783528865,-0.08243465516119745,0.008880560934586572,0.05497268048238117
CD5L,,,,,-0.03547078713295435,,
FGF18,-0.013004401906789328,0.004437734672182532,0.015171632575658922,,,0.00903909745937411,-0.019049137296979827
ADM,0.004412436423980888,0.009130854973448583,0.0031964613405803966,0.029051207482490078,0.05790202639079055,0.011986295233372093,-0.02175170992800025
CCL15,,,,0.053777707455411626,,,
GNAI2,-0.017441577213489066,-0.035077563361688734,-0.013828983107386157,0.005155665568627543,-0.02837396043785411,-0.07343674550671561,-0.00949396537273931
HDC,,,,0.09870511356894213,,,-0.024675734542356297
COL11A1,-0.01381014189210261,-0.01793433376565475,-0.020410821111246154,-0.0375098002296332,0.005175065309164721,0.029782444564400278,-0.01978504265818462
NUCB2,0.032257147499083115,0.04779231706553467,0.03918376686504369,-0.003380371431071003,0.04391283207973713,-0.03434491501528047,0.008624244651328127
FGF16,,,,,,,0.040661777268577344
CXCL1,0.013854851002963398,,-0.009778615347939605,0.0585168273666627,0.051191977809491966,0.03662799981349368,-0.017915984931266428
VCAN,0.0012424492350125995,-0.012024843727565175,-0.05762170760972822,0.02042516402235272,-0.0502354790834927,-0.057847071381624725,0.007021605372382606
MMP7,-0.025853635587129668,-0.028273832280001528,-0.009849714413115964,-0.02371671614541396,-0.020874049706424903,0.05638087376331124,0.011468475471682213
PTPN6,-0.009404152109214173,-0.027345985930363595,0.015677660688619623,0.04780345848395613,-0.001529511887525529,-0.006644082555239887,0.03401329764269114
PTGS2,0.005990048037198546,0.058064390999765916,0.04407380203976578,0.018784703565221897,0.072183376072351,-0.030365159959686288,0.059686697217936215
XCL1,-0.014149254680033746,,-0.016177787381970832,,-0.02738081389037363,,0.029630469876242765
CD58,0.009090915947081718,-0.040394017774515914,0.019997177159432927,0.03446564786484379,0.03529768534494304,0.008395537311432087,-0.02910782003213386
TNFSF14,-0.038142858323034226,,-0.02608741376619689,0.06221078886580284,0.0005516830680538557,-0.02620755850758758,-0.059545739387460696
CNTN4,0.05447316926390858,0.00880476021854911,0.0171953679720879,-0.05551053596684543,0.12733762525504702,-0.03653031014109818,0.010554472357366052
NTF4,0.04892082350047716,,,,,,
INSL3,-0.013004399356051797,,-0.011357756668730987,,,-0.015212279342192318,
BTLA,0.036027759994288616,,,0.07007128957565177,,,
MFNG,-0.024785218686754366,-0.040367267305181344,-0.047420252859529444,-0.029885648406486776,-0.018835354450798664,0.07844491461887462,0.028160386495686637
ICAM1,-0.029208748159020033,-0.010330601829026332,0.004384206850932618,0.016465622296463256,-0.017220281857057707,0.02424297831686307,-0.040845712281690906
PROS1,-0.006368991803166765,-0.020586381705465378,-0.03759350837259956,0.027357577674428056,-0.014069759074632779,0.012162186479485172,-0.00023422263273827128
CLCF1,0.025459736732864724,-0.026283350540868607,-0.026415882735073892,0.01360567609588138,-0.03546564915897778,0.006127045472428893,0.021464376288084452
PSAP,0.01742484328675005,0.06148590850774118,0.04542077745934577,0.04997294544775641,-0.0024010210100018125,0.026652586166351862,0.07883636532299719
EFEMP1,-0.021838948006346476,-0.0018215131663945811,0.018031386100660577,0.0033513130045599348,-0.08664635259577386,0.08717768989070186,-0.01330954383767852
C1QTNF1,-0.0035230798607890665,0.06965680857724942,0.02063878209038649,-0.05500228107989955,-0.006310169783027172,0.020340759059105543,-0.013131200335698628
ALB,0.027484187337849707,0.06966548649151101,-0.012399691321097132,-0.028149942142256565,-0.0746600108559114,0.06521803551506185,-0.03493641019597102
EFNA3,-0.06349272435489264,0.018834386811971145,-0.014897192110838895,-0.026175032283978966,0.1243756300069716,0.03537115561375996,-0.024072073149262473
DRAXIN,-0.04883192879854713,0.058441264281930895,-0.042235895817088684,-0.009913998476939256,-0.028576175267492707,0.015933472443535365,0.08070931707109981
RAET1L,,,,-0.005351556959769551,,-0.01539973273610461,
NPTX2,-0.02797656990652885,0.061631832664641596,0.055819774355753166,0.08997834091549603,-0.005854721259126489,-0.04385120574437658,0.05343411394000377
FGF11,0.022428874137884757,-0.009118570826564183,-0.005427634294432989,-0.01255141593762321,0.043490960513834866,0.052445078184645236,0.05568504510965988
CD59,0.0065664755969762215,0.0621762167050468,0.06173717216482198,-0.03471928689420625,0.014082492496814793,0.017573447279192158,0.012744544160229106
COL9A2,-0.03822612961543332,0.007540076919316039,0.008845327202615275,0.024090212985237582,-0.08262501970510856,0.012619375516556926,0.05882851365480356
DLL3,-0.036795040129871164,-0.016383493327294378,-0.03551747758533756,0.045984752918072296,0.08132951464233328,0.025887027535248134,0.04067979372494186
FGF5,,,,,-0.02007566821700243,,-0.04170938041123255
LIN7C,-0.04996168565097838,0.028912651368999977,-0.04300663406646551,-0.0031320972881211584,0.019974946864965,0.051513509938741736,-0.021549069299852258
GDF7,-0.023203645095782485,0.01831371971936107,0.007394877236367266,-0.024784485662965906,0.023028671331080112,-0.013201400898523036,0.016573169681701003
PSPN,0.023802068939771614,-0.007175762564901983,-0.034244627102710784,-0.013196988923531976,0.006265085415617589,-0.009137995336510097,0.02434662117387376
ANGPT1,0.003617063627808543,-0.04655275304640268,0.026734477452238933,-0.036573796884041665,-0.06536533476914369,0.0019136824315587797,0.02995135397759874
PNOC,0.03044992517795374,0.053731418299786955,0.013248016333351624,-0.022584755279442852,0.19857970069898204,-0.014038427784396445,0.026793339815166572
L1CAM,-0.03930849676589857,0.05760599044349486,0.044543221356101365,0.031419057395273904,0.0183463918200141,0.007222579443321043,0.03263485852709364
APOA1,-0.0202522033768824,0.028475776934441796,-0.014789774953724,-0.040111310480794644,-0.0008478829884000025,-0.018731378380171596,0.03105470794779772
PSEN1,-0.013568583094554278,0.016054353586876794,-0.014933031585364085,0.02542971576704648,-0.10325381190559775,0.017792496244030842,-0.02882748587717089
CALM2,0.041984461381736685,0.05764479952608411,0.04057266550306111,0.04207057442913066,0.10631668861072331,0.032090033006049665,0.04621277963608723
CLEC2B,0.06504085313370882,-0.03558151608622877,0.009635173585073573,0.0019204058501129545,-0.0077959565160416675,0.013673219932517602,0.06093581713586206
NTNG1,-0.017174751588736024,0.001827609829457419,-0.034729129251218974,-0.009130946044642343,0.08809756601900429,0.027247105860538967,-0.04389305042384239
LRIG1,-0.025212183972676588,-0.04814724148016939,0.0376945764651516,0.01830735559665922,-0.06987671192889362,0.040096697149644187,-0.05110226654448077
CPAMD8,0.002980914207659734,0.029165398447476912,-0.012598374490773582,-0.0014423343456408013,-0.020960379277340995,-0.014830707757511497,-0.006901133054883885
GHRL,0.010302344915401,-0.015467646864040757,0.02881383455719996,0.004651110095510075,-0.022390110309257832,,0.06230999249067613
NPY,-0.0562511670492254,0.007326963381727057,0.012155952844835796,0.002537473456716181,-0.0489079459704561,0.01929557862988973,-0.012664886757096103
MMP2,0.01693310469111214,0.006390521980283075,-0.0014547887253421798,0.03215866073601882,-0.039832792298115274,-0.03326449877636062,0.043508129529343506
LHB,-0.01339645930783626,,,,,,
PPY,-0.010971156567159421,,-0.009207362139564381,,,0.0789393226591112,-0.03710612260106358
ALKAL2,-0.013201829648982893,0.023694328030147444,-0.022209641791459154,0.07173074738589881,-0.05600831345312109,0.07836813231637897,0.012721493118991515
CSF1,-0.03155936581371739,-0.02907691787995784,0.033903587167851586,-0.021222173068566948,-0.04273415401801672,0.05122094189487692,0.03987672563949283
SEMA4C,0.041040509958321265,0.01878958603572344,0.0009155186887746861,0.058142511003457256,-0.06407064062380759,-0.003407531263089282,0.019162798778594812
ICAM2,-0.0232761883150901,0.016987660134999343,-0.010672175813543888,-0.016523568732861062,-0.04224674048725372,0.07283964270534608,0.059653467459365346
SYTL3,-0.03476920785594535,0.05570523844139209,-0.005037539184082393,0.05960457882543528,-0.05712454499542071,0.09283919752839981,0.013767289901826983
IL1A,-0.005868767405932457,-0.038632819901012666,0.09396549730759048,0.00481144733004884,0.02064679861805701,-0.009120286552811331,0.01788528210504464
HLA-G,0.006051540839618122,-0.0208661449047724,,,,0.062376119840380204,
PGF,0.004154162489294216,0.023277871451717683,-0.038686842444294794,0.026164256883039246,0.021690785615101477,-0.011123819228901358,0.051736908410626364
LGALS8,0.014824912196024363,0.07664469556301777,0.027189798151159735,0.09673500591289837,0.04070382681631941,0.005709641036184746,0.07173121619617052
DKK3,0.023436565567705587,-0.0002302642226842778,0.006846784780854094,-0.015418041220782157,0.10932912848666693,0.02203105876877878,0.03332736516636727
COL16A1,-0.01942250243557211,0.027865398319707996,0.015578923787604977,-0.004844824665815869,0.09070370433614855,-0.00047235740779811853,-0.009097396725794684
TPH1,-0.025747987176908214,-0.022110590322720333,0.03127854419824017,,,-0.017373134657106555,0.023025303716537927
TNC,-0.03272654513231462,-0.06296607073039462,-0.043651225487639014,-0.049823960837937345,-0.09763007688302498,0.019333978068977752,-0.039867191734618154
TNFSF9,-0.02320364665659513,-0.02255099701719004,0.053034739096900825,-0.021133907938731666,0.17998265459317295,-0.008980799764282682,0.06275077435805676
C4A,-0.015882279875362226,,-0.010914865987084653,,-0.024159610017629785,,
CNTN2,-0.019594792210565475,-0.06156774238057991,-0.006706921273258879,0.06541980285925851,-0.0793652642421687,0.015599033282667625,0.04029337655504154
F7,,-0.01920311078940268,,,,,-0.017354675563262204
