,MGH258,UKF248,UKF251,UKF259,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk
INHBB,-0.010675036469450673,0.006976453083226152,0.0019148235227938225,-0.0038406313301131223,-0.040112331242037606,-0.015970064278390733,-0.03373398640564984,0.16949359072948972,0.014892376051500386,0.0985318685658421,0.057318304201542415,-0.07146440282735977,0.018532323412364042
LCN1,,-0.02159311323614276,,,,,,,-0.04195016307105739,,0.03612134524246091,0.040671363665555155,0.1038911980317681
ARF4,0.028149305094651328,0.053140196060617075,-0.0018458133764087889,-0.012468123233579485,-0.029082752933835374,-0.055294176312377825,0.05664938706168928,0.10930528196804859,0.029598869017088594,-0.01259977891495151,0.0775329718498111,0.10005964959722952,-0.017570894592507186
CXCL14,0.042597187489301136,-0.007376707915960833,-0.009717261408766964,-0.07035873232241842,-0.028191137998924184,-0.04267527984423856,-0.04027277043227984,-0.04017812841264005,0.12501932433147284,-0.013853813616202628,-0.03942285387364513,0.0033614299834018703,-0.09539876321900567
LIF,-0.03223555535925197,-0.014848919164808988,0.004532265815937113,0.05292195667666312,0.016644470076774154,0.048726365093349135,-0.027570466899380572,0.038477357550250044,-0.017687946343574984,0.04204601398386722,-0.020025202664989538,0.002121867224986246,-0.00600214873004393
IL17B,,,,,,,,0.0015819382225497145,-0.050070734908916656,,-0.02404038601213372,0.07307848674389628,-0.03790857256256928
MMP1,,-0.018441134639184627,,,,,,-0.10533038558392295,0.015830346746699576,,0.09557296275749837,0.11364063467517267,-0.02364543367828806
MATN1,,0.007515477757341183,,,-0.013836102776913235,,,0.04294180370105362,,,0.05407380342103377,0.03203353258850408,0.013346516963859146
ADAM28,0.033965199034351794,0.07470451594234688,-0.035362656288859345,-0.011396481830846399,0.0335192977956455,0.018542743679656373,0.091269977197676,-0.01157966527352919,0.08853698930389271,-0.006659770161077389,0.012456356349389042,0.12503892749627316,0.0644159769373145
TCN2,-0.015084467005269008,0.02947331894833259,-0.0024627939255353337,-0.005229683212390209,0.012401290690898719,0.044948756862751224,0.031284614022789314,-0.004291058679888445,-0.05691267344119334,0.04066139849703034,0.00878447637603542,0.12938007989388015,0.14699051415567252
THPO,,-0.036942693341175885,,0.01558766137234481,0.020372126835679828,-0.018266483869936897,-0.02736846253211881,,,-0.025859636248642907,,-0.03613428653590139,0.04611191147370324
CUBN,-0.03217460450438212,-0.016863969941961002,-0.01314939179138878,0.027581682099168395,-0.029299354085570054,-0.009535231052327196,-0.021045472118772095,0.02618604181989262,-0.04650207791684101,0.09952879522116907,-0.006219819752566191,0.04544542031152176,0.0736891988250116
TIMP3,-0.04260152436695237,0.04330570777498858,0.02071554068504576,-0.031413467561030056,0.01835308827075973,0.06263775070243822,0.040214076692889976,-0.058152873443990484,0.018011713160318875,0.10602001803917288,-0.031111680473391766,0.18268832004761132,0.12266772861176019
PIGF,-0.04881265075503349,0.0021588960598340084,-0.025090856438971142,0.050703473661145006,0.02078778697620004,-0.030361644051551225,0.024336894872253653,0.08370733099249981,-0.01932455179905505,0.044810896076912195,0.05304274034890888,0.03392354735377871,-0.06967581765610327
CRH,,-0.025298902999974972,-0.02303127665549433,0.06464551951732135,-0.0217812554848789,0.019790062891441543,-0.023478225654329943,,,,0.004674325334790418,0.05810979601961792,0.012306744837580947
BDNF,,-0.05336441376508208,-0.020602833024821923,0.041320390535571114,-0.005876760625557733,0.04984067945349787,-0.027165161438795066,-0.025315909209371337,-0.038550361328435555,,0.005030972278749273,0.06734563088966473,0.10208458753335131
CCL5,0.093113772689853,0.15299714651469962,0.05365440902473787,0.05316693082402463,0.11051266064287475,0.16553158698021486,0.13646769923450208,0.20723390943933714,0.11702555690470391,0.1195291802739848,0.10427655923390484,0.23901186382892253,0.1887144625009729
GAD1,-0.044135757319442775,0.03796032840581808,0.0472206635985114,-0.014109938527440847,-0.01116755702132535,-0.026501727680772844,-0.051822875075806143,0.04365388650878438,0.10860557992889547,-0.007770660471092873,-0.025020028722403664,-0.016898839010594628,-0.09895693178168516
COL14A1,0.10992066446880125,0.015215330834489277,-0.02874012689840397,-0.0067018385742652065,0.10098662948499364,0.023815262294619353,-0.024558921286263184,-0.06494898839974196,0.021834487554819076,0.06382192297658003,0.03917905663430091,0.20883372825642324,0.05652540859814455
HLA-A,-0.02019104902370497,0.008973957579278363,-0.007222438166357148,0.028651283490681825,0.12607136742932665,0.10990117668622754,0.08626015621828453,-0.032272606303862396,0.07021621557146432,0.13749045356234071,0.007166575889150914,0.10504928837315622,0.059143642205812974
CD5L,0.05602795793934833,0.030555645139253386,0.02293214439208864,,,,0.010226158800716508,,,0.01883950843661576,,,
FGF18,,-0.022890931941150206,,-0.014018333015037902,-0.014825929225314852,,,-0.02424937796624935,,,0.002512025062997251,0.008220467247256343,0.01768414565642992
ADM,-0.04156489835518914,-0.08628480611854,0.026069387476550916,-0.014010972205535672,-0.056367657527321494,-0.021607075468060365,0.046555202902280976,-0.05719614578105276,0.14046342987346352,0.14349943090021974,-0.01140373665705206,0.027312965359051568,-0.016404641980283692
CCL15,,0.07053394532359578,,,,0.007300070348608958,,,-0.03175199703337462,,,0.0310529415265616,
GNAI2,0.011741890827957431,0.03529972618566416,-0.014343343738002523,0.036160104406853626,0.0556333553087797,0.0895290514842945,0.05284064460850589,-0.03360103410660295,-0.052509149208276214,0.010421905990343346,-0.008892845362800387,0.09549420639472486,0.06281970168574454
HDC,,,,,,0.042081483458709774,,,,,,0.005144356534204637,0.08403414020602606
COL11A1,-0.016469122337893997,0.07758564913194925,-0.03159733314491933,0.06388089550902265,-0.02831588788276556,-0.03760570354356991,-0.0024368451786659262,-0.09084236163394106,0.07668612919827422,-0.0465639892909771,-0.0015183598173429049,0.08825412886675993,0.04790898471925014
NUCB2,0.09869480272483537,-0.005687889940673862,0.06075328575384271,0.026961886291581822,0.010610034207091706,-0.04959750414656541,-0.019321133857917314,0.06909798798343467,-0.040400532585533326,0.09473796640858696,-0.004363057080627691,0.08849746484617564,-0.02358477412809003
FGF16,,,,,,,,,,,,,0.060686052838075696
CXCL1,,0.014082586012042876,0.028264807188569593,0.0023127157971896666,0.004879899810086744,-0.016622609373725124,-0.010514391336498466,0.11731440004492083,0.036043552555242074,,-0.002410435907266903,0.06342950225005964,0.11080760845565832
VCAN,-0.0841850635324786,-0.016843494881740473,0.032812907217356836,-0.014617368166063599,0.08380298869908351,-0.037370311792515216,-0.07378227276810878,0.10866924652205254,-0.14523291490781776,0.022707735403306933,-0.008908603791155153,0.03563760699055943,0.005645158800579045
MMP7,,0.041682625429861765,,0.01427929389521586,0.16689337120018638,-0.03211128024668231,-0.016808349503400172,-0.01628086793761112,0.0627264193285341,,0.07057682681796137,0.0980795153282239,-0.031317321448968545
PTPN6,-0.03375057985460758,-0.02285088457008979,0.08010803702651997,0.0006646787513764406,0.0029771278854412303,0.10473793169698455,0.048560786752158705,0.10830279732605125,0.05568255761309878,0.09951182336220148,0.0531116030803512,0.10151678153795649,0.011700351216911114
PTGS2,0.11027611723607046,-0.05086141726650039,-0.02204974783655913,-0.01677326586317427,-0.04548865555133166,-0.03545095732945828,-0.053609506261944516,-0.005675644276557777,0.07258394318700769,0.005869085407331521,0.049608747394510565,-0.03239735728659908,0.0937065955267643
XCL1,0.029506341232308927,0.009369571159745496,,-0.015252448012679673,0.04009655824012893,,0.0020445460455872943,0.018422723487589002,,,,,0.16249008072811402
CD58,0.06623865527721313,0.03937129991260182,0.08069559444949699,0.05805649716367341,0.049767587225668146,-0.006426026784972713,0.11580121166754134,0.07269916829745372,0.08519409873220632,0.10883275343715006,0.04890113860193559,0.03298283116960298,0.0394187836371077
TNFSF14,0.050837328130850415,-0.0018298926515601987,0.027184542994430672,0.02359825403749953,0.025071536560433733,0.1063341443612071,0.13722777509188222,,-0.04046902594879353,-0.035255622360326457,0.13050126204275622,0.028601664345473548,0.0159412236185458
CNTN4,,0.01752132744534167,0.04386023357590454,0.0365649806391403,4.044416947716181e-06,0.032027137042399505,-0.05395060829652061,,-0.017809125766084538,0.00048781162982300733,-0.03527407036922708,0.026587774145954896,0.009214418211775075
NTF4,,,,-0.019293678795660043,,,,,,,,,
INSL3,,0.002071934777234124,,-0.014018330265423701,0.01896661578295098,,,,,,-0.02528493494626412,0.14857402572078793,
BTLA,,,,-0.008541366427615995,,-0.02073381918143749,,,,-0.033126404294070086,,-0.03010314162124586,
MFNG,0.12844019202019122,0.018518270808671914,-0.014520823707752976,0.0008129967762622675,0.03724977128144862,0.04536290764796387,-0.019817548673293654,0.050077254372246804,-0.03284500030176872,0.049750014158266506,0.05674897789320769,0.0672618432063774,0.008368862873544833
ICAM1,0.050430279499596664,0.0006310943278067121,-0.0059518072657383705,-0.014337868289093446,0.060888556466158254,0.010689895349359518,0.014954382025686901,-0.029321299640943065,0.03848058748396549,0.1107622738554636,-0.007438049481684227,0.029963936343900426,0.004991863991472782
PROS1,-0.009514908756630617,0.0450661296774855,0.02756592384352891,-0.007109587341416953,-0.000384869715392721,0.008771759132175103,-0.06654408908534293,0.12410772468762002,0.15270023769662563,0.05583570073591813,0.00499922022298371,0.046733735106404384,-0.04338481130320047
CLCF1,0.04417924653215295,0.04769500937944761,0.0050121774589028684,0.05302165057903096,0.05469092685563368,0.01708679901980168,0.060033091774250424,0.05244042367485484,0.01154201300347591,0.011398723716723534,-0.0022916715508093572,-0.016189348704520566,0.013872505162851656
PSAP,0.12134997358064133,0.05622477318291158,-0.04488073377834938,-0.03647580856868546,0.049239296745812185,-0.058888959729092076,0.047363924268774615,-0.013050806064245885,0.051727487271032435,0.11098943787675734,0.045158004566503984,0.1661577850866784,0.0005484005388669931
EFEMP1,0.05394819807516641,0.05771664902258532,0.06300652834893287,-0.05774836007367971,0.1329107142542045,-0.02276204130119719,0.023580790554353855,0.08027924086520977,0.07959458157276583,0.043826948198633774,-0.05232695975864051,0.027917033426060545,-0.03439751055725597
C1QTNF1,-0.07430744944222838,0.01149517219064257,-0.015879504846572735,0.04034959640815845,-0.008247675516496853,0.0629157134170809,-0.029692628992539775,-0.027770660833400056,0.02445656033754301,0.09385038666611165,0.042043378798837065,-0.06542103479424399,0.013029618819288023
ALB,0.04422187795759198,-0.02063254160268448,0.033682732382003075,-0.024887544020625343,-0.0010611705451948875,-0.01844057066670294,0.04642008499768405,-0.022107611017366226,-0.043032914382410796,-0.0017362464266175988,-0.012648457487493246,0.014226687601738404,-0.017518449140287003
CCL13,,,,,,,,0.05133018834583708,,,0.16518238733369756,,
EFNA3,-0.026738998944374873,0.009815845582558132,-0.04717131882878933,-0.0035249995670882414,-0.013029052828893908,-0.01381778591943862,-0.0302114814956864,0.01843995806401069,0.007492043442281377,0.014023725714662877,0.03361877669070458,-0.007690748511686868,0.022931034656871338
DRAXIN,0.020299438985103516,-0.001795566376516645,0.007641764199116917,0.0008160649392147353,0.014490288424582642,-0.014806873332685013,-0.0003441985333812138,0.12363800497838821,-0.01879026721102389,0.019861645382283456,-0.0037343247628311713,0.10085701639369594,0.013573342927365525
RAET1L,,0.1081403667690375,,,,-0.01773456312234684,,,,,,,
NPTX2,0.021710613437813935,-0.023794850573617483,0.015330445860903196,-0.02275063541702939,-0.0378310565721163,0.04563790385939488,0.06767389135620526,0.11787550862209739,0.04637989136545413,-0.005004664269883054,0.08405207446872281,0.16928866206909496,0.0436465760600809
FGF11,-0.04183229449182497,-0.06314093876529744,-0.060681572910149424,0.0008353391813637315,-0.011236168036421138,-0.01615665302483,-0.021068924019434734,-0.06014621704455443,-0.01595252664334796,0.03856457929018786,0.05425039148701374,-0.024535547828785104,0.04931428579778486
CD59,0.11707124784860413,0.08520229413099842,0.005856152656062629,0.0007359471887684262,0.04900509827382476,-0.006793043906357151,-0.001812525979023412,0.021705519194064472,0.10992096184870764,0.09692949584552558,-0.004932364404105343,0.15339649030900887,0.06252059846756841
COL9A2,-0.04259832990725593,0.0121808139418613,0.010032983613530317,0.014872197585359254,0.027739682921638028,0.006467896189103135,0.13914573779043457,0.02295806188493677,0.01276725642451247,-0.06085021991267857,0.002349528129726615,0.12148961900194787,0.033401258502837344
DLL3,0.03673598109658519,0.051529888097821996,-0.0075234412325792255,0.0019033640007236415,0.04512905303624128,-0.015340617749819981,-0.051750660053222805,-0.0007485783894998409,0.021255131157370558,-0.013409662952882918,-0.02782270323793094,-0.01604382789048217,-0.03647503098487313
FGF5,,,,,,,0.01713459160768395,-0.005426793624153926,,,,0.10812705001810576,0.09883967390931499
LIN7C,-0.008979789705154484,-0.013049786965708611,-0.01878801672738621,-0.0432374270605148,0.019878804089183962,-0.013976742245718295,0.030006674645007805,0.01809003121541436,-0.07671400745989362,0.055003799489626505,0.03846031047111395,0.01683530610880139,0.01743595936881132
GDF7,0.06966058372153679,-0.03819919878302554,-0.02164557259949976,-0.0015531682626221293,-0.009621500680224526,0.05574095487328387,-0.02971465031452773,,,-0.03756401089419736,,0.067610975805551,0.02704737885112116
PSPN,0.07484161039142583,-0.007289917439392119,-0.005140578170699484,-0.006412111655167836,0.081610544773611,0.030518869305554513,-0.02159666435665322,0.04375794086545857,0.02997457588245688,0.030302092642701475,-0.003555543212501274,0.04587002426268694,0.11661667549747026
ANGPT1,-0.018275648711957783,0.05862594417593882,-0.0252329755441677,0.021810719988525712,0.01486058785686515,-0.015292837738799282,0.008770929876596594,0.03084611192205431,0.04967369336831708,0.015652825686962538,-0.02182213077903327,0.14463683155300555,0.026241355880302634
PNOC,-0.02485099144804514,0.04775159303851309,0.03674596512879539,0.01972584626581092,-0.04897323019508676,-0.01813476643913371,-0.053507813268288615,-0.022107611017366226,,,,0.08474162135225205,-0.025349169884543384
L1CAM,0.01855670610878939,-0.04622508616812155,-0.026472384837032983,-0.017677094431904294,0.026719748147317618,-0.05428086350794555,-0.028938381754723717,0.06403346677275484,0.02576035302477656,0.05721513541071769,0.04643906416056472,-0.05921431453951923,-0.04368439462954711
APOA1,-0.029721472018609623,0.025561100644834717,-0.029976212189077235,-0.02183123324396743,-0.020517822733267518,0.04937262328461783,-0.018274003018870208,0.014220560971776557,0.07571524283390017,0.15298201525064462,0.09879917348562257,0.06496494439773585,0.07565253830086915
PSEN1,0.03870883759521896,0.05882904618382504,0.0340716085057927,0.009274116081115369,0.032209837850151815,0.04603758026290091,0.03895093689385579,-0.01359953879592589,0.033467276763272914,-0.015076704282188007,0.0009060499778171346,0.039910821223056975,0.043127401178787356
CALM2,0.17764387617811778,0.051410202949845524,0.06602089229832231,0.02000349842079021,-0.015390384327386333,-0.028776986373389723,-0.09554809575690311,0.05108263204918902,0.06176145634283594,-0.08469115461949156,0.07509091251817729,-0.08751876880730522,-0.03607508244706264
CLEC2B,0.09139682358509325,0.013652748459909386,0.021160301365616366,-0.019417303741061046,-0.015760366231316693,0.02310259591723602,0.09223309945380745,0.028721444838790973,0.038295521150662815,0.06907928058374672,-0.0003413286229045196,0.15692683650363629,0.08354396641174044
NTNG1,0.03103325068943638,0.015560120915370868,0.0031149861408934104,-0.016694494584846044,0.025387822748699825,-0.013932987151969093,-0.04898442934827495,-0.03622799130898513,0.08244648848716866,-0.02881978708388262,-0.04361683095388083,0.04760977002916995,-0.05764417634618364
LRIG1,-0.0008428196367828607,0.026656829083040758,0.03860894581696637,-0.005506565205807809,-0.0393465878067138,0.013687585598183628,0.08099138850223368,-0.041713831153080944,-0.12136223495151773,0.03656294783874591,0.029683862103630082,-0.08423725890183359,-0.09219367868081275
CPAMD8,0.1060138858737088,0.0074073864128792405,,-0.016581183330002643,0.047280358643707825,-0.010896171142369524,0.05584739639041697,,0.12644346906507786,0.06465570449192423,,0.10111071026997116,0.044708427834204874
GHRL,0.03398387119892053,0.07182987987334452,0.07060498593412279,0.011810285340344923,-0.021591091415457373,0.06094308704330405,-0.018029122512909102,,-0.04581626413064303,-0.021367858085115456,,0.01007671381948898,0.08352860063714188
NPY,-0.0419196141729354,-0.024967031268124173,0.0005770924325157985,-0.04190971098392464,0.06285914544849719,-0.024324345729893216,0.0249057991234389,,-0.03971104506645223,-0.03343756113512564,-0.06517147979448028,-0.005764879802377674,0.0026921712597298103
MMP2,-0.01702735342797575,0.09939850100928421,0.03339326508901064,0.015573668471587088,0.06034744276028647,0.050021160292141015,0.05187696517583385,-0.11203598120738832,0.0691237465911195,0.04910872558415134,0.08395993375518349,0.12937475984656346,0.053233629492489234
LHB,,,,-0.014440958465118526,,,,,,,,,
PPY,,0.05472592193633912,,-0.013133775450838256,-0.012773353537270207,,,0.09263814298437933,,,0.08248994375574273,-0.027901874705540116,0.032886608853860584
ALKAL2,-0.009319066858983876,-0.006771417896247264,-0.017374118427150347,0.005616210809743756,0.006318153699687322,-0.008662151858136593,0.06961751578405106,-0.012615733265860766,0.00218500959755372,-0.015274422825883472,0.021026959669080275,-0.003064252822431581,-0.006246727430772307
CSF1,-0.06023446759610156,0.016954045303357226,0.025828035154714702,-0.04047163570390839,0.04937615965691576,0.003802153538368311,0.06667974905798206,0.12329344357735902,-0.014651012119655955,0.028721462150899386,0.021636200370037134,0.07929794215876612,0.08543306190274477
SEMA4C,-0.02253679896565974,0.01345215733969237,0.07038924200551383,0.025137638607806264,0.03619788112388695,-0.025878323440466054,0.03691111676561716,0.021797152768444787,0.021392519109222338,-0.01739356102911139,0.03317774698201647,0.09120265861008571,-0.0248927358359768
BMP8A,,,,,,,,,,,,0.10510921948053378,
ICAM2,1.8220693772987625e-05,0.11693239881388132,0.00883999848387014,-0.0022748316377486917,0.040618983719791,0.07626096519286084,-0.03927772312986838,0.08622415141221072,0.012547654906300519,0.09464113944425188,0.02092065217545286,0.1862762060192539,0.09513191114362304
SYTL3,0.05460858491207549,-0.024660519146256717,0.0004858779804975844,-0.007832959966808177,0.08380322031310691,-0.015858458766517453,-0.04599822894980489,-0.02360951430096209,0.008849041947144377,-0.017727585457742775,-0.021215408391475687,0.17280804745872896,0.051275199482794416
IL1A,0.024349133816838568,0.02752442193143622,-0.025228426981841256,0.024951730521553077,0.07760431911257538,0.001252045027280618,0.0562598893885655,,0.02917304053739519,-0.013296203316276869,0.02131384269388967,0.06887395298887904,0.036053326521467546
HLA-G,,-0.0297696659983079,,-0.015252446635255512,,,,,,,0.09462763439050734,,
PGF,-0.06661405540654752,0.04847924121807918,-0.03172096645225184,0.008027821101358315,0.050888509005699384,0.16154948723630427,-0.029571871583389992,0.16900325340289346,0.01389904406651392,0.11707282438712856,0.05039562294561935,0.10082295707043401,0.15208072354325122
LGALS8,0.04896316611772412,0.0254820066360202,-0.029737008744469922,0.01914662875051273,0.0028302396813027217,-0.037675652271219995,-0.004048923283645645,0.023831953043573405,0.03645093350937529,0.024478926570634704,0.01897928426541504,0.10841450130456887,-0.02739153543703407
DKK3,0.029823708290971047,-0.017241773540000536,0.027734290667832912,0.012963686642643048,-0.02298109509450529,-0.0397645039759516,-0.06085218994729507,-0.00385035839752306,0.016240734767087137,0.04892358750762473,0.044490683937599924,0.12263535939661431,-0.024156031723441822
COL16A1,-0.04209262711248377,0.09248720261782163,-0.008058761669529797,-0.018108596367918214,-0.06508899919574553,-0.018803154979560605,0.07894266779918381,0.07773870118174336,-0.06621204147834553,0.06684632141410371,0.050346533582336525,0.1846873824021335,0.12062795336024786
TPH1,0.14299864044603772,-0.006282863039463893,,-0.01660210054320218,-0.010683034993636134,,,,,,0.0037146674432069035,0.06094362505376897,0.032269553386718636
TNC,-0.02319856945481855,0.008403574493512776,0.0018933087024765294,-0.019725157704771897,-0.0020517033136142585,0.09774278391517473,0.04724077831742096,-0.10098423059396248,0.08485876807478197,0.04661013509440871,0.0064057302063101566,-0.04058733377941291,-0.0657865911469757
TNFSF9,-0.012678313959924518,0.09259842679131967,-0.005581124760030864,-0.02501279553853233,0.03297712315966842,0.010834613760904084,-0.06357840818077332,0.03716993523483185,,0.022223860762903353,-0.000420158971684547,0.021298992519707165,0.10405932451456489
C4A,,,-0.017121414941528627,-0.01712059423621974,-0.015142169923551439,,-0.019453971546171966,-0.024249391125701604,,,-0.018789893959546722,0.0402187939311812,
CNTN2,0.08898943942637608,-0.05544395275500287,0.06301867728602888,0.04116146724391841,0.02443760695501246,0.007448326662495312,0.1207657588331757,0.14324569508825233,0.029865984047747193,-0.07470483828837234,0.003995609000021237,0.11279114553864625,-0.018738315403968402
F7,,-0.021324609606273734,,,,,,-0.022107614119615617,,,-0.023674181530801572,,0.04704242633478359
LUM,-0.010058110368751155,0.08841811051156447,-0.012107051705892075,0.02056989242858881,0.032868199667703255,0.008145287331322066,0.13589079856800249,-0.15660683067461115,0.041181952461812776,0.09425867362000906,0.07154167316221256,0.21993676346274077,0.0865364406240458
IZUMO1,-0.009223487915980584,,,,,,,,,,,,
BTC,,-0.01934650629968595,-0.002473018491988081,-0.030850976584227342,,0.003475084046369033,0.11308753541344234,,,,0.0814439783103131,0.0018890839306607036,0.012447848326779077
APOC1,0.1895687005478585,0.012590222364610722,0.022448586238539955,0.0028130892250361637,0.07909974207202734,0.09708739067960918,0.09296846894900458,0.05347197749256728,0.13014287216969161,0.03295578715467457,-0.05840337412501577,-0.003436747546615928,0.09807920177304992
PKM,0.019247913236172958,-0.07180268193270094,0.01617010179376827,-0.025270412198870676,-0.031672663133648644,0.037899347960506126,-0.05826135442383849,0.027156079702861022,0.013349034335523214,0.13510299323620784,0.015589650392867955,-0.05766559094518375,-0.10345601636806087
TNF,,0.04952735402359369,-0.0009316143106634072,0.03563640289790423,0.012737706833845631,-0.02164732157259124,0.14741999372752562,0.14122382298875688,0.15016239078868285,0.15467158356638866,0.13913111421032007,0.016108071126837965,0.049779078455128155
GNAS,-0.10176171836540689,-0.06425760918364684,0.0027674171513424922,-0.05465779621025091,-0.09660130502123374,-0.02885651591300496,-0.09679602599971518,-0.14315358275095674,0.029464702193434906,0.027582611144063563,-0.02392066091142411,-0.07608029618180483,-0.03967408646712879
BMP8B,0.029974468032697953,0.03625735910918599,-0.019021843239062194,-0.00929246162320548,0.020302506523238555,0.06352151618749345,0.11685288376035653,-0.0441698825213386,0.04430990014259406,0.0032540953930524086,0.04291966572727318,0.13046650240428004,0.022160852196537854
LIPH,,0.07571456758557948,,-0.021689546105492615,-0.012208728320348056,,,,,,0.08460610184076514,0.08749711814382073,0.01580303454140809
CCL28,,-0.030746685169429938,,,0.03940122465728549,-0.017000932544757187,-0.024164853133827612,,,,,0.006127303117260897,0.024206896649151106
PTPN11,-0.127149594333822,0.02251329648262139,0.021999683006551772,0.03247949056412592,-0.02433033033294819,-0.047092427177668025,0.057000374694178006,0.02665330037806523,-0.03855036061445219,-0.05989054795811235,-0.045153933134402906,-0.0023366014981304963,-0.103245233637741
ADAM12,0.09990828187280168,0.04744390108092553,-0.020388296248619577,-0.033526210256363986,-0.021049197975800488,-0.016430344434068763,-0.02788657710762114,0.09425353887376493,-0.009643258918019211,0.05599901415513853,0.051794849553892984,0.14573689669867446,0.1419328309783899
EPO,,-0.02937070352729513,,0.004303748180792281,-0.012773354094829612,,,-0.02010109583499878,,-0.033746356250184475,-0.018329310918267793,0.0819275440301623,
EDN3,-0.015860708633352223,-0.002179980671694497,0.006897444035386169,-0.027526515166616236,-0.01979806886724043,0.047010155691170834,-0.028950535359468937,,,0.14222997931235223,0.03619414153941151,0.04770581645364209,0.06485616052754589
CCL22,,,0.1006034613369399,,-0.025719425094171394,,,,,,0.08530951808271306,0.0727747709441682,
CCL2,0.11945218861762555,0.09213329943444112,-0.04079988162481039,0.042048801989699326,0.07843819496815661,0.07349214773273752,0.06725885271020009,-0.01947073023944279,0.07049450594903472,0.05546930945383476,0.0354253838291299,0.007729187405353482,0.03195307906896512
DSCAM,-0.0849368710610374,-0.004389360914175535,0.03187426755452673,0.03225515537121084,-0.03070712385924574,-0.025439818007438043,-0.04840429948809722,-0.029573229483469934,0.07477471460219055,0.00958648517952278,0.038868707202444584,-0.0009012145867568263,0.041429238569004254
GPHA2,,-0.010009826227076211,,,,,,,,,,,
ANG,-0.00043658262565737246,-0.06607574442568588,-0.00404934798569844,-0.008799454697758023,0.0034398255319518004,0.0026117183503472597,0.006143708195970648,-0.0331142955405731,-0.04440114027704372,-0.0035924520023951764,-0.007179977853325468,0.027882155004779197,-0.005839697438033358
FBLN2,0.08707509582965046,0.009323100063966406,-0.0303584246709044,-0.03352834131124905,0.0413547459079871,0.017520664536463955,0.11840345854308575,0.11820238265992956,0.024696790528378545,0.13309267391650334,0.0029487369897858748,0.16730994934618454,0.10627823029938117
VTN,,0.010210753900675409,,-0.008572841496613118,-0.02098518630357105,0.026966242700128398,,,-0.028840170127542114,,0.042246618351810664,0.00673220264390417,-0.05839386079818062
VEGFA,0.06652629950369682,-0.07048068071179897,-0.034689007219366054,-0.021605030054250525,-0.026416930465574903,-0.02708830287164734,-0.029206821753437716,-0.13127565335179842,-0.004878948267854636,0.07000293656576498,-0.0232900661262701,-0.15132166813290618,-0.06521315140723655
F10,,,-0.011637587566530503,,0.005886195097016856,-0.007700375314860516,-0.026547285498408076,-0.017108794739163952,-0.03128380526180544,,,0.038971892951257046,-0.003123245968627619
SERPINA1,0.004419047579151623,0.016126957997240482,-0.03578870344814091,-0.024944066224733653,0.06836430013346184,0.06968911750059095,0.07143551861409238,0.03702715312921934,0.06760888402616964,0.04947956709971342,0.031922097908359134,0.10748295148619742,0.0752616709215988
VWF,-0.06614563285974812,0.07009057374235524,-0.007145112930642519,0.03174322429623144,0.028496936027097776,0.061367361193514595,0.005454740027511596,0.1538343300540766,-0.12115127924231157,0.09462513255424936,0.0026629921524176604,0.11768432434933698,0.19394550898604138
GDNF,,-0.014314864582277813,,0.045746607891588506,,,,-0.026746397291192225,,0.16478550182129267,-0.0362241633937328,,
VASP,-0.036985665567136596,0.07795053893616696,-0.012308000941649713,0.020020856979448456,0.07841691884717117,0.033720692291037434,-0.018941504505518795,0.0056298830613756646,0.0072484981387496384,0.04716092063226868,0.03199994366136469,0.10758229937982808,0.051154448897481136
ADAM15,0.01566312333192316,0.08196975443062553,-0.04091075672434777,-0.03858873422881901,0.03671858953380218,-0.024066314215354337,0.0012238312826173658,0.08529500726622463,-0.033624127965107775,0.08874296056266419,-0.016884549957177832,0.14252832553580638,-0.01174526059717736
WNT2,,-0.03823608946707943,,,,-0.019288833009916375,0.01280695508192818,,,,0.0908199153679645,0.014987733282081028,0.020318041701213707
CALCB,,,0.041791061297145986,,,,-0.01832236644359509,,,,0.045449922964975714,,0.028218799420295995
OLFM2,0.03980179710185407,0.044004352243406056,-0.028118289986158063,-0.022182185596481305,-0.09060371746016775,-0.03149226544099472,-0.032403717110884564,0.11967558482449094,-0.009639517098748857,0.02295901834360191,0.03087462171740019,-0.06366617679043733,-0.02519636464281688
MFAP2,0.03561764784065748,0.06843651740712917,0.07214351804311141,0.00048439650041893524,-0.033545271042966174,0.033215242669700044,-0.021300076795967418,0.13110340381529156,-0.04903637038305173,0.027926188809186982,0.08996141658332495,0.22834878318924803,0.15197597980491728
HLA-C,-0.08283704716432601,0.028351357818184503,0.04175563808869618,-0.014893056615656378,0.14220758884942025,0.0931290622519798,0.12249841330278738,0.109259376085316,0.05769945083064665,0.07045823024761114,0.04070001065451266,0.09602826748464337,0.13917648802903762
THBS1,0.12341726135382997,0.04315121919345323,-0.02648281826767035,-0.009899443498442108,0.04140960731217552,-0.03343862487231529,0.03707176364908547,-0.013857143927662453,0.05612644560295791,0.0014536960406518653,-0.05034087200140616,0.12954709517021787,0.11186767910850101
HSPA4,-0.04344417600878535,0.04478685973324693,-0.029587549411073888,-0.06639979972363778,0.010725596025509404,-0.01769789629893335,-0.0069038476634336685,0.06690687921160535,0.0008517799194472874,-0.020776078307159662,-0.025769630198003154,-0.07291452943656758,-0.029062786685337728
