,UKF248,UKF259,UKF275,UKF313,ZH8811Abulk,ZH916T1,ZH916bulk
IGFL3,,,,,,0.017978132302267778,
BMP1,0.028718139721948484,0.02366853066953935,0.038890842529862774,0.029227742559051757,-0.02320674953324674,0.05074185448510341,0.051919331739742544
NDP,0.038652318760963346,0.03587930679288049,0.0874083376808255,-0.040635915848050624,0.007478821694344553,0.038310410365240744,-0.016404284510015906
TNFSF18,-0.02373065927610367,,0.04086710153691184,,,0.13709990997302454,-0.007789241393791103
RTN4,-0.010381116938442854,0.011225376168088327,-0.012661052602575017,0.015188945988754293,-0.010508341412440756,0.007335543079452032,-0.053734739805111814
HEBP1,0.009345218965047003,0.052640890256342956,0.00372774429905528,-0.05011165109879911,0.016989646365398906,0.04434614909110837,0.02887421079122256
WNT7B,-0.03511877272533631,0.0014761592378634105,0.0011949042471762694,0.01864485838516565,0.027775989610039624,-0.009473013411546289,0.0049846486027820035
PTMA,-0.007155973361027671,0.005242901344781814,-0.011547458943194904,0.06923756854859003,0.02534734446664753,0.030038937601243203,-0.03354486868469158
FASLG,,,,,,0.004052488567751924,
CEACAM1,0.029357211279772723,0.0010104762114298436,-0.0165028104370964,,0.1258184607141186,0.03731650725807136,
PDAP1,-0.007836674808529585,-0.024212073267577336,-0.0035072547139869538,0.003405074980322638,0.0031538034670951787,0.002837973878238717,0.025091004722970142
QDPR,-0.00027230001338270776,0.03089009354870142,-0.05011037276496019,0.03352640161070925,-0.057115023920323325,-0.018296807474408754,-0.000560074878998038
POMC,0.004881999103656683,-0.03159985399647756,0.14527684456289838,-0.005591431834731486,-0.04882390647234186,0.03437217018631384,0.003785572265812011
CCL18,0.03520445119767212,,,0.03332790222187933,-0.023876159612182604,,
CCL17,,-0.019668028581882352,-0.013086672157854598,,-0.0144261603201664,-0.01689099547988918,
VEGFD,-0.0008709295433457507,0.046124417179502365,-0.013942742298234058,-0.02072382350145154,,,
TNFSF13,0.009493379431091886,-0.013566565932304861,,,-0.012294608996885595,0.03582935517587588,-0.02901804342073641
WNT5A,0.04675638555956878,0.03182324632267347,-0.03908277775222894,-0.026222457477116934,0.015030291002571985,0.044151290179231174,0.028485926184674583
CXCL8,0.019136647885711275,0.03510852192176029,-0.007756157527558502,0.01776566452360793,-0.004891522808277923,0.004592192193260978,-0.004480388419692879
GRN,0.02460773540325595,0.06928366803084765,0.08157739733900986,0.013360734417735335,-0.046385960387038336,0.03972252137683988,-0.051117529178972027
MIA,-0.017236420546043,-0.004126924189851797,-0.02572202723556844,-0.028105227763358956,-0.0023966748193372483,-0.0018800160053326356,0.005428610987996603
COL4A4,-0.022636604642588022,-0.008302505032491055,-0.013662890617051088,,0.06556404171158578,0.020101526033876438,-0.0324320573723403
TAC1,-0.02436615139299536,-0.027068950085122494,0.009276097082079618,,,-0.02220493110702649,-0.021922603936296643
RARRES2,-0.024172678448299324,-0.007914000981024507,-0.012856581218731736,-0.06902251558912552,0.03276390303550332,-0.007099944794330503,-0.03733318698686484
FGF7,,-0.03486340551722312,-0.021331637835611386,0.0904629094593955,-0.028003759270092923,0.06487793283134845,0.011747076608905912
HBEGF,0.042861986813199256,-0.005957347195847041,0.012484325914110852,0.08803194153766475,-0.021411048421367058,0.02324593998043661,0.03199482636661566
CSF3,,0.014180090354689387,,0.02100286485922858,0.010703089380417667,0.00513748948084251,0.025775778893164347
PI3,-0.019829162023534585,0.020477665972695087,,,0.019142368690659977,-0.03863788192930404,-0.006584601719185955
PCSK1N,0.026246982526261155,-0.02074299162728836,-0.0070847363603090815,-0.046288866423551164,0.028921019430578926,0.020821935547717114,-0.04607625240638891
NTS,,,-0.015608264320693234,,0.07463257303390887,0.08860033695428601,
SFRP1,0.04194205826658019,-0.01716111517761488,0.009987873442750223,0.03864413245628273,0.03339958603606409,0.007828462321986519,-0.042560976760300025
CXCL13,,,,0.032233630735104754,-0.018105664924753722,,-0.027671747959782413
MICA,0.024650976053658895,0.026734598850220233,0.01940951006299876,-0.035888393317811844,0.03520952287801816,0.05878865491074357,0.05139332771579336
TG,-0.02968143365908209,0.012349791327889258,-0.013184326953647869,0.019290125440358647,-0.019168760318711873,0.01672353875648088,0.05601347935807131
ADA,0.07499608100992565,0.016064152737302426,-0.011388828300286695,0.020035057085819635,-0.040288007581215736,0.048769680560455116,-0.016824025440356008
LAMC3,0.029511804799384596,0.018213513233680655,-0.006956449341828223,0.02515547976124461,-0.000680207139495351,0.08319947139075268,0.042048060866612585
CCL7,-0.01198908430554792,-0.013389613870470291,,,-0.02162148908100457,-0.018635502047590957,0.021461725946169383
NGF,-0.0036195228993462264,0.03945813976451485,,-0.005356122981002092,-0.024971088957484684,0.03249241423644459,0.01298126899702151
TNFSF15,,-0.014909989922394201,,-0.01982670738471994,-0.0008334615829961845,0.01117303942594019,0.029028699655216695
HMGB1,-0.013153249778134216,-0.01687498287590033,-0.00786841054877923,-0.015301054841902407,0.01440777311585388,-0.010715632223031686,-0.0017125449443310741
ITGB3BP,0.035812509087840984,-0.05793386838479597,-0.021614015339214147,-0.006410442184777799,-0.025451045426139393,-0.04150786062801466,0.0567944833763056
AANAT,0.14097881480282104,-0.01356656738023862,-0.011856742278862074,,-0.018968146749934224,0.06465489876757535,-0.020830463174716884
RELN,-0.019120816242647602,0.09006240935329372,0.018972124260377168,,,,0.11081336100908587
IL15,0.005711343201049537,-0.03406048471235132,0.011485039702321865,-0.04662022099938362,-0.02254375779009642,0.06577707530354569,-0.011038917054201416
UTS2,,,,,-0.01615276519048415,,
BSG,-0.021924785219730143,-0.04219085951210712,0.030243032893951943,-0.0007756327802000243,-0.007056277433713914,0.05657617976023829,0.04775663224691258
ADAMTS3,0.0001359395170062765,-0.017784380589699507,0.01210901663470081,0.1253321704028573,-0.028661835229661405,0.05510966221010557,-0.036854828932104955
CD34,0.02995774168084323,0.02821857561801114,0.027487658331293983,-0.04051416441506535,0.016773271196817843,0.038920881704167756,0.002617354936787204
PLAT,0.005066553953983176,-0.004735634453584451,0.07189277940149973,-0.07412974912467693,0.05091482116312366,0.0777220669039709,0.03765108764253502
NTF3,,,,0.01518822271116559,0.05289592720487063,,
LTA,,-0.017161114374790936,-0.011419278480337938,,,0.0808598677588398,
CKLF,0.04290526629947866,-0.0429628929357196,-0.0202691170720513,0.006393517228327375,-0.045200538699288424,0.009185922767440837,0.053851830768471505
APELA,,,,-0.03654947246529864,,,
CD24,-0.04289879370617616,-0.0004775064976197788,-0.023661800266464486,0.09746059630215839,0.004840291362077567,-0.0403573236494532,0.01859797611220841
HSP90AA1,0.029183930627885143,0.010677455042690522,-0.013385394686375257,0.0004655977456117997,0.0007105840380328871,-0.07753668698929661,-0.04988669277302962
BMP4,-0.005243920425380219,0.023339899630526562,0.013183534727308897,-0.016265810875335372,-0.025636529028085733,0.0442576013794387,-0.05776751429894066
SCGB3A1,-0.011989083106655508,,,-0.02309161079008648,-0.03290882042724659,0.006246197798018758,-0.015442728828913992
IGFBP4,0.03658112685132805,0.0051357316868394,-0.030523026851409958,0.0010391139385905093,0.01583269517274369,0.09093060040053948,-0.03503990083079512
RSPO4,,0.017372386124311988,0.02838101964134515,,,0.09939443190296596,-0.02626638894986497
LEFTY2,0.05043714490226036,-0.03834501757558098,0.01453851056522041,-0.02241785700610402,0.1438500042040629,0.02345800235439079,0.03086433139857748
PF4,-0.012436749193810744,-0.011682174310862815,,,,-0.026536290576977612,-0.02057594873987775
ANGPTL2,0.027182066970108037,-0.018591422667876837,0.034509985517760314,0.02960084278539235,0.011726333596227127,0.025298155610863605,0.015712593863110753
LRIG2,0.0632841737762896,-0.007227447234846785,0.05462468226628211,-0.025169817105894495,-0.053294351186896516,0.033061128480036533,0.032087340378893464
ICOSLG,0.03654520002401641,-0.024679535468669297,-0.004286528700643642,0.02237912180154937,0.03281297969806453,0.09181575919570963,0.004875513507494559
WIF1,-0.022377911524321947,,-0.010248877026937876,,,,0.003661335774839404
NPPC,-0.037193347092371126,-0.018121933255396978,-0.019992302634634553,,-0.005968852215956429,,-0.02673623641133696
LYZ,0.023806400088607613,-0.014884845440303888,0.0035002725170221543,0.05939617357713943,0.02650267862126811,0.0024545258942218957,-0.0574325027538945
EREG,,,,-0.011587105202264532,-0.005545807184185326,0.021385495044005526,-0.02368901227030144
SPTAN1,0.018279424740730108,-0.0006913827175046345,0.07441569458641685,0.004915481438445309,-0.013411131158035654,0.01629266092297134,-0.019363019064512068
LIPC,-0.01522584994797748,0.007445619704989457,-0.024830772914015635,-0.008881991690584784,,0.09236534155676945,0.0017118317669614328
COL8A1,-0.013046627476957215,-0.02033796293199654,0.03604384006315407,-0.014326914610780714,0.043400524238020946,0.04767576260294909,0.07383931106383106
GSTM2,-0.013746266189217999,-0.040127151302682205,0.05384969836686713,-0.011884058919113134,0.06976179093881743,0.020112931418308003,-0.027270010696512227
SPX,0.0314975221258722,0.0024369590883603297,0.03096262203224401,,0.05797358548293038,0.038357838949151624,-0.0042291851006857565
MFGE8,-0.00684139151493221,0.018263612413642088,-0.004755091136551436,-0.03014009308098944,0.03126398270156811,0.06780052664818616,-0.07043986445559339
TGFA,-0.01981173000939069,0.0008406304404182195,0.05403086216302427,-0.035328638006389045,-0.0014537934842708176,0.0369116154057257,0.04245992882238995
SLIT2,-0.046114424097078215,-0.025295219527430402,0.0015900724184783558,-0.04341757230242261,-0.016807259728350368,0.03619581258488089,0.03839211950109482
PLTP,-0.034668564055634815,0.0017000948208872083,-0.04312493492975847,-0.03333409021575477,-0.004172279022292814,0.00515474446682572,0.014759801078103589
APOD,-0.037471651807797615,-0.042086388609651006,-0.051021934601962915,0.02708261815777522,0.0015080736101825735,-0.030762107707417254,-0.16853081644946635
B2M,0.03602939169135784,0.011482752914992886,-0.07426913071174862,-0.027622572645156426,0.057460917399309315,0.03972118207028093,-0.019538771364298938
OMG,-0.027612288187749322,-0.04277112628889748,0.01536920380104654,-0.016601587262960918,0.0072615710360024585,0.02975988962968669,-0.0008043782959843835
CXCL3,0.01596959822364616,0.031034699146758278,0.0014474147875306155,0.0488788592503965,0.04062557434656065,-0.007877542507746978,-0.0848738202027793
CXCL10,0.024554105721467743,-0.011257527116226736,0.008749420370780695,-0.022621363335104384,0.05327915257442155,0.014004053933059207,-0.03589172032143053
RSPO3,-0.01628564606684189,-0.01356656637782289,0.008933164224131429,,0.05470693858317748,-0.018911390583687154,0.00956226112934373
CORT,0.04437175484856665,-0.03042406681294609,0.008755536952534724,,0.011034380041577179,,
NCAN,-0.015548953657985613,-0.015806316720590914,0.01547217107014989,,0.047289099656822826,-0.0012673668769619076,-0.018763503206279463
PRG4,-0.018030150992967727,-0.013389615957042852,-0.016972994677272625,,0.08954603303904678,0.01567886546204214,-0.011598276288826594
ZG16B,-0.016625239732652067,-0.015540286864712854,-0.009073653377395888,0.008846842912886283,,0.013034933446602,-0.017553394540543783
TGM2,0.024891730950220153,-0.042346320346285854,-0.06966892356754595,0.0497909973046126,-0.030458221097476347,0.07824904182144371,-0.028706609958614737
VEGFC,0.11229621608459833,0.0598049236538804,0.022140957682186223,0.03764011963572147,-0.02782561434580314,0.03031936628234829,0.14039286250632552
WNT6,0.10157260732879822,-0.018519562953890217,-0.020193091955680198,-0.0330689104231765,-0.005968853021261648,-0.02847826243083607,0.09176980390100979
NRG4,-0.011042367552610876,0.01874676678799799,-0.017431957293271336,,,0.003330829683834188,0.05049361347304304
PMCH,0.0933932170042119,0.029149307245781807,-0.013281315419644994,,-0.0219767553248372,-0.02051358313263438,-0.03493168122914123
COL9A1,0.06669165649650782,-0.017019747774108442,0.0435564151001783,,0.0015573165442107726,0.06970633467619579,-0.02110301590299273
GDF11,-0.019320000879699838,-0.02651176090020583,0.01171436846337325,0.0032772721267006594,-0.01484160824622973,0.06014461637211312,-0.01903229039611929
RAET1E,,,,,,-0.020745663426343822,
IL24,,,,0.06415090817369876,-0.016385339197857205,,0.03364209802620339
SORBS1,0.03867291874266789,0.034709561684755676,-0.017495702557728563,0.04058704164370282,-0.0065166251535285135,0.01657293504286794,-0.001697784627458129
DLL1,-0.025770171768332545,-0.015352279140191851,0.00883957258587503,-0.04541548273160711,-0.017500325494260272,0.0709121796568281,0.01881398378185686
TLN1,0.035251392462556826,-0.012401812988451569,0.01619755750966909,-0.06774586065473538,0.034455275133141526,0.0690810846291339,0.027485709549335484
COL2A1,-0.017919713818960424,,,,-0.022273476188976564,0.10863790504001858,-0.024574801333114606
SHH,,-0.013914009367736017,-0.0011776258261355955,,0.044912113301057974,0.05541049581701319,-0.018067612318118192
PON2,-0.01984006601712904,-0.0435382154020792,-0.0006012770681522901,0.008758446993626979,0.013580504877199986,0.003810772967387044,0.06732305573856946
ICAM5,-0.021425320989485314,-0.021685971162847904,-0.02948271751024139,0.07020257236484437,0.011406415791515826,0.030738198471529345,0.022571146999604098
HPX,0.005405597120888079,0.002751681024153437,-0.017806482387427852,-0.0350526964422488,-0.03124029719822952,0.08563308269043479,0.0170646762981714
SFRP2,0.005814413245041333,0.07363276746847557,-0.014840538655564195,-0.018404693016764784,0.03434429121263846,0.08191227464360977,-0.026305622093503407
CFC1,,,-0.011419279170463925,,,,-0.024135547149137477
CD70,-0.029121104727442067,0.038593930315566106,0.004787261749091175,0.031619673402915834,-0.005520825629977501,0.0002833702732098599,0.10989239303912594
HP,0.02314497330813504,0.009564478689865362,-0.014006538506788572,,0.031098086639611333,-0.013645625489510005,-0.03802252480121742
CXCL2,-0.005975483052143331,0.0011927264108023432,0.07416677972346994,-0.06751679885192827,0.03248842998383804,0.08916503166342206,0.01895909254775836
NPPB,-0.015467077566335285,-0.00396354228784847,-0.009999185248759288,,-0.0032061296325200644,-0.01918350173142563,
CCK,-0.03966176193815144,-0.018001245782196022,-0.010733883606724812,,0.013683824426152265,0.04409053141931245,-0.06645733918716427
SEMA6A,-0.008239384140214627,-0.02613733908426903,0.020528476370814633,-0.022647796499657907,-0.007638037255190706,0.004372086690232601,0.047979997997034195
IRAK4,0.008560754943601447,-0.06300338939523234,0.0037189441954815065,0.051728659314611077,0.04581780903773151,0.026007336177302432,-0.024068763675451205
GSTP1,-0.00434876403890846,0.0003031908252859936,-0.0069814217663013885,-0.08845797578227826,0.0028985399014177762,0.020061458632594256,0.028863755693512235
VCAM1,-0.0013999103336954338,-0.0038555042482853377,-0.01890719214738971,-0.03687729634977637,0.01214628453391769,0.052600658724532054,-0.03911687427639583
NXPH3,-0.022286582090273722,-0.03302334574736267,-0.020296254784241533,0.00841860449751401,-0.015466745517361487,0.06282913306713156,-0.030183181745886425
MTMR4,0.038365703886101755,-0.01837259295019263,-0.027034326681239177,-0.02564427571528615,0.010537551365252492,0.028216072806372377,0.009911551457996815
LAMC2,-0.012140038602998558,0.006427855945125242,-0.01258785867723266,-0.012310614851607513,0.022476711005600652,-0.02545874676539163,-0.006423531965318764
IL10,-0.011924537952065432,0.01862238479752753,0.019703662985868956,0.02958776651054141,-0.038342223195472334,-0.017842485751948176,-0.03379499315961332
SEMA4D,0.00694243153052318,0.033298472737969084,-0.007723545981365202,0.079380951193538,-0.0038126946979313574,0.0017477907333260264,-0.030961145112124402
TRH,0.019777458330320997,-0.03298303241311169,0.005038675756795122,,0.0002707114126924559,-0.02148680841310067,0.060663385333248866
SEMA6D,0.008417973056298681,-0.02152982399732188,-0.0047776647511608315,-0.010088791032545627,-0.03846534967295773,-0.004090484786968456,0.07783922712316992
CEL,,,,,-0.024813091644184278,0.04997183615328944,-0.028062068532120694
PDCD1LG2,-0.013740713089828206,0.00673722643132928,-0.0036847133691558774,-6.681330646884179e-05,0.023647872567903582,0.057629026975305093,0.006298182516163845
