,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
RARRES2,0.006410352765303357,-0.08885574548634065,-0.006376288870613753,0.04500534071401148,-0.003492493291383145,-0.0052550553979072365,0.05207704687333643,0.026616515140324263
FGF7,-0.006355047234030345,-0.0009713279598062506,0.10799614949741906,-0.018344218296189603,0.0009928897844502758,0.04010922179880871,-0.08385283333762687,0.07122495473600679
HBEGF,0.05674849450406345,-0.006856311434842574,0.018351946771930576,-0.04349998960068306,-0.06256057051966472,0.01604273888923406,0.06772587954345988,0.06564756233459244
CSF3,,0.004659026495263225,,-0.018810741286285744,-0.027033760209186283,-0.012805198085320615,0.11110124188101791,
PI3,,-0.05926300217874298,0.032282450352367965,0.06732161954106283,,-0.02782144132938596,0.0532641481094978,
PCSK1N,-0.03939726711847979,-0.007582655271440333,-0.0025269142721132116,0.07623665051769465,-0.0063904095710579385,0.00543121045150385,-0.10551320161565955,0.10432973083738455
NTS,,-0.014902463273532958,,0.02452874551193357,,-0.01896275223195877,,
SFRP1,-0.0005765766663224012,0.0052957882168804815,0.0722300160043425,-0.023449772755580373,-0.005336691486166827,-0.01852210591111867,-0.04931394517068334,0.03776410718309439
CXCL13,,-0.014937501447331353,,0.08049585609944039,,,0.07700295852993058,
MICA,0.025929959750336438,0.002811741097116166,0.0009290738171504494,0.03844191198128555,0.0233497204678324,0.018775673101413287,0.0968338011269802,0.04089539368058601
TG,0.07434390556454128,-0.017430116095803222,,-0.015481529135389407,,-0.024972578760327917,-0.020173203068340622,
ADA,0.05063916596373757,0.02297260945996728,-0.021903039261021426,-0.0246099957612298,-0.01270374878861745,0.024367082185507864,0.0034261414773921715,0.05264618347613091
LAMC3,-0.038227542114692405,0.05286416364220675,-0.09536305572738274,0.0375933050954934,-0.03249472725803783,0.057911084208186914,0.04966984106488598,0.04865437366606624
CCL7,,-0.01966037754033415,,,,-0.013418606325505757,0.05042817332134213,
NGF,0.11685158924826278,-0.022706162126859768,,-0.020108912702752797,,-0.019873229248267177,0.024343918482524297,
TNFSF15,-0.02476019071836654,0.0029650739464244847,,-0.011681147398201752,,0.02277291579914667,0.1493091722733394,
HMGB1,-0.04702719221332634,0.06039195590861927,0.025862479419250232,0.03969466842326041,-0.015086139767127133,-0.04342220901883225,0.028982824900645358,0.02478724436527574
ITGB3BP,0.13011031887966945,-0.01744180400675222,-0.0022334752555332725,-0.027566874188207864,-0.066032579859462,0.03909425722133012,0.017880515085746763,0.07542377377590485
AANAT,,-0.017247698571871098,0.04332096602052369,,,-0.014197445077497223,-0.02413554380255924,
RELN,-0.04520660742948096,,0.02202424779445737,-0.014109560143890875,-0.049012777634335244,,-0.0757474626861948,-0.011086023268545311
IL15,0.1222773807428127,-0.031598490450922855,0.02373745221067745,0.06659523018336055,-0.028592309791544597,-0.0011571365789449968,0.03879910466111963,
UTS2,,-0.01468767765141045,,,,,,
BSG,-0.035105428526427625,-0.027039064109869584,0.006204227746916371,0.01662916259264263,-0.04572441792218067,0.0321216683678109,0.01138653113927393,-0.007083753538183062
ADAMTS3,,-0.0022406888766200546,-0.043748025442832746,-0.02750536916250623,-0.03287279256819344,0.04427866828433802,0.048123185591441,
CD34,-0.07681514165598505,0.016951542799053136,0.046643921713568716,0.0645604449208942,0.03044044863878203,0.02771585148129215,-0.03452982603435777,-0.09141657033986429
PLAT,-0.07932576112342983,0.0626962809533388,-0.008462676446077311,-0.018206785677260275,0.06084424665482924,0.05676923641668058,0.007979552019807818,0.07672234414550079
NTF3,,-0.02228606962630748,,0.061873012870399195,,,,
LTA,,,,,,-0.01910762146798736,,
CKLF,0.023751147431559268,-0.006886745847973835,-0.016592668446464894,-0.0676965216673856,0.14673118510631292,0.07743316971708467,-0.04551765671929308,0.0639549362149087
CD24,-0.05302878728615519,0.019532251717544826,0.009166090403400108,0.022743337557083958,-0.0004660785486953331,0.03111972475719986,0.0739706549462714,0.010690962443929749
HSP90AA1,-0.13570867188337274,-0.08076991086533745,-0.035611594690896246,0.009593545199764486,0.05600885068885594,-0.0016362648105926322,0.07707926722598078,-0.050289558871640556
BMP4,0.038583987751920575,-0.027430879181369792,-0.027330993591222107,-0.04047794390430545,,0.043945033121354254,-0.027146478139653124,
SCGB3A1,-0.04464149748880065,-0.029923925756581975,,-0.02425805722978658,,-0.028135229898854672,0.05272591711014072,
IGFBP4,-0.02851880445542693,0.07635796220895337,-0.05989420287457221,-0.005061434130887123,-0.07413775188135506,0.023520351354246512,0.007840365002955277,0.037444962591287975
RSPO4,0.05213489380421372,,,-0.016336769178092975,,-0.025200952588934303,-0.030433964704346533,
LEFTY2,,-0.016689434169802668,-0.041668283496112436,-0.02221692677968666,0.11522697496257482,0.08295056930441157,0.04761210465726393,
PF4,,,,,,0.02440269280253421,0.06216341872061585,
ANGPTL2,0.02982082373514657,0.06807129872280841,-0.018000056807798814,-0.033058084905570245,0.019394194951207856,0.028461288428902724,0.03632501906089655,0.12865103056025542
LRIG2,-0.10378776727606043,0.03529744979774012,0.07484637528183466,0.0097293237481759,-0.06404926286609261,0.028205703491238916,-0.015613495289998431,0.03852392164441395
ICOSLG,0.03053780532648065,0.02421684780594572,0.021816870298432593,-0.035617147485560566,-0.01585170134004558,0.04890802464634958,0.025676023979139304,-0.004426335185496928
WIF1,,,,-0.015186609361639148,0.07881871445148335,,-0.020333599244616717,0.04633364702785618
NPPC,-0.019226052038194566,-0.014920703240090406,0.011628341049695115,-0.017543401536085648,0.10767688723988217,,-0.03769122712517858,0.11415692270358446
LYZ,0.05304687170384075,0.03294379384792774,-0.0421311671032513,0.007612577494617224,0.04206454859908896,0.011465629173425734,-0.015906161816522293,0.012385341822316267
EREG,,-0.029061599508043708,,-0.02034772145039456,,0.001328551059423742,0.1236764657653084,
SPTAN1,-0.03819987718376351,-0.04706550844243211,0.07549598057740471,-0.01989456644116225,0.10003971302730254,0.09227134108984808,-0.06914716042675587,0.037803250173394094
PTH2,,,,-0.011338062059846016,,,,
LIPC,-0.06475002488497618,,-0.001219380211104057,,,-0.024159260136122778,-0.007637404429033437,
COL8A1,-0.03512630990200133,0.05901343633677856,0.023794470942983283,0.02354376845532268,-0.06166629256110585,-0.01269139439592254,0.038400125231506446,
GSTM2,0.032392253355451574,0.04561887752587032,-0.01424407607487214,-0.012014547113655977,0.05121642839358675,0.004361392930997671,0.04055280626030269,
SPX,,0.024821397791972514,0.020644867761676795,-0.040203899316648056,0.04545390948639951,0.024920504508044092,-0.059823017722981923,-0.004478436485052597
MFGE8,-0.028124864186677877,0.030327604336759736,0.019778576974270573,-0.10926563328700406,0.03461213602969396,0.04499269151705371,0.05876727529822015,-0.011523147316775896
TGFA,0.05656129326436189,-0.0659134382379242,0.04095880367259518,0.11435859484158122,-0.06433036995504274,-0.00890310860108774,0.06181719723103131,0.03613799742866915
SLIT2,0.022746223401532227,0.029478184029087987,-0.039825138471952765,-0.030584758487302095,0.09765085146917175,0.00535050678263401,0.009049640704664448,0.08423242817523503
PLTP,-0.12280175871481305,0.14852919129509415,-0.0014268181622775567,-0.013032257302978013,-0.009472151279411326,0.022923683194587208,0.0363490544360517,-0.057178416537326825
APOD,0.04257875575283463,0.06340818977535188,0.04742613050670802,-0.12591577609613197,-0.0649227973682853,0.029896266325133036,-0.02806431393937469,0.0030653023950016197
B2M,0.06478419509283828,0.04621130548717427,-0.04235733583577964,0.0056795322346500435,-0.0642167190858439,-0.0002650926545851539,0.005404068801460988,0.006655303235678262
OMG,-0.06874890218103832,0.04077870224114136,0.05697299438655124,-0.01685877715097024,0.019386751738302975,0.040372348781140356,-0.06068412521829935,0.06476710048583906
CXCL3,,-0.0668489225727376,0.3108097846213927,-0.012650651391493527,-0.0144476927272699,0.07731383913913832,0.0573941808187523,
CXCL10,0.024976415931401687,-0.02030186199290666,-0.026786625284413817,-0.022322691730261284,,0.044278484697186316,-0.04550799043051791,
RSPO3,,-0.005734016490486191,,0.07619691641779514,0.05894038141517896,-0.013617261539952928,-0.04901221942214319,0.0854216970183468
CORT,,-0.022418033264332147,,0.1150753327270546,0.004816843220323458,,,0.2247788483004681
NCAN,0.03583385024065516,0.005231682272802377,0.04110283070194436,-0.018137005661075147,-0.02516020585149311,0.07594848277155204,-0.0532355349316694,-0.12676643365689028
PRG4,,0.020001861587024754,,-0.038956984490716884,,0.07169744561853374,0.062462790523577255,
ZG16B,,,,,,0.08103477864190566,-0.020338516684118648,
TGM2,-0.006611289504328802,0.029720578213745914,0.03486460059697983,-0.024905049034461633,0.030290324487529947,0.007653937056306873,0.016951678111377343,0.013107103273698479
VEGFC,-0.01705077365220011,-0.025301776454002233,-0.02622598812637638,-0.0278822370583351,,-0.003380259183328775,0.011927331345423058,
WNT6,,0.0722458526518681,,-0.021681558843935262,,-0.020505945663171946,-0.021015789730011974,
NRG4,0.02789714586742816,,-0.02105908965750029,-0.02157312756839952,,-0.013617263066123063,-0.03160452437461886,
PMCH,,-0.01998342043783848,,-0.012420916150404289,,0.03047406615065626,0.062389662763261945,
COL9A1,-0.011155752820001091,0.06069345039087639,-0.0003456749127556299,-0.0030613978068195487,,-0.02863259723419217,0.01084394201916926,-0.021683038523482426
GDF11,0.012964280237263122,0.05856678633606004,-0.03626373024282995,0.0058286095829677515,-0.08376385323150923,0.023722288231396046,0.027655486960593098,0.028156433798153312
RAET1E,,,,,,-0.014938040830273044,,
IL24,,-0.014899156739362807,,,,,-0.004399871310333019,
SORBS1,0.0195499209317722,-0.0603921695684404,-0.07460997838356204,-0.0188766887365955,-0.03269611965120985,-0.03445140741024861,-0.08813266968787986,-0.02799780900776548
DLL1,0.004911881188461311,0.008663500290816405,-0.032744708601939655,-0.009981372786933432,-0.04409328903370737,0.019980713904184825,0.046941211146362447,0.05380771010296766
TLN1,0.017016395924196744,0.027059105051838648,-0.036034126664585185,0.02419442493167155,0.012142974613859523,0.026734978627614855,0.017516181767908617,0.004998691452900986
COL2A1,,-0.032571509799081376,,-0.026166660921761137,,-0.019817718047947366,0.02545999672920014,
SHH,,-0.018785324584545387,-0.04331974157594762,0.05866371491549939,,0.019334721680751923,-0.0016534657887722678,
PON2,-0.0005527829504754099,0.07940012100206137,-0.0037903589965978396,-0.048479468816343206,-0.07090061047251417,0.03686621224931799,-0.07989909262379243,0.054990470453362424
ICAM5,,-0.041647241361122696,,0.05577893755760979,0.06139323603332276,0.030102929571885033,-0.0074450890833019385,0.055720659978435935
HPX,0.1634030618801476,0.03130062616929977,-0.028234827810971284,0.0008573151250200117,,-0.03142510286326933,0.003752398403531435,
SFRP2,,0.05004077985615808,0.023908731195071763,0.0015089326349513469,-0.025633061690266277,-0.0446900458793549,0.01991867935589089,0.07899575300047718
CFC1,,,,,,,-0.027965031335634643,
CD70,-0.03535625923182552,-0.00801700967942839,,-0.0061752739451626185,,-0.020775595259536914,0.07921992545956126,
HP,0.03977511332279858,0.057925237618815344,-0.026971271676157198,0.026646112664004684,,-0.020369936168465993,0.06614987528565416,
CXCL2,0.16701886701020596,-0.04581995822983493,-0.03118260544368682,0.005207449679735994,0.004662394680942743,0.014452868358059586,0.09697241647155239,0.01330580421578439
NPPB,,-0.01743732308759804,,0.12150899812734527,,-0.013813196822992764,,
CCK,,0.043308317909312645,0.011080111866907383,-0.004913079452852609,0.007465503489036224,-0.01791944522659439,-0.06467009069908988,0.017093664472955274
SEMA6A,0.01564046967742605,0.03505261878259101,0.02976569264227286,0.022659016692650663,-0.02939281765487988,-0.0007045515428842717,0.008856501816027386,0.08752396893464331
IRAK4,0.03394518471734655,0.00614015532334964,0.02546778822265125,0.052876637513839614,-0.006299656772081384,-0.01871259212880598,0.024432753777645685,-0.026059214647153817
GSTP1,-0.02194304436420236,-0.04211629206715855,-0.02762216748524181,0.014925727622630591,0.0028567311924107917,-0.03543400268541154,-0.006474415961762891,0.13710295530403904
VCAM1,-0.005483643387578277,-0.00420972816083687,0.020393403930623492,-0.04697905592151938,-0.05433461099030808,-0.015112982364666084,0.08823685973463279,0.11169316051178341
NXPH3,-0.018588645037494484,0.012738027114402209,-0.009426312999289721,0.007511191518024544,0.06410176762842945,0.06434670066667927,-0.037091081792537874,-0.026776258040278507
MTMR4,-0.010725898667664763,-0.007973002560927263,-0.009843486440258106,0.03683067941809198,-0.006536472484516623,-0.004562936761176627,-0.0024046735762884896,0.09063438865213592
LAMC2,-0.032577716086824096,-0.018317154072365085,0.055443960406312616,-0.012056436511322927,,-0.026318375934734153,-0.013697245802559833,
IL10,0.0288512631734166,-0.03486450821840063,0.13533887114142543,-0.03002299342547752,,-0.051509842496034415,0.028787246208780426,
SEMA4D,0.05076760570320397,0.06633686979289145,0.028864641722882507,0.01912735237216603,0.03408218054406941,0.015446699992632693,0.004811375685008195,-0.02542588764577047
TRH,,0.00770962059669228,-0.0450035818896598,0.07861049501428417,-0.03007856273468024,-0.015471706775092485,0.006788596735654784,
SEMA6D,0.045808845340841835,-0.02584137665694635,-0.02531101866749253,-0.004217007777462584,0.17234864002167102,-0.011977494253094604,0.012445382110000156,0.07311471532681574
CEL,0.007595128644807036,-0.02256249548030241,-0.02531724437114498,0.07228301918566918,,-0.015715076072412158,-0.03251455709681422,
PDCD1LG2,-0.05903040127008765,0.008482697692889877,-0.02685974832971842,-0.003515800172404977,,0.0674840743258866,0.016073062952807464,
SPINT1,-0.050899768833224425,0.02572126555571384,0.10372010681413031,0.035379046318396244,,-0.002193184266811404,0.06756419571314408,
CTHRC1,-0.07892663256179602,0.007940172183698272,0.020872732306717823,0.04045559297409556,,0.016454806342851395,0.034496324507129236,-0.03542300130806864
PODXL,0.024848300842574635,0.046720644156970054,-0.026767553599567395,-0.004541388208891991,0.15470173350552519,0.027636569102587195,0.030985274346219453,0.008818130803485473
JAM3,0.0015194884875649683,-0.026825103211277703,-0.03857065225378931,-0.04178310965898796,-0.004741248178011201,0.02257141937883759,0.018176263759982395,-0.07252126127114292
TGFB2,0.010429553142431183,0.01805488280358823,2.002035179631657e-05,-0.028278008384223598,0.01023377298963178,-0.01471165016419037,0.04778753119623105,0.07256454037221147
COL18A1,-0.06389388274277749,-0.01263844665147335,-0.0421984555350344,0.04030107287086305,-0.06596701049339466,0.06439020324918117,0.07037293710260395,-0.06925048386870329
NODAL,-0.04777546935369539,-0.022272752906209156,-0.030629306057423544,0.012902385570465497,,-0.0008589924832866155,0.005668245736329763,
INHBB,0.04128811647966393,-0.030215368760135784,0.022645919607618036,0.02450318388755443,-0.025953936085134143,-0.0147699281573367,-0.02119095012555574,-0.014782152740963169
LCN1,,-0.023690672826896134,,,,-0.0156458319984799,-0.021346841427674814,
ARF4,0.08749204576006854,0.014053050373309712,-0.05939578677560163,-0.027188002483206384,-0.012734676043883812,0.013674554203650297,0.06650928145150507,-0.061767509965692205
CXCL14,-0.0031389354999609882,-0.0023530472273964945,0.021272985493418457,0.017600099599755246,0.07276556943152447,0.0014337672484495414,0.03520344394653028,0.041226422888176316
LIF,0.029052219838282593,0.03228164735498873,-0.05382060447390028,-0.03726515024763105,0.16583739706944484,-0.05758403657110058,0.07675940324872821,
IL17B,-0.03110767830428763,-0.02061589739345349,,-0.017152855770559743,,-0.026427999446889734,0.058279225711362334,
MMP1,,-0.01775424821004709,,-0.012420915166743731,,-0.014624130106418661,0.10167779556778107,
MATN1,-0.033991614331876016,-0.015604752841239645,-0.020596018545026643,0.06857643799308075,,0.11548744420223074,-0.021994959008313424,
ADAM28,0.0060880113251679,0.04115455021295995,-0.01845176283319129,0.010259523534857245,0.06145567484268011,-0.010107850107409284,0.01636626097528739,-0.0032803410320954535
TCN2,0.09295998780278453,0.003081879800133096,0.004817359847274081,0.026497510515577107,0.06597342587777405,-0.027785887692901166,0.0580601467585796,0.103550359363994
THPO,0.0883908862682768,,,-0.01533472415781348,,-0.020369942369516274,-0.00032802115361167217,
CUBN,0.053835770203056785,0.005014115914505773,0.01855411518788157,0.01564701676870048,-0.03752888363944744,-0.020688145588932356,0.07455199452960624,
TIMP3,0.031094882457970888,-0.015898963210929738,0.02740426952646638,0.01721568816492132,-0.01937772451169123,0.011350728908504191,0.05696681131893968,0.010389070078197686
PIGF,-0.0689694913792259,1.9073095233121622e-05,-0.015966634378239187,0.04792872364981606,-0.059240701429837034,0.007578713261376831,-0.01548580490166634,-0.02868152713359122
CRH,,-0.04027732808384367,0.03899771334609434,-0.03926972880463742,0.02246472297395925,-0.02320076638553836,-0.025016549022545968,0.09278956566557843
BDNF,,0.09685132770081317,-0.04412714865199934,-0.032952052184342766,-0.03242155099281474,0.013610750372066544,0.08583795745446204,0.12074710084317519
CCL5,-0.052356423502380275,-0.016301603923891763,-0.03862195646991701,-0.006197846326346579,-0.04320516577633695,0.001578653987797333,0.028000922829468422,
GAD1,0.06884321082650248,0.12272201018537883,0.038802790731813634,0.019853856462549894,-0.05750982640409213,-0.004250732297243495,-0.054481494353858934,0.06572976901927763
COL14A1,0.06330234912850959,0.01909836947751228,0.04917626397602057,0.027252569116484455,,0.010563270144887522,0.09978510475786777,
HLA-A,0.010955798726655674,0.02042222745957758,0.016055543423743407,0.0024491492677106478,-0.07934002772844607,0.05649755302684253,0.05652835649945229,0.018478059072534705
FGF18,,-0.02437292889458071,,-0.021464225253127394,,-0.015471708016375381,-0.030195108185840223,
ADM,-0.060603973263161304,-0.09386125692249682,-0.05303034124021134,-0.0672739819479979,0.037609167584490844,0.017834626288360973,0.12074207362202599,-0.028371717057915424
CCL15,,,,,,-0.013418611161483433,,
GNAI2,-0.009254542635149975,-0.007944037953922843,0.007428238445899307,-0.021662906664763608,-0.06289223638573962,0.02874243808312594,0.029117612188412464,-0.05881687579729324
HDC,0.11589006781715594,,,,,0.005352970778720312,-0.021994949047004657,
COL11A1,,0.004217004568982749,0.04940807530505959,0.05033176297821927,,-0.03920263127388361,0.07254940562837883,0.07399379099684494
NUCB2,0.07372387521788731,0.0776226535085568,-0.049445705538640375,-0.002526126693231807,-0.04557704620487861,0.04053818274227735,-0.004746396993138186,-0.06497479975976377
FGF16,,,,,,,0.04976875667632235,
CXCL1,-0.030234501252953995,-0.022145597645934417,-0.014408306701273787,-0.024511959136785052,0.023857051274452333,0.052667000956300565,0.03702747784244898,-0.03462676306764247
VCAN,-0.0683071498210615,-0.011484897096350328,-0.061833230682269105,-0.06149204815338818,-0.08943774832505627,0.04034940317964202,0.10281308433780162,-0.03222832714821287
MMP7,,-0.04470237556081123,,-0.05143932156385325,,-0.04923452534842854,0.0976153709695457,
PTPN6,-0.018612781844807295,-0.005106147019199316,-0.003332013103248438,0.033074244980740436,0.01609792236640782,0.02455124403415916,-0.017804836167244927,-0.011001776764063628
PTGS2,-0.013870381726038675,-0.07264874803520642,-0.02546192447920986,0.04550116539147046,-0.032819248087635366,-0.07932998414938423,0.021898120688914943,0.015244376757992537
XCL1,,,,,,,-0.03914399726476017,
CD58,0.028494957953268115,0.0519383253720977,0.014923510450697518,0.02362953848474896,-0.00429868554229534,0.05536226952295694,0.050445746341968904,0.0628547213513355
TNFSF14,,-0.019497061169147723,-0.019343081949156418,-0.01793514963695643,-0.036308774470104076,-0.006066899690437122,0.012404050537272716,-0.037600973098964006
CNTN4,,0.017511189570492802,-0.02584641016632963,0.09406656855854734,-0.05094581263425309,0.013544731155482432,-0.05730791435561776,0.04201013206667255
INSL3,,0.08000374985819664,,-0.01793514790413219,,0.07246069674107143,,
BTLA,,,,,,0.028869662983482088,,
MFNG,-0.01421308298905896,0.020665346673299036,-0.03494820785501392,0.04394885571226962,0.1970279796564517,0.03445177934594492,-0.004302456870093944,-0.030137395713771543
ICAM1,0.056769777081224194,-0.055048870718072206,0.07542299010324377,0.007526055158971778,0.051036690255646056,0.0022644864627238193,0.10204417732952817,-0.08784327709132217
PROS1,0.04459774492486429,-0.016289783862973105,-0.06598086659024284,0.04165781556663158,0.019164659162217306,-0.029382941966281544,0.0648240174613717,0.1132500163720783
CLCF1,0.06692380118293585,-0.027570547083447652,-0.03212103460539536,-0.05484765127077794,0.06920735576429751,-0.005290493355465478,0.11906584662964646,
PSAP,-0.036993506866376834,-0.020203925730377163,0.041867869645822155,0.028692536294099125,-0.061348347247800514,-0.030303671628612645,0.11451944383780328,-0.06872276152653906
EFEMP1,-0.03126896384213512,0.01836833098704423,0.0885814365027166,0.012755536825574449,0.056141833973960574,-0.021003051923247668,0.1273538875675954,-0.03573193178260646
C1QTNF1,-0.041726588025601696,0.025148265010777153,0.01316632090306314,-0.02731785159906888,-0.08079739699612953,0.05636732061342123,0.0895015664740552,0.023207004839346266
ALB,-0.020507644659163878,-0.03214179090232842,0.03565519457982685,-0.030022992642316518,0.017388281424814512,-0.02077560174334728,0.03218865508798631,-0.01857808438354758
CCL13,,-0.014473272785771886,,-0.020117995228203987,,,,
EFNA3,0.07630853403952022,-0.07388434018475451,-0.026210052738356984,-0.022698169786448005,0.05871193266338998,0.008020581860397363,-0.033240483271694224,0.12095187144037087
DRAXIN,-0.010591294776672656,-0.07657814615229436,-0.020863855921918504,-0.030311012347473913,-0.00046985431110630615,0.05061330823646301,0.04321099074486581,-0.04887288292886777
RAET1L,,,,0.01214366224313571,,,,
NPTX2,,0.012627603428845832,0.0021267755985602023,0.01638654121989571,-0.033903573378516565,-0.037777978198236695,-0.0022392762587526314,-0.02161362005191798
FGF11,-0.0075002437323770784,-0.017437028428769312,-0.04039818220234555,0.07709248393609394,-0.04932280776963931,-0.0805853619762293,0.029235807462873898,-0.044215980756296666
CD59,-0.08634492545396553,0.034731755205196786,0.013660263736466793,-0.0051866105629220565,0.10218925711835913,0.04185874913941815,-0.000644560793318896,-0.04699595597506118
COL9A2,0.016974757857945753,0.045716684089143075,-0.02654012173173329,-0.06763854362193357,0.02311439614339391,0.05030443957838323,0.014095915401228497,0.13264267257091408
DLL3,0.08079595580561923,0.06436590309787175,-0.0303825557284314,-0.008649892723063097,-0.009259685779120102,0.02092680954184714,0.02423976904087043,0.07361609282154266
FGF5,,,,,,0.012841261844637275,0.019027763125201193,
LIN7C,-0.0673261860779462,-0.05757768777561307,0.04895315746617546,0.019064597555336824,-0.07348792349258945,0.035985074154003135,-0.022252945386853105,-0.012236656910313743
GDF7,,,-0.033653395441801244,-0.014580228380764292,,-0.02620838022158444,-0.03362221171583612,
PSPN,0.020195415573459587,0.020882157446730085,0.012459977138003318,-0.016138732458213397,0.029592166985503286,0.04319873069633849,-0.0014569432714774846,-0.06123817695078995
ANGPT1,-0.056427045863920326,0.016181667214987414,0.016727639742528083,0.03887143742997892,-0.05309742779455022,-0.041676162219887916,0.012661598774359663,0.06416919283054001
PNOC,,,,-0.017285456248738566,-0.03242156852287299,-0.01896276793046178,0.0042043505202151955,0.07668661517046375
L1CAM,0.05116633545353662,-0.05663330246936009,0.08150313328924161,0.019223273060856437,0.0015976810385223753,-0.023078593976564393,0.021095027195404376,0.13577143182747467
APOA1,-0.036266540492566585,0.03530770540025077,-0.02841143536658131,0.01371069102965791,,-0.015004964430955052,0.04509518230683266,-0.031410452099461736
PSEN1,-0.0646616757562652,-0.018024734753003535,0.049577134167196855,-0.05246632959694175,0.07031368219198694,-0.012998421301232164,0.04406574797245193,0.02602870352253318
CALM2,-0.08499790628527984,0.03148319235073485,0.02250909950749381,0.029750166597744654,0.024990587771486057,0.017678371546910553,-0.0645220182233175,0.11590920441495975
CLEC2B,-0.06874303593978205,0.009684974894951119,0.08176709642326328,-0.022263287209585855,-0.06366829079485145,0.025547093932165168,0.041272705208262955,0.01136920140394665
NTNG1,-0.03009246976758568,0.021012454754809035,-0.01826716816501624,-0.002942629792284427,-0.022033753914485674,-0.06680860185239022,0.08358186299827287,0.040690847728959735
LRIG1,0.13671888089383746,0.08970040275655577,-0.0067445657541379805,-0.08673890801139338,-0.009826407598150441,-0.02107128678283016,-0.027761357881715163,-0.10241283002653448
CPAMD8,0.008259101887239032,,0.03951708330701841,,0.020714003300300526,0.06619957378457016,-0.02384066807912398,0.03985817900190301
GHRL,-0.0618587725339773,,0.03883548331347788,-0.015771347763940922,,-0.026427996128162306,-0.02101579697494913,
NPY,,-0.0206655165422375,0.056571197939769606,0.030507607010290826,0.010854827816265233,0.06651881272897303,-0.082765348614735,-0.018318781218927094
MMP2,0.02191016208731371,0.004997837241684682,0.03957650613984032,-0.03990682101500076,-0.041922978989429344,0.07085145009858478,0.0038078290421392096,0.0015790865668894275
PPY,,-0.018785823953081964,,0.05768674114471489,,0.008307600798975143,-0.030530646583587517,
ALKAL2,,0.0408664133472276,0.007632445364927923,-0.050276405957364045,,-0.01669555288246519,-0.0024446605982198877,-0.013679130221484337
