,MGH258,UKF248,UKF251,UKF259,UKF260,UKF296,UKF313,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
PLAT,0.06113637162596457,0.04283434771661908,0.03297652342235989,0.013696959243429715,0.047459779084532035,-0.04309528812415385,0.03766284670357522,0.12109865534086202,0.11746738401396148,-0.10734944537407656,0.04136624929139944,-0.029465962118594334
NTF3,,,,,,0.013051860937197264,0.018709657102103552,,0.022415543067301764,-0.0009107453410263511,,
LTA,,,0.0684569495180258,-0.01956173228290363,,,,,,,0.0763440396819436,
CKLF,0.0324188670475349,0.008929738931594789,-0.045385738938547304,0.06268725898890384,0.03222256747310737,-0.05787175294875416,0.05954475022566473,0.06606375887621155,0.08744026911414607,-0.017380491911136067,0.005791598882971066,0.02976843420833072
APELA,,,,,,,0.002868621936426965,,,,,
CD24,0.042640888905462075,-0.035330305801810194,-0.05111134705239796,0.03375607274485086,0.05455948432495272,0.05121794252740029,0.07849022360860973,0.002226957328434374,0.04141450080184948,0.024293749505173545,-0.0026332943099046185,-0.0026430166118154618
HSP90AA1,-0.030175751396586577,0.009249306757740243,-0.029852073592397187,0.004024894854861352,-0.014361492219116975,-0.0290205509918256,-0.013078667252310959,-0.039109630357776363,-0.08594705053066194,0.012214937239503416,-0.07995938174575236,-0.07308210170043489
BMP4,0.046214137357629345,0.012351671973117944,-0.016071218539562688,-0.03265917068037161,-0.03220589158115301,-0.008046477227668719,-0.057455516414423105,0.06079655346693988,-0.04020320634906514,-0.04829353837236803,0.04330042445794357,0.10462708913873213
SCGB3A1,,-0.014722694090735984,,,-0.000802706811877229,-0.0097953920390798,0.07610761190246847,,-0.007890479211976036,-0.033700379044344385,0.048665376540699065,0.025421878171536696
IGFBP4,0.06844196009017264,0.014983802626494586,0.009608820539956483,-0.02524037128165777,-0.03234110311846028,0.02829453884686372,0.039393690592615126,0.09200214794405781,-0.02090973991046542,-0.030484362549588015,0.15232823807447657,-0.0027378992345864638
RSPO4,,,-0.024508984484692405,-0.010547584876500291,-0.02280968310737719,-0.009795390606282128,,,,-0.02269577107706986,-0.012077130998086981,0.03928993860986859
LEFTY2,-0.025203429086390144,0.03583625757663949,0.026517949529825446,-0.030389818650168522,-0.03540415410824388,-0.010740765600047678,-0.020890264577370046,0.026845438787395506,0.000840274180542434,-0.03086474924943826,0.04038609777345211,0.017053303957477128
PF4,,-0.015272431781045643,-0.013790706752341102,0.07313371548136303,,,,,-0.015751059267091666,,-0.012109594629490105,0.041400655475753105
ANGPTL2,0.01014620208824008,0.02300996879780089,0.011245040996031665,-0.017323151606953736,-0.05337749418022916,0.008633452704984662,-0.055316256497366906,0.1349647216912331,0.09729399192612695,-0.06571326298182052,0.057711904289503964,-0.037248352611909376
LRIG2,-0.03513021162411526,-0.0320829655411003,-0.0619108490141916,0.01603460286718515,0.024575404756337578,0.013254780279183096,0.05222326614068779,-0.02629390274494822,-0.0038520343200970568,0.019348929903812283,0.019308056245755562,-0.017451367358983182
ICOSLG,-0.008745090788341606,0.10589143756536988,0.0141063477053908,0.014084116456456491,0.011910120074397486,0.07612789997817582,0.07350527064820123,0.027775691184167835,0.07831980824241229,-0.05708660754217323,0.05165643661986701,0.010096365597998331
WIF1,,-0.027480262071021288,,,-0.0053182096598432095,0.042098509993377484,,,,0.015840554551842363,,0.0026230927312242626
NPPC,-0.021200319008359208,-0.028923991051993347,,0.1207813532491702,-0.03978973468617716,0.007762904971173926,,0.03143613130994667,0.02504836343876398,0.03280595488849192,,0.009566389296027858
LYZ,-0.042648602996246524,0.025076866447558445,-0.01794788101016259,-0.02296994410183903,-0.03299597346529782,0.01282687072922182,0.02841964029483701,0.16814522654390618,-0.0076372939303469825,0.014878720643820169,0.13480745721653103,0.06412512935582393
EREG,,,,,-0.008956012888415585,,-0.024427903877784745,,-0.05004966661827052,-0.02826796552879047,0.024018595976963198,-0.011377910088669894
SPTAN1,0.0444201419327959,-4.566306213495306e-05,0.05046013564366212,0.03941578029920727,-0.006531301911957626,-0.011458624389116087,0.035773404175106806,-0.11882159417660064,0.042088862810121516,-0.02105830329566442,0.02081259907846401,0.005973171363063267
PTH2,,,,,,,,,,-0.03609383692578346,,
LIPC,-0.03259016185443493,-0.00045066687882434805,-0.020755750700713022,-0.02393048957046904,-0.022083527507004017,,-0.030543955805701718,-0.0090253922316559,,,0.07908226977760946,0.0029085244533183113
COL8A1,0.01671082508459679,0.061977940029043194,-0.016599196217858898,-0.006885957154315149,0.015243906893867194,-0.0021146898748175946,-0.06663405369988248,0.10593974307900293,0.019690931898044925,0.024299436296530003,0.03320389683397125,0.035855659094743066
GSTM2,-0.01764587626231325,-0.049276409250591596,0.07803689248947765,0.04178915770311627,-0.04471580136613778,0.04405354621478048,0.01289544708795169,-0.039919723486120384,0.06260245837700801,0.0001358265864673173,-0.05888681700834325,0.05805542066041424
SPX,-0.008640310738609911,0.015517364204184737,0.05288542876325747,-0.007869151450048472,-0.044290594428185566,-0.00839091122979314,,-0.0006949569567652045,-0.019556953358235006,0.09758967983393593,-0.013913036024143156,0.0997112164531365
MFGE8,-0.03812015630183617,-0.015534915939736282,-0.017637648338895563,-0.04333825767366182,0.010212507287452285,0.030805151526937965,-0.014894073171431934,0.06726399943486937,0.02702036189857431,-0.02781343977379303,0.12316772093359606,-0.005062368313342742
TGFA,0.0688043915140461,0.006542178780706022,-0.01284074931887762,-0.025160168587398342,0.04157221383385673,-0.032687403028832634,-0.008237854118604292,0.0270383982554893,0.06385508621900195,-0.0002097208286759038,0.009878566029387206,-0.021061838664532095
SLIT2,-0.02619700033138054,0.025150621807526433,0.012435026943944454,0.05017049646745071,-0.066423060257809,-0.009215086446024196,0.02754242433634104,-0.028158515154363576,0.00845376151517933,-0.0012368150648544298,0.12197218656997857,-0.09452854060084041
PLTP,0.006014404575276184,0.016724434707866113,0.0024425659901821076,-0.028856622204724527,-0.020310711472439427,0.0342063189685984,0.020854293884004033,0.002347070909359052,0.04356657674040538,0.054104688182023575,0.06452198334624926,0.14530241406285885
APOD,0.013451304370783889,-0.013944688746047419,0.003079171829198965,0.03589258444090543,0.03294926265205847,0.08506952479819072,-0.00861971780791478,0.03306853482440045,0.10308475833047337,0.0063389502953186206,-0.0017928085293932553,0.04073836070040194
B2M,0.05016568643999303,-0.020398276261509165,0.09407165575091538,0.026431464642491742,-0.0018884932203275034,0.033893907820993864,0.07388106248098529,0.11476514714195579,0.009941547136323387,-0.0069393419878481044,0.11494453325998172,-0.024276198674957068
OMG,-0.0491958975872195,0.01713155577624869,0.0553125780022211,0.057817415712106454,0.013641662631910094,-0.03914451626529666,-0.01547032574224731,-0.011627970464057369,0.06253714409583148,-0.00478755347561864,0.0028913653783223525,-0.04224226662173812
CXCL3,-0.020499081504389997,-0.028548681745099513,-0.016455373676625824,0.028672320132536712,-0.028371758110367205,-0.010478997431499042,0.05642762346187517,,-0.07038537452777283,0.03389560729444844,0.022302016204667794,0.058245391564184915
CXCL10,0.005229351927111408,-0.05049133924175727,-0.0015598565038022795,-0.023656024291142847,-0.04522270953233568,0.002073708698904166,0.014407676933021963,0.11171128887017376,0.01719034932930724,-0.0064619764361610165,0.11583387986566382,0.08303227767744803
RSPO3,,0.0477752981037507,,-0.015464353519550856,-0.022083513891426005,-0.025446187081359338,,,0.04149540655617365,0.018322709404996446,0.06637174328498205,0.046271843576955816
CORT,-0.02545511617969752,0.006633248993672649,0.01640265696391831,-0.0006238211700409044,-0.026801678391062917,0.033647537519499914,,,-0.016482682958035837,0.011883546907077483,,
NCAN,0.07520673367868952,0.04138018622169397,-0.03280952863660856,-0.045397876213114724,0.03250962716526627,-0.016531675602548018,,-0.08983180603092561,0.105322021028323,-0.022980020714202812,-0.006175351428139241,0.06866536615374623
PRG4,,-0.022141175861220174,,-0.015262650023900771,-0.015811716662373815,,,,0.04576141204101958,0.03046956277898127,0.07932190855780848,0.03630004644096424
ZG16B,,0.06430208182684112,0.06301451380622267,0.04708886259558619,,,-0.027558052983660004,0.09481564013597196,,,0.0079068089333733,0.07838707349375536
TGM2,0.04160710535035451,0.011365795663250682,0.0026663669381087472,-0.018644961899608913,-0.037690688004635854,-0.011737766405926655,0.061335346471504265,0.07731426765028003,-0.040863055766973806,-0.03395865992834022,0.057474886969233765,0.03967631718477232
VEGFC,0.010395334057987883,0.03770030066669571,-0.02130845752295487,0.014318755721536264,0.08733099763487537,0.07408217493053963,0.02516592479972124,0.10825454305454868,-0.020805083173141118,0.018637104791505592,0.11098203733403113,0.013622069612751694
WNT6,,-0.009228295570965314,-0.015346885233604482,0.006163830280854704,0.043743269026880374,,0.06926619029047613,0.07532038917014004,0.023026496876084275,-0.004296267351577511,0.009794353953111418,0.10333211718259791
NRG4,,-0.013560119491065123,,-0.018575343282338536,-0.006384938372789969,-0.04086649064277425,,,,-0.02997035456468232,-0.030833471082242703,-0.007539300345848754
PMCH,,-0.015628767463852344,,-0.014106428242401959,,,,,-0.02312608600400422,-0.01725569275319605,-0.0117132568142705,-0.008768552922866763
COL9A1,-0.040994391042139484,0.005338515350682947,-0.029784770170000707,-0.01940059032347719,-0.009738899705367681,-0.02074970774802047,,-0.00926627124275232,0.04840144681212468,0.050328376602774554,0.07383029435401223,0.09581390558472869
GDF11,0.024004379702607288,0.042175215107553905,-0.022359236770792067,0.02498700637155857,0.007019560700712841,0.04058087586497416,0.032793474695620196,-0.07733999692511587,0.036670094465575884,-0.007593228515198315,0.049058263670936235,0.07957615198285477
RAET1E,,,,,,,,,,,0.07478952808806928,
IL24,,,,,,,0.072199667214088,,-0.015499916635210869,,,0.025978451122904273
SORBS1,0.024091651358338555,-0.01683034394939471,-0.0029630419601179465,0.039925435945519665,-0.057792609426697415,-0.004385334467255332,0.02664045448782492,-0.10679937885920317,-0.0023260199296948167,-0.027170313191466896,-0.03326988041409526,-0.01570058851918236
DLL1,0.04903356121776463,0.037556560079607955,-0.003244436778332738,0.019353507271711583,0.02044234390768572,0.009310235990009377,0.09215107188708978,0.08423434165039266,0.07147597642753187,-0.021216502647401162,0.04429735242372683,0.026327026076580256
TLN1,0.0018144054936423842,0.03898701322009206,-0.08485552803018566,0.027638974138170753,0.03527416319646774,-0.0013274411674294303,0.008119830964139908,0.09218344059200127,-0.016796807683071027,-0.040390049943662694,0.0975895003226319,0.00299098936621045
COL2A1,0.2154953919912875,-0.005701617749024412,,,-0.0141222616452883,,,,-0.020033155192989777,0.007412493200684795,0.04065403106404062,-0.025150775113626917
SHH,,,,-0.015860399289296213,-0.03580088875614268,-0.011246856994745268,,,-0.009764183062972056,0.03918595060095092,-0.04279671503729691,0.010137952374803263
PON2,-0.0062204604793977235,0.07325631735566787,-0.0016965960519669475,0.019138490111931195,0.03343637983171547,0.005585786809445279,0.06560886434945076,-0.10338865530904458,0.042603119731556,-0.02200999057243262,0.01145495930068783,0.07818074137764694
ICAM5,,-0.02087836020547056,0.013706773195681981,0.10865579053461129,-0.026872199457377118,0.009623954888596433,-0.01645042534274865,,-0.033119406546582075,0.021762426105122124,0.051676287189775585,0.03437413022312748
HPX,-0.027157650885094035,-0.017312079127636253,,-0.022867334593982047,0.054914653491458,-0.009795391040463173,-0.03266414370603902,-0.037884027611430345,-0.012360663725775324,-0.04776454383387454,0.003937677032718101,-0.04855539314756496
SFRP2,,-0.019573861028730356,,0.013874517481169222,,-0.006047425656852914,-0.017150564680683072,0.05709294956656583,0.04969300347277451,-0.0450273045271819,0.059809029756799095,0.004946184843495884
CFC1,,,,,,,,,,,,-0.010952434505095197
CD70,,-0.01620982546987237,,-0.030702429695813344,,,0.09066740890458098,,0.011449434983743062,0.011016449154259105,-0.037800704067684474,-0.0255937661625868
HP,0.017017153175030764,0.0507517672559037,,-0.037579942587336726,-0.04496968051367752,0.01815939672313115,,0.015920423908439094,0.02201037296799115,-0.010376513533063094,0.0006473899501752788,0.01494667835987691
CXCL2,-0.0446438567103416,-0.01959780950217609,-0.01984839210923474,0.013046302925883746,0.016306962243568285,0.027629471176939688,0.0985893746890103,,0.022793487277853002,0.02027191945535997,0.030177426887710346,0.06336546132392099
NPPB,,-0.018993700307275947,,0.00846737462225391,,,,,-0.008382975768483285,0.031972076535930455,-0.031277122482464725,
CCK,-0.01671590944050536,0.015294040649334428,0.0033569395157261642,-0.012561895593612081,0.010278685703426845,-0.03514311034987912,,-0.02877102842684172,-0.015797216361682156,0.012554233228254604,0.04374042599734819,-0.049463217393992856
SEMA6A,0.04547727790785472,0.002226245989787313,-0.045345301545990195,-0.014894542044185301,0.03896472242685558,-0.012989587618760921,0.03111698543306992,-0.0882626574215948,0.07503656576505889,-0.0052381227327095116,-0.01240742032061891,0.0027901491200816335
IRAK4,0.06465196281404102,0.044674953734931744,-0.03543406712446903,-0.012757906814882591,0.04496677479001631,-0.04085248023582679,0.1116559293649113,-0.0008736857765122195,0.08113623958358533,0.012857973424008887,0.042970941489879184,-0.06843185623657812
GSTP1,-0.005572943384071351,-0.05462294705568157,-0.009947570283241978,-0.02118155873230414,0.014119600862955347,-0.015349553421280401,-0.016704316923221097,0.055620330103082115,0.01983048851263158,-0.04621670704746833,-0.007850658323398195,0.0651241686846775
VCAM1,-0.02668413572749637,0.044776387623704644,-0.027133324586466473,-0.006825440243376323,0.02822782721812259,0.0016247877436349493,-0.017486590381676905,0.053152562893411914,0.017227788886818925,-0.014349702136428426,0.06573187233779225,0.07589095113103594
NXPH3,-0.017466053239147284,0.006524033003760288,0.003621918841016937,0.04607196017567997,0.003090814145286937,-0.018457112747477727,-0.032792912826872696,-0.06512904176103791,0.03701597420918846,-0.029038922679782527,-0.05446052244670951,-0.05500839360666773
MTMR4,0.004348281501413914,0.038535561796455405,0.012099960542184094,0.008220671295012246,0.032377319791904696,-0.021732660828705893,0.05494736065232175,-0.014883342352939305,0.06134742479668105,-0.023519285959567565,0.03080196335968955,-0.028758483148686623
LAMC2,,-0.014908068699803479,,0.03159833814184221,,,-0.010256629349432738,,-0.020355739735182295,-0.01674934132222056,0.014863771435620687,0.02162252598113535
IL10,-0.02644011653738149,0.1291270051222773,0.006962045645648468,0.025553511373280723,0.046150885834213215,,0.11582306671166921,0.10271674907761802,-0.0385878915816051,0.006947531669466226,0.20978241070684642,0.10007037457797494
SEMA4D,0.04112524390323869,0.06165442620621126,-0.008883904865859084,0.022113680647321426,-0.031985851857018285,-0.007248603012537884,-0.032110533005294595,0.0008734531818539036,0.048084355197599384,0.024274291531891267,0.053669686385822334,0.031272029854569214
TRH,-0.02337268285586952,0.05427567703457638,,0.041044801825941536,-0.013897376158338122,,,,0.04041416865045164,0.09057583787708423,-0.03503247467029888,-0.03342650396969631
SEMA6D,0.05134433728453415,0.05145060657360135,0.015308689599956668,-0.009734072993964072,-0.046061168542971355,-0.02050392400063818,-0.02341742170261621,0.04309420717425405,0.041307668038492146,-0.0218755189376569,-0.03805772032529723,-0.09837401241770391
CEL,,,,,-0.027418075517288924,,,-0.031957013433404284,-0.009413859812268994,0.021156424799291085,-0.00806038759936435,0.0054036684027623716
PDCD1LG2,-0.023760830099810684,-0.007622802842708336,0.0051171032551037944,-0.04558485640440985,-0.030899611324458766,0.010431681390557565,-0.016058136824196104,-0.009857180642875985,0.038543183698818796,-0.006913133722621793,0.10325357135886015,0.06715185401175551
SPINT1,-0.0006613491599580658,0.10105342136183587,0.04316808442284677,0.017949231275080038,-0.01699016515223767,0.05655010577013375,0.049273693562360735,-0.04405574612718996,0.004973710981011655,-0.02628033266003197,0.05902885064994047,0.088606897248562
CTHRC1,-0.016766876537670002,0.07378703038668753,-0.023022059706603055,0.03655123810361264,0.0020244156306453254,0.022764678368793024,-0.042096911486244816,0.16344964045696347,0.06163662794779826,0.02934951640185028,0.13385802995575805,0.04627109059614679
PODXL,0.08058203499928025,0.05608951603911671,-0.02251974906952635,0.0293362713550083,0.0408294987488817,0.003174724378022534,0.021006021890851524,0.0937372001415042,0.02602582357719967,-0.006089607413512521,0.07759240752657377,-0.02661346227858446
JAM3,0.0692038381805948,0.0007409812526804895,0.051642595684443286,0.00644134346125044,0.07366653868146933,-0.0354186821222135,-0.007130615105377264,0.10349056609635998,-0.01752659374356972,-0.02075044493441238,0.021798481567046425,0.06924132080780555
TGFB2,0.0636137923919476,0.008432921255776715,-0.003436530774540879,-0.01942474035234277,0.005081775982167286,0.0348335245391792,0.12794229719190156,-0.04839603704214072,0.031150258547266683,-0.025283841582463863,-0.05617353175479921,0.016695177690047604
COL18A1,-0.009684235568604116,0.040316069179051645,-0.001487043246967919,-0.053245476612110945,0.06058810143493869,0.07723354871808905,0.10017943717799306,0.08370668980419228,-0.06107513303538532,-0.004089483536794693,0.13453423624135802,0.0028103383223137715
NODAL,0.058784699037036835,0.06014752095058676,-0.0147816235441577,0.008262284243063918,0.01100553889145926,,,0.07085731775016804,-0.019146048245584593,-0.019154128025775877,-0.002608920044440608,-0.04609524371842887
INHBB,0.057360633910068806,0.05702919243023088,-0.0034946564089866116,-0.036873831647579555,-0.01895535338644258,-0.029450726270403012,0.0680666921674592,-0.013490525817302281,-0.0628500542466233,0.039548025961833363,-0.03781642440272927,-0.009954359248215682
LCN1,,-0.014908072054179636,,,,,,,-0.018081020908524096,,-0.03542674516459236,-0.03485257784163375
ARF4,0.0012802669330606745,0.02716952095527239,-0.012246763244882842,0.06297196647554161,0.023229320478036636,-0.029421439661874226,0.045380389313606787,0.12410346751072039,0.07161782650803723,0.01758629822801217,0.0622398188831576,-0.05563426019586057
CXCL14,0.01748658182464365,0.017271494027675627,-0.015729177754355252,0.012193215912901723,-0.04370540993662617,-0.06551794890895213,-0.00601260295517599,0.05100452805894601,-0.02487755395531718,0.017206065403734656,-0.027495230202942623,-0.010104326569949407
LIF,-0.03156920004351184,0.0068211820149709545,-0.01870529664746518,-0.008436002196672085,-0.008734819884780164,0.08724730044886744,0.1031931166079285,-0.032836374720041646,0.0004444906025631168,-0.08135550591899639,-0.030444485042280065,-0.03540071949414643
IL17B,,,,,,,0.05597226574052021,,0.0725004506711638,0.0413944137504542,0.023302152441076623,0.010731457926948277
MMP1,,-0.020553239122554218,,,-0.013897373126665596,,-0.044940706182179053,,-0.029802058152331203,-0.01725569138665077,0.11839831890321095,0.016588927984000038
