,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CCL18,-0.029956977920194826,-0.053212951257820634,,,,,,,,-0.12895322173984414,,-0.035226821413923484,0.07077874238764865,-0.04409461606933499,0.00749471087101225,,,,
CCL17,,,,-0.015007679676991131,,,,-0.021696206275409795,-0.007512177211699043,,-0.007736676574183195,,-0.028638909479517027,-0.048117391974075364,,,0.009498480633603628,,
VEGFD,0.09629538245039226,-0.011713445567051497,-0.01870692975304351,-0.016720212454039776,-0.022230580020138453,,-0.037214339645622145,-0.010793617636811702,-0.028246198477137205,0.06483476710785742,-0.010620742581079843,-0.0396869520250043,,-0.007801312754229697,,,,,
TNFSF13,,-0.040156213364215376,,-0.010351961559399252,,-0.018261872369632445,,,,,,,0.04995936740219448,0.1154758899209706,0.01451879539750124,,-0.026102170881399635,-0.027809199440190984,
WNT5A,-0.039965967759046275,-0.07791469771103565,-0.027199074332209007,0.047084339216795223,-0.05613137202551801,-0.0915191605649092,0.04631552558092803,-0.014252920984257391,-0.021777339595834947,-0.014591501003269391,-0.031604823372668366,0.09667725589333742,-0.03381822026532801,0.010297866369365692,-0.00891754566356067,0.0042124336332483685,0.04082415857793475,-0.06758208383188195,0.024193335978967643
CXCL8,-0.022841364397296168,-0.05765614635839158,-0.01751606022566199,-0.024419024609397235,-0.09127970891018485,-0.029784417770267746,0.02007606143170895,-0.08292479275136246,-0.00288143294827885,-0.12004223172990236,-0.09731998529976958,-0.12728026357922476,-0.027605484224693052,-0.10043555022154975,-0.0044811828767275285,-0.02903149918268138,-0.009157014096573551,-0.14986672424856293,0.12482003509389507
GRN,0.0011574847284696137,-0.08183982338792928,-0.025371538073050762,0.04275197282081452,-0.0629920786541702,-0.05959044110001107,0.04062498882035582,-0.008843123315120363,-0.023244384412153957,-0.21320238196906868,0.03367420795174598,0.07162200414216247,0.020631568096480937,-0.03347683216975183,-0.08473398213531697,0.05945338154929007,-0.0599834484134946,0.07274926662820683,-0.04355034452239172
MIA,-0.021270265726943283,-0.02539406596685536,0.04374922614509175,-0.031601138542161296,-0.06745526110190601,0.04530368139548757,0.02319205980797155,-0.0096596298398761,-0.032124102173733265,,-0.0021417919997293398,-0.07020466213837306,0.10349056743383286,-0.06412803156827565,-0.09384542237173493,,0.061810427573213304,-0.06052303780242857,
COL4A4,-0.033978041639985544,0.018855302501430953,-0.01620241269244315,0.005349004088227573,-0.0684363939490321,0.04125636292857289,0.04737553681890223,-0.02265151060332652,0.044803883494186986,,-0.043002013054230924,,0.005638121142741169,-0.03548162772100064,-0.01542004847182625,,0.016518466914552915,-0.05250753650326638,
TAC1,0.13170707322312897,0.06851518287105973,-0.0032638429913532324,0.0035555884918331906,0.2137616323854651,0.12931130658562487,0.025505542169075832,0.09652988319963744,0.033571265855616185,0.1813553549295804,0.37115289689813064,,,,0.05308562302867476,0.24452427743882021,-0.021059046045537353,0.16264897130005224,0.09596728483779275
RARRES2,0.03154605176582087,0.020614207022040712,-0.03578757074815722,0.04493476021253929,-0.14723162813367252,-0.02670856670701565,0.026134592876316025,0.13421393098408307,0.03322935307841811,-0.03879177786345136,-0.13878620241365233,-0.004407163055790641,0.007007799573778607,0.012921953458430103,-0.007418542585191118,-0.005143241861821564,0.0764329596838278,-0.1005231963007515,0.07728845248028252
FGF7,-0.015086287760365864,,-0.021114229286006786,-0.026602504682828494,0.06995702131426122,-0.008464476687593658,-0.020079661078515366,-0.046206828905099924,0.04171171339315143,0.03343768941294972,0.004555910923937758,-0.023018421924612172,0.1022635455986893,0.006269982029789079,-0.03144386561467162,-0.08287588292460182,0.07125773354477694,0.06975648510741286,-0.07731726683069379
EFNA2,,,,,,,,,,,,,,-0.03703910172619678,,,,,
HBEGF,-0.03639853818432177,-0.051041484815925235,0.08181636435040185,-0.021591111708251513,-0.07006211389223505,-0.0006331995308584696,0.031369986624872205,-0.08689679828968257,-0.01474330310571078,-0.16801110354625343,-0.046721548944576294,0.011266414185358703,-0.06395225015020278,-0.010891698036064604,-0.04951864084283294,0.05003374151616092,-0.04795614461730527,-0.1504333739587549,0.1481294574579868
CSF3,-0.03397801473946848,,,-0.017887845609798766,-0.001386618412600142,,-0.04965125140843362,,,,,,-0.0219291848240648,-0.04607858212170929,-0.008425339958026412,-0.0010574378509699007,-0.01686588950081745,-0.005119108710420406,
PI3,-0.02513712253383687,-0.013488605251895183,,-0.030869021013864576,-0.024643458355264974,,-0.012424952263226754,,,,,-0.03701093914209356,-0.05818081808066605,-0.06648580011070092,-0.03807637857268108,,-0.03664397474278904,-0.05657715155963418,
PCSK1N,0.1286865094842392,0.05758711137662254,0.09099778373397109,0.04380339701395543,0.03307331951105368,0.023251901444026495,0.08789581080690038,-0.02941876971107919,0.031020317044407723,0.2885315863987038,0.3086596390053191,0.05662885648556709,0.018767220764177788,0.020528763027352216,0.07133911121388774,0.07581569534633378,0.04405859168965166,0.20781158405728145,0.1096140643908746
NTS,,,,,-0.07446972965509209,0.015168333052665638,-0.013997603296875433,-0.0046436073374852786,-0.00762312557951491,-0.03762338477220058,,,-0.038826377416698546,0.043271723512292457,0.09209591791491221,,0.009198919520664343,,
SFRP1,-0.005692818806654681,0.01608936484969327,-0.03197212412471429,0.008796500775634583,0.061361732937458266,0.024453371302868846,0.030824839772414597,-0.005935329858768506,-0.022921110517442916,-0.11017231842357315,0.05664172857730055,0.02083177502083248,0.10791402778847459,-0.0010290602322586063,-0.019403495460726495,-0.06195091567418986,-0.024395701615696132,-0.01783139541111922,0.10253036838602736
CXCL13,,,-0.03158205749297324,,-0.01072049895248782,,,,,,,,0.022570076563914937,-0.06804806127865204,0.04086586456601899,,,-0.0007390531457912103,
MICA,-0.07433566412572193,-0.01333056955130046,-0.0119922864020668,-0.013720198925065727,-0.016351770002851207,-0.03923540098212113,0.10813095295264781,0.05732227696456157,0.0320986967650189,0.008523458757091573,-0.11681044528539067,0.061937629315114526,0.07756246544355291,-0.06644355207649609,-0.003198497513340183,0.023697386340450374,0.026141219815577307,-0.01873826438621427,0.013262172656411704
TG,0.07903254863998485,0.09233651971915616,0.018191607466784207,-0.014131342949432503,0.038097834016758404,0.0018818186952299022,0.020121740539099688,-0.021858106762237702,0.03261846275931549,,-0.03738040364077374,-0.0556613721901975,-0.02643180179985073,-0.00516684036386306,-0.007636039870526755,,0.050102948302068004,-0.04210076123800311,
ADA,-0.011656494693960693,0.046383138272699395,-0.02774598031263556,-0.01943000112003848,0.03247318697768856,0.02240607955753846,0.05067874309924331,-0.06211043594280295,-0.031346744693340506,-0.10569655979828128,-0.0664464028369323,0.12360201259832877,0.01705578136361765,-0.006291703521331403,-0.018646011103268235,-0.03299569352123983,-0.013427918514789219,0.0423966660642646,0.2584727197198239
LAMC3,-0.031919746165482446,0.022896631202072408,-0.009002815905936849,0.012033090377130604,0.06409248316742372,0.018068157300456175,0.04755836321164158,-0.03994124227450752,-0.0372040638445635,-0.011997873495337541,0.02604202748438118,0.07157470855044365,0.02307999359332931,0.00011394085904397266,-0.05642616674513435,0.015117121358607483,-0.06153753452792532,0.06351918036993472,-0.03076138416122474
CCL7,,-0.033847932311177165,,-0.010216938374378938,-0.03332213497670862,,,,,,,,-0.04292312402335156,,,,0.028526435112345663,-0.06191713337322002,
NGF,-0.01957570016739184,-0.011878339751775869,,-0.010778477811881636,0.058640022532140165,0.036016817372646726,,,,-0.04938884819324418,,,-0.003480565091988594,-0.0023472980173180643,-0.04483235708220169,,-0.03665359142722916,0.010539250280024231,
TNFSF15,-0.024217584221125663,,,-0.011377060583925711,0.10899465051218947,0.005158146320998685,,,,,,,0.11898123829722941,,0.004869745070823345,,-0.007989900532893963,-0.03765791467134007,
HMGB1,0.0429655308229939,0.007273489290414642,-0.021973620515222732,-0.035115622106844,0.001652621001960759,-0.0429767870244468,0.04680461489284319,0.07206481639834643,0.010296231829069658,-0.12121558792985822,0.032008459270166684,0.05778678562163037,0.0005502180328866943,-0.003906829309739563,-0.08876638063024804,-0.011445209087993003,0.021579428453057114,0.10464974997781569,-0.11139536888773578
ITGB3BP,-0.10119746652087067,0.03551633852856643,-0.012210355882201419,-0.00048309665265064384,0.00578421120893363,-0.016356718906611778,0.004758403764612699,-0.01341369883791929,-0.004269358236961018,-0.051458421019481365,-0.14941725136517978,0.08518317334045136,0.009279317137427596,0.06282956650586011,-0.03876037310860825,-0.026031310095472694,0.039787419500633914,-0.0378084501130823,-0.0025381955549697243
AANAT,0.05129274377743824,0.030812336942734234,,0.07308973904526576,0.011373168557895589,,-0.015375819248432445,0.038358635937071874,-0.023142626227944368,0.06763958099653837,-0.04051331691295158,-0.04797408898094267,0.011471149653938674,0.0467477439277901,,,0.00363092295534015,-0.027676022828434937,
RELN,-0.03375274062906271,-0.052093086019925273,0.09292282438369937,-0.017968688914418378,0.13978162384028997,0.05070266689077032,-0.0017814746602707837,0.04008465057620659,0.055360350370657924,0.09080814787809467,0.06981759887270389,,,,0.018257133324529835,0.11274093756707201,,0.019834490301511756,0.02318899742635746
IL15,-0.01627125102377304,-0.03668621823464815,-0.022625984733160957,0.00298526090052796,-0.02441325741885297,0.03761505491105512,-0.05717390179708172,-0.010569545918388072,-0.03816192543129268,-0.055635080846621845,0.02855295370327148,0.051288356846965893,-0.054926498272353935,-0.005321672682740535,0.02340906558143565,0.02587540719167737,0.0002097992743160929,-0.007355895297295477,
UTS2,,,,,,,0.0701317866363338,,,,,0.07133417933814828,-0.03206657695932449,,,,,,
BSG,-0.01577862809976671,0.1068862409294926,-0.014098087729270705,-0.01680201547983028,-0.03152721186514511,-0.04059168319824889,0.07898435312300037,-0.00971149739201913,-0.02036615052527107,0.16226862663087754,-0.2218988292427375,-0.10305954110147,0.08637235801641255,-0.05261552777373735,-0.030554483583457914,-0.002952269426227536,0.08358457212394017,-0.09188348396319222,0.07408573368867123
ADAMTS3,-0.054631628093735306,0.0212962408149691,-0.031205630309809947,-0.023604213733969228,-0.03689105982210683,-0.0066397451237978,0.011438516375439437,0.030610976256871692,0.00955736929790137,0.021926165470013203,0.017381114214079986,0.16613482974319219,0.08399691631474666,0.043576263624033114,0.01027311498338939,-0.016975925394713424,0.04357057330801575,-0.04227325568019023,
CD34,0.11496179074846953,0.010315530082883913,0.0016677821125528135,-0.03596678253263349,0.08311781833886178,0.060959571627581345,0.03241258461907626,-0.017817344967367654,0.01342246539493408,-0.010849384062307461,0.05319860504304951,-0.05624272859930599,0.022686405780721362,0.014205440623421722,-0.0406341716040128,0.01942302087770821,-0.06628961877930924,0.05426451713820206,-0.011779553058266392
CCL23,,,,,,,0.027077435334207964,,,,,,,,,,,,
PLAT,-0.02346369572274179,0.03245732501828622,-0.04398033810453238,0.006292680704984734,0.004333564909727048,-0.06275374999977344,0.047450969452742235,-0.15255935534904438,0.03218814089597119,-0.02805008254645219,-0.09606147773869948,0.037943221454319144,0.05717242559729807,0.03749677848488309,-0.11150162865114274,0.02262867151565387,-0.019908553765302626,-0.01585773529953002,0.047687457967373635
NTF3,,,,,,,,,-0.03365873860785324,,,,0.07803722852527079,0.056864137203529695,0.028202630195663183,,,,
LTA,,,0.011880213650122626,-0.013094780006284766,,,,-0.018931858186502965,,,-0.03757423357989533,,,,,,0.02511907734505763,,
CKLF,0.10089773681341142,0.020602058155870837,-0.013052451442050101,0.047254818867874616,-0.04014681198167518,-0.05211295257492919,0.01704701576367695,-0.007484305407305127,-0.01821345742303339,-0.15586067846172585,-0.18658900734089642,0.09808782216715389,0.06833187704809958,0.01916130489308071,-0.1073677015257531,-0.08356174806520249,0.033466740146531206,-0.06290994651949978,0.0446980536276806
CD24,-0.045920444628989206,-0.02075586391488957,-0.03394190980843228,0.04022320650144766,0.029065804780058366,0.07386427155045813,0.0654006184821881,0.030921727313881597,-0.04904723215360803,0.010803079873435926,-0.008338119507064357,0.012290848481052278,0.05228651684445604,0.04054366192942246,0.044952658964912004,0.08048941969186321,0.06265551579437205,0.08802441558770435,0.022118691769008356
HSP90AA1,0.02544929136928417,-0.051599782563974544,-0.01742460419318486,0.032677254567518396,0.19500556846031314,0.15779902633232956,-0.027601998814343772,0.044923823682716475,-0.021792575593801926,0.2853665862178502,0.2963458992247756,-0.06440104569181773,-0.08838856554821259,-0.10234084109456465,0.0746718694455388,0.14547850250687192,0.038968721094099726,0.1510563530871349,0.1283161863221477
BMP4,0.013346359385889265,0.0043653637940714125,-0.013845181098374057,0.013156564038325875,-0.01621810563735919,-0.03713486101092552,-0.030534990185140134,-4.7051796671685965e-05,0.1013478821112914,0.08764749258170819,0.04454043248712275,0.12547609423506875,0.026173982589866893,0.02632730931443998,0.00548322922438767,,0.005519062644238563,0.045999238579576586,
SCGB3A1,,0.02931563303732555,,,-0.026473880227016237,0.09799319776725482,,,0.027781057395855745,-0.05358219540402959,0.1656025685046074,-0.03968691344570514,0.01426250241443154,-0.033221149903173805,0.052991293545601,,-0.03705726966443073,0.010252197112871729,
IGFBP4,0.003886230860202416,-0.017992100100811925,-0.024320642077434743,-0.08445451454145664,-0.017312033951765775,-0.041481235892582964,0.058282311734340266,-0.09707313294608311,-0.031124607043570125,-0.09053307080682577,-0.10586136255643229,0.06120426308762471,0.015118249427298511,0.010248508443222518,-0.1498714186807346,-0.06465786145661571,-0.0790565396019033,0.04772339156376545,-0.05121307219129555
RSPO4,-0.023913724729148392,,-0.0211142252774717,0.009198808502604284,-0.030555161247891614,,,-0.02201890361309312,-0.015780880273942914,,-0.045019873404902835,,,,0.03810880761779744,,-0.019776303683724496,-0.040385767790344564,
LEFTY2,0.06067050224874691,-0.028874003675014,0.03498108099798199,-0.019222876314391783,-0.024575398654438762,0.028249661790462,0.06799885845081621,-0.05422486781137712,-0.010217070458227782,-0.04938884819324418,-0.014738647948728319,-0.06973976162558822,0.025639299415300482,-0.0028561975051125924,0.0804173533116109,-0.016150277202013716,0.03306742116916548,0.06077603109320758,
PF4,,-0.035111792873822385,-0.011880544838010024,-0.008914077445957439,,,,,,,,,,-0.03394890106853269,,,-0.0251668857896837,0.019042529711425164,
ANGPTL2,0.0006384362012898048,0.028827223984659263,-0.009630561720989146,0.004922112944222509,-0.043013969831081744,-0.07549186509324385,-0.011160532041616607,-0.02758813933856785,-0.013171016321203525,-0.156082357249494,-0.25605975296721956,-0.1441919419543775,0.08204027030862864,0.08546226695459465,-0.06639764744499357,-0.10282968519795703,-0.01032765997362664,0.014388557616789577,0.006443706084693685
LRIG2,-0.010062644338093223,0.1125053025208608,-0.002377083915017452,0.029353133844141562,-0.002357469270678019,-0.06710775445338968,0.09344813079330193,-0.06335266959054799,-0.03803742743366916,0.03329119404763342,-0.10291022874024174,-0.01821205054513142,0.0657583072079395,0.04882059190879709,0.03159951667382594,0.0051194087313104,0.04412025050713006,0.06795868253195692,-0.043171806770829074
ICOSLG,-0.049322665166433646,-0.05360334173864741,0.06039963584902681,-0.013813163629761096,-0.012652761044865098,-0.015723479220913866,0.011842988598744851,0.00325415390190291,-0.009343468990376634,-0.10300711914257525,-0.0460746218518043,-0.06796768266408146,0.04652824578580971,0.05635226829984705,-0.0376884023948455,-0.026571477945043186,-0.005892976022947293,-0.011746871834152513,0.10036262617174586
WIF1,0.2929301204698798,0.003345504005023088,,,0.10922372154867233,0.04250744804039813,0.005095444976226493,0.115598758385934,0.022171422496665222,0.27794285127275814,0.24954303568282002,,,,0.03020787036732947,0.020428746587807176,,0.007876842626194541,0.058215595058795484
NPPC,-7.800637300226772e-05,0.09275519583958237,,-0.013827932387455475,0.06176282539306517,-0.0053008490182893196,0.011670053035224644,-0.024797770446291608,0.009181256112183367,0.09392596598155226,-0.16373504076773746,-0.027785404827047024,-0.03514592261061154,-0.03735993443847907,-0.009747177280064778,0.09815843673734256,,0.08313498923341857,0.039732401788891245
LYZ,0.004201823027059506,0.028773323527022037,-0.02037055684108944,0.04718403798808465,-0.042140860453778635,-0.018014392361465185,0.032996447735491284,0.06566799889700553,0.032347129451295045,-0.1972631685149065,-0.0765684135498882,-0.06534867874963488,0.010642068844892988,-0.03520768678476841,0.005639026129807616,0.026930650948289704,-0.016603786517885202,0.01782975291293266,0.0020546022298472888
EREG,,,,,-0.042998361683419695,,,,,-0.002924213767934199,,,-0.025221413648771493,-0.06781786484753859,-0.006576361236236852,,0.007767358575722705,0.04172745971926833,
SPTAN1,0.07646029874470123,0.10639481592212587,0.055871547371240185,0.036683465521636725,0.05942203305017619,0.09295333098836014,0.061216472094807926,0.008563584069707855,-0.03205699646464774,0.27809814159830165,0.22369070487328802,0.11802713499637553,0.09407506551925422,0.09074134470331827,0.034265328813780964,0.059494008119238974,0.01020117862976518,0.22322572945986366,0.12358207982354569
PTH2,,,,,,,,,,,,,,,0.003289678258186049,,,,
LIPC,0.08707848679371555,-0.04298606342944796,-0.017880854931856056,0.0023458640587300677,-0.029582425179792277,-0.005153301726431411,0.04570601477187941,0.0016315789852177466,,-0.009215703721814721,-0.035076597745322353,-0.035745502266241146,,,,,-0.004516342577191257,0.021320152600242784,
COL8A1,-0.1578221603269968,-0.08065144753208707,0.08110974713358905,-0.038471029724712606,-0.09309035622746402,-0.04630990694157266,-0.002528447742144714,-0.05116980390603161,-0.002579051395213491,-0.13843777671647955,-0.16783987811641135,0.0563567705213922,0.03067832054146248,-0.08842448305983597,-0.04356552504309338,-0.032400215863670194,-0.004479346075824108,-0.024235299827166698,
GSTM2,-0.04482198663274136,-0.014319674867147211,0.0005479785257537971,-0.0077110863974272515,-0.001999595391913181,-0.03779049121308943,0.032946117915211195,0.004615462886073437,0.03175023139816994,0.015698845466530338,-0.08783581969980203,0.09729729153351294,0.07138741498772391,0.029813139142209434,-0.011425622301181586,-0.06360507127033826,0.06561250654398988,0.04249859796003027,
IL4,,,,,,,,,,,,-0.03416928868358036,,,,,,,
SPX,0.10652536687823333,0.057469973892724756,0.06804251433681335,-0.013908074783366522,0.23516240188458498,-0.003257365028143412,0.004417300424599221,0.10630760000518143,-0.0048231946217827,0.012905461867251703,0.26701752292088965,,-0.0030388204694498915,-0.009540647376768588,0.06255501557862633,-0.05253067854170564,0.06122584626241488,0.03841007231468941,-0.05305140926249011
MFGE8,-0.10372365397850791,-0.005257349070155622,-0.045945150729382704,-0.03251088494858412,0.08645974269801696,0.02652284113092309,0.04383220642530004,-0.11254186747102718,0.007745123337879724,0.10178417106250734,-0.14162082977121132,0.02122937716579488,-0.0020910851971157646,-0.006478027021535792,-0.062019717571881655,0.05471517598842666,-0.05965410041224031,-0.03441379630314724,0.11794767779732995
TGFA,-0.09894781746173094,0.06937119510267492,0.031311204459300586,0.017991738113180538,-0.11556488253378396,-0.05078632876727745,-0.026273193717649218,-0.05428549581596741,-0.018384802927866623,-0.10822970885555348,-0.12131796254030087,-0.08020409855200289,0.08212466312538166,0.009327839914616722,0.04356324619010357,-0.029635138334243763,0.0682203076901458,0.02372361424037116,-0.0524149986271886
SLIT2,0.12849848410267767,0.015361107410803978,0.1034050843365491,-0.0303388984954196,0.14922755324903272,0.12854816071535036,-0.049624577077357096,0.008242827794904073,-0.04352248185800662,0.20368626605110612,0.3607896643557597,-0.07044408367100632,0.09583086003260453,0.12897981781012346,-0.03362528099657685,-0.0662506769568997,-0.03148841120689812,-0.011841497238606691,0.24117472441837723
PLTP,-0.10079965380578998,-0.0022416871287729554,0.003365218227601249,0.05276066248567003,-0.1184374979653148,-0.013807114159263948,0.004879961742322364,0.04403630050836718,-0.037938982403113906,-0.29086025391489423,-0.01974231433099362,0.10214350766114226,0.05042041521662652,-0.05888601017761583,-0.10310125199766709,-0.13789265588243058,-0.011878357182753962,0.01404302088321043,0.008086063034246386
APOD,0.060452185327254084,0.02629334687712179,0.012125961184415767,0.02212854165673789,0.0004815883287722496,0.03411451165826029,0.0013198211619133845,0.08957671470273362,-0.016509940696071073,-0.23269960536025475,0.1723794724043882,-0.026226258718922986,0.08035638329923152,0.0631112230026742,-0.09625903793791805,-0.07366314836066781,-0.059124070846313465,0.08829704069792976,-0.06662510972294701
B2M,0.01214426704190579,-0.04421347005448398,0.01922957213278085,0.04953060959987042,-0.08877499501372339,-0.0757483044515546,0.024265117159318877,0.04228264497653388,-0.026095806395126944,-0.34609963708223457,-0.27692763444160917,-0.014313904300763068,0.11438054571864384,-0.004505528319138217,-0.12753391627672558,-0.06653690278366381,-0.09577667131576499,0.07510633491288808,-0.152098736318383
OMG,0.08057765643203897,0.11697039625265786,0.057955078126674345,0.03057771823664904,0.08894723319887841,-0.028430503810805953,0.028895948760801426,0.05871775238616034,0.013863807798590934,-0.05440610549977948,0.20860379529388776,0.07153741962799448,0.05824537307384204,0.06471460726814382,0.0425504574615076,0.06078896629961448,0.043787869111972876,0.18750988034418795,0.07148828553186853
CXCL3,-0.07767582321253763,-0.06910046987116286,0.0022362464077270595,0.015515764239781472,-0.06845784546740712,,-0.006361251245754194,-0.07251158690753359,-0.019314014978168308,-0.015114982228550452,-0.027060252359812426,-0.06924996092725451,-0.0005581977183291428,-0.03917366206307745,-0.0502279803882926,-0.027060213342015003,-0.027084282099869707,-0.14275184175500594,
CXCL10,-0.005181476705496186,0.04170563109040537,-0.0006297836474501085,-0.005035221433797056,0.0314792673413951,0.08942980952771687,0.05585443260230208,0.07063673757297335,-0.018620376250831034,-0.0811233945206435,-0.04300201577089929,-0.07364839978593288,0.02425282215598087,-0.045535318000111666,0.03632630824822279,,-0.045387061816837514,0.08774981827696073,
RSPO3,,0.016417508955260358,,-0.010351961899351569,0.2456532911662291,0.0459935638028227,0.03593363565886394,0.07946922839982483,0.07638395660944879,0.14318375679268625,-0.028277442180727662,,0.013238350533405406,0.052760706474491104,0.04445700482710033,-0.042419107311529605,-0.01793546862034559,0.15476931005780722,-0.045118749355372016
CORT,-0.02681149874324061,-0.003914716488153926,-0.021217900750022806,0.02747551362172819,0.15276453227911246,0.06304933961077369,-0.03259052319171872,-0.021360392020117008,0.06301424981724155,0.057954984366206184,0.03997748390951254,,0.047348263612868806,-0.035525799477844844,0.02169391480969419,-0.05260952167431922,,,0.050166230577765904
NCAN,0.04739876400155163,0.12575218141650127,-0.006559571666558343,-0.009269891204754644,0.1915828135203,-0.045421766881703754,0.053263357599402227,-0.12139893339812952,0.02920364587664543,0.24080606202873064,-0.23068833607787295,0.1208528791969317,0.07854773243304061,0.1095848752126576,0.07099454500289014,0.01479533802033539,0.08291831606425024,0.18472371625656078,0.05398162038943922
PRG4,-0.03659140070683212,-0.002437832885099314,,-0.010216939966537119,0.013407138328584844,,-0.01457532974279605,-0.02813928470031371,,,-0.03306100434289866,,0.040683147588566906,0.022297414067793585,0.02591747907428627,,0.045415585455396625,-0.05400780638507134,
ZG16B,,-0.04693686146384827,0.07565207724871922,-0.0118580083602788,,,0.00885719168754028,0.0034386694837628914,,,,,,,,,0.05208264350014378,-0.007404532623089814,
TGM2,-0.0497294950076332,-0.060041891719307565,0.028058702806787114,0.019008851025118893,0.0012997705848213676,0.04052702139239332,0.00975024293988877,0.0035700972766064105,-0.030281946125455872,0.0322674339308559,0.15797793799796947,-0.09279880636251463,-0.040608469744505875,-0.014297586534765887,-0.09922969801914334,-0.037270702155817556,-0.083535346428792,0.13859844392043288,0.03292507385633398
