,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CEACAM1,0.0462986113299947,,-0.011204926446275527,-0.01571224869684858,,-0.008490995230395973,-0.010271943848814734,,0.0807855535517589,-0.021225837305566066,,,,,0.011849887573656008,-0.032795763341512484,0.07134337009052369,-0.05317609832577301,-0.01311304032776081,,-0.015352887654530722,
PDAP1,0.03425909545395058,0.0411459821648764,-0.05733714882817261,-0.030646054118819488,0.09453807167963367,0.027541898258564478,-0.0012990645080312906,0.028392929918802788,0.19172687813696718,0.05200225160045065,0.0607985327570125,0.028023080660631697,-0.006630581531076362,0.042961525824047005,-0.030769562082920966,0.0005853553679145357,-0.10782187512595574,-0.040361489606033044,0.01722540864012073,-0.0018907405198254307,0.014010132134552203,0.13834049112214708
QDPR,0.019075250278672976,0.01987404518100576,-0.09233116522426067,0.0083323334178784,-0.09049200871063519,-0.028173117363785895,-0.11276699094351376,-0.022018458861912588,-0.20094597436018816,-0.008805551117740978,0.10584654415695827,-0.015027251284999491,-0.06460743882824226,-0.010571874795482827,0.06269213794011869,0.03551753807291597,0.0262407275023027,0.005316126945208091,-0.049339597365300636,0.0721141954873197,0.10466019542760417,-0.3048263102080366
POMC,-0.04543864634391944,-0.00569581590796528,0.08365972336134003,0.021219242684932336,,0.01445758929946555,-0.039935521181758166,-0.04264469077841559,0.07133913506132394,-0.035543919446441294,0.11394078329347943,0.029738206727050593,-0.005472853360679187,0.17430987862448968,-0.015462068966203238,0.08890459239777707,0.1146073129659936,0.053302488578759986,0.008938814280746226,,0.052328641829549244,8.237555442444449e-05
CCL18,,0.04850269430228732,0.01573460437118598,,,,,,,,0.09474424712781435,0.033364179664842446,,,-0.019108590594343285,,0.09914837305862581,0.09269681750043629,0.09933084095308417,,,
CCL17,,,,,,0.034938254513430765,,,,-0.007071930231937686,,,-0.017340900935707327,,,,0.17322355898469596,0.07337929824249274,,,0.02245513717119938,
VEGFD,,-0.08277489133400627,0.09066868572561293,0.006092549155534428,,0.06901475613165271,-0.019058807211392678,,0.05782772810732833,0.05343900255348902,-0.05646349749546635,0.05704080539723739,-0.01858478063836196,,0.07922862139614174,0.06163822040478864,,0.0003686161761559242,,,,
TNFSF13,,,0.03039019837208145,,,0.023019398340444704,,0.08186613913349826,,,,,,,,,-0.03096052130830172,0.0374960473255759,-0.018003664834109652,,0.006244576151668722,-0.05767582473962459
WNT5A,-0.06054304350947485,0.07248985181764232,0.17563264370664283,-0.05900043409576357,-0.1175312937051184,-0.023853198277740326,-0.08578666853551141,0.10805855949552348,0.17393331180623964,0.07620242211888117,-0.07288467399191273,0.06293124790291056,-0.009602304074767733,0.0016363730025530112,0.057584744931938124,-0.04407181338495911,0.0687213970167049,0.10843341753407076,0.03226821470023014,0.16336622432497308,0.07298525503058076,0.1824501209816739
CXCL8,,0.03951774053128276,0.10439697562496388,0.010712460570260984,0.28036364482675913,0.2060429307357271,0.23441318739916206,0.016604989076596313,0.13253185842455223,0.13314573286312342,0.23308195911617266,0.17188999430622712,0.10467736507563624,,0.09089826444160276,0.09106806041300962,0.06728428733273406,-0.012452051832418768,0.1533022191187094,0.18382999644095033,-0.012232342440165108,0.24868911375952027
GRN,-0.03910826806054686,0.1725697969159603,0.19491665438218184,0.04254324651637228,-0.17346021603407039,-0.0110848733335461,0.08990284242617622,0.005821783525912832,0.1322900965176727,0.0493984503550394,0.19087421998826865,-0.021805011954071002,0.029811916881017815,0.026580124266292877,0.07937335248197047,0.05646697155530678,0.07799152063153422,-0.04510855565811359,0.10831283072318268,-0.018903766982338345,-0.004836208158929853,-0.03616000033868055
MIA,0.003961056906561092,-0.056975296641437224,0.004770449037644258,0.012402965328832784,0.03931513093468219,0.0016100264827544452,0.003336837654552709,0.07716006858389211,0.08394320715737484,0.06014963598995565,,0.107563921293325,0.04097474222844987,0.11786961453382262,0.08407960975384941,-0.01311078942261444,0.22193125462348381,0.1410440003287435,0.16331482561295535,,0.03093345940185968,0.13036602841927716
COL4A4,0.11973885606292373,-0.038627539728298854,-0.00762382200505074,0.08096625685447527,-0.013959536329960802,-0.018244729407034987,-0.09087334207500788,-0.017696422558812035,0.005970505225595085,-0.01771688736888016,,,-0.010413447090963165,,,-0.03870203447512799,0.0971176434560298,-0.004728014782357305,-0.003802729971565344,,0.04892899630526667,0.06276889186860224
TAC1,0.1684834024320657,-0.061220615327897895,0.014974316589308723,-0.040524767928901785,-0.18005195194351056,-0.026404474236548802,-0.07642093444427984,-0.07838094964830625,-0.15859298014515213,-0.1138284799479736,-0.1664752108580119,,-0.04375597440321147,,,,,,-0.05391958988397047,-0.08244730451594162,0.11078886301193315,-0.15018440875839176
RARRES2,0.04889397635476743,-0.003244355065875769,-0.028985765009363663,-0.023281881880613645,0.07268090744761475,-0.063732439281827,0.0707700613014183,0.05324033167375189,0.2121672391539049,0.013445146387948432,0.13119043694162216,0.0171786658617454,0.020666007232301886,0.0063456979952298525,0.016167560328507947,0.02276210130976092,0.08043677273401094,0.056717052036784905,0.0946164135915255,0.014928454748089882,0.12384804803814839,0.3130654470439318
FGF7,-0.05327696512920328,0.09146291878145657,,0.025967385325603238,0.10549675893626571,0.03647664154020192,-0.0027579721697535715,-0.004801107187471437,0.004060486160875174,0.033798008385198856,0.003938355611153085,0.02555250427836822,-0.0360929280632467,0.10705815270310878,0.01077635553723281,0.056565451150792166,-0.05515854436873029,0.10771546422642228,0.04525054240456278,-0.037083594833413655,0.13948941455583802,0.002401639975766745
EFNA2,,,,,,,,,,,,,,,,,,-0.011609245044393045,,,,
HBEGF,-0.0038480818156339776,0.08658080777150022,0.19347855165241087,0.03350019690428267,0.12672566554601403,0.022253134357817835,0.18580038874595062,0.09031736276375311,0.17996607004676757,0.2826433669938884,0.16274832002839423,0.09574480798462966,0.03574255732594271,0.051420608818204094,-0.04693541689927256,0.10248426299522564,0.08804798071607652,0.09727446440753672,0.11924325146714301,0.0140620792344106,0.14219684535747382,0.3269992838893969
CSF3,,0.033790400515462476,,,0.21406458632693232,0.16812233167137355,0.2379444810965786,,0.2531812934831796,,,0.24743233342255966,,,,,0.1337550677792049,0.09974621832377432,0.07419523123501316,-0.05560712193501071,0.050786706418330683,0.14272487790361763
PI3,,0.14380093725799406,0.04777670871866265,,0.17018655398646335,0.19470729228917164,0.2825408904695159,,0.1411675224757615,,,,,,-0.011861919966205404,,0.005933242604026754,-0.03645878305692379,0.15179666691025034,,-0.061564365211372665,0.2441011860621836
PCSK1N,0.014707203877724518,0.0018905529606616663,-0.03585382005986164,-0.03803618105617418,-0.1732384938647375,-0.09114248744228536,-0.10511480692267959,-0.025944884433097226,-0.15146409897768284,0.05834645823629783,-0.2148395026945541,0.034309179317453524,-0.08722275650983659,0.04531472988371484,-0.012553512687233995,0.10882408861310053,-0.0695725159971299,-0.06979741182536371,-0.0629262978440755,0.10050521097316478,0.052667965767627355,-0.3369676843523491
NTS,,,,,,,0.11553184051473595,-0.021603311172387053,-0.024038445962231075,0.050698988101908,0.10806615747801461,,,,,,-0.08171521871873325,-0.03257364533281929,-0.06902768775052882,,-0.009292119068292993,
SFRP1,0.026829723127276762,-0.0069324675970395145,0.0005129738990399155,-0.014872688534999482,,-0.03802377790525979,-0.0077660848374358,-0.005924500621737449,-0.03792884042221864,0.08739430584124283,0.15267781420128756,0.004839333592553272,-0.027068915349618323,0.033244852516563464,0.05829253201783608,0.002620254510176245,0.061384527414774674,0.04041131426216915,-0.07440384703512522,0.011961700483322747,-0.03410478879680624,0.07069586687544452
CXCL13,,,,0.01894479233649209,0.04590100496498346,,-0.05708622900301188,,,,,0.04054252174679728,,,,,0.08175647575914267,0.07098281002021155,0.037809318714805674,,,0.1728442961883575
MICA,0.04833683290971244,0.054747429064413766,0.1186501508838191,-0.002046444734742135,0.01972073364739889,0.08366365884093413,0.05940222268775855,0.043312113960082436,0.14114915275504064,0.06935966172031248,0.07398200397007408,0.03591813340167684,0.055602657536537745,0.015081811364371098,-0.042045438586119206,0.062112063653617884,0.08520134337366422,0.11545611576403324,-0.008525823446041466,-0.09250338529095983,0.09263069190485443,0.11983486673593184
TG,-0.007889042519964458,-0.005267428700467461,-0.0453291354503812,-0.02136549245620242,,-0.0013557009066580495,-0.019223954209357644,-0.024935916012540967,0.017343556410401875,-0.042957529857505776,,0.041747077793346105,0.05202555533236945,-0.04087061690621048,0.09399872870453838,0.03794569262864167,0.012686463083820827,0.02913033933093333,0.08143295638259616,,0.055750536034925434,0.05076803003693403
ADA,-0.004866675367983903,0.08972322801635194,0.047692581350830994,-0.011566980686722269,-0.03459029483949496,0.02997682021874655,-0.02333306454362098,0.011662885566122097,0.14236226135537758,0.0006729310740711371,0.23233649512926244,0.08073387168602641,0.06946267209290496,-0.01145709409872492,-0.05377030710812973,0.0734640794351403,0.03937066594869294,-0.03922809778948572,0.026593919925977906,0.02628661125122933,0.07074815304853291,0.031125032734758275
LAMC3,0.027831026259757388,0.07029477305882388,0.1450891713990702,0.06743214436540021,-0.03318590519044909,-0.04570419442256261,0.026995990895810246,0.022890267371999416,0.18619114317523797,0.04788596583845604,0.1068090382278824,-0.007962877736422042,0.013061181436385506,-0.026051335517276487,-0.06582127423589415,0.05712904904750383,0.0741339242838751,0.06239863140921629,0.0876288599819152,-0.025837879503017323,-0.05764474186969753,-0.05671823194339295
CCL7,,,0.10284463179413288,,,0.07124876474518055,0.11882770921590105,,,,,,,,,,0.06863199635655981,,,,0.035391312051803875,0.1863304929509822
NGF,,0.07602340833968685,0.10791640513209357,,,0.09889935192705408,0.08372879537310973,-0.007653380527059805,,,-0.05083531882297197,0.002772434987696105,,,,-0.010936269345712587,0.0331029987846939,0.0660373986871197,-0.011348672598437784,,0.014509402336918456,0.17710468570583887
TNFSF15,,0.009218600385174611,,,,0.053955692624485324,0.07393401890944619,0.008730598792072525,,,,0.037016206502224494,,-0.03767236268817266,,-0.021155027291805243,0.028046439032015168,,0.08803774825100236,,0.04926370966454988,0.1778549376667142
HMGB1,0.007840139436511703,0.034609180768632467,-0.07604236467714112,-0.03945547068146497,-0.1844749883594984,-0.09292162180394116,-0.11459640088543335,0.035797217983354265,0.06147330056006372,-0.18986161532317647,0.08268995329226593,0.04956882729175246,-0.02659713288941925,-0.06466019251818232,-0.0674444602525304,-0.040355351764153294,-0.07930129149441906,-0.08113342166443917,-0.0020111892173209516,-0.07611086113434962,-0.030973620018681185,-0.03440836997900638
ITGB3BP,0.014917077914234918,0.04757819244121269,-0.036199603138422985,0.022604199894506596,0.04422458840237846,0.07229741052327743,-0.002211192111549147,0.031900952668220524,0.13715326111001996,0.019060823684831446,0.045096831590669906,0.019739123542415797,0.07874634383740665,0.02901122375056659,-0.03723525946522724,-0.021918576610146404,0.04225588449906298,-0.016587251142511496,0.012461830686489482,0.022112376449375505,0.06431650982314364,0.046777230396454705
AANAT,,-0.023217918211476736,-0.0349737881154861,,,0.00732574621242988,0.009865808112505413,,-0.02535638444470433,0.043112504493428,-0.023092481261043168,,-0.023261159930161125,,0.03511076649529085,,-0.022667259141152373,0.029960550505170335,,,0.05069169168578065,0.0048257131016602684
RELN,-0.021473519631681193,-0.07461280055461214,-0.0006711784922325022,-0.019299929335147556,-0.0492681035919794,0.028328343911401002,-0.049792571502764706,-0.031896791134548644,-0.08259050215872916,-0.08221152621187179,-0.06784202564251389,,0.0006211442010407767,,,0.06467590308422169,,,-0.027771381944867425,0.12278119302868437,,-0.0333989539320419
IL15,0.03062227752943699,-0.06079021968123789,0.14198402697593152,-0.02721931051622206,,0.06638306787798656,0.0078086183026193304,-0.020559099291840924,0.15500623118118198,0.06366725254564017,-0.012490195555023962,0.08495501395358679,0.0749496543606581,0.1408351826032843,-0.0713869764614872,0.04793452884645698,0.06384800999038541,0.008662416100735914,-0.021993889022201705,-0.0012813407712397138,0.11297109325943716,0.17324162300911966
UTS2,,,,,,,,,0.12510053585845407,,,,,0.24640574222574413,0.1468544062090676,,0.04518716733357695,,,,,
BSG,-0.005949798282030321,-0.1905801687433258,-0.10023040786792718,-0.0459525190956769,-0.13684938603685642,-0.03265216438020057,-0.07156127160533217,0.007409894692803676,0.02988230330415489,-0.05876794647983575,-0.09708954228122554,-0.010968560867396735,0.043781976546377534,0.06213595725856188,0.06201532813725371,0.020025527712126682,0.1807472773592027,0.11217956844235824,0.05787341095740555,-0.025978884528467448,0.15808000714502896,0.18595490796868902
ADAMTS3,-0.01822948861871181,0.1809170209397767,0.08431229810325938,-0.028150799791103583,,-0.00041939271995203125,0.00527052771216149,-0.0331147614706004,0.24543181234916017,0.0011687447046401362,0.024339607298988233,0.0919694171800938,0.003324013636142494,0.1424083182305109,-0.029689431540125766,,0.01912223784186739,0.021457027412585268,-0.07995343705275917,-0.008875871844136114,0.12738117987028846,0.12150725082323961
CD34,0.013913527175689104,0.12759444867640654,0.09180686573249063,0.02703126246408954,-0.1349292800857064,0.03650313540872928,0.027356752259124956,0.0896232056292128,0.17460294903555493,0.04050788663241328,0.0049460045937474205,-0.0060856625732272455,-0.022551763801122986,-0.010265687969732117,-0.024250463864909363,0.07802332229326898,0.08907887336848541,0.03300642388059632,0.03235490784523466,-0.0937313804450944,-0.006132647917863077,0.10161354493400603
CCL23,,,,,,,,,0.07467708226421611,,,,,0.08949047378148407,,,,,,,,
PLAT,0.006940157342186925,0.05639028113305677,0.048552673219100374,-0.00404199695816844,-0.11772249369058643,-0.1013993008887118,0.05326159198031726,0.04879148878959773,0.1911314130472526,0.15532863120713417,0.16138069427147134,-0.01951169027593143,0.03908649401088619,0.06151944961463925,-0.07104414632966405,0.1447864586770275,0.01747402287560813,0.034591394120462936,-0.04691093559315926,0.042260817155121304,0.05985640946098905,-0.015636577468789603
NTF3,,,,,,,,,,,,-0.01951970460468413,,,,,0.025613312859549563,0.04721891446041154,0.0009942056914854715,,,
LTA,,,,0.08618189168735145,,0.0707919339172722,,,,0.01013197070390188,,,0.04097852680000904,,,,,,,,0.08144075915524425,
CKLF,-0.001009418670631733,0.025243350390797514,-0.10155125855543556,0.0339837293996373,-0.03085010642889849,0.016414722658938036,-0.040228264877360774,0.045417494773936126,0.1605017292544783,0.14488919124307334,0.11927033823187363,0.03532251938915618,0.01907325788627728,0.04009855111719181,0.0678531358526958,0.03597258987287714,0.04078782315813664,0.05124412873054871,-0.006466228489715848,-0.08177804426341206,0.04966472555407266,0.04407785591830648
APELA,,,,,,,,,,,,0.003592430987552135,,,,,,,,,,
CD24,-0.05985183369018776,0.040031133884327455,0.011794951706885073,0.034616193784644284,0.017487218737329727,-0.003594231437373143,-0.05265318673846606,0.006307646128250539,-0.0385449970099897,0.08555477635024861,0.10084336123644577,0.009730268855537858,-0.00803978334579523,-0.028397473039080003,-0.009206447486148244,-0.07190633214727309,-0.058129593617676674,-0.0166901085175029,-0.10710557787232618,0.15364193043796526,0.16693627947391515,0.07773807272429392
HSP90AA1,-0.05679140585148797,-0.1735801920188691,-0.022663814871825585,-0.042692987498843135,0.18115944073934498,-0.0561156949546217,-0.02226661003304812,-0.05818532346460432,-0.24607890603966068,0.3096578647494783,-0.23357844846074163,0.06392281931972515,-0.034546089918644246,0.03274517547110999,0.07242494098896676,-0.0831394302700996,-0.1248961711492431,-0.11089153321422736,0.002951216953837156,0.009027487983101568,-0.08732192716630106,-0.21894795981000736
BMP4,-0.02665701133020444,0.03063181630197885,0.09974175174168193,-0.01665590637996171,0.02744517783823844,0.0281005641107858,0.033161052866231715,0.03777223889109332,0.05800939064575233,-0.03206912560678859,-0.03806405962937163,-0.04594640582107683,-0.01838298090638362,0.08793054049171269,-0.046809530911178954,0.05099954397892095,0.10966560933540329,0.09216883470770643,0.04700457649212349,,0.030034831148397056,0.04653646645484433
SCGB3A1,,,0.014149266741043371,,0.07074654303457421,,-0.06013110520356938,-0.02624405386071238,,,-0.004982244822777995,0.02582838383529485,-0.01505381003239315,0.024510475850292722,-0.028547239802284675,0.07290971537903224,0.03158675017529346,0.04599693594045807,-0.005812396647375043,,0.07162526950582056,-0.039244719855918396
IGFBP4,0.042435631817574225,0.029249084532611148,0.14594653284620912,-0.013753905339107761,0.01208219929314427,0.04592847196992903,0.17287430435263834,0.0670313916229129,0.2748529756661825,0.2651136693593796,0.19865222688738907,-0.003828310941477532,0.04657658065152905,-0.004444814515320936,0.04487914731602283,0.12231447843441512,0.030984252643962894,0.01849303289934413,0.2174452833845382,0.08209292283750147,0.06881285591525765,0.008865922429504026
RSPO4,,-0.01902750598829143,,0.11632596922749573,,-0.014947148862557533,0.0022908190798123047,,,-0.00031096285657231993,,,0.10714081336517346,,,0.031588604353384724,,,0.0754192999107706,,0.005231122517547029,0.03226456518486498
LEFTY2,0.08543688996874765,-0.04211012728253591,0.23101443712545763,-0.01590522064877393,0.002154853801294811,0.013115676169723495,-0.000556121968302662,0.012867339447636546,0.1438156831885919,0.039795814321371456,0.07878563209022613,-0.009207348549632826,-0.026632434177064485,0.0026880560466760127,-0.04494501788019864,,0.023657893811035193,0.07478475177800536,0.01578216011159758,-0.09106340564868066,0.08466896076030696,0.02220461513758663
PF4,,,-0.015421818557156498,-0.014292427174395791,,0.0023923567863884812,,,,,,,,,,,,0.011085738453757234,,,0.004674584720199917,-0.06602414330711898
ANGPTL2,-0.03676434471531963,0.1180655539630566,0.04392683326225485,0.02547030280668267,-0.10439684794854637,-0.046659547596035536,-0.02583079144615484,0.06240788594745195,0.1781722639434163,0.08860633479578421,0.13966403918965017,-0.18077605652293474,0.07192240373389588,0.007113320942568933,-0.07399200239174787,0.03909423719148831,0.08260117921711005,0.03903776498678155,-0.04581641787684654,0.09291108567442133,0.069665445713374,-0.004835266523472901
LRIG2,-0.06625648551642316,0.0360976266806308,-0.00937923233390719,-0.0017690451478560793,0.02113382318985966,-0.008382516817983231,-0.06055136626698773,0.04436571992697967,0.10220633730177883,0.07849880456766327,-0.06894712260845806,0.10481215625943273,0.010740020592309205,0.0794573608600383,-0.10928036637745467,0.033278866977138506,0.06268797332928713,0.05384971878834626,0.046827004442602106,0.08746968544129378,0.12812994521359894,0.0698129917023996
ICOSLG,7.035657805711224e-05,-0.026000467325127324,0.10620017773091957,0.08112903230464856,0.023298739616817745,0.025047665611355668,0.0680691616592527,0.08182182627692829,0.11412393337291868,0.11308374339272965,0.0413280086800456,-0.033391525068704846,-0.05436507318744089,-0.007357094553726765,-0.01901277436237032,0.14357455218581022,0.08895567720781125,0.10521048584159473,-0.023484317005791146,-0.030396528591759536,0.1455555435533377,0.04303917962577948
WIF1,,-0.05569346206492149,-0.03626834192796984,,-0.05165010562611417,,-0.10484234465937416,-0.053455310221994026,-0.10419138022620447,-0.037517784841195126,-0.10693687065670704,,-0.045682558180083786,,,,,,-0.040578638152610105,-0.040864912169200615,,0.060048758361434244
NPPC,0.043445743009353104,0.029544217195707528,-0.05115624798585066,,0.05785109217462066,0.013067785890476098,0.039386532269757885,-0.05034912455536139,-0.04634303747886945,-0.046041169587621125,-0.05319893522916279,,0.0547025815836166,-0.031407877885434324,0.008227752739995656,-0.01944085519659528,0.019722897671119392,-0.002654231765670566,-0.026495824699784048,-0.02873490009241345,,-0.06593893703446589
LYZ,0.01998356952698153,-0.028360653331309615,0.18573730810030709,0.03744613760696148,-0.003701241547082956,0.08961196618334819,0.15552231047407283,0.07218247199942125,0.21368428788220353,-0.06147394006925147,0.2254895137139492,0.10192533596292692,0.09635538409842082,0.08405498767715273,0.0943574985186489,-0.009582923277372448,0.07400640556581976,0.04285171144780729,-0.037974705141695,0.08988436558133812,-0.012484145348233474,-0.03997616349390199
EREG,,,,,0.09768848196335901,,0.19297724734659374,,,,0.014029908644499099,0.011325060347970553,,,,,0.07521866193067167,0.0394855634476452,0.05904545183458956,,0.01851920757479266,-0.010933714664159268
SPTAN1,0.02235782320670938,0.004897939631248253,-0.11278221164643085,-0.06300823362615565,-0.18745997011373297,-0.13321478525105146,-0.09838496830766048,-0.0159960373658419,-0.06720838848173027,0.025077165633112887,-0.17563762347425455,0.07636590779629128,-0.03074932199715248,0.03571848051113291,0.04445780646735286,-0.04241378010067242,-0.056043109048698386,0.021260975481455884,-0.09921807687693017,0.022341148970507353,-0.05941134282908398,-0.3119332986758202
PTH2,,,,,,,,,,,,,,,,,,,-0.02371302759070161,,,
LIPC,-0.004525155991786994,0.045555988469212765,-0.03163973290470793,0.040647113101474584,,0.07021253495863504,-0.02143847161556986,-0.03188189137354498,0.0022864403845137666,0.05451132963471158,-0.06704336168232246,-0.043126330743989874,0.06290748597947733,0.05753402248808996,-8.606761788081983e-05,-0.022724982545059353,,,,,0.07591843375050424,-0.037458734413985624
COL8A1,0.02296433161133954,0.23498278645227155,0.23494356611056136,-0.016214215555235976,-0.046889635922274575,-0.007398052783810066,0.038698609490444555,0.06257934389266478,0.08893045274494543,0.03477503069715103,0.15452259157550288,0.008118885234969364,-0.011158095249907414,-0.003538467998512584,0.06528961792147646,-0.042305065309276524,0.15759665269412754,0.04189072962695393,0.06930344136067888,-0.025948885271136493,0.09158280392440682,0.31739143749738363
GSTM2,-0.0349072150004959,-0.017582433963522687,0.022036089221949776,0.021077758239685915,0.02092081868927466,0.011267078559214992,-0.018302941579909034,0.004753284866408548,0.03678548921766361,0.05318549159909119,-0.024596905410257733,0.02110222301675666,0.033998266595593477,0.050053556996424726,0.0013426608781044282,0.00025842519682145736,0.09182994349566939,0.03821451094275879,-0.05732279574088218,0.04488799603965542,0.06959860782701256,0.01680869005229801
IL4,,,,,,,,,,,,,,,-0.0182011485709434,,,,,,,
SPX,-0.003757564327110937,0.01814846135732915,-0.03527460889083038,-0.005848881150492492,,0.025803698031055436,-0.0390788112665452,0.06786191002372698,-0.10528978201084133,-0.1080049361960721,-0.141146184077284,,-0.05874414472887978,-0.04163716702665113,,,0.05717799073579388,0.09660970881140579,-0.05530189449727852,-0.008224793903192749,-0.04200080941419189,-0.11545208644723112
MFGE8,0.0537767253882031,0.1385056392880627,0.1024795141402909,-0.023429571550494976,-0.027967036538999377,0.013447952937363209,0.04339255758268201,0.03676839395486952,0.08059895767105128,0.04307905007606372,0.03005560867294444,0.01192075015538777,0.016675955319164264,0.07554681711745624,0.0002589802678614979,0.04360362801682259,0.1279466123408933,0.0805360239256862,0.06727956846802186,-0.006709644392527077,0.030892980863391616,0.18115229343105746
TGFA,-0.04385915992425112,-0.14377462140670252,-0.06199002265344359,-0.03278600732057658,0.011935722309029395,0.05521129279650358,-0.06928320284970797,0.0953926723758342,0.04287788804814536,0.012120695717395368,0.04614803702868647,0.050725168367272616,-0.04966046991528278,0.017158193953923175,0.019396177322271793,0.011656760258236306,0.03919422209069031,0.059363463576888154,0.07314540310095165,0.09732110281246269,0.18150094445169915,0.10810961382884868
SLIT2,0.044200820562876574,-0.04408990381428766,0.08598378483644988,0.04827205252989835,-0.07155810327558944,-0.008900874975617281,0.05582052970828058,0.03465273122776254,-0.1026673994353932,-0.11294788667051729,-0.07875370749522936,0.0028310806297631836,-0.048527437137243445,0.07716614161559363,0.06265218583762493,0.007287435747505541,0.08898553581684332,0.04777965788989814,-0.003264512932407698,0.08543478753961312,0.12006611381225696,0.19015368109343855
PLTP,0.012280984254727876,0.033651993622452366,-0.009340444313648952,-0.033560525788718154,-0.06726072056959849,-0.05436414089781702,0.19156260458064278,0.06314096201680981,0.3132025620962271,0.03482340105649716,0.34288057934436095,0.03503943702513633,0.029186438355538653,0.004598486119412795,0.05524972273800873,-0.00822621244345466,0.002508866332968927,-0.049749666494308044,0.1772708970923444,0.11280171710340825,-0.06861395422951204,-0.03545249842259246
APOD,-0.06178344596803032,0.0014344126708302918,-0.13907287671172883,0.012725669888095599,-0.30640480900545664,-0.021092448108661222,-0.22666865111143322,-0.04995673536919313,-0.04880568732417761,0.06412251793415005,0.0485324565017328,0.07430236816646295,-0.07112020394264149,-0.11391557402949928,-0.05981205299394235,-0.030309391876394844,0.12685307724460151,0.13642863831816018,0.054043302126080335,0.1546369788864494,-0.1203139935311461,-0.25863657145934427
