,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.020940972347540904,,,,,,,,,-0.027873572113208494,
BMP1,0.03636041692989421,0.07387344101929909,-0.002939654882584493,0.10013900027685525,-0.010296727517310448,0.04530032303829105,0.16107373379633916,0.1260906150223302,0.026751018109524412,0.17264968423348517,-0.008800397432459445,-0.0027126417859552744,0.14737442741794515,0.052591792856521456,-0.08425753039848785,0.06793133065850353,0.08140269678054779,0.10470558691474016
NDP,0.09255403034461043,0.04271399244878236,0.029693554642848407,0.0724929356571051,0.00019145694391344313,-0.02380599915010259,0.048368058898809414,-0.006425284469305502,-0.004790476199419171,0.05024943919256632,0.08166591718866766,0.013861032700801247,0.037961933056601935,0.06376027648741273,0.04070266019814891,0.002539983370190416,-0.004599735556499862,-0.058879089154799655
TNFSF18,-0.022169832007678216,-0.03942070797367318,0.01964453448429184,,,,-0.0175099618698615,0.07451942166314247,-0.02533479322342258,,,0.050540244298795105,,,,,0.03619857432638851,0.036631680302153774
IL36G,,,,,,,,,,,-0.020947215243133692,,,,,,,
RTN4,-0.0676456248511588,-0.01140047617605346,0.01816547628936407,0.08287125453854652,-0.03854921369917886,0.01077623554483748,-0.13009626596630547,-0.16205855526768495,-0.030240791789609613,-0.035333110759597566,-0.01903184300874006,0.04843843189096614,-0.04500644432161896,-0.057302381644720145,-0.0849225841294837,0.06101827958277511,-0.005954432881911513,-0.08852771411898655
HEBP1,-0.014543498319664675,0.010546943133581534,0.003528801140877715,-0.022853564187304342,0.022256217057308996,0.03219877238621371,0.05531706981948571,0.03821835472255517,0.02814691471236755,-0.02728344924990436,0.020731876416744264,-0.02774125544780103,0.0030194567801023974,0.06249150080660878,0.013610585891343301,-0.03672600649669402,0.0050430001629401455,0.008000562779584316
WNT7B,-0.058210928918913725,-0.035649399977504076,0.029502410340950604,0.03536355832517643,-0.041339157272089026,0.016999757056157444,-0.027887605038996625,-0.040465535797415506,-0.002152014458726846,0.05475976084868123,0.03542516327001624,,-0.022560148616157766,0.0008301574747177758,0.012124039287921185,0.049310281351984585,0.05331327341087075,0.015296519424180116
PTMA,-0.09697686403521534,0.06026107594650264,0.0008683143377598279,0.0989244455355571,0.030314564741834464,0.03707918549290978,0.19290792200461435,-0.04173748525881895,-0.09410296944788332,0.1133421143351462,0.05747977090727294,0.07364578408206443,-0.1814812393191575,-0.048767467577309716,0.031216514177198805,0.04860950828957561,0.041876012306762495,0.13358421812717688
FASLG,,,,,,,,,,,,,,,,,0.04611086183934928,
CEACAM1,,-0.02341376392022745,-0.02655158019499424,,-0.03573253855644394,0.026481074642771264,,0.07349212052600314,0.06222191124127942,,,-0.029784001420968046,0.09774551545069621,-0.04265233619005218,0.1302751696304205,-0.02440838144997759,-0.033635599508988784,
PDAP1,0.005902128425669692,-0.0278784131292156,0.08250571488366273,0.04128793865057698,0.023956144435524615,0.025421097761032286,0.0645794213622008,0.20559179582179915,-0.0540866170513519,0.10567808034259464,0.0228931157908153,-0.000995446933376763,-0.02427805759699783,-0.06664806880738636,-0.02745032702539094,-0.01779614691010594,-0.037717206127049145,0.030233369586608973
QDPR,-0.0003426818862694569,-0.061403430141926334,0.0283450806085555,0.05542821411121338,0.04586818913169069,0.043776126800215025,-0.027350928957021164,-0.16423027700430107,-0.035888819242589354,0.111626648349843,0.030403033268505547,0.060864889392760024,-0.14812989354173897,0.019584428236771194,0.07499428616842825,-0.018705621709218,0.020078157382294834,-0.1370350760744644
POMC,-0.008794710520066217,0.04866813984398959,0.06417058402111339,,-0.004213063371035935,-0.00825184743190282,-0.006103445963914732,0.021118192746072385,0.010910553722093246,-0.004523730503999712,0.08835580340607105,0.07248551633138449,-0.0009358481483638109,0.011549504247277785,0.04309133356451999,-0.00036357755868033086,0.05758541742031357,0.05343649748474102
CCL18,0.05448287018559182,-0.01595586798069395,,,,,,,,0.12317702572205678,,,-0.04864014255511403,0.0500614365235451,0.023310697263799654,-0.05027349084236668,,
CCL17,,,,,-0.005987847876351773,,,,0.05920490994180431,,-0.019135875815841745,,,-0.03692163171481146,0.0035897892646654444,,-0.02191168613588336,
VEGFD,0.025571850390347827,0.054345200674047335,-0.019827580916520347,,0.008083117330927737,0.028734688328069188,,-0.02390525360901423,-0.0075738088161853385,0.14454016192880478,-0.020508510813763446,-0.019813288539720746,,,0.04211963559476146,,,
TNFSF13,,0.0689004169219064,,,0.11585576121074578,,-0.01698101022966601,,,,,,,0.08438931163638186,0.06969010778581207,0.0717954932117799,-0.035703263664291864,-0.032485994252361046
WNT5A,0.015640337877634795,0.04049111401089214,0.01638682073204298,0.058477698651807956,-0.038279584604779614,0.054993130133037436,0.14748785175232787,0.08477192614060616,0.038092014960053405,-0.0013618802307749668,0.03826963924791183,-0.03630616621733795,0.04366618235059594,0.0366695127560092,-0.022153585680180513,-0.05495983408697646,0.06267486281727085,0.14875542184104762
CXCL8,-0.008248959486474222,0.05715288825170002,0.12434348914485602,-0.14423486198861238,0.008044083139944102,-0.03389128326698494,-0.024154385677715273,0.11165650646116963,0.018476343750524784,-0.05081263643964572,0.08579043080187838,0.03647410703055075,0.02176846004595907,-0.03909882127435637,-0.18027014515073725,0.017621079719576428,-0.021540868072538744,0.09588092909747123
GRN,0.06445252791498064,0.0529111104585011,0.0399550754864067,0.08719498611376268,0.014661555158131633,0.007446938145337871,0.11746579976808931,0.06865519814736758,-0.017334451883380356,0.017651843832548295,0.029472562598187157,-0.011289511812920575,0.04266860635677193,0.0400644805204516,-0.027756477023456717,-0.028130797767861045,0.036232425400546026,0.03200661771653457
MIA,0.0914148757964078,0.029552500824635116,-0.0338210549072733,-0.016558672737721984,0.0004278198362470357,0.0030752720144059274,0.016781129272404542,0.10462405301769233,0.02384661452833668,0.03314268994811891,0.032534823033270474,-0.027849286528940906,0.18006271357444048,0.20816866714382992,0.27785498261867025,0.002506989164988097,0.08268660744376573,0.08862558103849151
COL4A4,-0.0036263173958982473,0.06357434750439533,-0.0331999442921494,0.004592066805093007,-0.04743600226041037,0.019848671018453418,0.0742570472822953,-0.020635773901329174,-0.016086041436625332,,-0.027245767067221642,0.05765008812871623,-0.06149633796133076,0.030136899945153856,0.016425901527586714,0.04850901763548401,0.0690538077271836,0.047273254648793936
TAC1,-0.07180291835115739,-0.015526918301712418,-0.07514837255022698,0.14095334070666182,-0.056713820078167755,-0.06155193914900436,-0.1048249718710945,-0.11264574355692422,-0.09860186221032091,,-0.017380888668814095,,,,,-0.007159806934213148,-0.028805139499644795,-0.06288482456211944
RARRES2,-0.08833598515625696,-0.05154559513398851,0.02377559070885361,-0.12478429186452729,0.034022956820762625,-0.055693935283490904,0.09317781458292215,0.17968502475664672,0.024204658367222482,-0.12490797158459378,-0.02821957465004912,-0.0543422306587308,0.001635300374074825,0.0030197048231221566,-0.0295793106500646,-0.019071175953298117,0.0008642237776739631,0.05459317548560108
FGF7,0.032517466051801544,,0.0731420888283752,-0.01685835950162997,0.006620687219162772,0.015749486753137337,0.05290913810040001,0.08718254191930093,0.004777262562365467,0.018387817761010648,0.009192920610641387,0.048110558462954145,-0.0007776451617731732,0.07700062305426067,0.028750435427162633,0.0024886740111595067,-0.022420583458185248,-0.005589195695696626
EFNA2,,,,,,,,,,,,,,,-0.05172906203181333,,,
HBEGF,0.005043322814598812,0.03517614475268461,0.07389447845989462,-0.02929830368974177,-0.04206083848437912,0.0006933029230349338,0.14138021217981306,0.008134411846763416,-0.0027950861491442456,0.13914908103004295,0.04306048779226037,0.12484425280001143,0.07998991508646357,0.0177130019074883,0.003336792040092679,0.011347095283858558,0.0006813527900215539,0.18754697497423672
CSF3,-0.03582565089872189,,,-0.038864967561043115,0.04020144451872195,-0.03169689391428902,,-0.021832251598280523,,0.013267392696027088,,,,0.043130422497183636,-0.13567375354132516,-0.02355270236919125,-0.02306962522452876,0.14135251954928363
PI3,-0.014285578283033507,-0.02724158882452675,,-0.04792010463613292,0.006070925855274954,-0.06847352709163844,,-0.024583403454194953,,,,,,-0.05494644177990669,-0.18058338579952612,0.07227188650811178,-0.0225828376965787,0.08886916114066244
PCSK1N,0.03611555863942147,-0.014777934723099012,-0.060827927339755575,0.12199652563698458,-0.036411561933534904,0.024338344248382254,-0.07342538932450803,-0.02424836306532425,0.06395405275478931,0.165702238991949,-0.013484474045887804,-0.056777051776065054,-0.003266952501300084,-0.056965981270016515,0.047747854462395704,0.07313089191882807,-0.020576608560806425,-0.12120901009480642
NTS,,,,,,-0.03450061399575387,-0.019723636577584552,0.016002314284875068,0.12103422664531188,,,,,-0.03269553007548389,-0.025857773003328057,0.012189215197506334,-0.03416296915534453,
SFRP1,-0.02712118296442529,0.010536033259495217,-0.018348490270790357,,0.02458138113884068,-0.029926234204931783,0.07396121908694023,0.04287008403298926,-0.00228405581979806,0.05125790232384787,0.025286926495900218,0.081307113425994,0.0996365809300597,0.05011798747777001,0.07160922327720383,0.02225452321729543,0.016977207455281387,-0.007564142492467393
