,UKF243,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.3106643249541986,,,,,,-0.03069620250578906,,-0.008831523597021948,
BMP1,0.06362947394421194,0.02376541449168226,-0.0010942148101152403,-0.048988573506320174,-0.05298801569813048,0.06368270399044422,-0.02835477654185419,0.04614523786423803,0.010470338807691349,0.013004582636600105,0.03892216563432368,0.04008336283492953,0.024100387881220774,0.046629125282848405,0.09834304802781435
NDP,0.10281169661265611,-0.010082007983033376,0.06426766622236733,-0.07989108738124073,0.08983272715333769,-0.010801455574420383,0.004630887226224776,0.020930334758960438,0.007529609942110038,-0.004448610287235406,0.0019389461632513885,0.07128925549819096,0.025279528664518432,0.04646723256460601,0.028614685998680577
TNFSF18,0.23138437794178024,0.04772844781248259,,,-0.014292934218028743,-0.0005049792243958523,-0.013506324708277803,,,,,0.0024841787115050455,,0.02172976951115065,-0.03310568360537375
IL36G,,,,,,,,,-0.006410520316770177,,,,,,
RTN4,-0.030526385297567692,-0.03225888625948651,0.07385772496158492,0.0015507083045990945,0.009823047073507804,-0.08271020826358429,-0.012300707206664915,-0.05211328179952863,-0.056819690704526804,-0.031536349804294324,-0.02291901557480648,-0.027667916137579247,0.03125509257571942,0.0472462046954615,-0.00817904790248832
HEBP1,0.06947763635472796,0.05414399017856247,0.004533836445240758,-0.009492249639410252,-0.053865798943713475,0.03264858774021163,-0.003966653698892991,-0.015406244709777042,0.02508912596124854,0.0033140195848626623,0.08549223665418361,-0.03999452745643133,0.030912999630267224,0.023237953096614177,-0.007348959377001121
WNT7B,-0.05901709635308872,0.010073033849404734,0.011120337952691517,-0.016761247718779456,-0.02059809430466716,-0.05476593893877041,0.012322077007987965,0.0641332741819488,-0.024179100890241768,0.052239062184550954,0.06620770092299928,-0.02390399317784068,-0.037118832862545414,-0.006481231869005122,0.03246417216213261
PTMA,-0.10029951297129634,0.029730587710381673,0.018131907399106077,0.0849062428772757,-0.062421055947400945,-0.07086450362070058,0.05002077670153999,-0.012811264306574192,0.0817720947001518,-0.011551482442051514,-0.014580480222528973,-0.02052446368136259,-0.026872162125993755,-0.08755973191210507,-0.04371832085912834
FASLG,,,,,,,,,,,,,,0.04311860469460148,
CEACAM1,,-0.015847350467665694,,-0.03972044068782735,,0.03318984832614807,0.030633329705768955,,,-0.027509523213777233,0.02513588794117438,0.012801491273716633,0.03904375670527142,-0.0002664055695088277,
PDAP1,0.024325152632843627,0.022861969790638578,-0.044914784290787164,-0.011595754914045448,-0.0002476407330134953,0.04409829100421232,0.0182468610323638,-0.013923087274164532,0.03721142113471356,-0.004031485349905823,-0.023597770413428754,0.09008923053539633,0.020136442867813468,0.07363493675523132,0.006072948070531235
