,UKF248,UKF251,UKF255,UKF259,UKF275,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,,,,,0.0729007457746246
BMP1,0.08662995796143322,-0.01272855420275446,0.020567670734217437,0.05209516619710572,0.014123216714906545,-0.001102809487059975,0.03327379076116196,-0.029636163971888178,0.05171026680355825,0.10656789075059006
NDP,0.009791042141274886,0.052369943455165206,0.11320145763278641,-0.006859500170231935,0.05117850136186064,0.03151863502176913,0.08157491596113492,0.05123595673432688,-0.04563573346572394,0.06426036183187486
TNFSF18,-0.03532089560289697,-0.04045498537898119,,,-0.010015229991738143,,,,,-0.016275428054928445
RTN4,0.023772429497011343,0.008843820282473736,-0.01299857208215828,-0.02564800112404384,0.017699139179437492,-0.005868530560519576,0.014744832841052257,-0.021662245138086796,-0.009053780788397126,-0.0026608562959404666
HEBP1,0.0926741931065371,0.07712681659475792,0.025245709864128194,-0.05764868819036376,0.03457243137227228,-0.01724695689933896,-0.012648461333921151,0.031745118250847616,0.05118765079393241,-0.00028857313918462696
WNT7B,0.0709760822140186,-0.020146252587768438,0.0508706396743248,0.01432801032937411,-0.0077797083682182395,-0.03466251868504635,-0.048057533454608815,0.05560089236866435,-0.007433523755269892,-0.0389318785517909
PTMA,-0.007810825535979563,0.04623273980876699,0.03401329734303932,0.012455474625831582,0.001994122039573373,0.09745753032131849,-0.047800192152379004,0.0146920082164453,0.08124033207559547,-0.026972642804178507
FASLG,,,,,,,,,,0.049283461100353164
CEACAM1,-0.022480782057479453,0.040330432729726494,,-0.04088255507256739,-0.01575157080832748,,0.0368660962786422,-0.01938157292706102,0.07047957543763018,0.10061677961467637
PDAP1,-0.0590253319864831,-0.022924042837826123,-0.032099674158662606,-0.010056688344187837,-0.0024294940719655784,0.07581267596742412,0.011442043061689973,-0.04859218407560046,0.06591276062058872,0.005627470591603432
QDPR,-0.04399722176284184,-0.04544852727073376,0.01040153660835628,-0.009015892786811832,-0.008789742889953364,0.07495018186700607,-0.028215622368519086,0.08955961397354868,-0.07543159700391174,0.06035807984002981
POMC,0.02093258778611723,-0.02674204309903347,,-0.012212445999895027,-0.011620880896680966,0.013485033210782555,-0.02719389403097773,0.0028600017744801207,0.012347613958848456,0.08089882892980718
CCL18,-0.02805389193291168,,,,,0.08734986793944736,-0.020724354149611515,0.008937466279009881,-0.00592735165421865,
CCL17,,,,-0.030799876657718214,-0.01249094170508349,,-0.019104826556455196,-0.027978517284388892,,0.04956560634873185
VEGFD,-0.00423423491117257,0.040515495676009525,,-0.017190200484437843,-0.013308041888381389,0.07533721312421515,,-0.01938157292706102,,
TNFSF13,-0.0049364163646105266,,,0.007486233070954523,,,-0.0002488644935862588,0.053092282644708756,0.06363823217679733,0.09852116132667998
WNT5A,0.04159972864413302,0.031936113185244475,-0.037489222670875094,-0.0027939544663241078,-0.07268817628250879,0.12810469719336315,0.014618921795203665,-0.03209113114910884,0.06978992025293197,0.043843496322998166
CXCL8,-0.02120455047330368,-0.08257712659194982,-0.06296890140513692,-0.003171245744195794,-0.03355024955004219,0.11029738618518375,-0.03507291632511687,-0.09923921345311491,-0.018001828208014367,0.011288361783266929
GRN,0.07459838492488124,0.0016542662008901569,0.044823743256707856,-0.010131138242873702,-0.011136368522886188,0.01353417079308821,0.08512277982611904,-0.01468165204371827,-0.017863670014041797,0.052211475155971174
MIA,0.010186296714642435,0.0561107003986475,-0.052116414516346785,0.04733127369807538,0.025437755049206128,0.05948122984000441,0.06292353307074175,0.11254535092344262,-0.015976320833629373,0.14567874411906256
COL4A4,0.029379348132754834,0.08081227888634183,0.048109444015003215,-0.042710571058278975,-0.013040929593249269,,0.09831283944550989,-0.03103292873789348,0.01254168285229181,-0.02473280069724764
