,UKF259,UKF260,UKF275,ZH8811Bbulk,ZH916T1
IGFL3,,,,,-0.01571476148295505
BMP1,-0.003092747228362216,-0.049783141640617826,-0.012555239902047708,0.011500452708090353,0.024966294259551096
NDP,-0.051840959652020256,-0.021734526242821437,-0.026112027480860903,0.0799181090034043,0.009321287784872737
TNFSF18,,,0.012820145193708285,,-0.026507993110781836
RTN4,-0.025508903631407863,-0.016837113073753195,-0.01410364979937372,-0.0029090263220135477,-0.0036046533558557197
HEBP1,0.0459430950408934,0.015315881434006634,0.046317576524235314,0.009427680451275167,-0.03661119806212479
WNT7B,0.0018170733336636282,0.007777791100491035,-0.023039247497624645,-0.03132424375462404,0.03426376888545621
PTMA,0.07399207427606923,0.014346465288108247,-0.005663207699774997,-0.04220491211737136,0.03780170165715283
FASLG,,,,,0.046726377099433024
CEACAM1,0.0010041942630235302,-0.017889043708130464,0.07554443964528892,-0.015175137759885136,-0.01896331842482012
PDAP1,0.006584097274274952,0.054661420550477326,-0.008774616825900883,-0.039767951925105335,-0.010336101030651646
QDPR,-0.005941468620060443,-0.048323695172822374,-0.005350363498266211,0.013418317264026617,-0.003988924200705715
POMC,0.07830013424601608,0.015979816894938995,-0.013216442212813297,-0.03554992974328385,-0.032906634903244615
CCL18,,,,-0.015203288818302265,
CCL17,-0.01932048481718134,,0.0048539528144674535,-0.021906264042952005,-0.012353526843142169
VEGFD,-0.02152515364207775,-0.01711522417522643,0.020740918374638845,-0.015175137759885136,
TNFSF13,-0.013326838021673237,,,0.010131639966280848,-0.02012904088391054
WNT5A,-0.02620066069716829,-0.05994610596890742,0.015430123782544545,-0.03861063482200318,0.056175320459717674
CXCL8,0.09467520022828982,0.1208869068318523,0.05117479331158631,0.04212157504875988,0.01647463028137709
GRN,-0.07427807649356326,0.0167015774990664,-0.014482281291862444,-0.029253242429773518,0.042014984973765955
MIA,0.06030240318516644,0.03972094651698042,-0.017705297227271665,-0.01901162947225565,-0.05276850726876365
COL4A4,-0.03962805604645169,-0.03964557823053885,-0.01483146535128606,-0.024297768321615915,0.02386536139916371
TAC1,-0.012495447055577133,-0.026894709534309093,-0.04991962724260788,,-0.01623996719479165
RARRES2,-0.03308888329278302,-0.0374853017837937,0.026162312667895007,-0.012105541860502545,0.0019678925913623447
FGF7,0.023399781540642706,0.022190837271377866,0.05200789444859847,-0.015988076944008882,-0.028070856273971278
EFNA2,,,,-0.014422952873855338,
HBEGF,0.030348892677385747,0.09014066967908951,0.0511406338242619,-0.006688866761851123,0.07348622443677402
CSF3,0.14133068617329259,0.13406238121004596,,0.04841845327727246,-0.013006358009379016
PI3,0.13287280294629375,0.10141448370437094,,0.025309012111137008,0.14375112733405435
PCSK1N,-0.0781071928816164,-0.04186575429497807,0.0607914874010822,-0.03970428336939465,0.02143048918991975
NTS,,-0.014032665803496162,-0.01694322511644613,-0.01757163112787368,-0.019260642649077106
SFRP1,-0.016857869809098886,-0.019525506823701463,-0.004830515767870005,-0.012876907909287203,0.025554855495452534
CXCL13,,0.019735167150399538,,-0.037056677484868114,
MICA,0.024525018706295216,0.03899890304212414,0.03340545305062894,-0.02468853284882456,0.05177586399478567
