,UKF259,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
VEGFD,0.20546937239346622,-0.016597721628151242,0.18185264776936075,,-0.016268862903385885,0.056553037107040696,,
TNFSF13,-0.009553791249856489,,,-0.02281330617178249,0.040313417803651705,0.01506072123527641,0.012053052706948016,-0.009214474319476258
WNT5A,-0.02301448832857417,-0.006322851715813497,0.034334901563650023,0.05866547533908848,0.038299665755754234,0.01894682077978167,-0.007363732435164982,0.005547980948181638
CXCL8,0.13927977291532906,0.014047505279516079,-0.03382712186483011,-0.009698219737801264,-0.08230299831608195,0.025740272330554367,0.019712429357458087,0.04400658199477406
GRN,-0.05313097541758175,0.00829885069032721,-0.12845333814587917,-0.022861251978068205,-0.009141138638518813,0.0733942601256575,-0.011322280409564263,-0.06821305122055868
MIA,0.039142139694036016,-0.010367130451981572,-0.08212536894838511,0.06020547854950887,0.02139509608068725,0.010350648533926338,-0.053738634685196934,0.042517482323606776
COL4A4,0.017242877449336894,0.05118970640201193,-0.003466629001729693,0.07238256940823509,0.035501370602030576,0.018831355592812495,0.03748958732573919,-0.031229377513949084
TAC1,-0.05638298618463698,-0.010361148110002182,,,,,0.044508770058911434,-0.05272233251682086
RARRES2,-0.026866129343221155,0.0062245760196366915,0.07014614734688172,0.00574851865423121,-0.00458933381083663,0.04298938011559288,-0.025246532968430827,0.006530310802550033
FGF7,0.022370798393825164,0.02722178590844038,0.06336112403938984,-0.0032491007391692237,0.02053007382133327,-0.018635426429144928,0.04692112072562205,0.015671944974221867
EFNA2,,,,,-0.015462465427300611,,,
HBEGF,0.059721691733687285,0.01430405701621245,-0.10138678368635946,0.06575066116225606,0.02366061100366855,-0.014423859776390092,-0.004437953330440551,0.06531364215022842
CSF3,0.019233857440809868,,,0.01257827577966562,-0.0046049382110802724,,0.06514193716496083,0.07228418359297088
PI3,0.10156091329245184,,,-0.018914812978402806,-0.05699271539703848,-0.020160156801887475,0.04298115652895266,0.12401678926268782
PCSK1N,-0.05978079130013132,0.03356002643277323,0.062439375238835644,0.07625298624216058,0.034251657325784,0.05442884104443466,-0.03107236751568538,-0.030989384002381284
NTS,,0.01095741764979424,,0.06572915122745725,-0.01883807991278549,,0.07272406292479967,
SFRP1,-0.0120851299319062,-0.009589510951909614,-0.010617695270039088,0.039834930414629884,0.03084348011929741,-0.02574351447911266,-0.008553652326937968,0.042404165615507944
CXCL13,,,,-0.026705249731630683,-0.01838338504790999,,0.05185094666465368,0.011317217251640489
MICA,0.02011004828566252,0.043202216259965794,0.025284893532345816,0.1374208317686492,-0.020014050724494192,0.0328106067073724,0.028254953375862854,-0.009296977249113153
TG,0.07358862044682099,-0.015694888706283758,-0.00764613364202503,0.038642566647683646,-0.023201154724165753,,0.01016838433793852,-0.02936358350276668
ADA,-0.02690969119872945,-0.04461117750586719,-0.005226392553865253,-0.03525137529778809,0.033918527738931795,0.041469331137318266,-0.035345903269183604,0.004688389597191655
LAMC3,-0.038450112441115465,-0.046401626029434366,-0.10193022799063277,-0.06384306138449349,0.01682172439611084,0.14236194449388923,0.022064509496361448,-0.042005461919810895
CCL7,-0.009429178796827857,,,0.03163674504687956,,,,0.06620232085163465
NGF,0.04709305643796952,,-0.057580325712562816,-0.020579460053620772,-0.015254623878130336,,-0.03303779444081928,0.03495529390408514
TNFSF15,-0.010499851765495194,,-0.046816221483956325,-0.017371474779158486,,,0.004049658358763704,0.038831314919679324
HMGB1,-0.09944741068845528,4.559629473855402e-05,-0.06858285135313318,-0.04485530554289818,-0.00209834987353752,0.01967334508991791,-0.013364861987958492,-0.0008756254244434346
ITGB3BP,0.09667529550240943,0.011152935314629306,0.01972571870377622,0.01243372050994214,-0.03282577962435369,0.018160130307276333,0.073305928377722,0.06290252056324579
AANAT,0.14038955970388367,-0.014114505134776077,,-0.015632246515003733,0.017384141450339077,-0.0115599506642646,,0.03041680230579933
RELN,-0.016583243855469446,0.0051477174845931725,-0.0006954474379099281,,,-0.008047781513938451,-0.021286643946222074,-0.05401580895993458
IL15,-0.03316092870740939,0.012527968726138013,-0.04752408988170701,-0.028638916094950707,-0.0034036602644882557,0.06082858968913355,0.05189360364817902,0.04092825792590406
UTS2,,,,-0.013312001993947829,,,,
BSG,-0.021799589156108395,-0.0023186836901431594,-0.031502876224806055,0.06559067291207345,0.031670609636452324,0.11004300279870198,0.009095791568713462,-0.01735987098579781
ADAMTS3,0.024838424598574077,0.05237922120410807,,0.023306429649713342,0.14529079258915648,0.13329068959473367,0.06217837441514533,-0.011428048736932463
CD34,-0.03736577936633821,-0.01870779925050904,-0.02862916018600238,0.017270392821390774,0.005476174735111534,0.05131849589925627,-0.015465586050969704,-0.06554819734024554
PLAT,-0.04759896033231853,-0.02804620651274761,-0.12948853399184404,0.031860841573343374,0.07840547631117788,0.0482571273485959,-0.004045455399695543,-0.054150910744911296
NTF3,,,,0.003316020302000876,0.050557672690353106,,-0.004053064866125719,
LTA,0.08140565890523875,-0.013593739406271085,,,,,,
CKLF,-0.043824486607567714,0.024607699800147133,-0.08234152144770125,-0.013762078016620525,0.03201072148734255,-0.011814532923156745,0.008631704943016882,0.024518978925946847
CD24,0.01681256231761065,0.004357956751669313,0.17248154962526704,0.016286427363547976,0.02789580550334566,0.03420829345244872,0.08447528827482842,0.01173885583748262
HSP90AA1,-0.02738010559752631,-0.010438795430239876,-0.01865310195458835,-0.006179984817221033,-0.08784853541502993,0.007967829816192927,0.006782546405856844,0.04951351051074053
BMP4,0.014691936238197518,0.07268888128305961,0.004577950575579606,0.11305752494821104,0.00905422428877425,0.0861561972746825,-0.045861329766053026,-0.037622236668258195
SCGB3A1,,,-0.04464149748880065,-0.027121194295826136,0.041979104022608404,,0.015007034178878827,-0.026542656558560793
IGFBP4,0.0061164483817041935,-0.045872705053642104,-0.004635599573149443,-0.0003990632857350271,-0.022939936579637735,0.060021078980373434,0.023184652585560992,-0.03470325356784958
RSPO4,-0.002014840615583368,-0.01581034649528389,-0.04081812315242913,,,,-0.02464676327108967,-0.02529235093001324
LEFTY2,-0.027003170530933346,0.009973724636801951,,0.09683395794187889,-0.01777905714422941,0.15606644037909698,-0.01106995112050796,0.048510244860701004
PF4,-0.008226772734333209,,,,-0.014172420080473059,,,-0.019812929643289515
ANGPTL2,-0.050794657685560046,0.0182998978173322,0.07306726616542732,-0.003085481173410466,0.0064489937735665095,-0.05187621980399286,-0.0350260854784483,-0.017059171196243863
LRIG2,0.037602509201468695,0.07319656631815645,-0.006265952130619904,0.06591340591965224,0.03141416421290156,0.04857721465136658,-0.00487951865216873,-0.017764528748891912
ICOSLG,0.024083550493120585,0.06926718140853706,-0.02513854542275354,0.014625670776445748,0.052525230754837705,0.03000923366627948,-0.01683053299033864,0.06885191590790168
WIF1,,-0.01220046991156212,,,,,-0.022911553792946907,-0.03635630257882308
NPPC,-0.012761753285968139,0.000191836612546206,0.10405904422250915,0.05340524491385641,-0.026815168911376187,0.04360803451668766,0.00525184551364567,-0.012952150279815977
LYZ,0.014319269733287756,0.015041034584106931,-0.015832965149449325,-0.025450865420868277,0.06894000575613471,0.037430258974899294,0.027707295833822778,-0.0038262518094670612
EREG,,,,0.05495789856608605,-0.035983290407427364,,0.056650291512594264,0.023353549099496135
SPTAN1,-0.09535346030624599,-0.0011110738735441875,-0.02906609649648784,0.02826933041169507,0.08865036520138862,0.0007502309304150565,0.012198904604626956,-0.08455042202349004
PTH2,,,,,,,0.04770585214269979,
LIPC,0.004875712897778702,-0.010946463499830557,-0.03279973250660067,,,0.027428448618907513,,-0.030897077797234867
COL8A1,0.0002685408633854208,0.05210311343137256,-0.0363865920974171,-0.02981011125362996,0.011275668420416963,0.06694779689761259,-0.01842177714323133,-0.04788526643166755
GSTM2,0.018049444946529915,0.023804972125781348,0.1117412797600117,-0.002921711517845361,0.04356963967018618,-0.0009406924286351355,-0.009883391367285818,-0.04749326414579161
SPX,0.05805576913770333,0.017859705226818942,,-0.017965885614303158,-0.017596871028617646,0.00114597009721539,-0.019018371746962574,-0.021283532109508025
MFGE8,-0.005846398108120215,0.09203144980973202,-0.0894361924978228,0.06867212618699209,0.01598412269121339,0.07376917978923268,-0.02799287006181978,-0.021809460049907123
TGFA,0.04041534377232676,-0.041009116902534615,0.0033762329676300436,-0.01675141026311987,-0.01762080847654196,-0.09092401797566695,-0.0012133670545810575,0.03517771563978221
SLIT2,0.0029111954661472867,-0.032606878722926794,-0.03399154733037962,-0.02845278017572993,-0.006799515466876745,-0.016716710720047066,0.08652648425801715,0.04341637592173557
PLTP,-0.09700946574959336,-0.009066352527179886,0.0399017733464896,-0.03701928911425098,0.036621722261234474,0.08303282297407054,0.005886649913431818,-0.032835850630099035
APOD,-0.03257848009421548,-0.008485418255760867,-0.06341045619172893,7.75131412973574e-05,0.041227308770215215,-0.08461702569342243,-0.00953818729148518,-0.09757314800773642
B2M,-0.04786732039942097,0.045359208386415974,-0.11349317961728458,0.0003272156593300068,0.06197402732580386,0.11116543865551111,0.006751484956971072,0.006458301084663335
OMG,-0.07497017804434816,0.05497270030367858,0.12614284355397218,0.021662765793116698,0.07257497372420964,-0.06250206944231368,-0.03796113556384054,-0.009419061209012779
CXCL3,0.12172263315748788,-0.046421527742355494,,0.0410218604756098,0.009959092066450688,-0.020668164213049484,0.02028684740304755,0.0454221731457966
CXCL10,0.05557274530477614,0.009595101118239831,0.0028516867831793317,-0.018400351215801254,0.13357671556203798,-0.027844425820524144,0.03674718595230514,0.02959354664266678
RSPO3,-0.009553791563597362,0.08606252158952697,,-0.004619742894395562,0.026388823280322594,,-0.0154064873506448,-0.018021133951347135
CORT,-0.008252045722968466,-0.025909688479771344,,0.06708437175645027,-0.014830717285318857,,0.014577991585625326,
NCAN,-0.05491250852029873,-0.04727328685051449,-0.09866271715227039,0.048865325424271674,0.054729349023524984,0.11606763957042829,-0.03981388185040751,-0.10009668378686619
PRG4,-0.009429180266225402,-0.020204995174094593,,0.023841961067624342,-0.02188363090607962,,0.014168336906747134,-0.027576898804136475
ZG16B,-0.010943716885259675,-0.01080145997731207,,,,,,-0.016902460996059156
TGM2,0.015388526988342232,-0.005748795333487267,-0.037474094588671465,0.02922139445212577,0.008530089304061536,0.05948871906675423,0.04587902954651023,-0.051819865827878626
VEGFC,-0.016805323989230875,0.010607851030918346,-0.052603450629128,-0.022931964235595514,0.025022129093498723,0.04577341773063639,0.03260723165422787,0.050987327647428186
WNT6,0.05480748264817118,0.021802354121244188,,0.03692021248786133,-0.027563550951978346,,-0.03271027718817609,-0.017465313313152313
NRG4,-0.011475743730080291,0.005876204935712847,-0.032577696556338895,,,-0.021890710516536276,0.012753153104762882,0.012198528791873846
PMCH,-0.015900760945425686,-0.015810345732263906,,-0.018111735498828704,-0.0006499735114265045,,0.0010066732834668934,0.013591867058233275
COL9A1,0.012093974577699711,0.04925310096463316,-0.026277156919762824,0.052541198030395864,0.062458721171488735,0.05763572950552347,0.0235751646603217,-0.017667467466717636
GDF11,0.037689157492516806,0.0383183378104287,-0.023705519937062346,0.04670336575500637,0.003094160306780433,0.04404097893428292,-0.05270845714891675,0.007199985881980288
IL24,,,,-0.013503673550698649,-0.013946448047813217,,,0.14438763173862487
SORBS1,-0.027841473511787812,-0.044915763522171304,-0.016434208795220784,0.06594705639723152,0.021469362813189938,-0.0013900944842973283,-0.0075362767620467085,-0.1183298828905732
DLL1,-0.06987796284083857,0.027208182785397293,-0.004056729155399825,0.03099773746231162,0.059430356182762246,0.044184923084005207,0.007668333785383517,0.09207972842459965
TLN1,-0.0466048973662846,-0.02145431528143011,-0.02133715800026153,0.015549794273037383,-0.05506791116334923,0.024181768208566965,-0.05532094820694267,0.003033392737428381
COL2A1,,,,-0.029520800611363154,0.08960665504818374,,0.0030666074016055347,-0.002103079966482059
SHH,0.04848154289002101,0.014599370794447003,,-0.01266443734145057,0.0116648770386227,0.04833926998999675,-0.03124650020303213,0.08433271813210061
PON2,-0.11330429738161396,-0.014093468847384957,-0.06552735894910977,0.045953586151753115,0.029120638239228468,0.029462917821324264,-0.0907900061070795,-0.04781027708110347
ICAM5,-0.015271605399190178,0.03896351424546917,,0.035817019519664296,0.011143601906303341,,-0.018384557393543843,0.06249419925316459
HPX,2.292661258566193e-05,-0.021197195753990115,0.051369918738558853,-0.034198801132281735,0.030132926663034153,0.09326951153246293,-0.01660854521110002,-0.0295307780632164
SFRP2,-0.011159391412872536,-0.01766647651861645,,0.047727532671621255,0.02186600778965454,-0.05790603905913277,-0.006586242287116611,0.005305848321584798
CFC1,,-0.013593740227810978,,,,,,-0.023240527258963167
CD70,-0.018967790243476144,-0.025357085131584946,-0.03535625923182552,0.018600790362157373,0.0001454318557396614,,-0.03076801747504392,0.005341925711983939
HP,-0.042808560999561644,0.0261462393405145,-0.07012404971601699,0.032914427676223816,0.07061584324780151,0.08167162959094852,0.0029742860493045162,0.024801097976720962
CXCL2,0.05930512229020742,-0.0062905284733907035,-0.03209426344539067,0.041429484332017694,0.059057703215214884,0.0023724045153574584,-0.0017053686629798462,0.08600734372882786
NPPB,0.1278930827335142,-0.011903231783050545,,-0.00931456114491206,-0.019456873476526016,,-0.028007432858537743,
CCK,-0.010784855321495729,-0.004688877423612032,,0.023134301122696113,0.003796297793367314,-0.01661333553221784,0.03541529677679413,-0.016853356442365488
SEMA6A,-0.06074608595090468,-0.010124783737327817,-0.06409139069955423,0.022551300796550544,0.027094323514866233,-0.013045512690796415,-0.034536390333596526,-0.028398198797781996
IRAK4,-0.013440021610179206,-0.038580920073650916,-0.08916683342854254,0.017832569490670944,0.004378974397049353,0.08706995824965988,0.01839005858680507,0.020488054529750728
GSTP1,-0.015244191007642193,0.002178917091010952,-0.03645431943950142,0.02555108346368662,0.01719604527088377,0.0032189503859174906,-0.016219375210854987,-0.014493384571538235
VCAM1,-0.00046771878495008176,0.030962226144761688,-0.10262123959021661,0.01004481171229111,0.004573986314276086,0.059140443494370365,-0.018130734308509856,0.00406742967867504
NXPH3,-0.00456694070802522,0.002942015336925013,-0.0014694334087379636,0.041197951058787395,-0.008483447052635835,0.08093790896105874,-0.04515243098531063,-0.05940491033656978
MTMR4,0.01864256841263923,0.005788845611747339,-0.06988799245463728,0.039991238790311676,0.04633548098530399,0.0804108305689895,-0.002729773304322331,-0.007946196342057952
LAMC2,0.09850843044432617,-0.014984840840505107,-0.032577716086824096,-0.01660153479140101,-0.018315599585008023,-0.02116493322436701,0.0025399279881403664,-0.0054321968374351865
IL10,-0.02460536776118102,0.013683206331949008,-0.037933869016213324,-0.03159903246356928,0.062431873305490666,0.08040292138614298,4.6140676774092616e-07,0.015296322926685866
SEMA4D,-0.02011206517516755,-0.06157683715546655,-0.06016719455861646,0.03531723622994094,0.05558891442015281,-0.029450170437181664,0.015424406119007873,0.006200215144769693
TRH,0.1463967327076052,-0.0316449097701959,,-0.028435866068858295,0.04156000056837405,-0.0009165121215400479,0.0622537267939003,0.029988838084410413
SEMA6D,-0.03268130925960625,-0.01712900843616813,0.06390827796254198,0.0970047647448448,0.014616857109272461,0.05403477745070619,-0.0014556575452064513,-0.030238094951131174
CEL,,,-0.040811295418249495,-0.0204492494967972,-0.022769425782479466,0.03576859866559888,0.01054758875695819,-0.027021441222514406
PDCD1LG2,0.009908754976129091,-0.00573849343979206,0.005585232091065825,-0.04309980538085692,0.014289663207976342,0.01190938034932766,0.03778914400184072,0.041353598531599346
SPINT1,-0.006066802657596911,-0.02603288642734361,-0.031473694102686564,0.06463373593854967,0.04609355984009048,0.14706994488515387,0.015962570242235536,0.02846500663248298
CTHRC1,0.02104518311904523,0.028866365565891935,-0.029644375258245606,-0.002700693789533027,-0.015690544049955162,0.03847436318577844,-0.0005102213207835799,-0.015678548929371684
PODXL,-0.01515420175075236,0.037563499472350576,-0.13735015706471052,0.02814635859774276,0.04662691374627811,0.05287035272427626,-0.03989063370261615,-0.024189314288175837
JAM3,0.002628222883814158,0.01846826556509182,0.06679788700430499,0.0024991757535440277,0.05723034973862719,-0.0655260630809494,-0.061789985684707796,0.011602296677995514
TGFB2,-0.012007836894382557,0.03187837708940648,-0.0032601413633788845,0.016643783866551975,0.004735380905180615,0.0036086954301113145,0.02586811771631979,-0.02975989803798008
COL18A1,-0.05467874021787988,-0.02918791657843722,-0.0811150054313382,0.04570128867148588,-0.030070765414864357,0.05872271324247793,-0.03447646171326666,-0.05901541106192802
NODAL,-0.019297180309177583,,0.03702672991089543,-0.02018664475998296,-0.01722714860100525,-0.03183885358437842,-0.020800670640902106,-0.04282502531755368
INHBB,0.02680786679106586,-0.003292852302418765,0.0749844298134962,0.0005123791020547857,-0.03331993578602054,0.06378613715213044,-0.02796753210699172,-0.033708314324124564
LCN1,,,,-0.021471759620168555,-0.016268862903385885,,,-0.01774043605166523
ARF4,0.032091130257297366,0.044021041635508615,0.08407951123594175,-0.0681740954436667,0.03365466750800715,0.055244430753432,-0.02414928410957231,0.09123043350479369
CXCL14,0.011476221477701784,-0.007653317484625403,-0.039142870567153265,0.03338092432412253,-0.017737467864181965,0.07568686777338464,-0.022488876072596305,-0.06975210607852643
LIF,0.02597276278395123,0.00958314979097947,-0.02395505086512231,0.038067115283898834,-0.04014677268684823,0.0808009067288799,0.04283965467925456,0.10961306117401647
IL17B,,,0.032343089514027666,-0.018684973467015226,0.13495224060553562,,-0.025877967117699106,0.005130177464590546
MMP1,,,,0.04616065710232148,0.048815081761919135,,-0.01873903905893073,0.12083785218604388
MATN1,,0.07902261610238781,-0.006132211948425315,0.05243186307095861,-0.028775105805416205,0.001652523029495611,0.0014764887393271878,-0.01827905852338945
ADAM28,-0.0314105035226446,0.02157837151876636,-0.000604974377582428,-0.0011635168040939332,0.035712661069072685,-0.0076609668297679765,-0.048537039626005946,0.03583820338138285
TCN2,-0.03765848130295436,-0.015866564603969298,-0.06881469907409651,-0.03494436735343303,0.000997876030303013,0.07672314484427246,0.02390715379891242,-0.0821885925923679
THPO,0.00864092876136957,0.033954223249961786,0.024918641098313394,,,,-0.02313500986791855,-0.027392831136623892
CUBN,-0.030065917792806155,0.0069670206831946874,-0.048388967052420455,-0.0319758668903134,0.04458053094403168,-0.027501111026035238,0.08181757759676579,0.06925623348106003
TIMP3,0.03787661291636575,0.01971752818489766,0.13381090223365924,0.04388240140261601,-0.027661445824087336,0.11875130698129306,0.005625056254624714,-0.08361798378088628
PIGF,-0.0422610274687156,0.021459016806869652,-0.055451207928407596,-0.00042187807390355855,0.02249225595687669,0.07080054483975481,-0.01598866586289025,0.007150515388248879
CRH,-0.011052049991665466,-0.018973805788173172,,-0.0012539138768713546,0.0712918833075338,-0.0221870948812588,-0.033997894732819146,0.10318979693920473
BDNF,-0.029640953422986976,-0.026399351948640255,,0.04876454483939157,-0.05997709746183844,0.04639072274453013,0.08768377805694796,-0.013983277464733785
CCL5,0.018495489681018943,-0.00793803934215585,0.05532718363990377,0.058189448201509,0.10871314827925209,-0.014765640617483514,0.002183741481714461,-0.055302867165535646
GAD1,-0.04585214609453374,-0.03243995525107294,0.017666039769456052,0.026861353086039822,0.009444263486978709,-0.004264481676108743,0.08878769698333255,-0.022340872049502015
COL14A1,0.017207577831395805,-0.026181131396346195,-0.0842325675269226,0.06158188281493074,0.011573181970813336,0.03782408033236796,-0.01973104689126127,-0.04772911301583936
HLA-A,-0.004920079855136037,0.05274242693328156,0.03856546023236208,0.00038825458173361146,-0.041389953805856555,0.09961402421666288,0.015046965672070606,0.031496094636631174
FGF18,0.08913852296110095,-0.012914971864023786,,-0.022090114294675445,0.15246650792788313,,0.07039389358360675,-0.005143521351446616
ADM,0.13254791715660422,-0.03518722659687085,0.10653991923223419,-0.019965137812463854,-0.0958734635614579,-0.00267481699536429,0.03164397060270607,0.0256133098890517
GNAI2,-0.08604339849206902,0.027555915355994595,-0.09348528954600961,0.05109176419619598,-0.0532255025096123,0.01633584598357904,-0.0567942018386483,-0.007328301462567294
HDC,,,-0.03879366048337375,,,,,0.09378513958698978
COL11A1,0.07369458548526456,0.020234357388129707,,0.02422528561628058,-0.03945818148333357,0.028353991936778636,-0.019248065110121653,-0.005202078083606614
NUCB2,0.0487892689598647,0.06102995326334667,0.023393178328734,0.041366143501123095,-0.016884185703090034,0.026889452442612427,-0.010884654648834442,0.10039147021759465
FGF16,,,,,,,,-0.018011627754744988
CXCL1,0.014295035632410422,-0.02727215482082945,-0.06707002019379932,0.034491360908404406,0.007353458855028538,0.0009222523020815192,-0.009187123812518705,-0.004109801398333745
VCAN,-0.0869230591379097,0.013446599100810103,0.00019025018002607092,-0.015275992593002904,0.045322127022393806,0.002213406847531876,0.01772572593429875,0.02892962298877881
MMP7,0.23387690061538494,-0.011903231718015722,,-0.0018329049213067015,0.01925130605229476,,-0.050796157189110756,0.07801018042552972
PTPN6,-0.039792469146403275,-0.045049900074978215,-0.0950871075133779,0.05634991865921,-0.01764754915248338,0.03324516733569436,-0.017631617530636516,0.006884518337544798
PTGS2,0.05922896294213238,0.015437951194041623,-0.0286395228530483,0.01491806817013025,-0.04594145691284264,-0.02646741274354081,0.018512541667203456,0.0814021325053517
XCL1,-0.00955379317151983,-0.019550612719894153,,,,,,0.04521249693696158
CD58,-0.019063435056666155,-0.019923468711127063,0.048075941295615605,0.005339944892771223,0.013060941181773577,0.09616546502578902,-0.01189624949848186,0.018865899067384295
TNFSF14,-0.012881464166224241,-0.03152624715385633,,0.007795717919962811,0.04756805899506755,-0.04454713290190615,0.04135570280700517,0.023152708465497836
CNTN4,0.10325475706341494,0.0016717993707329806,,0.026763420404734246,-0.016297628490528866,0.047868730129825315,0.04179767656872475,0.05323429340719792
NTF4,0.06104953432944896,,,,,,,
INSL3,-0.008780769346309355,0.025791777980415275,,-0.019652277561088068,0.009354957082071317,,-0.02705818634065605,
BTLA,-0.013937749467543564,,,,,,,
MFNG,-0.015433508199518204,-0.0015340171105802886,-0.040618695177593006,0.05493318776992161,0.034030554295869854,-0.045929002013088756,0.0018248423411251298,0.07300062750947303
ICAM1,0.0314164443788225,0.04429522340192021,0.026298256923998276,-0.014534665740402523,-0.007272943493542535,0.018960914211287573,0.001775950576678363,0.011452198891940133
PROS1,0.06134676455626281,-0.009814709966080403,-0.00671101145103369,0.013993602908586894,-0.042621526829487395,0.11121546981385975,-0.0738554722041379,0.042627797640812114
CLCF1,0.05248663414213074,0.06787214203817601,-0.02487967571381813,0.03294840100650863,-0.015435836928665913,-0.012919149302175583,-0.00971767554381605,0.02027291104306865
PSAP,-0.043980244122875135,-0.0030693572078192544,0.11986932040922936,0.021681899428203835,-0.01612925949877389,0.024029488307731144,-0.0321012514540362,-0.015440445675565089
EFEMP1,0.029466122891411366,0.03571250531706417,-0.056700814478554226,0.012316052354775115,0.01902943504973922,0.007982439857812235,-0.030874935618701225,0.01954517248833065
C1QTNF1,-0.013305256454951451,0.0169163801042152,0.004609331691212995,0.0033711642209231303,-0.03684721800156408,0.016577568357157298,-0.01653206960282162,0.0516769012542833
ALB,0.0030514415004377206,-0.014984840456932134,-0.000265009324621402,-0.029131329998909793,0.06754731434035535,-0.04831384358164078,0.029139292973619866,-0.025879853596864594
CCL13,,,,0.05262122065847963,,,0.11307355395683946,
EFNA3,0.1065378605261983,0.06781555936007902,0.04581546279034364,0.007109754987927704,0.030094748487797925,0.025818207074933035,0.033761272992994265,0.024596054113914512
DRAXIN,0.0006634445153715122,-0.010182593301777966,0.059867076207282176,0.057475278168874905,-0.00996914016468665,0.05460656725664326,-0.009302566728313994,0.05880823034754769
RAET1L,,,,,-0.016268852241454378,,-0.010481818074397483,
NPTX2,0.006994748215781137,0.03427586436086866,,0.044879087607708416,0.06077865884541004,0.04625789424784311,-0.0037552886754128596,0.03369904076427323
FGF11,0.057836852369372346,-0.01552344450782677,-0.00267875289920703,0.09458360364785806,-0.05058702905380525,0.011328675599324501,-0.0035886472397407684,0.0574774568953902
CD59,-0.04059777960550846,-0.009330921746722157,-0.08179505769443894,0.047372327152507165,-0.011835687403560185,-0.04657065552545327,-0.08961363131817723,-0.045826510915210304
COL9A2,-0.055396411458435525,-0.029482974174839183,0.05144471337592892,-0.0046771145974124914,0.03912824198892985,0.0433132863525043,-0.03877429068151151,0.024209701054721398
DLL3,-0.09719337688109934,0.03775593089696582,-0.048808750766856736,0.014605552411570095,0.061870844079362504,0.008088859764718377,0.005007476234576705,0.031743417509647896
FGF5,,,,,,,,-0.030897068491115728
LIN7C,-0.026885429228778988,0.019871735968465847,0.017675770102389087,-0.02700642162855058,-0.007546837116100888,0.050497523210308745,0.044893313246466574,0.005034921806299379
GDF7,0.020659483555583495,-0.023573217656170525,,,-0.013946452466330347,-0.004618598880179243,-0.02199672612262915,-0.02794196503877391
PSPN,0.03812088571329506,-0.015005084027181401,0.017099558381736515,-0.007243897507820511,0.028870341290802144,0.03196226375336837,0.033369702742782476,-0.012810189382409045
ANGPT1,-0.02697720311333381,0.007025829351726802,0.11684150399687299,0.05310876253311058,0.023783163035056697,0.012193659545460553,-0.007930452537173976,0.05890387757451823
PNOC,-0.04649207640707984,0.008641279632905906,,,-0.014830718898855703,,-0.026078017235300642,-0.02289862105641029
L1CAM,-0.0004240187987293954,-0.028291331714854224,0.06100587603273815,0.02434732251037714,-0.06246981962661595,-0.03417763570539401,-0.007115779273888743,0.026627291604921038
APOA1,-0.013674597475676252,-0.01787322057754867,0.012832592580021666,0.05968832961316089,0.022785925840314435,0.03793080069524568,-0.013956408678621577,0.030655087484426986
PSEN1,0.0536008480393857,-0.004441104546324266,-0.08213968450444477,-0.009276210351238696,-0.027220193498819736,-0.001957925101954511,-0.039516630900322806,0.04083912895421037
