,UKF251,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
CCL5,0.003658477808075098,0.027589421759647955,-0.004963615101058722,0.014440728955537378,0.030757944619344835,0.041772320163815414
GAD1,0.06449446904830126,0.03038480098538141,0.04834215887138573,0.06046584575643584,-0.008584548997660497,0.014319105107166438
COL14A1,-0.02018769702834912,0.06089699562028949,-0.03291200528607066,0.07729184994814342,0.02159576186911211,0.02069142539621092
HLA-A,-0.052048577467257835,-0.08892860271361341,-0.12520367272434682,0.08448909468792266,0.049253385981815216,-0.025891821971643077
CD5L,0.016909566320404044,,,,,
FGF18,,-0.030256591081906366,0.02310182530550331,,-0.007436117129826148,-0.016190499454140698
ADM,-0.03158888696463142,-0.06563521412420298,-0.2041631669518874,0.003363736448153741,0.004421511794356613,0.010103829119282717
CCL15,,,,,,-0.014042018919655175
GNAI2,0.016739224538955173,-0.008935662708464416,0.008177447776171147,-0.013221937903596728,0.018786025913671595,-0.02347164482582496
HDC,,,,,,0.061478557697181004
COL11A1,0.020526860545803573,0.006722760187215681,0.026023803385307485,-0.0459750454261442,0.05401305134550698,-0.039142324457726675
NUCB2,0.07443538762875666,-0.025503501952395334,-0.04571075616178324,0.053608435459914054,0.014913340279224882,-0.022344064641083426
CXCL1,-0.017354776518210678,-0.01840012248945995,-0.07614776529459026,-0.02441325476918695,0.03326368536898856,0.039614313033333494
VCAN,0.03420985080924045,0.08924305974014636,0.04743429625839447,-0.07476359513078164,0.06640635072547545,-0.08074671436942994
MMP7,,-0.04413736238744386,-0.03336304513629276,,0.09038117681781266,-0.038308314704296256
PTPN6,-0.04167407569370336,-0.05791481908893694,0.06960234697787668,0.0005516391679560766,0.021884794876929695,0.026416841750302143
PTGS2,-0.015488227677264425,-0.01434991549013857,-0.1430624542837228,-0.010753122853761567,0.01728981621426907,-0.010236712378299243
CD58,0.008199498117638409,0.009098410128676326,0.06586140886434433,-0.05934411140308704,0.005726072722159596,-0.004972838364389552
TNFSF14,0.0899734842531626,-0.024203681455164976,0.062325189633792945,-0.056901059049865914,0.0171696823991195,0.005141060189724943
CNTN4,-0.014168982158627389,0.07851231960884653,0.028344513505435834,0.01685172092752051,0.002914208295098578,-0.02389336843357246
INSL3,,-0.02691751242488092,-0.016574274406178494,,-0.019771027057818788,-0.019226708991881947
BTLA,,,,,,-0.01859126624702764
MFNG,0.09938340273035869,0.020200296269661015,0.0854892762924647,0.018736330188175197,0.03458999648341115,-0.01004238410061698
ICAM1,-0.039141304481935695,-0.04255563383494808,-0.0421944957554784,0.030742205953518766,0.014577499068929384,0.012371198630099566
PROS1,0.039068672584124955,0.0037377057998263146,-0.011228874452561762,0.06984556931480354,-0.009737287753299574,-0.006577474045356349
CLCF1,-0.027832165832705334,-0.026322118268429267,0.0032672005880746142,0.05608586608509181,-0.03257467230523485,-0.002469624947223921
PSAP,-0.044633141462167215,-0.06140443232757909,-0.036781681680039084,0.04676976696892099,0.04311721348838568,0.008316205964727036
EFEMP1,0.03348044925637963,-0.028454847979779693,0.04976797679723343,-0.006902911149848024,0.06973426133825908,-0.027211195744361417
C1QTNF1,0.019688413842062186,-0.05771852477610661,-0.03704134215826995,0.05433524008553223,0.05541748371375906,-0.06601869222299671
ALB,-0.023877104892850956,-0.03990086822056596,0.08663521675321924,0.06790896124657676,-0.03309620879965949,-0.02174080381617173
CCL13,,-0.017967142898174745,,,0.06135787251385306,
EFNA3,-0.04372799034991576,0.03752960484381624,0.008627084129418278,0.05177820891800207,-0.004091116561856262,-0.03661397661052418
DRAXIN,0.0006687860973020362,0.014953759340504415,-0.0866281359175963,0.05855819981033166,0.006744632265678289,0.035563567199799806
RAET1L,,,0.05198536453676345,,-0.024019954423250327,
NPTX2,-0.037952904627457935,0.01611020844940221,0.046898277161128266,0.043678409705004376,0.05071086395206406,-0.05838614627462051
FGF11,0.01747210169127944,-0.059951848763490814,-0.08437314907859587,0.041719303497412985,0.016612106450226143,0.0018738871847013632
CD59,0.058659033310492464,0.024866248985348113,0.022780512789804204,0.01534829478248327,0.06890369235061161,-0.04913928903622236
COL9A2,0.037419626571167104,0.03765571123384516,0.12704513641594908,-0.05557375426977722,-0.057784568868232286,0.0578028489863222
DLL3,-0.028181683697033555,0.064933259273714,0.1180433722239675,0.022580197755322513,-0.07339719522257229,0.1130674287735516
FGF5,,,,,,-0.00462364477774268
LIN7C,0.0004905538048045953,0.013905216517954904,0.0628059484474463,0.01854295560232945,-0.04724512741503724,0.056008144042702164
GDF7,-0.015204326104353526,,0.03863018150589926,0.0028146003480577597,0.07628259185935016,-0.027425980714111453
PSPN,-0.02739417224046935,0.020685169434954936,0.05031033461523917,-0.02677026362109258,0.029136832564876824,0.025488475422946882
ANGPT1,-0.0023448291973085698,0.023216110432642142,0.0242798889797353,-0.018659232672880624,-0.008237658169742016,0.017016312299738563
PNOC,0.07193462476976636,,0.06446609426722462,,0.05918435420734531,0.08461848529037484
L1CAM,-0.01740808018681278,-0.0547708685394176,-0.07244090197452965,0.036991223964667724,0.05996307000654166,-0.024150789478732546
APOA1,-0.021055950513712,-0.001953924937297437,0.034754659917497294,-0.031182266351749206,0.008568341677190752,-0.001806259001334898
PSEN1,0.0033800302695320525,-0.027781640618171538,0.001178724964946578,-0.023589433070767142,-0.009122673452273973,-0.014441789239280136
CALM2,-0.005107809409013482,0.05573665567195929,0.12589564811938375,-0.015762416892556072,-0.00394814799897424,0.05092892524738154
CLEC2B,-0.035106892483614364,-0.031003664512714454,-0.027142007406052524,0.025908355788753116,0.026828790379921384,-0.006576413365389737
NTNG1,-0.03981248162499867,-0.026896855452290695,0.14451446672823123,-0.03841230103241711,-0.024112570061263598,0.09211395562552643
LRIG1,-0.0019743344879240765,0.03112550674437429,0.12221668962342354,0.05440402778576414,-0.07047529728254284,0.04623908283217175
CPAMD8,,,0.08205661325490757,-0.05458410516396027,,-0.020145897208367607
GHRL,-0.01928504564512271,,,0.030529423543534145,0.0246251317841641,0.08043443622489935
NPY,-0.007506075109669414,-0.08717543542239922,-0.017017650422940993,-0.040301574216441136,-0.012786823065203639,-0.024278631040032278
MMP2,-0.026820962049969314,-0.042126551697246925,0.07661166175219171,-0.022959370663604844,0.0209793903669328,-0.019264445651281065
PPY,,-0.04620670196873743,-0.00012639048475490114,,0.05733125476755242,0.008051579146588588
ALKAL2,-0.012203962779351773,0.017031007172117935,0.1520900702683402,0.13210464879807335,0.010948026222646283,-0.03977577334167846
CSF1,0.009867740614800122,0.005377402288284411,-0.0625562777021156,0.025157867374446488,0.029915010459115973,0.06094332775640597
SEMA4C,0.050050114990186335,-0.006682823506861358,0.053538474920194305,0.04174725315372669,-0.011316340197148667,0.02028550182874756
BMP8A,,,,,,-0.017257006278693893
ICAM2,-0.00984286005509403,0.07875306205753708,0.08381157124452958,-0.010697989696451953,0.008010755157059261,0.02354118936518002
SYTL3,-0.02576980348782092,0.041180393237047155,0.00339041832194175,0.06304046310629859,0.10898315899678562,0.0038089551883626798
IL1A,-0.010706958690757282,-0.0028365780169171766,-0.05683850089916814,-0.03565593256875818,-0.025636765541440537,0.06083167579237314
HLA-G,,-0.0396321184973824,-0.001982645455310995,,0.03792976444379396,
PGF,0.052786534979978726,0.039128574819490794,0.0014045365324907003,-0.03370565196807724,0.04157314920282268,0.002234920050485359
LGALS8,-0.004750342340508283,0.05911484338687769,0.0179946833621693,-0.013447284029978896,-0.04907588898375447,0.009547306299305206
DKK3,-0.014787294679987696,0.03709073465898763,0.07562723911113334,0.04831261488649427,-0.015467332821796532,-0.0016045831359872012
COL16A1,0.0057995775124228145,0.04868043191254152,0.05138304711432912,0.07715561214738179,0.05291879989659947,0.04834770744633005
TPH1,,0.02419604061670948,0.008351627211515496,0.029233971997786986,0.0366812829813069,0.04808674120514591
TNC,-0.02974032798704923,-0.04323680815090777,-0.045154889284511744,0.07978097718056046,0.07935551259839782,-0.010875665521521876
TNFSF9,-0.02040780796490096,-0.024357143347864874,-0.053353365819077556,0.020971175290259457,0.08128225151078997,0.004303242398681586
C4A,-0.01202645829498492,0.022446644520111678,,0.017596599651296257,-0.01624220395839039,-0.023239196276807022
CNTN2,-0.0026247958845303583,0.0544486395506882,0.14617491339690866,-0.02638989892687983,-0.05900979225981034,0.020544584956500557
F7,,0.04292779433225831,,,-0.016072692527585978,
LUM,-0.017731185152079373,0.05925487797226734,0.032673885028216484,0.026688304347996395,0.07036834512022873,-0.04304592507892514
BTC,-0.018819271220375747,-0.018233308776762394,-0.03570441863974598,0.022654258423908565,0.12660783508678758,0.009835392951565118
APOC1,0.013727535302690276,0.0037059165341419014,0.16496038284407208,0.042138819734269674,-0.07088277471192442,0.12221677334257725
PKM,0.048152890118087106,-0.03632772316571,-0.15151301412874468,0.04260803983494098,0.07006799199085756,-0.02146257955533337
TNF,-0.02670373876181029,-0.01769722575669205,-0.030613728639503214,,,0.13882195198444136
GNAS,0.007679289467681836,0.013621774244913419,-0.09080022729521971,0.06627655086530869,0.006972140410201574,0.024226951761025857
BMP8B,-0.03331515280638125,0.04727424302276688,0.0034320570498645444,0.01001108208894563,0.03944092958742699,-0.01977095081816532
LIPH,,-0.01796714950605283,0.0514709891537224,,0.09606870312544764,-0.04269709138036534
CCL28,,,,0.040956650953072486,,-0.013400102690562627
PTPN11,0.041827312238798584,-0.026188944468535463,-0.011523255004695258,-0.0430766301189319,-0.07480412827528438,0.02121007259082389
ADAM12,-0.01432118755238398,-0.057583944652464435,0.023097771349240966,0.04924940303587239,0.09027502351619197,-0.035161426761184424
EPO,,-0.019512783221729273,0.03416713569888923,,0.008946116786368561,-0.014249895556727295
EDN3,-0.03516374266997665,0.01848655298715527,0.006253452050481933,-0.043647231056055925,-0.0007021010836985472,-0.02589195647677999
CCL22,-0.015204325736174713,-0.022084267896654974,0.04226227355873588,-0.00679040850152782,-0.013492876609316725,-0.022019822832336073
CCL2,-0.04556415076983886,0.001787359867766305,0.009202927833542957,0.029802913658710736,0.01318107002920692,-0.054950674425765615
DSCAM,0.029163231612246612,0.029867426283485612,0.022109643686299266,0.06449192015512449,-0.03170153899294536,0.009541739367235602
ANG,-0.04728434966118933,-0.021705089955197626,-0.037089288145029126,0.1043266721466389,-0.013876780164710542,0.03013338804227533
FBLN2,-0.02764951561003824,0.09003748651873936,0.07470083848222149,0.0133572961882243,0.03876674790486103,-0.02514233840538313
VTN,,-0.022304446547395888,-0.024926561667626287,,-0.01991147678154257,-0.005370189014359624
VEGFA,0.01411683803058163,-0.07019431043863068,-0.23153201188466607,-0.03023781495787191,0.017954027904131902,-0.09423883006048844
F10,-0.01735477616730494,,0.04836260897234761,-0.03151455948840171,-0.02663242364691619,0.09649192372573843
SERPINA1,0.011076880958246325,-0.06913289582641578,-0.007555914998122979,0.030303683230566827,0.05548532647899241,0.023632936826279708
VWF,0.037472081229606484,0.05852220825354283,0.06354648595191842,-0.032021182656895825,0.0055625308214585336,-0.008228449989995543
GDNF,,0.012234648450851846,0.007548959201793309,,-0.021532831541360212,
VASP,-0.0262887670188554,-0.006940432101449651,0.04961370494380597,0.03046820410570068,0.0062495839491816235,0.006158402486897717
ADAM15,0.016117678329287212,0.0004760944894244655,-0.00871432190430869,0.023864065031459186,0.017722206959771513,-0.031991862326377095
WNT2,,-0.024203670486336083,-0.0364072260812944,,-0.01846383890069628,-0.022537735198727996
CALCB,-0.021996707719543047,0.02062905802438812,-0.0036182460952142097,,0.08548605532415036,
OLFM2,-0.03012517495619305,0.08643806534723104,0.08071815545219083,0.02758427010572763,-0.058916213852059106,0.04948444015814043
MFAP2,0.007891344534241082,-0.018407170211827903,0.08093573979608923,0.056050595916162536,0.024766852190613035,0.0257738176959534
HLA-C,-0.06699661315621391,-0.06291009770579792,-0.05854414945991192,-0.032053984987659025,0.04101270611035204,0.03426229112464186
