,UKF251,UKF266,UKF269,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH881inf,ZH916inf
NTNG1,0.07634545604471457,0.06529084409018672,-0.013896364068054709,-0.002728950595405209,-0.012685549296676537,-0.03687910291968213,-0.06648413251781791,0.07300425546070761,0.027067613510894102
LRIG1,-0.014690187934345993,-0.0436192275728702,0.07340930659524118,-0.0005017479027964331,0.011472745293928126,-0.0005634348996998657,-0.005359699800696494,-0.0025544566238585834,-0.08612076021568213
CPAMD8,,-0.006858291139683097,-0.017054291392993245,-0.04008967504841686,-0.029357568463114866,0.05160977830914235,-0.04313936904789088,-0.04909392027784328,0.07808599360549706
GHRL,-0.02231777728984468,-0.016320285681173826,-0.024960733057593464,0.04272432881891783,0.03047168589437027,0.03153397276303221,-0.004613189749524584,,
NPY,-0.03293530250354744,-0.055608713529993206,-0.036785042393503574,0.0158513260923234,-0.039075279739076235,-0.0081982261293152,0.025980441047320918,0.013474722953053075,-0.011284073629536772
MMP2,-0.03044105297481206,0.08186367947945453,0.06198105784324339,0.005500811781229908,0.10629776451940068,0.012034409517095482,-0.0021445657183863775,0.12261738586533694,0.009897114473060074
ALKAL2,-0.014123136049305091,0.03229344028993002,-0.019336729903790588,0.02866284170184137,0.034869837776951226,-0.00801907724262267,-0.0009011626464690591,,0.030444102970936728
CSF1,-0.0023294110515220735,0.12560240545885615,0.04960287697669937,0.09485846427994424,0.04905282520043903,0.02827546333880686,0.03362469717754206,0.0026548380547801865,-0.017511600149485947
SEMA4C,0.04007889184808099,0.039177431633668026,0.02473057283475677,-0.02936773120603806,0.03299539528319045,-0.05517205433000551,0.03922620904000311,-0.008747691521119278,0.08521566210888455
ICAM2,0.04485080342025126,0.010556664103527104,-0.01262116050068338,0.02353237576901451,0.00045447747861349525,-0.028004692370802768,0.011233366276503681,0.06801851562220182,-0.07789505008702022
SYTL3,-0.0271744016825729,-0.021085880996600553,0.026587639750403565,0.00878901513107138,0.008777970343915318,0.05203005947615773,-0.02213099550087004,-0.02775909968459186,
IL1A,-0.01602314789311659,-0.021929147465519997,-0.0037091586714089932,-0.01195916656355864,0.036581084098538406,-0.01182605387619971,0.020660050228155886,-0.0696802840744818,-0.0624964000643343
HLA-G,,-0.011844249781043509,,,,,,,
PGF,0.008918883527845017,0.12146509755775967,0.05063070390262947,-0.014255560417720612,0.027155156250707954,0.006647899794791671,-0.002603633649991164,0.09745960153857594,-0.03578666796306525
LGALS8,-0.02460449419653163,0.009248121740035706,0.01955329603283013,-0.05073513764853298,0.02934441290727504,0.02610594100258271,-0.009286589008975887,0.09908640054610113,-0.0720369801617709
DKK3,-0.025310295834639007,-0.1211097176208553,-0.082161605559131,0.0335883153721626,-0.05079168283659657,-0.0007793991940369237,-0.022711025035677384,0.12065159289741839,0.04537563647316483
COL16A1,-0.010081880627272484,0.04190489674543428,0.03119991686211002,0.018581268620669774,0.0391427558268125,-0.09688608686147719,-0.036198629943630815,0.07441482095689733,0.021572758145874938
TPH1,,0.04509942792205552,-0.0016349026594674925,,0.015749320088311432,,-0.020668826007095176,,0.00602114548446514
TNC,-0.0187023440699658,0.05253986741119886,0.025126510719100298,0.04356787766634764,0.053864126392289866,0.0699933973195066,-0.040350979110115044,0.03945497656109485,0.01560180407134358
TNFSF9,-0.023617103195696373,0.019408039534392765,-0.045764930647290786,0.009127553877541371,0.019961157024846403,0.1040087889077816,-0.04674314659691588,-0.02775234356029449,0.014397306826083507
C4A,-0.013917717528501645,,,-0.014912074352219742,-0.016814900057555295,,0.04286177982311475,0.13654597114454645,
CNTN2,0.006411148413784329,0.07159082159767868,0.05972045653612521,0.02896208357180413,0.009549645089223992,-0.021364019877076968,0.03186119326099411,0.0156168314056273,0.0011618373350459476
F7,,0.08897097782008821,-0.017054281480468596,,,,,,
LUM,-0.020519559486196395,0.04748402876740506,0.033808479259893796,-0.047900261832638104,-0.03492240313202862,-0.04674838787905916,0.010710770685365304,0.05490093975931684,
BTC,-0.02177875601553221,,,-0.030403304695617757,,,-0.02861398054145021,,
APOC1,0.00956586384511215,0.09823314666292253,0.018031510550778618,0.004616218717469583,0.02736561142318552,0.02487669298669262,-0.013158599616478812,0.18476429429234273,-0.013881988476122417
PKM,-0.015186140110845545,-0.040880973137596144,-0.023102258941827738,-0.06277050391123082,0.03161558260440844,0.014402554314886443,-0.1113821605762542,0.09146312494895494,0.0803614116230659
TNF,0.023590170742955004,-0.02677888744526949,-0.025029274232841427,0.0037157341427906045,0.0283650593183554,-0.05291034899187,,,-0.08741725019948893
GNAS,0.0028477625409528235,-0.07290475768586346,-0.0920572893106516,-0.0032424559418103836,0.03271310159478196,-0.05157995310644414,-0.030631656862574415,0.055130350317543216,0.057152780686129286
BMP8B,0.09022266693944299,0.10532105165222115,0.013506505076655588,-0.04264517831341357,0.05223074733781052,-0.0185040544908438,-0.029469831243197426,0.24432591594101238,-0.08219103687617678
CCL28,,-0.023440687113948266,,-0.05223237220643928,0.09522432253058218,,0.008354858273672983,,
PTPN11,0.03398415018718275,0.013444162713046246,0.026662300887844253,0.03998395891135241,0.016019203200799175,-0.1213828043629412,-0.051632017049923616,0.09730037070972197,0.0006615797041766209
ADAM12,-0.016573311787884428,0.10559668548091697,0.08007740696074855,0.021494814183352084,0.013274632257500467,-0.09439339440394785,-0.09343255107014448,-0.00685309648369239,
EPO,,,,,-0.01912875525082627,-0.04318336362765201,,,
EDN3,-0.022229811232533286,-0.015634192482012855,-0.030217780257596225,0.02374923732168953,-0.01932613553710557,-0.011136654567788779,0.05771186025385696,,-0.0032507789574685937
CCL22,-0.017595330696456947,,,,,,-0.017851071445748982,-0.05295500677913013,
CCL2,-0.054169379501681714,0.04357911403301555,-0.020989519800838297,-0.03141819919783823,-0.0041978379016907085,0.022282983302988685,0.0053593402855945165,-0.14344037823554154,-0.09464262175872176
DSCAM,0.010883256615731479,0.026369682359604223,-0.029551741891077284,0.05120551009049005,0.04755859758427219,-0.048131303647383564,0.05590107168852507,-0.0099003799903406,-0.024520226013801185
ANG,0.00016540561002872735,0.059735213526501275,0.03040909954458664,0.06684858102027659,0.061493372698267795,0.012554929591162703,0.047958191807438634,-0.007849237158717886,
FBLN2,-0.0008299401679328636,-0.03428090932667032,0.032680652633585626,0.005008000068575249,-0.05056295852011595,-0.059585329279087634,0.01715368036414738,-0.01953227300132691,-0.0317757311608842
VTN,,-0.012550630226507885,-0.015242570802698514,,0.026277922227296194,,,,
VEGFA,-0.017617908761454634,0.04874144095966418,0.015517259237013149,-0.013184130566768358,0.0758370847763887,0.09737055517238626,-0.02634747613300472,-0.08486555827426265,0.06185917754457388
F10,-0.020083957100457843,0.04662381167588643,-0.0277306253800727,0.002267997830365666,,,0.1565569822560928,-0.041797453753071305,
SERPINA1,-0.04844953841795572,0.03757559790167798,0.023755290143942603,-0.006579854598291496,0.030723104980420243,-0.09050366893736161,-0.0514737075432634,0.11903301001281978,0.019703732204074263
VWF,-0.017051338127421385,0.051901116041702236,0.011105575093617428,0.033252247462229205,-0.00027097857242817176,0.07767932288231359,0.006331277731024408,-0.09051208996648055,-0.02494727135238826
GDNF,,-0.019535542578233117,,,-0.019128753761140167,0.0025259371909097748,,,0.038152769062006285
VASP,9.35829449765395e-05,0.08462679844917273,-0.009300175921705334,-0.02566851427454233,0.04436096030628775,-0.00847799993583305,0.03314418122718602,-0.003247913152319576,0.08269176230097977
ADAM15,0.04589629762653144,0.09314631099809856,0.03550086494363216,0.060523276893745585,0.049096674437552286,0.03469055367221454,0.020362988121337102,-0.021642855906057627,0.11001995969516973
WNT2,,-0.020653232838900852,-0.026475630718426006,-0.05915702011039054,-0.017901677447005868,,,,
CALCB,-0.02545587047229648,-0.012721406374616868,-0.01885213283816827,-0.0252894331186179,,,,,
OLFM2,-0.028591109109356586,0.047239676648375854,-0.05477852243880065,-0.016192442187250314,-0.02112626064794496,-0.013237009233280398,0.07694757116529202,-0.08443651660179351,0.05826455387158232
MFAP2,-0.01870612817882714,0.016872058448322992,0.05236154036304541,0.0553685479798565,0.0011842106303410753,0.004632404367025321,-0.04115352990352574,,
HLA-C,-0.01561105261595178,0.04974495860544463,-0.002044324364559231,-0.0124073482499387,0.015953690181860172,-0.11271821640949611,-0.04781152171041682,0.16052515205104723,0.002267645139560471
THBS1,0.051702531230728,0.08304588663565676,-0.027216955220640764,-0.07241493003173559,-0.010305183041276145,-0.0009470151491825918,-0.009116625887784753,-0.11020676346098782,-0.02884815216610959
HSPA4,-0.06170830800018583,0.018606153409243504,-0.018750882383086958,0.0304306047753388,0.006107290918910593,-0.09177658408662409,0.00216841617553849,-0.00921144762504636,0.037203873278823546
LMAN1,0.07353131402075047,0.017923722908822343,0.006071938443960765,-0.04645929576143325,0.006865071859815137,0.1337386946621282,0.0138234206941195,0.03676781852002477,0.09462087597706981
LYPD3,-0.01621923314526106,-0.015773603497324002,0.14314685503243674,-0.047656277962372706,,0.056495666698113026,,,
APOE,-0.020806059358788556,0.023522613709755464,-0.023840633313519773,-0.0381950994570849,-0.03449921515289538,0.02035469257074517,-0.03787037713129591,0.1283067029728344,-0.019852495560418015
SOSTDC1,,7.603357800715742e-05,0.0253934455387198,0.0667298377498536,-0.029086950760052216,,,,-0.03316637246357169
ANXA1,0.032188327673861566,0.04340949795887457,-0.037528756331112405,-0.05127671445956221,0.02647996396050824,0.044778661198952255,0.04367450756681146,0.08973530058019596,-0.01609900799208058
WNT2B,-0.022845394840358222,-0.021687251500249877,0.010473675632090075,0.010719601930779466,-0.008936058375412975,0.0861185966615007,0.02951071056387256,0.010974651012363907,0.17145193763054734
AMH,0.03824595245877488,0.040770661337140725,0.07323686514639477,,0.02277839023257801,-0.04597268863215217,-0.04115672740589806,,
GDF10,-0.01824690258789034,-0.026335608358252438,-0.030377293737236397,-0.009293003249068068,-0.0005607074978447328,,0.010274627746109355,-0.0040783245642493585,-0.012061842052358898
EFNB3,-0.0032317481718761977,-0.03478881533887786,-0.03522782955317611,0.04202836334058429,0.0030024396214511913,-0.032259601928262285,-0.05668974914356139,0.18194510027635294,-0.014682730016495938
LTB,-0.014188305340372919,-0.01305660917803849,-0.006085700760397257,-0.006143813746885598,-0.0165822603979107,-0.06257435256457139,0.013852625868055989,,-0.038878518462738106
ANGPT2,-0.017754124851878755,0.10152162916216134,0.03719387765926673,-0.05030542951883752,-0.02881341507747287,-0.0012671249964450186,-0.0018341910973461665,-0.07559859950245092,-0.07570142547365839
NRTN,,,,,,-0.037772678459913216,0.020950886679951538,,-0.04605465597462042
ADAM17,0.01608461052444773,0.1075672784192798,0.02696788637468774,-0.028681699619613792,0.07350857616376232,-0.027142740062521202,-0.01839406067556062,0.03363314143194307,0.04156807081598943
LRPAP1,0.04220696016935266,0.0298319824871787,-0.01674866918351426,0.025887950374212702,-0.028249861124969983,-0.05646998789436202,0.0004956033882529046,0.014808113662479213,0.08536312813483536
NID1,0.006948866847690683,0.06925621233718386,-0.011022949391012107,0.004539899683936688,-0.01268039644724395,0.0037371082519011382,-0.0254927542769449,-0.016859003305687875,0.11881370068708107
MST1,0.02625358656272205,0.05300364160475585,0.0068689165666389156,-0.005773006842430587,0.06995673474699265,0.02477198012748723,0.03857718894408153,-0.023387012826441324,-0.0510123073750374
IL13,,,0.06180432497888343,,-0.02243439667964859,,,,
DCN,-0.0236184560081742,-0.007641106392556646,0.03812352616549938,-0.045819825850142326,-0.01652157224815751,-0.009223476393035225,0.04866963283854636,-0.11083048584391066,0.05583529469487596
IGFL2,,,,,,,,,-0.03828069790528201
COL7A1,-0.037260208286333495,0.05409117747230114,0.01902071133085082,-0.07341533957931948,0.02886565499417003,0.07639847347774628,0.04532005403167449,0.07112261662294665,0.06653000330640227
CALR,0.05891548540637809,0.06674416077550681,0.019263027126944544,-0.06328788096689127,0.021243429548985917,0.040192761926630585,-0.004700312585133438,0.028117608146438558,-0.07296550371020472
PIGA,-0.026672254083806277,0.11155843688496588,0.023957228617375835,-0.005151345284219458,0.07996734182267011,0.03269544366301015,0.062101329398775135,-0.013896391678341153,0.007754257726596167
CD200,-0.03509507848126448,-0.05342343499053063,-0.08334893287782054,0.006633632305597397,-0.017136648043682985,0.046079096758262855,0.0049721420761888345,-0.016359622287992658,0.026620557634902068
GRP,0.026947369640595402,-0.016981009428834078,,-0.006569633769410236,-0.019326138445833127,,-0.04783378556878282,,
CDH1,-0.009160352350637911,-0.01964980605508883,0.01383737258044832,-0.05723395984377299,-0.03145058714185239,-0.03304611015956331,-0.030733211955058137,0.05479207006701146,0.34358571151483414
LPL,0.04858525898808569,0.04534745603668708,0.036812206971079876,0.042396546413418515,0.09142388388552143,0.05506772714066756,-0.05563893021898721,-0.003666889194031443,0.04222282790782246
SEMA5A,-0.04179843584018197,0.10855948700420867,0.0699851123592597,0.03206736448109283,0.023406098162970967,-0.042528111503694226,0.002764321792498689,0.07852175232911153,-0.02853308439710063
SEMA7A,-0.024761681258609117,0.0037246931276156943,-0.004558121788037565,0.03442120712315733,0.0045483130617575696,-0.06359832771940659,-0.009752663230896593,0.08021199265849915,0.11806366632081908
SEMA4G,0.00026056310332038,0.047894257058022,-0.0462965751196691,-0.03535535112893803,0.08179115818456081,0.041905892013486795,-0.031978933251029414,0.11869409942976213,0.05300615745261741
SEMA3B,-0.04044963341714429,0.041705589826409775,0.058591145234925535,0.0329716075220911,0.013440567435028297,0.016531412768081066,0.06767493542358519,0.08918587767285756,-0.003583559452327145
RPH3A,-0.022458407917082545,-0.0016149852956322567,0.0015987657395259355,0.035010211874751104,-0.009641203071705786,-0.021477382215184297,-0.001315152230861211,0.055206754546719576,0.023006147506146518
JAG2,0.008275282844094225,0.015001642821689497,-0.02124858902440221,0.034013602355970354,-0.02803511233655044,-0.05543887966616135,0.0171619362442132,0.07218427136329787,0.02767950974142477
CGN,0.05804443500088528,-0.0206532393279504,-0.02537474097877657,-0.007711504980254745,0.0547810069005598,-0.03369064643044475,0.039075855067002535,0.01749897683992739,-0.03516054423050061
GDF15,-0.02424357865069462,0.15952594399468206,0.05519012911067467,0.023699986212500943,-0.015240837451680969,0.15257275343371607,0.015165410811699757,0.018691649196869355,
SEMA4F,-0.005528819379894056,-0.033807562630624385,-0.030017155489384856,0.018375503488162262,0.020734881411644805,-0.048483415682840446,0.1370887344473106,0.05846832508710271,-0.01597020884959479
NXPH1,0.009512216574926397,0.07514424262505956,-0.010516150295507716,-0.042754383068190314,0.002571673831830307,-0.003941158915183985,-0.009313879643599966,0.056015570196152255,0.027030707123085498
ARF1,0.03862418592051322,0.00048301229499446424,-0.03235230449020154,0.016369901194164694,-0.06570626805398183,0.05190673428920994,-0.007899244869562195,-0.02746967293089244,-0.013980323975580558
EBI3,0.03540722037925964,0.029031403221239052,0.027934652401347706,0.01998367323844908,0.0682222471165275,-0.009169682528693334,-0.040111788660590945,0.16928419280402526,0.04981147021641624
TIMP1,0.004266622563683573,0.10844170702983533,-0.03399079323030496,-0.09232858893796407,0.01620103710137279,0.005299532637934715,0.0045479386664634995,0.0058593206360315064,0.01297046315312072
SEMA3C,-0.021561217730002573,-0.026415839612509828,0.004570135408793909,-0.025695967924898477,0.03155000594736365,0.0004972878131487266,0.0721432657825228,0.030949011420785443,0.0034299746060507757
GAS6,-0.018881493124230212,0.07552821133201137,0.009141605132742514,-0.03081494792504527,0.055420833330374696,-0.016591167564826145,-0.013415953507659258,0.08229942181285144,0.02241804825720422
MEPE,,0.043304328637433304,0.02285992111327649,-0.06419520405943992,-0.035438527758824834,,,,0.27330468092864274
SERPINE1,-0.02161318531461625,0.040066457180529785,-0.07255033329549687,0.009774376646725513,0.042272218910353515,0.07702094547084978,0.03331397511576188,0.003066847937566349,-0.12715582880442242
RSPO2,-0.02424357556282602,0.007728272170273682,-0.004065538707765206,-0.05235801192813324,-0.02579439891049025,,0.07945868074406151,-0.01472071123741816,-0.01565883178765682
SHBG,-0.02336237985679677,-0.014016872186114141,0.03703406925315871,-0.04022829514450086,-0.015415196204152607,0.039285167808029264,-0.034787533169036995,,
LGALS3BP,-0.0022027167975772555,0.08643608745006313,0.0334276681343133,-0.0022715396643211054,0.0030558882969687774,-0.03274205880202643,-0.0043051510250990185,0.13243248678266625,0.023022177234640593
LAMB1,0.061538705218892556,0.09497532915896108,0.029788525659539433,-0.04232319820590492,0.008992700974695617,-0.0389946530658902,-0.010280267501920171,0.12127536748290035,0.036733650773319845
SPTBN2,-0.012257184945306124,-0.000614950808651153,-0.03870379839001681,0.04191670598766648,-0.02292483406223671,0.012527645220865387,-0.00373025020608369,-0.03776868755689826,-0.005237909751911709
COL1A2,-0.01084830915942122,0.1416756916727479,0.023876828642235417,-0.054531843128018655,0.016195710980259043,-0.008870125502894729,0.021876845669016275,-0.05053846797042368,0.07332049981258497
DEFB1,-0.013709351005042978,,,,,,,,
CEACAM16,,,,,0.08289136297653947,,,,
WNT11,,,-0.01860539120671316,,,,,,
LGALS1,-0.008424633784150778,0.03480146532167066,-0.012970105292089211,-0.02720160492842252,0.001093231419964256,-0.006440744989978535,0.013113295501940224,0.08949578876032666,-0.06750390714083718
BCAN,-0.03232721348717583,0.12273963174052126,0.10491449046470176,0.004033710962751031,0.06353214867654339,0.02253319960033512,-0.0036398064866242515,0.03785919467059686,-0.06682788892802666
ANOS1,0.07704195987406846,0.028409442238608248,0.007281162497202704,-0.019991327834690965,0.10190372418363068,0.017284755144464724,0.026510609753478458,-0.03509568226103921,-0.16362506525403012
EDA,0.016954552852562824,0.0692801222083698,-0.022245784548585067,-0.012147249843069662,-0.012999344001628266,0.0012006609354288488,-0.0192320685511243,0.025216983905454318,0.11951191840597067
FGF22,0.048167257704807245,0.10829028774732308,-0.017054289140145215,-0.040463561523501564,0.030821234540986838,-0.04549266571973737,0.03830414553589473,-0.041797435723892815,-0.055179812517971986
SHANK1,0.06832216240714023,-0.011095213109774996,0.05530771277528832,-0.03196686386136647,-0.021563267916625873,-0.01746346052918035,,,
TGFB1,-0.028505834110280803,,0.09383445952771012,0.011063115065618192,-0.001502549464191324,-0.03432514472429259,-0.012413057620769434,0.0863945283034865,0.055931830756091636
MSTN,-0.03356013106203767,-0.02832976458680571,0.07215879849410364,,0.07658269253089246,-0.012840455241992302,0.018735821811961338,,-0.040051833446981384
WNT4,-0.017923877419419615,0.010607000111025874,-0.019336734504663868,0.013720130173019202,0.04188325467371608,-0.000842221862641582,-0.04009491386294927,,-0.03580328657958521
TNFSF4,-0.02245071704774165,-0.013544734034791069,-0.018092271508969807,-0.014885018408908088,0.06716928688230091,-0.03394711470248059,-0.005792136229468906,,-0.041759241085445535
NTN1,0.06442164083517843,0.12448114743497371,0.003209480240790712,-0.021884745338388453,0.045310415706780814,0.017303850158112324,-0.021930490205386115,0.010020372320726207,0.142716866280489
CXCL12,-0.03395065468234391,0.04186804025043387,-9.119989644526336e-05,0.015591859055568383,-0.029682177977550798,-0.011376608768271295,0.029749238593444104,0.021026543275975394,-0.02823020001289348
GNRH1,-0.024734707570736383,-0.011286925619406233,-0.022322222611614526,0.18698568806956806,0.04330625482860378,0.009648380997505441,0.014888896002999993,,
FGF8,,-0.015773600542144033,,,,,,,
RIMS1,-0.019483979502272868,-0.051658291188940685,-0.00654882928057595,0.07083208806685957,-0.056308327408445956,-0.023024375575899887,0.08487238773344663,-0.07130235558041251,-0.059305639487513426
FGF14,-0.014823163504244912,-0.009956363567906633,-0.004343379789339663,0.09493676209891054,-0.05455260177916407,-0.04817106095322675,0.040694934915869806,0.03574017409864734,0.0481630271213114
IGF1,0.06485866420962413,-0.038060693097482126,-0.03799698381372381,0.008334997542700475,-0.0032680162600668763,0.03467893356406283,0.07013944531263905,0.01025982289526612,0.1319570559807307
TNFSF10,-0.03238887359442938,0.04109921622473841,0.008561032432184484,0.04607916056385079,-0.026505168337653127,-0.024460490499492806,-0.013115884268204578,-0.021487560380308197,-0.016978591658783147
GDF5,,0.0982593560448868,-0.03005754284006573,-0.04082078641505939,-0.015656778719843494,-0.03687907202674227,0.03842804658809963,,
CHAD,,0.09113917919312217,,,,,-0.0333099672426046,-0.012554694309166385,-0.04707877198635357
RGMA,-0.012009639092936097,0.04408987187625121,0.015319903684573885,0.010284484918298276,-0.0002128470176215805,0.07486035757149198,-0.0008081028383572235,0.10754135415408489,-0.09562426290602179
WNT16,0.03337755052164835,0.009029153028879263,-0.0062277840018434,-0.009572082431014635,,,-0.03731825745903455,,
CX3CL1,0.004471921903691814,0.003301555989747253,-0.0032640239315941365,-0.06709301907156612,-0.048304041215471286,-0.058622209749287744,0.04114873588699274,-0.007557714029569422,-0.0908187591968176
FGF1,0.026421725807296927,-0.018563611460185342,0.06351476593476836,0.07153623645102658,-0.014864064879021019,-0.055343127591440534,-0.007503835959468172,0.039457722321772415,-0.002734642204898363
ALOX5AP,0.02115249704865722,0.02810898577098342,0.032456502509507004,0.0024845958621002493,0.051665829980871845,0.012407600165857579,-0.007188242669843637,0.161338680348862,-0.04686600242624503
IL1RN,0.0171299470193102,-0.015493631979458904,-0.017321961216044443,-0.004408252929694854,0.002803266547723285,-0.03635099367420225,,0.0468391756285765,
FGF23,,,,,,,,,0.16247809023683524
NPW,,-0.016049077653305252,,,0.05186690205276905,-0.055525281908124925,0.008214584021139186,,-0.03105940950476005
CXCL9,-0.022049744423635283,,-0.0209499141071607,-0.002307853772929822,,-0.04806858713285222,0.02516953916450529,,
ANGPTL4,0.019268101463588164,0.0047981908732879375,0.0001352568686886016,0.06900926216718468,0.027711303234332154,0.03869200612938425,-0.028602265846097395,-0.14611609383960275,0.07593597074754528
UCN2,,,-0.018355506075583127,,,,,,
COL4A3,-0.033915322158187475,,,,0.010509524604883991,,-0.0155275170076934,,
NRG3,-0.02073314609332807,0.00870598294645286,-0.049430286063284604,0.04717642288236309,-0.026527616592358014,0.03608318156012958,0.0029071890386467175,-0.019160484864490287,-0.03086913874008633
IL23A,-0.018564717686362777,,0.09939160567251357,,0.10458819439269373,,,,
COLQ,-0.024039372841032535,0.05779683857452256,0.009637530628137311,0.0011157974209180463,0.09094651615020209,-0.05001451103497084,0.07678859623416427,,-0.04448362962765201
SCGB1A1,-0.01412313548446403,,,,,,,,
TNFSF12,0.0005850451906536273,-0.01873388309797289,-0.021267533932943998,-0.004538966211144751,0.006452462323417174,-0.004722542574607763,-0.08812861219434748,0.09074282757158113,0.022544710779258112
DKK2,-0.016573307246822135,-0.004810859430008369,-0.020309117192087462,0.07214385125291221,,-0.032081243803178075,,-0.03266298345950018,
FYN,-0.017611582824884862,0.10179033640139372,0.06690251276108412,0.007124528157446326,-0.0024963006632427315,-0.07258906350884252,-0.045933648174248026,0.053512959170814965,0.01978151223932109
ACE,0.0057879499929086985,0.05069328039761674,0.04517613101043949,-0.04950343978231685,-0.057307727682892884,-0.05082531598210083,-0.08026441874087761,,0.018456687203921393
IL18,0.06364273021416401,-0.018875442581725552,0.005900976494254396,0.05802129186297108,-0.03583509430918303,0.10040843239221235,0.005491440946395948,0.10610767939427418,-0.0027636604819479974
PPBP,,,,,,,-0.04798465510691119,,
CCL27,,,-0.027557863924927848,0.10464207601569937,-0.014537845358725068,0.03153065107797916,0.007536340079707301,,
SERPING1,0.01911776750931595,-0.02943054918023577,-0.03565529594671009,-0.03530635797531911,-0.03940392557425883,-0.07192956972899428,-0.04190586777695156,0.15382524360713382,0.013184886484508251
AZGP1,0.005071002669770054,0.04837616639986111,0.041476322995885696,0.04806061607188839,0.01339376945689398,0.07920140131168173,-0.09369424585169073,0.11333875860944635,0.01058764505255572
INHA,-0.006400666111955606,-0.020433951251515477,0.026079039672157512,0.04585780583836238,0.031632686590681386,0.016168169331399876,-0.04167822475088436,,-0.02803004465871491
SEMA3G,-0.015926196651009458,-0.027042125840560437,-0.024613844612787598,-0.016908074408733573,-0.023929237017908136,0.005357340017134381,-0.03845136174726395,,
COL6A1,-0.011517473876599656,0.10824417841370651,0.004798569009902074,-0.06437822246375445,0.03975207109023352,0.11020005099721691,-0.03478365965439837,0.1254742393519425,-0.0033545446708409038
FGF17,-0.015488227478960245,-0.02161620915092102,-0.02703376719133311,0.05038092124019727,-0.022262666374615436,,,,-0.030327952771738182
TNFSF8,-0.01370935241641891,,-0.01732196136402442,,,,-0.007420230652450086,,
FGF20,-0.012936316486900705,-0.013544738310866868,-0.027902436134337537,0.031125931061813085,0.012724846490364103,0.07783023151720987,-0.017873219676121682,,
ICAM3,0.054662232309134404,0.17789726528083805,-0.026237042337934724,-0.012989771252769303,-0.014160652138032645,-0.017331694080375992,0.05716632384671245,0.06978295581668846,0.055652932864273405
LAMA4,-0.01970582684663764,0.08873237585855989,0.02075777775928038,-0.016681688762286033,0.0353082965469053,-0.009024402003633615,-0.05323128028220266,0.02554669738592723,0.005118619699678223
DLL4,-0.033633132443887395,0.12712536512862108,0.021608955371997664,-0.02594754778002635,0.02415895030854535,-0.0056227701451711885,0.014441461022299446,-0.04617398503286494,-0.01663039709542692
SEMA3A,0.11387512333984201,-0.035022354662354836,-0.020878747805140922,0.09594840585344858,-0.03331178209977322,,0.0002760506214880286,-0.026056805991098535,0.12176409282125769
RLN2,-0.014722935125775601,0.007610533502358984,-0.022245781680702903,-0.030867403169112406,0.004842305383123026,,-0.04493436958584789,,
C5,-0.015827703306859058,-0.021547397390146224,0.05104738529374815,0.05196337504893247,-0.03219615067961778,-0.04856372834631982,0.01260395537083798,-0.0524174091435997,-0.05870131245898623
COMP,,,,,,,-0.020218699406925247,,
EDN2,,,-0.007738793894896364,,-0.011605705555397163,,,,
C1QA,0.0137127400846298,0.003563952880590913,-0.03954967830052405,-0.04069115527307833,0.02965494959813468,-0.011330608127367787,-0.0597668998370704,-0.0010035163941523343,0.005490964613903589
UTS2B,-0.016747707687705428,0.20529182332819013,,,,,,,
COL9A3,-0.044453783569842295,0.10652861473507771,0.07583643620603568,0.03690014209758556,0.006424094816605717,-0.0888669635106543,-0.007338107183315055,0.01164328653304427,-0.00048472231919312043
DLK1,,0.007745682973133309,,,,,,,
HGF,0.08305368395676886,0.0897719610272022,-0.0065105446517562835,-0.023700130853968937,-0.024567103581384368,-0.05423001199732445,-0.03513225683924275,0.027434545949150818,0.21945754056211136
P4HB,-0.006141998821793894,0.083730227649889,0.03954666639488217,-0.049213396744912825,-0.005035705553540767,-0.03181587782857099,0.011143666895307573,0.07159167534674614,0.0066032963079033745
ADCYAP1,-0.020805342248014072,0.004188001416748382,-0.010536639573705693,-0.011455920567261855,-0.023767355059937694,-0.03550127528429003,-0.03391033491346108,,0.04531168076378323
GREM1,0.02259253858736413,0.14413421935521567,0.0006438937587610435,0.058878785044252625,0.03327196246779392,0.0031587491622807177,-0.009906624651063548,0.006542658887413145,0.12023752849766073
EGF,-0.016054904170960806,-0.018955186272889505,0.02444237596496724,0.054056680612012006,0.038390844823725866,0.025333918516493362,0.025689242848983194,,-0.011114609905876064
VEGFB,-0.0006705394718745511,0.03026319093963351,0.04572936672261042,-0.010848205306101397,0.05634671404417152,0.017653599291809742,-0.0610315988136614,0.022797970242108726,-0.020918679533023142
FARP2,0.05169618031837575,0.06776549977571407,0.12057102506320377,-0.018354016693711547,-0.004705021978932377,0.05507474916536481,0.05952485035852833,0.08891263935485633,0.04393886099735082
BMP3,,-0.018479344661941316,,0.06378340866751188,,,,,
LAMA2,0.010221099339919429,0.07139990975855608,-0.00638816114172428,0.009751205829979322,0.025882002873392797,-0.04988667743274021,0.004752717508754991,-0.010877788803470833,0.06096519034151728
NRG1,-0.02634433084389197,-0.0114584612584306,-0.005696331791575831,0.01064700815278132,0.05435256123279061,0.0006474461035413855,,,
SPINK1,,,,,0.025046699960677498,0.2655273796270496,,,
EFEMP2,0.03738094719617784,0.06171534649737832,-0.004982375231247635,-0.07912382880925128,0.07250910882289419,-0.03520260429443988,-0.07205238857815233,0.1325808614608033,-0.015152553098388961
