,MGH258,UKF243,UKF248,UKF275,UKF296,UKF313,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1
FGF18,,,-0.014589323674867887,-0.01100895923966196,,-0.015684633648171926,,,0.03240357408239741,0.0369349866873923,-0.01797467846133933
ADM,0.08259795655926538,-0.05280300472322495,-0.01490639752806933,0.012393873975750177,0.005749309952818917,-0.10819696857902189,-0.012019273860064577,-0.009954000525009079,-0.05233649645221067,0.001740750530681007,0.02230747529109562
CCL15,,,-0.0004996127085872476,,0.016812095236956606,,,,,,0.03659917426884256
GNAI2,0.04831096197530163,0.027396485433903082,0.08597920112648404,-0.0034913482835284945,-0.02103639367924935,0.011721774808234284,0.03871942463912698,0.013040254527369271,-0.013686643155396314,0.055018238610585614,-0.06828576887549936
HDC,,,,,-0.01056712154261632,,-0.04263212240831248,,,,0.09509270262576575
COL11A1,-0.035855547462927725,,0.04115788609846654,-0.007780667432642644,-0.02223224058841566,0.015601313412996995,,0.10929986172059201,0.0275214361976902,0.013932063268427775,0.019675713175059804
NUCB2,-0.029945577170182442,-0.06634548351074505,-0.027545191127437193,-0.01776007001398061,-0.018756954892146443,0.032583725619545825,-0.0027334295301431988,-0.002650325242189663,-0.03627828951684155,0.0064649031836128265,0.013541315113235204
CXCL1,,-0.06565845946113222,-0.01923840749212434,-0.02324728570540762,-0.01704775738997311,0.09769323959052077,-0.03724819481074429,,-0.025654588208373786,0.0431805450195365,0.015929794933935905
VCAN,0.036654196130107904,-0.0486927356383739,-0.01656810920352259,-0.004332844837501553,-0.014558231032140063,0.024845481459736498,-0.0387417187784676,-0.024191216039202035,0.03393364155728747,-0.013754705049170243,-0.09566839540001043
MMP7,,0.02067224333428172,0.0385802740299841,-0.01014653335551743,-0.03293257411150956,-0.006724255425088527,,,-0.00992472376917101,-0.04335477382496681,-0.04451773163982476
PTPN6,0.004018499652120198,-0.042510796344303325,0.03472857645846045,-0.003599919378436188,-0.007652389041773355,0.030392331569507137,0.009260795132902445,0.027198942539020887,0.1253826706852883,0.06302389067961399,0.04882766559310222
PTGS2,0.03104099837101697,-0.015453576289712508,0.06024305235362713,-0.031012772856910908,-0.03635766841457438,0.00944963260354794,0.02184639341907044,0.029987115297824496,-0.029834955786500722,-0.02812551847572551,0.054361089390225006
XCL1,0.00635545273220925,,0.13793348464298763,0.06512092157926432,,0.02520780682832612,,,,,
CD58,-0.03291502708112908,-0.00015200183217264462,0.03996214712504159,0.0059839533592459014,0.04711908856726739,-0.01070688012612231,0.14310245618410397,0.05790486935616175,0.029974700866569257,0.06652236115562281,0.035459640573640226
TNFSF14,-0.0454804423148885,-0.04938771641280914,-0.0178033811735801,0.03731091843659714,-0.01665117306595198,,,-0.03569515839533264,-0.038935619254700696,-0.0240948156074251,-0.02559652543904988
CNTN4,,-0.030480481465323322,-0.031300483919946165,0.06551485159138573,-0.02860986644667841,,,0.04478223290824256,0.1083046000208974,0.06988056032606405,0.006067321313219031
INSL3,,,-0.01582820051512023,-0.011700020127453891,,,,,-0.022600331743693983,0.08183445881468142,0.0179401288834374
BTLA,,,,,-0.02126411751764012,,,-0.012372433070254742,,,0.019645518398429842
MFNG,-0.01971609298772268,0.022777326209015784,0.054153852434002274,-0.02522540248616331,-0.04250208194594962,0.008902857543072549,-0.02046573409990957,0.03826948181093938,0.060836676152496945,0.045982254134197535,0.04717344003819319
ICAM1,-0.02224799096284753,-0.01287559403443386,0.013228433410403704,0.03818589482705511,0.021214697623333712,-0.03540762060227291,-0.040649638926493294,-0.005824858584974261,-0.01261682433369059,0.02565781932140542,0.03810220234963491
PROS1,0.015923105467619977,-0.02036195617008761,0.007546212550806493,-0.013482392491823415,0.05920289899809778,0.013957149892014417,0.030862688182343993,-0.06210335285078876,-0.013623684267704054,0.008078669087139598,-0.01583406876806666
CLCF1,0.0008222714582513552,-0.04762639464228472,0.0011647594237723968,-0.035243131277872077,0.0672958659178729,0.06007924911845501,-0.002274035251961745,-0.013375689065362552,0.034592118924301675,0.004698404323479812,0.011347259442353002
PSAP,-0.06382018288779956,-0.012908077817373858,0.014195292329726529,-0.0017072972401620682,-0.04649694034419504,-0.05006050088299356,0.0987679938638776,-0.01759079228965916,-0.026247609410634344,-0.010397342265389724,0.004422096356996867
EFEMP1,-0.013335903221797538,-0.04359340308482894,0.05748678040536574,0.05936662657735424,0.05950335121371417,-0.03705392227774211,-0.04233011743547399,0.038293220732459825,0.019318625973300602,-0.013023103317682602,-0.06267570027556196
C1QTNF1,0.12277434447946524,0.0016773812684473062,0.005421516857889348,-0.021411217439494232,0.026853445368280462,-0.03514155767211598,0.12294900894607827,-0.024547282064051348,-0.0472485392576511,-0.00207108066505493,0.0516150930211555
ALB,-0.02967321639945016,-0.02607873511820105,-0.024470811032076507,-0.012773353247693884,-0.0034125981646510265,-0.014299326775568853,-0.025549679224392028,0.012470723438680768,0.011900981258424426,-0.03097859577755461,-0.02413662155350022
CCL13,,,,,,0.06009388088512588,,,,-0.027027339901073314,
EFNA3,0.014473075750272709,0.009087504432182262,0.004255464598976957,-0.03634950168879807,-0.03016954578430712,-0.007899780747173915,-0.01991093192414861,0.04416766032894334,0.03276553325238017,0.06608946017205805,0.07605454825802986
DRAXIN,0.057500819256104625,0.03351102152691275,-0.06201204653629134,-0.05756165786697122,-0.015185581192726333,-0.02349449023882734,-0.01818899416186408,0.11690941368775151,-0.017647993078523168,-0.016413299836437842,0.07271269141714354
RAET1L,,,0.09608665728544741,,-0.01818815101345186,,,,0.05026799798088589,-0.02927295153242471,
NPTX2,-0.06514724252465165,0.02859753534295243,-0.021297721889727745,0.04249977661549617,-0.02353760995653051,0.02852064210944867,,0.024781411561459892,0.05103796528611205,0.00975507347468916,0.05832463736990796
FGF11,0.026538643796416184,0.0331222985552111,-0.04915044616776186,-0.061667186406473284,-0.01697865777440353,-0.04548211311442617,0.13969402295512176,0.015965236332511585,0.014884639110697971,-0.016823168834903094,0.037884159098519346
CD59,-0.0760710483608362,0.034751546923762325,0.07285377217837595,0.04588525040009982,-0.005664373100475184,0.011717325712121227,-0.09368643066399301,0.017405824412690604,0.002625903636747519,-0.008560266187689389,-0.07037629963262795
COL9A2,0.005227656860145871,0.07344954575142758,-0.014000422697363903,-0.007343731862686187,0.01759830856335038,0.04608532087347769,-0.011493641011031699,0.03559207297060475,0.07495719622577444,0.032007657836228456,0.031581735620427535
DLL3,-0.08526865677935841,0.080002102926409,-0.016799178580914027,0.03559365733513312,-0.03674657286679933,-0.01832343811230418,-0.08852692100950006,0.03131772639147535,0.09827419312957468,0.005884221582646264,0.04185928785934893
FGF5,,,,,,0.01023674882731361,,,,,-0.054683787680558905
LIN7C,-0.02463789735029349,-0.029951039449873033,0.0029485721250636795,-0.018539392594282843,-0.0023775837190810833,0.005359283672204213,-0.06979096620416825,0.13896863664893294,-0.0038632802897252782,-0.04023165565245108,0.059474396077232934
GDF7,-0.02879797652694392,-0.018425113425092968,-0.029077953787913592,0.030229271893192675,-0.016651172418887368,,,0.03870280532023618,0.12985599794830482,-0.019587676794442305,0.053703165918448176
PSPN,0.016716044141380577,-0.05899437965897338,-0.002168483395914272,0.09326696726339727,0.012028512775074605,0.023889187181718275,0.1002797852073239,0.05442110850849135,0.04995409217956241,0.02020850322639594,0.01392919229410683
ANGPT1,0.02900068227669586,-0.036146570171306985,-0.01231298797187856,0.004400007171583553,-0.017760927243936353,-0.07144010271507026,-0.0013020316043038812,-0.03998459884418054,0.04172182912473073,0.03257996493438604,0.03684388520873189
PNOC,0.08639602899518029,-0.03508928446610419,-0.036819711035848135,0.03129118185640047,-0.061584815240699295,0.03912675954735523,,,-0.02085638305413387,-0.0232219908634254,0.05631901355631094
L1CAM,0.03548752549364138,-0.05136000162597054,-0.03887298280159254,0.01736650939206044,-0.037642991271233404,0.05584966419663204,0.25366885706694,-0.009557440254482226,-0.024843063626621784,0.013147731565031672,-0.026812185547289785
APOA1,0.033101486144382075,0.021634090395230957,-0.004021072770370739,-0.015235461516399809,-0.026948323876708175,0.06835625827591486,-0.01051659794959895,0.008851445211307886,-0.010050767657421538,-0.015884604761686787,0.07871039449395624
PSEN1,-0.045103720773255786,-0.02432928002158857,0.054519158536444456,-0.015172495580218336,-0.01846430833613319,0.02184531032584593,-0.05247457731883332,-0.00010221640816781065,0.013729808108470031,0.012704916412146038,0.05360089139338826
CALM2,-0.04249739752876562,-0.009161975254711848,-0.07206033546899926,-0.008874179094828835,-0.06977097321783642,0.0642849812884574,0.05198948148868673,0.027931714256081,0.06343930226309286,-0.039098464990414646,0.09487026982514205
CLEC2B,-0.050403418567421386,-0.09546513560906154,0.07057836322236617,0.027635612273624238,-0.04667896865625535,-0.00955075088061432,-0.0825350396798045,-0.03698790021215647,0.0005501935544936744,0.017348251694608633,0.041960340681812286
NTNG1,0.014239793851906301,-0.037224573365765255,0.006430820652790515,-0.0005584433664602349,0.010538862080230672,0.061671476512507484,-0.03306998717612599,-0.0056316373335284445,0.03783295612827005,0.052021201787348585,0.04619553258563614
LRIG1,0.013433517003188317,0.11938575204961718,0.01054106616119554,-0.03413896650875679,-0.02727494341059815,-0.03002460104850036,-0.05137465267182615,0.08454445183118235,0.07265040503256989,0.03859504106965185,0.05041563299302
CPAMD8,-0.025339747884921493,,0.017483658334602543,-0.012978023690282304,0.03847193276256894,,0.0017388521073187725,0.0031752525895993857,-0.022033444678069617,,0.09100097775069525
GHRL,-0.0276710200543536,,0.07817895044313626,-0.010923118245879047,-0.015185581192726333,,-0.0115647799720394,0.0949172134081288,,-0.02118787542590135,0.02484905405533524
NPY,-0.03717439911075369,0.012204168219490058,0.014265781688004917,0.016675331448521145,-0.019068782547934083,,,-0.03385443118471377,-0.005718186220739671,-0.026162749293301996,0.12917134846068615
MMP2,-0.014147750620219127,0.0486734320572886,0.06526125405954177,-0.007381323893515492,0.0416819347450619,-0.11669989078074625,-0.007134017570948117,0.031762683875491464,0.02094709199659262,-0.009214216365384902,0.016798295238995946
PPY,,,-0.02079135943531233,0.04754963272090734,,-0.013226239627249349,,,0.03371883575354771,0.03188148416751523,0.0957407215609138
ALKAL2,-0.012427141347660247,-0.02408314052863491,-0.007644506123683948,-0.022878924382929825,-0.009565909946054196,-0.03372058164422287,,-0.030698666112880954,0.02825543665588631,-0.02266541170706985,0.04484993482319469
CSF1,0.08503734238141038,-0.01527376387409711,0.022289653974769123,-0.006512784965010041,-0.008146439139289984,0.05677883478946248,0.0023254710151102477,0.017954329637627407,0.010400781217288602,0.015310033579620626,0.05242191143812166
SEMA4C,0.03710537427190916,-0.009797343077991422,0.07490138632852103,-0.0005469933612011175,-0.0012720646422982411,0.0024518451993120467,-0.056288573789738595,0.002303470547268901,0.0332841512980421,-0.0006034907456482035,0.05475661394244891
BMP8A,,,,,,,,,,,-0.019158713413594302
ICAM2,0.004736242521110841,-0.05329077036713212,0.07531291881777827,0.026712883374675842,-0.015849430983465668,0.055920356480053356,0.03418443186317252,0.0020678558872853302,0.062260954061831596,0.060938862628220056,0.012464415861490458
SYTL3,-0.01209168374289914,-0.03105564974960277,0.015254391287183816,-0.04377120075444889,-0.017257105749641965,0.01695357738893411,0.053673416219579474,0.09678962326989884,0.04071633505996438,0.028360933108474023,-0.004860105568188457
IL1A,-0.02944437978903288,0.06251311265731294,0.09726295540683517,-0.007172775772933958,0.008573382918420082,,-0.011957283248466233,-0.057227324499561874,0.0410165280771876,-0.031243348006368687,-0.020800962906568268
HLA-G,,-0.029140745413922812,-0.018973421180867815,,,,0.09335277539987129,,0.029188818659699026,-0.035525070017343716,
PGF,0.1513389557400979,0.00832120633013222,0.10273424569189922,-0.03095648099380845,-0.027458197993502444,0.10084571821025962,-0.07425271505429015,0.08547960150816349,0.024772720244809622,0.042366246068375406,0.04148955649489704
LGALS8,0.04316909888909419,0.00874577914992736,0.04621407242381385,-0.06708802074148891,0.04416997025096218,-0.006776593434919561,0.026109498856319593,-0.020288307302541653,0.028963467021615428,-0.012123701065292652,0.047115462314415095
DKK3,-0.011944735598905448,0.06165534562128423,-0.028685211906648897,0.025920013140403913,-0.04551744253113294,0.004363973766667921,0.06446190561016155,0.00939416256481598,0.03483541432465392,-0.013060780708425682,0.030641227697194406
COL16A1,0.08974941672755764,0.09315116424806874,0.03921095244252724,-0.01443997526381406,-0.017969564701025585,0.07188667657724482,0.02054423630983492,0.0780727228753904,0.07859572399168763,-0.00977130179672789,0.01212034396857415
TPH1,-0.04720662468029579,-0.024538879411108175,-0.013931309760814949,0.002710331362649525,,,0.12342762816432488,,-0.01667119350451272,0.03221235600874975,-0.0008124180202401389
TNC,0.051671028171779335,0.02131469806071937,0.04518098698808447,-0.056491259947184,0.057904688178426846,-0.06873368403342416,0.04868324399729123,0.07148123338467616,-0.03700770920475014,0.027077933470940112,-0.021764576955016924
TNFSF9,-0.025339735858264864,-0.03458237434790491,0.04694022317248802,0.03305014113939187,0.00974073381276063,-0.0065303236155894485,0.014491807729971721,0.02241589118380842,-0.04927163664599864,0.007264860367944725,-0.03032007357209497
C4A,,,,-0.011243783034103408,,-0.015684642159779435,,,,-0.0013726191583772192,0.00587856768684025
CNTN2,-0.11431549876523567,0.014948884170208837,0.015488966939824945,-0.004367878268932395,-0.00252966492351194,0.028678875083454847,0.003624088582202566,-0.02948521502022921,0.06257057053416432,0.008421893834390829,0.08793069542139974
F7,,,-0.013591042627095939,,,-0.014299328782121153,,,,-0.019587678688522788,
LUM,0.0531909012461693,0.09565519960160078,0.10654234794681366,-0.02238024120740004,0.06587659875176045,-0.08828009152603247,0.03456768037058556,0.04426720604358118,0.015889345388102185,0.052775839154590276,-0.03300717401659236
IZUMO1,-0.02421292034250401,,,,,,,,,,
BTC,,,-0.012330316786997817,,-0.028688545549939062,,0.04477498034732341,,0.07572921026228455,-0.01895537472686906,0.09143769399942962
APOC1,-0.14486101800734102,-0.09888305440668199,0.008919159129492319,0.02792989345550554,-0.0031757468655837055,0.0785325567487142,-0.15394438112583408,-0.005729302745173609,-0.023185132802765296,-0.009000973636801447,-0.049715251641097725
PKM,-0.0031366704235073835,0.05335156265617838,-0.05989770890529759,-0.05171836351753141,-0.07351868532270257,-0.0019351792861148698,0.028870068488461575,0.05508559803133684,-0.06351448793314886,-0.04359058702430314,0.011886534858285306
TNF,,-0.004761283146436408,0.08140433969754171,-0.025651887218493402,-0.02220098409432605,-0.020355296310476237,-0.055322696321434155,0.03111240790182385,-0.022878830693215835,,0.01811016183953167
GNAS,0.09106086405088346,0.019552635881781726,-0.08016750048520427,0.020559406501420182,-0.04527397823926373,-0.09538736493560313,0.009987669739459472,-0.019942397755961263,-0.026741714184290305,-0.03221725322192065,0.07703333912987083
BMP8B,-0.05869294319769415,0.07455056090303006,-0.05342768954148799,0.057869458390394174,-0.014741225241222844,0.051292497739469874,0.049252720396538094,-0.01112777518996041,0.04514653296267415,-0.026321409052987854,-0.01674502198738739
LIPH,,0.0705159457270694,-0.013931306331035407,-0.009065562799080747,,,,,0.022047633215294956,0.10379060169763944,0.04107629969180497
CCL28,,-0.018425097251746184,-0.019596115309734912,-0.013959475332400205,-0.017435756740120538,,,,,,-0.014876782392910739
PTPN11,0.01512400380309088,-0.02256948978977294,-0.06844694280275923,-0.009640212775508243,-0.017647525472923822,0.030180538971637392,0.10177512343476776,0.00070031808194232,0.03032312886709691,-0.002907378752578943,0.052768079222490175
ADAM12,0.010664117485260022,0.02219228617239685,0.10603082124092668,-0.028935972100095554,-0.016850574987850347,-0.006678113007320754,-0.043618781587073566,0.0009372227869007386,0.0033245724773920482,0.023924532032114493,-0.006528405344929705
EPO,,0.005707957616093214,0.05389223326951774,0.10631520261372399,,-0.013001501503979173,-0.05105615361601978,0.1306461918389248,-0.02649192771426275,-0.018740160417694413,-0.015820221696393338
EDN3,-0.03558666971652495,-0.02542875000688003,0.078630484142946,0.09744043439533183,-0.0511054035264204,,,-0.026181973924220895,-0.002207840422229076,0.013967326408694395,-0.028745227639415866
CCL22,,,,-0.019097899243024262,,,,,0.01079716510729432,-0.016443674956984712,-0.007659634476419731
CCL2,-0.04037637871400124,0.01329902973870124,0.06652230892328287,-0.0048893063742963755,0.009110494774295066,0.0018436338979573442,-0.0424814070619818,0.04474268291902872,-0.02478822926532182,0.025391768746712583,-0.046019495327019815
DSCAM,0.04763196134124002,-0.013673178757209536,-0.013203900247337757,-0.009662541533234767,0.037737757893477206,0.0015588506511574178,0.02949538064552433,0.012474967841771612,0.036739056238926183,0.004820869766787959,0.05275942727395048
GPHA2,,,0.029117460224669416,,,,,,,,
ANG,0.037135538111896314,-0.0017161116672282774,0.010862880143919215,-0.029072971955375355,0.05536187739380803,-0.02533789506642438,0.028373341909930693,0.002680602756471394,0.023635309846635234,0.016764073192872264,0.08965990165664849
FBLN2,0.09909695699034533,0.06341029395956388,0.013515820315190618,0.0050080130268258275,0.03654252822053619,0.038400495792475946,,0.06431181484728486,0.0107015457020842,0.0680036323462875,-0.01927194617690837
VTN,,-0.023852395721274608,0.014217753436585793,-0.015582501247763775,-0.02325001334025933,,0.023318603347767728,,-0.018628589508751847,-0.024265978381745126,-0.025800140921026473
VEGFA,0.0018880217580494658,-0.01960669402357142,-0.0773921238384704,-0.03975224389300886,0.010400895019892173,-0.07982652866848518,0.03130724167488113,0.052010069600691045,-0.04794844381262182,-0.0014206185088846308,-0.02960658307541169
F10,,,,-0.010399904904055344,-0.037647804776951406,0.010310176064696905,-0.03363199228810593,,0.007130074357186097,-0.03245674962033023,0.03178446720067479
SERPINA1,-0.006086824409423429,-0.0470009994626655,0.02316143136295568,-0.03980436462656052,-0.03589769630314824,0.04506760881137659,-0.04911366949291745,-0.01935757766450731,-0.03155039680498788,0.04110223497590585,-0.04702863983932248
VWF,0.1530722997833715,0.01993470285129014,0.09173965290498093,0.005235763188729167,0.021576771359084552,0.06862277858808387,-0.05226188330937168,0.03529128969196276,0.07748283311962231,0.026171251510756298,0.005835063869944971
GDNF,,,-0.021817434852475642,,,-0.008302800971387629,-0.04905860356825962,-0.029179078647832438,0.05236021436462164,0.0626550973254715,
VASP,0.042143570523635474,0.005770432376027263,0.058223390861235694,-0.006819560440874164,0.008730157536609879,0.044636210772320044,0.020711653594591293,0.001135408529330863,0.07460685392592324,-0.005833218302632176,0.0475048888559225
ADAM15,0.07335839606580935,0.04900274494550777,0.04308190318151332,0.033686832927917784,-0.03549714283487666,-0.017559202788183306,0.005291683485699605,0.03289879001247543,0.007123164311279994,0.06782356686043903,0.02190904926400379
WNT2,,-0.021424367201185585,-0.02436941784329986,,-0.01978217367055099,,,,-0.027208536775515206,0.010791301039988111,0.05239867148490249
CALCB,,-0.02242387903210751,,,,,,,0.032598047033918685,-0.029272945757102042,
OLFM2,-0.027562878282021332,0.11389341146465297,0.007500915050905617,0.011075350753691076,-0.032223827628645216,0.004193888292359459,-0.018715470740567404,0.0735162015756848,0.032945009412914235,0.022657269297069994,0.044919249817239874
MFAP2,0.03421079863721784,0.03166992084909302,0.0688732972249064,0.023179863527252067,0.003208261071111544,0.07830879937283702,-0.08732422911007764,-0.028292989302486492,0.09533572601668412,0.003989219180425936,0.014861112015442893
HLA-C,0.1513753410315683,0.14607274163818715,-0.0014803165550407577,0.001271029278903602,-0.02043990574753309,0.07359856061159116,0.028772743928925308,-0.019967924999455364,-0.051631756906920775,0.007205618640625357,0.02350982476136687
THBS1,-0.018774267595350034,-0.01665525238911975,0.05263166683858814,-0.0018923234041451195,-0.04052275408907417,0.0580358679644984,-0.06479312079766647,0.08489754202533459,-0.009453226466437533,0.047616408072454965,-0.08605471347014874
HSPA4,0.019464165010409987,-0.036601847821083396,-0.019755108063904948,0.04203804558682176,-0.009408647227819304,0.07426293400441193,-0.017979097657996632,-0.010318456967325038,-0.02058244345713601,-0.014590325084386705,0.012262508347130987
LMAN1,-0.07584267362506064,-0.032758167185618484,-0.008717885062404122,-0.05557992856923152,0.03045960768392084,-0.03479428356316572,0.05382035915581096,0.0011286864615347937,-0.017159184736654037,-0.05004968573053388,-0.04341867616270747
LYPD3,,,-0.02125275198902246,-0.013279517005762067,-0.023102821490206604,0.07016374796821813,-5.789883321934684e-05,-0.037170169074181664,0.03644593810191797,0.09057171732343576,-0.006288015955407419
APOE,0.07067576250854825,0.08136462428273451,-0.03629593709535526,0.034725522433783386,0.009084413516237977,0.021039517575741625,0.06983552596735364,0.044526187338692534,0.012622408845363831,0.012936007045717303,-0.06505420476212134
SOSTDC1,-0.02533974578025535,-0.02713202944520862,-0.03138355958982459,0.12545987418615645,-0.0019200464762570584,,,,0.061800900743284946,0.045959468306635755,0.02229253032598089
ANXA1,-0.06981018376296867,0.02100598699912869,0.10476938304873727,-0.01448623205509364,0.06291981012203808,0.015959289705579707,0.06700182664948384,0.08821787505417013,-0.03234167752703193,0.047450563087312075,-0.036526650630368335
WNT2B,0.04090230856531024,-0.02578090608569127,0.0053667533910437834,0.014202561457515932,-0.024275618286178545,-0.022356835668506925,0.09156152149937619,0.011786002455492627,0.021695121706321565,-0.013679883196685024,0.008652734520860673
AMH,,-0.019566340925007215,-0.025951775512565823,0.026087797541255283,-0.004841433607619302,-0.008402413876999216,-0.06788106006368773,0.021078959903013235,0.02658466078529336,0.05090056182919901,0.06768123325370413
GDF10,,-0.0209084763580276,-0.01612402062382422,0.07483852426253798,-0.009478915753162844,,0.1162877794635235,,-0.0199010515673934,0.04373967854666679,-0.002720515894264917
EFNB3,0.02555065241034451,-0.0272094928290905,0.027428009946294265,-0.04610094522273046,0.03030078269134357,-0.026659037580240418,-0.015740270871897923,0.06527158613793807,0.03775037073513059,0.026170841795182392,0.0698411687256201
LTB,0.020577607262659014,-0.002351347961905006,-0.0274584944351074,-0.016502861539279563,-0.031382853283944266,0.021340183730953213,0.0650060752012852,0.11298599464165035,0.029081123058370215,0.0171245862380952,0.0015589405376853379
ANGPT2,0.06616894360972643,-0.05013425481728844,0.112971105361174,-0.01748772929006499,0.04822017668668409,0.06108934766447426,-0.08987577817220736,-0.015268334588638795,0.05290365667992142,0.02048067340073395,0.0011065518294531397
NRTN,,,,,,,,-0.02988609201471503,,0.07168801077363318,
ADAM17,-0.017584973582854477,0.04953867281567722,-0.04092899653598032,-0.023016247920260385,0.005915931336637634,0.024087732724467483,-0.01565043710080639,-0.07481047753605388,-0.03494207055869711,0.052729003169559314,0.004440385631023058
LRPAP1,0.0006548627854000918,0.03270377209803897,-0.036993867786563835,0.002773407974875802,-0.034906500376080916,-0.003089105891855326,0.012976803015619407,-0.0016817159461821618,0.032847912448299085,0.037367909484933966,0.022517868668114043
NID1,0.057920821694540145,0.05810586416426415,0.0698798787300825,0.0009964536092618211,-0.004932556821789291,0.025163892742345675,-0.06354917816946389,0.03742395009430393,0.02596300145299652,0.047890772297244526,-0.04130852785912189
MST1,0.1020372574479196,0.004877660783285905,-0.005949733182344644,0.0017394078417961498,-0.009847041027157095,0.028650164918850994,-0.0008273058241254127,0.1387803551365456,0.040917933094674036,0.05898044625152717,0.07420849029260664
CCL14,,,,,,-0.020054874789785404,,,,,
DCN,0.1369639257449491,0.06398215643163757,0.0921407659742584,0.024210598895921656,0.03592138396334817,-0.07847430631738953,-0.03468012664085542,0.03387167146457894,0.030047080860435255,0.06544688947649367,-0.049787334896975156
IGFL2,,,,0.013269632226843645,,,,,-0.02624908964711747,,-0.031039263047603342
COL7A1,-0.029451589257943393,-0.006356074063350873,0.03422968099047341,-0.024061243731717384,-0.0099650558313368,0.054693992464622344,0.01469335589731693,0.027312246270266443,-0.0035778320329416706,0.05054575882008534,0.0332305068869765
CALR,-0.011509648021278743,0.015447996235717893,-0.019816711990663826,-0.02186965540174097,0.016658046531056618,0.010086208152083073,0.015979755467800935,0.050491228461451786,0.005621338411583584,0.005663598137906489,-0.02005109027295062
PIGA,-0.05706845140214129,0.01990250591611749,-0.005460265241517792,0.031851196041435,0.0200507401733246,-0.00031821712671111944,0.01244040989933251,0.03126922055921587,0.09323306896641428,-0.04088653441319713,0.06623808522107352
CD200,0.008712051941930664,0.008533392522573123,0.02661740227563649,-0.04082208112533583,0.03953350838217895,0.11311046173649866,0.10395077210141274,0.07020694986266506,0.09972278449156223,0.02510049734536304,0.03237289251205842
GRP,,,-0.025855236067492744,-0.017457335551147774,0.02478176172140996,,,,0.10843982674736267,0.0023713732955545153,-0.018771713644181967
CDH1,-0.0014180852786434966,,0.07324212603459808,0.032724875776322035,,,0.04285944738769905,-0.011764144883406902,-0.016885839431480705,0.003953414278579924,-0.018392049141933386
LPL,0.0016699163083053474,0.10813342856211372,0.06764128444769205,-0.035062930241156774,0.014876024024252778,0.027644850233431894,0.03345627198813475,0.06970908128286507,0.11211751909920122,0.04069329084844812,0.09975116253684879
SEMA5A,0.03721085753282163,0.09410784756559241,0.0611044223900917,-0.014652874515291006,0.04340180457860209,0.038452794798705676,-0.04936418677469416,0.013191929965851942,0.01356588882928371,-0.042237468516506255,0.06548403731400046
SEMA7A,-0.025874676677374246,-0.047504245310152016,0.05465987263697215,0.0229850406448109,0.003140188850693454,0.033356595316700904,-0.0372918580972606,-0.033430969534627125,-0.0053165516259555635,0.0738311723560735,0.06209088822440734
SEMA4G,-0.049261102930469286,0.009249573202116751,-0.016059448209788888,-0.00042173169270225494,-0.02727844002804841,-0.03821282633561447,-0.024559991010121008,0.08646253746347055,0.02199365826378732,0.031173168762756224,0.0105855768176013
SEMA3B,-0.10394293659030271,0.0676463906418229,0.029973551538429528,-0.0019600224122733327,0.012031891879487517,-0.01641790602678115,0.03576791435143845,-0.044692031978301155,0.031154993154244227,0.021757426589099932,0.01311410452650619
RPH3A,0.15332823862533837,0.09580951808557062,-0.02277147027772863,-0.017629275058853675,-0.015744500453911105,,,0.12832819957678018,0.03139226009436204,-0.024065517468493374,0.05286855390620146
JAG2,0.05033911979684308,0.014328151433128978,0.12642610301162455,0.07126935555269237,-0.032994004781301225,0.035000596256474024,-0.032283614019782185,0.007298775558731089,0.0634397987682514,5.318589883783836e-06,0.027387150318211158
CGN,0.03560197711316764,-0.0146440974757394,-0.024725318086451026,-0.014898688183912255,0.02877513346997584,,0.0313261610889199,-0.04617397413245685,0.0714683524764269,0.0008134794618043312,-0.004993229899337712
GDF15,0.02525781945514242,-0.031670326435459535,-0.03483355132654719,-0.029885575853351384,,-0.019136135780385557,-0.018343382360337834,0.03165548199627117,0.026295282139087744,-0.00463674801403761,0.05470357373419568
SEMA4F,0.02183330253632991,-0.0011642227164714934,-0.007047702615810783,0.10530138775340676,-0.008790005127531465,0.027943952564915844,0.04483602415917687,-0.009978252155921429,0.05968203089938458,-0.025041767302741956,0.041483434353909075
NXPH1,0.054790648478615304,-0.04373372175052514,0.01743403344723061,0.03416366352701476,-0.06698198093153832,,0.0463171895959191,0.2193962182797524,0.02621467442587041,-0.008155269272461017,0.08080437833713716
ARF1,0.05635623482484176,-0.03229001491428271,0.014870708115857067,0.006857326968174624,0.02563193032467759,0.059423147058107736,0.025392608460596176,0.019467454511609805,0.05241199914495487,-0.015585525413459143,-0.0020401722523002365
DSC3,,,0.04570337450890415,,,0.0006877199155434363,,,,,-0.01582022649845586
EBI3,0.07764323338059481,0.23342849993972611,0.0375688259903788,-0.009862171277694719,0.014751863897795007,-0.019441488726848973,0.04169556091054203,0.022473367063107666,0.09708055661091862,-0.0076238788109413615,0.04645842442768032
TIMP1,-0.009243281868608023,0.04821829549273769,0.10145775086214963,-0.025687132146062892,0.00020708717772259408,0.016812089490797006,-0.13129148051958822,0.06476494929606914,-0.06210001734278199,0.006025607448464916,-0.03179336016681537
SEMA3C,-0.05953562764055441,-0.01954033081120063,0.007341761846782622,0.0018758192394884004,-0.0485856390469456,-0.033982966679980055,-0.04315836475094299,-0.0013044810068113517,-0.013535456649886764,-0.04073429948552243,-0.003919787722574602
