,UKF275,ZH1007inf,ZH916T1,ZH916bulk
IGFL3,,,-0.008049957052071757,
BMP1,-0.03493141900672758,0.042517003083360934,0.03565919009897261,0.12610130158889374
NDP,-0.015348879090714227,-0.0016513199087002583,-0.005404631138999483,0.012862068564024885
TNFSF18,-0.010647509681371023,0.10048104758941133,0.011130224528892127,-0.02359244649910247
RTN4,-0.028670875080746203,-0.003992873000731876,-0.00277203670535585,-0.07030247389110454
HEBP1,0.002289299546945365,-0.02231698377749313,0.07143901155872952,0.03589258107577659
WNT7B,0.00946215647530592,-0.026131481873588193,0.05071514400593487,0.06498118649286523
PTMA,0.014556772605638289,-0.03399845405272115,-0.02881283898708325,0.08379864918193265
FASLG,,,-0.0018057979383926924,
CEACAM1,-0.016745996129576765,,0.012260185759780646,
PDAP1,0.03449074421760827,0.040045305656568844,0.002444710191953033,-0.0009882765408635403
QDPR,0.0032249765155949427,-0.02487517061270994,0.02022560687120881,-0.011412420785084807
POMC,-0.012354528249030876,-0.048742820670894346,-0.017288970370191472,-0.05648080372223635
CCL17,-0.013279517579130084,,0.024031956598641862,
VEGFD,-0.014148202783512946,,,
TNFSF13,,,0.032085727933104116,-0.025665216571858322
WNT5A,-0.018108091502061656,-0.09981093120378369,-0.0006547644489412885,0.02742710642379036
CXCL8,-0.03622213368539504,,-0.017551204999951553,-0.025424341565530927
GRN,-0.012277397012217415,-0.04206175458066278,-0.02830627120166497,-0.032872140531734116
MIA,-0.004965853860264322,-0.039081740534167436,0.09525180515098702,0.020530667655316536
COL4A4,-0.013864227203243833,,-0.057391878565786925,0.04484798113188204
TAC1,-0.013232771612575817,,0.15445077535432586,0.011406691933162915
RARRES2,0.026322920761244453,-0.025358586365988242,0.049829196041857156,0.011451067874343003
FGF7,-0.021515746775208327,-0.009877793513069779,0.013953405704787376,-0.058583775751901164
HBEGF,-0.03340803063333109,0.0002110249145543131,-0.036142104660082955,-0.03992926757426266
CSF3,,,-0.020575847013195477,0.002657444961655216
PI3,,,-0.04470447990463135,-0.006690243652109324
PCSK1N,0.006385148904397008,0.11470901206567775,0.07438545592131247,-0.04666969262333442
NTS,-0.015838267966539643,,0.09606037352372518,
SFRP1,-0.020064133172219615,-0.019908725458279635,0.028350080923493656,0.04692582172966199
CXCL13,,,,0.018542395173072695
MICA,-0.003685953219120396,0.07878585546735903,0.026182648552768965,0.0629923666056669
TG,-0.013378611417638507,-0.030419330881534052,-0.007392179805200244,-0.026970999093583536
ADA,-0.03493711042900846,-0.057392406809604654,-0.022841335830759125,-0.035459933726265026
LAMC3,0.034682975350318085,-0.0810205445679111,0.0012492225151722017,0.01203953833818146
CCL7,,,0.01618154040679463,-0.009964268599785626
NGF,,,-0.030590320539707783,0.09193166070927788
TNFSF15,,-0.02803892264044947,-0.017302914025834032,-0.018202273301823797
HMGB1,-0.02694362733067529,0.03595894186033559,-0.027215571179885416,-0.031023189031174434
ITGB3BP,0.034123541804006265,-0.06756180365377167,0.037635647276372364,0.06759387117580466
AANAT,0.010448860453945549,,0.08720170057424677,-0.018423652515771886
RELN,-0.02648939870959768,,,0.0025548586386705267
IL15,0.05027275688997783,-0.012043065692446026,0.06789807476917295,0.026253013154170612
UTS2,,-0.02200403784513425,,
BSG,-0.06815470771189583,0.015038036249189958,0.05110671592228874,-0.00032664271972761776
ADAMTS3,0.0008962023457661123,-0.020429666353249054,0.034902812812273996,-0.009079921137489816
CD34,-0.02983776534627377,-0.036109132750659155,0.004469460587004313,0.07301745035529332
CCL23,,-0.02645779416104367,,
PLAT,-0.01320306908006205,9.981111778706145e-05,-0.009237912264569667,-0.037416373917221135
LTA,-0.011587553160305459,,-0.030702804711943945,
CKLF,0.11329761512734216,-0.006284167558890428,0.07402946801429536,0.026020020102485435
CD24,-0.007589152318080708,-0.070685230928673,-0.028799274386775063,-0.03156430093921325
HSP90AA1,0.035439430302184424,0.08499507147659538,-0.02053222562099456,-0.0692613162676051
BMP4,-6.184595978059295e-05,-0.02968198485368566,0.05259305428371034,-0.01063620200357571
SCGB3A1,,-0.03265104351370467,0.06162772547729179,-0.02365894728474925
IGFBP4,0.01626862430845755,-0.04812916902607917,0.017787360495217678,0.003403700585242897
RSPO4,0.0072063747385888895,,0.03474955710689095,-0.001736338103400566
LEFTY2,-0.03318921640892202,-0.005423779379294684,0.022412698258158524,0.01539807651880516
PF4,,,0.024960251187919048,0.035931655957371335
ANGPTL2,0.02526930196295268,0.06340960508233953,0.0314604806440577,-0.050887410662279295
LRIG2,0.036278507524588915,0.08156851604904133,0.06695618450066769,0.05464095999131594
ICOSLG,0.019482617263746026,-0.010484091947015847,-0.004703120800364589,0.009542532382092819
WIF1,0.01610235142501484,,,3.2676314683344856e-05
NPPC,-0.02028690954289496,-0.02337636918660419,,0.011304141208718275
LYZ,0.009320854983896953,-0.022164785450783334,-0.03961432981712949,-0.023258077635664173
EREG,,,-0.03740581202771268,-0.020951916760046888
SPTAN1,-0.008172177393287508,-0.029433347695998528,0.06656776962573731,-0.036209079617308904
LIPC,0.06929084206280738,-0.024788246620912592,-0.007020314976360903,-0.01068074802756705
COL8A1,-0.051700885789169905,-0.02085379177423248,-0.05986863669664853,0.055117940177310004
GSTM2,0.014213969261305972,-0.04867012079569834,-0.013437380361978805,0.06077686250500473
SPX,0.030941947485664936,-0.030989861583443294,0.11798786852561065,0.04322099027489126
MFGE8,-0.04899468275800184,-0.0060417978924580925,-0.03645832035552909,0.0005720708403318369
TGFA,-0.03803627872008641,-0.0062747435234047745,0.08205287181638085,0.08443708946767611
SLIT2,0.030173070834428006,-0.03700041752506751,-0.025830461598799394,0.011680906007668612
PLTP,0.05885957035656381,-0.06458880491337071,-0.0020752761621893015,-0.0703678239874258
APOD,0.01799733927543333,0.02845529430869096,0.0327047730228467,-0.006307237640425382
B2M,0.08969784614218695,-0.007214013845138579,-0.06928109066385639,-0.032371949070799134
OMG,-0.039770135879589864,-0.06327038240052109,0.10073098692749431,-0.03810367183817155
CXCL3,0.0056677144713093595,-0.024091692691695605,0.002216883824715838,0.04417383031114998
CXCL10,0.05983173024575638,0.029329842066270356,0.027195861798885522,0.01743894297492635
RSPO3,-0.00616521449974144,,-0.021880699409557537,-0.05550175588276991
CORT,-0.038995141814607455,,,
