,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.013794950695215776,,,,,,,0.11805943841322444,-0.016423473046527987,
BMP1,0.04309690281767957,0.06098558629175725,-0.0022949729249417505,-0.01120844189070542,-0.016668015369749534,0.0753647478189391,0.06782198610053727,0.026296361324781425,-0.04984218885894746,-0.02671903237821256,-0.029371781742644706,0.0032967090054498633,-0.02799016451805027,0.08024783915217386,0.0189098363542696,0.0766732127350189
NDP,0.01568338883534257,0.006162774043794499,0.03724795323735397,-0.03726227885235355,-0.03564020915769252,-0.003577527964236951,0.0631220403230716,0.014089485824567505,-0.076913555941873,-0.050140825310525466,0.1374042419088686,-0.006959023812237072,0.03712387266181885,0.014448580714174599,0.019443816807699698,0.0014621737242175598
TNFSF18,-0.02181209653924811,-0.02656699497574084,-0.027734216443155837,,,-0.012582397291012378,0.035306913396896164,-0.011952721275850668,,-0.02670041271916361,-0.0003187028145771059,,,-0.015562931461352188,0.05195304637115783,0.0219398234820628
RTN4,0.07409355076031165,0.007654398279301605,0.0028702124238408006,-0.07060561299364446,-0.0008419849129095073,-0.009220139484888094,-0.035810747975208765,0.024117990928368537,0.013934857839332356,-0.04439290073831459,-0.06205294310389461,0.0016502751232130171,0.0057176721006503535,-0.08372902811262348,-0.07782849909694997,-0.16502441497490478
HEBP1,-0.0660972280797817,0.00954536819260114,0.017268133420307082,0.06410323862862626,0.06196987123534949,0.05022544817611142,0.002983845667866787,0.020532904977675435,-0.0035894297487928817,0.04968500521460625,-0.04429654848935062,0.04923363674999421,-0.0043009982236819665,-0.02415799990634735,0.07760929557877176,0.02383647091526663
WNT7B,0.03720775841749205,0.020343048474558954,0.05898127868721051,-0.039411580683952195,-0.0072742077397704415,-0.017078888141362734,-0.0570968748737449,-0.0171252364358537,-0.012182918188694486,0.14838729340242882,,-0.02985101175279685,0.12138997725747794,-0.000801892135531604,0.05667988437365586,-0.007024056703469355
PTMA,0.00226977990255248,-0.03735081468737464,0.0039580207655916366,0.03962027480657938,0.033175935955244616,-0.02053999712364701,-0.06274920304692042,-0.01634344832636299,0.02192155468649241,0.03452644275964627,-0.004949566542223995,0.013101412154133097,-0.010304031076799992,-0.018336734434069125,-0.003334093721129125,-0.017869220449605882
FASLG,,,,,,,,,,,,,,,-0.014244072570304932,
CEACAM1,,-0.016909164215043182,-0.013221174095439842,0.013126525413871817,0.07045104389719752,,-0.02695720859960931,-0.018798783021865405,,,-0.0310520226483315,0.01501849011409591,-0.014716203317539792,0.06889744121626803,0.06312012320897908,
PDAP1,-0.050462656058342124,0.01022696367215192,-0.01869652414107699,-0.021599774265523244,0.013866329161957874,0.020638928944309753,0.02429272770070287,-0.0386208090622223,0.02130406028115206,-0.006624932886113534,-0.015439892131760264,-0.01923432835717462,-0.04669765844935502,0.04286313209824548,-0.040331623811622995,0.011832071258665788
QDPR,0.023177243767356342,-0.042899989735067985,-0.07084444943249528,-0.02151559448402505,0.03561964923060593,-0.03878075591413163,-0.049160397041688314,0.056416544521529784,0.005018988216757935,0.0341411475366758,0.018949319160188334,0.019143747018974987,0.03537233469064191,-0.07046607106328225,0.038055269896725974,-0.051516243972521705
POMC,0.016755941174605788,-0.022722449222808756,-0.009078759824500965,0.039577496617177604,0.0005868245950784799,-0.033194901802585684,-0.00020614635927616756,-0.013868992569563431,0.06268550816934475,-0.006047426849699766,-0.05631984545784074,-0.03899141557995373,-0.010230606228867654,-0.0260060179919273,-0.051531947408176584,0.07248420640488928
CCL18,0.011930356762078915,-0.021101039294442802,,,,,,,,,,-0.021929738668835227,-0.035935993999933094,,,
CCL17,,,,-0.015238937288147372,,,,-0.014907370554338183,0.003797791495354022,,,-0.0164436159995208,-0.021243763363782014,-0.019896419403845646,0.11402188952199821,
VEGFD,-0.03295824557998981,-0.02110104599501109,0.015731778729982014,0.030549568229679063,-0.01605973200315636,,-0.02311024282399417,-0.015882542442898207,-0.011060656367153428,,0.0031376777114050856,,0.012462868711988968,-0.020984581454761536,,
TNFSF13,,-0.015923526436429435,,-0.01819469444618967,,-0.012202300536140064,,,,,,0.05178742161152926,0.013504771367646686,0.12026716713516317,0.07848431617521877,0.06767608286162345
WNT5A,0.05645350430623768,0.014692462602224827,-0.02600265134214896,-0.05479986319502979,-0.00933195191855396,0.058642648687993584,0.05504673547784236,0.055234361293771156,0.010817792630102345,0.07279917377217608,0.03385432676010011,-0.03745471765910195,0.015494832175578184,-0.020640730697831573,-0.005134738437294132,0.03750591354089149
CXCL8,-0.0035303424217965618,0.06839788790645626,-0.017731184117393724,0.09451325438848858,-0.04520025298285734,-0.017356981081750166,0.031987760351569625,-0.019388577559464684,0.01716625660151618,,-0.09210319334281969,0.019936720899698605,-0.02104252203609814,-0.028248578440088646,-0.02872868975818131,-6.0419639389455165e-05
GRN,0.005391041313714644,-0.03990024232879632,-0.018949667530486502,-0.07702063975019299,0.003631633339483146,0.05859626201906209,0.07913737774660186,0.028921025150709875,-0.04438153262696995,0.016898203277099125,-0.028877109231379292,0.03749829233504491,-0.04848410509680214,0.08983126328694602,0.05366754177287755,-0.04916630496798673
MIA,-0.0018320381124801244,-0.04204056379067202,-0.016840958305931335,0.019783843761171732,0.019242651049226386,-0.022064112719819323,-0.02044895472620111,0.00891044615711266,-0.012579167265095337,-0.05217155469324249,0.027684853478611448,-0.002274220552868457,0.04729551745999965,0.13212579510588607,0.026331107515938083,0.12058215069643205
COL4A4,-0.033178226081042136,-0.025342176751619067,0.11021516592169146,-0.01429981560556614,0.010194012188720824,-0.011609949857425184,-0.013593899977614229,0.0025874388375611585,-0.02113200061737335,,-0.03305481958691922,0.016406123708732515,0.028722479272965527,-0.030648825764046306,0.018533224684366082,0.05447409940828262
TAC1,-0.04155314155997788,0.017436337743963547,0.06834410364811347,-0.0409252936638153,-0.03587260101920757,-0.04223620014267499,-0.02276593612369814,0.08725146450072649,-0.03293724821968152,,,,,,-0.01697236472786764,-0.07594368090256765
RARRES2,0.03537820807911035,-0.05601387873679352,-0.005134488578807286,-0.004957258805422887,0.04291821243472332,0.022992398715164262,0.031547311074323486,0.019846634668034793,-0.0006062582787800976,0.007925943772739242,0.06923731963280608,-0.021108969093569987,-0.040789847448105425,0.013659249166823904,0.01628139233666463,0.06342021541171003
FGF7,0.013248641329469506,,-0.021373544172825193,0.024910882176221148,-0.030749716166737242,-0.009899809098580892,0.015365949979385087,-0.0007060841230948883,-0.02756341078244598,0.08010990860265252,-0.010393457875359108,-0.05694861956040002,0.05033086208471319,-0.005988852688348926,0.03432462033770383,0.08377247803353904
EFNA2,,,,,,,,,,,,,-0.013986766399711194,,,
HBEGF,0.0582237666418734,-0.00452136265563389,-0.02857307065711096,0.06620624120780154,0.03787602707696934,0.028172376364320684,0.03212780422702714,-0.04914630371557722,-0.028404826075420546,-0.01129175714705359,-0.01726536168138953,0.08248774898773863,0.04632241709728759,0.02356824129104898,0.003795899944361829,0.07694304068739023
CSF3,0.1660016723510897,,,0.14769663420077012,0.05932615086182666,,-0.014382084526232259,,,,,-0.008269072592525056,-0.02613395185870097,,0.10712655752385275,-0.03384162318580647
PI3,0.06859246015027118,-0.02219918299458597,,0.032614662402486436,-0.004231845430390682,,-0.016194416999506724,,,,,-0.03594556853096379,-0.09685808595401488,0.043195637772141464,-0.029532909661175295,-0.002320661895454581
PCSK1N,0.03778128064103264,-0.00865365928253658,0.08034084633818948,-0.07913772558017163,-0.009514738216865756,0.030769187830335686,0.004792791793645766,-0.01511208444268394,-0.017908291677086345,-0.02198115463156001,0.02778359629971844,-0.0388948215944963,-0.019982625980614184,0.029565327467867324,0.016251060976681886,-0.09719972226061639
NTS,,,,,-0.03712111619093209,-0.01417311090036517,-0.01767731192331572,-0.017779782142626422,0.04641641819662428,,,0.005787077339813451,-0.017040220681367797,,-0.02012926799741934,
SFRP1,-0.005503504285090458,-0.05283560790460007,-0.02701832243035889,-0.0230154962258399,-0.018321373042155777,0.021411589771038433,-0.0050731039426495095,-0.015184239385147973,0.00393972871157324,-0.03658160950748566,0.06771107671708795,0.03656092438754341,-0.014626023135496477,-0.05747967677633663,-0.01966151480548983,-0.02709631663942069
CXCL13,,,-0.031969933249807535,,-0.018156714659398242,,,,,,,-0.00031994758340016954,-0.022716947078060976,,,0.019638475216512196
MICA,-0.02900859023575965,0.03443923261132091,-0.010946618380184864,0.023176121828285275,0.010178361161628355,-0.03008289277224651,0.04103154563998165,-0.042436748120774914,-0.011253017397946326,0.024708763812628716,-0.02402504981533759,0.059478150215295504,-0.0423950307212818,0.020995486445823462,0.07897944744219908,0.03860563038155154
TG,-0.02644832088314247,-0.012084352308152404,-0.017978132910721777,-0.024837366870415822,0.08410610159659894,-0.016359506199201027,-0.017357889287178175,-0.015018611686517443,-0.010912633959839983,-0.034217825653678854,0.01845440731872529,-0.021849454523746363,-0.02098689454512908,,0.09176718808041506,-0.0005637806734509561
ADA,-0.006836238369721794,-0.03400974749510038,-0.03714042893653411,-0.017979730033028427,0.032866895232902496,-0.03195990233030767,0.08124577749518647,-0.0149541256574929,-0.017722995145387294,0.014917634008335396,0.0420779721385753,0.07950676107683256,0.10766564867507525,0.07640504342655466,0.02832133456584044,0.013706675928461039
LAMC3,0.06152102228878007,0.011708580684851191,0.02067151372842593,0.022712474428299222,-0.05403622693811399,-0.034856643970127096,0.146859197695749,-0.04440222648282062,0.04697297199612995,-0.03110944131494768,-0.02510316858338084,0.0657755813624448,0.015250298242561673,0.10991468383689555,0.020336755145989236,0.006427192802319157
CCL7,,-0.013422043559909122,,-0.01795737656392171,-0.02407245141665946,,,,,,,-0.024645190119568148,,,-0.014244067505282745,-0.030704464857457328
NGF,-0.019114904052742732,-0.02304498226594539,,-0.004326588310802477,-0.02569483639460638,-0.01561135681210057,,,,,-0.0449758777726596,0.04791257308284192,0.10428331249706539,,0.025597748605190287,0.048539948650821986
TNFSF15,0.07716131918141483,,,0.009250164469079622,-0.017823161340894244,0.020310084960976724,,,,0.08936746225566816,-0.04750182521916305,-0.024026292950410373,,,0.05945600640091287,-0.008473863863382771
HMGB1,0.04793128184454921,-0.02903344054635661,0.021871126712739355,-0.07235519631235567,0.025869378572057507,-0.01835240477135918,-0.0018812121560496961,0.033609181193895124,-0.006744870202146144,0.004715666167346661,-0.11645808428829725,-0.013518429264879946,-0.04599611760763217,-0.05749975380777782,-0.027117130753265124,-0.09048241461001416
ITGB3BP,0.012162309313801302,-0.004263061712145149,-0.009304196090298181,0.026266280412273264,-0.0020905509529568263,-0.007116341341782748,0.03813633051010341,-0.0015273317156481463,-0.06665873319979722,0.07016204374045404,0.008759661625194336,-0.009713297256426837,-0.0035996836500557013,-0.030723383942328666,-0.005651970171142257,0.0667342086942094
AANAT,0.018615957394271146,0.04939252761596953,,-0.002385951220327566,-0.01605973429577361,,-0.012973029449490508,-0.013506325258725025,-0.012579167964780737,,,-0.021620785743138006,0.023845729240602274,-0.024611232484077133,-0.01507081742923049,-0.02747482950496323
RELN,-0.032958228473296304,-0.007137951948707976,0.052238900702822125,0.0072180736429039525,-0.024902306572034204,-0.0075718445368365955,-0.02694477821609245,0.030681165381827996,0.0012410654872530896,,0.06092332162900449,,,-0.03077786376692648,,-0.05725119079053144
IL15,0.040143360997916495,0.03312119941962001,-0.02290386627885976,-0.0025410839335663097,0.026568559188363074,-0.01348804319623582,0.015177634581704178,0.06692086096816273,0.053285197743554974,0.020674446155855026,-0.04822006004978997,-0.006140518263066331,-0.03412483489708362,0.10550679330185057,0.01862253663028076,0.00428715911696447
UTS2,,,,,,,-0.04279340945211305,,,-0.04435229360460031,,0.07373364721825791,,,,
BSG,-0.08374516542782158,-0.031673706202096606,0.036720951013953645,0.03386511299812276,-0.02634378768358978,-0.0713484125901678,0.05067092765546541,-0.020195065558172,0.010696069161637881,-0.016408741401815224,0.03584671656188502,0.0631584551630852,-0.011197019151263664,0.10496037479983768,-0.03574003746245264,0.0073722743113250055
