,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.014860835969869077,,,,,,-0.017312737219089616,,-0.019010181661218893,
BMP1,0.060181871384999655,-0.01234452806201079,-0.045750224695987954,-0.03836823154291371,0.054394489179811226,-0.05393830874860078,0.0339091594823606,0.046235255251106125,0.016456393465532102,-0.015215831751800257,-0.009993590775488332,-0.024803325349812836,0.11333196601067541,-0.005597421781014464
NDP,0.07011459151952024,0.02067298799749415,-0.002638600673707074,-0.042042955536635375,-0.004699380854008162,-0.017095652548294107,0.012597089169402647,-0.034513036419348,-0.03430639016246352,0.026761495017860404,0.03869731234979534,0.08176837855873269,-0.025760210139360053,-0.029135750688196037
TNFSF18,-0.010207893059083992,,,-0.01855280048190742,0.04725765980953808,-0.01796889859032419,,,,,-0.01785432030628955,,0.033582928125101524,-0.026534195814522387
RTN4,0.0017605427769927416,-0.029382622246803096,0.09174195276015862,0.02135561198784575,0.004526935793097505,-0.006968976439686598,0.020398462416366694,-0.00187707614502853,-0.0034788665060223314,0.016782273947307896,-0.007265912065625279,0.06261542921037606,-0.049955400047800906,0.056409855001658245
HEBP1,-0.06709343026117598,-0.021484088925281836,-0.030558889908431527,-0.012941014375242942,0.0019795122334284603,-0.006251559205031385,-0.014147236430858651,0.005887758842062753,-0.07149890369178397,-0.019719745487482693,-0.012405103315120897,0.035936936763347124,0.0525775375060984,0.014597988085260421
WNT7B,0.006795983453998882,-0.024950393758942452,-0.010316059055695796,0.04976144197183428,0.03332284438770848,0.007938364470786287,-0.01057879907960987,,-0.041760565441836726,0.011235842942337846,-0.037334828137381044,0.016496146655116544,0.022667238282317856,0.00895921303812407
PTMA,0.09006027864956691,0.01198966907212764,-0.11049657903406493,-0.042034100276028954,-0.023373533733907416,-0.003748032155697122,-0.052471235330073036,0.0001786631837965802,0.029182632906280575,-0.04021936262547939,0.015983332782944087,0.050832891567580314,0.07098694441620393,-0.02444975402208157
FASLG,,,,,,,,,,,,,-0.01648752406935796,
CEACAM1,-0.020954411905101087,-0.02881055162356205,0.1599931854863274,,-0.02904009329611249,0.10151841554820137,,,-0.023400504526110106,0.02891008421851151,-0.025654794263868737,-0.02086818014591664,-0.004861127285401674,
PDAP1,-0.0035441474967615365,0.08705469505113372,-0.06467513849273322,-0.058380811582673484,-0.03336156739386713,-0.025466930317733092,-0.023267737163067043,-0.020914689294493576,0.06785405926773044,0.004627491974623553,0.07331803505909486,0.03542638469880602,-0.04626112771785352,0.019548287850662906
QDPR,0.02482520982616631,-0.014357381938932797,0.10677665862672056,-0.02331500715246202,-0.016017182297374935,0.05092391827219139,-0.020345030209721077,-0.04117905005865326,-0.07727294517342687,0.021704458906988765,0.05936031047606751,-0.025303440097633155,-0.0191921952329159,0.06791367221319308
POMC,0.01529954877885398,-0.02682955461745613,-0.004138017719123942,-0.048946029593246884,-0.016531061662478704,-0.020849688977183055,0.01263349000734905,-0.022654197966034146,-0.04084353014259142,-0.009304020864146216,-0.05548608100936929,-0.034137601357055895,-0.006261253310997101,0.0710629783753317
CCL18,0.026144221045981738,,,,,,,0.00918235077559316,0.10277566949648746,0.030205352722632074,,-0.006762104584034683,,
CCL17,,-0.01669895206206085,,,,0.001934366625278627,-0.013093587727412856,,-0.016601525345019016,-0.02497000279939607,-0.022825843952773525,,-0.014944088696452555,
VEGFD,0.02826517662253181,-0.01860447665774417,-0.013932176624481828,,-0.024895886576117215,-0.0011389313743046124,-0.0096043049443856,-0.019823603382357023,,-0.017297483112711107,-0.002857035229661449,,,
TNFSF13,-0.01973297601745816,0.06267941616763628,,-0.017992346134944177,,,,,-0.005243030248077347,0.09660391989589905,0.16788079018807767,-0.023433567665524926,-0.024350145198467593,0.006864570984230586
WNT5A,-0.031180042463682733,-0.010069907809258503,-0.02296247373861647,-0.017097280791886944,0.06518244612902782,0.026910858529222214,0.007997565813651731,0.012747457117894118,0.0022754250471395407,-0.022605291772744195,-0.033581942750066075,0.029441941575919228,-0.003809166394093562,-0.04190564987274011
CXCL8,-0.03951153624561103,0.018792401485753635,-0.06207352445913858,-0.02559294540858063,-0.049502616499646886,-0.014959721633375833,0.022478013287203676,0.022223689242108942,0.0313713178822872,0.005345510075795208,-0.032407722730076624,-0.05655736160897302,0.04347614671286399,-0.04050663819677227
GRN,-0.029096341385434932,-0.013239287148063114,-0.0801358917930993,-0.052634677064981955,0.058592176048486634,0.05110707265829265,-0.014175217504489846,0.004277365570540971,0.04157396492450055,0.04235548799069122,-0.014670056194734882,-0.02788428673999332,0.04978482804282148,0.04618229297567196
MIA,-0.03640812440891239,-0.027135922428848415,-0.023988177547232006,0.036349258918495234,-0.0036218051216053843,-0.02408612778038711,-0.010922874226450758,,-0.08007556691419664,-0.038418975157646224,-0.012902868248121426,0.0091196920654606,0.05722271226287606,-0.0008555207098755993
COL4A4,0.05588733856947756,-0.011818282825173814,-0.06782588006031352,0.025980455603261773,-0.014644250800272403,-0.02339747979606664,0.07330420451280277,,-0.012769267680108859,-0.027695975079101983,0.008658733304554416,0.028415629722051746,-0.006571585428539131,-0.02621286115913931
TAC1,0.03275763406161217,0.03056477833543045,0.11964689278163995,0.05301068124818856,0.044050013246961214,0.007660641498797002,0.06066904919174659,0.019692536415994746,,,,0.04659120025770156,0.021917276143670443,0.05991147209999462
RARRES2,0.07710041694023313,0.030301638493571332,-0.10985160022406196,-0.003168361478509676,-0.03320884298062614,0.08986728953119737,0.024200704562271066,0.029584367939073382,0.054507092465329816,0.004782064086050509,-0.009826325310330904,-0.018884766188526487,-0.06689755323435075,-0.04772543615638808
FGF7,,-0.0004970183808255815,0.21323136362920225,-0.01854508151323582,-0.032696829301900585,0.050506532526359484,-0.0008481765139504657,0.06325279242569781,0.001386459998428085,-0.02477658747984157,-0.025884921047852675,0.030444291689037326,-0.007339711927587958,0.08764874291733551
EFNA2,,,,,,,,,,-0.01644010009783458,,,,
HBEGF,-0.06666397528525503,0.032619321599573516,-0.044749503261035016,-0.012352168211228618,0.02471869976762082,0.03228086925475234,-0.024664775982981262,-0.01833593667399068,-0.07053923754441785,0.0018356515676467692,0.057626583569471326,-0.029573957278865276,-0.036482136588385304,0.0510113482453573
CSF3,,0.023866680121174134,-0.005430501156902766,,-0.01549333547986173,,,,0.002791355195882933,-0.03128845708612685,,-0.003373517538484284,-0.015733819999579794,0.03408181588665066
PI3,-0.027509983255791685,-0.01756227770033954,-0.042738304064560036,,-0.017445700240218538,,,,0.001833242952759622,0.040132508373169125,-0.01939427724892421,-0.03279056604606026,-0.03418436380982143,-0.02537819849229012
PCSK1N,0.00533489140196162,-0.04513447440234159,0.007758730102133224,0.05484862425948466,0.012870590646608704,-0.005421183770196202,0.054193594291684355,-0.0004905971673949347,0.0689352133423674,-0.01742848025050999,-0.034803291849592514,0.008282095953089706,-0.05387894478714026,0.09903596095324353
NTS,,,-0.04667109116326571,0.015259509353749416,-0.01904317301922018,0.005180217925875397,-0.03630072201933282,-0.017847610922688894,-0.01581278134573232,-0.020029142239528796,,0.057424770221564954,-0.023299641936526828,
SFRP1,-0.03746852206293356,-0.014570481148602692,0.00749656848951749,0.020398056228138436,0.03288973294191386,0.039800379593884924,0.03113642804017864,-0.010463266256345485,0.023743842824236985,0.008047416106783407,-0.0252693628192971,0.005677294645651279,-0.022758217286210566,0.041366351242169114
CXCL13,,,-0.015751355969410803,,,,,,-0.037290429714523184,-0.042239303731535935,,0.06308391251176401,,-0.0162963891287931
MICA,-0.000576069703148833,-0.03289626139124674,-0.03769572758094015,0.000648888241129789,-0.009843669294801021,0.0170003846340531,0.004969417437992621,-0.020493915404626698,-0.006906941067607985,0.010065598237882348,-0.029124011338315797,-0.036312948866089656,0.09224662489270775,-0.008815799105256211
TG,0.041789526358840486,0.0030271359636065147,-0.00920473338412198,-0.02412216428049886,-0.018699069766835996,0.027493666915801688,-0.009475772577837969,,-0.022059276564314462,-0.02466807818222694,,0.07849889998802768,0.012673487586308908,0.04850512798076229
ADA,-0.028183329486333886,0.07004739838130886,-0.01286551134991465,-0.038428921559290834,0.03737218499753809,-0.022180088149586052,0.06042454888482321,0.026666484479291874,-0.009325315272893046,0.048756111530805085,0.0033601666475931704,-0.014893916026940606,0.1034069855073769,-0.0178813707001941
LAMC3,0.0008642724382240026,-0.012215826690018203,-0.020518557937989852,0.0010668920670658525,0.057597736324775356,-0.029938490344818932,-0.02731119920159276,0.050810361429304875,-0.007219877808804783,-0.01206244944215912,0.05236123823456148,-0.004927622983854424,0.09380217159767551,0.05298726776403761
CCL7,-0.016633053283161746,-0.01136832393860032,-0.020883389888152665,,,,,,-0.02488185983026763,,,,-0.0164875182065912,0.0025492243753027634
