,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916bulk,ZH916inf
IGFL3,,,,,-0.029538258845691025,,,,,,
BMP1,0.003010182399089983,-0.0035869536652957603,-0.07557980670396804,-0.07553500344357028,-0.2053783537619527,-0.05340787580380946,-0.003478235469473227,-0.08025360684630392,-0.046859720516690136,0.02313832821694529,-0.021253374219549478
NDP,0.03353728553332422,-0.024307067872073176,0.055127660671159415,-0.020943869043494986,-0.06084121150208279,0.02339987751391777,-0.04770434209138013,-0.07796838136491265,-0.0058718620062458236,0.055355653678835506,0.07659765999459699
TNFSF18,-0.0021934683991067954,,,-0.0038740672985659633,-0.04386342762302063,-0.018888984386960045,,,,-0.01960893705492948,
IL36G,,,,,,,,,-0.01508290784267543,,
RTN4,0.04286013955095796,-0.016465806837430368,0.14429192339903152,0.12391732149026258,0.23949472757697685,0.0014785700611985627,0.019378124709187906,0.1679170007315559,0.07621711421849424,0.062308625991679224,0.049701252088109465
HEBP1,-0.01641697683022012,0.03688403030261514,-0.03198883969282481,-0.028894515238220064,-0.06003321168353079,-0.017287963482270078,-0.007701166257694533,-0.08300559834928062,-0.00260499009336562,-0.01613739238056251,-0.024685496777362034
WNT7B,-0.008315129462360729,-0.009203082414920637,0.08944649015573013,0.04968570407248245,0.20325632009229877,-0.00437296240238857,0.009139726855047802,,0.06286102951923513,-0.017654499796595627,0.06071154204435324
PTMA,0.06358173871508314,-0.11125647728477286,-0.10969214686753016,-0.10878386579030273,0.08134689918911486,0.03160491431768009,0.018236908587403348,-0.22889054796010463,-0.028227290965954086,-0.04917000936049148,-0.01985636934020989
CEACAM1,0.034693360924032184,0.009348756643326083,-0.017734498835200597,,-0.05772177247786045,0.008894965351863168,,,,,
PDAP1,-0.009513653361653334,0.0006186918198709468,-0.07716747120988314,-0.045869009405489033,-0.18015836224969708,-0.0069370443897966575,0.01125786731077061,-0.008292842866392125,-0.012147311306876567,0.11504847941811482,0.036027086586584225
QDPR,0.008433594108950926,-0.015603007337204895,0.09717184779426044,0.093667508376643,0.10416233989927562,0.056718488075627106,0.01640632878130748,-0.21349752809010752,0.005417152425925733,0.012121297618679467,-0.10016895743498601
POMC,0.01646917128730482,0.014370686586547768,0.06016866624803855,-0.004042887245833519,-0.013540162850625051,-0.02191728377692838,0.033880145023925695,-0.053001250176741815,0.03466984968280296,0.033181899425560483,-0.0033456556188313433
CCL18,-0.013871354533279758,,,,,,,-0.0484207801985532,,,
CCL17,,0.0042125885995779,,,,0.11706971866424744,-0.015983165187788,,-0.013778664517892473,,
VEGFD,0.0020485189935025763,0.017998992129732095,-0.015988442469385956,,-0.033495084765206795,0.03069544468902006,-0.01172384495646064,0.011187274098117895,0.031669176636472424,,
TNFSF13,0.017655011907448052,-0.010351962046143392,,-0.004024994800874638,,,,,,-0.02580674699592576,
WNT5A,0.004840915711188841,0.03812465598187611,-0.07371814520548506,-0.0751729117639513,-0.12711984131838405,0.010530485797837705,0.031388015000850096,0.08968764288119968,-0.04615944886235822,-0.06312313630952021,-0.021922130446580923
CXCL8,0.017790975778249687,0.01254437253866443,-0.11467986600188927,0.03838841356283763,-0.042799915455502,-0.0009035915575323127,-0.010917754193182288,-0.08251561148085096,-0.04439878336128779,-0.09784032441566749,-0.01292951097493356
GRN,-0.04162457615734499,-0.007054292982777405,-0.03426813978755355,-0.06519442355061343,-0.195404875858546,0.0497646485626012,0.026540078049765294,-0.14917552511786977,-0.002276343965181677,-0.016027702878523554,0.036945149454285536
MIA,-0.019434499095632767,-0.03160114002803128,-0.006825047563529097,-0.04096970186965251,-0.07399453754927396,0.03716466457433295,0.00798907559588281,,-0.020224112728808585,-0.01175359458220344,
COL4A4,-0.0022022101990137755,-0.018098847962994682,-0.02528972620158883,-0.03359773666884121,-0.00309498773875838,0.019891107179960083,0.056689332029851,,-0.01961813964329266,-0.015185928559900108,
TAC1,0.08417240464865401,0.018212521177604826,0.1671834860341227,0.15513994555529018,0.21736763609211118,0.04730781623100606,-0.05130563629011344,0.1673155327023354,0.03347651673845972,0.07711164360206887,0.22945723136554896
RARRES2,-0.02956546220248959,-0.030280569241504605,-0.10597986539842247,-0.05660956578484381,-0.23795238034493646,0.10119665726800953,0.02418570066293655,0.013332549320335124,-0.03214231845750083,-0.08567413496611191,0.15314383704536916
FGF7,,0.02043699607414542,0.07777089340231962,-0.012616523963388688,-0.040065427636112816,0.03838680305481512,0.00877620694781496,-0.003870168763742574,0.10457839311281071,0.0408879377129758,-0.08762238758179938
HBEGF,0.008735444850923715,-0.03296508271245855,-0.09120307568183604,-0.03378277328044409,-0.10010510590169043,-0.06470976832924685,0.07571344180557081,-0.0983630600096168,0.012679867625372442,-0.04340081084866237,0.03234286069335672
CSF3,,-0.017887846450876467,-0.05283564533168043,,0.037646283852056914,,,,,-0.05587109360343908,
PI3,-0.04763856902348019,-0.011189374005147596,-0.023595003431833753,,-0.03467608487737377,,,,,-0.11978907823280842,
PCSK1N,0.02323831926937434,0.0692663559677961,0.08816780943818624,0.10212962130823723,0.08123774293224517,-0.04462471026063184,-0.0031812616339449646,0.2231026842212414,0.020233583869698767,0.09488665295138236,0.11619188257880336
NTS,,,-0.06593057769269457,-0.031838937267154595,-0.016401516754849087,0.002725264940541134,0.03595858380435166,-0.032602658158266414,,,
SFRP1,0.04660504344833812,-0.013094781234589329,0.09282352020834475,-0.004462811103900915,-0.026698190164201396,-0.016837654175877063,0.09171246914461362,-0.05126684044463969,-0.001603325755140745,-0.06970368777019587,-4.221097337773022e-05
CXCL13,,,0.013550379365818757,,,,,,,-0.045319046381552805,
MICA,0.013405027351350088,-0.028315211402112343,-0.04556876577688964,0.008235862642316082,-0.07548432037323663,0.047472694847878624,0.04497767571299773,-0.055082823767751886,0.00023468977849437473,-0.05277059328678196,-0.03611069472071772
TG,-0.028973829726118016,-0.014131343613881296,-0.009844931499248323,0.0725099961791259,0.0490748010407454,0.15809475678608964,-0.01156694723757133,,-0.020697498315930582,-0.00023259489806060407,
ADA,-0.05314465512009265,0.03751003590728135,-0.029722415488245984,0.004823137942096298,-0.15315623792078048,-0.02633662174087015,-0.018785652528331823,-0.12802444473399818,0.014513128136857435,-0.00918495590778848,0.05682242718956551
LAMC3,0.01800798711115883,0.02597918673976145,0.06117272043005154,-0.019968571302649774,-0.1260738897570956,-0.016356999027580997,-0.026145796452809136,-0.03941089680510292,0.006538106433219292,0.06230564552033651,-0.007227805314890585
CCL7,-0.02880317481597542,-0.010216938854774352,0.018341392633526993,,,,,,,-0.030254369121859324,
NGF,0.0036539164958726243,-0.023409616444992704,-0.0058581624108539005,0.01887385390811944,,,,0.06954849263287338,,0.011665364819579792,
TNFSF15,,-0.011377061118869502,0.0027582377107020477,-0.04827522734566266,,,,,,-0.023277719501360105,
HMGB1,0.032721691708661925,0.040276958604475104,-0.038615197125856676,-0.061450302007441754,-0.17063971893894606,-0.03432579305561619,-0.030431537769004587,-0.12819415527060785,0.022162959599788083,-0.001850853348975961,-0.038337101566056075
ITGB3BP,-0.028831899706773464,0.019852190392481348,0.03388385984070299,0.0013503882117323262,-0.14853455851599287,-0.05279412570618152,-0.0010692732615675176,0.014018153982525611,-0.03418894692607238,0.02638463611662268,0.04729879004874728
AANAT,0.0032733297349298476,-0.010351963150988597,-0.02848824234209573,,0.015138417566050558,-0.021344157623143796,-0.01333340536085386,-0.030651313599546075,-0.018482760507256186,-0.03411482094070234,
RELN,-0.017712643542040104,0.04627881489886282,0.03349875237533135,-0.05022035047281487,0.14569024928237795,-0.028470889483007085,-0.008617018503948958,-0.010492149595782806,-0.0041469656225073415,0.17326266550853642,0.052991323579455185
IL15,-0.0006735045965565757,-0.018238971163609622,0.015640304772651055,0.10235257408964041,-0.06677733601789268,-0.011564073850537033,-0.028657857738673142,0.03691283881579163,-0.017141906111185802,0.03349493841726105,
UTS2,,,,,-0.09163083168717223,,,,,,
BSG,0.07602371098289631,0.029920565141653466,-0.06405695459204792,0.03570772067874742,0.049531752987116,-0.08202923491855894,0.018052233451428795,0.19005761215440317,-0.030013158750584065,-0.044659177503076165,0.08647867142340217
ADAMTS3,0.049039183361904985,0.04603293817024868,-0.04722840272509949,0.030056155663416094,-0.16510092327529913,-0.04094810782055378,-0.027127526001669892,0.10067907023563787,0.04610275960032622,0.03249785835554298,
CD34,0.026459177225233353,0.09505118647469331,0.05493982127147224,-0.03733595641293603,-0.0753610288447876,-0.03575912578146191,-0.02494643940030186,-0.022633362801917693,-0.020057670681196235,0.030548497237093953,0.013366308313915266
CCL23,,,,,-0.03160733077475992,,,,,,
PLAT,0.05689103323761641,0.06984649920992238,0.031314815681529266,-0.05648825696863326,-0.14406104284841675,-0.08882959791772177,-0.0046807440375860555,-0.0050974837235594804,-0.026278929691774457,-0.05030120152624432,-0.05912819697077548
NTF3,,,,,,,0.03323358901172116,,,,
LTA,,0.07367969054098115,,,,0.032469072342248446,,,-0.017141908227190694,,
CKLF,0.019295365089479606,0.06563379663220346,-0.0420974926335687,-0.06149778889464135,-0.19101025368232102,0.050246710603487704,0.02785218840180048,-0.09295445241931381,-0.01725528497651096,0.014578534495677866,-0.032907924380134165
CD24,-0.023267979233266147,-0.04858907421282085,0.017910673290771874,0.04216307004110498,-0.02151186116448026,0.08104434920907978,0.060963688795338845,-0.02468593790300875,0.008006139902622701,-0.042424469399491814,0.08067638480577473
HSP90AA1,-0.0031993021496477102,-0.033927514306701205,0.13880276088416485,0.1632977064513077,0.17927545224822183,0.08271331962694832,-0.0056038337237063265,0.25197302452188763,0.05392047878403924,0.05124979614330188,0.032134516963883454
BMP4,-0.000314741480269186,0.012541372712259961,0.002816285789922222,-0.04284741016441868,-0.004128526322069954,-0.022217386754733157,-0.017637570317531468,0.09615473332487674,-0.014606676301709181,0.0532927710372335,
SCGB3A1,-0.028803171935696422,,-0.011638771668540403,-0.017308423746348733,,,-0.011246857831777592,0.01877823955249717,0.044843470969027376,0.01683702044810513,
IGFBP4,0.01709236355820726,-0.006927847155812286,-0.09231925993959221,-0.08936345957364848,-0.11449964875138585,-0.00775318129762855,-0.00037772737212645325,-0.032845181238331016,-0.04651353519490661,-0.009465330236030682,0.019028009338462343
RSPO4,,-0.020043855952795196,-0.029754859074391106,,,-0.02390863331371143,-0.011246856186670214,,-0.023778525393078447,-0.00745628128588728,
LEFTY2,0.046123666639093286,-0.029259148452292043,0.009807027390629802,-0.036988720560823744,-0.1097255852005324,-0.011555059696635396,-0.012332315360757299,-0.00045371810815508014,0.07732155443009663,-0.03680080837430676,
PF4,-0.006261052916155348,-0.008914077865092976,,,,,,,,0.062778872880719,
ANGPTL2,0.05363110362537301,0.07731919500844948,-0.014102371564028911,-0.10292864385418095,-0.14466600854921338,-0.04298927706724788,-0.020794018241533832,-0.14617558707350656,-0.0680587697751221,-0.007209970780029831,-0.003778470091028085
LRIG2,-0.009327145908167045,0.01919828007509242,0.07479589183435008,-0.03593553879030685,-0.1065976728017074,-0.03973405413952883,-0.0519322373846453,0.03396675057495403,0.004433825381762169,-0.03827347978158361,0.0186502833843449
