,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
MIA,-0.007255280575545045,-0.024792621552100914,0.0318813858247179,0.013140697870706744,,0.020188675549877657,-0.054508444044670264,0.020711475888861207,0.106992313534007,0.004660437597299844,-0.012331688247707605,,-0.0578408892996977,0.06228697560782102,
COL4A4,-0.016523432070529444,-0.012656172543432032,-0.018671160101691314,-0.01922495881621812,,-0.022705362861080283,,-0.04124633234316844,-0.010849658507697707,0.007326073186830075,0.014255636499156071,,0.019868170060078152,-0.019447041237081165,
TAC1,-0.08665674698218681,-0.022551872996779486,0.005341439905920952,-0.029154331633332125,-0.008770227926384745,-0.040238654819363506,,,,,-0.016445946921545784,-0.061888628917964456,0.04055758858528531,-0.012249472850818708,0.0026963625493434977
RARRES2,0.08218003620601329,-0.025008926047811283,-0.030519147791037652,0.05563601363956656,-0.043376508796747565,0.05600642365234425,-0.0073669822283823835,-0.06403502707419209,-0.021497620428343144,0.021403874345761274,0.010339300538867127,0.04165051612820283,0.01539543830787138,-0.0335450072783809,0.03540486702380334
FGF7,0.011295599987906284,-0.0360681647413179,0.004813631530571325,-0.006551355702935668,0.05749416633056537,0.11891257212796935,-0.026798129276424738,-0.09998849014626163,-0.04678935286015449,-0.0072186671569707175,0.02758252110309477,0.05849093785481672,-0.003571036447127603,-0.009230842811333465,0.0294367178666053
EFNA2,,,,,,,,,-0.015860279202945624,,,,,,
HBEGF,0.046841363091578096,-0.06530346124835083,-0.01725144955178499,-0.02584145350785415,0.0009279004888112466,-0.023305156882447282,0.01700559351855533,-0.02572558774553563,0.03932570524142049,0.0014050256911018004,0.02289365910428823,-0.01995185375494573,0.033080292446178425,0.04797497852056896,-0.0582475182318484
CSF3,,-0.013389986949879328,,,,,,,0.023378395570832107,,-0.02415465152395437,0.04039215097470763,-0.019910467554723706,0.0892397887226934,
PI3,,-0.015077302034262644,,,,,,,-0.07207189552235682,-0.03438686452532217,0.02240369563169049,,0.07054289748601118,0.011436618141561869,
PCSK1N,-0.054292630211700034,-0.10014047467222027,0.045887138523933016,-0.02312737733468101,-0.048271632187284384,-0.023579027315705492,0.07400784642372202,0.01468851314235089,-0.01159996302467867,0.023446125632933443,-0.02821700191060497,-0.1369847450383029,-0.04392647334398097,0.0015866323821114522,-0.06548462093206722
NTS,0.01707486278232916,-0.016457904661206495,0.033120300497114674,-0.03803251328985887,-0.029915662726003267,,,,-0.019322740507904827,,-0.020627659096159913,,-0.02948468743294933,,
SFRP1,0.046367026163481755,0.022067375945639595,0.03154016327076582,0.02743194341790805,-0.002892115716563853,-0.029979265412008568,0.0037262353071311352,0.06445311802991828,0.026516762513209547,0.08653216769961751,0.08176799359155383,-0.047372990512515485,0.031145292584319504,-0.012751633784521184,-0.0297527692314804
CXCL13,,,,,,,,,-0.04074957856299324,,0.0021747714737384923,,,-0.02383335362948684,
MICA,-0.032938636960933305,-0.051793599111810064,0.04802068994565208,0.03322337191006769,-0.03487837214839525,0.01905324352725525,-0.045794031303867506,0.02014537888138012,-0.027846286705387788,0.036966098631295685,0.052228057324705784,0.03555600464932812,0.006219183079358039,-0.01569330539512888,0.22015341430772947
TG,0.04080827880399308,-0.01616051627348171,0.012579901566761219,-0.00992783136121562,,0.019395234863685086,0.051183709903407634,-0.05311873040954474,0.13447059068918238,,-0.019879649378619236,,0.04946823915081471,0.08715031680076309,
ADA,0.04030552051678446,-0.06541481149060664,0.02584088285042705,0.0018649997848961873,0.029998969218323245,0.0660403075105278,0.06809880366196852,-0.07257508458299695,0.013677697481680256,-0.03609770762701774,0.004177645866640724,0.001917909049179656,0.036468936695784875,0.0004169348010771784,0.07609726631149005
LAMC3,0.006085194902698299,-0.07403970156315316,-0.006575421927704048,0.011265541129713388,-0.04072020471128099,0.02044989159715596,0.027177016077800407,-0.010202484410795847,0.008210163432114136,-0.00270814945353578,0.07722242653754514,0.10576277648116554,0.038715130913962004,0.0027409263246430866,-0.041189648597048295
CCL7,,,,,,,,,,,,,0.03872146587879454,-0.023557382844255292,
NGF,0.042929732785519724,,,,-0.029915682423482304,,,0.01153460360527219,0.1917021985089507,,-0.003511715247782744,,0.026722502751575564,0.02456232944362614,
TNFSF15,-0.0269778709644226,,,,,,-0.0327662278218756,0.00967907293651965,,,-0.01499962391217502,,0.017312264619682164,0.008867372632222446,
HMGB1,0.039584864024998716,0.022312007022141384,-0.009326483903048438,0.004927708091722322,0.08138913742201098,0.01182297548700668,0.03922668628194072,0.008327263227001289,-0.07382223881267698,0.044576416664881074,-0.030089290942488717,0.03830373117549084,-0.05142361886882229,-0.040928846816556286,-0.027413168927163306
ITGB3BP,0.05967912633882346,-0.03662296904694232,0.033475168653142026,0.06173020172544547,0.03176992529743599,0.07310425332761497,-0.03643194000079289,-0.018721905496521335,0.01110199194072933,-0.03124892215106678,-0.007206924849475917,0.02639105194604087,0.03265558972237203,-0.030710655028785446,-0.0574543099566247
AANAT,,-0.012078130587554359,-0.016202949988990484,-0.01144397023471502,-0.02812514106370445,-0.005454162339583266,,-0.033978771619148695,-0.021343640119784523,-0.017897587501574726,,,-0.02207523598557457,-0.02844776617857342,
RELN,-0.030018764789485803,-0.011399314686281947,-0.02785189845637893,0.025273055086557174,0.03246219880493296,-0.0236820308895376,,,,-0.0055379390630198215,0.06345327324155274,0.16279569693271617,,0.08880513562216111,-0.029800168713588406
IL15,-0.019196359007083302,-0.03150468635991663,0.0455102044774098,-0.02459684244768739,-0.026831681885473618,0.01394826826101438,-0.04269225686801803,-0.004008211897419325,-0.03869582101788331,0.039539912476880004,0.05710762600893002,-0.031502650953444886,-0.05586759827761747,0.018862804305261795,
UTS2,,-0.03984145643557476,,,,,0.05906844163352891,,,,,,,,
BSG,0.025982315290439588,-0.08353196825035848,-0.015097999539046563,0.004150682458518933,0.0008269109978985337,0.03230897656949891,-0.07895577738563853,-0.06634346463632243,0.05651769849987669,-0.05856531469798054,-0.0011382051446418703,0.01011524859028104,-0.002045310065084709,0.04480237846527664,-0.021865200728511162
ADAMTS3,0.007405428431843713,-0.04081140852497409,0.00954905399410982,-0.004516931964561539,-0.04516236786600849,-0.03296677115649054,0.0018973149971413647,-0.040686119831590165,-0.036083681120139335,-0.048747243165941964,0.026893452052529354,0.1885035210721862,-0.016434596706515956,-0.007559050837162032,
CD34,-0.031277832960414725,-0.013072306595093734,-0.018612879724609527,0.033056931953304836,-0.004956229907947933,-0.016465374582907453,0.053398871847925404,-0.029263054229184387,-0.0017568341418673836,-0.06518736755704674,0.0109150011610015,0.11511998721094173,0.059939283295936535,-0.04747504178887541,0.12793707018845293
CCL23,,-0.01374299533159962,,,,,0.01621382137661564,,,,,,,,
PLAT,0.05177848513488615,-0.040907552908309344,-0.009360484721520942,-0.027385305124251875,-0.038532144604734316,0.09742775779005823,0.08459687681457895,0.026034466849888572,0.03856068669381254,-0.02508804109044104,0.03594064124947914,0.0008198146748809225,0.055133907119399216,-0.03151420370808562,0.011839303620967153
NTF3,,,,-0.018473297969687042,,,,,-0.014126880113547157,,0.0021400038354477276,,,,
LTA,,,-0.015605129450872095,,,-0.019839457436157674,,,,,,,-0.02970994081867644,,
CKLF,0.047467539174546956,0.012513970269512044,0.012365708981900266,-0.035644311795871034,-0.054049556644202454,-0.002370124729393638,0.05652261977094364,0.01417228821878527,0.017173745360282742,0.011426453328268074,0.02704353289597737,0.08456399270729405,-0.003904751134990138,-0.02787780327564219,-0.0634646150864737
CD24,0.05730242927664615,-0.03850966181648091,0.06998407576281747,-0.014566389980489564,-0.032767346097225133,0.0655265870191534,0.037525495260319675,0.012149677381865426,-0.004511521819096813,0.017710371176450235,0.06404737631581217,0.06552369352399397,-0.01867505936679053,0.09940053166446938,-0.035699474025864326
HSP90AA1,-0.06390513712598318,-0.06159560169025373,-0.00996461689996331,0.0017234714720972709,-0.09976424820579778,-0.028993403342800317,-0.039768098114261234,0.045223866138147904,-0.07189534489924125,0.027643621737061193,-0.05467222056065553,-0.09284434814733168,-0.006062520930181974,0.010156456985693698,-0.03345268985116794
BMP4,0.06107252965876589,0.007848150672601542,0.05381334347153875,0.016394585013178243,0.09647554919549407,-0.01690526684256927,0.05845532945266307,-0.04293210961928964,-0.01780748513458031,-0.00304347217540467,-0.04422585071762969,,0.003153602224404925,0.05693720918356014,
SCGB3A1,-0.02450449178536725,,,-0.009653100822901245,0.00880531953733089,-0.013843711033099077,-0.017172893535676036,,0.02706227721946877,,0.02042357948342072,,0.06694198115832749,0.01456623180086701,
IGFBP4,0.03858286466448443,-0.09729351672253353,-0.0014682615203647116,0.05701860286019721,0.10531203452669019,0.013721192224170939,0.04317709516571827,-0.10499402075896694,-0.07766829906555268,-0.09771753092187735,0.014104402313060944,0.12599658040272937,0.10629480300535539,-0.028406460286931594,-0.03154110942800797
RSPO4,,,-0.01814971556746399,-0.00965309941091688,,0.11142490225513892,,,,,-0.020977853053128208,,-0.0391843019941494,-0.035871506309478836,
LEFTY2,-0.0003479390958349496,-0.07600091155535046,0.03789370543111947,-0.01058474156407013,0.09936637475187994,-0.024491588645130558,0.01011322124117513,-0.0434219904340542,-0.01823647151215205,-0.06150666035531504,-0.028528494232589758,-0.005805588706867878,0.023427895024071548,0.0434578880373554,
PF4,,,,,,,,,-0.014537043947782454,,,,0.043482510713179066,0.045455506778056244,
ANGPTL2,0.08135010498851895,-0.019089949751427495,-0.03721743577749699,0.004907903168819214,0.051246115974322465,0.0716762230061485,0.013713645508321123,0.06924705474432478,0.07481231170122839,-0.04867202362244519,-0.0032858910421151425,0.15480320033565004,0.05983935547346453,-0.07937172453535908,-0.08188037835804957
LRIG2,0.0010557523356818945,0.001423038821362573,0.003433668550645854,-0.03143923611755423,-0.060716317964474575,0.07868423274590129,-0.04584345570693181,0.0010993535946290049,0.017596572541963607,0.06728526907243945,-0.03276301422631573,0.07951105102383614,0.09714513261371699,0.011803405350459898,0.04990197717215333
ICOSLG,0.12713276237125917,0.0313596146071308,0.03677127271372723,-0.01831978004377585,0.08209884651554418,0.026922964381187183,-0.04546209623771229,0.031283144268463965,0.028693304186564225,0.03174951177961141,0.04451462518959854,0.08666264841507332,0.042505686846263366,0.005262708397666338,-0.006819175426640489
WIF1,-0.0019371292965441093,-0.054638746506571446,-0.014005705615010243,-0.01816513446284257,-0.035760817020161005,0.01909651228128292,,,,,-0.019500946367714787,-0.032056676999516226,,-0.03097452730218576,-0.06615875727186897
NPPC,-0.011836478351934241,-0.03251988865663283,-0.01643651077200995,-0.013415445862731547,-0.02721884755646928,0.08306770332650436,-0.027317577363388575,-0.02322156739086281,-0.012372569008566382,0.009472131794958248,0.020139449243019414,0.01911685174359434,,0.041146289426093656,-0.015535518194607334
LYZ,-0.0480287747181897,-0.01067981858092065,-0.008944702840676626,0.037405313393782176,0.08838965332249489,-0.04528886044981423,0.07898215092516098,-0.015392988891232116,-0.030821182988572247,0.03877966141105747,0.009408084689760069,0.07814146824112711,0.04970290508292389,-0.05972280334132386,-0.02222267349902994
EREG,,,,,0.004573299522533428,,,,-0.0019746363645866466,,0.0028952008395957615,,-0.034469512946649954,-0.03235163214636735,
SPTAN1,-0.06754305717617562,-0.06669347638797461,0.017533895028959114,0.017704738825297436,-0.10523735368970977,0.062304003561056295,-0.09013515238004627,-0.08891246816850959,-0.007224224475489187,0.037261793760135574,0.05488773360327325,0.008330778397580937,-0.02879177946271999,0.025804562624349808,-0.12059124284813605
PTH2,,,,,,,,,,,-0.03336177495717026,,,,
LIPC,-0.029768630616725807,-0.004169448168417808,0.00720417711483963,,-0.01368169286980765,0.08169611659801461,-0.028967494454082202,0.02170228411450132,,0.028589385355258717,,,-0.03756460164703173,0.004955132195236197,
COL8A1,0.10454782653215959,-0.042359125924898204,0.04585069703161713,-0.018214503894630574,0.08391251455784743,0.052522390593751925,0.04295293848219384,0.006122453585974968,0.07084540806185173,-0.05822718360913691,0.022038220025985055,0.09062180042752224,0.03229310452405649,-0.006405881501046782,
GSTM2,-0.016233106380356917,-0.0007825602998183515,-0.007270085189679469,-0.006137667378476313,0.04331496312035983,0.021447567276519044,-0.004777323164575653,-0.04369709537729838,0.011688004597847546,0.03541806885635248,-0.02661481771549867,-0.05648114450344349,-0.03985372512268874,-0.02066852190126107,
SPX,0.017733224201229896,-0.030975071649352377,0.055859906425543025,-0.04113907095093278,-0.022528779531508742,0.0010989247984087417,-0.03621468905323162,-0.06267253095640203,0.11529138038789544,0.011264545660094742,0.042737133297101014,-0.04585795833014971,-0.03340383009161992,0.03605956870845315,0.007467124210066128
MFGE8,-0.01676826833097017,0.04558330028026701,0.010571660932812867,-0.022553831460545258,-0.02036525529334448,0.0008020662738738805,0.005024989919661449,-0.017015566445223274,0.004480991247033885,-0.06663008328789001,0.02343890872034649,0.06484920216851268,0.09681500915647069,-0.003937561915643639,-0.0029039352964739
TGFA,0.08044701777826439,0.020366140271862097,0.0024814680139877377,0.03652894007032384,0.05283498560216276,0.0577766268665307,-0.038861808761865374,0.06345946856267838,0.02127194378028001,-0.00559456354566256,0.02946130729825424,0.0009764481875744414,-0.044425247011918,-0.07895289541118813,0.054288928693507585
SLIT2,-0.009581363007359659,-0.040133777741844644,0.0061224510958264285,0.008276847062349834,-0.031143639891646424,-0.029287237115493626,0.0984167387650418,-0.046012314988210685,-0.03141925391287185,0.05088173084791854,-0.07470142277887366,0.07916225885710296,0.01727280803357717,-0.009203614363195452,-0.004912208493450113
PLTP,0.06227677545990925,-0.015308655798333563,-0.009287414021996105,0.02035111925843632,0.0629671530065917,-3.611558348258732e-05,-0.07907602552988824,-0.06281831691037043,-0.005463925960562909,-0.04860764926565791,-0.01649509178002847,0.026348818595262807,-0.01593854542063825,0.0007660252972943814,0.019340486482537868
APOD,-0.07119784772800887,0.17251823400296962,-0.018119388945767347,-0.023763320338912094,0.12053816197784985,0.059048560523556164,0.11036919288874547,0.05446682343482648,0.06309892904096433,0.05938790320169246,-0.012368222658261133,0.08055259634080324,-0.010184042081865921,-0.04481950399713812,-0.009333066823643658
B2M,0.05194630455627992,-0.02016080738004649,-0.05346020578777379,-0.017640713358493,0.0834626860264505,-0.011533567402041565,0.06350020346275488,-0.05865837846692149,0.004359032189793454,-0.09364356682347467,-0.024690139524238392,0.16228886404087844,0.08633603906235472,-0.06574927183873996,0.056648193905899445
OMG,0.04310028434139537,0.12215006785185326,-0.008822808287819964,0.06178742327001943,0.018604667127297036,-0.008989581954236622,-0.004285984959916179,0.09350608454385922,0.07414960827921709,0.033944641689779946,-0.03678806002184,-0.018365189354931852,-0.07924646013516515,0.013133592222801985,0.0045535879461105835
CXCL3,,-0.015858008095625223,-0.010546956231889063,-0.010326775929499817,0.07710814874172217,-0.014288002009745303,-0.028153502952781767,,-0.02301388434255446,-0.03525336483070929,-0.05228722204008687,-0.04393550902597018,-0.009295843609268132,-0.0010791363632952785,
CXCL10,-0.02623924804591615,-0.10372027798832775,-0.012134452911305476,-0.015687128471203644,0.006270628171443683,-0.02270536429550013,-0.010261296793116418,-0.027110213025981947,-0.019498390171970383,-0.047493802150690774,-0.028664305760997776,,0.038871896444747325,0.06633857188024114,
RSPO3,0.0010059010300475443,-0.019832930860101534,-0.027412401781611064,0.022894900185049527,-0.05728198363872187,-0.014930686725919875,,,0.00037520538881793557,,0.04392893033914908,0.0009552381132143808,0.03858475123742524,-0.033354470938657954,-0.04874853821501621
CORT,-0.01637054291954837,-0.034325330305021426,-0.025595289888113652,0.013000866936704703,0.03976574553818352,-0.030823088911283256,,,-0.01521227763004756,,0.09663338806383306,0.008891096580577249,,,0.07028849433850987
NCAN,0.09119789984908418,-0.02073455035038349,0.061036598825886516,0.01127346573404003,-0.037528885995644676,0.0555370472384881,0.017470606729449622,-0.01867327926883449,0.07745877794103422,-0.0906670754215335,0.028111808974948933,0.030989611414590817,-0.10445457401832677,0.04781259650024741,0.07942930025355699
PRG4,,-0.0171807064719995,0.058417204605338814,,,-0.0174564409161633,,,-0.003426624856853666,,0.025943565360070947,,-0.04796283159149118,-0.026549532367417413,
ZG16B,,-0.018549333563089767,-0.01239969195868278,,,,,-0.03777301824206011,,,,,0.08533061686374402,-0.02397233606095384,
TGM2,-0.02858304950836276,-0.07979062043620223,-0.032743595495247683,-0.04987830418908685,0.019916794072748965,0.020683034571893057,0.05987001289539627,-0.009506455073305877,-0.015421161059248246,-0.03968301921092157,0.023146255277090483,0.09981364875442156,0.0714116516145545,0.0024257319294129142,0.22466510254191746
VEGFC,-0.03935276752071404,-0.022651682779212774,-0.016895454764048825,-0.004876628000753285,-0.018818282296241155,-0.01781499376629376,-0.030763717621305454,0.016624510053014248,0.052944785340313015,-0.024718535186153422,0.05120350206493845,,0.07828365743770196,-0.0038876614281919838,
WNT6,0.01753972133821709,-0.016894975099047495,-0.02759507218641961,,,0.07089121201775794,,0.06052641769977518,-0.028272697906967174,,-0.027841034566414784,,0.04739108110295966,-0.024770615370764974,
NRG4,-0.02410364845748491,0.016593223077544756,0.05919324637454601,-0.007555586619056536,-0.03874145787230565,-0.02078326815509467,,,,-0.02296366772409826,-0.014407857765890092,,-0.02117312615202643,0.030791417684875207,
PMCH,,,0.05737204225386329,,,,,,-0.021343639362896034,,-0.015949552261399106,,0.09964405816143819,-0.013731192111575415,
COL9A1,0.06811428035507444,0.045206312054864875,0.0014083312479414515,-0.020448290393918045,-0.03034787489368709,0.0053545653184707675,0.07856932619304796,0.02024473245211187,0.04493272798731793,-0.05244611684711953,-0.07163220087790866,,-0.028663910501782686,-0.062358574748346385,-0.06099914568354649
GDF11,0.008538551254916659,-0.02743636702961511,0.02465123815684205,-0.044124715100401814,0.009743692317775927,0.010064391222059937,0.02074324830355343,3.884259117736202e-05,-0.027176145292934297,-0.13801487099085383,-0.011219638166877854,0.01606387525534418,0.05014441391672452,0.029165628720918973,0.09568063091039672
RAET1E,,,,,,,,,,,,,-0.005434147724884459,,
IL24,,,,,,,,,-0.014305258172939959,,,,,0.10687246923953385,
SORBS1,-0.0006212992247969491,0.01997797462071842,-0.017902070204404617,0.03577327312900253,-0.013989093061125365,0.02950747426547008,-0.08253627877627523,-0.08867389724894181,0.019636594613913275,0.01921113288129804,0.012702860626757757,0.0258473944931597,-0.06643420716849749,0.025406165460931263,-0.025841579901984036
DLL1,0.05308652190143161,0.004764121772178015,0.0002657222895215821,-0.030331907950886125,0.039976607547315884,0.0550151366781462,-0.023922620870606304,0.0005193373427392593,0.02899405069690885,0.0206192076731239,0.02192773068160422,0.1882924865101723,-0.010751099615972393,-0.029535166027319277,0.028792603953685634
TLN1,0.015283732362324356,0.018769331052932072,0.008889744481224015,0.02303445703827723,0.08449308721804434,0.026412058841597093,0.044065108439474816,0.0059842030831275764,-0.04519620404628815,-0.0293361604004538,0.004123537451132842,0.10603484567448533,0.008612843833675424,-0.028659290038628854,0.09917273557090216
COL2A1,0.04987962560414211,-0.01585801349228113,,,,-0.014505255409801777,,,-0.03728387888431737,,0.034171117318395616,,-0.03081405141671723,-0.033561337371406784,
SHH,0.03916900045262578,-0.012466325454336988,-0.00046223949664931117,-0.011083481302013021,,0.08517337448349138,0.00030213830063791265,,0.0417508574136167,-0.019050437909234243,0.05535435079836347,,0.018036467032745456,-0.009996323330716204,
PON2,0.0034272648048544354,-0.04388614291932006,-0.006925167757025711,-0.0240025088393379,0.014578372612350472,0.05760857500182529,-0.03169251136566588,-0.01131043217934172,0.04409328686716176,-0.10341029017740551,0.01867998615864876,0.07809770452931453,-0.09053264015718103,0.03901549327582697,0.011507569208371439
ICAM5,-0.06315260696096398,-0.030988108054541802,0.07320782829494402,-0.034457083646972905,-0.038084931115126605,0.03544329415504967,,,-0.0034820457643617467,,-0.04843343918848112,0.0123983106631501,7.25220922343807e-05,0.11874534842456513,-0.08406875185225116
HPX,0.01756532571888955,-0.02309257148113571,0.05993999056172653,0.10829481562255547,,0.05458127279986385,-0.00227104805002691,0.026864451115083426,0.03591502528493223,-0.006264069102676167,0.05690033694565725,,-0.00281676511482242,0.030255255898148432,
SFRP2,0.03551176497114393,-0.012656168816649055,-0.020280486831064395,-0.030095613289005924,-0.011165819695818957,-0.027157815880373862,-0.06207685951575809,-0.014748601146702496,-0.002528027298735146,0.030098548018359948,0.03856586185882847,-0.017198695588971014,0.06478565961408393,-0.06094771722177215,0.14123823619349046
CFC1,-0.03327052240443303,,-0.015605130393970679,,-0.03161169330351719,,,,,,,,,-0.0007469399720831178,
CD70,,,0.021041998136459215,,,,,,-0.005975378709555592,,-0.030893809563317536,,-0.019495447229746,0.054494089785991975,
HP,,-0.02520485644833551,-0.02284695676642695,0.03308977442334888,-0.028358381992550964,-0.010873089642564874,-0.03482807751312292,0.03114436612324877,-0.056424649758878814,-0.0372900112816613,-0.005568820545341418,,0.010021753693728526,0.018901873038147415,
CXCL2,-0.005402862970671861,-0.043935813252361774,0.032140559594285946,0.11234639801903154,0.0020926352702171,-0.015129727628956115,0.01212980941837513,,-0.01757161533986626,0.005715870463218404,-0.03555769321960554,-0.060035738553802,-0.03169624912691502,-0.07042048306039903,0.07228286800030632
NPPB,,,-0.013664486813138973,,,0.11590502351617268,,,0.053893812320791074,,-0.02383825431515915,,-0.021477778425504447,,
CCK,-0.07208143320958225,-0.04624527394556404,0.026050182891390862,-0.04631095214958034,-0.09587455761699912,0.011813410839292203,-0.028967517834815788,0.1622716015817771,0.0470286178487632,-0.028436172671643434,0.06449482207323684,0.01608650100295837,-0.01306732435565226,-0.00898378727869633,0.026422603935559046
SEMA6A,0.07202064263580299,0.11417982330317768,0.06838346987448456,0.027255639714597397,0.08458162095428332,0.06914825181985063,-0.07079499693719973,-0.012616397386343436,-0.003568365572374838,0.0367700196415431,-0.01772023340246959,0.08358265445384966,-0.02327066221311593,0.007142258344450725,0.06976510015542182
IRAK4,0.006406989154270198,-0.029794550307815148,-0.04601037031880573,0.02770819888814534,0.05099299144057784,0.07898284862883753,-0.0307653947260458,0.054275528125262325,0.03132674074637086,0.02499620554742443,-0.03128609399430092,0.014658621283377606,0.0846716409410644,0.10876476298556802,0.037081136509939036
GSTP1,0.10222319357871622,0.01546953131488566,-0.007431938017413307,0.0004660811332051338,0.1139032755374917,0.04657424527743936,0.04962097869718342,0.13510416021189034,0.07009800938948325,-0.01875521366072458,-0.03141720348158426,0.004214364801466606,-0.031906769170671014,-0.007500016842657779,-0.034249254843844765
VCAM1,-0.00043153326309958905,-0.0512524500851441,0.021943672910157933,0.03376503454108199,0.08207331108896655,0.0528222741327388,0.11756666863025661,-0.015828537469986897,-0.047079914333348745,-0.07084922981524291,-0.006465813067422219,0.1466005962219092,0.03732566943491048,0.0060927605850578095,0.12259587017974387
