,UKF255,UKF259,ZH8811Abulk,ZH916T1,ZH916bulk
GSTM2,-0.010828898826396968,-0.023030389399488597,0.05958987244055119,0.01805597989664436,-0.04192055328828015
SPX,,-0.029207508509065616,0.052703436926937776,0.025748695764037786,0.053489744085497885
MFGE8,0.031542755189320364,0.006244562445063436,0.02835603637921048,0.005286089454748935,0.029073326528145496
TGFA,-0.01751387592839114,0.004754181945266227,0.06486501976880116,0.026672290847729627,0.1436392019862994
SLIT2,-0.018358291392533838,0.02097098992856066,0.027360377735331672,0.02482395650063178,0.08541061049645662
PLTP,-0.019298067195421636,-0.016104423062760595,0.0006011492571678235,0.019606036306707927,-0.016781992475856503
APOD,-0.06370523186147378,-0.011041931564935796,-0.017830151674110083,0.02718617770030513,-0.03257114639194122
B2M,0.02199439984861485,0.04680472582915793,0.05164633793712632,-0.06654066609524524,-0.09164154957376186
OMG,-0.061694511791544865,0.04111783002815368,-0.034206018538223575,-0.0167522385003992,-0.007341080227604534
CXCL3,-0.04350774606001706,-0.03891863323354543,0.021563536887771663,-0.014174088383572073,0.046263047793379135
CXCL10,,-0.004567596255143526,0.014360995430830316,-0.0092596237958567,-0.022823329641830186
RSPO3,-0.02310723776058053,-0.011518567050823778,-0.013117870826375081,-0.014454936923624153,-0.02782982506452487
CORT,-0.03066645267923688,-0.025831271066238615,-0.02585069738546552,,
NCAN,-0.0431041854241464,-0.08248454841640451,-0.010321310373347483,-0.0477312352743566,-0.03762798999140321
PRG4,-0.004784069198397897,0.08960767341783529,-0.024830786053618898,-0.03274432778880953,-0.01997636967427708
ZG16B,,-0.013194336079971074,,-0.018023750705164956,-0.021431875303816572
TGM2,-0.0014926008823631098,-0.01779920494404218,0.023162147232871074,-0.03096877389590756,-0.017298575895595962
VEGFC,0.026057225236409142,-0.02026140615400715,-0.02917600124484399,-0.00572014467595629,0.07906015177075654
WNT6,-0.02020461127227629,0.05873385548177404,0.032668492731837834,-0.02176738327678763,0.022157814887900702
NRG4,-0.017320116841154073,0.06871175314587806,,0.12827383921806212,-0.018357103255668868
PMCH,,-0.004143083104284279,-0.023043295028337494,0.023532668642534286,0.045258690175189215
COL9A1,0.02701352989325745,-0.014450458610120117,-0.005318987258405177,0.019718550972044897,-0.08362700623134876
GDF11,-0.036814938226530314,0.008175587647879672,-0.016363659390008795,0.0362435011916594,-0.034640043033034515
RAET1E,,,,-0.015856964877305674,
IL24,,,-0.01718052550045412,,0.06329163061567489
SORBS1,0.07407770997406393,0.0618488049048246,-0.03606300184712527,0.020647814592761854,-0.007085451934054506
DLL1,-0.03982603261154126,0.02298254640819521,-0.014912389913707157,-0.05638737253636982,0.03573884649765421
TLN1,0.06912360019382117,-0.03886452960285684,-0.011481515712644379,-0.0025576130981474314,0.05231575152107228
COL2A1,,,0.034246580259620206,-0.021036818857650977,0.10665198220865636
SHH,,-0.011813560291132183,0.007126879202383045,-0.012815591942594974,-0.017673210213201243
PON2,0.03766705614462247,0.0038710423531265487,0.027003410171918426,0.02432985501376194,0.026967352972591393
ICAM5,-0.024699353059693785,-0.018412272195109405,-0.016057630174300397,-0.031170337477632287,0.02304808491883472
HPX,-0.023107243835395915,0.06669815002470904,-0.0006038474406474331,-0.033358240081840206,0.01643739415409943
SFRP2,,-0.01345436493772104,0.02652489644730707,-0.0060025590920132505,-0.010453901588209611
CFC1,,,,,0.040113006304012336
CD70,,-0.022868592251679233,0.0005589440685394297,-0.022053620556985284,-0.050062346883008604
HP,0.039992184398704625,0.01557965855932105,0.04339451490840381,0.05724236063108057,0.10416333594696518
CXCL2,-0.042882055966330664,-0.024351850571634314,0.03394214959930285,-0.01154441658320391,0.03620524884428952
NPPB,0.05295952368317652,-0.027736518161294854,-0.003857171002397311,0.1259018952002314,
CCK,-0.05541683277915563,0.052736844131028665,0.0035982068747180095,-0.019021772453792142,-0.06656281819339425
SEMA6A,-0.018499118685453717,-0.023501305646798434,0.03566693674833806,-0.0017538183012503967,0.021184944496335546
IRAK4,0.0729862257607274,0.01913266948446879,0.06109583160813692,0.020828920399638687,-0.04240634753953501
GSTP1,-0.014179090926731417,0.012290945095385633,-0.007229759449660378,0.007637335247251393,0.002694415494433245
VCAM1,0.018864347011463035,0.004817303262527188,0.023162264110878985,0.015667437225232388,0.0365283345768563
NXPH3,0.05340423975509957,-0.03154263663374724,-0.0006492327305231225,0.04239602087411466,0.006324679816134828
MTMR4,-0.06230017088565751,0.008954587927549102,-0.01126420248956829,0.09027561544490462,0.06631148985934578
LAMC2,,0.043541882911390044,-0.021121888851910565,-0.02793736926860296,-0.03207005239075836
IL10,0.019629178868009668,0.010865608589766158,0.047987484914160515,0.01884141908411878,0.023516682479730804
SEMA4D,-0.03177845395215095,0.001328727826140558,-0.05052390564033288,0.03468980980961513,-0.042599199674900445
TRH,0.09522713525312404,-0.028003937017620575,-0.027882962644235714,-0.016423459656598725,-0.04632396822375007
SEMA6D,-0.05463024394420193,-0.012362718827136372,0.05553505812670228,-0.020790978504033122,0.042961287781703134
CEL,-0.019584107460548332,,-0.009221438097568967,-0.03774747117256324,-0.002820137187545648
PDCD1LG2,0.06171609592728618,-0.03441981093654598,-0.00568669104423977,-0.03263493638890752,0.026694452018271225
SPINT1,-0.023514164310675455,0.004104603494035154,0.015546246589216522,0.04968123536002476,0.06539602551161179
CTHRC1,-0.02096801509120014,0.013796271446511825,0.04217384905392868,0.004775790634703073,-0.04307279028693403
PODXL,0.01620751106946625,0.051710849207606255,0.03554755765085114,-0.08644532409863658,-0.012972894080148276
JAM3,-0.047516354255769326,0.040486096135816725,0.0010708768926299742,0.0741324006468428,0.018227694625087075
TGFB2,0.11655694152765764,0.06904646933417773,0.0006864976037536382,0.09705871620899084,0.07396356704745984
COL18A1,-0.005502216809716725,-0.025475660851197398,-0.0059844299083136295,-0.04923785776537098,-0.002023825828371331
NODAL,,-0.011009579742271937,-0.00901241846306995,-0.022476998081058033,-0.012540069459666165
INHBB,-0.04253815419184631,0.024791822923918128,0.08647819145272875,0.057070477112781355,0.09547166748754639
LCN1,,,-0.027318204361867226,-0.01660829631509222,-0.022494405600655916
ARF4,0.044079026541910205,-0.0016694481222849704,0.009635523953852154,-0.08458918214775422,0.14208547565145546
CXCL14,-0.0437564005001047,0.011183170156813048,-0.04152539683620631,0.025872147728343245,-0.0033111073960627774
LIF,0.04995658770453784,-0.03898651192721249,0.00387036115591987,0.046840012041011646,0.05173625996136231
IL17B,-0.017846243564987187,,-0.02377261727485666,-0.028053736347909315,-0.005450563626880632
MMP1,-0.009090871766947495,,-0.03755888454665729,-0.04594504444528226,-0.02876550025594022
MATN1,0.008028910195235031,,0.004287748084466157,-0.019974436427476646,0.0670216359200125
ADAM28,-0.05527997545088208,-0.01048467657695259,0.018140017871538013,0.004416915729326219,0.034247953360459465
TCN2,0.06323685720200578,-0.046664311626678,0.007717560446190502,0.020494394074221926,-0.06031943522536843
THPO,,-0.023966688741577154,,-0.02162301364524094,0.13769319174158154
CUBN,0.045916095438843126,-0.001556043870942749,0.015032879985331909,-0.009591689909683593,-0.03679757507141664
TIMP3,0.041862616380581724,-0.004710609844499522,-0.020049106913690308,0.0007139982385866101,0.04642242901438464
PIGF,-0.04519322551318709,0.06864616272787813,0.017168895490558535,-0.006439246843145886,0.03164391026582099
CRH,,-0.013324948323461266,-0.04644461927207212,0.04526775913566537,0.05465460517504
BDNF,-0.035089214296238944,-0.002151951907959975,0.043397334353723734,0.052160911473556726,0.03301727515696154
CCL5,,0.05283292316107857,-0.003926711717875091,-0.03341179505704513,-0.008663986357864523
GAD1,0.005217416112304585,0.00527462529130191,0.03228959686723815,-0.009499649128845914,0.043592593518315896
COL14A1,0.02066363539107592,0.005728449766645816,0.0182662485856955,0.011814975949568944,0.048181958833095694
HLA-A,0.009670321112294452,-0.013581637438998876,0.051797958461435804,-0.06659672883923237,0.03969371547468219
FGF18,-0.01784622363587958,-0.01058657179596161,-0.02810492793110969,-0.016423460974240002,0.14951848463147077
ADM,0.010703571729962455,-0.04960836967153983,0.0578341968737512,0.030109881022726572,0.14960511031733448
CCL15,,,,-0.014244066427951747,
GNAI2,0.02050062648730332,0.003773387581298005,0.01643851410559569,-0.007169075218818178,0.06574163355835723
HDC,,,,0.02826573331928992,0.06281532884139042
COL11A1,-0.03782763380161445,0.034151440856223486,0.012324532054190727,-0.01700981886213357,0.04862215035448496
NUCB2,0.06131899529657339,0.009656964398038152,-0.021026595253630247,-0.01807292953031696,0.08865303957385763
FGF16,,,,,-0.022838269536516506
CXCL1,-0.017585010091611283,0.043497250480846836,0.07645758550980707,0.013996169219365159,0.008064682604498876
VCAN,-0.07363919348016305,-0.014448558313860906,-0.04494890717486447,0.020569061664437074,0.1195394230987286
MMP7,,-0.02104682485911809,0.01918470624581825,-0.02663955666596843,0.04663641312730073
PTPN6,-0.052948096648944884,-0.00518600095818707,-0.0541217001790668,0.017982042972445243,0.04864032908224617
PTGS2,0.011377151303514276,0.004561268091336922,0.03237983915952477,0.0661740268588021,0.07635823836045984
XCL1,,-0.011518568989421937,,,-0.029026249530005505
CD58,0.017617660162627082,0.045389806904629265,-0.023044374148564695,-0.07180720645848403,-0.04662437649940066
TNFSF14,0.09979534838363319,0.027612461524573362,0.053050223549579986,-0.009258425368994027,0.044004768362206584
CNTN4,-0.020516168095469238,0.03681185386620196,0.03535900412626614,0.030713450675758744,0.005557216828402997
NTF4,,-0.014570485346536398,,,
INSL3,,-0.010586569719467342,-0.025003304064826665,-0.019503357860308938,
BTLA,,-0.01680410345052928,,-0.018858771870170776,
MFNG,-0.031078907181015927,0.023994379947610733,0.03832475165400805,0.04859517762158944,-0.010298301584592991
ICAM1,0.05262836721391257,-0.002358651526595623,0.03005057580842826,0.044653573917137014,0.11430455366740642
PROS1,0.052508055891115124,0.0004815397059006919,-0.004267722166314698,0.008057598661946073,0.08920917932612145
CLCF1,0.06088148800082242,0.04855549104258229,0.002290843216740949,0.026259767994229206,0.0763033422727254
PSAP,-0.03179941917544096,0.008370644401169268,0.08743910597405578,0.015098787159045923,0.03086734966640556
EFEMP1,0.13930907235119885,0.058130260530509056,0.05519322332299284,0.013941235271090313,0.10297652398575538
C1QTNF1,-0.03171513225219134,0.0006178839603452636,0.06804308441208012,0.036766765255831495,0.10461396098596308
ALB,,-0.018794943116051583,-0.025660340862164056,-0.022053627439651786,-0.0017812867248698811
CCL13,,,-0.016689429913441994,,
EFNA3,-0.0002443590183648989,-0.030401953920071435,0.048617414320697605,0.023132834171695035,0.05629672542846794
DRAXIN,-0.004335233542921881,-0.01142395545254727,-0.0424512878743578,-0.08146633345556908,0.002208839119253715
NPTX2,-0.06250509475363954,-0.018133574953677897,-0.008028308381413603,0.006072269722246949,0.043131674076427436
FGF11,0.0011688986866155977,-0.004875788132608848,0.026729282869851947,0.02364134906068631,0.08092747765036448
CD59,-0.020749326862840544,0.005239338805708289,0.03305277959354151,-0.043009607647135364,-0.040160206866232236
COL9A2,-0.02041188316790375,-0.051653148065766104,0.029590188396349294,0.04439006955169434,-0.005375084897350849
DLL3,-0.011600775981849302,-0.007431961276968067,0.006152329780235922,-0.010183016744293815,-0.023148814441160293
FGF5,,,,0.09945784943160868,0.11038753300638189
LIN7C,0.025153367125929603,0.01712181438357993,-0.015278675346028914,0.029569316301785685,-0.02660725105944368
GDF7,,-0.0188895311368581,,-0.027820607092097563,-0.021381566697867862
PSPN,0.017237785791526426,0.023812883812851328,-0.002849997785983628,-0.05882461685680958,0.01401868056013802
ANGPT1,-0.020968013855608605,0.003988214356811206,0.0286810883990395,0.05224496520609088,0.003686613119094379
PNOC,-0.06582199881014703,0.04937716798815325,,-0.020129275884723546,0.13429341941182193
L1CAM,-0.005273108372804434,0.031830913633811894,0.01614741697358296,0.04650667534894812,0.03578503448760629
APOA1,0.03857453772171069,-0.016486833197907176,0.0027560565882550803,-0.054526886928352426,-0.026380824763639066
PSEN1,-0.022880764069518406,0.029631217380046548,-0.03770818685851442,0.03639989600588202,0.04098455958266486
CALM2,0.023594858735547293,0.02612472676740729,-0.023907646531023966,-0.011956935463224577,-0.11807215024047886
CLEC2B,-0.00538395048811787,0.024494864740813617,0.020596342652781173,-0.02625505881875286,0.02548457189767154
NTNG1,,0.09005767765683548,-0.03760240308743105,0.0030300014434727716,0.08721285088180933
LRIG1,-0.007566812413149356,-0.0010516321167659208,-0.004013566127700271,-0.01998447336841839,0.05931697048721245
CPAMD8,,-0.01252202295356872,,-0.020435772072989244,0.03558694602435113
GHRL,,0.16134585817972516,,-0.012546672229252884,-0.022145564849826868
NPY,-0.01650160299856671,-0.004074076054551224,0.043302333572660334,-0.024627970898820243,-0.012372008770350435
MMP2,-0.04759714390936465,-0.007422355704197706,-0.008668335073251623,-0.05406336705866594,-0.021029232871382645
LHB,,-0.010905736326100786,,,
PPY,,-0.018983706251005074,0.04059318736050943,-0.014385237053284443,0.04787444163999865
ALKAL2,,0.2057268171540401,-0.014874720260200222,-0.017273684370262537,0.08033212592548213
CSF1,-0.03030564848866379,0.004516929835945165,0.0939136703571015,0.013452058480542732,0.0607174685216854
SEMA4C,0.03962697853844141,0.004384784294206369,0.026588947098406136,0.05336796090659717,0.038596209584872365
BMP8A,,,,0.05608098041385702,
ICAM2,0.02582506118049884,0.02888391433117774,-0.0016622987994129607,-0.03334790038238382,0.014889274918170407
SYTL3,-0.03128268680258784,0.07052452875335491,0.06508633001286906,0.007641743852676179,0.06334325541379161
IL1A,0.11085232634409675,-0.03637423380839005,0.0768799563620428,0.025079209742093014,0.027134484772839366
HLA-G,,-0.011518567949198415,0.03908594186325815,,
PGF,0.09785562477636049,-0.01501871839192015,0.0004525743905724882,-0.03064754953768621,0.028029410658504395
LGALS8,-0.007530294043008963,0.023280964814919924,-0.07208480233446594,0.055557271613641754,0.06036862668742659
DKK3,0.00485399451249771,0.036671908479254146,-0.010946819047315688,0.01090077314086389,-0.06937891678903069
COL16A1,-0.02815119167460614,0.04937098377782493,-0.037759350111549135,-0.017431974173925814,-0.027921335306940014
TPH1,-0.024505314900515586,0.007016613730142111,-0.04043711655481779,0.03254018043147137,0.04376206536197881
TNC,0.021397579793563423,0.05576256213202607,-0.01436662864902385,0.02625356168266582,0.11498756099157538
TNFSF9,-0.027289784857823348,0.011391269929768919,0.025689170388427166,0.0034738753554072084,0.04065676457102863
C4A,,-0.012929383249551573,0.0041345105969618455,0.046264974432865806,
CNTN2,0.03608709880694342,-0.02006657877114504,-0.013729813291532868,-0.018432800414451153,-0.050941384844242356
F7,,,-0.023410491684416775,,0.03648324273303615
LUM,0.04043355635776259,0.00182380577214431,-0.002247905972407964,-0.012094501849826994,0.05827354830626247
BTC,,-0.009222264763102787,-0.01693666770752052,0.01521352698775135,0.1503269370962378
APOC1,-0.04190309415903279,0.06542018782257224,0.012245264706110091,-0.01786671853769434,-0.04114686717505269
PKM,0.029126618660893215,0.01796196394346953,0.07906281907778782,0.010567949527437719,0.12639249695489513
TNF,,0.002539075650888182,-0.01643870762327367,-3.539816889937877e-05,-0.024167963091667924
GNAS,-0.018572613126450626,0.00164671239165428,0.03153820867854907,-0.03984371181797346,-0.025993041909524242
BMP8B,-0.016543506505800585,-0.01669895649084065,0.05933172187438568,-0.035610688997827857,-0.03928610642882792
LIPH,-0.017585008242807638,-0.016379831811763834,-0.01668943605140833,-0.052229888675528496,-0.02580103048744915
CCL28,,,,-0.013592913808040659,0.005980614714695477
PTPN11,-0.04866174583535185,0.06473569075986073,-0.001416470116707146,0.04065646042894953,0.02835051534415491
ADAM12,-0.049437862196977704,-0.006340039021062268,0.01321808686576368,-0.010703014848975232,0.06887491973387992
EPO,,-0.016698956958429014,-0.018125153778808134,-0.014454934156033912,
EDN3,-0.020743206545119866,-0.020787880327240254,-0.011797781277288503,0.039963900306911215,0.0692756848531585
CCL22,,,-0.020513770238246572,-0.003294076680171959,
CCL2,0.058814607467236275,0.035984405482193414,0.029073845350177516,0.025466137259767617,0.12849867145081886
DSCAM,-0.024094122096014012,0.017003270741517626,-0.03879899694711097,-0.03301262341095232,-0.04312496526988844
ANG,0.05412698654602768,0.027001208118300753,0.038556035015416865,0.059650402728041216,0.08902911413122283
FBLN2,-0.024113133017084724,-0.002801975966629559,0.0006590595006084708,0.0056581506565440256,0.015761694022959228
VTN,-0.020516171532530207,-0.021472420521266477,0.0620892432987579,0.04803594161266146,0.05588763212166161
VEGFA,-0.006238305998499123,-0.023930103853545142,0.037250941720249446,0.013247829586580377,0.10644522200863242
F10,,,,-0.02552011012860402,-0.015276509010409766
SERPINA1,0.04892612131037833,-0.021872052452229458,0.0317179091146321,0.054106805010097084,-0.011629588126713759
VWF,-0.0010192534546977989,0.017840724271625287,0.03837060831594546,-0.04643662779340275,-0.06818893676767122
GDNF,0.01867432676478106,-0.01358261955275618,0.041396250158033575,,
VASP,-0.020162760448587575,0.015001300718649085,0.027575260687663708,-0.033153224503723495,-0.004433277724951959
ADAM15,-0.00022869830974002123,0.007242602266365584,-0.05950026993046193,-0.0375045122538856,0.075756539037452
WNT2,0.02115793492246967,,-0.022482453917076976,-0.022198357916929035,0.032143880054821466
CALCB,0.0550480872432724,,-0.01967625932990163,,0.07294896246005023
OLFM2,0.021639357498697498,-0.042901938698131054,-0.0016728549704796544,0.05418520001744423,-0.0330495270345707
MFAP2,,-0.013529473338195644,-0.014614904388365824,-0.019444412995216837,0.03998632809224279
HLA-C,0.017740094080554922,0.013265796269665554,0.08170093956611525,-0.0517084802227982,-0.016636182413014074
THBS1,0.08171915518903702,-0.03261506124412531,-0.04263537562250933,0.009188522636993126,0.03863239063128241
HSPA4,0.02074934641127064,-0.040319892418626546,-0.006336849066297468,-0.010047759120752526,-0.052101733130793686
LMAN1,-0.04861352029850324,-0.03602787101120286,0.02142925891252565,0.05175390372313495,0.12716352511211773
LYPD3,-0.024113155032464702,0.0115478068893162,0.06775811932910639,-0.02997635304035279,0.026484832113300348
APOE,0.0613589518759395,-0.057751353664252145,-0.05611640436185457,0.02074351779305512,-0.052017206175371714
SOSTDC1,,,-0.03743546952990796,-0.02410569173036656,-0.026163918306691594
ANXA1,0.06712862111363278,0.03430574357959617,0.04864806729670988,-0.038626068348385736,0.054409350676200015
WNT2B,-0.02411315949504908,0.008303980784532702,0.017430549169491324,0.009285162423690072,0.014939063334250062
AMH,-0.02922861196678317,-0.01701261721099844,-0.0188745436082691,0.09722285112729608,0.0655392148169686
GDF10,,,0.05184458246723251,0.046246530594205776,0.0696761759324493
EFNB3,0.004828593209797706,0.0031907438778203427,0.10566444914027692,-0.03763975945502917,0.017551660972187216
LTB,,-0.029009545477425864,0.07488103389783171,-0.014824410949688135,-0.03936645818762734
ANGPT2,-0.04379294293382506,0.007617299689561038,0.019664342991917657,0.009552607936623788,-0.06170281933964948
ADAM17,0.006068830266513518,0.0415720434326315,-0.003533325282051367,0.04476357050451322,0.004650472634376801
LRPAP1,-0.009398733116614998,0.039558237434155805,0.02251375665923475,0.026171522460695824,0.04809200022550104
NID1,-0.04175458530749467,0.008430754274668457,-0.05057478434107907,-0.030223700537078665,-0.020271017767751816
MST1,0.02659383352415564,0.03597605583654737,-0.011804892576865721,-0.004152122988834813,0.05293479739001322
DCN,-0.017372053239322553,0.05080281730345965,0.009176823832756652,-0.02101103601672993,-0.009828547717008316
IGFL2,,,,0.029809472378895103,
COL7A1,0.0376141805496887,-0.01287569208939498,0.034705428423594566,0.019247417831253735,0.005558311702367232
CALR,-0.050515329426459164,0.012171588275824345,0.05252449592189967,-0.017555513911946753,0.09101321332346891
PIGA,0.016465272979345677,-0.011385732840368486,0.011137509104577607,0.03661587341818939,0.047839975085130854
CD200,0.005171572737854171,-0.013264946245361118,0.0034014603586078095,0.045942968171751246,0.011284740554470946
GRP,,,,0.08007190868412131,-0.0073974560254408605
CDH1,,0.018991855485326583,0.07679423375733171,-0.013992750996722737,0.017975673384058616
LPL,0.07453693116090078,0.030796787961478656,-0.0002675821389769455,-0.009083028454091802,-0.0025500670603407316
SEMA5A,0.0036396781299086254,0.004067499061797533,0.01854679351700945,-0.01723478484974188,-0.0608154888948249
SEMA7A,0.02067027246566508,0.0176696217347962,0.03335477560368566,-0.036087286511270224,-0.013078954595636249
SEMA4G,0.021434586420218647,0.01997480725134743,0.01663059569445373,-0.03669413405047559,-0.03248368120973843
SEMA3B,0.12036160261999143,-0.02526181216662544,-0.013295789825331868,-0.0040219877763415825,0.044898712434405824
RPH3A,-0.034358493950673925,-0.021629547244598694,0.0383029679677,-0.03475951478168615,0.007204399192592834
JAG2,-0.048905798367883974,0.03295902396481095,0.06433938088379658,-0.031712443483145177,-0.06030115488881102
CGN,-0.02298993399546481,0.03765599046102939,0.06750588130970357,0.026213997782900608,0.03262325855524058
GDF15,-0.030274479742128966,-0.023856983278694805,0.06252559961866024,-0.06118730376927484,0.002227687061049007
SEMA4F,0.12648528777230242,0.03478880513817599,0.03483770788551128,-0.005390266743885463,0.017756277624948993
NXPH1,0.05962433049252647,-0.012131362062239765,-0.009460229186991012,-0.016186596114276045,0.031243390363138238
ARF1,-0.00043332622887892443,-0.013403151303039061,-0.026250495369605498,-0.00992085560151165,0.03385291412638482
DSC3,,,,-0.014454938543677711,
EBI3,-0.032707112352759825,-0.010428565300842787,-0.022212544208817624,-0.042367366748373325,-0.007505170279578026
TIMP1,-0.04304268174195412,-0.012170602002133227,0.03910514570372164,-0.017643111215501668,0.029064398687631467
