,UKF255,UKF259,UKF260,UKF275,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CCL17,,-0.02100440556426458,,0.02925632607750299,,0.034964091576569135,,0.04141749283902688,
VEGFD,,0.025065004648612825,-0.013723317657589976,0.04271119129446446,,-0.03194663060706754,,,
TNFSF13,,-0.014488368865752091,,,,-0.001383910604991855,-0.016649344737564884,0.043979448623456936,-0.026444435395783682
WNT5A,0.020352299889879986,0.010267153332084257,-0.006578656005207357,-0.007013398827325725,0.03347602865707047,-0.00842484736726732,0.058300650577994294,0.014389937394442297,-3.286667268148411e-05
CXCL8,-0.0017489242789862753,-0.019296035330736414,-0.04261361613017218,0.036845710824145304,-0.03463369761157734,0.02159906861539299,0.061921370527242454,0.01158764406010674,-0.050905515626043965
GRN,-0.021582440871404675,0.021303075131681136,0.04312337447796079,0.016805009081520845,-0.031126212312484098,0.12241799575205083,0.02936736476155469,0.027900581105872502,0.026593412641379086
MIA,-0.014408941888081825,0.02477215791588767,0.038117144550462945,-0.02649413255603411,0.010883203736000428,0.010243850257636094,0.05124264243612163,-0.04499725555103403,0.02784703803556088
COL4A4,-0.013398493770535357,0.05235881954104221,-0.0238505291552296,-0.018367443566897956,0.032608671830423,-0.013722719257176597,0.03561583335114061,-0.022211458388386486,0.04084907912283776
TAC1,0.024491645468773204,-0.002461973734712369,0.036385040590925365,-0.07010051667033712,,,-0.02558021124642446,0.023284747411872028,-0.014712944693883548
RARRES2,0.022456060627888873,0.012874758361200056,0.031881292097320706,0.0426300024274555,-0.06388430796048526,-0.09589536408931103,0.06108543806631405,0.006746324130116433,-0.017124028916465996
FGF7,0.019540970417420495,0.02639024905011003,-0.026276162189626088,0.10618540813485776,-0.07378869546227172,0.002628743424757849,-0.03231518579704335,0.04281440086646526,0.05052927429674656
HBEGF,0.01076301596122423,-0.013930833617375961,-0.06604184183234901,0.01315435813682044,0.009629426362183698,0.03963193938230051,-0.006389553611784835,0.032419170741566805,0.08906761291841268
CSF3,-0.022078047949641678,-0.013494240666728809,-0.029927978771331475,,,,-0.02125604149008761,-0.015396323782692997,-0.014932149874555859
PI3,0.043747848085777495,-0.0058986583549318836,-0.006296194194994263,,,0.13419250240233085,0.032452968311953816,0.09156278405668847,-0.03886616732565731
PCSK1N,0.013583318187217204,-0.004071477748895532,-0.07426342808520223,0.04128220813729755,-0.04515906906591027,-0.0018820630340127802,-0.005990648178371098,0.03739966282910913,0.022045449418808087
NTS,,,-0.0064827150496174196,0.08294247055870935,,,-0.04914691502524885,-0.022799856060712508,
SFRP1,,-0.01832715575051199,-0.015655928886689614,0.0011450506882792276,0.0488942684070901,0.0353869424738859,-0.03614999734823126,-0.022270045167971705,0.10186958720984009
CXCL13,-0.016031275147720517,,-0.015515225462054472,,,,0.03299572143162017,,-0.02521754277505676
MICA,0.0931083217487931,-0.0023187240686913264,-0.062317586211835016,0.04296943898753103,0.02025306450507562,0.03857120734498972,0.014669145606258899,0.01849208366109731,0.0595821889817982
TG,,0.0233503100312226,-0.033205624370384594,0.012910357255060166,-0.03202880674638613,,-0.017494048779021547,-0.015940320232105773,-0.0277898626373589
ADA,0.042881405923295236,0.016747970461462813,-0.021561600351004327,-0.03592155373902176,0.11097947126825129,0.07001884575747588,-0.025263716917776843,0.020382366808044974,-0.008608105065115987
LAMC3,0.02728604809138521,-0.004542188415973266,-0.015890933554547418,0.046590223108582046,-0.014199067324363782,0.026896843593002106,0.05945670110779375,-0.009000833186550122,0.06285313621289641
CCL7,,0.02565752843472815,-0.020570324431490646,,,,,0.10924201917161537,0.025730807004275952
NGF,,0.002403325465334719,0.04656293699013401,,-0.02923218338275761,,-0.013752253039539038,-0.04830427526316849,-0.02076811376782703
TNFSF15,,-0.015923074037911163,-0.015230198405272078,,-0.029522033679645187,,0.09981599243088703,0.015582621365251072,0.11296487707207312
HMGB1,0.025156249829161297,-0.024174959412459736,0.03891065439515144,-0.02359817811707844,0.02803639557252401,-0.05309688890976116,0.02865459897182155,-0.0502020328619638,0.08235722906506764
ITGB3BP,0.01487631677879081,0.041796342942185476,0.019813384037446282,0.014399084272171613,-0.04696935468405955,-0.0027050960161806572,-0.037076836931563356,0.07335696702842665,-0.00400806003372272
AANAT,,-0.014488370412068123,-0.01372331961667091,0.1037446186892206,-0.020488055743774897,0.01682601832353656,,0.007216705579144242,-0.018983011008054804
RELN,0.01568555767454548,0.13850443799963946,-0.022726824733968736,-0.0035782844922127785,,0.008702668589013036,-0.01594373083234563,,0.006638778629250469
IL15,,-0.023142732855218676,0.032352793937783515,0.015540810031725904,-0.03463378812981991,-0.03529166414933608,-0.020190275092979375,0.03230901193916385,-0.07001116384494342
BSG,-0.0078958463458442,-0.02238207421710903,0.0198488244442477,-0.009386634586704896,0.04291992799902672,0.10878814442661175,0.001421220994867534,0.021042397630072075,0.024139876384956495
ADAMTS3,,0.021216554568358064,0.03574529696654795,0.006378915957448085,0.03156412718140426,0.047096318452172235,0.011967756050203835,-0.0303405344955581,0.013297175131635275
CD34,0.07793086624096827,-0.027707206207135255,-0.001814218185860306,0.0578719872756593,0.0016468738507654354,0.0006207753175616471,0.0936962536226614,0.039531187656205335,-0.01915795562615784
PLAT,-0.08010175122211369,-0.05760653163560306,-0.0074187862666860935,0.0018087114734722867,-0.02498501752561107,0.05153717194508731,-0.02299722944983959,0.07032805115370097,0.09359124289504785
NTF3,,,,,,,0.017249489370075335,,
LTA,,0.10861508594945726,,0.0383990398501756,,,,0.05014903722974812,
CKLF,-0.008674807519671483,-0.020230611047839738,0.027917999949433593,0.03197182207228282,0.018201251723795962,0.04756409388094269,-0.03978282143487854,-0.027008960915269904,-0.005933352844104052
CD24,0.021442507226717197,0.028332926600922684,0.022735684496286043,0.050910143569493575,0.03201155068439729,-0.024526447071011287,0.012365694147701629,0.04117528949761846,0.020757601015275753
HSP90AA1,0.007903676715055905,-0.022953536845280113,0.006718929278608119,0.07537396818592984,0.07711804009407192,0.029885443350655762,-0.05104168881586046,0.007956895792685473,-0.01730599488853049
BMP4,-0.02662916410594506,-0.02155517136254567,-0.026632318559838167,-0.017465025720501057,0.026574654740734133,0.07265919751590998,0.009982028480416487,0.016474772533848225,-0.05264411792704452
SCGB3A1,-0.023599249951219852,,0.07449525426365297,,,,0.00024651019446507,-0.021644500992101513,0.04495852579481708
IGFBP4,-0.026403457302995047,-0.02497145271762996,0.03971398489403537,0.010284783578873686,-0.011413739627273146,0.030680467452986585,0.07863050952544345,-0.007880063839142491,0.06665854030846052
RSPO4,,-0.028052921488857924,0.0013618883468086355,-0.01785448116908636,,,0.12470694331792152,0.07077359664529746,-0.0027872369714712635
LEFTY2,-0.0007338030719895662,0.04195789529663269,0.021685840654836204,0.01180983811468471,-0.02618199888124301,0.00147110774710005,0.005089279498655296,0.1058538728066162,0.04519613098563087
PF4,,-0.012475939114906022,,,,,,0.03096067426383821,-0.018751069438741823
ANGPTL2,0.013436664285582059,0.021451927165515396,-0.013212801229922785,-0.028936843848144392,0.0038010205378747413,-0.03659511257374798,-0.06880894257890117,0.09122084091227753,0.1256494182793873
LRIG2,0.023877192091045992,-0.004051879993402805,-0.013970460769620495,-0.02816160640628954,0.08631163013241812,-0.07052390548799849,0.04497820233453715,0.06411041689739122,0.032269174755305156
ICOSLG,-0.04228001925152875,-0.002932069175867786,-0.013829945522838658,0.010875063440169135,0.01587351654098581,-0.009237517297873076,0.0057954144422622126,0.015013680065026095,0.12442547777132772
WIF1,-0.03826887788269573,,-0.0027662769233987457,-0.01377788022261047,,,0.07008682288130332,,-0.01934065157713202
NPPC,0.047093800637943224,-0.019353258213968997,-0.010309669486907147,-0.026876266575370653,-0.024532313866768338,0.008588609280153193,-0.02107708643269648,,-0.010489165712104754
LYZ,-0.00212282860577641,0.004156811377721769,0.06692129573465734,-0.0033404379992369587,-0.06896242994740634,0.004251144707349665,0.06113388082400483,0.030734699730724842,-0.0023316922030444513
EREG,-0.029759582784453585,,-0.026543624844829333,,,,0.008957255812487235,-0.034696113266682246,0.024628527392841867
SPTAN1,-0.02519741361427578,-0.04663549627066167,0.01564575163997936,-0.029638142303037716,-0.022801317862648433,-0.06332066680743664,0.027983685181909083,-0.02695056662204605,-0.04267263662571212
PTH2,,,,,,,0.025803279103913012,,
LIPC,,-0.022420191764403883,-0.018261737546047586,0.003923995047597209,0.04282757685215127,0.02922956928896612,,0.04294683777855475,-0.029241170370096266
COL8A1,0.046104750921986536,-0.02381197724852217,0.042674792408453725,-0.002521118811071577,0.05066702326362394,0.05289219767259837,0.006638133977008211,0.0505388749613353,-0.03497998612665522
GSTM2,-0.036737503039131904,0.0258743143483976,0.041041125069736076,0.05926564146865855,-0.0028256078582268697,0.15806341957447767,0.0030597065097587146,0.010357322338087739,-0.001573330040204598
SPX,,-0.0367380047325676,0.039859617269681645,-0.04212608601547478,-0.05791464744650018,-0.039579638716954364,-0.009747826083879231,-0.0299997911855526,-0.04209972433124606
MFGE8,-0.06302280543363152,-0.06655226919609626,-0.0474724245990853,0.009830847771449835,-0.027414275272651976,0.08468026403859231,0.03682051484173191,0.03573858655660699,0.05593346351093538
TGFA,0.029333399732906634,-0.042492848942064516,-0.00579337120253156,0.032821095723307284,0.0202130811754943,-0.06329554714152309,0.05198683515074064,0.02858539294576952,0.08836612012751384
SLIT2,-0.017540618851965614,-0.035635411593213824,0.004652969807710042,-0.03319225229221147,-0.027743877411016547,-0.03378295910665712,-0.046021647077594825,0.07126784469792878,0.04628991623080079
PLTP,-0.0025364949861872766,-0.03929249758471564,0.0028693456199532633,0.034950623438897925,-0.010503231253853001,0.10928373324500015,0.02824023193855391,-0.03726335184801208,0.0009462175599121876
APOD,-0.022658150711544537,-0.05860170639528166,-0.021371116748990126,0.035823419223674116,-0.03615673741025306,-0.028367876228707057,0.051890750455257297,-0.05790880580264177,-0.003785622640186217
B2M,-0.05792636523805123,0.029712105964577407,0.05369383833915883,0.0671096570821526,-0.025527054335401683,0.10414272578873117,-0.003571041165994806,-0.0036917910624183186,0.13012310082664139
OMG,0.06370913742093842,-0.02071805090194345,0.006119635041554531,0.07982435506036328,-0.012634131080996225,0.014097229425882003,0.015391386691375354,-0.012382575178685608,0.01715105260825177
CXCL3,-0.0025703074060360598,-0.0078218197243737,-0.062373484397015816,-0.01786378622286672,,-0.02638483783442734,0.09988568323250477,-0.052072816051964434,-0.04853843765186116
CXCL10,,0.048196201136414256,0.03873611730766789,0.03799546864151013,-0.033091142496504924,-0.020391008260160604,0.005744969227269563,-0.011614413884989632,-0.01891272954920031
RSPO3,0.16350716843193336,0.005809825976131893,-0.01826172628679056,-0.005758384432311976,,,-0.015173741002295226,-0.016372707888296485,0.0685026819754032
CORT,0.05729034236137997,0.005767833265002014,-0.022163362099462302,-0.034031802612806215,,,0.0849335889269676,,
NCAN,-0.01759572314205476,-0.02705292770250906,-0.03951598069179874,-0.02518225817899923,-0.01582520583337324,0.11332667928342298,-0.01907742372433226,-0.06603302844551495,-0.027625392227151678
PRG4,-0.02468611050562189,-0.014299395729501233,-0.013075330458377096,0.05032079205621878,,,0.10510099538227873,-0.03708859586987343,-0.0260989340643349
ZG16B,,-0.01659619755648141,,-0.012197990968830784,-0.022775858763470585,,,0.08010764356132244,-0.015996585337397357
TGM2,-0.06060832693928667,0.014739798683416176,-0.06975447096014362,-0.030943441628754738,-0.03631606488182681,0.012627220094364934,0.10841075793551093,-0.007342893067865822,0.03266663397344053
VEGFC,-0.032828184836012034,0.009159204773484355,-0.0201272663211334,0.019152595759029084,0.0707643596030153,0.038603677043663506,-0.03150678533761565,0.02966229159501675,0.039201377617358035
WNT6,0.14709499375763324,-0.01977790552504937,0.02203989219833541,-0.016784995705550865,-0.02165984435803044,,0.03972194757967626,0.13082782491239295,-0.016529271975445615
NRG4,0.22881932669781113,-0.017403018741145575,-0.018624098343821983,0.04783562732685415,,0.00834046012357284,-0.024377523867130775,-0.016372709723286416,0.015034530053515228
PMCH,,-0.011450435443960776,,-0.0178544803074148,,,-0.014035571752314738,-0.023495726844960946,0.06445090930653534
COL9A1,0.05973307094121806,-0.018176182903159536,-0.045597777760089976,-0.032692208931436546,0.03377118847857951,0.0029990299320426556,-0.018013789903071366,-0.009439477283722525,0.10815948967420681
GDF11,0.002000549596652004,0.05464083488758067,0.026715280424748553,0.01105997070028527,0.01734514980141628,0.06730396621531713,0.01845292773798472,0.07162568251376256,0.060006926542908755
RAET1E,,,,,,,,-0.017960746235204633,
IL24,,,,,,,,,0.0074004369073343125
SORBS1,-0.0375786766445039,-0.022654314937907347,-0.0031271894596009574,0.02541039591139261,0.0062261287392947045,-0.03947021995936591,-0.045855084607964565,-0.0017367252890747363,-0.02060565011665402
DLL1,0.027055842475469178,-0.018505925295844796,0.07574184516202825,0.01847253127112016,-0.03977317723591912,0.006291410460649911,-0.004635962466487348,0.04336889429502191,0.03961039564569236
TLN1,-0.004593368408907623,-0.03879923786214372,-0.012718147411280972,0.03121256009523023,-0.061232041564071964,-0.02508794143806368,-0.044699503014065646,0.019590219850825874,0.07116641654289495
COL2A1,,,-0.011678253650422216,,,,0.02382783582682398,-0.02382782379993747,0.09099039479548525
SHH,,-0.014859419924481991,-0.029605163132229148,0.02787609555612469,,-0.005861341655110802,0.007713487125610258,0.08810207915601559,0.026529640867058685
PON2,-0.014866038011501184,-0.013619888454876739,-0.015485200325109222,-0.053148818661297274,-0.010380251952106874,0.03325858566307011,-0.038408917501053456,0.014900254181008557,-0.04600924767296339
ICAM5,-0.02359925162133635,-0.01030857537995473,-0.005414590250529179,-0.01660467520171694,,,-0.016271989012647224,-0.010705695329755531,-0.007962478141151008
HPX,-0.022078054442525627,-0.028287499512608325,-0.008602532691442373,0.08356759071596849,-0.03732618045110998,0.10394917215946668,-0.03885110217164469,-0.026894056162651617,-0.014774705285046406
SFRP2,,-0.016923268980723476,,-0.019950592001246333,-0.05631776892875845,-0.05198692231967137,0.013515688769788491,0.011026608830715223,0.1794040774033015
CFC1,,,,0.0757294745435025,,,,,-0.021994967340601614
CD70,,0.00247297681700151,,0.0011568905808915294,,,0.06649307194237962,0.12418380579702355,-0.02086115526972602
HP,-0.051253273999876156,0.014789015750056643,-0.02691350006436376,-0.02624319643432836,-0.00935763206044477,0.05148109347199898,0.11664853897366971,-0.024491782992565762,0.11379874573139136
CXCL2,-0.0009270574618247284,-0.004704936005549975,-0.05529795278039788,0.0014103019317096043,,0.037726381060524346,0.06302209524927643,0.0412112057465948,0.02495143906599608
NPPB,0.05755819499296266,-0.0053234961922890576,,-0.013442211894922175,,,0.10330298085653451,0.03309787390490692,
CCK,0.011758361493941634,-0.005068434242115263,-0.03755347336546542,-0.04374764965446761,0.06874223707406098,-0.01650059587658562,-0.03792121313748596,0.055040185709510754,-0.011726078012647766
SEMA6A,0.02976922245153252,-0.013140995215174256,-0.017937295885053245,0.019935669112840268,0.05995625895684383,0.03650425878048696,-0.002796327949548982,-0.004652626821280542,0.10507664767428172
IRAK4,-0.03725347650865309,0.012110314349373387,0.0028374147219769877,-0.012694321868169486,0.042507271444992514,-0.002369835035839638,-0.01608544796001991,0.04680166718232029,0.11481293957546027
GSTP1,0.07353533331565416,-0.0333738930480645,0.04868430433969389,0.07322240712335674,0.06741746493097076,-0.04713089687188954,0.020397347956617108,-0.050018604697212754,0.022915354515143222
VCAM1,-0.03595450973205647,-0.06264081273224588,-0.020118750960122344,0.070338962276632,-0.01291625615775884,0.06332479617610783,0.021799749851715254,0.059176147234526036,0.03563457048889622
NXPH3,0.09151900440516969,-0.06330275792513448,0.02237522128850573,0.06068373176622773,0.12229514524471068,0.07256577225772551,0.021303633695811324,-0.03130164459192879,-0.004547353142208862
MTMR4,0.017313536867594046,-0.016945353516647402,-0.0027065248165203354,0.05298913528273708,0.013485538512511584,0.05784723999722649,0.019954790790494496,-0.012328441777724037,0.07141910266128616
LAMC2,,-0.03321341234233208,,0.015900260387610554,,-0.02701900977488958,-0.013623711623429017,0.05223838640290145,-0.0239368381241101
IL10,0.04674860081256929,-0.03731415465110046,-0.03620088301356032,0.016263936625102747,-0.03919140647863139,0.0509229667120323,-0.02165270265715353,0.1011380218499756,0.02134601277853214
SEMA4D,0.047677994775003014,0.013902155752812152,-0.05190424557983735,-0.027856973236147737,0.02246873315525632,-0.09670243150575351,0.002242852820145878,0.017368047430658336,0.021646353299058035
TRH,-0.017051377474054726,0.00607380214282127,-0.011492286995443895,0.1433032238851552,,0.06062563748367112,-0.015356733311910953,-0.01860239922826969,0.14341617760267522
SEMA6D,-0.03174231552357832,-0.004164587088298805,0.03375498732130671,-0.039167261812861655,0.011343003682062838,0.033664748512171966,-0.00022070308547400444,-0.021579550465336772,0.010571099326086474
CEL,-0.018711837456786423,,-0.022673085128978625,,-0.008999175466310027,0.05876005020598517,0.03411856840517369,0.037002408866144046,-0.02557324584604565
PDCD1LG2,-0.023039150352684303,0.04552611548073799,-0.02555210403334243,-0.00047443227954344937,0.037505241419946656,0.06390668725739237,-0.011494771655092191,0.07297600333350253,0.05219415707056438
SPINT1,-0.022466850807466316,-0.013294561158965962,0.04342917888019753,-0.029398702971665927,-0.025898631249302098,0.0056954063811945985,0.003122137641954101,0.007573131716825898,0.08669309305079402
CTHRC1,-0.020034106275629904,0.02885236484157496,0.0440259474028828,-0.003508164588378234,-0.04034044377854845,0.07803868064800278,0.1258553471760532,0.020546788193208446,0.04046890423111184
PODXL,0.013872406654420433,-0.038980136313580396,-0.026120583948049583,0.00951192009886308,0.050715463743374364,0.024433271960813397,0.005003065264476877,0.02152502318405405,0.1270287313332189
JAM3,0.0014068149266657658,0.007999434779118257,0.038449536847478746,-0.015172643222431456,-0.02778059453180515,-0.027132145850577168,-0.03357897663343334,0.052326441761405926,0.09081700516262747
TGFB2,-0.0333897226405107,0.028533008571495357,0.049964422784143085,0.006660452439929933,0.017525269313036877,0.01720954756133245,0.0038643876838636406,0.018424600403436853,0.05529647302377507
COL18A1,-0.05447499224778466,-0.03451729906495935,-0.0054042941824949745,-0.035303391093583575,-0.09603534811803911,0.05104928706955149,0.09905673603867371,0.008760887455631278,0.09385954170401499
NODAL,,-0.029264263691389802,-0.027679113795344257,,0.02899759048028747,0.04984133177900059,-0.015579736038647674,0.1260965741103843,-0.02994840185054524
INHBB,0.008857986075678332,-0.019350631414306582,0.021051225579702394,0.02396857890584437,0.03434862050617249,0.072093021005759,0.0014006686829874172,-0.010069564026568601,0.03967508407900147
LCN1,,,,,,,,-0.018811758607183135,-0.016789649701855185
ARF4,-0.02626135236828332,0.005596351239956642,0.08272575149149104,-0.00812120792262628,0.023580611143173558,0.013491084805737196,-0.007538481506936898,0.048318876535060326,0.041534354870515024
CXCL14,0.025776218863632357,0.01476594571393633,-0.011398798853559088,-0.012045299206492655,0.10817763757826922,0.1200861324132736,0.03917418601222711,-0.028598663028526886,-0.041051521348238675
LIF,-0.0246402588306125,-0.00869068453235383,-0.05380559307053781,0.048462734036827354,0.06468764035209398,0.0012487884191590953,-0.03249895515314741,0.07417317446133338,0.053305966712842
IL17B,-0.017051377474054726,,,,,,-0.00022334700089035733,0.037561980465295706,-0.018983007195746738
MMP1,-0.04317542910988601,,-0.011492284488434635,,,,0.09402164702645396,0.06773915539384955,-0.030748698282509757
MATN1,-0.027239528457542402,,,-0.01361103553558583,,0.008543651274157602,-0.01997589065660745,0.10769867619107154,-0.017299405076269907
ADAM28,-0.008794980925546111,-0.043596616956824964,0.009357830852651034,0.033560587142732835,-0.017168662796928507,0.05001651626636276,0.007973207571569134,0.05196176001582504,-0.02118281551515063
TCN2,-0.0023011288185900143,0.0008666657242390292,-0.0013515846751301823,0.01891513835377291,0.06207034587802101,0.05689558325883527,0.05267469195284508,0.022837373927548338,0.05351393799085105
THPO,,0.04937703973688849,,0.06103785959407018,0.09901257368346904,,-0.01732815990485047,0.11147444589725244,-0.025924731375631324
CUBN,-0.02674535769439232,0.0031101097291843316,-0.02886308221218532,0.02726206164915029,-0.021267833799645485,-0.01448459123088062,-0.005477778646276168,-0.0037402816363943606,0.0566165933591163
TIMP3,-0.0227950964320019,0.014215058153267691,0.014786271896749774,0.06208703852878713,-0.0459729185628913,0.06347384546986033,0.060922194025959685,-0.01480927289726282,0.0560647113001599
PIGF,0.05623822400193789,0.0062691917481246685,0.001163268256699661,0.03749485148532181,-0.024217727415074,-0.019687041441570755,0.030244297361419998,0.02165709236189084,0.021738871750880434
CRH,,-0.016760485216210572,-0.011678255793193983,0.05791737704193042,,0.032103850549616515,0.0023711558478048287,-0.027895430347762925,0.07373610680813684
BDNF,-0.0015900290649128717,-0.029888692641827294,0.03669309613017683,-0.0023616302728395717,,0.006382117136042939,-0.003717417630164386,0.08725138068259254,0.058266304398086964
CCL5,,-0.04912635609425334,0.014222309518849946,-0.009711796514433244,-0.013301807100817154,0.027298384930907076,0.07730047964490845,0.02451182544226182,0.0063056429897955625
GAD1,0.011198259619423483,3.4738176070221715e-05,-0.03540508148467462,-0.07388226386654409,0.05377926627863428,0.10688443706700701,-0.05135685532955284,0.12485784776667838,-0.02122891782105403
COL14A1,0.01694996319111589,0.05252858843224568,0.03427337501637924,-0.02956611467312724,0.035763168008728814,0.00762253228179803,0.09190050731826944,0.04210756581021536,0.0038536317467615044
HLA-A,-0.1106931828932353,0.024665298360006662,-0.04357135715458772,0.09201256231342297,-0.05603505658942939,0.09648887704390091,0.01907039760146283,-0.046392018736836585,0.08881161927793396
CD5L,,,,,-0.026816392005979885,,,,
FGF18,-0.017051358432583322,-0.013316080165515862,-0.015933930858704985,0.04205565010002646,,,0.007952903351799594,-0.018602400720725585,-0.002787240612974492
ADM,-0.019148828589735677,0.004664107948793611,-0.04371640918786799,-0.01112628585678754,0.09463462714607043,-0.020621685079621768,0.002625843436159147,0.028497882876063634,-0.03477437196800234
CCL15,,,,,,,,-0.016133860700920526,
GNAI2,-0.018715958070878187,-0.09927775387494371,-0.024517487875357527,0.006580632384618322,-0.019234167214335674,-0.09222106319959608,0.023523991702376366,0.02430065384454288,0.05054058143126461
HDC,,,,,,,,-0.00717590815212163,-0.017299397241533076
COL11A1,0.04607386032973079,-0.02845021843317193,0.024736697757923958,0.025589260836846203,0.04417113531103848,0.011231140810512073,0.010081033836679831,0.010464086527078842,0.054717764280433796
NUCB2,-0.056658140390287305,0.044130752188186524,-0.00030616842575308047,-0.007740017685076915,0.059747263988414075,0.013174492984108842,0.04831611216415277,0.014235341861134084,-0.006474144099151368
FGF16,,,,,,,,,-0.01704630707394561
CXCL1,0.1377436841731864,-0.01630581583820657,-0.03662563726547277,-0.03079819754957015,,-0.02828372291200642,0.11663243743575742,0.0663048108578715,0.036331116909988595
VCAN,0.02901279989582836,-0.0048174838286121945,-0.0442135543068809,-0.018864851402255703,0.04161461678739448,-0.015498699155415031,-0.008334148677155479,0.019154642962096576,0.08178570990310771
MMP7,,0.007276439284084288,,0.12901352471499608,,,-0.017602862809558615,0.07937611241622729,0.04057457810745067
PTPN6,-0.01621553728229301,0.020961042948087566,0.010609068053117864,-0.017163402706075085,0.07066863895763024,-0.03722902980230813,0.004792868767346482,0.016930261508151037,0.040210995251058375
PTGS2,-0.011533288751495275,-0.008797521321033317,-0.011640468176316733,-0.025061542428100988,0.044974837454264976,-0.033788119057727564,-0.031027706436429048,-0.00017799916786741108,0.0037902513219042182
XCL1,,0.005085031109619234,-0.012219950398617112,0.0165678356085291,,,,,0.03358845887336718
CD58,-0.015839453183062135,-0.0058670627166991845,0.030137440946608144,0.029795488094010333,0.1200211461251507,-0.018653415778014406,-0.015880599954735307,-0.01956888920588429,0.00287490460759809
TNFSF14,0.05880864530902045,-0.0032753260996527837,-0.03439507985577412,0.006097792630217006,-0.03202881411643849,0.06124359876541759,-0.020266627402505254,0.05034790806030761,0.012502686973519233
CNTN4,-0.019602384403367604,-0.026038210694298413,-0.028779729555512164,0.016900121275114408,-0.024817389554899576,-0.034298333758230756,0.007033430249728587,-0.012301198921528703,0.08359915916979214
NTF4,,-0.018327155821959755,,,,,,,
INSL3,,-0.013316077553644457,,0.01966396193500165,,,-0.02026662544442272,-0.022090914873925897,
BTLA,,-0.02113666189296781,-0.012739705091488687,,0.019152072725928018,,,-0.00233362518917393,
MFNG,0.09466510621610386,-0.05782503906108267,0.07261588641137061,0.03119978866489399,0.053032353979919566,-0.0028291142029980014,0.044387154227344475,-0.032805965464432735,0.01943260452470128
ICAM1,0.02743048246328771,0.008541544555599734,-0.006163029578488104,0.02820011622614521,0.02592632822818704,0.0068147780773586426,0.026073433516915056,0.008670442670062378,0.05876875439728105
PROS1,-0.02539470762587465,0.024445766030961293,0.015244262224256669,0.010252650114805409,0.0740121269127833,0.061867394192294645,0.045752884617956964,0.08786294210459282,0.02058784276658289
CLCF1,-0.03097590320712026,0.04061096822525465,-0.05709326667458238,0.008509904147262883,-0.04423030537912798,-0.024765844046090828,0.005693619931660315,-0.015228003731789822,0.07156350109952912
PSAP,-0.08272390294224931,-0.0019238773126687278,0.08059866555685724,0.022037021472967117,0.020475292718291554,0.02694635628322313,0.02200425608974023,0.041160265655427186,0.06626751014055836
EFEMP1,-0.05638665359621335,0.02180607045554178,0.04374117708287093,0.05889694981213719,0.10300858324846217,0.00994172351590201,0.022536722079919864,0.09183437866257017,0.08923456706499061
C1QTNF1,-0.05374720179466308,-0.009533478316002536,0.009117561778856342,0.014293460361004722,-0.04483214539795017,0.13398058510728292,-0.005720634476454595,-0.019090382298715982,0.047124922207371724
ALB,,0.025833106049423987,-0.01718948452492445,0.015388212001809645,0.024671129713658813,-0.024614056701376532,-0.033925828203641414,-0.007908732699755526,-0.0028638281980457453
