,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,0.043038320165691236,,,,,,,,,,0.031791673571113996,,,0.017262064233326893,,
BMP1,0.020578180827180416,-0.020972817036361637,0.014714175418765171,0.005094889979075128,-0.04389625248607539,0.03508159336911769,0.2727767996120235,-0.026514794765975725,-0.0316933648772049,-0.01865083127399662,0.02137876042480925,-0.08101493535190796,0.10966018354392595,0.025353652630323617,0.028591477825704235,0.08806311984418773,0.03567561498031042,0.10156402242572737,0.07444529850334872,0.1013648030822423,0.15601930172502787,-0.014778198139849683
NDP,0.03246520471545721,0.0076142187333577424,0.06357853078636108,0.006605709075244476,0.019698748980470044,0.014018062717480094,0.04434408772739796,0.01297138400714544,0.034405784752179376,0.01209539852834308,0.024422807479580456,0.03791590984395733,0.04304277252846121,0.0023600904290760937,0.09620252660234663,0.08972260221474504,-0.0034886276743219015,-0.11331914717457289,-0.02510288003170808,0.0745234913387589,-0.06643316712000111,0.013867183027278575
TNFSF18,0.10335592472294218,-0.03346924957156396,-0.026918638863130163,,,-0.019666597467035196,0.04457218105848278,0.02795772720578296,,,,,-0.007078868030007605,,,,0.002664177732560597,,-0.011821121378931229,0.004554818487918749,0.13590561899671655,
IL36G,,,,,,,,,,,,-0.016810357988690846,,,,,,,,,,
RTN4,-0.017297308147849137,-0.00441747450645798,-0.029167919497598237,0.0036786144702713255,0.07738109879369817,-0.09793189932161922,-0.2827118045934697,0.06842238188884435,-0.0412566141176655,0.09890365868098364,-0.0613079847271729,0.03799462336973772,0.08490640693970775,0.0014155173517992206,0.032779366186562554,-0.028315663658767552,0.06865244973538938,0.009725702568962396,0.0024680708616276717,0.09408537466798697,-0.0973856335327367,-0.029291982099588575
HEBP1,-0.019909547995414053,0.005015677054672285,0.025953375699456084,-0.018002909463011058,0.0010761768042374356,0.04228074620460853,0.11776424324092595,-0.029684236823235146,-0.009278229500885271,0.03027396044299992,-0.030541166454295825,0.003987823947010797,0.06878060673785658,0.004197852704805324,0.08195271887230476,0.05326958347887256,-0.015612802601952256,-0.022876191412230563,0.16006266192464993,0.06454285705403179,0.062205675051201954,0.030554685409078637
WNT7B,-0.029567867547997135,-0.021196260270546958,-0.011609260878992844,0.0342457798732017,-0.02848981551062825,0.017636984503796027,-0.09045072465102662,0.014220824078606753,-0.020336290042558,,0.015079568504655794,0.018421972496045404,-0.03375988311108588,0.006435399304866993,-0.032590104699189056,0.029785981400134314,0.053312749470263036,-0.000192215370927251,0.020483430733194623,0.044343834565296135,0.03170910127147597,-0.03791655291910774
PTMA,-0.0017789481024980058,-0.008917210324754211,0.043015628539511186,-0.011956704070104213,-0.027864909902000495,0.14027272634151258,-0.1337189175196894,-0.0008618993104268246,0.03143494020305567,-0.08115090981365523,0.09602638325493759,-0.10329621563456087,0.0671501772632521,0.03225909976186402,0.02939613122692083,-0.026755990482682998,0.08614610567837148,0.11937872233815557,-0.04558617704032037,-0.07349033530424814,0.006091969382240704,-0.05322837314334037
FASLG,,,,,,,,,,,,,,,,,,,,0.0905310295774094,,
