,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
PDAP1,-0.02099970138358491,-0.02761702174112363,0.049166852732433965,0.03015119324580169,0.03775967893331615,-0.007093990235842913,0.032581573781396485,0.06996950996346156,0.02496809680526451,0.002571142510218964,0.057318386977555,0.015739650319366166,-0.034682611768979535,-0.06522162069266325,0.061983180185142504,0.014570202014118539,0.014821001447990662,0.04224540108684964,0.05190260131673075
QDPR,0.01427606822623026,0.04747652708867582,0.01751460933437165,-0.09755036948357097,-0.0036468684850155873,0.015178028241361408,0.11854335441872976,0.10460006052733906,-0.009082645961091974,0.000694934065526192,0.03473500345622813,-0.13863995682441313,0.009187472437057772,0.07247684369979057,0.011376814804618458,-0.0060293733356593365,-0.048825220713429866,-0.07782380481899671,-0.10817352128633921
POMC,0.05587205418345135,0.025035775611897706,-0.018336192193048405,-0.0015166156541597605,-0.02314046577691361,-0.04139575793865719,0.06955030533791917,-0.022929645661566612,0.026344617790393193,-0.03674280587343848,-0.009406089666908271,0.025808993787458753,0.0667507047335406,-0.004922173603405347,0.08168576155518592,0.006998463369978595,0.026080125230951958,-0.06297768563593019,0.06100473542599069
CCL18,-0.03489974876539293,,,,,,0.11709597120465025,0.11856992741813903,,,,-0.024476599106956494,0.13448946126356345,-0.004451427168610731,,-0.01329053533861985,,,
CCL17,,,,,0.020666411863184308,-0.019049777884563263,,,0.018950163774118605,,,,0.014712964498238487,-0.024319354041105915,0.029859769142644595,,0.015755953453155513,,
VEGFD,0.005589055706140176,-0.013932177566615205,,-0.026838422072720518,0.057380049471639626,0.02670190461112418,-0.03455911735229513,0.15721320180640463,-0.019152309538948156,,-0.04399847889661637,,,0.04177523761948096,-0.046844829006364073,,,,
TNFSF13,-0.012864456097598773,,0.0365956712618652,,,,,,,,,,0.0916375987723415,0.06695205346993441,0.039370254774297536,0.0644383683704044,0.042810366961781136,0.040052947144819856,
WNT5A,0.012600508947168807,-0.00368290491238211,0.05315192388523302,0.09609116956956998,-0.006222639051608571,0.019743370185067943,0.02699886679678741,0.044603591219639624,0.021453981074014625,0.04558735994181362,0.061802881742877284,0.05466014230976334,0.07492136235649939,-0.010937334695206921,0.023789073742439864,0.055951780881462646,0.08117270602617735,0.060972657551976284,0.08232062166394685
CXCL8,-0.03376472301038573,-0.04364165608342632,-0.020374292984365605,0.007766051391750205,-0.004045656557844883,-0.013012490951247275,0.06551039682378859,-0.04085598796748681,-0.010772998089823195,,-0.020161791118215533,-0.00903260304706574,-0.013591133708724449,-0.0935092678095771,-0.016192573870075118,-0.05076623448379967,-0.004278780176394925,-0.020292626683546762,0.013099726342959755
GRN,0.08391471901038117,0.010659358433806013,-0.044270225580560346,0.09961584542661109,-0.022356302894961138,0.023547157181230842,0.07852091068837458,0.003860699182223834,0.019845404840986833,0.00151919294408732,0.08042729902137888,0.16638286045921957,0.06130497932483641,-0.02885988326027612,0.036709974349718656,0.043297060513868245,0.1308665935321423,-0.02025566732158667,-0.020290206877598117
MIA,-0.03588085650090628,-0.042275040715212646,-0.01163557847644108,-0.0020989585874904427,-0.0008261894313684014,-0.015891620555554306,,-0.021010200322125895,-0.02622996561720885,-0.0776695978702246,0.024341777838455547,0.11486194580301756,0.14044389678173372,0.22278892155007832,0.09817467364162676,0.037108420269596466,-0.010561985529783255,0.07815148465722055,
COL4A4,-0.041914314714944535,0.006459113555271435,-0.013628206357710837,0.008766133921044686,-0.0259681849968804,-0.015543387962765162,,,-0.025444039756768247,,-0.034451675492276325,0.01676444562426184,-0.006428262096169215,0.001182197904895665,0.0024543354309091445,0.016389319715263705,0.08774815313609265,0.0029791408091242493,
TAC1,-0.022843264920347724,0.02851829679309296,-0.022888107037347255,-0.016296362935460974,-0.03280898693881237,0.006411585199899385,-0.0718371675871776,,0.010060148963210959,,,,,,,-0.04270012252034134,-0.02707530112053801,-0.0299281240036752,-0.05799550953847438
RARRES2,-0.09353404802637129,-0.05790300710058038,0.0636935530898689,0.06294147195519792,0.0171652501397556,-0.042248689478052465,0.041743726663321615,-0.09589942386844631,0.005789112682916558,0.021749072902466273,-0.10669485636407633,0.006309885837278565,0.02026531008873797,0.02411164123836764,0.02204138975944083,-0.03529497634534326,-0.026268408868564457,-0.025145602581556452,-0.04338045372706485
FGF7,,-0.026676068173105385,0.010716541765423604,-0.026088768270010932,-0.0007142662278014398,0.014875448416819754,0.07338139145630841,0.012447135293293733,0.009834753451413148,0.04870495729343877,0.08344848100433401,0.028599040459744794,-0.059613547764086915,0.0387366999053821,0.019792220316532418,0.01884528277732245,0.0669570827920788,-0.026184325049312018,-0.07902275371112365
EFNA2,,,,,,,,,,,,,,-0.02345480726619144,,,,,
HBEGF,0.12866711375277173,0.02359523354191671,0.10475643667894179,0.10007350817162981,0.08525355906121179,-0.0023615147077632693,0.08038828366772088,0.10474769327288994,-0.00679601289252921,-0.06471990514201792,-0.040455102694092984,0.07004977370676044,-0.018018199467169208,0.02332485132374729,0.022328878415844137,-0.017450524101688014,0.13017114393049758,0.06924219031369863,0.09223596801667859
CSF3,,-0.04641834434207047,,0.07557924271651416,,,,0.04297366338416589,,,,,-0.001700926431088547,-0.03197216689609075,,-0.03548194216148496,-0.024317230824438207,0.059264537300919906,
PI3,-0.03671600713582252,0.020877467246502572,,0.021953486498094213,,,,,,,,,-0.04518080205442054,-0.09458037237999796,-0.037738360548991365,-0.02414469857800866,-0.045902252156511336,0.04829225271482101,
PCSK1N,-0.053782923915713675,-0.016213414685631353,-0.06769716402342599,-0.021197682220522724,0.04520239770648877,0.005014877976988593,-0.07055799180976506,0.1397968736216397,0.003986470025669783,0.059293630412548176,-0.008855549875266202,-0.03260130106147741,0.011089272381037355,-0.0026977909448821853,-0.0023096134167720317,-0.04456760592781706,-0.02873125734097375,-0.0862423680815682,-0.07440999984103407
NTS,,0.0014884363083671273,-0.01663694352283228,-0.0016482765098940859,-0.010591492268308213,0.012262426144318049,0.05792153872976272,,,,,,-0.047861062715810004,-0.028575231789322215,,-0.05012187819295501,0.042599912803901074,,
SFRP1,-0.000510859170534118,-0.015894201873190874,0.05116779645678357,-0.03386713724228662,0.016221200541877617,-0.019049778076410173,0.016771040526899705,0.07749115705011321,-0.024393340534797203,0.0006833576287469098,0.011429409579097825,0.004281924632923518,0.03329046947236304,0.009285016314835241,-0.014104561506072644,-0.03649996355955518,0.03243836289179116,0.016539692398528268,0.03314042738128192
CXCL13,,-0.015751357034562256,,,,,,-0.043808258473417176,,,,,0.13124995590261815,0.02158540133461678,,0.026763239162363523,,0.12904573253212592,
MICA,0.027112798871619735,-0.024517819851086992,0.058486466508200954,0.061130368824956774,0.010822938621456866,0.02761224585988369,0.08110365232710082,-0.04325618303648614,0.009285386404588864,0.013622244787000613,-0.04257398185137136,0.17467034198843087,0.07399345852935887,0.05044897116157058,-0.005539949217743761,0.06810886146575747,0.10919702440963149,0.07195988127881972,0.0663120390349507
TG,-0.016899363641433945,-0.010419494401575297,-0.01920341854451442,0.07549509662573965,-0.02505860955692699,0.06796720312887045,,0.08905261624301125,0.011719888012358619,-0.0368354817811924,-0.03918512274333905,0.033470293582713764,-0.01763847145504565,0.014057245118508508,,0.022122450713628436,0.05678920414465295,0.0265030945495127,
ADA,0.07156348969188785,-0.03034027238664887,0.08105292031447031,0.002409982498549339,-0.032909408207995525,0.02880669669690146,0.03279667974468212,0.1018276944623898,0.02731748769571407,-0.036499295448916204,0.004184865020040992,0.03300399499729874,0.018409137348761408,0.025670299911373453,0.02627910095832198,0.012279611309331489,0.15817350383615758,0.12409646751563234,0.0724631632966288
LAMC3,0.0978664938188487,0.04096716836857174,0.05740736386439566,0.09692373943980277,0.044326287224746505,-0.011891025611506281,-0.04402860437902976,0.09146729290268336,0.06246198124028936,0.0003610031290065383,0.006275405113461389,0.10675811290887452,0.11652212502801523,0.022616205384591713,0.04479284237363266,0.040855982837470724,0.10938433427441792,0.04061580236330711,0.07516768666344523
CCL7,0.04055158471531113,-0.020883391300346835,,,,,,,,,,,-0.00958938969033129,,,,0.050569546973846365,-0.011541290527588505,
NGF,0.0169972753296338,-0.022290846642050124,0.08064916190908676,,,,-0.031114327428716004,0.04804511434502484,,,0.013971623980164988,-0.036373771606914705,0.021632145852297384,0.10542955446739773,,0.061139047152363415,0.036157096386154663,0.0899334996758166,
TNFSF15,,-0.015461992052605015,-0.02225082483018712,,,,,-0.01482155196849946,,0.012159504689547391,-0.01018788162444832,0.03899852810015052,0.002272922974316942,,,-0.004318156637104216,0.07508357498174359,0.1412455364227964,
HMGB1,0.04790451083652341,0.02466549114319038,-0.028714948026460588,0.050485355256570885,-0.021833114442203528,-0.0032077248976283734,0.015889609890808242,0.06360250341036632,0.06896080209120127,-0.01716522589977276,-0.04950512898254999,-0.018503143978179388,-0.08451953821610762,-0.03800394873619703,-0.019826547236223683,0.018069027011828685,-0.11084221633531918,-0.048413407751247424,-0.017888297139418863
ITGB3BP,0.0225790671061053,0.002983836449499952,0.0023639665430554503,0.04826787280079232,-0.00966685124276793,0.02722551827311668,0.03679692509242388,0.05811888971395342,0.01939546887008233,-0.058107083903875735,0.17452821674563454,0.13223200642044694,0.014560855588605865,0.0078993830508856,-0.03490043355404255,-0.0158298046832219,0.038979576605469295,0.03923407110626552,0.043435514574812525
AANAT,-0.03220764509572301,-0.013932179555512065,,-0.015065858138269606,-0.022535354017514518,-0.015891621439486817,-0.029252043648786058,,0.031178384525061494,,,-0.025493403983411392,-0.017737499463311067,0.023986399438073888,0.07276578658738872,,0.006265544282393103,-0.04071783649047815,
RELN,0.04936744353272515,0.017955061277748458,0.001738779859110349,-0.035648400729789365,-0.009043506314291943,-0.003136027102215477,-0.027929396851475306,,-0.026538511591342136,,0.05811235322407297,,,,0.09975351547521169,0.0024884564255839283,,0.00052717103903638,-0.038775529654648276
IL15,0.07465900639415625,0.032711238459842744,0.030231857812885905,0.07085238674458343,0.02418032089426327,-0.025692643189254225,0.009061080546163914,-0.01218956835553563,0.10089802422465051,-0.057957348990856146,-0.030431657361506423,-0.027137424208066863,-0.027723606224752777,0.0007865722376608404,0.042550234909063955,0.004660663166720224,0.06804780041766216,0.05034770895754692,
UTS2,,,,0.04968746041087414,,,,,,0.01735735486346048,,,0.004550792324742334,,,,,,
BSG,0.04082296831120594,0.018092081655789693,0.014463666640598737,0.04400576102379726,-0.00041200117090962836,0.022152521166871882,-0.07233102913245305,-0.05246036834747202,-0.04539853889469702,-0.018802831846618843,-0.02855620395617562,0.09231325481454848,0.09329047838522113,-0.006649664622433098,0.049901485208210694,-0.04982142880955582,-0.01181396734312762,0.06492529191293926,0.07102809791141904
ADAMTS3,0.004274460406486486,0.10620775713043572,-0.025502035866734513,0.05863686806688719,-0.012567086311432614,0.06758372519785649,-0.024507669410064936,0.06532952542594511,0.06273143383572143,-0.0712980475287102,,0.015422864139445857,0.039881292094766346,0.051461972832452726,-0.02886424919755967,0.066074409003491,0.03246533211987243,0.007172434063784724,
CD34,0.055311669868879976,0.04044007973718044,0.04452314194381441,0.07757318617257389,0.010971888300287915,-0.029732792222504516,-0.015561011226431226,0.09215108031536136,-0.029877627341987057,0.014780945333452842,0.09011460137527053,0.10328478963778129,0.061513402623797224,0.06813362426260448,0.01626607291180771,0.010368126588953792,0.17114940175663224,0.040171854764890005,-0.021330308848499537
CCL23,,,,0.20340671544578748,,,,,,-0.03203836397931032,,,,,,,,,
PLAT,0.10308605044699942,0.014113469404832164,0.01659591890093332,0.06699041733908935,0.06562365850720318,0.015927668722483565,0.027980755533938396,-0.03818689283179593,0.029015116294828915,-0.0018239601359388282,0.1313219222093324,0.08923614306430108,0.04273422296019301,0.08937945166801868,0.004312707029069169,0.022633909275225596,0.12892738876889423,0.09267294283476873,0.09504148938231304
NTF3,,,,,,-0.02565286802149896,,0.005650910445367297,,,,,0.061360505524840396,0.14981940495076745,,-0.039499414324485775,,,
LTA,,,,,-0.008772539721825333,,,,-0.022232454369781867,,,,,,,,-0.022150758594197482,,
CKLF,0.03265317689301505,-0.006728147545395976,0.04831292600076911,0.09869339310173705,0.039994262557470815,0.004796183925681217,0.05475980498872262,0.04150083107676409,0.028413810249771018,-0.02006257182317025,0.02405512999882233,0.09179912057851,0.024002766135559638,0.10309547628977778,-0.04914740808985754,0.09459091849640726,-0.024544629854055904,0.07940547769683991,0.05667835603628507
APELA,,,,,,,,-0.027322736703279192,,,,,,,,,,,
CD24,0.048830378970301666,0.04002319998461098,-0.009574989772465448,0.03258272242158094,-0.0033178896309272337,0.049537853888856044,0.020829426261915366,0.09201023855773503,-0.010036457770545614,0.06356778245498573,-0.07796387547389678,0.10658419089326986,0.0359697578265492,0.026041266247029668,0.023207472001547713,-0.04348965824370614,-0.03433297173866094,0.01905784025666386,-0.030839303734877144
HSP90AA1,-0.016036017973151934,0.005653850880021104,-0.018751461278954586,-0.06387649597693433,0.070901549230856,0.017736994794364656,-0.0620154158938961,0.03155099143526065,0.014914556633554255,-0.006571553694506515,-0.009898696076199006,-0.1037309916059166,-0.1214377147043381,-0.16026075155767733,0.03501497750246847,-0.07449555602493911,-0.15215669473319227,-0.12689799040776817,0.005828667267937956
BMP4,0.007709029527013775,-0.027037645010068823,0.11317357354390112,0.07447364046321081,-0.0004989198240503338,-0.041052109523490886,0.0018610746747067856,-0.04609193818840284,-0.018944347389330523,0.0022915607402629067,0.08109557619913535,-0.02965830336454555,-0.0015528740849153001,0.09782967715395816,-0.008724559525682673,0.07593726906951008,0.13478416361956355,-0.03663281688774803,
SCGB3A1,0.040470662585992905,-0.016591505928588733,-0.020210829645823963,,,-0.013404738115221542,-0.05149178294776367,0.09451795179196402,0.005792233422124286,-0.03953791499128909,0.055185050589348014,,0.009171012769137987,0.08772516553621794,,0.09479486867763005,0.0985041823310328,-0.06251838145066511,
IGFBP4,0.09955332079512762,0.07914281735223899,0.03945685873717366,0.097169706494247,0.02428237075180547,-0.025475506107262697,0.06641091028092548,0.04837658520285727,0.022111363861880076,0.030269431786031836,0.004193560928789429,0.14163631312216826,0.07128664738931764,-0.030398172570980125,0.035061491997401974,0.0487731527934426,0.1821685533182677,0.028361310095644486,-0.057619646856800766
RSPO4,,-0.019149294876541618,,,-0.02524295056813161,0.07120421039214819,,,-0.00941100700629563,,0.04475653497801047,,,,,-0.030815388413493055,0.10380529898608463,0.009881452290899618,
LEFTY2,0.050211634198881964,0.02175044233661033,0.0874613282676108,0.14588179287662056,0.016286465040053797,-0.014698457136907511,0.04092937781679719,-0.016758578526983894,-0.0274457166355749,0.030362673408758364,,0.15847665978097736,-0.00042801311646602696,0.06742168175900878,0.0738073480725932,0.07770296961402365,0.12960911666356775,0.057731466608537146,
PF4,0.00712154535727573,,,,,,,,,,,,,-0.021497954711419416,,,0.09761281112233226,-0.040220330647457586,
ANGPTL2,0.054505303104163606,-0.004975193646683228,0.06935278248198624,0.07925583067241079,0.014016923213401089,0.021660838345232882,0.09569595622065312,0.016540308522026547,-0.0019517755157027286,-0.01784479042284189,-0.053663281186898566,0.09648806771417744,0.07713821638533405,0.028549204032729578,-0.046247086264352366,-0.010773201854336173,0.15484043867124156,0.0039985773571368805,0.12681660201159317
LRIG2,0.019685577071852593,0.009611557254127887,0.03637845738345743,0.005608170429341728,0.034736947155327325,-0.0020903287649830394,-0.03921671611266157,0.06969295716832087,0.0034934764925071728,-0.04472742661537558,0.0039412684273882614,0.031484027816710065,0.013860520657460044,-0.00821939769863215,0.016271470737556568,0.035966265476943635,0.05724749355253029,0.04688132999455875,0.13952116060871475
ICOSLG,0.02602611951380843,0.018073052961609756,0.018304170901971267,0.02806304586125874,0.014138927387179308,0.042474333607458774,0.060041909073501744,0.020125540698664075,0.04077029447253868,-0.0043110690484098315,0.028124041615410874,0.014357365282909833,0.08542595365762494,0.055204689819016016,0.020247866300552232,0.032941436080012654,0.10849465747913459,0.02892660771438835,0.07342333340086075
WIF1,0.021068799978174877,0.04094501847728377,-0.058055284782151606,-0.0699594603820365,-0.019479387056912805,0.033411160670528565,-0.07127409888721326,,0.015928404132448035,,,,,,,-0.028645888367600014,,-0.030783641198508863,-0.06660841942290507
NPPC,0.027937126093871154,-0.022247253966338403,0.00825622910347506,0.0015444983279058642,-0.007908912544294471,-0.018629302831087657,-0.007255992493183994,,-0.03619954131784022,-0.028306994149115278,-0.061353905018725896,0.017160760522300048,-0.026712154204085948,-0.040675571537009174,0.047930765270168305,-0.0031241350915465734,,0.08087853841784255,0.00821575130151715
LYZ,0.029535504187811527,-0.03366409582949794,0.003954536660356157,0.057463377809383806,0.0037260416070547895,-0.020081426140095084,0.04968376796556353,0.023642129615085158,-0.0132516568734174,0.11079291987195454,-0.08206657264418439,0.10426166657414838,0.0822634610559666,0.04016201776529747,0.05114700889770066,0.04733673077945871,0.047498412411458524,-0.00028998548035053375,0.03262283788994318
EREG,,-0.02694760143479223,,,,,-0.03200755012404629,-0.019596541914023373,,,,,0.03890300126610752,-0.014806210844115297,,0.001737943532316206,-0.03183928851271163,-0.022066402290368853,
SPTAN1,0.024098659012826727,0.03197358940683564,-0.02013399806409846,-0.0010246374940689612,0.012844097908342195,0.028111136895584355,-0.10411425748853244,0.04449178432481152,0.029426180534465343,-0.02448648016585303,-0.03594325066485407,0.014252719650560124,0.06744846929984342,0.025774132619592292,-0.014435571111779393,-0.03389275503780144,0.006407218647826213,-0.09965635667296206,-0.02329387940406413
PTH2,,,,,,,,,,,,,,,,0.04174008385368947,,,
LIPC,0.033293123583100444,0.02134293236814819,-0.024552589274403028,-0.02037350592975654,-0.011179829903511296,,-0.02725290707167528,-0.02450295830379662,0.03997828983788174,-0.004723343816658422,-0.01921441490549913,-0.0509519554737931,,,0.03996171748591824,,0.09757810127777539,0.034051104412540494,
COL8A1,-0.007524170955819251,-0.021186649978954922,-0.02826387467671,0.04049453052026351,0.005296044652539093,-0.004361880769763072,0.01604962180635214,-0.10531617143951197,-0.014007834790425926,-0.03881794600599737,0.04243599798982429,0.06376253243021131,0.07962513390555531,0.12367056795174101,0.07079053001883426,0.008444448889673939,0.03624469768276199,0.15303965078047427,
GSTM2,-0.02314296899971316,0.01838602230979239,-0.013388751358305908,0.059996373402761795,0.03473147358026044,-0.0097284192761543,0.027297280565007874,0.04224472563646797,-0.02682590240026038,-0.0021080992953565088,-0.05111990120414715,-0.00016357629466466918,0.051532098252147954,0.014638875894299241,0.038838888475791054,-0.014578532241701322,0.04002177455509362,0.018371769707227724,
SPX,-0.015560047714557919,0.026552712261477783,0.041316171606773,-0.04529482726126313,0.007485963156024687,0.0729734215452771,-0.020343594587461742,,0.05630342731221167,-0.037526350799897426,,0.02904713681779424,-0.011948296298354165,0.004221766413189472,0.011978870682175824,0.041104248593817075,0.025232419686262778,-0.03394547981458677,0.0652399406185014
MFGE8,0.05390501254429059,0.03656391869859228,0.08313270798641738,0.02050636808388086,-0.000950169998431995,-0.00966077133088194,-0.04912267957337859,-0.03472387183950937,0.018066010287218378,0.08623237875521113,0.03188064481179308,0.12467788118637783,0.08463646773872258,0.02709915264054729,0.028447913217700262,0.02807149073314201,0.1342493291032249,-0.04856345969055512,-0.0740285628023091
TGFA,-0.011245807398906491,0.03924196241621245,0.08896380236382384,0.0074067857009080815,0.017818142354324128,0.03060661469355611,0.08113808761800992,0.14928907706033362,0.05872931086713855,-0.08375233892414238,-0.06448259888762353,-0.026481993181435612,0.06596620694424403,0.001021408131154735,-0.03384630450988212,0.015705109565098536,0.044584600277454194,0.09305701365160807,0.12670941820035556
SLIT2,0.014574862383103685,0.06809346944175694,0.05929629445842666,-0.041166228899834616,0.013580460834058509,-0.0015937003029053588,-0.029122389809525015,0.05176763786845331,0.016897857468485288,0.0593912246344233,0.1241847059303585,0.2945141435542961,-0.0054955903768531674,0.12550159958575002,0.028804876011996456,-0.0051658533123519305,0.08013009457118785,0.011030796242347313,-0.06381553039859958
PLTP,-0.003556626731963919,-0.013575193435461127,-0.024286365359937966,0.07087667621496824,-0.015712506376700366,-0.0025405340962725664,0.06701548647905296,0.03477863095878787,0.017454687102715735,-0.028346596271276624,0.029078057131220688,0.11303276301841239,0.051539956445579,-0.021235955543338292,0.07780457492133616,0.057400749512253615,0.03646154529062059,0.005294344917213133,0.01975287503888671
APOD,-0.035418305131209395,0.07860749344109151,0.039646656231398396,0.023209255386559016,0.014247371677907962,-0.05093420352724864,0.05480384756070064,0.1048274768015713,0.050586067736402104,0.10354910209540545,-0.08318502675558924,-0.11067106149435148,0.06281164691360805,0.053051621822189185,-0.06257383691464355,-0.019655372413758795,-0.11895734975455705,-0.083468778163654,0.046546348548038
B2M,0.06339065348220375,-0.008297124313377974,0.00042731989651714276,0.10369784977666376,0.0922579121311681,0.010608406084413921,0.12114003085644681,0.06224217235124884,0.012088403216139314,0.06386524899731212,0.05180586470530729,0.09482721861326751,0.11243921890576813,0.06486764474429177,0.00027000031026163854,0.09020068215764553,0.1015793092804888,0.03779189769806155,0.15804075417409982
OMG,-0.04972552320346401,-0.01160400179469852,0.06470901469940389,-0.0149327110950154,-0.0018796404271308315,0.0033686572766073474,0.04012513512451188,-0.012410597665207319,0.044270389347669296,0.08266113412686142,-0.010746188971739786,-0.08615016528026263,0.01978385481767803,0.04052950633340498,0.01076614788500273,0.008544242987592376,0.07459732034324675,-0.10000375340931537,0.050769335538342425
CXCL3,-0.007577464724467568,0.03684423226690124,,-0.019780751548621658,0.04766859871433668,0.06331781778382842,0.01460322152210588,0.051344420894592076,-0.016011393141128916,-0.029173196171837897,,,0.0581769336088089,0.018403887265041607,-0.025636450880864022,-0.002340566338893611,0.10218768680171231,0.029685430372523997,
CXCL10,-0.0019394886861561946,-0.03796558662714635,0.030536395843345405,0.07592480743042594,0.08512815511184771,0.042963944697703774,0.02036066165354775,-0.016910710677454924,0.041876719047927426,0.08978730506536932,-0.008471738793978981,0.09515494928207778,0.05627017550869995,-0.014582908029007406,-0.052122758330739004,0.09476713270561163,0.08747288575753526,-0.010029339652189058,
RSPO3,-0.03015477388766942,-0.018539657803503154,-0.05255396884737743,-0.02473893792076491,-0.030922124303949344,-0.034822442276501185,-0.060666097896103624,,-0.016731597243105335,,,,0.028649393631565694,0.12822789055734604,,-0.039439188775719954,0.0074329242788972105,-0.07603272154416052,-0.028448043353189064
CORT,-0.02716662938603208,-0.022500673958539368,-0.01656591591542461,-0.007424860010050461,0.023880737875964245,-0.03971280400554722,0.039960034588595025,,0.1023569810742221,,,,-0.04097787808861944,-0.02249651694821959,,0.03220536749449506,,,-0.0303779026022006
NCAN,0.04703143683806678,0.07160713070005688,0.04182797351245004,0.023073427517862188,-0.02321363005057813,0.04369491675659474,-0.03124244423362433,,0.03271854720550105,0.035992820005807745,0.028859120604565285,-0.0925840987724228,0.06088716949675601,0.07442391255253114,0.053047455405022856,-0.038459250346575,-0.1235945021891919,-0.07347911156035182,0.19529145596078462
PRG4,-0.013098783096933367,-0.013274328426517915,,0.06912046484095777,0.08952087377572468,,,,0.014863658146270714,,,,0.005196267406564066,0.030329711362433218,,-0.010212766292063382,0.004332878162652054,0.07286459748686266,
ZG16B,-0.0199455120161516,,,-0.023137821370214237,0.01569412621154749,,,-0.02210760870294305,,,,0.06877409058055434,,,,,-0.014221358751380083,-0.03431206703181854,
TGM2,0.022268866670141437,0.02758886652838126,0.03935360876923149,0.06015525429301417,0.05083851766502348,-0.021041348242886417,0.011323826582436202,0.10401412717001149,0.01902965306467164,0.007873284339523943,0.03238159966499604,0.08244954922097719,0.0854379962325519,-0.02499269143657934,-0.018873145676630353,-0.03167927539895433,0.06666406950829196,0.04277231100335098,0.06559635099163064
VEGFC,-0.0008360996606251435,-0.002522269237812519,0.035834031342110835,0.04205136730018304,-0.008040563244590309,0.05271020212912951,0.027390706235838076,-0.031508783465683254,-0.01996380381276101,-0.0325251702258258,0.16903057847101524,0.0007187703892865602,-0.01768559286813454,0.01758312802450104,0.0008445098025077799,0.028713129524059987,0.13278640939185682,0.0672261547984219,
WNT6,-0.03581789983504479,0.0021806407344067196,-0.01623955863704731,-0.021074229678732685,0.07671846621414473,,,-0.0247208255444623,0.06223380323076462,,,0.02605439954250879,0.049343573381673646,0.08788078441048162,,-0.021485000445019914,0.0022947812801469404,0.025773995312671966,
NRG4,-0.020446231937428443,-0.018907544925969428,-0.01988022184193828,-0.026693223491331606,0.04329896695042536,-0.00569913498637288,-0.04029372916322095,,0.006403993703794637,,-0.03445163748903155,,,,0.03602471031978126,0.03380915405799126,-0.027451323058401957,-0.05331837005092081,
