,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.007762552590892489,,,,,,,,,,,0.03560881174795571,,,-0.01732582966883766,,
BMP1,-0.05350342280903331,-0.05123657771818102,0.024946959179851114,0.006569811087115572,-0.10418353146690684,0.023687962030165766,-0.19560933449240892,-0.017207878818748332,0.025428642546116795,-0.06636525134016875,0.022266529437205584,0.01957804954575827,-0.0518497080592165,0.019674513723134168,-0.04623991752451385,0.12531989247064615,-0.00856303859057666,0.010875076492670362,0.10767505977231313,-0.08092998593741453,-0.05522461384342691,-0.022881475194710944,-0.06640235837154905
NDP,-0.016937748633954825,-0.08025579479238931,0.019355951159071502,-0.0711845500205522,-0.028750306939112607,0.01919927305717056,-0.04384548311529644,-0.000801996532823124,-0.021942593536552764,-0.06920770575722977,0.07340083414232551,0.045249763609451835,-0.07205673248887726,0.16496528104822764,0.035414612307675564,0.15447695119316757,0.10698517591957095,0.0076391894718101285,-0.09401195732091101,-0.016056810032158045,-0.07071714607966419,0.02943424749667744,-0.031304721399111314
TNFSF18,-0.027528042111471654,-0.017754849895902185,-0.019135872296974034,,,0.03375668094206153,-0.021907973367956458,-0.00904178426933358,,,,0.03337089095311045,,-0.04423992253323019,,,,0.08239696724264971,,0.2226281885940481,-0.02922557711093971,-0.03601578438829502,
IL36G,,,,,,,,,,,0.07066614659987316,,,,,,,,,,,,
RTN4,0.21346299590696585,-0.027252517790716056,0.06922869601615501,0.011256374972665123,-0.012800452368324718,0.09680521002492207,0.29178913164607734,0.11537244005357333,-0.011524715740921855,0.20764772588026964,0.02751188946600721,0.09363596601308036,-0.0028090431413468468,-0.026825389157418496,-0.06232203590443045,0.015966612523792202,0.0038719568096768596,-0.03337189577641052,0.01407385490578941,-0.03279733674786261,0.05618181746799899,0.15569815663501366,0.05118998974866044
HEBP1,-0.05584244041770888,0.002908844151073663,0.030018204769556297,0.006030284717307485,0.01638151040215345,-0.03765119825451014,-0.10113651204158929,0.007388490370573591,-0.05143842663866628,-0.1373857158086201,0.0672517319581773,0.037730224626241836,-0.0012305194980649272,-0.05394604220631686,0.00461037007980299,-0.013194523547918282,0.0017632454777902408,0.04209796732313885,-0.014718317825976442,-0.02892847883802672,-0.03925033518936823,0.025622337907396663,-0.01161773050975126
WNT7B,0.1651690122014697,-0.007706767616739584,-0.020537807872574993,0.017336906069641278,0.00733714823828424,0.10923361841400137,0.24825192454290196,0.0567946003000738,0.02500505241597555,,0.115739765133292,-0.04439986957219711,-0.04071826286793681,,-0.016154432638909068,0.0540176367106141,-0.0010186604689807434,0.12329748043634155,-0.04477383332511927,0.02996387759081547,0.054107611151511636,0.08317109393660155,-0.030558155047228107
PTMA,-0.022282616501696762,0.009821251687508624,0.01090954878791277,-0.025739778383966308,0.025310010159968664,-0.0012892174633158573,-0.0047367592336828215,0.03500245309196597,0.02570150087900237,-0.2889143549481081,-0.0034636747262063953,0.09257403909331186,-0.11768251961848955,-0.11683317413452307,-0.1624789566430259,-0.003116153369647997,0.014146035494944358,-0.07420966606695754,0.07672228444496336,-0.12485374007036038,-0.06762902495460762,-0.13221550356362452,-0.09151888485002478
FASLG,,,,,,,,,,,,,,,,,,,,,0.09617355923330305,,
CEACAM1,,-0.00912521372629442,-0.009324500787395077,0.021742000457790952,0.03211315882678633,,-0.06022038352082972,-0.04715396000085503,,,,,-0.11676601184621284,-0.02097759802427586,-0.05663105830020667,0.05632074979130572,0.05159509799026892,-0.0027702504933611555,0.009335561956532826,,-0.020907426774547624,,
PDAP1,-0.08014649540027391,0.04715651717105503,-0.0009109455808765361,0.024421756762988533,0.056720146875502,-0.053713790031144786,-0.15980070081440534,-0.052953106219393906,-0.011961324795097844,-0.04968075676720943,0.016877599307399297,-0.07807017176681176,-0.04607466712416425,-0.016949324988804127,0.08468688103315673,-0.025159657284009197,-0.028809443869936995,0.010025252321952543,0.06558372565557553,-0.0776589702491548,0.027975519368995307,0.06754030017897308,0.040742537550252235
QDPR,0.16508971089009083,0.009392129335914635,-0.015647939634252685,0.02770038763785016,-0.058068842671371634,0.028268066490776303,0.015293065694962985,0.028503279724952254,0.06541847908051293,-0.21244348442452496,0.005766747235624049,0.10605068761906555,-0.1414684427350115,0.00996006662951232,-0.10021164127891038,0.04417939651039144,0.040207673222305944,-0.034942118065710126,-0.06646127302972352,-0.08273129242299529,0.05404791408610342,0.024337386567031362,-0.05879618957872674
POMC,0.17682842970761767,-0.053691189881303454,0.0785685574639029,-0.0036677225043031023,0.006349886345868634,-0.05691895276602024,0.06289902731111031,0.005788285233468835,0.0463170152562883,-0.01997009237896621,-0.008613385480588459,-0.010241946228189698,0.0923765743756986,-0.05348627639762603,0.06857017692497797,0.06620679229994786,0.027085423183175243,-0.03342637171315541,-0.010339643223540971,,-0.044963128828584664,0.17845599078183613,-0.01775526387765509
CCL18,0.0639686057329645,0.0016862337273388021,,,,,,,,-0.10342485066632857,,,-0.001259955488451975,,-0.061912665293850984,0.12643847686528675,0.014816343209357537,,0.03427655790007061,,,,
CCL17,,,,-0.03247534888429199,,,,-0.048166555889406173,-0.008201782884458993,,-0.04765569558854621,,,,,-0.05316277479182553,0.009794234691032648,-0.02882986445087039,,,0.04655181109161616,,
VEGFD,-0.027411904565224996,-0.025102447584716126,0.0050901389075589856,0.05314626122724975,-0.014402290949155912,,-0.044645240345560264,0.04756026074476318,0.03224664654199274,0.024898715206763483,0.07578134023145877,,-0.07990814372374969,0.0025998430945810423,,,0.03413395729485138,-0.030651184014915407,,,,,
TNFSF13,,0.07028449996484987,,0.04694905704842844,,0.040175049206429767,,,,,,,,,,0.03514997050949481,-0.03386465986684701,-0.04379764252515381,-0.009671771556119906,,-0.02219265842055421,0.02059630056628351,
WNT5A,-0.03334425802096662,-0.0025970490361277945,0.016641418355366238,-0.04056195515892222,-0.11118442883694349,0.012731763311698127,-0.14072120027815901,0.047682999129398565,0.0037119125049361766,-0.015236598093521113,0.011513036323721736,0.025027192565961465,0.011663464213897148,-0.04196750880232202,0.15481978680238975,0.07405607806122029,-0.003743679399714644,-0.007507347160348278,0.04302533924894504,0.04942159784527289,-0.022472530147865544,-0.05075733724071505,0.14500739216085706
CXCL8,-0.11333516189602058,0.037850311803917826,0.028531173074733504,0.10875982800040523,0.1924910455136576,0.03424508841250044,-0.10254337191409961,-0.000785690114255121,0.024802127521189547,-0.10852293896123989,0.04806798033985748,,0.25507334389054187,0.003228174468520662,0.13187136553245807,-0.018456832205154736,-0.04619009079108565,0.0606892999912526,0.10782007804470443,0.04404136254983965,-0.02401429547196004,-0.07288867820155132,-0.07807082847086791
GRN,-0.029859327421705342,-0.09668680546724043,-0.06006313924233166,-0.0017291688838160476,-0.032425618203934685,-0.029525911861969425,-0.20584826718509727,0.029047415876821775,-0.020401803648481688,-0.16583592270647488,-0.003196546868549785,-0.015518567928236747,-0.0503763369673884,-0.11586150635456449,-0.08784008491548886,0.03368547853177058,-0.038500064600468335,-0.013878258558661512,-0.023153799281515324,0.05097226167215037,-0.14338565522191765,0.10664695401012989,-0.05113915312268428
MIA,0.0028639525963601187,0.05050887857936968,0.038451413549544865,0.017667833224438007,0.06385476592375486,0.001505012832789092,-0.08145233611441911,0.007476439827595606,-0.0032079323274279044,,-0.002558547500389358,-0.04022737878006065,-0.07195196025533199,-0.10276146003753439,-0.06647957004775133,0.2054967795028126,0.10508849154857301,-0.018562989323048135,0.15641387962822947,,-0.033645995242631364,0.052897247405622315,
COL4A4,-0.04187271054386864,0.055883211026695516,0.04223532963191607,0.01278602948749281,-0.08328016246543994,-0.016648113701475474,0.027052879066632028,0.07169116967518711,0.040567956316847245,,-0.039998623244649555,,,0.013894888971260934,-0.023506057073515482,0.09049220792705334,-0.017685121439133162,-0.022188881021615346,-0.034337036971075506,,-0.017600810295607,-0.09221627136073574,
TAC1,0.15301370843295578,0.06553949029237513,0.033112937012889865,-0.011960718266755113,-0.038600887496802766,0.05089723410966476,0.3291433993603996,0.07289739949627093,0.027730904695377027,0.22887221397867652,0.029934846804589042,,,,,,,,-0.042492728810164915,0.00320522318272336,-0.017904879164068712,0.0979839437238161,0.07856248902212232
RARRES2,0.05492420377770713,0.06697573979434904,0.013626419532223292,0.017996643462964056,0.13207636896211947,-0.012607946584099814,-0.24452811264102997,0.039006613283968976,0.03447003363937029,-0.09383336521904562,0.07465851919963727,-0.0867661439062291,0.12153840616345771,0.23287506650525563,0.11209007310166466,0.09172912418213379,0.0889471242817381,-0.005862403802713735,0.08757185742045236,-0.015008520511477526,0.059101596531908177,0.018737806605946098,0.019550106624937648
FGF7,-0.08357081651004963,,-0.013535784739969026,0.03682764142596429,0.02679996790572214,0.034091860624579286,-0.08078280056098829,0.08060077392034823,0.009123559131722992,0.004853321199249483,0.10665617271203848,0.1024827927417183,-0.04873076414116268,0.09332027601809112,0.07132678044753095,-0.07425913981432038,0.07988915430724301,-0.06563236376043899,0.08738145021848581,0.055374541597956184,0.03177758829353726,0.06415409686390554,0.014517325796246367
EFNA2,,,,,,,,,,,,,,,,,-0.01701103478281183,,,,,,
HBEGF,-0.023256273042822583,-0.12151610506142725,-0.01580992938526633,0.045042411357514266,0.054733863240592706,0.02602822062384252,-0.11089471415531452,-0.07321805600993611,-0.030170989017611588,-0.12057066874396459,-0.04750609552674031,-0.01519084110040711,-0.04316392506146283,-0.08240048201174957,0.09280909784302595,0.03179855229490519,0.08472899046533879,0.04206958376397793,-0.030111647573578402,-0.06571028092619316,0.08558354048842495,-0.06207828134427421,0.13806773687017349
CSF3,-0.04187267739311862,,,0.05608869348185492,0.1854603984397668,,-0.04124686697541445,,,,,,,,,0.004170854285663741,-0.05058760543784497,,0.004253392514459682,0.06326837010407284,-0.014339762250088477,0.01191472632153885,
PI3,-0.03720686261679786,-0.01773672591338079,,0.10552403237822337,0.07768189197817081,,-0.030946220330220642,,,,,,-0.012868728458691747,,,-0.017508297782462007,-0.029064759424136638,0.12649334626140013,0.1922091173806966,,0.022828727049585325,0.08150684434197304,
PCSK1N,0.17696796699366132,0.046914827930810345,0.03835883114976325,-0.0306284183726342,-0.04350552818110918,0.060850887191706324,0.12258996052471989,-0.0731831920981575,0.002468962587183849,0.29524559888565777,0.059355103343280154,0.006918251259542983,-0.11227070162819427,0.06817360050920893,0.01350228521450838,0.042907689096895324,0.023736494439911396,0.021664906850419486,0.050094387534378136,0.1607249140620153,0.009844367282511327,0.07597790535202456,0.09875178554211118
NTS,,,,,-0.07122013577351301,0.017992816863816364,-0.06358475931977563,0.05828911452028969,0.008268072289639451,-0.06917411338175342,,,,,,-0.11652812810625453,-0.010799570167535202,,-0.11396175108119606,,-0.021235232504942154,,
SFRP1,0.13091565407086977,0.024645878009334963,0.0004782546451822265,0.03425325346481379,-0.000801523656409211,0.01701084245571246,-0.013439748672784756,0.030381367927030084,-0.014268251016605121,-0.12376058268752889,0.06413712149694513,-0.027911159746421166,-0.10592331267734588,-0.05152060710054582,0.018556217176037355,0.09070007218378573,0.007110054308972073,0.027694021963717688,-0.04615657065318925,-0.10075451898602826,-0.02074177949975461,0.02317612965416834,-0.015458880280925716
CXCL13,,,0.029586519438531994,,-0.02010747522943205,,,,,,,,,,,0.008344435809490158,-0.016894890588897392,,-0.01434397843277462,,,0.005069841390995477,
MICA,-0.0433128499059936,-0.03305668547759786,0.004733057273589437,0.00944070879041671,-0.013792063641439294,0.052807307697520935,0.014665538952473134,-0.021428666292643114,0.003372391287911883,-0.04273137305988229,-0.003000535294710424,-0.09218244693371011,-0.009451384601856728,-0.07070888541710507,0.012699282859780248,0.020058589136058905,0.03642844495415932,-0.03891291810930604,-0.03379585207881361,0.0032388143315159883,-0.05489734286679458,-0.0727650201213666,-0.03201283097528285
TG,-0.0333792072549647,0.04467343513688309,0.039150010643387134,0.007096512707864089,-0.054252099423060376,-0.003977903018847208,0.0060168738602926096,0.01527953726797568,0.005193623187717859,,0.03669521796106833,-0.05168533228032211,-0.09872760128406578,-0.06671523364799947,-0.01255651983512785,0.02095108868727703,0.029093470258702923,,0.013692974688693725,,-0.027965271588045525,0.09029480098529426,
ADA,-0.04936239449905146,-0.09759721750436717,-0.016916735131354416,-0.012638578218909777,0.0007163903537570258,0.002609997987240222,-0.13708699260698357,0.006978977377446467,0.05857503557881701,-0.12210235205141297,-0.023954888347321835,-0.10409569010329364,-0.1828398466824442,-0.027814543540622103,0.038070878729828735,-0.02705962438450823,0.028069146706844548,-0.021531042576650658,-0.06237849825562736,-0.08323888958314406,-0.030685247507391086,0.06103866647657724,0.06905710012419307
LAMC3,0.05706620889129223,-0.09394456382731277,0.06179082732824591,-0.029771367434215563,-0.04667570280617355,-0.013506906267134515,-0.06883049074864898,-0.011546562120923542,0.02760510505636207,-0.07888240071594804,-0.0641543495447879,0.008083422536492614,-0.24242578255996872,-0.08148531294613132,-0.01284723133005139,-0.06528126344118754,0.03478589283154239,-0.02059735810331628,-0.08056019485573962,0.028337823617150336,-0.05696293593002402,0.017521412273362402,-0.07268290046540327
CCL7,,0.01340010369828976,,0.029163513888739338,0.12025894564891661,,,,,,,,,,,0.011627231587992833,,,,,-0.015026680817680464,0.042635605512885685,
NGF,-0.02412403973977554,-0.06832705034541692,,0.06173326804489551,0.04569952610717653,0.08887292140243358,,,,0.09675887629950784,,,,-0.08347723906638971,0.048367955872967536,0.04061775302734844,-0.0474830070018206,,-0.03161265391289279,,-0.04498942947116366,0.0608540151918875,
TNFSF15,-0.029844447920436022,,,-0.004349535675075707,0.05003197309415298,0.05364109933753571,,,,,,0.017333021569669285,,-0.02380656053656087,0.03681013685144014,0.010662327840658745,,,0.07795871143261399,,-0.01772856237018653,0.016083933922982945,
