,UKF243,UKF255,ZH8811Abulk
ITGB3BP,0.05937351088460026,-0.012821696987396644,0.035287943495120364
AANAT,0.16721745300384666,,-0.020771344112487728
RELN,-0.03173263441285997,-0.02602228123055853,
IL15,-0.03236454421289202,,0.07912864977419441
UTS2,,,-0.017688319716364656
BSG,0.11230635784716912,0.009565385563724113,-0.0529436658008954
ADAMTS3,-0.011050464834160416,,-0.04841433311883644
CD34,-0.03241691844124049,-0.03831434427774939,0.005393237879879157
PLAT,-0.012138977998881958,-0.02835379149037894,-0.11701482714105023
NTF3,,,-0.037480585747938264
CKLF,-0.06756361538941197,-0.05887079417213345,0.06361770952506761
CD24,-0.022416953509542283,0.07232196288331198,-0.0580333681520506
HSP90AA1,0.044633084255821256,-0.017339747399880256,0.06247215455571993
BMP4,0.03481408176172114,-0.013603836469561204,-0.0108355117807416
SCGB3A1,,-0.024699352934198733,0.0004863272751603963
IGFBP4,0.009805218128060017,-0.027281415387611866,0.006123093215705924
RSPO4,0.027399974886656943,,
LEFTY2,-0.03765830777597492,-0.03464660049825606,-0.02009902821174332
ANGPTL2,0.06911760443961124,-0.023720036183817326,-0.053680252030457704
LRIG2,0.0003555461162302338,-0.032442784843246586,-0.010862482140624626
ICOSLG,0.028310158222282524,-0.044250945251090315,-0.014415719538158395
WIF1,-0.05232033578451268,0.18512918215037613,
NPPC,-0.005619001520007625,-0.030987382778243894,-0.03534537943139625
LYZ,0.026082615468153745,-0.04065520785881981,-0.03328546153989363
EREG,,-0.031146855933433137,0.03226554054955389
SPTAN1,-0.05367902785984184,-0.0744729541874659,-0.08693810045128238
LIPC,-0.02068920220427331,,
COL8A1,-0.011689193423404744,-0.010879623370569804,-0.023813896420335726
GSTM2,-0.05920111704144054,-0.02420443766385465,0.01635939450610024
SPX,-0.020489749542986612,,-0.023872166551500602
MFGE8,0.06497959757611615,-0.009498672918864082,-0.04164902554945818
TGFA,0.0076714194246536825,0.0034233077325614846,-0.021427096750915968
SLIT2,-0.04556227451988102,0.09767794629562583,-0.005758470447230289
PLTP,-0.05224706617604339,-0.06176034755657575,-0.006970582114897307
APOD,-0.01506572070156683,-0.06622364556568561,-0.09977861209065919
B2M,-0.1273677707059321,-0.016500534341448356,0.0298953844740123
OMG,-0.06920939521128473,-0.03865756696490777,-0.07477762686275845
CXCL3,-0.06172310622917045,0.03357063293601519,0.1009027593320465
CXCL10,-0.027911576440529003,,0.06586639017282651
RSPO3,,-0.0231072392784717,0.030218861343106244
CORT,-0.02520682681830969,-0.030666454693685258,-0.02699796041299461
NCAN,-0.03364737694871331,0.039051739122106376,-0.08732672826924916
PRG4,-0.034401400290575854,-0.02583687859619746,-0.0086394937534967
TGM2,0.016382582172943094,0.041185106430698185,0.03829912377174739
VEGFC,-0.0246836915553522,-0.0343585039833802,-0.0009346269479620893
WNT6,0.005844381502395777,0.041200421285437244,-0.01075004214812064
NRG4,-0.02332996676429838,-0.0173201179788951,
PMCH,,,0.08663098402964815
COL9A1,-0.0032485432157821673,-0.004939970158568287,-0.05657628164011268
GDF11,-0.07095538189170032,0.021566716563730912,-0.030341787157939643
IL24,,,-0.017943003255165447
SORBS1,-0.016837270201577555,0.027963042122390185,-0.05535705736995527
DLL1,-0.042680725801618774,-0.06954270665536459,-0.024877675598106126
TLN1,-0.009145377358258497,0.04150720964425349,0.01994275970753299
COL2A1,-0.023879757304603316,,0.07608768978558632
SHH,,,-0.006916425222196528
PON2,-0.06641819571626834,-0.014856562724669644,-0.005718535721600832
ICAM5,-0.013388096515285183,0.06303697695303702,0.03284983745050082
HPX,0.041881369416746084,-0.02310724535328748,0.03892830839573162
SFRP2,-0.03109006225906034,,-0.024361767562843386
CD70,,,0.09725666967540156
HP,-0.06586086143114399,-0.06905396772000504,0.02818242273525695
CXCL2,-0.015740963007527357,0.10334391624303876,0.03764398851442111
NPPB,,0.04854452877521087,-0.026046008379605093
CCK,-0.08676034703624334,0.08034909278654458,-0.060394103393536375
SEMA6A,-0.01429610306065194,-0.005325087050172652,-0.021383108727511632
IRAK4,0.03791660395473683,-0.05003002772213919,0.006306853480379869
GSTP1,-0.03847750928303049,0.06050868704378102,-0.1396942973557407
VCAM1,0.031660262083068706,-0.03763056568678116,-0.030337365460887885
NXPH3,0.044900095441662416,-0.049550841519081845,-0.07351891488379426
MTMR4,-0.027178631440749015,0.003895683108632331,-0.030219859780704968
LAMC2,0.08571410279782207,,0.03718462028376957
IL10,-0.033800886384174285,-0.024113156219759492,0.015427197754138857
SEMA4D,0.009009958042384685,-0.08741201445338283,-0.11903553743296212
TRH,-0.04157561826357506,-0.01784624473728895,-0.031957368269079384
SEMA6D,-0.031042307279037264,-0.05307599011312773,-0.01778134754514012
CEL,,-0.01958410874700862,-0.027171935763193777
PDCD1LG2,-0.035629887708343765,-0.024113143724536223,0.08511759601064711
SPINT1,-0.0329864047089211,-0.02351416585529722,-0.030805661015626335
CTHRC1,-0.051973694501445296,-0.020968016468567927,0.007162624265343787
PODXL,-0.10261330631361158,-0.07861403639235086,0.029591053227053
JAM3,0.006805332874866648,-0.0020746077661755362,-0.0174678470506051
TGFB2,-0.04069605141356122,0.05008784080513718,0.01029275938064728
COL18A1,-0.022994006302954312,-0.1068877127420567,-0.005670322362196757
NODAL,,,-0.026822999777012746
INHBB,-0.03952268378524734,0.07575942603228483,0.00764352451643955
LCN1,,,-0.01366515616786974
ARF4,0.002532926199843899,0.03479361703522599,-0.014140742506498792
CXCL14,-0.04327260005881348,0.029788179462382974,0.08629936411462538
LIF,0.03495810608740623,0.030746456229807394,0.01333896290822315
IL17B,-0.025464817884796802,-0.01784624473728895,0.009810345438068085
MMP1,,0.05002790429963263,-0.004346651802939614
MATN1,0.007837730727338057,-0.028509326716937147,-0.03589973078928679
ADAM28,0.06638212742672114,0.0006709641253405203,0.09157100898029849
TCN2,0.04487929299431809,0.03173993492371534,-0.020829990821991072
CUBN,0.06754091754305558,0.05040397998700444,-0.00832546154084545
TIMP3,-0.035119197135039554,0.020327989496090302,-0.007083041793091905
PIGF,0.05566958594947638,-0.005924831756310118,-0.054852890201209314
CRH,,,0.010759481520435734
BDNF,-0.036345151097408726,0.10397488468359758,0.021595296339401795
CCL5,-0.02029760963421238,,-0.026403910684407478
GAD1,0.02443459658093253,-0.0068518596590977825,-0.03024599090291445
COL14A1,-0.03129081678381838,-0.05356767908465782,0.012228725220372827
HLA-A,-0.034125302296766975,0.036868743426303544,0.037383081175710584
FGF18,,-0.01784622480818003,-0.00042968442294209655
ADM,0.11844519937531861,0.049756004396100846,0.04250373112399514
GNAI2,-0.09775154888261459,0.03717206991222953,-0.06377235521378702
COL11A1,,-0.007213241783741428,-0.00012170925632933555
NUCB2,0.004368361247612004,-0.03983935042557503,0.05363321033389065
CXCL1,-0.022510975805036318,-0.01758501124675288,0.06746887122621925
VCAN,-0.1337859049622462,-0.08962636881794034,-0.016576258468427245
MMP7,-0.034229586130712926,,0.11562025735996567
PTPN6,-0.009255558589445621,-0.04986447836735927,0.05891571038248553
PTGS2,-0.009080133122649077,0.05095678820220652,0.06212232330001605
CD58,-0.03040219605671057,-0.01993081520400492,-0.02637552327238005
TNFSF14,0.017260641055395584,-0.04703004394525121,-0.005507120774648909
CNTN4,-0.0331915376228972,0.00407197660213463,-0.03865289332707327
INSL3,,,0.0069598568600274455
MFNG,-0.06537674080066061,-0.04400409952969512,-0.004649505847190429
ICAM1,-0.030279020107890037,0.015341066408214388,0.06654099387068782
PROS1,-0.03044674597568597,0.0960271551680761,-0.008252818544289334
CLCF1,-0.07032908055837697,0.034521818411841924,0.08110410510366346
PSAP,-0.0651493057152553,-0.007180015809643324,-0.04726033986792503
EFEMP1,-0.04609839752005609,0.042014264951630916,0.038749271484760435
C1QTNF1,-0.0036692150342844676,0.12502120847997977,0.04588754929497401
ALB,0.013468547464391103,,-0.013975908422139036
CCL13,,,-0.017430112673551806
EFNA3,0.06817212423512616,0.008801810931279934,-0.015077066852642493
DRAXIN,-0.015553346415400723,0.02757282656964021,0.001453666853207039
NPTX2,-0.027141805724319453,-0.020634356240938307,-0.013041754995828336
FGF11,0.044717083512206914,0.0613226714327563,-0.045202521355574996
CD59,-0.1112462022718037,0.02258086125045157,0.022865857544484166
COL9A2,-0.03329397062029014,-0.0679413310529176,-0.062163184872176605
DLL3,-0.07334978494397784,-0.0376320847043415,-0.13095135788368595
LIN7C,-0.0428848339711077,0.005491627035668682,-0.03502850086309009
GDF7,0.18261174888585485,,
PSPN,0.09802793591256838,-0.03062199262788438,-0.046144602398244194
ANGPT1,-0.05053786832223383,-0.02096801523297631,-0.0037208679228724023
PNOC,-0.03821026603015588,-0.047177249936528165,
L1CAM,-0.055928165971389436,0.11094677961108527,-0.03870595249636813
APOA1,-0.029286502178020493,-0.04212320506333095,-0.03765831911376951
PSEN1,0.07406721700154927,-0.03325064542920472,0.08859238784950181
CALM2,-0.11952335680885547,0.001987966232996724,-0.026950882901912443
CLEC2B,-0.055164722606728625,0.0839911776267671,0.02358420823996801
NTNG1,-0.04053547608070857,,-0.05040881861545882
LRIG1,-0.01786858041867966,-0.05126599338954035,-0.09620841748888934
NPY,-0.05830783007165261,-0.016501604082540387,0.10433492968802828
MMP2,-0.05958261774542881,-0.055046741158243685,-0.06665031084177306
PPY,,,0.051001805218246425
ALKAL2,-0.026225191548995334,,0.03685247529764969
CSF1,0.03228519971574194,-0.026975907785439217,0.0023797309222233
SEMA4C,-0.006465803195446375,-0.03003687052713872,-0.0002218703477257449
ICAM2,-0.013156985942497541,-0.035665581720673585,-0.0454791273879596
SYTL3,0.04030453496782995,0.0022091432688086197,0.013288746794672363
IL1A,0.006145123635845179,-0.02267406632980366,0.02218372089842313
HLA-G,-0.03173264007872942,,0.010310315520083895
PGF,0.10947453099687668,-0.035044215661185436,-0.05392577309066322
LGALS8,-0.04511711396529107,0.06443739305709129,-0.000416990473490406
DKK3,-0.08070837995893884,-0.07281680688902781,-0.08095536642999662
COL16A1,-0.007476858145638754,-0.11341640293117106,0.012346744773884213
TPH1,-0.026721465673832812,-0.024505316510245033,-0.009050227950024324
TNC,-0.025254973640216033,0.07148310849739492,0.07824481340512197
TNFSF9,0.041975108778576284,-0.007436886795269013,-0.031881376273019374
C4A,,,-0.019405220564231388
CNTN2,0.004233472360074635,-0.037186063395097696,-0.0016850323796761969
F7,,,0.012660148418623042
LUM,-0.047779649412553256,-0.01996645084296743,-0.00644593846731425
BTC,,,0.07946852971808356
APOC1,0.017045331379805646,-0.03598515074233496,-0.10100897727161223
PKM,0.058501552615229525,0.050072833684047476,0.06771882727218581
TNF,-0.040515245917441094,,-0.0171682632401038
GNAS,-0.07386011861107146,0.032902627845310686,0.02624513983981986
BMP8B,0.04623202402868292,-0.008460634476813078,-0.03876656112157159
LIPH,-0.005278791795667904,-0.01758500939794911,-0.017430119083923237
CCL28,-0.02006389923113986,,
PTPN11,0.02558339874991007,0.0423985795892383,-0.0024528213382836992
ADAM12,-0.03589627141311808,-0.01140991168995446,0.035665966651635635
EPO,0.06005721258790661,,-0.01892955446822231
EDN3,0.055528032561299935,0.003737292514629824,0.01832785835109157
CCL22,,,-0.02142417856490159
CCL2,-0.05743841140929336,-0.005216477549396358,0.10919991477933583
DSCAM,0.034339705201098886,-0.03366961649783799,-0.05348149022946889
ANG,0.08335067828396575,0.06673068212220584,0.052418173983721575
FBLN2,-0.04337292712386901,-0.02411313460105214,-0.02714929794538682
VTN,-0.02597392337386821,0.08342617130146693,-0.021637776169844917
VEGFA,0.08077184144746766,0.05900727503080304,0.05321046873957926
SERPINA1,0.02823875157332731,-0.06262832203280533,0.05264021155947497
VWF,-0.029414690903670125,0.028602748566756788,-0.03169847778895135
GDNF,,-0.03130565579923578,0.13754409798389342
VASP,0.006797972283587028,0.011337406849689178,0.03594431020630976
ADAM15,-0.01160079272200035,-0.05374086613354502,-0.004842061416411978
WNT2,-0.02332993626803175,-0.03817829518775801,-0.004854728693919676
CALCB,-0.02441834868626466,0.0735301669723943,0.021618572255858462
OLFM2,-0.03231095236701076,-0.044331744246437585,-0.09711355606417313
MFAP2,0.042143671647115286,,0.02540878042134604
HLA-C,-0.023211771827889905,0.0027224792510296453,0.06192882233521922
THBS1,-0.009210564819830663,0.035294190759681834,0.0009689038410989698
HSPA4,-0.019471815979463337,0.0023964873216346366,-0.031873108722497545
LMAN1,0.1181304556473165,0.0898723332916811,0.06871965692525073
LYPD3,,-0.024113156616433564,0.00632635257001236
APOE,-0.04571588242845202,-0.07144745756925945,-0.09536829069573066
SOSTDC1,-0.010019625529974045,,-0.03909686881324036
ANXA1,0.006115736172895965,0.017003655661984585,0.06114659383208099
WNT2B,-0.0032630035027664153,-0.024113161079018234,-0.022471537719993127
AMH,0.05121668803880435,0.02088454398516049,-0.048794000147838704
GDF10,-0.02276816002609584,,-0.029189484410897817
EFNB3,0.009409660788317712,0.09757306248100397,0.018674427641517142
LTB,-0.02769047885957725,,-0.030300604300754055
ANGPT2,0.0018563371357659504,-0.04097830674865071,0.017635010282117707
ADAM17,0.015309862942684594,-0.007500097701992428,0.07440423657868625
LRPAP1,-0.00931457263421235,-0.02007303117195699,0.04683961228383152
NID1,-0.04879766621049335,-0.016122507217059,-0.03485211224683946
MST1,0.11569117527222034,-0.027752949798873,0.002751116795988627
DCN,-0.07938016599478302,-0.03113625800500154,-0.013624348359013456
COL7A1,0.07049342154044408,0.05691869267983369,-0.027868089577020902
CALR,0.018345234739949284,0.0007443431871687345,-0.012069431411069696
PIGA,0.015163130618130793,-0.01929555644030284,-0.010195489692620524
CD200,-0.05202456587600123,-0.058634061227666144,0.049375518720653606
CDH1,,,-0.002500202821913508
LPL,0.037152351218236006,-0.06482297375127505,-0.13351574277516542
SEMA5A,-0.024466168806488726,-0.003713526084781864,-0.06890363550078633
SEMA7A,-0.004197001977780498,0.01989645806638918,0.01419459887165904
SEMA4G,0.02140582386009786,0.062271001699545234,0.024108451957390406
SEMA3B,-0.06321763756328512,0.06386674720221286,-0.08324194492687965
RPH3A,-0.050864516612625775,0.03136514910204123,-0.06610163559576047
JAG2,-0.060501274849169825,0.039313768202001456,0.005044685910373608
CGN,-0.04572310930665021,-0.03136032329335503,0.013886086603476977
GDF15,0.1639367345672581,-0.035540205774514104,0.034209381719439165
SEMA4F,0.02775701071752715,-0.037845885712432206,-0.011704704210475805
NXPH1,-0.047623574205128624,-0.009737758661275991,-0.03554632420678782
ARF1,0.006341152142017587,0.0071611321593835296,-0.012053523596095513
EBI3,-0.020658291263753643,-0.03270711450125708,-0.041667428152479986
TIMP1,-0.053231350974672784,0.07603525548182022,0.052520866759965854
SEMA3C,0.024850360559066056,0.06161980855227086,0.007882811351890678
GAS6,0.014512223821215562,0.027004655308498434,-0.11241448759238731
MEPE,-0.023606297842900865,-0.03239984910627888,0.0741328423504798
SERPINE1,0.021554770991804858,0.055383633200879724,0.06961589753102383
RSPO2,-0.04746712761726954,-0.0178462420019171,-0.026470073572666893
SHBG,0.03939243881467419,,-0.028363821484914453
LGALS3BP,-0.03756596104261698,-0.06232467888230236,0.06355017246044403
LAMB1,-0.009199649319276741,0.054467851460120724,-0.0441300717153172
SPTBN2,0.13550667627857335,-0.015106432820952021,-0.027898264171933435
COL1A2,-0.08855031496273774,-0.036378813901182736,0.008923330135663803
WNT11,,,-0.05015563895021924
LGALS1,-0.006348766279720792,0.08982441946536235,0.11000978746415782
BCAN,-0.03583387951261409,-0.073862006970483,-0.13636311128963813
ANOS1,-0.04852699458122802,-0.007011441704157174,-0.030822580538023562
EDA,-0.035189190754950715,0.007436342727316127,0.012022152319954136
FGF22,0.030458234970535465,,-0.02886164742619753
SHANK1,,,0.017592221423186637
NPVF,,,-0.021424180000946414
TGFB1,0.010395900512524205,0.015977040857357103,0.010264230220195788
MSTN,0.03564059063407169,,0.012559526844248638
WNT4,-0.025973920087252324,-0.010173056425609105,-0.05181776202288623
TNFSF4,0.02101177234341209,-0.03130565890493321,0.041461760422893824
NTN1,0.01961097066205936,0.012586253704474243,-0.09883612115795194
CXCL12,-0.04077766693657324,-0.052756768951693234,0.005430819586314593
GNRH1,0.06691368498271094,0.016814159889495195,0.03819296133081939
FGF8,,,0.007984417355107751
RIMS1,-0.04071018186703069,-0.023914950139666144,0.008628242706842702
FGF14,-0.004342478507233969,0.01983342370850179,-0.04228874567268586
IGF1,-0.04360123389279952,0.0066284655699317555,-0.041541281418069495
TNFSF10,-0.03715589584780682,0.006641402468669179,0.05443272207919014
GDF5,-0.048863048977695916,,-0.0189651302016541
CHAD,,-0.03831434113400283,-0.04320000081765124
RGMA,-0.037846247537916405,-0.03429177526451187,0.017755011374735594
WNT16,-0.0043280752286082155,-0.01784624473728895,
CX3CL1,-0.04670769989111831,-0.02717150375815471,-0.02990695994927343
FGF1,-0.09791396449988012,-0.025799694242059964,-0.0877285995184463
ALOX5AP,-0.077764717827284,-0.04118016769018506,0.07281304529841355
IL1RN,0.014593389520877336,0.0307148798026679,0.04005349987772493
PCSK9,,,-0.01868749839895409
NPW,0.011872561241039255,-0.0063537980101727185,-0.023352958370796786
CXCL9,-0.03420218079989767,,
ANGPTL4,0.06291620316623663,0.05607539265809967,0.07167336306035149
UCN2,,0.005379349656095485,0.0919243136747189
COL4A3,-0.03596311029247959,0.06761340040607293,
NRG3,-0.03653499037732205,-0.018857438447876837,-0.04742341637390683
IL23A,0.03711759656523686,-0.02119065620665011,0.004302719218831739
COLQ,0.11415931833533036,-0.002795618836156294,-0.06449414756690186
TNFSF12,-0.053511662829164926,-0.004238534388672827,-0.02098923560519557
DKK2,-0.03615453910707304,,-0.02205928672646717
FYN,-0.04397731444417921,-0.07420514017654302,-0.09628900823031368
ACE,-0.0225921668570119,0.0435709295118362,0.008822089553245016
IL18,-0.09446504051239671,-0.05582985320048835,-0.09109536029615597
PPBP,,,-0.022881036658807224
CCL27,0.13328556041497,-0.008460706645034113,-0.021308131038078427
SERPING1,-0.0738015743990815,-0.02785007404615026,0.050201824095824174
AZGP1,0.07658529191981081,0.0913312590638589,0.010357691667460658
INHA,0.03173561743227748,-0.036797915099191725,0.003926900379503059
SEMA3G,-0.015570633072649855,,
COL6A1,0.019275113506878265,0.1064024057360106,0.05466400561408688
FGF17,-0.023879751737269042,0.058782923861123125,0.00016890515781553208
TNFSF8,-0.018054989777871108,,-0.024827647099153197
FGF20,,,-0.026997967113101325
ICAM3,-0.00605502719544205,0.00643653131101889,-0.03903362671782056
LAMA4,-0.05445395058508072,-0.01932440851110065,0.00336267010385136
INHBE,0.012325399787238267,,
DLL4,-0.03965338525044985,-0.030488267972307352,0.04156828911140399
SEMA3A,-0.04604349624677953,-0.011537808298994036,-0.05419579065453802
RLN2,,-0.01934467637979123,-0.017168257666393193
C5,-0.022322931636459684,-0.04547223743111926,0.02938811796148778
EDN2,-0.02441834074914377,,
C1QA,-0.04993950601503796,-0.028454369614714693,-0.020272198064270542
UTS2B,-0.019415915985219072,,
COL9A3,-0.018993496567880783,-0.08315187429102246,-0.05694574348643957
HGF,-0.04993112138332982,0.05852828060197135,-0.04513279761341879
P4HB,0.04069075660400907,0.030456268844949223,0.08766569445167911
ADCYAP1,,0.05267203979532316,0.02320141822666371
GREM1,-0.019415903947296028,,-0.0313482158199946
EGF,-0.020978752639836167,,-0.020991026522287043
VEGFB,0.025534888439553087,0.003623876188871451,0.03297641115133971
FARP2,0.04607112637430296,0.012157988220522963,-0.058767677055239574
IHH,,,-0.02247358608720074
LAMA2,0.01972170681264109,-0.049598451178717674,-0.021327039354411985
NRG1,-0.033598777623487834,-0.017320108335065577,-0.036174406643403274
SPINK1,0.02109545047152099,-0.021028341446537716,0.05243817121800433
EFEMP2,-0.057264887291154656,0.07383219833815174,0.014843679931295178
SELPLG,-0.008620238864572173,-0.049137292977982465,-0.0096582115579319
GDF6,-0.022768158264586894,-0.04631504134083872,0.0525822614693257
HLA-E,-0.07130775721131866,-0.1293813289053194,-0.004324933097443511
PTN,-0.05412211694399351,-0.021410689569121472,-0.02841546796712107
CD274,-0.039637447068023704,-0.03331497693779581,-0.03159019927816071
CD14,-0.03496385210422236,-0.036411966894191745,0.01327064863418689
SFTPD,-0.0009966828349905704,,-0.005212502109272638
SLIT1,-0.02284126033755832,-0.031106081226990472,-0.012784082867309548
BST1,0.03816387770374313,-0.0025314586373397212,-0.026462868387266796
AGTRAP,0.008124140123755553,0.01058456434835204,0.046496956923492275
LAMC1,0.005227931076677811,0.013901931836763132,0.048762395463575206
COL6A3,-0.007211231978154834,0.020773823847497336,0.0156367358770929
FN1,0.0158793962903314,0.07273743429852111,0.09020447643073506
MIF,0.04090593711458827,0.09102120363709203,0.03179387610834164
JAG1,-0.0171606097128332,0.06500693143244214,0.07098846823261999
NID2,0.039909187047563584,0.04450753471945712,-0.006001243345581591
EFNB1,0.028285741167936498,0.044408283476142715,0.027644636065340646
COL4A2,-0.05479029933856747,-0.012396201159167671,-0.013414009468222583
SPP1,-0.0017119082183286725,-0.07294724520143081,0.12766206084211756
PODXL2,0.011896384076656026,-0.036932879035533744,-0.07152250245887118
FGF9,-0.0403602048315565,0.0009993881295063305,-0.06361448406078431
ITIH2,-0.018055008999811335,,0.01962180910366135
ADAM10,-0.08348664500562894,-0.07495146414868424,0.053683151085
CFH,0.027321812250546612,-0.04135508654903413,0.0023802598745139686
COL4A5,0.05463855354708907,-0.08093523726323218,-0.052756018362368304
LTBP3,-0.06574732438401072,0.007454421008194039,-0.049697954527718975
GNB3,0.03868710379312656,0.0010109584778792092,0.0006609918349460115
COL6A2,-0.017760617488087892,0.12351585003254006,-0.015287047237231288
GDF9,-0.017824443582947505,0.029676691797836115,-0.03520572186596146
NCAM1,-0.05908198495247516,-0.05322243529829808,-0.042955705939323165
APOC2,0.00471757418719617,-0.053133276764054195,-0.04912009884731128
BST2,0.04986384578025683,-0.05180678213119813,-0.005161559146345347
COL5A1,0.040743728699197845,0.019817098455879336,0.11720744039127928
CALM3,-0.030977492210809195,-0.008541503235578967,-0.10275846528744055
THBS2,0.01956072399688223,-0.02922422488308266,0.018792286326022246
SERPINE2,-0.0020567182774889337,-0.013363525746683882,0.02990037361564405
EFNB2,0.018698565287084745,0.05896472371120932,0.01900922873922548
PROK1,,-0.03162136672439793,0.008108414910278854
MMP9,0.07353763340419171,-0.02400947292641634,0.08591371707322429
NPPA,0.05175812914383179,0.03660081339175194,0.029318767034537677
C4B,-0.026225183789971053,,
NTNG2,-0.03245851243863528,-0.060327953250962844,-0.024358703329016247
LAMA1,-0.020167959700396563,-0.02620655539260199,-0.018659829054290932
UCN,-0.04746714981796829,-0.012119371688250396,0.056314258248542075
ARTN,0.029631197568745486,0.16111014899047824,-0.03231266945389353
PDGFD,-0.03756457852398788,-0.03721594375048073,-0.028551380435774473
EDN1,-0.06117837676729123,-0.020247082043837874,-0.02898257639551058
ARPC5,0.05982198284451626,0.06488809753974928,0.029072122461785664
GSTO1,-0.043869600442001874,0.006910178539251032,0.010759047468917229
PROK2,,,-0.014917876960154099
SYK,-0.033130621557334435,-0.045682098787800336,-0.04213212940602457
ST6GAL1,-0.04836473627261173,0.02595440608719627,-0.0901080790882041
WNT3,-0.0407013946037548,0.03678182429251277,-0.017259476145413618
HSP90B1,0.063239581203377,0.006183613347782325,0.0819510798033297
ZP3,0.09623056292869864,0.0877695754188075,0.004977952315137371
NRG2,0.058614063066582796,-0.02546260042204223,-0.01719157413140326
MELTF,-0.028343243155795967,0.06939633244335787,-0.011917118988004443
NLGN1,-0.05886296888349113,0.007349844385009464,-0.05108626994363194
SLIT3,-0.05143243678557202,-0.04186822298732235,-0.017792516109221147
CCL8,-0.044261646975030065,-0.01934467239024749,-0.012143660307325433
S100A4,0.014685742300068905,-0.027404880422761072,0.02247053077713087
TNFSF13B,-0.0635603286086373,0.0571785491610471,-0.09514115608076978
HSPG2,0.02623195643201391,0.034858905930134104,0.006659470844804535
FAM3C,-0.014220936108160694,-0.013552937528406157,-0.03449670254439844
FLT3LG,0.07626465659979363,0.03664005995252364,0.02343967930154615
A2M,-0.0720678397268217,0.08314194320682228,-0.02417008384651645
VCL,0.01502178705196549,0.014376964244626885,0.03445850601762277
FGF2,0.0213009255310066,0.004580216396699468,-0.04556829114540013
AGRP,,,-0.01768831980668089
CNTN3,-0.03691238435762912,,-0.0617144441135521
RNASE2,0.003637060187056972,0.03062480458014257,0.029985713173400284
ADM2,-0.04409720758953143,,
GAL,-0.026966544176200022,0.004467014060721751,0.0378567647773843
CXCL6,-0.02360629375162998,,0.00284081020246256
PDGFC,0.0037798145340384223,0.017620615128578324,0.004354110444744225
COL8A2,-0.009179840588446144,-0.019069971927896133,-0.018540122075805528
SPON2,-0.019318030051101852,0.022141617347868462,-0.020704032099078295
LCN2,-0.020380692118468127,,0.0780713494920362
SEMA3D,,-0.011314953515658227,
BMP6,,,-0.031249194982307882
TIMP2,-0.004719466193488046,-0.07518166411969299,0.03732553729324715
EFNA1,0.10697393887586427,-0.012492328332426946,0.052378572006376654
S100A12,,,-0.018929553535964535
TFPI,-0.042504381785719345,-0.028623910458056446,0.03700200029626347
GPC3,0.051825389156793245,-0.005824526167418648,-0.09930519942425048
NMU,0.0803807301868211,0.06446298286070842,-0.014955732133653457
SCGB3A2,,,-0.02142418347768771
LAMB3,0.02961941483836691,-0.03595115365406202,0.07604317873862697
LGALS9,0.0858949631263481,-0.07550053838310612,-5.6789865622120615e-05
VIM,0.044535663187423316,0.08280391491250085,0.08548493911771944
PLAU,-0.08917552091452877,0.016125860475484262,0.0019330294986896878
