,UKF266,ZH8811Bbulk
BMP1,-0.025463731495565405,0.01607808336350272
NDP,-0.012847244587029275,-0.05267463363793924
TNFSF18,-0.01258239445638847,
RTN4,0.12180794979162772,0.0012249616002308848
HEBP1,-0.04534896323687198,0.03638410144503711
WNT7B,0.1266164416795098,0.11309437635852759
PTMA,-0.059604937616668796,-0.006272711249858832
CEACAM1,,-0.017693278505734673
PDAP1,0.020833679164132306,-0.0324459505119445
QDPR,-0.008911806364514729,0.039357010526995
POMC,-0.033194894324276095,0.002057962252894163
CCL18,,0.04471274823587717
CCL17,,0.0737551144053841
VEGFD,,-0.017693278505734673
TNFSF13,-0.012202297787146208,-0.027762583237620226
WNT5A,-0.04407128269584553,-0.00011414546694336521
CXCL8,-0.017356977171484704,0.04239435297817374
GRN,-0.018544881154680958,0.01759491200123836
MIA,-0.022064107749108258,0.0438216154361046
COL4A4,-0.011609947241878983,0.03035838796743748
TAC1,0.017856017442624748,
RARRES2,-0.0025380748407122463,0.037434854586762475
FGF7,0.0035080197683744884,-0.006415309501421759
EFNA2,,-0.016816277131057843
HBEGF,-0.05320941169909499,0.02244638465364777
CSF3,,0.018087363824532795
PI3,,0.03781412653377162
PCSK1N,0.044462711395874585,-0.03562410905576247
NTS,-0.014173107707377532,-0.020487442569869552
SFRP1,-0.032569472048642585,-0.008189352263736882
CXCL13,,0.019127297112824813
MICA,-0.0029325321417828757,0.051709969853577085
TG,0.006313662236016566,-0.00857429711242988
ADA,-0.019641803580203485,0.016352496549344182
LAMC3,-0.057637503943304615,0.04991448227807302
NGF,0.007950582359009592,0.008344257521713564
TNFSF15,-0.018955605424964796,
HMGB1,-0.030961128112682954,-0.03725239270563834
ITGB3BP,-0.009992250979176423,-0.03973914842026608
AANAT,,-0.022630154403158374
RELN,-0.009163606078939119,
IL15,-0.01348804015758358,-0.03111463665279761
BSG,-0.014906686235758863,0.03717439311490117
ADAMTS3,-0.02172533077368415,-0.05595818610579936
CD34,-3.9203381188965e-05,-0.021071420674877828
PLAT,-0.027072437163060566,0.037189665012078446
NTF3,,-0.01663944582382613
CKLF,-0.014799498244402205,-0.043961710614962825
CD24,-0.08219723894231167,-0.02368272112707701
HSP90AA1,0.056277259536407304,0.013673768893155209
BMP4,-0.01918863906023269,-0.009999662357426952
SCGB3A1,-0.017217721814863543,-0.032190675849801946
IGFBP4,-0.05809433374270983,-0.02859478128936962
LEFTY2,-0.038662578933470214,-0.01933569736805356
PF4,,-0.01541328223571721
ANGPTL2,-0.026071187843799446,0.014369591985635003
LRIG2,-0.021358950785622645,0.04781126684610403
ICOSLG,-0.04510783442337898,-0.01840548261395003
WIF1,0.11908250471453523,
NPPC,-0.03303213843475155,-0.029162963296503922
LYZ,-0.0385891288525328,0.06193499234607838
EREG,,0.06368212384493431
SPTAN1,0.014272998180383932,-0.005376995017015655
LIPC,0.03431034071215608,
COL8A1,-0.0425130682071611,0.024623540558598125
GSTM2,-0.011405954153065615,-0.04764669430833124
SPX,0.018571856594977433,0.1103338145871129
