,UKF296,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916inf
HBEGF,-0.02545505412138546,-0.047025634524730506,-0.01972555426221885,0.012316454343592265,-0.09859975539998328
PI3,,,,-0.02208279322930822,
PCSK1N,0.008315520046949453,-0.06383670447531584,0.06809959924450106,-0.00027271262162686553,0.023617898150875657
NTS,-0.001145555708715392,,,,
SFRP1,0.05116730396374205,-0.06122926811596855,0.054158013253602026,-0.0030776447360540784,-0.020660625855722408
MICA,-0.050789095517419364,0.040880141713934594,-0.004833135294013954,-0.005627623329784816,-0.06040785765759989
TG,-0.009779383521554724,-0.013525461467074668,-0.03436155511399703,,
ADA,0.02106679541279508,-0.024795258141863837,-0.033851501581249666,0.013746384748056197,-0.056959822930071916
LAMC3,-0.03633315933992843,0.10690447623135955,-0.009555975479220623,-0.026755678583791593,-0.055628750056931006
NGF,,0.1039156704807614,-0.008615021303499188,,
TNFSF15,,-0.0022050226338988376,-0.03167220669171085,,
HMGB1,0.040914842187093195,-0.07131480471388568,0.021109102439522246,0.0395171997759317,-0.02800750435828237
ITGB3BP,0.009397902626576244,0.12591627931596464,0.018694907345883388,-0.07738498772208274,0.025049052178107867
AANAT,-0.011272852032090854,,-0.02198025865255808,-0.00035293883487839164,
RELN,-0.006088156564640879,-0.027073387410049558,,0.03040448773009258,0.058945991325485524
IL15,0.0002851054988723874,-0.005093380721785376,0.04052200117818281,0.010808200990287278,
BSG,0.001672474225442696,-0.03904218983382075,-0.07121215497812325,-0.0389273588648511,-0.046857457817920736
ADAMTS3,0.043757046628008354,,-0.02631912205335133,-0.01711587986077747,
CD34,0.007146148255765218,0.027143265905944597,-0.04645987512064046,-0.03161178127486253,0.017850031191428892
PLAT,0.019808751668855422,0.01370898979677853,-0.08354718962870687,-0.04604728305286849,0.03690253429191809
NTF3,0.04803366371999936,,,,
CKLF,0.01514988299411813,-0.14326341731425912,-0.060123511257951595,0.046963530972266944,0.03933422069445822
CD24,-0.028599463484104044,0.007260391514064735,0.006227503026455387,0.06347854487071918,-0.010991803879605558
HSP90AA1,-0.006679068801921624,0.022599032227247177,0.06187901922102861,0.04244419341145724,-0.028214229137365803
BMP4,-0.041453932836255265,-0.016382658138571697,0.07339598896159595,-0.019401790121958716,
SCGB3A1,-0.00950876094533376,0.09115366551052638,,,
IGFBP4,-0.03436318265737358,0.0070381453319449125,-0.05116359565377795,-0.03659638883580194,-0.06290877393002654
RSPO4,-0.009508759554462369,-0.040212416342951716,,,
LEFTY2,-0.010426471146152526,,-0.028088907734720708,-0.02092442081093526,
ANGPTL2,-0.02863004765630011,0.052252389036482036,0.062414319017453625,0.08766563539958189,-0.10456838530571048
LRIG2,-0.019628881779888037,0.0013981420880261955,-0.07983592789342159,0.053983136988618285,0.024757008335221667
ICOSLG,-0.01804584995052452,0.04126923781223628,0.017927989310661682,-0.014360135689355525,-0.039945500629377455
WIF1,-0.017893516737878673,,,,-0.07272266020174946
NPPC,-0.013214848785288209,0.006848904760239018,-0.026319071505901397,-0.013430150850003044,-0.08672890255806608
LYZ,0.018217556103091826,0.05471298246120557,-0.050794982681533485,-0.011132437416919215,-0.010174400161113581
SPTAN1,0.025079373546154953,-0.05455373412884475,-0.09683322994363394,0.0611777540347235,-0.0511063958814818
LIPC,,0.12939561169693792,-0.05407712634257884,-0.009196494296111874,
COL8A1,0.02388881871000485,-0.03747334271994795,-0.025927876224269515,-0.01429539377405036,
GSTM2,0.025105131999266176,0.025727513746132216,-0.02852602200027479,-0.03232755907156356,
SPX,0.023529669038029014,,0.03897201814209984,0.11581897920797658,0.08105238253935772
MFGE8,-0.03117449785228014,0.09713153390718084,-0.02909748593010755,-0.001074932938735772,-0.07287331834085328
TGFA,-0.021222622778207224,-0.0600703519629081,-0.005315155408355808,0.04217135308650906,-0.006220368760021069
SLIT2,-0.02420894852274528,-0.033487141196716926,-0.0297645422848039,-0.022852276101308328,0.04280901032213944
PLTP,0.011166317259578272,-0.04374195938659623,-0.0025843954271771966,0.0005360136637273603,0.02788133369866055
APOD,0.002426209170686765,-0.0169662789207579,-0.00975826503707637,0.037562643629785675,0.09232021044019072
B2M,-0.003363242256865721,0.015346342168513515,-0.0954079090622917,-0.0008220390811861705,0.10777896766354744
OMG,0.029596357413724864,-0.04691202299172069,-0.008252940823606844,0.021417785438719257,-0.009801578865058929
CXCL3,-0.010172362793174277,,,-0.022639248356611425,
CXCL10,-0.015452563615365083,0.12088413340621865,0.04757895781297265,0.03489020970573449,
RSPO3,-0.02470158508833063,,,,-0.03105939771732803
CORT,0.020783900587490443,,,,-0.033166406104841395
NCAN,0.060673077796152074,0.11696894166222355,-0.07691356179619932,0.028552221071442195,0.05998881275846933
ZG16B,,,-0.024434688821428244,,
TGM2,0.01075657786302196,-0.025621567157249496,-0.07245059248145827,-0.010160144414109522,0.10201179779647698
VEGFC,-0.02687587846040135,0.10247579450628248,0.01588236799984826,-0.029861541635285017,
WNT6,,,-0.023237391937900944,,
NRG4,-0.01136591863058058,-0.03209427078569345,,-0.023978386613245736,
COL9A1,-0.020142533333459268,-0.02700037508163271,0.023089291484325227,0.019928379580839116,-0.0022504590371106386
GDF11,-0.029847974246676155,-0.05700696973190918,-0.006975791213933028,0.024295327123102967,0.05862579472159344
SORBS1,-0.027866458868542502,-0.042734667841085545,-0.08774030949209197,0.08662537828133612,-0.04845244546249785
DLL1,-0.029878364166319782,-0.06945354725569834,-0.005472718487863898,0.0007996294837545458,-0.023059766725220227
TLN1,0.071712034609383,-0.009209632080910081,-0.03358781636083066,-0.016034472755934025,0.026727646652866057
SHH,-0.010917753380643061,,,0.03918919127659622,
PON2,-0.039841331170399195,0.025401546732374023,-0.0018873842916643812,0.004639659237854496,-0.04739885488216783
ICAM5,-0.013682543658556558,,,,0.06533960908574983
HPX,-0.009508759975938481,-0.041751634949830814,0.10417037172846341,-0.01612704321443403,
SFRP2,-0.010108859118799772,,0.04362687163833283,0.08178652247258299,-0.024558884612257297
CD70,,0.16069744587726564,,,
HP,-0.04408518600324743,0.13415184112630058,-0.10768095847647612,0.03863268003435276,
CXCL2,0.008391355632112598,-0.031618011417793995,,-0.07166191165570128,-0.03177650458817242
CCK,-0.0212001526502945,,0.1139975840860345,-0.012493902073438147,-0.025972916478655402
SEMA6A,-0.011131193862511624,0.010680313830885167,-0.013385398310659654,0.05288447611881511,-0.03699500373449893
IRAK4,-0.039657061916119236,0.015338353260055448,-0.016864343476124272,0.003968712158142674,-0.03421914560416889
GSTP1,-0.013368827518131465,0.1089538590044348,0.02821798270989873,0.061842337087269335,-0.0077412632886597055
VCAM1,-0.047913302386926024,0.05994907008599056,-0.037522443396859596,0.07059569985838046,-0.028700426241801198
NXPH3,0.045060868985394666,0.033228066022074565,0.02167665082018311,0.01347321553701621,-0.07447625235163774
MTMR4,-0.012577517745292206,0.015267822253237305,0.01229302866606004,0.06408403625267721,-0.0386259460172903
LAMC2,,-0.03209429002636259,,-0.023183393298907996,
IL10,,0.05344779122507248,-0.02457109565525445,0.0012537147896321517,
SEMA4D,0.002273737586017652,0.05152653357146422,0.09636274133804096,-0.0021799991449124355,0.12970007204602177
TRH,,,,-0.051242162082100993,
SEMA6D,-0.01803058484682968,0.005443487997919697,0.04698011058656992,-0.023700569460977927,0.08349928725498755
CEL,,0.12952538959128468,-0.03377968875206149,-0.009654858527473225,
PDCD1LG2,-0.041960660695116246,0.08437519888262449,-0.005202267935866467,0.00035823593469624086,
SPINT1,0.02252690707418276,0.061368321364840356,0.033701678092125015,0.016230589594846984,
CTHRC1,-0.024701582256185916,0.041378165709412155,-0.09135066888713063,0.039267940041177285,-0.05870148739793955
PODXL,0.04156617120654843,0.06183182474361419,0.007950911813175645,-0.027668777311179157,0.12537382206175554
JAM3,0.016935558683765693,0.07991790948207791,0.012449505492931253,0.0018016158424618378,-0.00032511767476078445
TGFB2,-0.04211227619720347,0.007504267296566088,-0.04179678982518522,-0.04158729672057629,-0.06317303585635377
COL18A1,-0.014545921547626949,-0.00445245790806,-0.011595613031411576,-0.03177175992836087,-0.007966161687265914
NODAL,,0.11435341759075539,-0.07197601195822835,-0.034875265468977984,
INHBB,0.0207696063971104,-0.07010931530124233,-0.020120885544655517,0.03497762534693268,-0.01708585474858453
ARF4,-0.017135096252146466,0.07214963873606065,-0.03309280920136104,0.03182067586398967,0.08719628474164333
CXCL14,-0.02627997495742925,0.02326804361578412,-0.025538019419712864,0.025230925095047152,-0.05307989298589077
LIF,-0.011272852032090854,-0.036858916429815605,0.0648017304289815,0.011719082510727834,
IL17B,,-0.0005803132496629491,,,
MATN1,,-0.03348720720396715,,0.06594298147493712,
ADAM28,0.007490381140212204,-0.05246077433157677,-0.03325760398051483,-0.006116813265147229,0.012815876995169314
TCN2,0.09624148512425623,0.09245647075959132,-0.05326762821105341,-0.006866304384148421,-0.01539617031005432
THPO,-0.011730473039680455,-0.032094306188551414,-0.025203852922291277,,
CUBN,-0.03365858132621021,0.08481860395974898,-0.012990667807899307,0.05885431676694381,
TIMP3,0.0405155809765089,-0.0035710619134232493,0.020703404419546764,-0.06037622338924446,-0.027702138239105587
PIGF,0.0006270714327413575,0.04689427249404867,0.00960267951831151,-0.0415339927104607,-0.002394130479326456
CRH,-0.021223847687338364,,,0.011703874229377744,-0.058701445107462204
BDNF,-0.019082610186508316,,,-0.010067492214598602,0.044114853165568284
CCL5,-0.029312688848717964,-0.01141167376408713,-0.035086048240789945,0.08170648182410084,
GAD1,-0.02458490255744804,-0.0352699468607546,-0.0066982084880574284,-0.03236597649609203,-0.04839808407532277
COL14A1,0.05857604608515643,0.05920909305043171,-0.082655376179931,0.0012391983686605322,
HLA-A,0.056378828917194666,0.13378286215649593,-0.11253231158348197,-0.050855900956304274,-0.10749771238593654
CD5L,,,0.09535351429222892,,
ADM,0.014534706959593318,0.00757033768838976,0.045509295587298514,-0.024596925441155222,-0.03637191555286672
CCL15,-0.003931196528875634,,,,
GNAI2,0.020119643009323177,0.12337359621833262,-0.0696697495765347,-0.037167094056134636,0.011548988238090124
HDC,-0.014280342125954526,-0.03821799500675234,,,
COL11A1,-0.040773843000831096,,-0.04538315722157623,0.08730431128710342,-0.053357388130024136
NUCB2,-0.03893530801195993,-0.04140217359517727,0.11824187371863928,0.012796359118062981,-0.041659350943391585
CXCL1,-0.010674800497787088,0.049280763895051094,,0.027386469880887325,-0.0358034405683393
VCAN,0.04054825617295622,-0.03108143601669188,0.010505757605716788,0.026278347487756093,0.056624834861074766
MMP7,-0.02062140201066686,,,,
PTPN6,-0.030545512093793886,0.054296830566893224,-0.014023417130139663,-0.04276754887798208,-0.02477131133577355
PTGS2,-0.022766094566699403,0.019831927236505197,0.021955013874612253,-0.02899156036701304,-0.09566286654344633
CD58,0.030977985275719714,0.026645778360699476,-0.06691678866878384,-0.03690085545993907,-0.025385450182700886
TNFSF14,-0.010426471146152526,,-0.0343615630208311,0.0322522160053321,-0.03887871941800133
CNTN4,-0.002400787031115516,,-0.044683825529574187,-0.0294293450292638,-0.05427419504827304
BTLA,-0.013314960265437346,,-0.03228634052096987,,
MFNG,-0.028131612450653824,0.07666470747943963,-0.017324635260999793,-0.010531726918401853,-0.04855222470915396
ICAM1,0.04561004562383656,-0.06820545462559036,0.008848835921467322,-0.03648865150811442,0.09657327632158698
PROS1,0.02150492687012253,0.053861126942491684,0.05660169048275945,-0.01286054863270369,-0.00214173142061932
CLCF1,-0.02847620832560289,-0.05680693167813321,-0.015538307689944362,0.05225412733824603,
PSAP,0.01496860068857734,-0.015483070312808678,-0.02309994370093535,0.004503096342649987,0.025855862643187802
EFEMP1,0.03060831774710742,0.06930509898626196,-0.018831332213205244,0.011567662876015327,-0.04226532300658634
C1QTNF1,-0.023138655454272385,0.009253178158846232,0.06988889036760113,0.020015478632698622,0.01664221029351548
ALB,-0.011842269075007721,-0.04287684498705507,0.03698160228573919,0.026302196988088337,-0.024398906643072066
EFNA3,-0.01646694466302782,0.03514049890869391,0.03126100283962945,-0.035495834952121136,-0.019301161858030096
DRAXIN,-0.00950876094533376,-0.02942999326909101,0.037107839536037704,0.0076117129545056695,-0.05053366830531919
RAET1L,-0.011388881191283123,,,,
NPTX2,0.04571736771673138,,0.0030178409779755304,-0.05291226024443893,-0.06591201054431246
FGF11,-0.02155252695795989,-0.08849503183935471,0.07975335712343008,0.06049658732797491,-0.01694304327663707
CD59,-0.024703384278359837,0.09749821865521512,-0.0897550518729309,0.023083125231410317,0.08932437430441906
COL9A2,0.038470080854903034,0.007750734834607585,-0.06119727634618093,-0.007605606952754013,0.06251537812247386
DLL3,-0.03865319825556982,-0.07493805130687972,0.0741682858698473,-0.06108471402278375,-0.038106323924731116
LIN7C,0.02875162447862996,-0.022132173337666428,0.04530676454347507,0.08725776783645696,-0.0013508315776990716
GDF7,-0.01042647074097984,,-0.01668345530843752,-0.009842559296303977,
PSPN,-0.039425451407384966,-0.05860618661976459,-0.03593931090165165,-0.06216557007790043,0.10451156647471789
ANGPT1,0.019315993506661144,-0.03659384432501182,-0.019405764516232625,0.007100972899587063,0.1564278183814758
PNOC,-0.04494763799710541,,,,-0.061249012772143084
L1CAM,-0.0016872888762525361,-0.050846668528533985,0.07599819014214738,0.1043293401769691,-0.09061227921193427
APOA1,0.00015506194563843535,0.1802675611327632,0.0183246087442991,-0.03234994449128506,-0.03247783377183902
PSEN1,-0.005680394361199326,0.004136472366741074,-0.057364519694449834,0.001339042052074722,0.11317140078500222
CALM2,-0.030552202574342838,0.13004493388073438,0.03290125647899899,0.0121484171624356,-0.023109019185059962
CLEC2B,0.022370996867538597,-0.013119850387719897,0.010349480926732046,0.010934467659820445,-0.017167674010849704
NTNG1,-0.018759927238114538,-0.029645922683973997,-0.028088936283937344,0.06426824454786999,-0.03902135250631058
LRIG1,-0.031379423788154184,-0.006059507967736917,0.036419346345839425,0.017993735839911516,-0.04136972524437851
CPAMD8,-0.019298535212230388,-0.038217957876127674,-0.05840957456853635,0.03318676056704614,-0.09251467039341534
GHRL,0.02051667072626373,0.02370323539465662,0.04336611996750246,0.023242344386133654,
NPY,0.041504877089153146,,-0.0325896066296778,-0.002557865425428424,0.03279677935076915
MMP2,-0.008774379199004841,0.08548747067412732,-0.07037598672855781,-0.020616971952691552,-0.0745921028629356
ALKAL2,0.036739596482534255,,0.0018950061019745539,-0.014994690043606696,0.03154096301819416
CSF1,-0.0170091644113623,0.027126639889087804,-0.075908264269918,-0.01784755714679292,0.009441445859934427
SEMA4C,0.07042805859175257,0.022796224771119783,-0.030303971405278494,-0.0008239483291451803,0.1267811021749752
ICAM2,1.2294621382125573e-05,0.022374938006578183,0.043098567474603326,-0.03837061560775654,-0.013053958211159256
SYTL3,-0.007324422869005519,0.025314840647925493,-0.03138847270693519,-0.059922061235394994,
IL1A,0.01892567412358533,0.013980767667708477,-0.0414500028995643,0.03853028635202941,-0.06249658275865675
HLA-G,,0.08213640755069321,,,
PGF,-0.017193509908920556,-0.029892271940969866,-0.04320617007269105,-0.08546245517219073,-0.05607496067712569
LGALS8,-0.0003675232133469189,-0.006678904807540772,-0.037846665499027765,0.00453009168658289,-0.01394728142562599
DKK3,0.0016893521084080376,0.07816872169968578,0.0032538431319146742,-0.0330608287778751,-0.1308289241110977
COL16A1,-0.009106701710773367,-0.12111632339339806,-0.07680492878650617,-0.02303960246175889,-0.019126090124761234
TPH1,,-0.0320942438488148,,-0.021280014347627513,-0.03105949843488498
TNC,0.016893519570432138,0.08788490928141376,-0.022399873665863802,0.03439334240908189,-0.01923926538283742
TNFSF9,0.05761726054816187,-0.032564310669957026,0.048774838927185885,0.11585268123501512,-0.06693954386053487
C4A,,,,-0.0006084978677332237,
CNTN2,0.051467639979062105,0.02447304117623379,-0.038790499697898426,0.02162818395883722,0.23215752762706646
LUM,0.001975608382871703,0.0950941843714772,-0.06325315262430974,-0.051150623095077986,
BTC,-0.023977798209616617,0.12080622853280863,,-0.02741148152969753,
APOC1,0.03146193750271788,-0.09055289048101942,-0.07087318942889145,0.014434328748438767,0.11693724468701035
PKM,-0.020910858201964796,0.003131313137836642,0.008287701162204357,0.09029502361955886,1.4293801410570029e-05
TNF,-0.013901598353391909,0.08017851856290871,-0.04029912074678889,,-0.008717605746895321
GNAS,-0.031097527420404954,-0.0247469397506532,-0.005889006325189809,-0.0021394342037029234,0.014640086077356252
BMP8B,-0.009230518416196523,-0.010994946068051691,-0.0010696954977562868,0.0628070066046787,-0.05187294257661509
CCL28,-0.010917754193182288,,,-0.02208279322930822,
PTPN11,0.0014316520162299703,-0.05509043626692664,0.05113644593976596,0.06157962262748738,-0.13189534821412952
ADAM12,-0.010551330720725798,-0.028120573830679476,-0.07620750536488292,-0.006972042632773884,
EPO,,-0.045769802527602134,0.12005804702578714,,
EDN3,0.04162172638378394,,-0.025203797586299776,-0.054301042917778555,-0.051012519278784
CCL22,,,,-0.009400956435444339,
CCL2,-0.017504576333326218,0.06746237734662265,-0.054794293312167744,0.0657162256273397,0.01588207659557738
DSCAM,-0.025397698303275772,-0.007860824749733927,-0.011582474941710766,0.0013235282795104103,0.042881730351023335
ANG,-0.03984599446880047,0.0546136953767465,0.011509245914954424,0.008230863656185165,
FBLN2,0.011875307058576378,,-0.013584526241358873,0.021846621924500324,-0.03177582405016533
VTN,-0.01455846938108897,-0.010193616013736098,,,
VEGFA,-0.025871567915477435,-0.09229548045881136,0.06081382038819228,-0.022215991542662288,-0.08153498184426475
F10,-0.02794457682672062,-0.030149737820309566,,-0.02371609483781298,
SERPINA1,-0.0365655374035613,-0.005926512660168893,-0.07408865994142726,-0.06382277965186009,0.04040760252339538
VWF,0.0814498023221833,0.0530309771421818,-0.03664843303677121,-0.07721192610794671,-0.042188679165101085
GDNF,,-0.04397907869218384,-0.02808892844073729,,0.07181399019096382
VASP,-0.048865174284527434,-0.04533461779940381,-0.015237369908350343,-0.019091436011712228,0.09388102392327442
ADAM15,0.02626301823267116,-0.04263080474028385,-0.03740428327083454,0.030903366952250017,0.025547036895648138
WNT2,-0.01238701094314678,,,,
OLFM2,0.007940535943073975,0.02648637923568591,-0.06603094708759881,-0.0041917602034985445,0.07814255660200112
MFAP2,-0.01417420574444408,0.017399884907988796,-0.055566050598293525,-0.050528652215048514,
HLA-C,-0.022264140340783833,0.025613814910876144,-0.07813352884248637,-0.040314756996897294,0.01451258229994384
THBS1,-0.0020278359502163964,0.0735113416554323,-0.06411466012548361,-0.008637520659380546,-0.06073800814294502
HSPA4,-0.014691101133410316,0.05050197118018577,-0.004092640768642433,0.007258585684497076,-0.04267143429923878
LMAN1,0.05206563677240876,-0.0031054554799095644,-0.03473363755540394,-0.02778615250516056,-0.03985398869661999
LYPD3,-0.01446630220635329,0.07787709223714188,-0.015612407363824262,,
APOE,0.018930675755373397,-0.07070533170955813,-0.061375211868161396,0.052882351410723026,0.07468760684031528
SOSTDC1,0.004882366870874396,,,,-0.033166469418083294
ANXA1,-0.057205258920849614,0.010033153062889828,-0.029462282074407584,0.00391990548474533,-0.058200503617245124
WNT2B,-0.020553564022188348,-0.08002869458431819,-0.04630351407384403,0.041349992724082206,-0.05381723368849392
AMH,-0.012279878019497013,-0.01675416575842419,0.04552013115492239,0.07129586619145553,
GDF10,-0.01346272934567351,0.0030139012774776956,,-0.027870961513466044,0.01647336759957648
EFNB3,0.02937291126297514,-0.08004271355912702,-0.012932507049297076,-0.0029349537315337118,-0.10530233649795319
LTB,0.02475733203327685,-0.06470700525840786,-0.04765970056329198,0.04242412843026634,-0.0388786321154378
ANGPT2,5.546971430886347e-05,0.03222578435211515,0.009255264821494783,-0.042714909040722546,0.2322343250622656
NRTN,,,-0.004160437467085019,0.09868241085183457,-0.04605479060516171
ADAM17,0.026024129152782266,0.13120059167725961,0.08975087713913994,0.03235642160963367,-0.025297910082817895
LRPAP1,-0.03202069625774652,-0.05246130463922722,0.04387674361786902,-0.03264055238438204,-0.04919743070362418
NID1,-0.005075466224759851,0.021550477434456535,-0.00287412603962228,-0.043911132143263816,-0.02444401691360049
MST1,-0.024818635419290105,-0.05955707276932556,0.038478025537640986,-0.0007204684786089743,-0.027039861521857916
DCN,0.08083263893935438,0.056060929952798176,-0.0036879701375945916,-0.06332057736392119,-0.06796024756834508
IGFL2,,,,,-0.0382808098103863
COL7A1,-0.022261632765947,-0.04711477293952347,-0.006591722390608047,0.019855550654183117,-0.03942056156144795
CALR,0.035937798417764066,0.14408213573811407,-0.10540742078943796,0.016431302096240285,-0.05932651825551954
PIGA,-0.006532268114317489,-0.05782599811766122,0.04809719465315725,-0.051471813087897805,0.08065646899673683
CD200,-0.014972142880318678,-0.09454416502724669,0.017306299300584346,-0.001965128393980552,-0.058360870643095475
GRP,-0.015189347296115145,,,-0.030499901126582418,
CDH1,,0.05227694625393375,-0.01618693328363772,-0.04251032991286767,-0.055628654160851686
LPL,0.04232487382793169,0.03863318302023979,0.05140225967966621,-0.0027082363112682297,0.043858480869731084
SEMA5A,0.0629348550578103,-0.07128933036738572,0.04995201295387711,0.008986053444288008,-0.1492549717238494
SEMA7A,-0.009208593022623786,0.012332268495020842,0.021643220553624026,0.029489577106832286,0.013402951269354027
SEMA4G,-0.026803883284139296,0.01705614978161714,0.014968617530765357,-0.0009289643682310358,-0.0394690921886441
SEMA3B,0.01482744001010408,0.048149082567466514,0.0018925895856453806,0.02713114359556277,-0.025558711362085033
RPH3A,-0.05008113188499857,,-0.055300251697402505,-0.037594710668001144,0.030335265620147895
JAG2,-0.03226819144164717,0.06061904773231495,-0.06026518361590114,0.0032379829664738995,-0.047190854497303446
CGN,0.013494018783317583,-0.04294402309779025,-0.04444888308107634,0.058227414376434666,-0.03516064701452974
GDF15,,0.0055379197193021635,0.0304118788416236,-0.013275664460837463,
SEMA4F,-0.02103084339653518,0.053918903227943744,-0.023155965478834827,-0.05678429152013424,-0.07643638716949354
NXPH1,-0.045152017947798065,0.0009766744531244632,-0.04876212725970033,-0.031931433729477175,-0.05554349560062731
ARF1,-0.044195075864984126,-0.007575360836092347,0.010071058260524976,-0.02779051546985981,-0.07078417251332556
EBI3,0.029928452677850208,0.0291628814736569,0.02383134133053456,-0.06460653606757542,0.1313023767725831
TIMP1,0.0014527009854859636,0.0980059295475702,-0.086634675486698,-0.06188144185962094,-0.11459795362686137
SEMA3C,0.01848010258842606,0.049260136740419375,0.00935541153785772,-0.03347112476646709,-0.07545602589035634
GAS6,-0.00763747369045867,-0.05479421827689138,0.0006190110596276731,-0.041884153426289115,-0.06848457882353011
MEPE,-0.024407080192297367,,,,-0.03516039144045924
SERPINE1,-0.024306120109242674,0.007884528375913809,0.010423109447244918,-0.06442129985472668,0.06154724140250783
RSPO2,-0.007502894300156299,,,-0.023540926317829686,-0.04405085433879838
SHBG,-0.0025299670288263295,-0.05977844448707834,0.020680787352367554,0.032265963209282454,
LGALS3BP,-0.02392439582488598,0.0268171316002328,-0.0067482877155949205,-0.07218170234066106,0.11950129185570205
LAMB1,-0.027552357179934216,-0.002936900776456383,-0.04865112639989838,-0.05505316118784852,0.04386270768680028
SPTBN2,-0.024302960444198534,-0.07482721086380517,-0.030840160450915834,-0.030153578468332186,5.4652745611005415e-06
COL1A2,0.027535734427275013,0.0015269772791135677,-0.08473263799724359,-0.027913730268660734,-0.017305474201922213
WNT11,0.0320727978686543,,,,
LGALS1,0.019502732732237713,0.07515016010561495,-0.03513953902622053,-0.021290758981819008,-0.04428237329573918
BCAN,0.017161966542616234,-0.009108801868894387,-0.05957727547295554,-0.01920770195222228,-0.10084042945112434
ANOS1,-0.04668798298598239,0.05002372164383146,-0.05734517434269271,-0.00034968223740156616,0.020417225499225845
EDA,0.044921517233979434,-0.021442128311189183,-0.04743560658161248,-0.014908308541478142,-0.04605489452545777
FGF22,-0.013414376981393198,,-0.034649448810377334,0.004145796495897897,-0.05517997382387842
SHANK1,-0.016793586491434007,,-0.03633652415799168,,
TGFB1,0.018465601958793786,-0.03172776430986456,0.08130222175386244,-0.09637867689739756,-0.021633561305355636
MSTN,-0.009863943592432473,0.035366074930948586,-0.04254601186030007,-0.004433325358088472,-0.04005195052960642
WNT4,0.027437607202612728,,-0.028769521164943117,0.14654768346116887,0.06821881529445416
TNFSF4,-0.012493285409078105,0.09348708897025715,0.021486501483259347,-0.033144007301867826,-0.041759363159296965
NTN1,-0.04377594245619014,-0.10336903534116994,-0.08972787889135452,0.02385986085001036,-0.010483781393198494
CXCL12,0.03699367653556141,0.19985361570503557,0.0014917604973269437,0.003021894983355025,0.08296250260422987
GNRH1,-0.00241818922374416,0.006518854242959514,-0.03715622609383891,0.07324384899396123,
RIMS1,0.055312167913213035,0.08624919398854486,-0.016201142966900766,-0.004287098659852912,-0.10884902632861088
FGF14,-0.03911618385620374,-0.04132639903457422,-0.017559534473224257,0.03630367603878472,-0.08976537802868127
IGF1,-0.015590472460321012,-0.03911147810615587,0.009766711597235269,-0.012979026915539451,-0.013288726960971557
TNFSF10,-0.016107035572180035,0.002657249096634549,-0.018899983471090023,-0.021454374162462583,0.017893230699105388
GDF5,0.008290243337623094,,0.022789891712746216,-0.04820244908500482,
CHAD,-0.011272851046766251,,,-0.02423809252691394,0.0018158708085342843
RGMA,-0.07737551049251448,0.09309348367276815,0.02078316118927442,-0.034458558244670326,-0.04737767696953708
CLEC3A,-0.004017934185071083,,,,
WNT16,-0.02696165774662432,,,-0.02002324552993212,
CX3CL1,0.05483222409454175,0.04992128768825938,-0.07338962842030755,0.004515338249932748,0.004420155355153106
FGF1,0.034049001295934966,-0.07696621089235377,0.04460562827242687,0.050668969672664974,0.09970532189158972
