,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.05056068787409255,,,,,,,,,,,-0.02625317920137954,
BMP1,-0.001696521721827746,-0.04770034997040653,0.06577786943061323,0.0816105714508372,-0.020751220486274594,0.005998956449713792,-0.0016152962215524426,0.029825447264238473,0.10101803941900782,0.017368841213926164,0.050703936771087726,-3.1215588240007504e-05,0.017684639533990156,0.0358052644510732,0.12764810386088288,0.014980927854747052,0.06509455464808364,0.08578159209646033,0.03342547911626456,0.021933037285375056,0.0550958940581172
NDP,0.05360742787883809,0.036476520805666386,-0.010334388282788449,0.01937785879496064,0.018870837266789616,-0.03499317755584206,-0.03172013178712719,-0.01767410461566306,-0.0067204815846070975,0.032842426460237086,0.04351137661513285,0.019578020825340145,0.02109082855620079,-0.04304660204893806,-0.031768496938847694,-0.039418705395359105,-0.0028963859790495567,0.043299920752472174,0.03899712973975887,0.08384330057385046,0.044850428504372396
TNFSF18,0.02886773853444812,-0.023357430914575227,0.010401836784399652,-0.0077368861427245155,,,,-0.012399099596114661,-0.02517862620136968,-0.021251739381262638,,,,-0.025257711380729422,,0.03739663177870962,,,,-0.0076283700948963674,0.037968698219850494
IL36G,,,,,,,,,,,,,-0.020265311096230903,,,,,,,,
RTN4,-0.0010739969055185883,0.024897589239201576,-0.02247970454124766,0.01180880529830894,0.04601491545201663,-0.0771613555432845,0.019444157791853305,-0.021799955222953034,-0.10740277446896677,0.04160410664508026,-0.008664532430125608,-0.08031752727589421,-0.02333884541481543,-0.01853652230355547,0.030958370410639757,0.0344842952584729,-0.04390738939418309,0.043683774479835194,-0.08180009154399784,-0.008109962833464915,-0.1828521364176193
HEBP1,0.008306308977203072,0.051528277196243276,-0.0057720688472000905,-0.028534575547051425,-0.041347903163537064,0.0009539069257168536,0.02695643845778456,0.023895628751804936,0.06057335149412655,-0.018028053898890676,0.017871032260139003,-0.010578775532604364,-0.051902471320395285,-0.022001247013412484,0.09108653657270027,0.01096771205899987,-0.028969941978166453,0.05067309866782323,0.05856345018206819,-0.010796703668668858,0.026953639529910117
WNT7B,0.05883371485836348,-0.0338843715742235,-0.007904372499822832,-0.02482418158817553,0.14926444445560944,0.051497139221819636,0.05573435764486862,0.0017398859893588386,-0.059110607371719685,0.0048191727466408,-0.018173877237759543,-0.04340784169628872,0.03965264123420805,-0.02780627494091156,-0.06890864849678786,,0.031871777462352764,-0.015275376394918409,0.059552946492729825,0.013337823105512991,0.06535799634641598
PTMA,0.028763880926874954,0.08669235622180634,0.038784597314778214,0.02978634659912349,0.06472622238361812,0.03684201824420308,-0.030183916114718313,0.05541987635663344,-0.05970637894935874,0.0003703625431429872,-0.00044253421159023916,0.08616509425504601,-0.011698377901002328,0.07827474418005928,-0.08456560813785453,-0.05500461882320517,-0.1633816840972415,-0.05157433419308706,-0.05416809257010328,-0.059659447630316546,0.028060763750863468
FASLG,-0.022933602575271796,,,,,,,,,,,,,,,,,,,-0.022769373364954968,
CEACAM1,0.055866366602690114,,-0.012164693524858567,-0.019051066294940903,,0.02884284886601202,-0.03609631250058735,,-0.02053207311833862,0.023181791561856603,,,,,0.04384357079291282,0.029211756928323826,0.01741371631157238,-0.02573332535723186,0.10897281819550633,-0.03168023882510803,
PDAP1,0.06062240538138225,-0.02210965298617065,-0.009525744501482174,0.02801594726140959,0.06930897762951022,0.03324273680108236,-0.0021754190829544207,0.03037758666491459,0.0789549959859904,0.1038854032511801,0.051920654224613436,0.04780449660617099,-0.001798192971335031,-0.01615391761953675,-0.22008831024291367,0.015118296928684225,0.02261773233944642,0.0789995587693851,-0.04598632842102601,0.016533274859420626,-0.014819807733743222
QDPR,-0.036130416867354846,0.038630678785686275,-0.034362736622563284,-0.005287559378473208,0.03343404955196724,0.003223003726876379,-0.05586658505899616,-0.0032797286213674566,-0.0846642306043157,0.039346119761815,-0.0009682942247083455,-0.0034708911902514186,-0.01883305626860163,0.002735849119721956,-0.017599298483206335,0.05901867829046259,-0.13216634178205877,-0.011805753129981207,0.05135248026629683,-0.0016480729459751146,-0.09752054566986985
POMC,0.015189454634684697,0.05646546079633511,0.020737849168635844,0.07554337956825757,,-0.01059392292521729,-0.009277636205086552,0.10990876615439736,-0.02285030103467318,0.011832077637569488,0.011325262119016126,0.08299444369234461,0.12189153340549665,0.05723585515271897,0.13311844555513958,-0.02932912339930389,0.003989823428807769,0.038295314143576224,0.03522008672661016,-0.018610261754029318,0.029737259775524546
CCL18,,-0.03132423540313693,-0.04088695479698297,,,,,,,,,0.05833856675387882,,,-0.04449291103309215,,-0.03319713192805879,0.08067184250403363,0.02607185423469782,,
CCL17,,,,,,-0.04180718607631531,,,,-0.022260946513804777,-0.022494165374451165,,0.054336263626070594,,,,,0.1523225379705389,-0.035203041534501,0.01943675499953164,
VEGFD,,-0.035293257702899976,0.08602209577764992,0.054338344669679635,,-0.020000699835767265,-0.012796324765365543,,0.04118954700021321,-0.018905870063067612,-0.016499742333674038,0.04930726411391663,0.08218593936553834,,-0.05012623775715345,-0.06289917743053987,,,-0.024386221393368303,,
TNFSF13,,,-0.030854617942269725,,,-0.03302780412069242,,-0.012024540010145445,,,,,,,,,,-0.010687173580995617,0.004445770998646135,0.004113233223435161,0.025507471088344207
