,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.06470357825828402,,,,,,,,,,,-0.04548859740162047,,,0.10095972555965849,
BMP1,0.15440097953868948,0.21245344698407373,0.1609366152905909,0.1020640783314628,0.2245031494679532,0.04048124920743151,-0.011942917967076763,0.3342033157234964,0.5443471233198861,0.07313353506834189,0.06366012343383487,0.2507755284581354,0.1993333399696471,0.03608377867467858,0.19853799567342167,-0.011579176996849185,0.20683766991117108,0.14641743767635565,-0.014971195242051118,0.19628871047861796,0.12157809571686151,0.02434716577312149,0.10616763480244856,0.2731332120891549
NDP,0.10544664378799583,0.15559866169705472,0.05090470962622846,0.021462138193649276,0.1471682605539931,0.09867843558262857,0.02176086680638189,0.016055217240225492,0.15273852701012883,0.04740349196408646,0.03573860908100734,0.1362190689014126,0.14101605294471703,-0.03567385990938978,0.17498766105280175,-0.18445417938811287,0.09847991644617467,0.07744330244157158,0.15440067700444474,0.2064816194821688,-0.09010919669214253,0.052402448270474314,0.2648129610252435,-0.027557505567742602
TNFSF18,0.09309399595517501,0.0775409503175357,0.0730825822350771,0.01880831248305819,,,,0.04010088545872012,0.11938815685526769,0.06995033597492917,,,,0.05668025357380548,,0.0467732208441236,,,,0.057227420685053244,,0.03170293674123295,0.04825017833293775,0.10865768888202336
IL36G,,,,,,,,,,,,,0.07251945625932218,,,,,,,,,,,
RTN4,-0.10362576514747814,-0.13746387873593752,-0.01679405393309711,-0.0003977429350565129,0.1326058465376902,0.00508789312925236,0.023395040241271575,-0.5263275580064549,-0.7163515211701542,-0.12916430658186567,-0.05391425191211882,-0.1787485902577304,-0.16271084538693278,-0.15577617667020596,0.015333065806464213,-0.1269114801008609,-0.11000163439634189,0.04287818352823001,-0.059111078862102436,-0.24670765840132264,0.01575169962045931,-0.10324312499588369,-0.030252121996145347,-0.15465836439020494
HEBP1,0.060408284826646445,0.022768091500413548,-0.00035689304235217965,-0.0397146834892925,-0.03003342781703433,0.029971190663310755,-0.027826432850021905,0.2188508063521415,0.27064966231986676,0.06952363242510223,0.02528188228371739,0.022882565390978823,0.0155166816238009,-0.08281807977773223,0.017490082575861363,-0.046201267161963135,-0.0004397287864721195,0.012225803172952446,0.09867737622851647,-0.016373213535724865,-0.024073848236328403,0.06419088966567293,0.1852240341127621,0.07213315813525609
WNT7B,0.05475622176204845,0.0678331721710005,-0.022431109127426848,0.046179524771103764,0.005884305149739154,-0.008000186028098717,0.18277769571723307,-0.08044536136152053,-0.24934419444942574,-0.06306174058645689,,0.06704105129149818,-0.06552809011866231,-0.05490443202324756,-0.0905512852261366,,0.020772874348725247,-0.014130116147937289,-0.008547635347497652,0.02124933858691273,0.025335078080850268,-0.06002620405860804,-0.01263657912585132,-0.022700722238271763
PTMA,0.03817724348936892,-0.21911951300537036,0.31822060313832,0.1257645433083551,0.3624584675438557,0.004250613124539095,-0.035471501527437124,0.6871943416509105,-0.25107538944752195,-0.15458634168726215,0.08476932085876503,0.3499837007089756,0.16693964720958826,-0.0885858137728564,-0.13017325324108306,0.1631209449608132,-0.21006773250531652,-0.020269981506091692,-0.03962700624059866,-0.27338995619371026,0.17392193436160724,-0.092970154122123,-0.07191705359813516,0.10674442323383118
FASLG,0.02452160445596344,,,,,,,,,,,,,,,,,,,,,,-0.028189888005858612,
