,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
SCGB1A1,,,,-0.026014767305686855,,,,,,,,,,,,,0.06838154222598997,,0.01991294432222996,,,
TNFSF12,0.01907259738571132,0.011479593478575767,-0.011286664930720216,-0.006765934834153327,0.019450111130008673,-0.035979943833271515,-0.022622673583884784,0.04895026247754586,-0.2713778574036391,0.05135255915078291,0.02467709671258896,-0.11635417394924497,0.1279659525471673,0.05406367774894758,0.013297335469227132,0.08003859534875998,0.04425688433073887,-0.018527287052390366,-0.0027278637642541995,-0.03416513777845441,0.031721369791585116,0.05802650867331014
DKK2,,0.03618734548789942,-0.04572054831662663,-0.00868256791570231,,0.06670847693105861,-0.007782897585780131,0.009005499839924604,0.23389322200153365,0.06097573931305842,-0.042814030936995394,0.16733297211136822,,,-0.020626597494687673,0.06764194325975895,,,0.010256146696135678,-0.044581576635384514,0.08395324798718237,
FYN,0.04422850244783586,-0.11447565229674475,0.09272006748120822,0.0005582635138983782,0.11526548716556881,0.13415130975356812,0.0984186458681953,-0.5431150861848227,-0.4346847504602998,-0.09514607745965618,0.04839992672170784,-0.007791488886069077,-0.09571833469838402,-0.05503241418174613,0.06484477882659526,0.07522927840414172,0.17912519120739265,-0.03089017733471544,0.05460870599537649,0.016241269031368574,0.04408186892523663,-0.15958733187506963
ACE,0.07727670396274632,0.04957121357186267,-0.1016165303535558,-0.0514868322912713,0.05835357421974941,-0.1428875660306218,0.08273712279874577,-0.20548660248410816,-0.2840914062429384,-0.10752092284183815,0.05651015482517469,0.037955810966561886,0.16430778780406283,-0.042937228854494136,0.04842360944476444,0.04920148996787714,0.10544046459828822,-0.024357167148223783,-0.01162064041152371,,0.31708497015736825,0.0218109733282966
IL18,-0.10438890706549152,0.045444885712500785,-0.0491241112592329,0.007326096608560868,0.12420980543294244,0.0855351596593606,0.21185909591223176,-0.1949136343485911,-0.534666318874912,0.12427839839522395,-0.08248810023803944,-0.3834520672535601,0.001624499950050515,0.04358435998816827,0.0479957928418635,0.09355472771409157,0.1296611019366256,0.016709866966174623,-0.004245220051240768,0.010671979999655934,0.05979058927182619,-0.06276480307730113
PPBP,,,,,,,0.0023128454966055874,,,,,,,,,-0.09826055970827564,0.0015230464206411702,0.06922070294074671,,,0.10026408275855483,
CCL27,-0.03583531263318945,-0.07608475304723829,0.11340931299313267,,-0.028792038379507397,0.0028526508796971385,-0.012984398537078955,,-0.0744106304670763,-0.05289607929507854,-0.01624673884307241,-0.026009361030678264,-0.06851079246936874,0.12892207518316212,0.04631512746022479,0.027635780004356608,0.059673205243223365,0.03800695432729187,-0.02961706812054812,,-0.1419697525052818,
SERPING1,-0.005535849250645429,-0.11517929505689645,-0.2088991248781083,0.06430838682077124,0.13216399788078811,0.0006939509372564937,-0.25119730462662193,-0.018822131792180136,-0.5520590761711145,0.12718997933156798,-0.17646416810144142,-0.5876740523896585,0.2440680350209774,-0.01735503924366868,-0.06947105772192841,-0.061065269977519314,-0.05163605665818011,-0.017186337371550082,-0.01053358103754379,0.0038576209309047443,-0.2590672868917426,-0.013583612807068261
AZGP1,0.03043457901918551,-0.04707334186536379,0.001581581467734225,-0.019917880887229608,0.12052278917291098,-0.0028959011804244325,-0.12060645498682467,-0.41439382298036725,-0.002532027997367732,-0.14406510527581892,-0.038231973665859224,-0.12232641413585937,-0.18764387536454133,0.07407321761361195,0.0044589400393720835,0.10492570830385772,-0.058971826083415606,0.02640135510137714,-0.1304931251571512,-0.047762938742458134,-0.1724281980013819,0.0355745160282728
INHA,0.11934541163670398,-0.00899837086875414,0.09878147319514187,0.07713325884254497,-0.042736488744949036,-0.0011843370751897925,-0.08027676726304707,-0.02049113407493973,-0.13984898854637337,-0.09148988609385263,0.005391616277056068,0.13121599125428982,-0.14689259417687522,0.05051918649751475,0.09146976251715827,0.0788544913664623,0.01683114251797437,-0.00032826315221726876,-0.037776915867104036,,-0.06558661918479819,0.08700611266534711
SEMA3G,0.058167370588776454,-0.004641340764519754,-0.037167428489821165,0.02763811738654983,,0.06778812364611515,0.04459398282143219,-0.022446887679825576,-0.013859192113775055,0.078735390151326,0.005084907673246658,0.10847494190315339,0.10627670969721896,-0.04270136078056719,-0.03712265928196821,,,0.1338685189780223,-0.02293911984640204,,0.012204857869062998,
OXT,,,,,,,,,,,,,,,,,,,0.05129927606060768,,,
COL6A1,0.08011985309595851,-0.3321838272380506,-0.2571645933237878,-0.05134002304497116,-0.10725862488168829,-0.1078965513756986,-0.3346853772914511,-0.4393642244702832,-0.6436684058600595,-0.5736365753860388,-0.11212799065321855,0.01994887192314483,-0.44772997746515397,-0.022828976584548365,-0.03227194619758184,-0.11275026916321877,-0.20679061878651503,-0.002629282547486314,-0.2821665330867342,-0.05534317108618752,-0.20454136549549956,0.04870913183883543
FGF17,,0.19898839779106733,0.08400105363791138,0.027558881526942063,-0.02947582406461608,0.030896156633480228,0.11245903166909212,0.12295587961284252,0.1408437013342609,0.028063047777740626,0.10551707592409147,0.1269826218791204,0.03944743237041192,,,0.03325754753942345,0.05725319227430373,,0.06041934053906321,,-0.04057845691151396,0.09089851292782536
TNFSF8,-0.0010256014252354837,-0.04293678554649074,,0.049699703000330976,,-0.05443878949928104,-0.009986203634976945,,-0.08311917654808525,0.03637896660264541,,,,0.0027415468314689433,,-0.036907160331309044,0.01787963085338794,0.018798307467122265,0.04001806582333262,,-0.11703366023838944,
FGF20,-0.03182852771705671,,0.039711336849186964,-0.01552601008026373,,0.06397782240924962,0.06370185684439411,0.02998658500691247,-0.05817845378174126,0.08653304497490895,-0.027867686909990235,-0.0327770796466125,-0.0157157170243234,,-0.020294894111850877,0.11352245283179384,0.1083506415019188,-0.0013899547449741205,-0.008631689618655567,,0.0668811411722276,
ICAM3,0.003920759971712421,-0.18096707711881208,-0.06326185526066429,0.004096733165421543,0.06637757239139783,0.06158503443327057,0.021074085876590768,-0.12347051182232628,-0.21071999797547186,0.04675623081364476,0.011155414929556712,-0.12588374603041944,-0.14666201316225852,0.007452183426841099,-0.029396871950243795,0.09881770945703805,0.07357322986723622,-0.03517885753199883,-0.021937620610557877,0.05048992919475965,-0.17674652238142596,0.07066936223998056
LAMA4,0.14447966559860373,-0.15919361704029109,-0.1239629133204509,0.01648105604177092,0.06855778532328478,-0.10547283462888257,-0.1536124463674387,-0.32642872080049307,-0.5566297412573435,-0.2884170797315919,-0.0369746539161526,-0.15513492770669718,0.1036112582174086,0.005976625187949161,-0.035900827225856816,-0.04861797615430736,-0.06511241132752328,0.06264813705278197,-0.18118071703578376,-0.008566739619344801,-0.0971056951383741,0.13719604483962664
INHBE,,-0.014188035852907014,,,,,,,,,,,,,,,,,,,,
DLL4,0.045466277382759206,0.0673349000350761,-0.014205216859903311,-0.05195165049968679,0.009210812109986144,-0.03786311759714607,0.10552674294177405,-0.1549169605248587,-0.3214296107147464,-0.04887232131864441,-0.036235264361277275,0.0275899866149807,-0.03808594752586784,-0.002408120479935069,-0.0029850766420179936,0.01101223985901498,0.08666666205861577,-0.030456113953146437,-0.08094701212146123,-0.07278983891694403,-0.05080177193047508,-0.03137770903375573
SEMA3A,-0.06849960386152591,0.11129196310406791,0.0333840348145896,-0.009531319263031282,0.11972188726622918,-0.015048736245945417,0.010642748201507402,0.056799577157787474,0.00022214244176927837,-0.11046159994360286,-0.11456559330205257,0.32322777212289616,0.24032133695099617,-0.02361210294133525,,0.14195823972096686,-0.01187828331761768,0.04917187047653268,0.015377488527986023,0.04290294645923321,-0.17498487109647076,0.016880786621390104
RLN2,,,,0.02090155174268195,-0.05500125896833521,-0.0679094790848397,0.0666036829890186,-0.10287634166490398,-0.07419923518234406,-0.08515801180574775,-0.07216132982761253,-0.014393377558560096,-0.0075270926494000415,-0.02732796624496298,,-0.013742782416189113,,-0.0020673565064357187,0.0357028977197148,,0.07143190889005817,
C5,0.04518759256121529,-0.023616104588844833,-0.02722496497072855,-0.0018438924603400063,-0.05065692853976536,0.029535915584583503,0.04469403730607334,-0.21083366867838627,-0.353613969807968,-0.045370456104390396,0.02131958086591176,-0.060362695388240684,-0.08344897637449387,0.08418468135226512,-0.025746551482080146,0.07582257526147357,-0.012551953689447403,0.004575441955360029,-0.03403033152708198,0.09200619800495406,-0.24175007607070112,0.0846374727348823
COMP,,,,,,,,,,,,,,,,,,0.020757929769849935,,,,
EDN2,,0.1204951383633516,0.06956977163191012,,,,-0.0877516806700461,,-0.08910516975254223,-0.1657356366355619,,,-0.13136675383189714,,,,,,,,,
C1QA,-0.1236057632248021,0.21522316057783633,-0.24519263028373517,0.011093885454323393,0.17474616969160972,-0.08704195807698,-0.035572397233053485,-0.3400332948154606,-0.6014430244848472,-0.018121771416788245,-0.14377531016391992,-0.7864010741621748,-0.3021828005532727,0.044063519239777894,0.05610906009552143,0.018447682939516777,0.08206046096591159,0.016353434719484226,-0.17142375701677887,-0.13140719174833446,0.19943843446770831,-0.22695483154899726
UTS2B,0.04934219796533002,0.029764735067234267,-0.0216317560596989,-0.021242016705983226,,-0.005748494498927153,-0.04520088543285664,-0.015206116404317365,,0.013672581852861646,-0.025434789044052417,,,,,,,,,,,
COL9A3,0.013090046618697926,-0.021683311372620945,0.02454969563492115,-0.05874519274049669,0.06425818222789356,0.033263000043870415,0.2208561941461232,-0.4537048423103349,-0.5540470969594816,-0.36814676829183013,-0.07626345474872463,-0.24125846067238663,-0.4564562898704507,0.029499217498102064,0.05748611953164455,0.10144295277278809,0.05340565791962973,0.016821829460109412,-0.1927679716967466,-0.01823748299484236,0.08002927315690073,-0.03157682103767215
DLK1,,,,,,0.10268032765678688,0.1356980723504545,0.02343098108524387,,0.22004295152701792,,,,-0.009321541271253724,,,,,,,0.11407935347412647,
HGF,-0.08631225067226272,0.3662771749311758,0.05565397622446641,0.03217734310026676,0.029353352268274038,0.01538680902693016,-0.011230375468657164,0.007372615995470875,0.2111629061344773,0.17855032104341523,-0.022238838461988805,-0.2504895318972463,0.026713147406433855,0.056949450095246844,0.047939884433261214,0.08624153640739496,-0.02200258514538417,0.023436214258071793,-0.08588806776185663,-0.06529608258920762,0.14517256202066586,0.09381963385266225
P4HB,0.04416416518309985,-0.16768932902416936,-0.22117807685979707,-0.05942774160188112,-0.1417851794572863,-0.10988684095784816,-0.4069193307224835,-0.551302951683683,-0.6034578194338044,-0.5859274180819087,-0.055708054378779154,-0.4037221955806091,-0.23410002743194738,-0.005312572416387327,0.028858903035879416,-0.14892419970549953,-0.2753843870899567,0.026405226982431584,-0.237420265659065,-0.016794159960246576,-0.42533302742672235,0.07688786396134685
ADCYAP1,0.0017589357533473774,,0.027461579095087504,-0.004489576261655197,0.23232886365720823,-0.03335109283052096,0.09672834992198161,0.15676739220929312,0.20149339613563488,0.14461163164944296,0.05817267328671668,0.20977574636542534,0.22640149452864092,,-0.022825502662231968,0.11916080294718481,0.1072563445509844,0.09691630420266284,-0.031198842024766124,,0.12849593331489223,0.15510836834689817
GREM1,-0.11846149528988052,0.17308814514050785,0.004592063929190932,-0.00834057171505187,,0.02415937115448208,0.24085597358768687,-0.13025723262396788,-0.08609189323998984,-0.015675762697749323,-0.03569207194379217,-0.42156876177924324,0.003114818420280424,-0.021465610415471768,0.013471693765499013,-0.0036772945097087624,-0.03177592772254941,0.03580848609021836,0.07436536164517145,-0.031006824510560197,0.08994365834385969,-0.1082176482137843
EGF,0.06555507185233658,-0.06845775391673681,-0.01695945820689665,-0.00497928921962448,,0.06457573513605959,-0.04915847589104621,-0.12421216857312602,-0.21461248410073241,0.000495346139255056,0.014702835653566445,-0.10722607410651484,-0.03350227232057603,-0.062447680514755285,-0.029006409400732756,-0.020159260488137033,0.004834952711622161,0.005154744485482211,-0.02343906353885894,,-0.14708117502173934,0.13320382740985753
VEGFB,0.000948446795607893,-0.2461706615949164,0.013287346998179203,-0.011448699573103656,-0.010867850611141698,-0.05225348815136459,-0.13940662096921533,-0.23970973641253304,-0.3939276535022895,-0.15902958849993737,-0.021662247190277546,-0.20565886525977659,-0.34325614728106396,-0.042033495274102266,-0.008806327605888445,0.031241436686816233,-0.12894001510439207,0.033230239667781936,-0.006741707434224579,-0.12321374327576413,-0.2290439777650525,0.008294624887769744
FARP2,0.0973030535419226,-0.0584974354998904,0.09421828903401654,0.020081733491111916,0.03919470674795529,0.06593440229776827,-0.09288563537084372,-0.2334974959534087,-0.32009147981158376,-0.03530540015699403,0.07393862710777387,-0.040947442971759423,-0.11163194669350007,-0.06172609710407018,-0.06682539842111967,0.03980004558605299,0.10603221629864273,-0.045808889612751535,-0.023983254760972097,-0.021845930996378347,-0.15682938294357965,0.0606748881145934
BMP3,,,,,,,,-0.04246548022154851,,,-0.01088744796448142,0.07215477572708885,,,,,,,,,,
IHH,,,,,,,,,,,0.006665397410385532,,,,,0.08158338569140476,0.05010611998900199,,-0.032915205127104434,,,
LAMA2,0.04386961993949395,0.008356361774029675,-0.09333768944475819,-0.017775216803212375,0.06818084694232607,-0.022002680211503697,0.022183558999798385,-0.17166396429331293,-0.3650526738405546,-0.11955000234500662,-0.0608460304771767,-0.0365446885627467,-0.11957790741720724,0.056612764988591295,0.016793838624258987,0.04146442577636497,0.03978946281369013,-0.03386534813640155,-0.0775087686755842,-0.0954344227122069,-0.045502439799836064,0.01900338009867976
SERPINC1,,,,,,,,,,-0.03700105562441896,,,,,,,0.05462993010064873,,-0.004269956355436087,,,
NRG1,,0.03408320730700063,0.029997718390060858,0.001667377864632964,-0.04924495738226682,-0.05205284930010519,0.09488409752839538,0.1882096205195154,0.04955509570280278,0.007350225626418562,0.04137032737285579,0.32948439730806095,0.1902677163165455,0.07551756521137334,-0.034656556075817815,0.030605028709832137,0.03155572776281554,,0.010764483700516117,,-0.18276459627991604,
SPINK1,,-0.060477322132247234,-0.04604352236098382,,-0.10287403118149678,-0.021466895657596158,-0.07278954235519157,,,,,,-0.0688388971682546,,-0.02190761849283854,-0.05037634605327898,-0.1372861554522023,,-0.08136011018914789,,-0.2903105273270512,
EFEMP2,-0.02055431372612915,-0.19175092220494963,-0.1112804197284772,0.04316847161571201,-0.027049613639140237,0.04102603225955753,-0.25667536467774993,-0.29999298882802555,-0.49359441898658335,-0.31747986099636105,-0.05570399418320588,-0.2000080423735807,-0.3693395483188358,0.057100811573128143,0.0414082778601249,-0.004979380210979359,-0.13645713379663144,-0.02093841338305256,-0.1545243007831493,-0.025852119542071613,-0.32819902608017804,0.08831496791871192
SELPLG,0.029216762538644726,0.04510712728412351,-0.11641437384962029,-0.0052318281412170155,0.07688542408322993,0.10089619927896656,0.17533926685263482,-0.04730552650751082,-0.2712292800649417,0.14322789534683625,-0.0529440574842185,-0.20551036843211776,0.1217200306113831,-0.07762864189084374,0.019525190317949193,0.12772274949154194,0.07074697713515922,0.0013195380626795502,-0.03925435505942215,-0.14746890526870207,0.1269246135329309,-0.060481269187615275
GDF6,,-0.07713698566859369,0.01818949624861631,,0.15609633837848771,0.06577195761978477,,-0.13900666752538518,-0.041459032130834905,,,,,,,0.04869552878833133,-0.04933966247317526,,-0.014351908767184802,,,
HLA-E,-0.0438851375759771,0.14310718072617884,-0.25517458407413796,0.007219170367090746,0.08613281788554872,0.011115785308738597,-0.009415175962810116,-0.3098713361284991,-0.6538737720286013,-0.09457946779060294,-0.2213787476090571,-0.6825094070600188,-0.24679477945061246,-0.007598612966613201,-0.03238785421610682,-0.07642235631388256,-0.06152627186196189,0.012624831454396836,-0.007120587304877408,-0.12416870996217015,0.14233329023844674,-0.24142939817467035
PTN,0.22685493292786185,-0.10318493554257646,0.15716133472518787,-0.06759112687220054,0.1291258691686155,0.021074729219819135,0.003313983713207312,-0.649523501956474,-0.7049799857670788,-0.587613829391015,-0.07313473403278131,-0.2583336985003669,-0.6223308333368013,0.026349111550118702,0.02803447842068493,0.04389112865185694,0.016890991941816,-0.003666716911043061,-0.19737458236538652,-0.15308590273448058,-0.3253050901768299,0.11512083096079849
CD274,0.021533318560519234,-0.0651592203824418,0.007997661909100744,-0.02016748175459493,0.024127411759925537,0.03927220179311343,0.006691027549775125,0.040324046957784174,-0.1897014779719438,-0.11017464474439562,-0.01808753941851127,0.034003399350657174,-0.07586178950472025,0.0758915599288809,-0.03870024908554177,0.017384583549690535,-0.008658076747672496,-0.005102576279164661,0.04490524363721046,-0.07039554204210186,-0.22993075816382136,
FGF10,,,,,,,,,,,0.03154778015998166,,,0.06625501634396708,,,,,,,,
CD14,-0.11472542075746514,-0.013736722481484014,-0.2627841934832593,0.11165832725077966,0.19964336277002748,-0.14904019197094837,-0.47176931615938,-0.3945406434340805,-0.4502514814076563,-0.18210357150508769,-0.10606201725303302,-0.7244720483906743,-0.34725216355391586,-0.030816112645940683,0.012526114036748902,0.04912060750220059,0.05122883882770669,0.020652084437908884,-0.19363541068787668,-0.1840248687089334,-0.30600538587989967,-0.2581085764902973
SFTPD,,-0.016079621166985223,-0.00920698914241747,0.00260425805942844,,,0.12514535049891043,0.13059111888731717,,0.03232168550076819,-0.012152078921230084,,0.08683406172029018,-0.04480022157418705,0.011294035532889306,0.1053922886067402,0.0357608367397803,0.01714651352639126,0.07016306682206012,0.07832752221789539,0.01589852817358246,-0.031848945997316636
SLIT1,0.06766706973765134,0.2538549497381704,0.282577940367788,0.017782280643438415,0.05892896300639425,0.08613923413417708,0.19031564502435985,0.03949805958858389,-0.13041121582679602,0.06196467235821073,0.2552694645354469,0.677749121524261,0.1683936781918658,0.010948847134404277,0.0002652347969371547,0.061571431951281945,0.08453711428684313,-0.038035161686386126,0.07261960966139655,0.08359431750619907,0.4935559522763535,0.23106499516194887
LPA,,,,,,,,0.043830902248277084,,,,,,,,,,,,,,
CNTF,0.02498797438679948,,,,,-0.019506907239984866,-0.000873541040211478,,-0.12979953292678426,-0.09942979695903614,-0.023090398890595037,-0.1628747166017362,-0.0799293056945644,,,,,0.004332051391553113,0.009311594290345938,,,-0.02096783945359597
BST1,0.041654889494860466,-0.0029326584289442598,-0.06387090823386779,0.04849351924724471,-0.056115439436841504,0.005271722725295728,-0.050473734581599546,-0.06997931052188311,-0.4491665394280221,-0.0040057983009992295,-0.07520906156478607,-0.12157065921067049,-0.0678723061898353,-0.0031892655061007314,-0.06176438180980845,0.03498609916604749,0.10407806105581299,-0.017891530931954464,-0.09406270112028488,-0.0009340637720223707,-0.0885593313599997,-0.05391505051833031
AGTRAP,-0.014909963027907869,-0.03679036447363789,-0.12016378870635278,-0.07736641724403077,0.046354618059553446,-0.01684042471648413,-0.0736072855443879,-0.2348906896709618,-0.5096741637052002,0.012114644413600424,-0.134885264588961,-0.418746988599085,-0.1999885300667169,0.010826949565978907,-0.006275763628893831,-0.016975084773963183,-0.007021659019665344,0.004099250993390316,-0.0365333645352686,-0.15990889786471937,-0.20399606883443502,-0.052808396166651665
LAMC1,0.10663388563209926,-0.07663275269633187,-0.1645394118688895,0.006078724843550426,-0.01610104902861912,-0.0960867090770566,-0.22401626740398423,-0.3830140047840428,-0.5419804950836802,-0.4389388270302837,-0.05895634332051853,-0.09520810162525196,-0.20583773628637048,-0.0008749236523038546,-0.009369945869454332,-0.051425364403562185,-0.15444367980133997,0.02006869492337968,-0.18209064533230096,0.0007847015239317744,-0.13893537962437363,0.04159271629130976
COL6A3,0.02228577622736945,-0.019500824022626262,-0.20079892345744185,0.033326159539379084,-0.010542643064356328,-0.10914531823076093,-0.05262943679112793,-0.23220695587467305,-0.003366268929290639,-0.09304338819932817,-0.09164747884253188,-0.1592054636995154,0.02973357005875993,0.046736639518447455,-0.01598956779528203,-0.04687347901534378,-0.12762181489933058,0.028112608670863466,-0.18455239235560816,-0.09887061204663239,-0.16948578560872946,0.049521663860650454
FN1,0.15244740223616798,-0.4017053648741863,-0.3321487245709105,-0.06882409557974443,-0.014919912595787142,-0.17793160709553216,-0.34694211208951065,-0.4521373052072223,-0.5561412317249899,-0.2841711116525922,-0.07073546342982551,-0.3439816629043518,-0.22763791303037395,-0.06995603698538892,-0.006517395914728515,-0.19992731186130422,-0.2547412032203043,0.008390772255822259,-0.1991629388878648,0.012270822631612823,-0.13166859540607118,-0.0021598615669831296
MIF,0.042301490694902084,-0.36775366076593335,0.017238196654582927,-0.05591980866200618,-0.09692692852399373,-0.02659249557086811,-0.10266814811622757,-0.21752440793107103,0.139937358091043,-0.08669171817165945,0.1720219728481117,-0.16813764517554203,0.013622307119490853,0.018155211382020833,-0.061132844310852065,0.018721849246910352,-0.04285544755747607,0.0039132287081340795,-0.08670019372580913,-0.11695457238800536,-0.4739234784791883,0.13109750797026157
JAG1,0.14495815789141947,-0.25808996234889664,0.05005892110823598,-0.019708233270105662,0.024730392487427047,-0.026365982646330176,-0.12224349442336638,-0.30005049534422173,-0.6280893452087408,-0.3846881928669532,-0.004830476837802201,-0.07835251394423988,-0.4583469504512335,-0.1125493457636766,-0.04665437840518594,-0.0007284334197800725,-0.009440286008642607,0.021188228677428374,-0.07280632651551945,-0.22112394730500087,-0.2514418238913079,0.012284416732238816
NID2,0.015514478001758814,0.05078818046486032,-0.06128001211429632,-0.061098420090128655,0.10243216258663868,-0.067565312241166,0.04150937808295836,-0.47163119555601585,-0.3829115185124563,-0.11426808414772914,-0.026032131030396075,-0.14407328630725527,0.03562317140181265,-0.030664846573484603,0.040387617540574766,0.012044547169150828,0.0482291588491815,-0.009680924965302054,-0.10659111093325827,-0.04063479074278314,0.07159592822609213,-0.14525307056726425
EFNB1,0.012941957182215405,-0.06493654050075202,0.03492197828723835,-0.02010478388938634,0.06754821876213878,-0.035066053319730624,-0.0506081418092137,-0.3247514838627152,-0.2647694399072784,-0.0769653950558748,-0.0020414580580480216,-0.007576429881830986,-0.24082442701514434,0.03258821190668761,-0.008330822328690356,0.11430726037917262,0.08185004903079382,0.0831618205824342,0.016993074497236995,-0.08769032112530933,-0.260573783940339,-0.04960981599625455
COL4A2,0.06389601294507558,0.061125044665309956,-0.17420455326098475,-0.04855195395202633,0.02626735019362816,-0.1607409516602903,-0.08297745797327821,-0.4024731589701741,-0.606145360222816,-0.4147477173154173,-0.048653140474038424,-0.26738839868406383,-0.18067035841965418,-0.08868700344289346,0.05518661821159774,-0.010566827136038515,-0.09461081542153689,-0.0026447865518039486,-0.19763811896887382,-0.014932798011819185,0.20251399224119365,0.022332236683800584
SPP1,-0.22882501668816188,-0.13026000456686987,-0.15923269191573597,0.144144910867151,0.17627817433183154,-0.03812291618115197,-0.5745885217018243,-0.6382362540955142,-0.7350433366040323,-0.4684055193771202,-0.18543754658464306,-0.8025632402836178,-0.6276828988662843,-0.02297649500776044,-0.012620769021082124,-0.1007013469103505,-0.14334472838618834,0.05400865840467791,-0.1539357307650359,-0.34047979154301233,-0.5426447855626859,-0.3641954915930206
PODXL2,0.14652922394008738,0.11525060170604119,0.0516902880897072,0.029581214581761026,0.08683967538366759,0.03037114506329026,0.13237157476866987,-0.2111020274888884,-0.02535737633852201,-0.010832982690030874,0.010541268284221547,0.2948021566033318,0.185805012375563,0.01030892555826211,0.009383157656060973,0.11837315561757378,0.08985287757834728,0.05502418132891359,0.04588793960363306,0.12186009034030537,0.32188676015964174,0.08350475911423001
IFNE,,,,,,,,,,,-0.0033316031760339533,,,,,,,,,,,
FGF9,-0.005950135165705367,0.4806254904233873,0.157351630579275,-0.0003740462450496623,0.17549284193859496,0.06791775002454128,0.3484273733951249,0.11919231435859663,0.3711052251156013,0.2844855018608689,0.09227271928700491,0.4233513681834565,0.3184398745697644,,,0.09271355981815169,0.13957904987279737,,0.09758326294242446,,0.22811713580731038,0.1519054901741972
ITIH2,0.16311818534829425,-0.018434519897752254,-0.01747732727689457,,,-0.010847631361115037,0.10346446823521462,-0.012063388444706863,-0.050483758517669695,,-0.004897606686485544,0.054715286072065425,0.07309198052352521,,-0.03651803219505443,0.0425183923553432,0.06994507913837292,0.0014723522177021988,-0.06946704592743279,0.018312351981973937,-0.22331629336279965,
ADAM10,-0.0675628837474628,-0.08534809920804924,-0.014427369758945225,0.06293052154901667,0.03905614695187952,-0.016682809650360737,0.020178749554093815,-0.01601288016118471,-0.3028694356662719,-0.08526081090830735,0.04957717457057703,-0.19308805293008097,-0.18320452198126477,-0.05792815294600443,-0.01453993947373726,0.021940144114937332,0.016466447149749142,-0.004570060088046249,-0.10743791800422424,-0.012770441829442956,-0.006480329645396661,-0.060254350944123354
CFH,0.05244784306267673,0.05792822351564131,-0.12015248306001179,-0.002424414010384928,0.06839249272708738,0.07904339859798966,0.07530420098519214,-0.0723905649577677,-0.39229555377352615,-0.08435429542262254,-0.03972059135442436,-0.020224211966697263,-0.09092377712905458,-0.07341381842059339,0.0036297067586969424,0.1681000302196598,0.03415873822264105,0.06599663631501851,-0.12676564386415867,0.03043560003783092,-0.04643357683679059,0.0802557617968588
COL4A5,-0.11179775546737875,-0.12049874082258931,-0.01974146981677288,0.037902793582275315,0.11717754345443673,0.054828769305302984,-0.0960398010046118,-0.24428564575892114,-0.4246056175178374,-0.1411153151186921,-0.06640832657046349,-0.3344353811056413,-0.17467193777995255,0.05999399821534159,-0.01083817240458646,0.09585312982813352,0.18894637718378346,0.03822269732268389,-0.01819387001947022,-0.049521865394679586,-0.08730371717611415,-0.12838792341376706
LTBP3,0.07220410505267061,-0.13931758389956866,-0.07093387899192818,-0.07048267129377563,-0.06738907084748605,-0.0014376938441808857,-0.01389068766015632,-0.18761383876821375,-0.1722604127197877,-0.16593465431801735,-0.10090793626722823,-0.00016410596431999864,-0.186143288236889,0.07076096512608956,0.01997466956845785,-0.016801659217545714,-0.10822668325859133,-0.0028771531897475154,-0.09679427830789562,-0.1141803409422853,-0.23643242051052982,0.04149116687896063
GNB3,0.09761335147366797,-0.05526355760931094,0.0848385535767514,-0.0028372717132199104,0.07702197148212847,0.04025621943896008,0.013420896149039489,-0.1763747158434402,-0.2396329328347439,-0.10560533104432623,0.10471355097317231,0.21285317516869542,-0.10223772217209559,0.02330177724573512,-0.03960859990813959,0.06217354695870515,0.04566188268379542,-0.006408873575096945,-0.007457632366845394,,-0.05477485626712452,
COL6A2,0.058302326331283016,-0.2583113829469618,-0.18091518528974243,-0.03012911175725023,-0.11976156083985158,-0.16693826286922456,0.026799816577056334,-0.2775872791078317,-0.4063433875217152,-0.37535346985335044,-0.09627423070242852,-0.2638406492806235,0.09848647556752216,0.005927716415961369,-0.020289914718258834,-0.08680048604303317,-0.24029567761457749,0.006246698115091782,-0.2799618599891822,-0.06857357832642508,-0.08649527168262007,0.07844065185183961
PLG,,,,,,,,,,,,,-0.32280809411366806,,,,,,,,,
GDF9,0.10905612032257618,-0.06056584502616034,0.034212783001003014,0.05123751282422258,0.06635927457686404,-0.004312079428662171,-0.07270804465043537,-0.13883982866786096,-0.21535935620716862,-0.08030359108622283,0.05495354555677281,,-0.1581031437359347,-0.03645323532952413,-0.028761724931092532,0.09500032626205128,0.08582496053504739,-0.05405378119943966,-0.02402248706821571,,-0.10812599360040151,0.06373969590042969
NCAM1,0.10291676740676242,0.11478642872294896,0.25164993200679986,0.01034760142407811,0.14827966341310786,0.14205147627055906,0.08200589568326679,-0.0027820107841428393,0.043115689412864706,0.27856008434989177,0.1118219804685022,-0.006474634708974889,-0.05601363395268987,-0.05241147197774297,0.0025922835084465487,0.17763668570727384,0.1761491109655555,0.03952938533051897,0.10979031700156844,0.09488451020455013,0.5905796342567458,-0.06823062132759757
