,MGH258,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.03010173057485074,,,,,,,,,,0.03850481902883219,,,-0.03621206060318084,,
BMP1,-0.056348599761454204,-0.010709895259025728,0.055680906071902,0.0003162336038525053,-0.005474301143918872,-0.01121524227715904,-0.14457743707719975,-0.06108660412467785,0.03723774378010955,-0.0639281072009516,0.031233088679060526,-0.03612050159266856,-0.06153949718704972,-0.0581429216654527,-0.024545560331843717,-0.051465206944208565,-0.026718504119901756,-0.018142284046865912,0.096703917731571,-0.0036074254508614545,0.00813764014415066,0.045658637528122485
NDP,-0.05281807587221494,-0.06214156767342006,0.021905135174855844,-0.02328293180132138,0.05302431424970527,0.05118554440520775,-0.016956693716077147,0.017326088566130767,0.030196577116021032,0.07206206139799946,-0.008369918006920322,0.009648949515947778,-0.019469424564176836,0.026275136842765764,0.024055185975157503,0.07607731366026231,0.0259855538602305,0.007561428992311317,0.05323687892798723,0.1663304067190513,0.07689236513236475,-0.03723260161770393
TNFSF18,-0.021911218433373635,-0.0317934632502106,-0.0005473736682757092,-0.006535279836016876,,-0.04628668084946601,-0.0024317170828265762,-0.023002479918636805,,,,,0.14716081686187366,,,,0.01513146871952636,,-0.03297526767924567,0.014567738032112584,0.08065160667244567,
IL36G,,,,,,,,,,,,-0.026816433593395868,,,,,,,,,,
RTN4,-0.01111119141587608,0.17293462654864425,0.05948517509503982,0.014081964967586283,-0.027558010881762688,-0.001916473270048395,0.1328149593988597,0.05298308408363776,-0.0023185823206135344,0.12711837699130166,0.025384999080042884,0.08537091210420561,-0.033066603287671234,-0.016864917059317495,0.023936163507339778,-0.06533177912732235,0.05083042355691676,0.005234460196193027,-0.011473287116738345,-0.019180385294537947,0.043316790505705874,0.048695368848358844
HEBP1,0.042214540308026016,-0.04831711722698297,-0.02276785308601719,0.04840892521572939,0.001167880325830259,-0.02884178199765613,-0.09533570434274716,-0.03185187148158441,-0.0015285714992283538,-0.006036904268879883,0.013187396321178905,-0.012954739647253126,0.04157385118556816,-0.04039870028458948,0.01783591447122679,0.05123511083681449,0.009483843708084696,0.06874431448849352,-0.03787068095753543,0.09168936690268562,0.0334356322100223,0.012137837101372707
WNT7B,-0.01930309716135686,0.22060618189254547,0.0006399967872953085,-0.0344857966773658,-0.0299780674714139,0.0691094386038703,0.08628974087784252,0.027636344599695342,0.013245712924178149,,-0.013014199164723185,0.06525226546406444,-0.03768532112454529,-0.04626756793704304,0.0746621559745214,0.020073954529892225,-0.008922606482071976,-0.02366393126309287,0.03753539792755033,-0.0038142716622554074,0.0032709821074327614,-0.009788382068784119
PTMA,-0.09895564807150267,-0.038092141522822906,0.017886033430532817,-0.08951504666023587,-0.03608827749951665,-0.011779671600952217,0.030045376403435665,0.046168451316610445,0.03795547085205501,-0.085886195394169,0.04611185148637931,-0.13102520513477905,-0.027877017407940827,0.08361887475335208,-0.0361301766441614,0.0013746639872968544,0.06808254886235608,0.018134065499882626,-0.007489322526636126,-0.04480387554469571,-0.08701100113090719,-0.06547963007885406
FASLG,-0.019303102618292975,,,,,,,,,,,,,,,,,,,-0.017673282528251174,,
CEACAM1,-0.026802526920216053,,-0.03461798743563345,-0.0006353872977612002,-0.043827615889645205,,-0.020012828935243268,0.060065001186762175,,,,,,-0.0056147691886627455,0.08013388596402549,-0.03387312255469137,-0.02082763107245689,-0.037582038960618326,,-0.0145955481840132,,
