,UKF248,UKF251,UKF259,UKF260,UKF269,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
POMC,0.05163088916288283,-0.018539504678264058,-0.003152412251286513,0.02117296867850726,0.060448028548198,0.035482888457476706,-0.041139711104879406,0.042290366759402356,0.023242045126899393,0.09377212873700055,0.01640539801078203,0.06265571857841203,0.0027765977917726106,0.016033436953511178
CCL18,-0.03783522402748518,,,,,,-0.006577706798844507,,-0.03523907257351169,0.0058642309654428505,0.02272716882527865,-0.05323562938167097,,
CCL17,,,-0.01932048423443968,,,0.05357394232259573,,,,-0.02109332375931973,0.005242846364190668,,-0.014296324368789191,
VEGFD,0.01746253585653915,0.004019534101934141,-0.00791523301361823,-0.012686185833348258,0.021864752412329134,0.01424857864273487,0.009976844101443727,-0.031352129816697154,,,-0.02975530279172193,,,
TNFSF13,0.0208566129349133,,0.008671948788113044,,,,,,,-0.02954988714421178,0.02215942605381879,-0.019622226629759397,0.15504487909620399,0.005599098218590951
WNT5A,0.017590588129112534,-0.01911563046156705,0.05540148996339615,-0.033553884617900966,0.067068515476714,0.006133223996803745,-0.008232784874896728,0.007751902678894932,0.15208280930732318,-0.029321088474429782,-0.00329387755893757,0.046728026466749714,0.017069399363920185,-0.010136143186712871
CXCL8,-0.0449394224253628,-0.02231172172921412,0.003876226715322672,-0.028835917357994855,0.018309788009858708,-0.0007006066402941604,-0.048158919650704374,0.04935434036515896,0.03859363947998549,-0.0293558405420202,-0.09038356946921045,-0.07536046722195763,-0.010435777259154136,0.0070165269089034355
GRN,-0.019416756915492776,0.013975739930452646,-0.0353981351811848,-0.02532787817408687,0.03950543768426975,0.007495047137081058,-0.0919328608954225,0.040588224383299266,0.07622697991471536,-0.0026367760734577043,0.04037872675336233,-0.020226123313788605,0.047492298152615936,-0.024728062674272515
MIA,0.018827865589631117,-0.021191521834497094,-0.04068245805713915,0.049295014384764434,0.013472715665459756,-0.027358078925253743,-0.07374875765859092,-0.014804862928148733,0.06330250872535637,0.13693699514614088,0.10187369406736355,0.004047297397592758,-0.005714426311153954,0.025191741560409313
COL4A4,-0.005259670200695003,-0.02637844414274999,-0.014664173748083138,-0.02158804287765696,-0.017297856997369465,0.0270438583804595,,0.07430371017760172,-0.028085089909612837,0.044783588923307735,0.017302061148553302,-0.024751051882300264,0.07194734746985787,-0.015585667998661103
TAC1,0.01462470664058866,-0.0004260099152892096,0.006342741019233425,0.0052076652640338705,-0.04418992214233782,-0.04703151289515033,,,,,,0.019841803369373072,0.025502540825548425,0.03377138755246021
RARRES2,-0.008475537276147695,0.07815841953100085,6.946509501297221e-05,0.029358296483334996,0.072632997974648,0.031125863985780294,-0.06940352639507678,-0.003328310311388697,0.08582917208544086,0.028926428062066075,-0.03175300335719176,-0.014571045195587313,-0.02612090482004666,-0.02276682037910394
FGF7,,-0.026895021042804303,-0.03424735091522432,-0.008463027209399272,-0.034076487935580185,0.0018211130132052965,-0.06320571967387148,0.043090414274565815,0.030119209869230647,0.05296739786337779,0.005270487285756664,-0.03675865180825711,0.01703715156299924,-0.02125330011448346
EFNA2,,,,,,,,,,,-0.028280423987106524,,,
HBEGF,0.0030683072100717115,0.020049739929577256,0.05101416863474117,-0.03703471349270295,0.04155768326200796,0.07959669740055762,0.1066840958081589,0.02747751153871787,0.02454653907780203,0.026925734676964436,0.012065421193049776,0.037116225082315206,0.056817975973711306,0.05199294754676136
CSF3,,,-0.02302833259574856,-0.055761809682312875,-0.01830079976081355,,,,,-0.047004016696041706,-0.041840113244078665,0.03479117516562415,-0.015051824091992369,0.061956797467707624
PI3,-0.0037927368477268936,,-0.03222292701479738,-0.04256401666824276,-0.020606942075087994,,-0.03930076772371395,,,-0.07272937427201082,-0.07887453972491625,-0.03548462377139421,-0.03270261327356255,0.03836408426947991
PCSK1N,0.054001331877608694,-0.0031626829970913452,0.04393902045845275,-0.06415023688568812,-0.008080702298516316,-0.049804795611890586,0.09769242338331476,-0.03336669955848542,0.07118711355636027,0.03384729929261174,-0.05124026504140915,0.0009336904163691643,-0.008693750874156145,0.005705356701281487
NTS,,,,0.029542411269909096,-0.022493884334219942,,,,,0.07532533531065037,-0.021358402594465715,0.11943847134019134,-0.02228969899518213,
SFRP1,0.017290594183178628,-0.03925839630631731,-0.01685786930063426,-0.030717163235057462,-0.016820431244892065,-0.024834366543108378,-0.03211493361733086,-0.002279062517653461,0.09260372786994166,0.03780571829699206,0.0013974292328887054,0.01887294041514273,-0.021771742860190974,0.0532006569300098
CXCL13,,0.04366459197922178,,0.06882503586885705,,,,,,-0.010885151447662233,-0.043436998044834495,0.0078061890525099155,,0.04493560030195853
MICA,-0.04281727291145256,0.000618874508781445,0.0037498123547497642,-0.06316218654756382,0.03981268799454713,0.004040621905921557,0.10397177014930278,0.005353544524388114,-0.03128049618804894,0.09422225858668049,0.055883526534198605,0.02623295535607339,0.06566616047161784,0.019358845573941446
TG,0.022585838652496682,0.006189170803501334,-0.018192311839154957,-0.03292652993383767,0.046863668802169405,-0.027998449181700788,-0.05847128842396044,-0.09084800593950872,0.18062202094023377,0.03598381413107599,-0.023379381834764727,0.015867098653090324,-0.02935392800012819,0.03532727090145492
ADA,-0.006537485841393887,-0.01738509378806404,-0.03267486525668799,-0.016579566469575258,0.010140242265245429,0.11431071421152486,0.023380235468320777,0.01623295192998815,0.03772833749368126,0.07972386026219813,0.049368458505981684,0.04849711942776574,0.04412919232922575,-0.008433420659058883
LAMC3,0.051471584821013106,0.05173728842289277,0.04241832939309266,-0.0426799967207466,0.08900413870543192,0.0016692641928476343,0.08244595437558562,0.026365672704346754,0.09816858154873877,0.010785234844860435,0.018516710706631596,0.012758949841119764,0.07854291260657387,-0.0036399565666021838
CCL7,0.004438704576020183,,-0.013153012393319265,-0.021590512748471673,,,,,,-0.03161403029097663,,,-0.015772852604501644,-0.01733737381004188
NGF,-0.04132081148112428,,-0.03013691083019013,-0.015389610227028153,,,,0.04919823022056082,0.06301646359229787,0.11094430824102912,-0.027900287510145064,-0.015472230120291421,0.03133264652707463,-0.038662554482085824
TNFSF15,,,-0.014646522605556522,-0.02988187375549423,,,,0.008883931513138123,0.015271479854207898,0.02758974322121723,,-0.01555654409640629,0.039258734980973424,-0.03775642941712666
HMGB1,0.04847644534765047,0.02172283540537816,0.022719378204878547,0.051158521383667575,0.04592370429709413,0.05424761450843009,0.04362535764076099,-0.07671457957249803,-0.05492636572545376,-0.027571616512693162,-0.0002704110014877802,0.04440513653364137,-0.058970094332758925,0.014133881616206812
ITGB3BP,0.020091657609817206,0.0882541020247052,0.0247477801726678,-0.034729352704495196,0.05479342837631192,0.028493957846475595,-0.10246423101641604,-0.018133851475781518,0.11454294986948825,0.006633334513007761,-0.03675309857137194,0.030563251373871714,0.0025239518713728298,0.019556431698130892
AANAT,0.07303067233754929,,0.07280976804744943,0.029232319896787932,-0.016507816639043226,-0.011659928373419764,-0.003004799537425567,,-0.036702971241701715,0.09682558362460472,-0.026802128380842432,,-0.016688335817872716,0.14979303930538132
RELN,0.01738169141570916,0.03506384495427468,-0.023132408097490367,-0.023401646322591597,-0.03275066305211936,-0.027679895020463165,,0.11420074814403498,,,,0.020334383487465475,,0.004681476473172285
IL15,-0.02737018979926461,0.0496550407494468,0.05558212198923934,-0.0666315016300173,0.06443132630044723,-0.023188637573755153,-0.05808655074145039,-0.0729418142462994,0.07660191327439668,-0.013720037953965805,0.05567564396375914,0.05289347025301336,0.08309463779276954,0.021257251673512854
UTS2,,,,,0.024870169669751002,,-0.008181192435865042,,,0.1276638234319359,,,,
BSG,0.04411296908174188,-0.04878313609971623,-0.03190039513451573,-0.05412412920516526,0.07801254106252929,-0.01713298319103672,0.02804624270111181,0.11314043308486543,0.1226949138709623,0.12229392022779162,0.07695591872034367,-0.004221147893495414,-0.0038877762075408217,0.08606696707614114
ADAMTS3,0.005219438982940075,0.013042991999901813,-0.0018800614433810464,-0.02470385426236878,0.06693986026748534,0.056195406907769065,0.022279314046464934,,-0.009913781648328169,0.013966958811851076,-0.009084552330693206,0.0028705101283848775,0.004626281470272192,0.10873223992569718
CD34,0.025033352276461685,0.002301355105173381,0.03012669117464611,0.04548229080453921,0.0499895402839383,0.034735572942716106,0.09979789858759046,0.18521469864971996,0.06050504702654809,0.0758303900095507,0.058654138129551295,0.03766394024716935,0.07596297792207136,0.0041804579552709754
CCL23,,,,,0.0012281800696862786,,,,,,,,,
PLAT,0.019143222390629447,-0.017221314039298646,0.018661535495848643,-0.03755703681016379,0.06812116972853387,0.10003097888457176,0.029746816462164864,0.046570286748522156,0.10517758350027552,0.11323873150427238,0.035337930689802045,0.022301361546624716,0.05302564089021541,0.11756685940872072
NTF3,,,,,,,,,,0.0945713784674268,0.010645768644416636,0.016718763551585067,,
LTA,,-0.016636632143058123,-0.016857868511996638,,,-0.023188640436171398,,,,,,,-0.02245998501828889,
CKLF,3.104505022284499e-05,0.05285403858072413,0.028886057001447234,0.035532244895103225,0.02718491370166311,0.01604112681216247,0.022502927078250655,0.01876386878495246,0.12350855069635928,0.05007835393220734,0.12775826016624467,0.08144103400478474,-0.017720280588721327,0.028650007856543924
CD24,0.08576999761156237,0.04226545073527523,-0.024619265937592706,-0.00025345562484774346,-0.006530820652229503,-0.040164656238794304,0.04017322040444064,0.020841927852857014,0.057487253235832654,0.04690081925525149,0.06564763873399099,-0.021163990222994387,-0.019051830196326384,0.012886106456358693
HSP90AA1,0.02622838904440695,0.008536721543337287,-0.062482371257434714,-0.033903503350103316,-0.05572400982983956,-0.07520272392086846,0.024690589439460325,-0.040326079328002376,-0.11031660418477308,-0.08563489940656663,-0.1085745679784321,-0.038829172795481745,-0.0673268406866969,0.034649223598693664
BMP4,-0.022710561902740165,0.05614994844587584,-0.015563300458151269,-0.00745197622642733,-0.009383785002466736,0.11602733415948359,-0.009748480452076774,-0.019835641458190164,0.11288799363829348,0.0787072301978332,0.03454667136150925,0.0481101862316068,0.08198817045633466,0.0778016986648175
SCGB3A1,-0.024066396310045455,,,0.01369452627216189,,-0.016180726639415853,-0.041690401645348756,0.11255160114464469,,-0.0012594671227821382,0.10409092246150042,-0.03230603331368087,0.04213845230535849,-0.04185893651400488
IGFBP4,-0.028578800191937183,0.037634458820656226,0.0030956290711728145,0.0014085564489276182,0.1018897038339749,0.023556115198449627,0.07180429007450914,0.1595966028345799,0.0780513625072997,-0.07618073255568852,-0.0028375398390005618,0.007726837012908064,0.08056889559787746,0.0256407101703587
RSPO4,,0.02192974692690449,-0.02580392126295483,-0.01676639145497451,,-0.03216629491504589,,-0.007345972655762872,,,,0.1318485644526551,-0.02962236919662468,0.08884634231279986
LEFTY2,0.023905678069035277,-0.016840955297967346,-0.021428867859953935,-0.02996475768430884,0.1290179024918617,0.08366065759581116,0.0167962283686626,,0.049363918943020196,0.13517691220781067,0.06911396472370403,-0.029587727074485114,0.0647186139133133,0.10771694539929796
PF4,-0.024965022949981288,0.006404343177581672,0.0891064705201758,,,,,,,,0.07727064287344824,,-0.022459979820881763,-0.02057594873987775
ANGPTL2,0.0168646475304115,0.004710097374534986,-0.01838598210733925,0.016951401276172458,0.05419936644889425,0.006133343085338093,-0.07754005044182774,0.04854745265255208,0.028029220427660956,0.06936746279625433,0.07606060409341284,0.02102801204071641,0.05891342720386323,0.10668278564483158
LRIG2,0.04462667391587122,0.006805735159777582,-0.02254116588954342,-0.01669759105563531,0.06280854728690086,0.08390643564636124,0.037811416424463506,-0.10541982993740162,0.10656881587036647,0.03955056896739881,0.04028765621417911,0.03368945936796446,0.04385011717546838,0.02178426142645424
ICOSLG,0.05105720397209033,0.037999385219154906,-0.02198213972098135,0.05629264686789917,0.03767650986332788,0.008434873983403264,-0.031562849454082144,0.04101097461588949,0.06483297436104947,0.04834318841292716,0.04629047306063159,-0.0004709912477432139,-0.0015385500804832625,-0.03974480696192097
WIF1,-0.013263489918700378,,,-0.006882667324138405,-0.0647445580223645,-0.05699525502207965,,,,,,-0.02022499589771511,,0.016296498769269186
NPPC,-0.006231564538927211,,0.07865164035101839,-0.026119254940109932,-0.0010482431109583024,-0.011351247645978772,0.06606598741569764,0.027968483429942213,-0.043947987139676695,0.10558501650105029,0.061906498355829835,0.07435541257807218,,0.0005650725570517026
LYZ,0.0031962596235293413,0.012863504162319277,-0.019029310710952832,-0.022111939411802662,0.015574827108168402,0.044838177743003776,-0.05178249923767656,0.05084094583248559,-0.0037031155442589746,0.06825638123884317,0.06207401700597084,0.0032844813924867216,0.013428862623001189,0.040390369308407684
EREG,,,,0.024756673206228808,,,,,,0.0019568341299952595,0.008758568054216419,-0.027098384706042214,-0.008502163373384462,0.06046483319448193
SPTAN1,0.04515285955646853,0.006103333755948734,0.013091626621502197,-0.050464842248120166,-0.005371612822128366,-0.09200881853558521,0.061643525524489,0.025704217074792708,0.07318145818263072,0.026385050194199094,0.023825466974253803,0.030899191870157643,0.006263276029509774,-0.020511996196101317
PTH2,,,,,,,,,,,,0.04125975578745541,,
LIPC,0.015474768198713395,-0.022776392315409524,-0.006501060276694743,-0.03582979823283624,0.06360529679590363,-0.02640679708173259,-0.03755001881245036,-0.039705249257793576,0.014831660141081601,,,,0.016004675005972458,0.03139772710748472
COL8A1,-0.02356035236658047,0.01634398831815798,0.047808274382371896,0.011510573388685644,-0.02437664562300353,0.01881847033707525,-0.09210730498493898,0.02568358263393491,0.09745031513676057,0.10092402681365543,0.08072738131091364,0.012369791239815872,0.0035885659563853903,-0.010968413234041359
GSTM2,0.04583139525305479,0.008421122193632204,0.027653878057489374,-0.029646137035514053,0.009683045546470497,-0.0011797013913998847,-0.012176562512443449,0.010092577964455007,0.037059931464835084,0.03254253466094709,0.006366625876984225,-0.0036437377013526073,0.046354179276422526,0.00395694408536166
IL4,,,,,,,-0.0358942342821194,,,,,,,
SPX,-0.018727796208468362,-0.045129262506812866,0.0012884197260388177,0.0006839343866061102,-0.009482155871680038,-0.03080004219150541,,,0.09196680513394652,0.022383357274953632,0.0955018088220732,0.01100599070951568,0.0008544544937163274,-0.08062816551487212
MFGE8,-0.08903879169610568,0.016698984738513716,-0.006780667014157311,0.05315833284117903,-0.03497920749283582,0.014431980114222366,0.07131859541776361,0.04966384878234343,0.10664203263401545,0.04593387340666206,0.011579871868086889,0.0077909385317327514,0.08853588623660413,0.04454671976069668
TGFA,0.026745274642880797,-0.005790590657362091,0.004105722416369704,-0.05822935028340046,-0.008549784359024058,0.011428740155510986,0.07478055378797523,-0.009571366535160839,0.02001509879350451,0.08490950275859055,0.06486305358390584,0.024260074964499653,0.006187483906881834,0.012943057986974323
SLIT2,-0.029778636030025767,-0.022115887195324625,-0.03905748408061298,-0.04101011156444412,-0.04633620157390657,-0.03886351640327337,0.08653056990404288,0.18486363551437449,0.06565688225444138,0.08627751012436995,0.015713418011837427,0.012806896604784372,0.04531547371196935,0.06790039825508888
PLTP,-0.032691814511738734,0.003944126783850771,0.053431389836719814,0.030686491957709748,0.06041392044398736,0.0075500287711766315,-0.040291867810692675,0.039839764584252334,0.05454781533895964,0.008550307646439265,0.011234851644150322,-0.0023964494244742267,-0.030314925143585848,0.03020371525414098
APOD,-0.024677012473603627,-0.008146160136894114,0.011475825528134403,0.008696263689056537,0.00192285555591162,-0.014103640475147254,0.07837281529330657,-0.07991010556450143,-0.06227289412261298,0.11238390914384133,0.06984660406626533,-0.00632650293287427,-0.06278096729527387,-0.08647247530664041
B2M,0.06135726768543054,-0.04534537284843908,0.013365891020427678,-0.007573167687828406,0.10708582186967457,0.07084474292509364,-0.13065347307081784,0.09807557595263444,0.04600610921009958,0.0488086191414856,0.05057061910912633,0.009921436578433552,0.05110284302082232,0.10664668250478819
OMG,0.026745397142933044,-0.020076459878236294,0.024968814300735952,0.0054379891590031855,-0.07181115406102016,-0.009928562477802943,-0.04030522484687413,0.0760686692957768,-0.010139102289509962,0.07273481828605702,0.05789475310407622,-0.035744483698261525,0.06278837230993312,-0.030141896535303622
CXCL3,0.01682790838341853,0.056970544879452106,-0.05262358474894206,-0.01405211384021671,-0.021673974130797254,-0.016700020261211593,-0.07274586089774088,,,-0.02308889771299043,-0.03197423972371205,-0.023633107609517555,0.00925582521828669,0.006377096932994457
CXCL10,0.06810686460940721,0.027166468356546163,-0.007394522234594774,0.028898752798027998,0.10834066024485169,-0.026538353194128766,-0.07736634323587178,-0.04086961151620922,-0.04619234458635436,-0.03264554196328368,0.07477477745110955,-0.02972858114141707,0.10012179174377069,-0.025085231123751477
RSPO3,0.009815373625077287,,-0.013326838057356575,-0.035829776142008,-0.02710671023798488,0.001983219412327687,,,,-0.03825971531264979,-0.020953262476289723,0.005134589464482295,-0.01600636116273657,-0.006368896371589248
CORT,-0.040973271221138835,-0.02702707635813125,-0.00011727254832552582,0.010851318250046545,-0.030874476340857833,-0.046297489843573125,,,,0.03899581004678155,0.0030328639064884882,0.07206100888600744,,
NCAN,0.08120307494757265,0.01848360392069159,0.0210010489126888,-0.008632927835772837,0.016035016331670024,0.022466936534038123,0.018235670896715836,0.008519566862487365,0.10803589139142696,0.07377787744178269,0.06545201376207363,0.03248252391533657,-0.033497925391941276,0.05329998389869309
PRG4,-0.016638789052468194,,-0.013153014443020998,-0.025653991082174154,0.008457763154159895,-0.020403336784928606,,,,0.12082536633555059,0.014550973540728186,0.019369462312454122,-0.012443476130043558,0.04270458942863035
ZG16B,0.009270615667012469,-0.01821044058906167,-0.015265681871386588,,0.004521851479642802,,,,0.011498312409263214,,,,0.02105222936764012,-0.017553394540543783
TGM2,-0.027587807112584073,-0.014446980258154614,0.016062038768404462,-0.03229565656346919,0.05549702148618418,0.06938171925631063,-0.01593935881956491,0.08077498030033044,0.11798622174056586,0.0015441907210369467,0.013895605676773275,0.06622628901791945,0.05047279001923079,0.009123782855998496
VEGFC,-0.02181893267711959,-0.023382906991766247,0.05276937012315728,0.055725576952299016,0.059104085829633474,0.04572903658512213,0.04587853603041869,0.21051855344496084,-0.02607986690919304,-0.019554445994466232,-0.005989596945316153,0.024808287218508942,0.006597503172140144,-0.01787610924091246
WNT6,-0.019915483272989705,-0.016840955739949853,-0.001702641078467264,-0.03534872988486134,0.042511971450269595,0.05577581039572994,0.006288129398438708,,-0.001564561973406571,0.017734947758138477,0.05494259649846055,-0.028874742757413592,0.01113923760471028,-0.018137922958760454
NRG4,-0.022165998129981605,,-0.01600782027328626,-0.0265594182251283,-0.029248041157416218,-0.024291779847703268,,0.029710269981226885,,,,0.010426819563617558,-0.016006362956667772,-0.02727665415477951
PMCH,0.08317288525360832,,-0.022180394526907305,,,,,,,-0.018279371423046344,-0.0038316773587362906,0.005390452859252611,0.05457652401896707,-0.005945675526074099
COL9A1,0.028978779906483527,0.03226433552316565,-0.016718999933054344,0.04044154503667186,0.10366150160608704,-0.027679905637462525,0.08728137527082806,0.005172895100032268,0.027844960380716856,0.08103765042847379,0.05664010142183032,0.038237058838541,-0.005651045935534692,-0.008857091358035812
GDF11,0.027358852834596874,-0.0023202991430744378,-0.044420912349296536,-0.016229350315612918,0.059977603816034696,0.004518811458054369,0.004282501069913537,0.0032189041876124025,0.05188792700084632,0.05242649959505626,-0.0013325592599878603,0.008128062897372917,0.03734793199655897,-0.0400525834288424
RAET1E,,,,,,,,,,,,,-0.017558866435187972,
IL24,,,,,,,,,,-0.02395795256229952,-0.025507669896544242,,,-0.030494391940547646
SORBS1,0.05066230526370703,-0.0007569574412399177,-0.012891189042577479,-0.023679350346574212,0.019786376040908663,0.007411621860439166,0.06037416815002523,0.07532917121222146,0.03277990471733389,0.04300096763259563,0.006225327011110168,0.0139714771874748,-0.028699010897348,-0.035030352629742224
DLL1,0.02360904322064396,0.07875895068929771,0.05318210645160844,0.06525303266955453,0.0510657173788739,-0.0180467133154636,-0.0229665649746721,0.05772096846395586,0.05193747234889523,0.07190322731051725,0.056963084601918415,0.011710444839293947,0.08900133125018868,0.07091293644134201
TLN1,0.004742234673863853,-0.010363734512158726,0.0075874386137751125,-0.01044426237529023,-0.014407222366021037,-0.02890371944839051,0.10864224992464731,0.08603901725050167,0.059338166912085974,0.007311273542325562,0.021780624210486203,0.00972904754335627,0.027831642849222675,0.02393580333314182
COL2A1,0.007128807965478053,,,-0.02291290579285938,0.06834306836502659,-0.01695394912966259,,,,-0.009614149418483774,0.007263381042626686,-0.034847845045406535,0.047436483098309445,0.13885038633992788
SHH,,,-0.013668141547995527,-0.01869584568465743,-0.017038382990732515,-0.016180725225119617,0.05919660576364887,,,0.05786255772040336,0.03565639583037421,0.0059632777546536975,-0.008650851076788767,0.03489235375947485
PON2,0.04279724117688052,-0.015696391263583746,0.006394138106502309,0.05722420987625576,0.02262279224120702,0.06109665481679392,-0.010977745617115087,0.017453608501874423,0.09202652381465927,0.1271375809992572,0.09978877375601836,-0.06080432166913327,0.02333711648311473,6.010528635772456e-05
ICAM5,-0.018152124742997496,-0.021678092242488536,-0.021302768715023755,0.04430328433819896,-0.012091558595869252,-0.031600082330855365,,,,-0.01239146321245317,0.04490186956752781,-0.05733644658591178,-0.010881526907615553,-0.012181555054844844
HPX,0.00513055392735128,,0.005531982152803038,0.017390167581653643,-0.03156183260076642,0.06984973675247969,-0.061682911733531944,-0.01185721972886351,-0.06686733698857271,0.016083877243533353,0.011609038792968013,0.023305915205639967,0.01309210881550522,-0.031011288017160143
SFRP2,-0.031996338029708395,,0.05926528264657139,,0.04901906595733876,0.012389637324258872,-0.03589425540890144,,0.06388573495231176,0.03743233932390722,0.017275881781593814,-0.0271405142230379,0.03802653128908411,0.05481456012961504
CFC1,,,,,,,,,,,,,,-0.024135547149137477
CD70,-0.02174692105612254,,-0.026458675301634184,,,,,-0.01512149743761099,,0.03644606912492396,0.05218265149374334,0.029085733509245506,-0.024420598820057263,0.024658378552888896
HP,0.01283633525710786,,0.003276846489052955,0.042633958585199354,0.03270727185988908,-0.02464683764973361,-0.015531210915263537,0.034179544311105946,0.14689123624555195,0.062139920180498194,0.0312911538170599,0.03100406687582603,0.01037691492247227,0.13254652011039272
CXCL2,-0.024221833832452407,-0.042749699552025795,-0.004053478413698201,0.021372150843503333,0.03995433446113875,-0.03202554416868364,-0.05082160370360399,-0.03811609233031521,,0.041227748762305304,0.029423881647527593,0.031087055719457312,0.00827815179598623,0.013487039997552058
NPPB,-0.031047980496773625,,-0.005168236799669916,,,-0.020822419977709533,,,,0.016675842237836736,0.047965959052143015,0.03855203758943005,-0.016236672587368977,
CCK,0.010785782989780385,-0.05845172982637997,0.012625078004102784,0.021304236759841527,-0.05688225034991987,-0.05562538955325424,,,-0.05078240553137411,0.05588747265361824,-0.008051066356885735,0.04049941752655856,-0.021063347523377095,-0.04241849556112587
SEMA6A,0.05859119728342907,0.028463760339419216,0.009005193348201403,0.06039931756639359,0.036604830459331654,0.04848891502090647,0.0755832498344123,-0.1554914012056778,-0.055204109482840866,0.09237021654288849,-0.017792217475886,-0.011966358239431827,-0.03149534832160223,0.010834952488375085
IRAK4,-0.030275777939378738,0.02256591238923176,0.0010666877147459978,0.018786253115798273,0.06922074695045059,0.024499662221979336,0.006772502757781955,0.15893174575309696,0.0679330603280322,0.031303287263683165,0.039062695113750975,0.018721129773303622,0.03289207972632295,-0.034678630025872785
GSTP1,0.009018648125787043,-0.02307849696359141,-0.06351262731237112,-0.0537638131925816,0.03192792391510851,-0.0013664412339608424,-0.03636586826163685,0.1574964580460432,-0.07937108004251793,0.10795582920334848,0.07097366367503827,0.018170142240007823,-0.05981000795599113,0.016283431221850976
VCAM1,0.11781970677907233,0.006924728836365555,0.00947184614916794,0.002521389823908067,0.09030722366910461,-0.0018123837269962985,0.07551186137412524,0.05241858775757504,0.07767094546581861,0.0680710744913288,0.01484925860920854,0.0170050074914503,0.05242501248572967,0.05027813395584598
NXPH3,0.025718671590896275,0.020161015936547226,0.04681640821807772,0.014730076234859122,-0.0026459826400549824,-0.023775971442344567,-0.07833829965962576,0.031718532161657986,0.12452847343146484,0.003842383026272942,0.005121230523289425,0.005103599673017351,0.01985195131477736,-0.03852561707201972
MTMR4,0.0008352543741321278,0.049029253749985666,0.024102716400532687,-0.012112575141879037,0.06039484034200879,0.01025657266673707,-0.06355135783249544,-0.006019731360050765,0.022701455877589358,0.042223707035858885,0.03677652383670889,0.0032255494094312067,-0.02227426732711023,0.10283922021868552
LAMC2,0.03406397979058385,,-0.030550696022729293,,,,,0.011898587908741846,,-0.02945411717044747,-0.03349872788899262,-0.01605634102886085,-0.03093584045456218,0.01453565711150776
IL10,0.026765587867569017,-0.024121666137203904,-0.034322682184568264,-0.011667775139659897,-0.028441103012632654,0.01784922813723196,-0.05813261363735697,0.030761268783989243,0.06482425903573015,0.05229683082983531,0.029630421758780907,-0.039983573976770256,0.033014091322479275,0.0017809121661962525
