,ZH8811Abulk,ZH916bulk
DCN,-0.038980537759005875,0.05102934557565741
RARRES2,0.050005352187133104,0.015830844229396412
SEMA4A,-0.033998355135238224,0.08834972404470247
GDF11,-0.023711310777728558,-0.010305734284019097
GPC3,-0.016253345317831982,-0.020187327132322637
OSTN,,0.007803298025115776
GRN,0.012776666657823024,0.05497200629303816
CALM1,0.018273363923780126,0.06424060265839633
ANGPTL4,0.024309756357241672,-0.025784180844952938
BMP8B,0.004539494478475376,-0.00033452646511201696
TNFSF4,0.07346746917654862,-0.03005956177523102
RBP4,-0.013477321767109167,-0.030862536814121592
DKK3,-0.0575335252323393,0.04646895747540721
COL11A1,-0.021758318931552827,-0.027849820657142563
COL5A1,0.045273055219416054,0.027589469382545757
KISS1,0.033205759779590664,
MEGF10,-0.048562840319291284,0.06934670195785758
CEACAM1,-0.024272236203046867,
EFEMP2,0.005209970017874305,-0.016582101587950496
IGF1,-0.044790442664122215,0.07664053072676037
COL6A3,-0.037975711358992685,0.04651114463000761
RLN2,-0.01871407347226146,0.09298467287391668
WIF1,,-0.03729509073347222
PLAU,0.030508042410709695,0.000365305173973614
CXCL12,0.04309296850494857,0.1243562419861993
MMP9,0.0010128422274693952,0.014797189782806012
TNFSF14,-0.02559438560198513,0.004099082547703806
HBEGF,-0.03998796448800389,0.002351478365519993
NUCB2,0.07079259129557534,-0.03979163743341353
VCAN,0.018946919091992583,0.03366174467827712
VEGFC,-0.03321441202655205,-0.026111491247022126
LMAN1,0.06481048666980883,-0.038120376157276765
IRAK4,-0.06097205100627877,0.0622380417236508
MICB,-0.0041962491417662316,0.09887856671445909
COL1A2,-0.024056882815225333,0.01916938198140007
ICOSLG,-0.0027556663044340326,0.12874093997680944
GNAS,0.08428436884245008,0.025182025759741284
COL2A1,-0.04275761224751635,-0.024274528466773238
GSTM2,-0.021355742802344053,-0.04871962960770915
NLGN1,-0.04902189856589247,-0.015420242216141527
SCGB3A2,-0.0037821579018726056,-0.020575941365978512
LEFTY2,-0.02190872818806202,0.05305022686394468
ACE,0.0308983427614514,0.0421353222410471
RPH3A,0.02254137210784432,0.05967849234921575
NCAM1,0.037170985080085636,0.08417654641884684
EFNB2,-0.032530160903395146,0.014761706174666916
ICAM5,0.025454233469597503,0.10170365482788826
CCL5,-0.03372979761044983,0.035393548561477015
PSPN,-0.04965818642981131,0.0036341010741297915
PENK,,-0.03499047333417855
EGF,0.015441520129504456,-0.025858498400994426
F10,,-0.025741827252613026
FN1,0.045097833054932125,0.018378657284928573
FGF2,0.0564149866182602,0.059043258933139664
GDF9,-0.03837561611935068,-0.03482345254062745
CSF1,0.008926935477052688,-0.03164253517977116
GZMB,0.0659901878778512,0.10256781849758252
WNT11,-0.04678042082213547,-0.02179290908595072
GDNF,0.03859364553948331,
SHBG,-0.016663879234949535,-0.0038152594462476236
EFNA5,-0.010326508447343017,-0.038561686909071954
THBS1,0.04981387499483671,-0.01228978244213817
PODXL,0.009366551825336631,0.003797640942731238
LCN2,0.1704141169621378,
C5,-0.02597813089794284,0.025596038383668283
DLK1,,-0.06465059534514318
CXCL5,0.03526173677515859,0.0094785604631417
BCAN,-0.06997961695238561,-0.006069818828591234
RELN,,-0.008380635733641744
COL4A3,,-0.0240584385116532
GNB3,0.015512721836619088,0.056902806333494246
PYY,-0.027267161158207327,0.035234433095965106
MSTN,-0.026442600707051775,-0.008007859998039964
COL18A1,-0.016253891623317356,0.07127429251984782
FABP5,0.008454953999702466,-0.024609835748148203
TGFB3,-0.07514900919905548,0.043168078334531776
BSG,0.018046580509391705,0.012223963365952243
S100A10,0.04118021581764618,-0.05967619600565389
PLAT,-0.036024685223508136,-0.031349215977172266
SFTPD,-0.05237481942795104,-0.01832166821065048
EPO,-0.020633955990125245,
FGF7,-0.0526213248929309,0.061975587975495704
CGN,-0.040366629746436886,-0.048719626941151124
FGF13,-0.004895942914124566,0.08030286255680588
CXCL13,-0.026078229631132214,-0.0273336343382752
ACTR2,0.06210706977973933,0.08130335232356496
SLIT2,-0.01960359427119193,0.011050443682026831
LAMA5,0.061662231939184214,-0.017498701726572745
TIMP1,0.019270019461617133,-0.0036609911157749883
PLTP,-0.04249865534296469,0.05282317656129983
TNFSF15,-0.025160658498159554,-0.023192059125914044
NPW,0.0770931533321808,0.017121979764989116
SHANK1,-0.03698329098193958,-0.0004920529247454758
PTHLH,-0.049365323859693964,0.05618025780632093
SYK,0.0027088154089482427,-0.014426723288609977
FARP2,-0.07566648724069772,0.006455881272161237
P4HB,0.06952066849201195,-0.0009875261019063979
TAC3,-0.019263208642227622,-0.05655256984549434
C1QA,0.028853932253075476,0.06189971906736706
EDN3,0.012156795858976667,-0.014545364732676376
AANAT,-0.022641578859783313,-0.020575941365978512
GDF15,0.012725342087758265,-0.011845995855183426
LRPAP1,-0.025249446752594544,0.0331188490993387
LAMA3,,-0.029762862005979558
VCL,0.0012217321544140591,-0.03941192419642676
COL5A2,-0.0042084400314166695,0.0675099097277289
DKK1,0.015618746039915737,-0.054106235608300995
POMC,-0.017754470306042762,0.11522937831593111
CCL13,-0.018999505688987697,
CD34,0.009824915127426573,-0.002712698035583149
SPON2,0.0317862138677384,0.03435201528256511
THPO,,0.04734877205502055
SFRP1,0.03158695711738692,0.04922604854116779
ARPC5,0.02530770095138923,0.026965345554013302
VEGFB,0.04236931975523096,-0.038625498080324394
GDF6,-0.01355811769470032,
LAMA4,-0.08770255795124769,0.015557280195743114
NPPC,0.068014031659751,0.02954899940110784
HAS2,0.041670324550310466,0.05480171654881768
JAM3,0.06057402730982519,0.05615307807667213
MEPE,0.05134283478150335,0.007255823187582623
ALB,-0.022251208125293732,0.052287395806489334
SAA1,0.0983163811104762,0.10139714643495541
SFRP2,-0.01853653562247716,0.0022492723890355465
CHAD,-0.01131612380222375,
CXCL8,0.06135273047805464,-0.05121904679153147
VASP,-0.02821009052441264,-0.013985478200927036
PDAP1,0.06098313674835065,0.04741003732405442
VCAM1,-0.04673752993243143,-0.013910522215684607
CALM3,-0.0604432159097508,0.04138476041799537
JAG1,0.048334957993663795,-0.05345763279376107
CFH,-0.0666893621925116,0.010493732357531827
VIP,,-0.011842080833715433
IL7,0.03665177419577274,-0.028610694902293753
FGF8,0.003496434226178897,
IL27,,-0.01981292841086221
PROS1,-0.0519929579977304,-0.007609580683167664
TGM2,-0.061462675624395516,0.010537618463802004
C4A,-0.0211524506703631,
GPI,0.08876443976222999,-0.0013398922085000478
DLL1,-0.07001000008294854,0.0379518420928391
DMP1,,-0.021313748955524996
DRAXIN,0.06038372776812195,0.01897607652507209
PCSK9,0.0013332681952388104,
NPTX2,0.06201825633800162,0.09321786915965183
PDYN,-0.01652583357840384,0.042905070891488026
RIMS1,0.06531705439990408,0.009212547962713235
FGF9,-0.05624546525628352,0.05481281141795342
COL4A4,-0.026613927756570895,0.04827967913732332
WNT5A,0.0507313056148918,-0.026225338097755926
F12,0.0017624186669779167,-0.0004304869229683538
BMP1,-0.02653132875046519,0.02945070245667095
CORT,-0.029428834572945435,
FAM3C,0.07212713524447008,-0.0296204936059694
DSC2,-0.024651471942130673,0.052761299909073286
IL36B,,-0.026943341826077605
BDNF,0.013007525744704367,0.013594719516884431
NXPH1,-0.05552434435222813,-0.014819081717929793
HSPA8,-0.062403432984170226,0.07106274693082988
LAMB3,0.0036173574427803795,0.00436410956529447
PON2,-0.0547216991302699,-0.04923616917999588
CFC1,,-0.003324715298832987
TF,-0.028514868239500123,0.07640261261555736
HLA-E,0.0267344181083902,-0.003169452108391564
OSM,-0.024251605680592585,0.030408766819259476
ULBP2,-0.007414857452223776,-0.013736013438009323
VEGFA,0.0768644813633002,-0.03464338093474057
TGFA,0.09284384529237187,-0.03909292444020717
HLA-C,-0.004870253983722346,0.0423887529812498
CD200,0.054003716311664396,0.024060922465385746
BMP2,-0.056397158868217306,0.049030589159837004
TNFSF13,-0.007386092908582671,0.045166619747007065
CSF3,0.019152196018458686,-0.0023747078547282
APOA1,0.02775540259208278,0.06573672386486648
IL15,0.012124635917850707,-0.052963007962277986
FGF16,,0.008944250968495653
IL12A,0.021241822717382997,-0.014333250052006854
ANGPTL1,-0.03406284639356994,0.07074082189731894
FBN1,-0.005448516805226105,0.04981011679936666
CD274,0.04378200240598575,0.07998925821519805
NPPB,0.09026241856873465,
PMCH,-0.02623284421664387,0.05758327247381712
MFAP5,-0.024918920897411437,0.011937230767272176
GDF10,-0.031817681589918295,-0.014523189705821232
COL4A6,-0.05476624134079503,-0.04591099856425618
TFPI,-0.021930158620581883,0.02931152841945927
FGF11,-0.016130246556995822,0.033515089936697176
JAG2,-0.01398525289762248,0.033103674420621725
CCL18,-0.0105996787084364,
NLGN3,0.026751844584392597,0.013476827291970314
CNTN2,-0.03245896695857189,0.08900415178683194
FBLN1,0.007989064266219901,0.048975610274344265
NTNG2,0.058233461197001485,-0.009944396150558268
CLEC2B,-0.007188673579846064,0.031938446478954004
EDA,-0.030433101675192205,0.11658785644035383
C1QB,0.01422135072201431,0.02043846121729473
PSAP,0.02938189085467912,0.037761264568122746
APOE,-0.07955181950230303,0.009464169301716095
TIMP3,-0.0273281009776935,-0.001535370356612009
COL8A2,-0.047244744391654644,0.07897143311086371
PTMA,0.06992626011703844,-0.017207762821749944
APOC1,-0.07374533588384369,0.033608171780556584
PF4,,0.029416422022534694
WNT16,,-0.013157916080473226
LAMC3,0.005520339642827224,0.008710993905408046
C3,0.03553643700530714,0.08835610495266487
S100B,-0.11064621030503556,0.03642871665589222
F7,0.02222081769992586,0.1732036250825307
COL6A2,-0.004889153130298924,0.054604369765518634
MICA,-0.045090054876793025,0.0100772390168675
NPPA,0.02395960057004921,0.13701195167864627
COLQ,-0.06362555051786278,0.03549017923031197
SLPI,0.08618043143024333,0.07673455518037775
CD59,-0.009811093759412075,0.05555314412888418
PDGFD,-0.018011564287872477,-0.07589840221122168
FGF12,-0.02210918466902921,0.024214811931060055
PDGFC,-0.026440617880288137,0.012008359339182552
CCL28,,0.023118765832882637
GNAI2,0.05519627740372017,0.04362209912803876
IL1B,-0.001197210503526102,-0.03255274278035129
TRH,0.0471983873371845,-0.0469196559556459
LIPC,,-0.015247761943141315
UTS2,-0.019280961481657557,
RSPO4,,-0.025945447030884517
CP,0.044508838710713025,0.012407162042211964
