,UKF243,UKF248,UKF259,UKF260,UKF266,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
PDAP1,0.004990987659375015,-0.0050066705758143,-0.043185967111980285,-0.05764383117775981,0.012318698533374878,0.007832334232955184,0.0684302747160623,0.009039380085772434,-0.0007237936680506258,0.017720718337626968,0.11334983944952101,-0.03041972796545053,-0.01891372217199446,-0.003555854759113842
QDPR,-0.004166442374340529,-0.016488363979441575,-0.05237214830466229,0.04795288445978119,0.04883354897784001,-0.02219818816077613,0.0029398986201416414,0.05089821686315261,0.02197315634894872,-0.062060260686803266,-0.11701749159557902,0.05067026992149268,-0.01452839751266008,0.00967182701242739
POMC,-0.03011045737080605,-0.0024596030758482837,0.0013718253911652275,-0.008241416368941639,0.0337443017860979,-0.02007223285345646,0.08734016822920268,-0.03740060760324929,-0.06959364685411254,-0.036972985561807066,0.0010718694420947768,0.011406837013657333,0.001101831434618528,0.028018119431824976
CCL18,0.04311027919261175,-0.032393663353819976,,,,,0.029844378270442156,,0.04252295203522545,,-0.027707759026190302,0.06085304980838908,,
CCL17,,,0.031806272148597145,,,0.06795070920326506,,-0.015946952591315084,,,,0.05680190569150432,0.08490609343611714,
VEGFD,0.06824460855667187,0.002194163366256147,0.048730827254037164,-0.027266471738018102,,0.02516014681693592,-0.020894199880487175,0.06037434600979792,-0.05753546997178296,0.10858384290053587,,0.09148981902623722,,
TNFSF13,,0.013222167244524446,-0.014929407944841848,,0.08700394352285981,,,,,,,0.04831959540325655,0.0035725883162895217,0.03846138971972396
WNT5A,0.04173987016160976,0.01884166105710774,0.0033181959237082673,0.008885915563709951,-0.041071617677146975,0.031443608308353285,0.030397451649994307,-0.0002968304500632306,0.036570527491923875,-0.0773514072943513,0.12397345436205724,0.027025890952715716,0.053833779021030904,0.09444352859824955
CXCL8,0.04956791373884804,0.0064064314950737005,0.11235492744617712,0.010559203069317347,0.007375588334165458,-0.06295603472933628,0.021621039041359372,0.04009824605646404,-0.08272684383610986,0.00959118547390459,0.09135375003678567,0.025851278456860267,-0.043309599907310356,0.03432895958513311
GRN,0.045260384657875415,0.014953656637668332,-0.02335403131485144,-0.002838059756746896,0.0013000203407733532,-0.02085962643005711,0.05355433436491533,-0.0343450239012298,0.08173114666943972,0.00826001135759071,0.008713563634682214,0.011702905013605587,0.07899727402987623,0.042579812650484224
MIA,0.005041086426559792,-0.012236435711146881,0.07030241828086468,-0.02089800547565973,-0.0017338328872620588,-0.042406046856761165,0.0004587561125569292,0.005192993806921365,-0.021473512007006645,0.0971509171620689,0.016508929714561627,-0.015476073711626449,0.029556141721895954,0.05230916998970482
COL4A4,0.046697490371328094,-0.0190533879944465,-0.028104049585075935,0.025867704841802893,-0.010739008387681883,0.026810908420651817,,0.007836143527438156,,0.04656145670244583,-0.03503126478905769,-0.023933033965684254,-0.04012222573676219,-0.033974547701101844
TAC1,-0.029993311370881622,0.04468038130364665,-0.009561200193627245,0.05177042917377173,0.01313186872719388,-0.027761567214094528,,-0.040238650343592856,,,,,-0.02182904576555117,-0.04307816579792404
RARRES2,-0.0035017654737769925,-0.020167416011022718,-0.01727043836398446,-0.009650610383662151,-0.05643417684609988,-0.0074407335759537445,0.054024234403341476,0.020102576517374137,-0.028327727666389493,0.027510609915408567,0.03641111697234381,0.0018800960587545324,-0.04989417252856524,-0.02193361447794961
FGF7,-0.06701817957975639,,-0.03836564137971551,0.03859223443111511,0.07070833614288369,0.013394151631536502,0.016039678639101183,0.08598375005169015,0.053023555721555225,-0.061662120783877894,0.029191356396623805,0.023775816425117197,0.00595960451366615,-0.05005367680133886
EFNA2,,,,,,,,,,,,-0.014206449598433193,,
HBEGF,0.1070852757729906,0.010153739007094256,0.001737349978517122,-0.0017626908620345144,-0.04786285824937446,-0.03353805130405141,0.046438180135658126,0.030406078117618248,-0.03419814894356889,0.031440489804253034,0.019426424617328433,-0.007342193227900659,0.07510256961991772,0.01449988883540071
CSF3,-0.000697176882403045,,0.17873760465971075,-0.0033081739179954823,,,0.08300193315708557,,,,,0.0484950151780286,0.006003684614957609,0.04960219401942604
PI3,0.09188185908273036,-0.0011473942110524285,0.10559542482550038,0.03792060805323328,,,,,-0.08174887554715608,,,0.0396964861274189,-0.03798381939819879,0.05137009832963413
PCSK1N,0.003919709629274412,-0.0018822682342660754,-0.059293406021382264,-0.03641578254353382,0.09154253458098649,0.002810617596186491,0.017521074349954684,-0.10465241427054874,-0.027764693391474967,-0.008900846037849098,0.007788855243211482,0.002815059104485174,0.004529542730222807,-0.06484854160313347
NTS,,,,0.029337111270230417,-0.013109889250832877,-0.025732217063388223,,,,,,-0.017307862971174606,-0.025889304135754132,
SFRP1,0.01952322316582192,-0.0002142972916356433,-0.018885050981468397,-0.031106322331994354,-0.007482702700236444,-0.010715374236167696,0.03015835346669786,-0.005913215651972961,0.0208820465000537,-0.03717128653701058,0.10023793187813745,0.04568833244263325,-0.02528770229668649,-0.005063697649963917
CXCL13,,,,-0.006664176867815671,,,0.033824504406080674,,,,,0.016294232283361135,,-0.02898783479071822
MICA,0.01879176926478943,0.017009086551017103,0.04642615346774293,0.03401173989969165,-0.02782616994683018,0.046438924147859995,0.02388405719955154,0.062258190960452015,-0.03644153507991263,0.007230172909280181,0.11820211444740117,-0.009256166336368513,0.06676863814876084,0.04353312044191361
TG,0.05808512243671093,-0.04760275068583544,-0.020379962047771132,-0.019501620312089286,-0.015132268136299809,-0.021736046752883206,-0.007885086455451445,0.005077620168740847,-0.066246241844322,-0.057132644819972,0.01879198166548479,-0.0012200364138523162,0.014332670987904738,-0.031944743949649135
ADA,-0.041433548288804856,-0.02992055458182277,0.047813110602846334,0.03300306892013589,0.025144538267369957,-0.049543301557619164,0.0760152661729102,0.02720572286668393,0.029828183530671803,-0.11546668723136905,-0.05738586434581499,-0.027497438127562397,0.029184587855997056,0.04231927702871884
LAMC3,0.09587780147732847,0.025949239768900758,-0.045588025852419105,0.012376195963372446,-0.020200513500534135,0.022113233861594157,0.042093682176368795,-0.014641951761776448,0.07185295866086482,-0.06914094371620957,-0.07889426041930342,-0.0016779424254222304,0.01830066604950466,0.04478499700209312
CCL7,,-0.026195116875724723,0.02416409962633787,-0.031870761858513,,,,,,,,,0.0733273887754606,-0.05068652825511036
NGF,0.06781217969436357,0.034838485377161166,0.2019390526817683,-0.04362510720781873,-0.014440242533952142,,0.008224381364118395,,,-0.019911703819602167,-0.022681836998424215,0.01436339366078203,0.03215112340067909,0.008905194221250558
TNFSF15,-0.025050676463595566,,-0.016407786842715485,-0.030260450478757472,-0.017533620214740937,,0.018244762917945447,,,-0.07369968090679775,0.058459030986274314,,-0.0046403761882203515,0.03615327717298263
HMGB1,0.04902226036165779,-0.0614917270137014,-0.09085943101297032,0.006030446321878759,-0.06039798401083129,-0.022321823090203963,0.029065786141350844,0.010475030753558106,0.0722774141126911,0.039338138033585386,-0.027294443401303766,-0.020674397877081307,-0.030046467296717155,-0.023850837905292743
ITGB3BP,-0.027809342784288996,0.03991705699626088,0.032188216658391985,0.05768740145604125,-0.044097706054792254,0.04620237739367204,0.058377369715720495,0.06502374522593872,0.09151088136441606,-0.06720524708578347,0.11319719414913539,-0.009910223969387219,0.038941322163723674,0.0011927253711892763
AANAT,0.02821202429705369,0.035257283699854265,-0.014929409538229141,-0.027266475630460606,,-0.01954735387072048,,0.07289453015745015,-0.05406672288611444,,-0.028858792483508332,-0.01911803340463898,0.0678145440046819,0.14057182818472877
RELN,0.116396346470437,0.046970158538187694,-0.025914111591125073,0.028079924731408672,-0.015011716694541693,0.016287384311089538,,-0.023682028255370545,,0.025145193591677068,,,,0.0397752124244658
IL15,0.01589022810091149,-0.023151294966528034,-0.006020310296823846,-0.011480627456788978,-0.012476213144465379,-0.004126568829281518,0.004991304596583754,-0.019839452780411146,0.12488643018382024,-0.010201222701325102,-0.03399847401664353,-0.03466081674391037,0.06770352318855684,0.0012486314407438553
UTS2,,,,,,,,,0.033875960793149126,,,,,
BSG,-0.10525693280679663,-0.008432207735444437,0.05043150614538921,0.020188671153278947,0.05003719271301427,-0.03335350680898304,0.0012340880711182226,0.0503614461678043,-0.019309181330265407,0.03666752805832462,0.0747907615048061,0.06029054682594412,0.027249168373746104,0.10231073840766405
ADAMTS3,0.006293729719197287,0.03291375957694806,0.049609496248118556,-0.0012654573266627559,0.07408111953424999,0.054242731269938296,0.08642070979804317,-0.03296676748957604,0.016265398081657764,,-0.03455546605214302,-0.012737749533367876,0.013532215011960001,-0.027184431631111106
CD34,0.054280900333401674,-0.035994102071027524,-0.005339041547218984,0.03786624591139454,-0.0326657487256595,0.033034011496363445,0.030399294488299984,-0.038467361570148524,-0.0053952214846854476,-0.018821544043387123,0.01337363124737296,0.0337435824284191,0.05552156925928836,-0.014947799756947946
PLAT,-0.02616738643364849,-0.0032330996757295675,-0.10911038212099022,0.008652809638377364,-0.021400266723487885,0.03842758696694686,-0.025534915343156002,0.014517929482632058,0.04532816169108174,-0.09797545890942774,0.0025333774962020767,-0.006853739155157777,0.0594517831923873,0.06201013229785507
NTF3,,,,,,,-0.04257926429514307,,,,,0.015922108693082016,,
LTA,,,0.07598433887961328,,,-0.018826138930371654,,0.04741963602702997,,,,,0.10526117773557338,
CKLF,0.08318111953753184,0.016766292171398318,-0.030905450971250532,-0.003703243277404349,-0.04704663562384896,0.008360554016000213,0.05359540564900676,0.030766291133511092,-0.09744296910846985,-0.0325257971737546,0.07179947413460468,0.01830653308869907,-0.015630385265260914,-0.015873640049137876
APELA,,,,,,,0.027936517954894935,,,,,,,
CD24,-0.005421734786118125,0.05809752349410921,0.0621056148521101,0.10242815428270628,0.09343115759464907,-0.004813215052477743,-0.03171207381819636,0.0733978957986269,-0.026235661579936922,0.10935967196747659,0.21277506861922424,0.06343220225086335,0.04110109191818445,0.0015421587988101774
HSP90AA1,-0.105014133874065,0.003862161989172958,-0.014474225159474564,0.018589139144422236,0.09114846960988947,-0.00252980552587421,-0.07163179646342491,-0.017840571870913896,-0.025959010056720796,-0.006485998287125193,-0.05501917798467653,-0.02106919524638924,-0.05585221847634978,-0.04427290896618164
BMP4,-0.0017175296054918352,0.02403623005682425,0.024684894869859392,-0.03772316801152025,-0.01670251326054164,-0.01459911499473896,0.0125672581303569,-0.016905264962185904,-0.052564199229225395,-0.08045289639821437,0.0013227288155864799,0.08783448408375939,0.03069007616726912,0.01777427075272858
SCGB3A1,,-0.026195114256248035,,0.025552482180491127,-0.01592610673712829,,-0.023054918878273253,-0.013843709493254471,0.07442363859586247,0.021131955573569748,,-0.011850343514968113,0.07048580693975592,-0.0185879793851659
IGFBP4,-0.01280721539847104,0.018913306756365177,-0.008810803201650896,-0.003646140153128246,-0.037928137364355255,0.028002101075797925,0.039497974024539265,0.039388208477460177,0.07859657918585918,0.02408714090503523,0.05481611891625504,0.005455469377959021,0.0554090287195876,0.053393668548406964
RSPO4,0.14168047640202736,,-0.02890687784335614,0.001699968453979983,,-0.021895945682187914,,0.04793759479585429,,0.02945350851179255,,,0.06756815238874526,0.00988744686485379
LEFTY2,-0.04143356990060916,0.05157891134786555,-0.034361951829559104,-0.023734469093062992,-0.035762243428485455,0.03503887602926321,-0.02260216051082028,-0.02449158592091589,0.0008528409905260042,,-0.01781382846356473,-0.016334864605821977,0.0876333660103587,0.04215662029244981
PF4,,-0.02717322610995344,-0.012855718008513891,,,,,,,,,-0.013021194615289255,0.023093489526684132,-0.021554554616525674
ANGPTL2,0.05390228760084331,0.0747820303870295,-0.038171556598835574,-0.07674606381073161,-0.05747784592127168,0.03745239911797094,-0.1157692644692093,0.10818248100698064,0.05465466225044781,0.037240478662314606,0.044654787425106035,0.02609734027264851,0.06240143132695606,0.07197584426607781
LRIG2,0.07518368972329117,0.03133401744744331,0.01719340504533601,-0.017591314621219913,0.024131403688558654,0.007402497045150159,-0.04651321822449786,0.01780213260854057,0.07604270300229589,-0.06290555231194293,0.1090697947518679,-0.003379876696732302,0.058699137977519154,0.02275696706645222
ICOSLG,0.03415491970395808,0.013449213447476429,0.05627878744074992,0.02682069023247377,-0.03217691970404033,0.05873531242254106,0.03359778960983992,-0.008370974331685538,0.05089245869418241,0.04547986165041922,0.0038886472955664076,0.007379801930808938,0.0023944859416542862,0.1050263884959709
WIF1,-0.057565472746334174,-0.048893809808559084,,-0.005184337811300547,0.001977909738724513,-0.016896582662525354,,-0.006741447380931562,,,,,,-0.026652375183198344
NPPC,0.0734977987224628,-0.06656397852091354,0.06857169979981541,-0.030410965205307287,0.04389365089598237,0.04304730497832467,,0.08785419587061205,-0.03734834927167271,0.09058236134127697,-0.03455539968630123,-0.02463697315308683,,-0.04194713173199032
LYZ,0.036043802262172554,-0.05274002502437851,-0.011849371778314627,-0.000535034934478667,0.02218864270162215,-0.0517922703270785,0.1656821851091335,-0.0294247580712516,0.1208937887537634,-0.021640468925872437,-0.026518791940349118,-0.026346773250916288,-0.011617622795815902,-0.015385465223295368
EREG,,,,0.007263342281104738,,,0.003600124594715487,,,,,-0.04137540456269134,0.0024399244215042976,-0.024815677529472353
SPTAN1,-0.016871119561576553,-0.04736877474451747,-0.0773955520011703,-0.011142533545876925,0.03494654058963174,-0.01124717527695217,0.00397404037134361,-0.01757193817425664,0.022058692992573042,0.021809358831592986,-0.025163209661424192,0.013627856256533316,0.0392213038106949,-0.06642304866151641
LIPC,-0.051880403908856766,0.020040795833930855,-0.02310268272114383,0.08157051944359978,-0.019347407519107428,0.025695579618354468,0.05443923907883406,0.06752936069407019,-0.029615165879295094,0.020537875696501853,-0.02636638476051171,,0.030119377197516676,-0.018462368347404765
COL8A1,0.060285028759602566,0.052467708480249134,0.0131034468575526,0.043027278142105295,-0.020004911123799995,0.00941045272037559,-0.032096310058387624,0.05481306040055189,-0.019655854838618692,-0.031387664164422284,0.09400539100521671,-0.024586201823380692,0.0809101782544921,0.06715838589116944
GSTM2,0.08135944215965459,0.040063724777191355,-0.004378568434122811,0.022710817773945846,-0.010550318168324664,0.05954241485454225,0.0519993784942397,0.0281635069232619,-0.11276282925061731,0.012364745635877104,0.046637776162451176,0.04153867071298649,0.009484969062217824,0.02826529955168091
IL4,,,,,,,,,0.05850644061329242,,,,,
SPX,-0.0494334660634528,-0.033736251261898956,0.03899003136793733,0.0541901930194173,-0.016651144396963996,-0.019297479327465148,,-0.05402199657803341,,,-0.0465095134792637,0.03414179327195261,-0.00332713330456397,-0.08150642347268132
MFGE8,0.01837313594911219,0.026124396464813213,0.0450785437232592,0.008455964657668619,0.001490985625476523,-0.015331057172552105,0.012700744972230097,0.030154742670116436,0.011999047294321632,-0.002379552077858753,0.02347716127706932,-0.0240612086106012,0.06112305272282046,0.017559325267030704
TGFA,0.03845059877383468,0.02585242572354446,0.07665395502301076,0.024490161928923053,-0.017886381926212388,0.005786386237568772,0.04212023527895686,0.07153288044913317,0.033711452350330025,-0.03733680689624418,-0.001122460223375603,0.010480282233927224,-0.00037887076804104955,0.03508853006267647
SLIT2,0.008314564906467503,0.0676266334946415,0.015947967141436543,0.04460242396893253,-0.017352531731797235,0.00292943940137082,0.012674116593646761,-0.04462655903951039,-0.0018484078953323432,-0.03631667464727054,0.013898038678003993,0.004439244023668599,0.05673099617649504,0.019641823331031302
PLTP,0.015470245426806008,-0.03899141053018875,-0.07186615204106585,-0.0397214808972346,-0.020251586283203143,0.04407511744618181,0.07287252135559691,0.025938180807622273,0.030408983766595964,-0.05127042906867686,0.10848122020434768,-0.013170287185096904,-0.026543444733701283,0.07520854172893374
APOD,-0.07671098747615228,-0.008391607309014589,-0.07220695068471038,0.05082408031507009,-0.0037139760312128807,-0.03866849001786373,0.07253565932397106,-0.04799010511319286,-0.020017680238384242,0.04225564108738214,-0.19512680459125925,-0.02262985684183933,-0.089858914036409,-0.015430954677090896
B2M,0.0764109117490405,0.05206211352624984,-0.0350695240077139,0.01965116890031388,-0.03337827119534964,0.008782982983496232,0.12176033097107089,0.06233954290068268,0.028284638947531422,-0.006483790207287665,-0.04713805818813554,-0.00996308971415795,0.04252500929533169,0.06324224074724394
OMG,-0.0066407963119380275,-0.009194463512044853,-0.0758872837659161,0.019650655767627558,-0.036418622357941535,-0.01689136875913135,-0.016738073579007248,-0.06925372445875136,0.017006125027288897,-0.06327765866742227,-0.11801478156476167,0.036679721130431144,0.0477947200465027,-0.03178801155711914
CXCL3,0.09750735028027288,-0.008322464937293902,0.1418950879232712,0.012062633679181185,,0.04779334276362732,0.09565312517859831,0.07997228703835982,-0.10039392909203294,,,0.0031079199253042167,-0.0016309200952210267,-0.024577835827496616
CXCL10,0.030492292892888847,0.006740255645575031,0.06333726505381734,-0.021685177840525136,-0.01705356996347854,-0.01600415236574494,0.046141568888309274,0.06760196898687752,0.04757098492572247,0.06221908943742597,-0.04661108044080747,-0.01746519677769837,-0.008689904572279031,-0.03918507331526775
RSPO3,,0.005509578017106762,-0.014929408435114807,-0.03628370749042631,0.019389956953647702,0.0453768385846727,,-0.014930685065170287,,,,-0.011469944014988596,0.004105381986038227,-0.05092181961710949
CORT,-0.02773382243201303,0.005198221369077103,0.0012931382512110321,0.007334769072703054,-0.014946278860342768,-0.028523303936362338,,-0.002816736664638819,,,,-0.013626018348309166,,
NCAN,-0.0035530130302220703,0.03208269700464144,-0.11354721647976761,0.07647173009041607,-0.022562529196394628,0.05396343115216519,,0.04233159414514718,-0.020561304614194933,-0.0762883213548995,-0.07548642419514028,0.011195934536761135,-0.04582355686533174,-0.05170508582114154
PRG4,-0.037850155989424566,-0.020945511301450948,0.02406498417587734,-0.025979004297944412,,-0.008208279529141464,,0.0018321626911982796,,,,-0.02010602390411999,0.03754194846939817,0.00337757217673368
ZG16B,,-0.02616112524414691,-0.01710140085124321,,,-0.01495907638849664,0.03882667178389821,,,,-0.03208131556789628,,-0.004567521298972599,-0.018388245718958886
TGM2,0.07171293524149863,0.013157529356389476,-0.030694171858448742,0.006769558989131216,-0.035623147694993355,-0.0008788169955006065,0.05752882264287574,0.034531647355284335,0.042942951723230545,-0.025342222204759547,-0.01011929450103817,0.06726275460533693,0.023564203533456164,-0.06068804300192416
VEGFC,-0.02715824262598014,-0.04237602209146531,0.039194516764421594,-0.03999029622441348,-0.02557638744054836,0.019781678425426226,-0.04597191587284703,-0.017814991784720898,0.04252471213731546,0.02255590382900068,-0.00404223576358761,0.0771240684858206,0.07002443749401334,0.03238737899045572
WNT6,-0.03444388684027461,-0.03373339757117942,-0.020379962893957968,-0.02507003457980463,0.04467379072069506,-0.02508908424643088,0.013862002429561952,-0.015548025227375476,-0.0628154387719709,,0.0842083706279631,-0.007843784731766865,-0.013183043708288737,-0.019000574699490624
NRG4,-0.02566880632177903,-0.024126622288534558,-0.017932782403991012,0.06641898394231255,-0.015665588229720116,0.11070999737003258,,-0.004206507107228025,,-0.051284912895062644,,,-0.018591260419533302,-0.028573950060237663
PMCH,,-0.0278072305840784,-0.02484761709559387,,,0.0296646081534995,,,,,,0.02369601207071512,0.0028995057361064893,-0.036593055339477036
COL9A1,0.06817025949643715,-0.009088965306759381,0.01227955436084964,-0.040004406761448015,-0.057581921568299374,-0.018521178002330545,,0.005951895191353253,0.0034433696414947436,0.12863156638435508,0.0061181643235437315,-0.021650856416668862,-0.011747854565294827,0.03710521086541886
GDF11,-0.030588492265249602,0.005889327824119834,0.018582174974702916,0.0175836513354221,0.011261016446807121,0.02753441936047448,-0.014799807886549944,0.03714128806740924,-0.011214187691136319,0.08704927921170502,-0.05603234365081232,-0.0023159548379563916,0.012358519949573626,-0.035609924145822605
RAET1E,,,,,,,,,,,,,0.020502567039670405,
IL24,,,,,,,-0.01880209115607966,,,,,0.01911325663775537,,0.14381460799587875
SORBS1,0.06949502294905277,0.11210176015924746,-0.07928673927669501,-0.04112788090314726,0.019707223965395818,0.028465225240325975,-0.010354076668592794,-0.08184919073021305,-0.027784066378705632,0.07324707525274493,0.0494970482164047,-0.0010530551140607825,-0.002327925308294859,0.017961411437285125
DLL1,-0.027976810608610462,0.006476140204664203,-0.04386150224938764,-0.0349788698683418,-0.023945375352465128,0.02845263163317044,0.07769806583450384,0.0586951334485745,-0.09107635784758535,-0.017009304652034117,0.05785356984125322,0.0016103271483749555,0.08847051610349455,0.06506564804905197
TLN1,0.024494435757881985,0.07993359950511475,0.007183338788589515,0.04151659669849212,-0.04713554600797873,0.03225993498403443,0.042193394860503795,0.05335367314364169,-0.021395075731399968,0.0008854786034054376,0.10231309988183865,0.050691110975024656,0.02885974871659378,0.04161953094336294
COL2A1,-0.026273713608583642,-0.029720020739945487,,-0.02320319189963022,-0.013863686567551848,,,-0.01450525379637318,,,,0.01680836938783292,-0.02705656455054233,-0.005946925876725183
SHH,,,-0.015311754134083254,0.07601955925802817,-0.015132269753994796,-0.016079552168966622,,-0.01384370828322808,0.03246688761781986,,,0.04841801722345497,-0.043284957701700225,-0.023629017182961544
PON2,0.037003344050393856,-0.01816257835601833,-0.14055692520683438,0.026235381247364797,0.02909238140384769,-0.011885865171138033,0.047635079359580175,-0.012824563492046035,0.022278458173807462,-0.03760886431255428,-0.01577594314093998,0.011802092458101984,0.017823862487176316,0.04461124878206
ICAM5,0.01421011611294691,-0.05407004915524002,-0.02386445558778399,0.008937112999232487,0.0943087642915686,0.03592074178376921,-0.017798489468192263,0.07123516483733097,,,,0.0210993868024208,-0.008479258386193591,-0.003625745440189363
HPX,-0.04183918916118579,-0.021380691216298275,0.07766472148699143,-0.04800596157571552,-0.01279675135540644,0.04682738825168343,0.06457773362259663,0.022860052634313916,0.014006586649577667,-0.06671685971388433,0.05994850117148946,0.03233718777221999,0.01751790848557359,0.0569239417000969
SFRP2,-0.03420685484563621,-0.03482647421209039,-0.017438428626064206,,-0.030251480600424114,-0.0007394880670036229,-0.018556003172115185,-0.027157812859593077,0.04652878207970489,,-0.01681010913904028,-0.012222605445907846,-0.019289374067600885,0.06276337495674666
CFC1,,,,,0.012850403138830213,-0.01882614006813248,,,,,,,,-0.025283449905644798
CD70,,-0.03436235531042405,0.15165245095960173,,,-0.03511734286566181,0.1025674433227295,,,-0.018986361091669318,,-0.042070430323473476,0.07647132573713296,0.06699517809732143
HP,0.04550157635491348,-0.05839584100836353,-0.0006298017846987797,-0.03752741797482427,,-0.023797712808200866,,0.01194057741495662,0.09536101806718468,-0.02498210966426743,0.07539229538944804,-0.0021010237002483307,-0.012805679138810323,-0.008512660009032138
CXCL2,-0.014054077260906944,0.05010159466329216,0.09279271267870227,0.01348090811103761,-0.019777933198787484,-0.007956753727657716,0.07956866995439471,-0.027400025951532403,0.06155682441151067,0.10598348736317321,,0.05667479903048595,-0.015047582920825675,0.013581215051685691
NPPB,,-0.023863989734704848,0.13189450954645016,,,-0.016484933878072334,,0.13394035763419,,,,0.012706848453086162,-0.01885876318284587,
CCK,0.03890945624777013,-0.017388296295422066,-0.009556639869371145,0.08687404839269514,0.023705035825069883,-0.017597992417318596,,-0.08062926611992983,,,-0.0038915634311574524,-0.025777728939215,0.07785903191645539,-0.07298093178196906
SEMA6A,0.014461479610602016,0.041433242645293,-0.0590881156518919,-0.010645450903595182,-0.027545768463741238,-0.019865614943438772,-0.0049295879261919365,0.07760922983621674,-0.010887967769062156,-0.062066424009680266,-0.0005366819046502224,0.05219410673356653,0.0010048665169593374,0.09561989280090555
IRAK4,0.08622369685192938,0.05109120791451041,0.0021283370541382842,0.01657867052178635,-0.024456910473831264,0.012297476633353791,0.021048462504178782,0.04012797345735136,0.017021397339445268,-0.06676429916628705,-0.01722659981203704,-0.01526996135515955,0.06622939916854866,0.07355412070163227
GSTP1,-0.01854767034781362,-0.0632018520449702,-0.026755191283896553,0.04062567996823296,-0.002886547109206898,-0.057468103470632914,0.04662281932833943,-0.018752715180308188,0.08797619551956187,-0.060582016210305435,-0.045959072913135696,-0.015505495764393232,-0.051765719200201614,0.06431146657177125
VCAM1,0.029649802189998853,0.004019919149181109,-0.023042496775925184,-0.03520419900235657,-0.04399408991384487,0.02137287658247017,-0.0600012996551515,-0.012167674036833834,-0.007222741078811046,-0.04568909190957363,0.06668593774778024,-0.002462651662511903,0.06633223400574627,0.052663687682533954
NXPH3,0.006427138567139578,-0.05167909471308092,0.01304177806388124,-0.027664291026086234,-0.04245334071576425,0.03320159538626042,-0.035480195886711224,-0.05773735317340124,0.03350083361650617,-0.035715579863807315,0.027972082230429955,-0.0047630505673342365,0.04084969881079672,0.015338002335281719
MTMR4,0.02795156314802708,0.01820180816637287,0.021106453603511217,0.042620431685039935,-0.01217442999161563,0.030296029493102276,0.01871180247776264,0.011052222302103488,-0.012912079047274231,0.11229707627848436,0.047187358727627034,0.021925062703201794,0.015189585516340358,-0.028508060987413528
LAMC2,-0.023440669949805985,-0.026524939017586097,0.085683361556674,,0.02538137046619011,-0.02075269262427632,0.0586975047555582,,,0.16502233118100224,,-0.01682782371238745,0.07017077542942865,-0.027515651114120385
IL10,-0.00302224880987644,-0.04279459735009426,-0.014636060734168984,0.0034355129386421423,,0.0014378684878057738,-0.017006319495140747,-0.01594695157624169,0.05483890123497734,-0.00873218425232397,-0.004553275166495657,0.05035079684383735,0.09273383485950526,0.04663694978356482
SEMA4D,0.010675141516244822,0.05101045294219553,-0.04735490511731374,0.03142328699464427,0.03411622419240207,-0.028838228112287274,0.011890916510411038,0.0017049273760449718,-0.02071402933078653,-0.04466980332581719,-0.011284380842777976,0.016335327253065447,-0.025517454477471814,0.004497832520398658
