,UKF248,UKF296,UKF313,ZH8811Abulk,ZH916T1
IGFL3,,,,,0.014790774056127672
BMP1,0.09436221449298654,0.030399466466705105,-0.042140213261148134,0.0196526462211165,0.03814289299063256
NDP,0.0012798875025728947,0.00441908964081133,0.02260079176519589,0.019775676052827075,0.04225652798624557
TNFSF18,0.01791990355275897,,,,0.018988059072226494
RTN4,0.0598363060349283,0.040079498953498244,0.008495267509682578,0.0037119180662510826,0.019549931947602732
HEBP1,0.05087261146599067,-0.009658116150576816,0.007524380316526358,-0.028256087711492725,0.015132860887757135
WNT7B,0.01679729463474214,-0.012031755373825318,0.05170654227957925,0.022427889050844675,-0.008187575628566267
PTMA,-0.02610245612055043,-0.007706948460917842,0.04008805029284016,-0.015323890894776142,0.01489144459824023
FASLG,,,,,-0.019554255823831364
CEACAM1,-0.01835045614226757,,,-0.020585075943705504,0.049948015466403727
PDAP1,0.009192862903381104,0.07856982678967758,-0.004809317054877295,0.037252264236891916,0.0359322709196728
QDPR,-0.019930989419478636,0.019695519953593883,0.05897258111213029,0.0029209480628578735,0.05959931908342344
POMC,0.04048243042194219,0.026953501154025217,-0.02453574472894113,0.009376066234514913,-0.03392762443031809
CCL18,-0.022899635440553234,,0.017087335348041834,0.023987261045012254,
CCL17,,-0.014891940315380547,,-0.014604115036376809,0.029200699470834066
VEGFD,-0.022899642712260044,0.09371167780012579,-0.016577340958396556,,
TNFSF13,0.002148795552327755,,,-0.028023103183075056,0.01560595210928166
WNT5A,0.039195820097817885,-0.014187205399355035,0.06255745680330158,0.07841857574141517,-0.04559004940020577
CXCL8,-0.0732247807831691,-0.01017236210178765,-0.0032333480265419414,0.027805038736747476,0.0033296033998049513
GRN,0.02263047752173036,0.002168913672673734,0.004414493629466138,0.037590818873288565,-0.015102362127893525
MIA,-0.0022516049861842128,-0.012423087883862486,-0.022481852507282803,0.010381322484034878,-0.032232897260773774
COL4A4,0.051087963195547106,-0.020869799669483588,,0.09544951192645117,-0.035413453573130534
TAC1,0.023173049135781332,-0.01706455141839079,,,-0.02329965395683119
RARRES2,-0.040035410005535926,-0.007677081764931574,-0.004566928418342313,0.011870927058544641,0.018743352014875817
FGF7,,0.019742236707767723,0.0553565952010748,0.048373527813714026,0.016099561615037564
HBEGF,0.06325417686165132,0.01617464127149448,-0.00952708344516288,0.015309391257640805,0.044092004516287094
CSF3,,,-0.02490457429873283,0.04867850279186185,0.07071069241315128
PI3,0.05980568294815468,,,0.00763221828952662,-0.04054276386801362
PCSK1N,0.027359138870710276,0.05317146977711318,0.03120252800379158,-0.012776060997377084,0.0017060999838558971
NTS,,-0.033457294512937406,,-0.034069880147518716,-0.02763344921371551
SFRP1,0.017639850162212214,-0.014891940465354619,0.01376340184076438,0.06125673486508292,-0.026991317861726226
CXCL13,,,0.029322642057974514,0.06470645944193704,
MICA,0.03683020884496179,0.08848127139729657,-0.014043550652633486,0.030006958894093955,0.03551989344785246
TG,-0.005354229036768039,-0.010777232536186242,0.05615919792513348,0.06788995052829044,0.03232383916519247
ADA,0.03026465084660366,0.03276394587140948,0.03574764553334629,0.0708707731064351,0.012420803533021675
LAMC3,0.06728265657710895,0.04589114090961512,-0.009686018488926973,0.050916928854878585,-0.03086553771615333
CCL7,-0.014566102650218323,,,0.0563615636543774,0.021930491541761375
NGF,-0.010952686855733598,,-0.04375317232751366,-0.025279121237056824,-0.05854483176278383
TNFSF15,,,-0.015859722428915705,0.03978275611230638,-0.033823072205282356
HMGB1,-0.01765186490202571,-0.056251233203128144,0.030126985219142116,-0.0004412959364534813,-0.02999618403014697
