,MGH258,UKF243,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,-0.024678235682153427,,,,,,,,,0.09614841157935172,,,,
BMP1,-0.002858320474647394,0.048063558686552786,0.01803018018444041,-0.030170224935670717,0.06617807730228754,-0.11536807865887046,-0.045765503719883034,0.05487953900997011,0.035045212182840096,-0.14140798123167098,-0.05770410032994176,0.0036763288675122105,0.015543896731473482,0.03067978444368536,-0.06281510209571273,0.07991433942653162,0.05344170978797122,-0.04002753725500823,0.1466203287951799
NDP,0.045998860445846744,0.024775563355154198,-0.018951431658178045,0.024988298395824664,0.07071657734539374,-0.008004002000853615,0.007820271289627131,-0.025362269077986246,0.058372529434942436,-0.04084575680760534,0.025881717370042898,-0.06598338025743905,-0.0250364036128785,0.033883836351560635,0.039588114180120364,0.022846736309221186,0.13719769135555132,0.037386238932584255,0.09240305158357516
TNFSF18,-0.0332490111655403,-0.019872593381385046,0.025627599103087383,,-0.03271133602667285,-0.016128629964339555,-0.02119603687587429,,,,-0.0044797795164159115,,,,-0.033487527098008535,,-0.051216018233091784,0.005274493461943811,
IL36G,,,,,,,,,,-0.02735389526427385,,,,,,,,,
RTN4,0.03633719638640832,0.08003416197923514,0.015039063149914038,0.08688034202942896,0.04289483843563998,0.11540300262220762,0.07288466749636584,0.07797098300285307,0.010610640007897647,0.24351033628615687,0.09300496940952682,0.0003331287119418219,-0.008971336894821217,-0.052232772778162934,0.04605218764486927,0.005757416571689553,-0.06744157789385609,0.13087676902690387,0.023285332117519757
HEBP1,-0.02695938320853413,0.05054692571533497,0.03522423584394344,-0.010488721780369628,0.05028152794142472,-0.0020532368389031054,-0.03672492470917788,-0.010060763031206156,0.06771707918690092,-0.08053323667210888,-0.05244138025621344,0.04220394475425756,0.084451154208471,0.013058851879620834,0.004066125035872949,-0.06543937719978508,0.04494977591019467,0.009484251042680423,0.023118972099237103
WNT7B,-0.02929133744885245,0.03526934203294168,-0.01919945324336562,0.01768240234693679,0.05325949580106795,0.02227657714017814,-0.016816503645227878,0.058483015944269245,,0.05129959580099644,-0.04494594262909255,-0.015420864261319913,0.02586776047785216,0.09768536064252924,0.01433276251712913,-0.03977611927823442,0.09621898683137889,0.04396849238234843,0.07743831370162563
PTMA,-0.02724749692543932,0.04256564845060814,-0.00680588780678733,-0.050875371319896175,-0.009615269688251347,0.004639074533678151,0.07736118610277455,-0.032125323692613277,0.02991484650885718,-0.2399936476957407,0.09082992388653689,0.02907499466107836,-0.06730088703506566,0.0451475006672285,0.09214866083861663,-0.049365154130971756,-0.07848752652373046,-0.041024993635820364,-0.0163529144936277
FASLG,0.03578717622961913,,,,,,,,,,,,,,,,,,
