,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF313,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.019355645915532356,,,,,,,,-0.01908562870902938,,-0.010793933495609392,
BMP1,-0.030344984957487456,0.09087630391556127,0.016383891921545844,-0.03734035754843613,0.07292066126842155,0.04397962099683397,0.015610677737230846,-0.007218814609005548,0.08680928180425265,0.10683429870080761,0.02774345340446672,-0.0055808935390062485,0.001104026963392139,0.07592150117006737,-0.001347423993824741,0.06523783598380785,0.056640861025809466
NDP,-0.010989146923482422,-0.01842719102755195,-0.03141011399607495,-0.06771271658775002,-0.030436196384506196,-0.04284337041250434,-0.005993775728649393,-0.012473589499800519,0.05037827738295853,0.03635126245183455,0.04331373562027203,-0.0048470095194417685,0.07861072231944828,0.053122313971166416,-0.024723962210553948,0.03633315374605088,0.025662194541623915
TNFSF18,-0.02433851678314601,0.003976108536926416,0.02521246377510416,,,0.07638489401312075,-0.004927038063344465,,,-0.04541155775194012,,,,-0.01968267200649193,,0.02922349966726382,0.007086581370036339
RTN4,0.08959101668576,-0.004233488702908276,0.016741745914202705,0.004869472660841131,-0.022676004109259747,0.0071326154545829,-0.0260716326921693,0.019991162388212993,0.04525707964528391,0.10960404427280185,-0.04507171487860662,-0.07529433108936909,-0.04532801606147777,-0.08881642742298482,-0.0014450408229656172,0.05237831104387355,-0.02954713783578952
HEBP1,0.06599844285427361,0.07551062146959302,-0.01324772865539288,0.00437986893652291,0.01653229085121736,0.016807561026243,-0.0019971808512557277,0.031707053476448595,-0.036818101553540976,0.0826610268286323,0.003460583879900209,0.060159924945931434,0.04943525666939216,-0.009642755153901488,0.01142921246056483,0.046918798209116916,0.01485674423761179
WNT7B,0.028589176320658,-0.03881008052001486,0.06718870613720074,0.006878857367082791,-0.0015674001714682405,0.037362007761092324,0.07043943187813329,0.008556276471980552,-0.030658579897202203,,0.08074450229935669,0.05538653643171236,0.02171773636183786,-0.04115805945230811,-0.0034584436362029296,0.04947289506334654,-0.0019012406599995006
PTMA,0.025454360617134842,-0.009628394564201294,0.05728659654186427,-0.011049792988943225,0.05689046853585234,-0.02964590241174252,0.0012236777995388677,-0.022806257666478362,-0.09581261885129469,-0.0645583907149182,-0.09891019415468973,-0.018919194024806497,0.013273273840433815,-0.11373251901908246,0.026003125619084678,-0.0033793007354853072,-0.018943021406928256
FASLG,,,,,,,,,,,,,,,,0.12950148084150284,
CEACAM1,,-0.024984571143651935,-0.012055895765191327,0.03714727404361716,0.017192631351746354,0.0008512196875953916,0.005752404100529225,,-0.0029608255645235328,-0.031932032093627175,0.040695660997505705,-0.029007553346496486,0.023668575793221073,0.0068827806746216795,-0.019238777068377084,0.027148377637863416,
PDAP1,-0.07165478888486226,-0.00988620892315462,-0.037999083026436294,8.78554410041885e-05,0.09036553706856634,0.05903484247040649,0.007830932094639182,0.03912650593900843,-0.025326820209949707,-0.08772455510205684,0.06597807595649786,0.017006270643501586,-0.0005115928861825051,0.010297448545894365,-0.030712675088557618,0.016570579166494227,0.020219604594635406
QDPR,0.03256542776555674,0.015607881777774127,0.016414331151282557,-0.062304277753228776,-0.0693550072188055,-0.04740836659089849,-0.012551480830473472,-0.0630473278003774,0.00010156113659681349,-0.06580514443201363,-0.15334595541716234,-0.015380206585435447,-0.004402450795206546,-0.07037924515535827,0.009893246786183493,0.050862897652479304,-0.03473544828233766
POMC,-0.04595518146099865,-0.007444935026509535,-0.021421403345818518,0.08570635440730043,-0.051737861083548706,-0.041038418742705814,0.028061252719154408,-0.0283626637807366,-0.036717008461108556,-0.004521655867582886,0.029014862883978892,0.026147664457658457,0.02165434979398636,-0.028069380161523886,-0.03147211196976548,-0.010497328173121758,-0.013962178766142115
CCL18,-0.032639952221917096,-0.031178384144378894,,,,,,-0.03069918513493115,0.010906816733924832,,0.030347355235638092,0.009654560811902508,0.039329377063207424,,-0.030677875745260905,,
CCL17,,,,-0.018873590228874512,,,-0.0015173634224541618,,,,,-0.0205794550942917,-0.01552951550331444,-0.025163298971148333,,0.08642834744486576,
VEGFD,0.05744602602969908,-0.01989508026078052,-0.017267651916911243,0.02787894201554216,-0.01778239013074555,-0.033139096565370035,0.01714746660119428,-0.025952794309001676,-0.048422514943555886,0.09001966204889048,,,-0.03085547815411205,0.2043503888390931,,,
TNFSF13,,-0.023528216655135114,,-0.024811273398932257,,,,,,,,-0.03948888324436752,0.05795231788435601,-0.026984383950466914,-0.021603857216173205,0.0049123697178754646,0.006148861159631201
WNT5A,-0.03765857382436468,0.07573436270033317,-0.028162612354263223,0.0003596351785812273,0.015033511747473308,0.0019787673350931526,-0.008573998349223552,-0.07325242784390562,-0.123713504768997,0.04584636696802488,0.16938887490988597,-0.06968553024888144,-0.007414632490901529,0.07684846885718775,-0.03488730820980691,0.08065614788754763,0.04768575988420529
CXCL8,-0.014498328025166344,-0.03867736897873692,-0.016168405768625736,0.021450642595164528,0.11620263143142935,-0.016219985866034608,0.003623076071952896,-0.012190267170937259,-0.0749406899739311,-0.0732369411211777,0.07063172265377073,-0.056412638299026846,-0.04578069784236879,0.006353062769949823,-0.01613644685707266,-0.008100219242109637,0.09003985169084323
GRN,-0.028843782669671584,0.03105174171816772,-0.01750893964625624,-0.012170783443286289,0.030029557287507835,0.010192176009178282,0.04691921119141143,0.005811721149324817,-0.0712074122080433,0.1300295014775208,-0.014957858508969605,0.03827315762987732,0.019704112926819006,0.13388862845532706,-0.0351212666485578,0.05305079647127439,-0.05590058308232104
MIA,0.08834097209613002,0.006684348664029089,-0.01535664203924748,-0.0010113272883593082,0.02924213438702801,0.046793360316965626,-0.03572289814461193,-0.03519665157826736,-0.02347134303352206,-0.03814318778804654,0.047177614221063334,0.05026440353194161,0.11813362201646509,0.023004443864066255,-0.023861491064257404,0.030477054228159415,0.06576076361048457
COL4A4,-0.03702114608082018,-0.037444986040323446,-0.025825297987401127,0.010793148319920391,-0.00022553634152754223,-0.019493069263228142,0.007971342196735221,,,0.07402817856078499,0.0113604150704479,0.02929405232769058,-0.015504961306674166,-0.03876202798912984,0.0011816748559501133,-0.01706646096880836,0.05560561794419947
TAC1,0.0426761881630215,0.05317432491526755,0.011324781796227448,0.02446784651853378,-0.08374323202611028,0.05462566347723295,-2.2654107502749294e-05,,,,,,,,0.027581761137193003,-0.023294988762683575,0.02731180963973295
RARRES2,-0.02224573426152901,-0.03352511635041617,0.019527771778750043,0.02335250799613474,0.16726238862552717,0.01237206852141383,0.02110690177439849,0.034405157831078496,0.004487691017243193,-0.006976420204724517,0.07243685607700771,-0.02018050635589591,0.05020293307898849,0.03212183574539008,0.008999792995261121,-0.001921605683262371,0.09946260465382536
FGF7,0.061590070782289126,,-0.019489738114043084,0.01958345612167755,-0.006200032335043065,0.051145397486933426,-0.0362969424390538,-0.04951022519305596,0.03588103997450113,-0.019949856541537723,0.015734663806799647,0.004021656487962099,0.023430386417353833,0.0598871440777075,-0.0037676823826808177,0.0351396044293774,0.09337217782247935
EFNA2,,,,,,,,,,,,,-0.029326067041937645,,,,
HBEGF,-0.06300555782483239,0.08591111237447151,-0.017524391334962308,0.04777963078019262,0.03258798288244201,0.04364442506991963,0.033843580652727724,-0.025616249138976893,0.008240958346293495,0.11126556256899539,0.04954600073048569,-0.06441371334446935,0.04088146076859347,-0.046481771127668,-0.019165111920722948,0.09930343626939489,0.11548876204912761
CSF3,-0.037021116771068244,,,0.053499468326432195,0.022428851438209163,0.0521096798883786,,-0.038989563872177266,,,,-0.008537479698562809,-0.02900248812636043,,-0.027581414918799386,0.013169044106187702,0.016565787123168422
PI3,0.024643447334609648,-0.01185331564780576,,0.00632986796031582,0.07098250173956329,-0.023222099086268724,,,0.0027508106080492193,,,-0.06091145455479362,-0.05973544157408715,-0.021380326517334364,-0.03627823068745008,-0.016201679075528316,0.061976931576665686
PCSK1N,0.020152403495027456,-0.029759229730780802,-0.029143702645759207,-0.05941154325006189,-0.050531973302570664,0.024509540139852116,-0.02929425407450265,-0.01588199363848187,0.014623090087462457,0.09077229540642041,0.06960811614268728,-0.030124745013507592,-0.05216710038813245,-0.057656140620781504,0.0196398444901632,0.013078315196119083,-0.08838757801073688
NTS,,,,,-0.03992981438703978,-0.0253485067770344,-0.029021336490786025,,,,,-0.04800972649265779,-0.03572824767571174,,-0.05038426721411939,-0.008772539766192031,
SFRP1,0.0533944021350135,0.020968017235852184,-0.044441477584885064,-0.011495441539859286,-0.034917613292698206,0.008040110609595459,0.007566684017416488,0.018533329399830222,0.11382110639146907,0.03348826290326431,0.07111845803743272,0.03168942528358201,-0.05440181105744711,-0.01589862822860074,-0.019099780526591066,0.06339837694763331,-0.00728187780081678
CXCL13,,,-0.029152190274292097,,-0.03460380069135551,,,-0.012524806207022288,,,,-0.007864498458683486,-0.028557072176905285,,-0.027157893115505993,,0.0991808646506187
MICA,0.03291029742670178,0.08811247569038276,-0.04315212751781051,0.0032855415270210044,0.08661814430684696,0.05740582416979972,-0.05457695655520337,0.01843644037580869,-0.016589452231375326,0.16673057994244778,0.056209629482686624,0.05896435590201579,-0.005505934254928651,0.0471947964449843,0.11125036066068132,0.11772869881038661,0.10234258793448724
TG,-0.010264364904408624,0.06292791735159264,-0.016393589166878518,-0.025403936395094185,-0.017712624202345532,-0.024890468423013432,-0.01297671143521826,0.0876529872997885,0.048412971916683506,-0.06933214035473001,-0.008668335802767877,0.03429800753513725,-0.005145991257155201,,-0.022699928310213346,0.05864390804021748,0.011779860687957076
ADA,0.09315622567861132,-0.019291016887041178,-0.03386697253217395,0.006864408980553919,0.035543951416145914,-0.016405290976848473,-0.00464403511551085,0.04652563276612609,0.06498220192208828,0.038894381128665285,-0.010891110120480246,-0.010390610861311492,-0.0028367976797742532,0.010674380262160141,0.05470556058267578,0.06299660484987474,0.015528056461552333
LAMC3,0.043871727982193506,0.028976678143885586,-0.029152190383947296,0.01919428679292805,-0.07990929441426974,0.047483310971802264,-0.0062992165985598,0.017169104604233525,-0.008488635316255997,0.11354186634044833,0.005959415910339525,0.09645940264691315,0.03836449561690191,0.15974512431193774,0.06628035702476551,0.0049207795291682736,-0.006032479347599176
CCL7,,0.04952678675642198,,-0.024487653847264593,0.06366330482589777,,,,,,,0.025343562270683996,,,,0.06378160744139849,0.0718835410278993
NGF,-0.021328917752531717,0.04925462983389257,,0.09634741497914634,0.04554166031161118,,,0.08239774998779449,,-0.056457862998099025,0.017213568439514628,-0.035622188610904874,0.0006813494956974757,,-0.004532492787123048,0.05796194979553204,0.13757802694042978
TNFSF15,0.06149962274027911,,,-0.02726820023473677,0.036611475228857646,,,-0.024829320638846422,,-0.04884801948596048,-0.002545964243258986,-0.0006336930010559438,,,-0.017127585150105092,0.047328037661969684,0.06684249190363531
HMGB1,-0.05745382819902856,0.026759918915651555,0.011473456955966401,-0.021735937907511015,-0.03584632332910598,-0.028127082478043207,0.0051516041297671065,0.014188703914841541,0.024709291037176482,-0.018467066506900973,-0.1316537021586161,-0.0014150816216712396,-0.04304390264453096,-0.024233312078521297,-0.011691781441057453,-0.05299114916876298,-0.015511419457673505
ITGB3BP,0.00878797965672679,0.008422884034391892,0.0582494001565783,-0.008493775237125368,-0.08263125896647776,0.01300579937211649,-0.029371050813083673,0.015615798546913808,-0.08993078594547697,-0.014660881083567629,0.027989452984753797,-0.01294554943232092,0.0669174026194407,-0.009247744332393304,0.011904907133795242,0.07687881159556308,0.002740369403119631
AANAT,-0.005520276756431837,-0.02877333982919768,,-0.02481127604699224,-0.030607290754521056,0.06332892533733504,-0.009181002993290915,,0.006726355726504264,,0.16044480689828,0.035236477826074794,0.023016487729146363,0.035919728290182106,,0.05826881284156398,-0.044620315503098223
RELN,-0.03677566690559558,0.021555591962885916,0.01705156690217462,0.04303705364293265,-0.010346264679470158,0.022955281918261374,-0.019931534723106877,,,0.17460596710771933,,,,0.014475546402922047,-0.020688266705051816,,-0.03148662351202855
IL15,0.02413724227255615,-0.011227562180449378,0.04088091379204582,-0.021197978198463068,0.058363875779097095,-0.031547920437472524,0.02019534317132362,-0.011351210031858594,0.04815822506985205,-0.02850617501816538,-0.0127384784189671,0.09590555785799737,-0.03574940403269761,0.07400748714910363,-0.02251336766955922,0.06200925207244209,0.017598486288304585
UTS2,,,,,,0.0783289492284199,,,-0.08697668648516,,,-0.023042521260596416,,,,,
BSG,-0.026547200225474705,-0.01206433431765803,0.006530772675885989,0.02341095425847294,0.007369089962962655,0.07442914314065398,0.027135529399089715,0.024395395657321545,-0.01884286903158231,0.12900813832496225,0.0831221641885517,0.029080104104316804,0.06219790742351257,0.14394604603522676,-0.017638130031472323,0.07522198521687434,0.12831013214863354
ADAMTS3,0.044476419369060355,0.0011936792385139647,-0.006282297429308301,0.013121019688575784,0.00035790967230982256,0.029396604218037452,0.03210508874953485,-0.016809415479853134,0.20419503486672114,,-0.032304980488917716,0.031777010723069536,0.06839550366158512,0.09786161352561894,0.03639022811714334,0.09145843337559784,0.008042652974812044
CD34,0.007401130021831703,0.04240384940183733,-0.03259518149828058,-0.016024324345156726,-0.06104410240424194,0.06649010416044082,0.04609405751057068,-0.025451772596611105,-0.04054665441080547,0.1768546970284153,0.07901399393022675,0.04678654054818282,0.07412135223301193,0.1625423151787684,-0.030253848550884036,0.06061356819557057,0.028718967077242405
CCL23,,,,,,0.05297247045236905,,,,,,,,,,,
