,UKF248,UKF266,UKF269,UKF313,ZH8811Abulk,ZH881T1,ZH916bulk
IGFL3,,,-0.012644883230653534,,,,
BMP1,-0.007924495443176988,-0.042500970347644634,-0.00016730478030513028,7.755663611344896e-05,-0.05013864800852065,0.03021967653765241,0.04366668894823227
NDP,0.05658317113553464,-0.037255963330447284,-0.019769129926438225,0.13513791549053905,0.08414222335493057,0.046487814662829106,0.03466301918511227
TNFSF18,-0.013821636833586264,-0.011239798286634661,-0.018777271987723453,,,,-0.032568355592896
RTN4,0.0016412239398731626,0.014546967817911196,0.05098497332153442,-0.0216688636992855,0.028931842121851677,0.07871471539236571,0.09889818659856878
HEBP1,0.023332631072837423,0.057293945320755046,-0.058362484144844747,0.0012391796994683302,0.003163748165597444,-0.004069624542350312,-0.05091429790308691
WNT7B,0.05133233241484051,-0.005796693044324551,0.03607517273073122,-0.050498369751743405,0.033039314221493275,0.024883594079683418,0.05448941250239482
PTMA,-0.051819046924086634,-0.06989577856172789,-0.027021764629678213,-0.03461362560739527,-0.011688661381336804,0.03482258528976974,-0.04041301436083082
CEACAM1,-0.016909165060490117,,-0.02470982046239906,,0.11127473520924215,-0.01586763428666994,
PDAP1,-0.0527743331328193,-0.025884790855657376,-0.05739518447664368,0.021137040526522592,-0.01347190363974714,-0.024351155010540835,-0.033297341919299714
QDPR,-0.04174652780358848,0.018603784318184,-0.027319813294956148,0.028815120257812972,0.007178219201267078,0.013770337211384166,0.038180345307522734
POMC,-0.022604265972839155,0.06691781182793007,-0.01828144748374162,-0.022929648879167968,0.05640601525134803,-0.025957365231193078,0.07738815933980062
CCL18,0.09025612731002852,,,0.05865285827069879,-0.010845019003742892,-0.01895207216742064,
CCL17,,,,,-0.018400341758833098,,
VEGFD,0.07809735831015857,,-0.02118357132242611,0.0858837229049499,,,
TNFSF13,0.0688161423332924,-0.010900259583845419,,,0.27926033841727765,-0.017818289814852003,0.023580616675097036
WNT5A,0.04795781191445708,-0.013672045390782907,-0.00597956389622656,0.07130609352622179,0.041908723478497736,-0.014586304079202675,0.004086777545178992
CXCL8,0.023001756563866643,-0.015504912276387749,0.06383210800613105,-0.012931204989387029,-0.0615706054651568,-0.05176455769188694,-0.03494518494238906
GRN,0.00802904943094725,-0.04068710090445021,-0.03651284966276459,0.034791366430138485,-0.03279800474389858,-0.06338774635578374,0.06334398669172805
MIA,0.01718302739597617,-0.019709771564873673,0.012868481076931667,-0.02101020327038118,0.027074628722060488,0.021297324310628325,-0.056285576233542245
COL4A4,0.002511138274884342,-0.010371115416027563,-0.012460593855237907,,0.005377890914041235,0.06437567199305935,0.05013638565809086
TAC1,0.11453508991403877,0.08595868005452563,0.07722671714031694,,,-0.000554382925537708,0.05447875245293357
RARRES2,-0.04690109933933151,-0.012078373189527931,-0.04140270342051994,0.052189285615313274,-0.06474472227091306,0.025225727640593037,-0.03995959286211023
FGF7,,0.05257683923126341,0.038476563140406435,0.026972092043305414,0.02898137817524922,0.03534249063962583,0.001958520101333595
HBEGF,0.03496599061230136,-0.02242600720616187,0.043989154922044346,-0.020467110121580923,-0.006794583999913376,0.00015716810772535791,-0.019656501928595423
CSF3,,,0.10421012384705798,-0.02327433507577657,-0.040428151013511694,-0.022748421247615697,-0.0416526524199512
