,UKF243,UKF255,UKF266,UKF275,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
MMP1,,0.14144415899211268,,,0.07883986664251769,,,0.03487034072726828,0.04761731556761028,0.0497061080646389,-0.03234270462020885,0.03522493774033092
MATN1,0.031124662810037618,0.14004619834639642,0.07073764971723526,-0.01715601888444802,-0.027070479993356513,-0.04767819614558197,,0.01607494753117648,0.04138594472588231,-0.05356689626500167,0.08504276426787415,-0.02393683228677633
ADAM28,0.04194392729206437,0.041789983170472896,0.05074487867587197,0.017090207617341997,-0.05498064636360929,0.0612267388594169,-0.06744487447344553,-0.0025688116787199386,-0.018995477345792808,0.04870282579338208,-0.03615177449629361,0.02533052367731187
TCN2,0.07348064487301337,0.03209443718929145,0.06967482125732005,-0.016395374788856075,-0.0058672475664420035,-0.01227303263809536,0.013497355477648154,-0.08912348183824617,0.03175305035135664,-0.054343471782982565,-0.028386385934697802,-0.042318143053797434
THPO,,,0.01358355164019257,0.024851254353428186,,-0.07067505235767725,0.08038467497918775,,,-0.002062492016841017,-0.025293140958647174,-0.008309655239710364
CUBN,0.14713567035610214,0.03447430213404483,0.010850054614505509,-0.03847663077436949,-0.06859720079528364,-0.04664121752669111,0.09599519520331484,-0.06760357643606603,-0.028919739992808228,-0.01470292428495344,0.006210666904376492,0.058884317997771586
TIMP3,0.0895439324262459,0.08425317535177577,0.05353701998698213,-0.04484179610101809,0.055765867799798995,-0.02320598605714231,0.0917223899452402,-0.001013505519516082,0.05986128151587148,-0.1366362140674872,-0.10539698241497603,-0.05897620051336867
PIGF,0.02344673645270186,-0.03901014430459226,0.12232058218478815,-0.0007969361195416325,-0.03055426624985571,-0.1236605281575601,0.07896355223383147,-0.03513323428811281,-0.03441749335440691,-0.03733000638958156,0.09200392179540842,-0.025543030558455207
CRH,,,-0.019129889889576906,-0.006988954071199703,,,,-0.010757960881127978,-0.04287899266132653,-0.048254205876125736,0.030451637502361857,-0.05242544084518996
BDNF,-0.08282750682368933,0.06114206760622345,-0.07611924926833273,0.07233162015888961,-0.020905641591410843,,,0.037724880696135624,0.06993050248480993,-0.030789902659086228,0.058981028873342826,0.06408444420205892
CCL5,-0.07010142795025923,,0.05428804151532501,-0.0563756004069318,-0.09657172502469148,-0.11296959216327432,-0.09672979647225358,0.024694162816245493,-1.2517377815218978e-05,-0.04180841408674412,-0.10702317385715379,-0.05255417087229545
GAD1,-0.14889350372509108,-0.04152937874241807,-0.2233129256265093,-0.03916739949993815,-0.0005764722003944958,-0.06237766680424694,0.08151187791895784,0.028251251794074367,0.019972375703858382,-0.004502589173042549,0.0752802640861385,-0.004198631442896542
COL14A1,0.006089603537940808,-0.0834686059331391,0.039986379158732155,-0.029412877516472993,-0.01171215473417466,-0.007871564620542679,0.0022443062035636106,0.10609363686014077,0.081629665864298,-0.048601097644927295,-0.005541408176549482,0.008412519577444126
HLA-A,0.07883395788756878,-0.03571352827329852,0.13070914911366585,0.0462349445790942,0.09113865636955946,0.1190689851265137,0.04874556085782457,0.20517297223973155,0.16282320781692147,0.08655040296600225,-0.0425240037455558,0.05804849535520572
CD5L,,,,,,,0.01061870102853086,,,,,
FGF18,,-0.02401434693629108,-0.027135984005794915,-0.018383350129012016,0.08926069845959149,,,0.04881503121788388,-0.02830347787366625,0.09567493953820305,0.13484023841186196,-0.032860949649978315
ADM,0.2852094062111083,0.2130614273150363,0.059822331772982275,0.10026400253576427,0.12733041882711446,0.10924586165431437,0.14543077084763079,0.25745068995432124,0.2211866225357064,0.14104415059045572,0.14380279402315405,0.1027505067441983
CCL15,,,,,,,,,,,-0.01666174687291157,
GNAI2,-0.08637871292371206,0.037644751279121313,0.2037101614150394,-0.00922759843147787,0.012895702276028449,-0.09387991438480925,-0.0050554198939049225,-0.008022430996594162,-0.017207091328424934,0.009777486922890728,-0.12171785526116287,0.020926879997029094
HDC,,,,,,-0.02301922821978122,,,,,-0.018882401664826087,-0.02393682144601153
COL11A1,,-0.11130893790589334,0.3155381793404985,-0.003928409726972439,0.07878650905940822,,-0.020150972546898148,0.119229913079042,0.150114335262018,0.031923472928318264,-0.047398806281168826,-0.01353950311388207
NUCB2,-0.007941180806269352,0.0937896834260873,0.005440029741802849,0.02498988502394058,0.010444617680128564,0.02928076365320713,0.10053110091965461,0.023481989756595878,0.00852557895713428,0.04467814548248414,0.050126494689997546,0.032019649744904816
FGF16,,,,,,,,,,,,-0.0028508488960292382
CXCL1,-0.028136509208064917,0.10067054517242414,,-0.03881956353621735,-0.047276435905548087,-0.06557115909725822,,0.12411951729588971,0.10288961092075408,0.014620650219960228,-0.020048555886681505,0.025295756177555643
VCAN,-0.018699092871141722,-0.22628927178007446,0.2567944992363534,-0.021491863071835798,-0.07396507345006992,0.07718845553949646,-0.06963439754626242,-0.13960008861025097,-0.11396242939465916,0.06289799603492356,-0.07602135537720946,0.07937756143313428
MMP7,0.0009075978667259615,,0.04102638994795083,0.01629316630592362,0.00091978708266369,,,0.09264095919153287,0.03746091606856508,0.022736739260907614,-0.0499061169022528,0.10045444579373358
PTPN6,0.05256613376985294,-0.024215195935450417,0.07938507399557453,0.03572019942605392,-0.08503951431535421,-0.06865663369946758,0.07880874800924126,-0.039676587055615026,0.05723590794425658,-0.03732011177941453,-0.03191747875367481,0.011693634130008377
PTGS2,0.0893559463775613,0.1831928418943418,-0.04119055436119306,0.0688417335710506,-0.009648974653382427,-0.08892525997875353,0.033858167477938475,0.2198351478647332,0.1632290513009951,0.11621165283764479,0.18203038172076375,0.09000128791669885
XCL1,,,,-0.027828613383796698,0.07122845461855437,,,,,,,-0.042599911061732124
CD58,0.029251360447560007,-0.06184004649558138,0.08948556949806874,-0.023081183371252336,-0.1033351605442802,0.09582171808374433,0.06311426855185018,0.040925846909654576,0.04110380401879349,-0.02723735251336355,-0.05394073418844014,0.0392836983660503
TNFSF14,0.05414156840979405,0.0037193737986037367,,-0.03803271348016633,,,0.054731713057102026,0.09221177710563565,0.006166059016889244,-0.02328632791656312,0.012637612120615338,-0.025478531873265212
CNTN4,-0.11054748697006003,-0.03458031560950649,-0.0891796988126036,0.06289729890151961,,,-0.04205101956316046,-0.02819282415365019,-0.07597029808016793,-0.03215483950197252,-0.02835099846106575,-0.007906413184140898
INSL3,,,,-0.019537320634686727,,,,0.05063675877995498,-0.029677922779892313,0.008940488432344693,-0.022813710781536,
BTLA,,,,,,,0.028541102472846813,,,,-0.02205971762516938,
MFNG,-0.08335654544796756,-0.005229616363636495,0.15920319956942486,-0.015147842279807117,-0.05577354596720907,-0.06323364304751976,0.0703576182909707,-0.11455544679735216,-0.054999342006961986,-0.07469222694986334,-0.050915463104642,-0.025276819292119876
ICAM1,0.10306147668532635,0.10641173349457299,0.08259660583005031,-0.06563532387305852,0.029872064903611346,-0.024750961640647374,0.04583091672645145,0.1464221243418989,0.15123096331847874,0.028481797886309838,0.11317107783204107,0.0280881920351618
PROS1,0.06737637234844196,-0.009549481803557884,0.20059665586480963,0.06670707455412057,-0.07110102787255629,0.006658436704943737,0.12454926591034979,0.06919344153054256,0.13267236226254447,-0.061047944362553175,0.04600353180154866,0.164128803306133
CLCF1,0.03383208202081006,-0.00520834757643303,0.1667041290069685,0.003406103355251995,0.020581342110899983,-0.038338449127317945,0.042938214309415176,-0.0018744582015903222,0.08522184586482487,-0.039053781474287605,0.16502175005338127,0.09154698353811062
PSAP,-0.061620280257083965,-0.13716380615649607,-0.19141606821939242,0.004523486815470929,-0.041730531465223576,0.08117734874552357,0.10214236849452225,0.22924445775708407,0.16194906129745235,-0.017492394128668206,-0.024763570983884535,0.04256320493138304
EFEMP1,0.06597483758239575,-0.07752040547142884,0.14387208981100727,-0.0731792962034184,-0.07679313573219984,0.09154866980895417,0.13022298696486026,-0.04534018377845139,-0.0009572733328994916,0.06466383168849221,-0.052724567285339384,0.09219583086081003
C1QTNF1,0.19886797734486114,0.2118402631452282,0.014284346988632159,0.04880512224220278,0.04773271191730591,0.1219696096362226,0.10169410438007356,0.19455656413896247,0.12473700896561589,0.03741636677394848,0.18664456221292447,0.11472269718804938
ALB,-0.008595143516707647,,0.09653726118056197,0.005197068332233089,-0.023704261529123142,0.002008619264972425,0.05801878961343289,-0.00010040519191324723,0.04563948259435404,0.0264373701679611,-0.025796843891987765,0.08376025272115208
CCL13,,,,,-0.009456423665911132,,,-0.03548536397063507,,0.037349199677221404,,
EFNA3,0.07287062279433332,0.03721681376899295,-0.1491437667256839,-0.011121689542632799,-0.011594576239586919,0.04808952658690528,0.13532615030990391,0.13038296354673376,0.11352801654463632,-0.03715948446613017,0.1410676918610769,0.01670448576139301
DRAXIN,-0.08743983375106179,0.09725442016358338,0.1949651550312644,0.03306082617617005,-0.0527949843900236,0.09399114797313711,0.0006210318422382162,0.16656146998116292,0.015840894122414115,0.037537142070504216,-0.038647959902179445,0.038112425992315915
RAET1L,,,,,,,,,0.021477033281566277,0.04082773637546355,,
NPTX2,-0.21567694433933887,-0.07882760747216458,-0.2372219862905077,-0.012663914242826793,-0.04242839848028095,,0.05795548041860261,0.019990636115926975,0.04767574500077095,-0.003291668105743331,-0.044440642542853924,0.06566700008419762
FGF11,0.2442606801008619,0.1459952511085382,0.23106230840014166,0.023747949354932147,0.08577726035465177,0.08002522164908613,0.05381398616931426,0.1804031125716593,0.13034331382388456,0.14361205975727256,0.19051105785968056,0.07897728652646069
CD59,-0.07996070612735154,-0.10787876237207493,-0.14662434263475296,-0.09859035812067592,0.013574484217674846,-0.12308110870309423,-0.018146530364437093,-0.07040194469944269,0.02321677525202582,-0.10248726212164791,-0.1803791953897128,0.001189940172199384
COL9A2,0.011686293098644582,-0.1477100397600788,0.15192574703516495,-0.03803706850275389,-0.07644468074788689,-0.06506078668525742,0.0021962605444030277,-0.08032581221866524,-0.09799614187750595,-0.08228362508017371,-0.09905912036737333,-0.019527714789206757
DLL3,-0.18463299394249666,-0.11812226468020053,0.20500010220966766,-0.04169476460483493,0.006494783803945435,-0.09808583398048291,-0.044891366222967,-0.12136690210954303,-0.10648526860898085,-0.08290532068852231,-0.06785444313053132,-0.004969896707612415
FGF5,,,,,0.033191267734673305,,,,,,-0.010996691963567269,0.009274421235352765
LIN7C,0.011588465193377953,-0.05520612775119715,0.04592115210400742,-0.04869074753724594,-0.004487132413176987,-0.015257924681477929,0.03323941380765013,-0.02000611723780972,-0.008159635898472566,-0.012755384865023148,-0.006373813239733138,0.022226896228383794
GDF7,0.07383975831367984,,0.08161431742905953,-0.02286137037621123,,,0.0007257614359761428,,-0.052400989328659046,-0.00040651234294062207,-0.0325426671915566,0.0228081089231375
PSPN,0.010832509777741153,0.025119543745102446,0.0046350826813373195,-0.03065402880035236,0.013822661136032227,0.08342599245016957,0.0899272692467647,0.007912568767545486,0.01173036578525991,-0.03170099758409492,-0.026267058986739915,0.128863326848773
ANGPT1,-0.07764029225579809,-0.05567398377497742,0.01722654827535365,-0.012551623678975696,-0.059255748039628714,-0.01808287721691992,-0.029187296644139372,0.08041951697484352,0.1236880963426723,0.0600820043919437,0.01793333292995644,-0.004504527349670531
PNOC,-0.09331288234692754,-0.07158884756270611,-0.17309194135394138,-0.012408155586122495,-0.005817797202304302,,,,-0.02295647654736912,-0.052377848762660065,0.048853081207660944,0.08632308786809423
L1CAM,-0.14093182078597372,-0.047071458771550174,-0.08711025949767229,0.0056059079527641985,0.027099485948121158,0.10822152794783738,-0.01027000367169546,0.2036709197566852,0.14959148253045726,0.08105366057872711,0.031681760078129236,-0.04333343998203423
APOA1,0.08098464946645983,-0.02026134444506932,0.026094543516154405,-0.02544099013683569,-0.007809418570251828,0.08475170337751975,-0.003878024539903157,0.08437823273412572,0.06593547796629991,0.036559633574643376,0.004796582934614119,0.015775533413851774
PSEN1,0.0921595864255239,0.024419908350765795,0.025810776222234943,-0.01219176645272926,-8.836565040644582e-05,-0.08937390931127706,-0.10018802943869402,0.027902444441116805,0.09773669183535094,-0.030079867017663697,0.00012915352760821698,0.012136304994164801
CALM2,-0.16297483519633796,-0.15919249064381683,-0.24755543844744196,-0.056936337704884515,-0.07097607710588488,-0.12505701057896246,-0.058990786000966494,-0.09186849505392176,-0.06345307876165247,-0.02280780153086571,-0.001264148853720327,-0.09648938427576538
CLEC2B,0.06029437109632616,0.198780714788673,0.014079347930069812,0.03972750815023838,-0.004512800769127555,-0.03986121044470875,-0.009331842656473006,0.03007893462612812,0.13317846700973804,0.06725592765459107,-0.018113625958827626,0.01446244157084632
NTNG1,-0.13441236252863067,,0.019156044541450666,-0.03895599091490136,0.009731243211431503,0.09069542344749354,0.050192048932641,0.031195329293905193,-0.029957581403820405,-0.05838834045679763,-0.005346368937607159,0.0793595288649025
LRIG1,-0.018968652138297838,-0.18809162758600298,0.10171540312158266,-0.01388963479370118,0.051577566163850085,-0.15915239445340407,0.11981142196815163,-0.15909760956040722,-0.13657493600224554,-0.10014240107618325,-0.07006453680049661,0.03396472234453315
CPAMD8,,,-0.00464470997838692,-0.021671399474488203,,0.006812155211233546,0.021740964253947986,,0.04334446911910627,,-0.02390438595291109,-0.02594549383788335
GHRL,,,0.00036634650734401893,-0.008393043020055018,,-0.07821194741767999,0.002294485948418406,,,-0.031616916367828346,-0.03281536192878608,-0.022871222782100235
NPY,-0.0794317176195923,-0.02070330063689205,-0.12529633219335562,-0.03370191848374521,,,0.02679034607270019,0.11282370316167102,0.1208279474240804,-0.029067845027611894,-0.028808137001126142,-0.015677171451287695
MMP2,-0.05303294663006857,-0.17440631447298394,0.13084072236141672,0.016219577427980844,0.07984346836706806,-0.056212542247471894,0.050032032582365396,0.003255636076553099,-0.055173572262384785,-0.07573980792135958,-0.1704496803971453,-0.02447666929340889
PPY,,,,-0.015838267324003476,-0.04058758210833463,,,0.20428670879036293,0.20558489483953812,-0.025375072054639423,0.051833831652646996,0.00624715731045031
ALKAL2,0.02089896647576987,,-0.030349522311972084,0.006666987330786701,0.03473453001530451,,-0.009096487234614538,0.042651261462769756,-0.04804248715674657,0.03459478962305243,0.031046302472587786,0.09001459113016608
CSF1,0.11634856226186421,-0.08429482331098152,0.15618658024936036,-0.04376449786132415,-0.061579130418836815,0.00415567414792956,-0.045784776250294444,0.0401986080831865,0.029624830933843514,0.06107247111396176,-0.004806288053581822,-0.002014841687338547
SEMA4C,-0.10410975277925359,-0.11800954245353959,0.09552000317064589,0.054209335683071395,0.005578287932633289,0.01872952024448016,-0.030389344497722157,0.012285193179035687,0.0633583982414064,-0.04854039809678275,0.022363210015605307,-0.014479376893184272
BMP8A,,,,,,,,,,,-0.020476533470366817,
ICAM2,-0.09819677876003759,-0.0690222115022662,-0.05043423698592883,-0.013158420153197035,-0.06890834221696174,-0.07506761606574731,-0.09829875300154048,-0.1289400099770811,0.006050325922673612,-0.06887538546694391,-0.10241360173117287,-0.006784618856015328
SYTL3,0.013181569469055843,0.12747213095195772,0.006509523568090721,0.02322767919882833,0.07212183211171924,0.11975269311425008,0.18280863032211006,0.0319206380557346,0.11197278635044465,-0.0342056727296293,-0.08449905981951034,0.03597330994584118
IL1A,-0.02192566901594639,0.07909312485005328,0.058017988547889164,-0.05401884093125372,,-0.13842241294298482,0.01152678398073866,-0.0035537416106781058,0.0704385718001652,0.052336992271089545,-0.004756479634331895,-0.04111174166533129
HLA-G,0.015984418075221205,,-0.02868844597585714,,,0.029749140495799714,,0.10190374566964412,0.12905253489254434,0.054153063204455676,,
PGF,0.08590041053881856,0.1887802170544576,0.08598106095667933,0.02244471352494285,-0.13414052264907747,0.006218733257219749,0.09759621890016262,-0.10834900476960783,-0.05807691316966508,-0.0874825096269339,-0.08836798346729612,-0.07511017188754121
LGALS8,0.07335365281962969,-0.02073026372899746,0.06077790383574669,-3.639743406633525e-05,-0.004332689180291542,0.04159090602932392,0.04392503641793206,0.05662800832561598,0.03862798492156816,0.014518431870352292,0.021239206570622,0.07488647260961034
DKK3,-0.2224666609207579,-0.13014734564313016,-0.26953255134896636,-0.00578264502908058,-0.0038135647770632434,-0.04270771303724542,0.02709220237545113,-0.01462417814478506,-0.02058434537981476,-0.1470648680713886,-0.14604370700393868,-0.07818825002141798
COL16A1,-0.019415971395451675,-0.19908081046393242,-0.02159142504631122,0.002382572816695842,-0.061142953320289316,0.04249898464058813,0.006265236508693479,-0.0307146890029068,0.032554428225185,-0.016127798451811823,-0.11158845463858778,-0.009855035197844423
TPH1,0.028447462186135128,0.021541036382252143,-0.017701238114322955,0.05067189571030518,,0.007696468569126254,,0.0414325982164538,0.02352686987169276,0.04768713825560488,0.015370002933505093,-0.00834913167464272
TNC,0.12816865725289986,0.04420882561838913,0.28413410693730745,0.06466673259569615,0.07557413200623676,0.05904297391223877,0.14538361626171478,0.15421805971930064,0.07026908567934481,0.08942935367763785,0.03730919261023535,0.12304149458205539
TNFSF9,-0.12748281948372162,0.02163545315877778,0.014733272490901315,0.01856741609627466,0.03784841475910578,0.02420970858066183,-0.013296097001084636,0.058395137147459246,-0.010481391324651104,-0.03931936085357641,0.021756009380764725,-0.045361619853903974
C4A,,,,-0.018775471485614738,-0.014328354306922166,,,-0.003607820077329491,,-0.036286817445981494,0.13870872344632662,
CNTN2,-0.05810962123715328,-0.0799598640406538,0.11724405413516949,-0.07610837278803556,-0.0029078882045986687,-0.07892468354760757,-0.07244107106672026,-0.0753068517302186,-0.013600596437744398,-0.0682199108315922,-0.039256917601394194,-0.06836693159289482
F7,,,0.029275509113944838,,-0.0161289255233385,,,0.0160644282843447,,-0.026814616109153498,,-0.016349167324133978
LUM,0.01789771599140647,-0.0788424097750439,-0.016430373856274043,0.018710397094791737,0.0805080789003704,-0.13763275827778215,-0.007613632761551274,-0.11331381930933956,-0.06375362433053096,-0.03012267202639573,-0.14102153296719644,-0.02311533824514512
BTC,,,,,,0.0372677949300347,,0.058007750095491216,0.016284270700403596,-0.04275437694048966,-0.011566910990077027,0.02795112218638339
APOC1,-0.03816260589651435,-0.10478774286774115,0.24360994826121413,-0.04367534169961935,-0.1083188647111797,-0.053172665152949716,-0.09464015345460493,-0.2119562564738267,-0.10064255674075674,-0.016768568262904113,-0.10225480128528958,0.020336316397844494
PKM,0.1948442657833476,0.1771247404695474,-0.018889597884476528,0.09254541873131586,0.048172124359747534,0.20838583065110186,0.16216746959622405,0.24323246428195605,0.21134107751009273,0.1973953812723018,0.18720175348578208,0.12406175218412882
TNF,-0.0716167380332587,,0.023646540745620892,-0.042834896009840466,-0.002776049596405214,-0.1350961696367208,0.014889425636591385,0.030609658945147566,-0.044575175567838396,,-0.0620971706841522,-0.02495989024472475
GNAS,-0.15108018829396536,0.11550012408964876,-0.22425347651292207,0.00019950735600455973,0.06920716843758125,0.05940592220817548,-0.012899284275513926,0.10707395725069556,-0.03514439978507591,0.07513455620234569,0.03569765080071734,-0.0007133064105611976
BMP8B,-0.01884281585182371,-0.05661380268776948,0.12702144903363574,-0.012146298196601466,0.014476479211120196,0.0035761501411737673,0.003978837122700738,0.12092833662500259,0.04599727266532851,0.01330971424892458,-0.013383776203311297,0.05715469615622251
LIPH,0.06287759775144598,0.015139197199663983,,-0.01513816260229563,,,,0.009290596748048524,0.05510210346756332,-0.0417073216690983,-0.045386120145255886,0.023690921273162253
CCL28,-0.025785174092588268,,-0.026487898984723417,0.012242783306364706,,,,,,,-0.01590007251654227,0.004741140405703262
PTPN11,-0.006414835248218212,-0.04776964738225233,0.025901266612845326,5.812929770893364e-05,-0.04951093828657855,0.11942351550837041,-0.06815149865047078,0.022980005391685147,0.036084022849809765,-0.010062672194156482,0.04477150428413979,-0.03256164146483016
ADAM12,0.016117574929127833,-0.00434765679907238,0.009676468821479977,0.049592570347521917,-0.08389925862257046,-0.05361243941258735,0.04452071544878808,-0.013167292639344299,0.0037337488302014795,0.02210722938887353,-0.09168078855283167,0.0032873207009277276
EPO,0.09122164787751359,,,-0.015838268015346973,0.09560299158982906,0.06381469031746317,-0.03149738753297592,0.01611875890352078,0.052687617254067995,-0.005948274973508009,-0.016908405699359925,
EDN3,0.06655882967740394,0.07837748549100641,0.0009310039618622797,-0.024548534282986506,,,-0.03660755639368207,0.09563631457814654,0.04197306100449859,-0.008523936472672022,-0.0025019277508642863,-0.039800322818894035
CCL22,,,,0.0036200845741793434,,,,0.10179779169378489,0.08101841806111457,-0.01652151597575863,-0.026127917667536648,
CCL2,0.027214873650315805,0.04189679241978039,-0.00281241337936194,-0.08388161171603781,-0.028357209706759236,-0.14472266261217476,0.04165026776125059,0.06948709890883463,0.009656212879530562,0.06338076942220237,0.029251208712683906,0.02596570277757844
DSCAM,0.07867588119937498,-0.039126864167623246,0.07393928514717756,0.023933351140146854,-0.009480677528725385,0.08458565714208242,0.06360420894230841,-0.052206275584977375,0.023175622564961404,0.03839861208928508,0.13025653579152832,0.044644754075150256
ANG,0.1864514702177876,0.19505871642523273,0.025504861447766838,0.04186160357427876,0.058371501859491415,0.06561266080910724,0.051224945844996664,0.20919862935794056,0.13586430132375976,0.06092774567811122,0.05842364059738069,0.045016558989698995
FBLN2,-0.014102413340039517,-0.007782867532418326,-0.09105751025696214,-0.016391948203774723,-0.020548014250226142,,0.019872329311924213,0.025076098764930287,0.09419933329133919,-0.059999804733817545,-0.03865334966218643,-0.04433329803349775
VTN,0.04694510936920488,0.0369119326055731,-0.03039939919136094,-0.0050531187945869645,,-0.07393008841140307,,0.0015627635425394006,0.01637858620597736,-0.009233346134852837,-0.02757478739332877,-0.01273951212887114
VEGFA,0.31492573432903714,0.18564666799080773,0.17445165047065772,0.0915283985536627,0.1805366241924685,0.3178849622009253,0.1260842073148586,0.27174187757865415,0.18167357927203143,0.2311815917460192,0.2075443001877413,0.12078311233303246
F10,,,-0.00670893880971389,-0.017366318559060182,0.014236955208434007,-0.0020384506631301804,,,-0.001390171139598019,-0.06778897037189693,-0.029851701217653667,-0.03286096147868939
SERPINA1,0.06284312329443217,-0.047766760142738486,0.050045991164434846,0.018319464837787444,-0.06736931516145063,-0.046070336379764106,0.03675722189926563,-0.0480312722918553,0.025772511511107227,0.07606800096772495,-0.08575548103828985,0.11032001657254924
VWF,-0.1131161003444066,-0.020078299119193437,-0.021112540640700773,-0.04279129759298897,-0.09537951916209024,-0.17752496842113563,-0.015624130264690944,-0.20798445381746306,-0.07707197650791948,-0.14577214982658032,-0.17689995479477985,-0.07529636162905357
GDNF,,-0.02328386569328436,0.04495409747191753,,-0.014839803372164732,0.1478483865346275,-0.007413471506488332,0.07356990340832388,0.07500161460657924,0.09712326575273125,,
VASP,0.0655317518372198,0.10480464638744959,0.08594349676803804,0.04834121339296825,-0.025129798575410093,0.023970539218141747,0.013145330754770432,0.014386489265130722,-0.016078773327859845,0.020407303387262307,-0.03517710004935892,0.012663414749792816
ADAM15,0.011630982892794838,-0.0544697609759433,0.10469696000632706,0.013486469187515955,-0.06685575217929748,0.07332719028948087,0.0008833320224420208,0.10280634297884594,0.08051474674744154,0.028063329119558347,-0.049804695597419256,-0.003904141751222605
WNT2,-0.08962758720487889,-0.07280800305991368,-0.032842576613781316,,,,,0.142064343660641,-0.01451970844762334,-0.01917938937856005,0.044664312418008834,0.07208042926812447
CALCB,0.032594000195958366,-0.005064141177558122,0.04358279128621895,,,,,0.10315632841757713,0.02455920284249816,0.014558914831768719,,-0.03845226020149977
OLFM2,-0.1542046406759263,0.04173177287847234,0.08609820288433452,0.06437831502009501,-0.04783234364187223,-0.051659539822715636,-0.018525615726816276,-0.03914101651650336,-0.06597821047578148,-0.04646003193426552,0.02392173403264974,0.03363310655237165
MFAP2,0.03585777424473043,,0.08556975759350346,-0.026991334938201206,-0.13545703791403454,-0.06306621476069002,-0.0333763216236453,0.007624862266751495,-0.014008756210950499,-0.048560774520472826,-0.12820066301141259,0.011665474022296177
HLA-C,0.048702038105982205,-0.06752278565917144,0.12336567353301382,-0.04958628338587577,-0.014788937126871767,0.013281034170174387,-0.04509039641405556,0.14757204407283703,0.12192488455668492,0.04360162631070232,-0.047001986947244515,-0.04230050439855681
THBS1,0.02149000032196359,0.10390826075884022,0.06159224488619132,-0.07017067816345118,0.005583409944992622,0.0002611294295144965,-0.028551694641299072,-0.08883449476806594,-0.01103789191466851,-0.058215108418242914,-0.08209569201881671,0.08455999527393548
HSPA4,0.04302483580704774,-0.025357487778449084,0.07850810979582244,-0.01272384929261764,-0.11414878977045051,0.014677783991929707,0.024556853751580024,-0.08829438094069746,-0.013696914342659617,0.03009839380964592,-0.005200681459541683,0.002999657386552356
LMAN1,0.2010879237771031,0.19582053368679977,0.07094238934297707,0.07656824035741652,-0.021591838610345495,0.1696684268295032,0.05971657140312466,0.08144620360873987,0.06108719546956127,0.02541151541757311,0.09656669099379728,0.05805017096534183
LYPD3,,0.02767072022207346,-0.03820589569985433,-0.022174849170264473,0.02751701759386065,-0.004444304043958699,0.0029848083092722734,-0.002937035606095904,-0.0050563410528932495,-0.017506279321417472,0.01355858190258313,-0.022150448060430695
APOE,-0.16886543115867506,-0.17418046571930587,0.17289486630450696,-0.05621067862945001,-0.11825167852496421,0.08015901156030315,0.029228070391089312,-0.1931334780613494,-0.09657793529480863,-0.15346354087454586,-0.18921443539317606,-0.057153108370749876
SOSTDC1,-0.025362118564108548,,-0.0619084149436602,0.055576914007042726,,,,0.026797194638461492,0.057493719727976574,-0.06779543126266277,-0.012966781403081785,0.0005468265388481177
ANXA1,0.21919155794859851,0.09776944527371566,0.13491676516139092,0.021994158856320722,-0.033550635441420396,-0.04092116599787735,0.12924493233862083,-0.023014583720076618,0.1306037341786779,0.013160671336105509,-0.07533037744107778,0.04292863614638046
WNT2B,0.0186935074650811,0.05570482204499688,-0.021550934951443793,0.022775278287092776,0.009482529147030596,-0.019310360623520866,-0.0019768275853206748,0.05557080578614944,-0.03154176229789935,-0.011619065507578076,0.06986595346364137,0.05055124949031926
AMH,0.07681600088255773,-0.034252058259226385,0.08448008737161947,0.026278320181172585,0.0031616084768697123,-0.06176353908832047,0.03047131458865726,0.10333020672595064,-0.056069025515312516,0.04635243185161668,0.04216592680385273,-0.0016518537546712185
GDF10,-0.09002693102240163,,-0.06378856336146035,0.004447318768710097,,0.010692379100645329,,0.050336913882284506,0.00976262805124913,-0.052860599535354665,0.0245898020688503,0.0129577281085198
EFNB3,0.09953985541133904,-0.04173477229288749,-0.09875384020895779,-0.0004026506096097677,0.038690415776346194,-0.04935484181295319,-0.03414039644673387,0.07242491376101365,0.09994718556675322,0.021026518882862208,0.06110605014563385,0.007270470692849946
LTB,-0.03381682033331163,,-0.03162495168174652,-0.027557362617367447,-0.02682964976347458,-0.014995578735671174,-0.012616092952473238,0.051552196074951276,-0.07938326216029393,-0.01049137055417459,-0.09053575374811758,-0.0415304340259044
ANGPT2,-0.1127060554460258,-0.018721812503292818,0.043907289424534715,0.05653269596127462,-0.08631714432905252,-0.14693015642748009,0.041901055152745635,-0.05972279563480292,-0.01030411436635815,-0.1108296368130606,-0.09609546469482318,-0.04902881396208263
NRTN,,,,,,,-0.041786643053805125,,,-0.03763747154010095,,
ADAM17,0.1215517442490784,0.02315575116812571,0.18323074953009724,0.011132142753447255,0.002530614989470672,0.004799039569120827,0.11168599178613674,0.10920011043486925,0.02008131793560908,0.0860566699936177,-0.032435091912572565,0.03282651232891858
LRPAP1,-0.012488240301696228,-0.07283232848585156,-0.08681469830623174,-0.006043079320467991,-0.019026068356473344,0.013898823478422704,0.10286602257050517,-0.0007189569909158118,-0.01882659850256237,-0.05127730437956151,0.012978795658453677,-0.007720138942621691
NID1,-0.09578079772965208,-0.05486031065296694,0.07896976681770719,0.019190118623768033,-0.04000953698947201,-0.04785658955375474,0.02037519635116451,-0.02451885283715351,-0.005387897137861722,-0.11675936887497225,-0.13842496452683883,-0.010484901514915993
