,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
VEGFD,,-0.020309789068621187,0.04859722432585625,-0.02026335731162024,0.018904221209792623,0.06221145041922259,,0.007511347436047584,0.0050595459927590515,0.025685984101018976,0.04067206176973449,-0.021912880615360546,,-0.0301529400607623,,,,,
TNFSF13,,,0.01197463532521992,,-0.020601143649331445,,-0.014919208246834313,,,,,,-0.0021248047047187726,0.0033034512442151488,-0.021285245898983247,,-0.028657218528347052,-0.03936152987781262,
WNT5A,0.05319590888102812,-0.006014163064000277,0.05246922072576351,0.028576880155078564,0.031794607555087756,0.07909364315218347,-0.04144128588073455,-0.0053895090537219815,0.0944428025325442,0.020793671921976387,0.002750910999990521,-0.000988505037897241,0.09406949759614193,0.07940783364240361,0.055045582773442465,-0.040704598014400864,0.005021365051573799,0.019481804958985233,-0.016667318897815517
CXCL8,,0.045843122045755566,0.009566797018436839,-0.018973406739109747,0.042878002628673965,-0.049309606692900375,0.030144002727063357,0.010941811729181742,-0.03565298679111827,-0.013513117453675507,-0.07166047679863483,-0.034405897309216636,-0.03779598849584874,0.03401352073377792,0.0073487605738903755,-0.04480274828277237,0.025094811873474395,0.0003980866723479216,-0.01957868675904839
GRN,-0.062345810036890416,-0.10180335426196373,-0.014071270969853583,0.01616444416519372,-0.014718446313511935,0.05023511053744023,0.034233049116308444,0.07368737466245802,0.0012914731662560083,-0.02017179261604267,-0.016276454166009854,-0.0040801138180777165,0.04502626287854288,0.021540295728140674,-0.0018590762109095052,0.07676388308032754,0.00394777749064347,-0.05678380945058438,-0.10037578700452679
MIA,-0.030018128742070844,0.11373609189498575,-0.0266528266124217,0.0001592444520383508,0.004564937475424961,-0.07185523199714855,0.13613469376027673,0.08244597201570837,-0.0077391398190718354,-0.016503015133767722,,-0.03001069421659296,-0.024308981667848447,0.03923745367995709,-0.019237966031839568,,0.0898800427291943,0.04110038088219872,
COL4A4,-0.026559924846091328,0.029273270320870685,0.0961718634010861,-0.030305639893358636,-0.022581149317881223,0.10212098538922028,-0.014194967510038261,-0.029478834912230824,0.015496593128950738,-0.017453338280140764,,0.06579448466300475,0.04409158817030929,-0.032466973361006145,0.02173198581291001,,-0.04378398805868289,-0.02171737100762313,
TAC1,-0.02293360617521724,0.04089833971790544,0.0364907681541581,-0.015852551708856667,-0.0008643636407763898,-0.02553154818243141,0.004955346422114871,-0.012462685018606248,-0.009633557285223781,-0.008588306517218843,0.019073033344225346,0.03524654462144429,,,0.01607553879567015,0.2170021416032453,0.06674513146513751,0.02163053293038321,-0.005627004602451088
RARRES2,0.128404470922012,-0.07031106541266484,-0.020075606366519873,-0.03523216616440391,0.06710078371713295,-0.041649875622179824,0.015895755980715798,0.04766683898112,0.04971224195256355,-0.0002611777084661441,-0.057832353012507845,0.005361050643579032,-0.024691848479938844,-0.02482752244586799,0.026619398753032944,0.07246818765788886,0.015806159841208707,0.022237372102656992,0.060726838022687926
FGF7,-0.04968043027602062,0.03803028074412002,,-0.00871805535244719,-0.019335872799087373,-0.0192714151111772,-0.040685164054057026,0.05011499184677994,-0.00886990286532211,-0.025019281442716118,0.05661110460606559,0.024849489467902296,-0.0043941830010805856,-0.015119824554265424,0.05399747578043824,-0.01811593884184286,0.02161645250803653,0.023096314619627058,0.0001530620343947451
HBEGF,-0.011220460893510474,-0.003181398836826975,0.021694050344527347,-0.007838758956265644,0.023120838356336628,-0.05531907133881059,0.004514667327167671,0.03937684995970173,-0.015383418050407261,0.05011356017983695,-0.05916651754860795,-0.046111356279525444,-0.03670994459444316,0.049362026574626745,0.010477290370855425,-0.06204724618469938,-0.0723868716705043,0.043071227858832384,0.026598455992692532
CSF3,,-0.03702112222464647,,,-0.01936787624992618,-0.026439301990233633,,-0.031188039940025936,,,,,0.0018350920284465545,,-0.027174647236097676,-0.02978543210733679,-0.01851683077610604,0.06410359450145388,
PI3,,-0.043857039901243525,-0.045149818078621125,,0.02806063846746957,-0.016093641227674465,,-0.012324961180472046,,,,,0.057329050752870266,-0.024291315557381614,0.03180664861550918,,-0.040230921662521374,-0.014126956646100697,
PCSK1N,0.12216342888664662,-0.03332505406884511,0.022352606090903872,-0.024471503021913296,-0.030890788069854215,0.08590217322213334,-0.10285001540528517,0.029578292660802474,-0.0573329196064166,-0.018102746676797184,0.060735783241302216,0.08177532155591348,-0.03293573576346487,-0.02306220832609575,0.01593619308512535,0.049713500667297246,0.02160955637704336,-0.05854779531817758,0.010021311016135322
NTS,,,,,,0.002909883878726055,0.003630557437419656,-0.03833385273818157,-0.022127941697377647,0.03484728215608489,0.00919820635566841,,-0.02703980891533936,,-0.04349778635984963,,0.17533638409892077,,
SFRP1,-0.03336897628294696,0.04065508067688448,0.027420565338288575,0.07712263489827546,-0.02605954968419209,0.06036722001733633,0.027870464879425398,0.027860948286458475,0.05976227247251997,-0.019782675705784746,0.012994035380373054,-0.02108989514335057,0.02838263963104892,-0.011544334711342355,-0.009306544342890315,-0.05417703294407617,-0.011093084883910793,-0.013744773401173624,-0.06395006007820955
CXCL13,,,,0.05679831637048354,,0.061301146048758574,,,,,,,-0.04474671831449922,,-0.044327504573917216,,,-0.011222827453719993,
MICA,0.015827276242496437,-0.0166030959872674,0.02477741357104245,0.026623213064595662,-0.02950670830395512,0.008773612449825562,-0.026914673267179095,0.024589708085951848,-0.04466581813109152,0.008742009028871163,0.03852233021112768,-0.01516807943743355,0.052114799511892775,-0.04540111752159022,0.004580471962539082,0.03637192999445279,0.04182849638588204,0.05881964881610038,0.011865323381743136
TG,0.04675787078886435,-0.029511743420327263,0.025057888849691463,-0.019237656428725755,-0.007633749942017555,0.020158610444571186,-0.0005672094356059202,-0.01591013616357931,-0.00300865443813221,0.14409945166778865,,0.012874300004656149,0.057417812528362304,,-0.022365152256721366,,0.0016612973993276143,-0.028345604406875016,
ADA,0.05362093760031008,-0.014626155954961327,0.09809675301163677,-0.022416139235284866,0.01044069318629914,-0.045483842126605875,-0.0020916059767719934,0.06990249186297584,0.05609585801023898,-0.02325136878588137,-0.07336478414792569,-0.037310335091839716,0.038214313238436666,0.031544132126759064,-0.01852574812858647,-0.006258226568787036,0.022225758472474322,0.043167438873618694,0.1493199483642886
LAMC3,0.05670337965855669,0.05092216876667883,0.05284997033533114,-0.0342097033811398,0.014045813972758383,-0.0019145587330919897,0.030862759999397,0.0396492211369765,-0.05325219267275699,0.006027930805067116,-0.013461067298234413,0.06170204179891847,-0.03454651080408463,0.0076851904342691854,0.019801692779980395,-0.04011434954302295,0.06895304961089174,-0.013783790144012226,-0.014382852523300125
CCL7,,,0.021811250491521356,,-0.020332437857232738,0.010476544442317295,,,,,,,0.061282041626389124,,,,-0.01940384373010306,0.048066389652278586,
NGF,,-0.021328920894493158,-0.008288547894144434,,0.01945978675716721,-0.01352944723341895,-0.01908730920087956,,,,-0.02831371573098622,,0.018274448612106257,,0.04085398691652363,,0.0022434731370297206,-0.03228878573242268,
TNFSF15,,-0.02638653706846876,,,-0.010169969553722536,-0.031737287016930835,0.10209790727551514,,,,,,-0.02910725405910547,,0.02790403460016907,,0.06002726754167522,0.029811317176791315,
HMGB1,0.013291050058436829,-0.11442727007066665,0.031338839561166655,-0.02360688372500664,0.007875005552757384,0.06078181183814084,0.021148936099129573,0.047102012794235724,-0.039803737235775946,0.0522684327482962,-0.06744491770719419,0.023661296362095737,-0.01782710779748301,-0.0031972275306410792,0.004049261082240053,0.021138267352159245,-0.0275066739366472,0.00848782650275868,0.04632461434167727
ITGB3BP,0.013813145227760639,0.014550281376349321,0.028893328514019052,0.01907126670408585,0.07836973411311043,-0.03534886135841328,-0.018166563993719593,0.01635646245862848,-0.05223721831222914,0.018578735877507642,-0.026735030192853462,-0.000748778761379177,0.04052733160654419,0.07198364507788746,0.033068340090721814,0.12917079621105226,0.02136369163282238,0.09838673260661206,-0.010484775727010487
AANAT,,0.15018361163204333,0.03455773416206158,,0.1467925287701598,0.12162279386880341,,-0.014488457866432693,0.03902591670596241,-0.01650301605170756,-0.02661905677760967,-0.02742669017423256,-0.026193042134377807,0.05561526960782107,,,0.11709133694410981,0.007900834027395878,
RELN,0.022038785464765193,0.07343804273059636,-0.021801819802578067,-0.015409784702686755,0.007427187482497715,0.03325037876112879,-0.05044539595521398,-0.047069469302289293,-0.03205693118659744,0.007838819072334982,0.0735024905803643,0.08014779171244102,,0.012097529114080867,-0.00145758267599269,0.032921024026950324,,-0.01952361026980463,-0.020057806996873567
IL15,-0.020344702422520622,-0.00639536203106036,0.02443167935435266,-0.010725914788204085,0.009483653445705401,0.036100260593192705,-0.016491228411474115,-0.016797575598016062,-0.02289613536944647,0.029928456139005882,-0.013606143585974272,-0.025436987495601707,0.036025665103945045,0.01459600829629625,0.04519211306971203,0.06643348372032096,0.009488970830260492,0.09758738186689456,
UTS2,,,,,,,,0.04024782256232819,,,,,-0.022305292383006773,,,,,,
BSG,0.0765736785420596,0.09598592635776254,0.06095666811876982,-0.018740841042110153,-0.07767788892021257,0.030528970591830233,0.022098125604629468,0.058946710506674244,-0.07553255716573495,0.04660007116654201,0.006804555914719083,-0.06778767170297983,0.009480206471145223,0.009297392292956213,-0.014622254158289808,0.004776591187446484,0.056564154596164797,-0.015884457586470075,-0.03617206579257304
ADAMTS3,0.08623606164144149,-0.0435221524654456,-0.02924971507509775,-0.014666729695049743,-0.0061518736490708895,-0.011364016976222921,-0.026562598266154588,0.029179576249831318,0.012090735053795662,-0.033529574508802555,0.012859458683712998,0.010393249994243996,0.020549671366423255,0.0807718250291004,-0.009299390091632205,-0.03621879914751094,0.03531465179537097,0.054471658017742015,
CD34,0.057071768303457136,-0.00905210558823964,0.06857180887514346,-0.021006636311160436,-0.024446769159430958,0.028294015264503463,0.023747576683454386,0.06433993384944953,-0.02609084259830208,-0.01212223955980912,-0.009180286794070385,0.02099015533211036,0.023324132947075818,0.03582715367073071,0.07267863700489038,0.014471337029815269,0.009630267481458303,0.06309192174083736,0.016904142702157218
CCL23,,,,,,,,0.041684730233962526,,,,,,,,,,,
PLAT,0.09740973068373501,-0.04307566891583895,0.04746971783038144,-0.01133715074824641,-0.022895607074928145,-0.019478542524567887,-0.0707103137328557,0.0971682505137479,-0.03897414225226831,0.010636915934877911,-0.011749508088460942,0.009689960070202296,-0.042495023494243694,0.01783522036912096,-0.02244727787509671,-0.09752875857424764,0.013646038706045725,0.011733796718861579,-0.023475140914921838
NTF3,,,,,,,,,,-0.026639804776573135,,,-0.018168558311431948,,0.020552384229389237,,,,
LTA,,,,-0.014147433006296598,-0.014749353419475827,,,,0.02991634644198375,,,0.0010020557499071164,,,,,0.002850468579157458,,
CKLF,0.025621579808590738,-0.0792805299982431,0.029340496464396657,0.0012295898810461248,-0.0007728048937253412,0.021771306771961926,-0.038982843300080935,0.06465584441886105,0.010211891428550952,0.005139669034868446,0.003997300887092978,-0.03537705059261419,0.05447615298394737,-0.017500701111275847,0.022220827457348616,-0.03504718861868052,0.08701622437083814,-0.0541878888292497,-0.020027513089674622
CD24,-0.04586471483823761,0.008444597374481066,-0.008988990850214675,-0.029964059796372698,0.004399373414471923,0.06790821936464493,0.00263670274539538,0.007966125702650364,0.07326155109359511,0.001064553922282284,0.01044604193229835,0.04916149295872543,0.03411957240017347,-0.06702777550157225,-0.018648361320282025,-0.04196877138591089,-0.019218964368046234,-0.0031197714741481902,0.15010587562523559
HSP90AA1,-0.11794515325527329,0.07944235186215258,-0.008604446588756549,0.023446509848980567,0.040820852001603285,0.0031573666315671454,-0.005455524617808257,-0.03951089963897349,0.035337870320972346,-0.04657416055617365,0.03288772859410017,0.011240188303642009,-0.0173838211756772,-0.005188177254633932,-0.023533116284664285,-0.12599705084188353,-0.08176022465469376,-0.021561433680382207,0.12710607433987198
BMP4,0.061799921726733674,-0.02034572168213597,0.013819421971645865,0.04949890064154376,0.05260247021071106,-0.02891738944260507,0.030253230026118634,-0.02733503092582611,0.0444102998991961,0.006079567316054272,0.0454612779748137,0.04114946695712783,-0.03729788691645014,0.06594055304497586,0.002068067890601875,,-0.0007865940769621914,0.005568994980394468,
SCGB3A1,,,1.1321757734238999e-05,,,-0.03405572735435565,0.06556426236626023,,,0.06814773170334044,0.08973769188096453,-0.017749595675358085,0.05310243704596463,,-0.03504402818687013,,-0.009395969557174871,0.08458205639250445,
IGFBP4,0.11815638020898339,0.04346945557748162,0.00442996681350481,0.0071820381591382685,-0.052998212718960894,0.0351727308726414,0.031817780842673136,0.03553397924913382,0.017337520118773576,-0.0499904826956281,-0.0002533101667757552,0.007782931160941183,0.0009653691398391059,0.1154413575231758,0.010293282149068049,0.059433313330673886,0.03185043967210734,-0.01620774977881897,0.08641594452566444
RSPO4,,-0.02605546359410998,,-0.008766432119626112,-0.032201583798655495,-0.0014732124994489375,,,0.011257021754284124,-0.013920453414309072,,0.01396481593374191,,,0.0403504405422707,,0.0550230189746194,-0.0356290477080732,
LEFTY2,-0.0262973135497633,0.03988957953001874,0.07771951276151388,-0.014321185008556234,-0.016113603177234512,0.0041037050138498805,0.07103787528321494,0.06309762126615513,0.005742050568318138,0.1324083519423696,-0.02831371573098622,0.0568697872557526,-0.025345239574252516,-0.012174317212606743,-0.0078545264222793,-0.005304455793626735,-0.005105104377677517,0.04165345028204493,
PF4,,,-0.01598305039839274,0.06207112998349667,-0.017739651457524524,,,,,,,,,,,,0.01923315004516068,0.02770681295189359,
ANGPTL2,-0.007779779566584049,-0.019197334153248754,0.09046799396559065,-0.023016097419715758,0.01706467964490508,0.04288464288738809,0.006161726269229818,0.04184211712615253,0.02121593343611929,-0.03429306838618844,-0.0453952852480351,-0.03664357962805319,0.0364674445048839,-0.0022248096943371137,0.0073946433976582685,-0.0027208493397893286,0.031063683649459373,-0.020293381468126634,-0.05884996182641879
LRIG2,0.03495922496073545,0.07318157290421907,-0.04285991104142693,0.02613992678727197,-0.010990697187660535,0.024289709786509472,0.02022901317872293,0.0881979081646876,0.04120443267191806,0.011326265032154498,0.046175110342826314,0.011400443661069312,-0.05231928777626085,0.008552256842164192,-0.02920291252088038,-0.009010918501486349,0.03337175614586747,0.026322300754601367,-0.08260603192991067
ICOSLG,0.026583231189089777,0.07060237986371706,0.0646750003554738,-0.005573115346791575,0.020883973671136834,-0.0004689571945099914,0.0669182549084546,-0.0009515826357352707,-0.028950505865323477,-0.0041887633534701775,0.038513694989431704,0.05085895261597529,0.03016122720254679,-0.006922900693134198,-0.0015057893811048304,-0.010218952607726735,0.04029722256578018,-0.0050303206991509095,0.06185471902839451
WIF1,,0.007895167719888907,-0.01424220617255879,,,0.05473294671297818,0.045571327929554754,-0.04311817486201952,0.08360415711433981,-0.026195411161796193,-0.06485869185178898,-0.0006138117774604886,,,0.012057962582524565,-0.0016330551151337892,,0.017247538661617306,-0.023090215584165085
NPPC,0.026166291335218448,-0.053175413129453425,0.01992814787674657,,-0.027518574122655914,-0.05705465362650328,-0.021483845335741072,-0.042963441717315726,-0.023478343999116344,-0.019346023615289996,-0.007430085970444348,-0.008634404372986852,0.08509876870032546,-0.0024188858487593622,0.010904099845281063,0.07511444249395142,,-0.036824853618468184,-0.05977566827457608
LYZ,-0.07089547195354821,0.05886279038086173,-0.00829493639497559,0.005785690380580213,0.057723963972055266,-0.037864268443363956,0.020402809854865606,0.03353655375884878,-0.002156165584270643,0.03606805855092267,-0.042932612140305075,-0.014862697368625652,0.00218154792753624,0.024833374048198867,0.015901804725085168,0.03958016846695486,-0.030838493488958462,-0.05091176369305404,-0.020040225481368003
EREG,,,,,,0.023034851994576788,,,,,0.00757677977763104,,-0.05354835695690157,,-0.029395021921649667,,0.009421887462252239,0.0008022101580957926,
SPTAN1,0.0737766693547753,-0.07343559785072681,0.04583807772403844,-0.03598063582992998,0.019072732606265234,0.06807979000577115,0.02479089519958674,-0.013037082656286392,0.02098896537153283,-0.018070080014685897,-0.008866852710829987,0.09779059722911913,0.02265424868118782,-0.04342314331166147,0.0003764311712801426,0.13066338197091393,0.05833920588833767,-0.015021759279290479,-0.01628460171747009
PTH2,,,,,,,,,,,,,,,0.003069008130751957,,,,
LIPC,-0.03400464682745925,0.0028912376655387435,-0.005342423134182952,0.04756196604090281,0.08702647406202543,-0.017683754907107177,0.06397147856168621,-0.012420188411847874,-0.04348639002699973,,0.017476492750899277,0.04064098714247784,,-0.04118120945207052,,,0.0006281794226355876,-0.030915829903868194,
COL8A1,-0.0013988561886858699,-0.09963128060818048,-0.007624162409126529,0.02342450632446131,0.017846004046257385,0.025008894978370225,-0.024074284541635158,-0.04125449289494256,-0.03421148072717631,-0.041373753420034076,0.00897270245712706,0.029695338798452677,-0.004905120340311683,0.035932244884315616,-0.04456444510015105,0.02382085723666456,-0.03762281607722847,0.060439095927734894,
GSTM2,0.046187764346865307,-0.005345306682540292,0.06843577379429454,-0.028199331639888654,0.0031439918422123247,0.038492261941449384,-0.013945554208870711,-0.04977407792185693,0.0053281101929178055,-0.013189807130094808,0.09875148093608542,0.011601047859138612,0.014280382345391257,0.023720295024133108,-0.04254509588400781,-0.019147842993941244,-0.018680029331681048,0.0221586497952698,
SPX,-0.03811966973089937,-0.0007721403066577518,0.06126467582326103,-0.022390782261515224,-0.009986421580916291,0.02959395072402756,0.020415006912865505,-0.018730724343549245,0.04940612660813643,0.035716241620096595,0.10471555942651976,-0.01825202154912505,8.271406681078932e-05,-0.07382168669037978,0.00108754085080508,-0.030454340813872268,0.08172898650042557,0.004105512827243612,0.04603625377097774
MFGE8,0.04551698778881636,-0.07429571904700104,0.049741985608595655,0.029895295782385853,-0.024168089120494216,0.024581485348813627,0.008756242468584923,0.004648917678011011,-0.027093198996996113,-0.002745164836030909,0.007147323712775332,0.039184185443591174,0.01706038318555669,-0.0001643141308110533,-0.018507427522216027,-0.009650188190748511,0.03734606336501508,-0.011944838851501462,-0.04507638173385859
TGFA,-0.044611192837206985,0.03262044664281986,0.019052474935741595,-0.012354177275128556,0.00038933853387064537,0.08890610138302005,0.03602990478543981,-0.045960863109132354,-0.019546637039950514,-0.04645281534825038,-0.016562844291200352,-0.022616468742508375,0.031849490792665656,0.014922961654803779,0.03949856049215119,-0.0117496615722455,0.09113471503680282,-0.020418732143785215,0.055102631430860735
SLIT2,-0.02733400798027039,0.018619270789254794,0.09526065335240672,-0.033555550985863436,0.001352973360317575,0.01629833479927179,-0.04006743759428572,-0.008901756454782066,0.007105279845219737,-0.03360449254314707,0.06447608340558621,0.08763340432170034,0.05484013460180095,0.06092376454205432,0.018296108236273288,-0.03169985734430346,-0.0016907134044114164,0.0015389869556414037,0.0277793169268673
PLTP,0.04570178418061869,-0.09330456153892756,-0.03609525886240152,-0.004519660981056222,0.0033683677791917477,-0.0662760319129416,-0.02998900982673121,0.03155430929323262,0.04166695594999767,0.03849493139567577,-0.05369529027840148,-0.029908221161977194,0.03642341725709206,-0.002617357735565632,0.009644705685736657,-0.04008564374054713,0.07830077140210613,-0.05702866124123212,0.056985431190340385
APOD,-0.17693909852985132,-0.07494068786660615,0.01845304667668244,-0.0025824685497241413,-0.004573162438147272,0.08539798332914157,0.0275566858777998,0.0009961346380724858,-0.006873059504054743,-0.0009073716857080738,0.013890658400095348,-0.009189450769243466,-0.03160237502736527,0.0017228797307838153,-0.04835032840673145,-0.04231171581843727,-0.030689547586422766,-0.1291375588172625,-0.04803599985653612
B2M,0.04213519884245728,-0.13661420434277952,0.0391588775464474,-0.03873605361304687,0.007220135968966099,-0.13562958456677904,-0.03008763463525846,0.05630012917860647,0.09252279537564792,0.04903408966815616,-0.0392655896015274,-0.018079954926851195,0.040260948404390956,0.014570873461726813,0.015574044707004728,0.16683682248318638,0.004463138205899323,-0.04718913378898222,-0.03966918685430304
OMG,-0.06412852249339451,-0.02417385532011556,0.04201276743289878,-0.02444431319490154,-0.009316789887471436,0.03486577156735961,-0.01881701707361877,0.021298971845534004,0.07103569726129626,-0.01504028338414316,-0.01568971172772945,0.06610832535386538,0.014413022333178495,-0.002009482201645106,0.019191598781238446,-0.0372363584037939,0.06953133323485762,-0.046306793156165864,-0.007678528734750522
CXCL3,-0.021388786897025683,-0.03427348656965081,-0.06478721682887026,-0.026457466328743993,0.044483042832204236,0.0444800924912562,,-0.036936569968805774,-0.03922528062255998,0.08004519436776505,0.01085766993862409,-0.018319239550387386,-0.005422687984565612,0.016206930272559438,0.008386190936340823,-0.04393546725175463,0.030374471076413955,0.021776156224096153,
CXCL10,0.020175760894235343,-0.008885553002191711,-0.019018905233983106,-0.04315908520381975,0.06007205249664525,-0.046309721020035555,-0.006513444576642806,0.04350508344480151,0.0051086655460001115,0.07747879404458761,0.006503907590554486,0.04087162483032291,0.1410818109301451,-0.0335502218939652,-0.02004597697667162,,0.03808823929000377,0.09102583847252685,
RSPO3,,,0.04693036415292088,,-0.006731741734248731,-0.009880605027400666,0.05856915751339653,-0.027721505202525483,-0.0447693706359401,-0.03616215790421678,-0.009659668006214593,-0.01914325226139796,-0.004755099138016802,,0.008502011564077028,0.1084890908176867,0.021709546496858186,-0.03603800438537276,0.11248992653226149
CORT,-0.008529729517507238,-0.029212765360493016,-0.025562300593776368,0.019386876428154044,-0.019947398453443618,-0.037599239394499245,0.01483277403225711,0.030098472898541572,-0.0058011100056338675,0.027756435037594757,0.04877429125226517,0.04459030450074553,0.019892730363320704,,0.0008539596919733399,0.10706234887165703,,,0.10058803561723756
NCAN,-0.14837092838611504,-0.03905627829093042,0.05089111501099318,0.01108821318442804,-0.07402046029236477,0.08906423079851347,0.002566198565785786,0.04254241948519902,-0.06115554644463654,-0.025740240078117302,0.006780802103452379,0.01611486544618713,-0.01220955878456098,0.04418077090538628,0.008132275594336042,0.09466862215672678,0.11600818419369843,-0.02133129807966976,0.05696330273080489
PRG4,,-0.039868565845464055,-0.023936303211280284,,0.00867539267550716,0.014734755937429546,,-0.010482198494136091,-0.03520712743702845,,,0.03998407896562669,-0.00545374952840476,,-0.020006255192288276,,0.013129035713498707,0.09145372138179353,
ZG16B,,,0.044572298510375606,-0.015485765750755902,0.001493653591143845,,,0.01116077470689807,-0.025120219475153843,,,,,,,,-0.024552691460879288,-0.02381030497634815,
TGM2,0.022408066077612653,-0.05761829431453107,-0.03090929622029547,-0.046994333630201605,-0.020116287104752963,-0.016047236856389646,0.003370786962018001,0.004850103513683385,0.009935950025957414,0.05235398590370843,0.04370924009394542,0.04091191217218282,-0.016831852906781165,-0.0020372262815400322,-0.027035865569660564,0.03215821251499994,0.045719224067423105,-0.05926493229911848,0.03551931282837006
VEGFC,-0.026559926128673566,-0.028606491996585257,-0.01721894028578325,-0.01988431957344875,-0.019532619225780725,-0.006247751167251913,0.07885520981649363,-0.019869133598315835,-0.016857462373246982,0.023582266792862475,-0.03291286239981389,-0.02284134185947045,0.0076433547513018365,-0.03284802440344732,-0.04027964367177339,,0.08035294358082865,0.07834404998770425,
