,UKF251,UKF260,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1
RARRES2,0.06220937066112916,-0.018339307490216464,-0.029126648523991456,0.042931638687172154,0.09348808745673826,0.0802805899605421,-0.050680130063778195,0.016181094217028433
FGF7,0.10131968672015129,-0.02969117568948595,-0.01618185901363419,0.006193046146056927,0.07998545247873282,0.13673403841265935,-0.036307132974890806,0.03297029754968286
EFNA2,,,,,,,-0.02006557956126887,
HBEGF,0.005691455891577032,0.03286484889843191,0.035625339517059075,0.02737141782586369,0.019219894241748785,-0.019200485345134626,-0.03276787748041452,-0.010841215530034398
CSF3,,0.0262335450993111,,,,,-0.018601005185534945,-0.026132720063708894
PI3,,0.0800411361502934,,,,,-0.0648539595882229,0.03421562258476303
PCSK1N,-0.01765759516738237,-0.021233699037377672,0.0020236680926916275,-0.051215539835313455,0.005275364862694742,-0.0026031223774608354,0.0706177797712154,0.07952547945188017
NTS,,-0.016777431682610387,-0.017366319138439,,,,0.09218484590998162,-0.014756219878239715
SFRP1,0.019404735821341244,-0.017690670798961694,-0.03224561130810252,-0.03374049365119502,-0.0016671646371426159,-0.025704714464699935,0.01390419131549934,-0.010186779624941524
CXCL13,0.01884762219262825,-0.01753168068195733,,,,,-0.027010235475041472,0.04966014262231827
MICA,0.05283545858929258,0.05726033552802223,0.006292406596324444,-0.009012285847886502,0.05791368508223039,-0.02140542188822358,0.012831905507501953,-0.0006660567027819228
TG,-0.005619088543730567,-0.03752123388283117,-0.014669358795969116,0.020895812897606236,0.05051852618844751,0.034736512760524745,0.05212081106410402,-0.021507630182987302
ADA,-0.01897360660906099,0.05952840968314474,0.07075266580921054,-0.002389212976933422,0.10953429608152412,0.06702036309699043,0.03833836763104013,-0.02289332629533554
LAMC3,-0.019299224244119843,-0.033634688089288024,-0.023450754098280135,-0.0009165231319714264,-0.023712547471393085,-0.06344238368919287,0.04123388183866169,-0.04602269437864274
CCL7,,0.10757020024441082,,,,,,
NGF,,0.03435120969337564,,,0.13298805685341264,-0.047616601949194454,-0.01979586441392567,-0.04486416959567269
TNFSF15,,0.06972505291823536,,,0.017456962896519036,-0.018747916094543935,,-0.016227970516115835
HMGB1,0.0314581062334204,-0.007682172909279608,0.018631614625508455,-0.009458801379038009,-0.04048404325035147,-0.10699751578621311,0.008843342894320842,-0.016225646746830597
ITGB3BP,0.03773555596146922,0.03526648513917315,-0.024335750531388804,0.027769461656224015,0.044961397982459995,0.12996125003747416,-0.011048357039976918,-0.006333480756417836
AANAT,,-0.015506887605618915,-0.013192240093214668,-0.015850306486274113,,0.05046044991480648,-0.027002835414844797,
RELN,-0.003673614145283805,-0.046683031132995614,-0.01887853071835693,0.020123958209003253,-0.03028530952936516,,,0.05515166925996261
IL15,0.026171987521764847,-0.0013368876877084541,-0.00552608213095736,-0.014700426676770557,-0.0009649601284992421,-0.05641533106771306,0.006317910514464795,-0.0005793371569112695
BSG,0.03116951836700527,0.007604724757504806,0.03277660717817497,-0.028532934327893954,-0.01917675693821392,0.07133549546773817,-0.07173669116665948,-0.014617151204695733
ADAMTS3,-0.009904991129720025,0.014882696248469676,0.007576152918874784,-0.024427364686649012,,-0.039961013260240465,0.09055047777582989,0.03317835682289246
CD34,0.05852747466158191,-0.05975655372587074,0.008121116783110073,-0.03404383288389889,-0.09572499350361166,-0.07328612420709664,0.04880098353111479,-0.0734876303754846
PLAT,0.03339498306341617,0.014392577791800995,0.05246672652010994,0.0020452731651970997,-0.07990341393185607,0.0821649368231846,0.07460538309157491,0.021896463948789593
NTF3,,,,,,,0.0849975338345768,0.10158831734949107
LTA,0.0405158641085189,,-0.012705502056198489,-0.014700428491398083,,,,
CKLF,0.01748910486284986,-0.06263226663080376,0.006995867720567902,0.06588637768135748,0.018779489246835042,0.068905748780971,0.02948009455737793,-0.03197958145533266
CD24,0.08629487160273369,-0.00013412633280318408,-0.052167757652246335,0.028425277198225476,-0.00641732849991661,-0.08177680344813018,-0.0029484748612291427,0.0474159427457562
HSP90AA1,0.08017035895496363,-0.03939058960338469,0.041542142959543005,-0.023971552859633923,-0.01531856743405711,-0.10764193867629655,-0.10856891490049532,0.001133923027249364
BMP4,0.020906028870054584,-0.03009362035718828,-0.028425719673499526,-0.01252628339998207,0.032590893745769844,-0.013844430681083682,-0.03507357599435021,-0.03417753030799841
SCGB3A1,,0.11929671136825368,,-0.010257764596261328,-0.032326098792904774,,0.05916474727575839,-0.033700374122821945
IGFBP4,0.05044656715212591,0.08685782287282537,0.06376968376415233,0.04551689365958136,-0.018067870288960817,-0.01726571530414134,-0.05142509542681836,-0.07806688293224581
RSPO4,-0.005553067002370816,-0.02131367616920373,-0.01477727238263597,-0.020391808632913802,0.04580628270582153,,,0.12892222867506758
LEFTY2,-0.02158299794062086,-0.022036279162158903,-0.03639125978482754,-0.018147514803620948,,-0.04264812527475312,-0.023071811369874202,-0.03086474474202439
PF4,-0.019394476385037572,,,,,,-0.018391492872692716,
ANGPTL2,0.018072207760738958,0.04636559413548061,0.04410949507644351,0.04841711182035799,0.030160051550177164,0.03747702857383652,0.06562377151061975,-0.05230892467034734
LRIG2,0.033439419993492474,0.010390110925760903,0.03285981199813876,-0.029522814811671506,0.025939371354439734,0.06267698387395898,0.10747618125846,-0.01042404086501876
ICOSLG,-0.024369233070406466,0.02891690201706069,-0.013024358558780121,-0.041733263796449635,0.06104625102484166,0.062126089428127425,0.05114695468576628,0.006896828762873824
WIF1,,0.03360848593506465,-0.011403271087897229,0.020567748033581978,,,,-0.021097914490693617
NPPC,,-0.03718006585042949,-0.022244158654144197,0.05050048768053865,0.019715634738803934,-0.03996093651272157,-0.03479793748091928,-0.035574506605862706
LYZ,-0.03461208833179143,-0.020398160036976185,0.05960485355811811,-0.02245675422363695,-0.04369398946994848,0.0016991885495708388,-0.05997518413714243,-0.02743672792074137
EREG,,0.08439570886393033,,,,,-0.0448489751637253,-0.028267961400604658
SPTAN1,-0.02852074609076992,0.06205909911689018,-0.0003943683849698964,-0.030849918710671394,-0.024882569911900583,0.0881022652469831,0.04866946556162385,0.02640907159878464
PTH2,,,,,,,,0.09191418876657756
LIPC,0.014073234512895706,-0.020635146562196525,0.024638710779824647,0.022476485175767218,0.025596182336980633,-0.030125193351505465,,
COL8A1,-0.013806399766958261,0.0345972360348062,0.03318973394381643,-0.026959708894126952,-0.010716939076075863,-0.004117465899893006,0.0329681829925117,-0.0071638431791251275
GSTM2,0.061196590847979515,-0.012396167048167268,0.03362097855636025,0.04493410992801795,-0.02126476133815045,-0.012869755055915448,0.024881967039292,0.019531265548700234
SPX,0.016592446655370685,-0.04138573002264006,-0.061590795020882806,-0.04002864435919549,,-0.06995960799442853,-0.022835389176081484,-0.025764346544418983
MFGE8,-0.004753785675181455,0.03165737773471177,0.029022408997452488,-0.012506447945387113,-0.01737768774857799,0.0029342812375598246,0.01044214546311598,-0.00831570609275961
TGFA,0.008735092958772948,0.06248649497084685,0.0005761569924911394,-0.05194297784927957,0.15926781682082938,0.028466079318837705,0.004733920159980851,0.012313117296573604
SLIT2,0.020619099154991986,0.009646983907303803,-0.03802735067444781,-0.02314769242807831,-0.05789627425006557,-0.045192285157421595,-0.01832407157575273,-0.028604016087687992
PLTP,-0.013585501643576782,0.05530683335894554,-0.03493707999383274,0.0275372210912464,-0.09568396250640679,-0.00481453680373008,-0.029008463369886897,-0.05442158047176151
APOD,-0.0365074700771553,0.0013929438821843132,-0.011343480148120795,-0.08418412416531876,-0.0064689883016364694,-0.03258092971148774,0.08048354410416651,-0.06183868027415928
B2M,0.01645102655810696,0.005677281380607122,-0.04831423878547893,0.0414299838291737,-0.03199688674043746,0.015122228336623153,0.0578711454483661,-0.01796706027441671
OMG,-0.0046985921040904825,-0.031624338909811776,-0.0549745160541336,-0.045101853215976664,0.006588589666327899,0.006001832226387573,0.12521952209075266,0.028770256092236733
CXCL3,0.07869465189350412,0.0032783751407241056,0.08709339797059144,-0.010586970561322547,,,-0.038227973885928794,-0.020747102077583103
CXCL10,0.11305100223008019,0.020120777695460848,-0.0043412254357182494,0.0635491659092599,-0.03483323944823913,-0.0010926537874647105,0.008702748909244766,0.00425488314392255
RSPO3,,-0.02063513383961641,-0.022318836142825735,-0.011063180192711967,,,0.09053220630388763,0.007997209193691332
CORT,-0.03463730667635909,-0.025043850514236524,0.04453296517435329,-0.017105970255952768,,,0.023388942305512122,-0.03774610567214551
NCAN,0.011582981991569962,-0.06083527833639359,0.027638821336178666,-0.005188047319691232,0.05036090740635344,0.022423287154694233,0.0911124365607448,0.03062235824458711
PRG4,,0.03422670057108345,0.011086645754061708,-0.012934686456429303,,,-0.02839830032926651,-0.02529517261410168
ZG16B,0.04830537155513393,,-0.010095674769840985,,,0.0009677925158292294,,
TGM2,-0.03205692127337075,0.0013172569978658947,0.016396723620975804,-0.013804766289535532,-0.07820775191420341,-0.025492762421415367,-0.02350003907473839,-0.006357346480180291
VEGFC,-0.029967019359640037,-0.02274313106218307,-0.02718516137679779,0.08729644309172548,-0.07812995204625636,0.011787113789252956,-0.03856149381874857,-0.03873524624607253
WNT6,-0.006190457267168086,-0.020358089019131755,0.05400386533819421,-0.011520610339075862,,0.026582363154846862,-0.0006455967261281132,-0.030120987747913955
NRG4,,-0.021044602023464365,0.00881210980159646,-0.015399763240233608,-0.05548812579577702,,,-0.005356421034184073
PMCH,,,-0.01477727166947297,,,,0.2195935521823182,0.06945317497496281
COL9A1,-0.02069538507856049,0.018700300138277382,0.0052998070936542754,-0.017547664107009957,-0.0322712808228096,-0.04296924738841565,0.08472329626255908,0.033550063735523904
GDF11,0.009357317941920282,-0.006280133376655054,-0.0018795516097646586,0.040648027950854676,-0.0922989814059879,-0.025078120400680373,0.005289607441523154,-0.029719296117469356
IL24,,,,,,,-0.01809824986941641,
SORBS1,-0.022593322056516412,-0.012929275878184618,-0.02242463185230597,0.022376806086587066,0.056192192549051743,0.0683614121788365,0.044379344319024065,0.010253626274196272
DLL1,0.07002709769686011,0.0024072944788503174,-0.07488318530861757,0.019942691172334267,0.09587351049166197,0.039489727266057296,0.05603341427202103,0.013546295395768381
TLN1,0.05826708873271228,0.013021439017778412,0.03372502003141921,0.06088864786686423,-0.05126510099991358,0.06502803605927339,-0.04024167692490688,-0.014323006999765001
COL2A1,,-0.013196032144220864,,-0.010747948656732691,,,0.054491294145217806,-0.0363518914254014
SHH,,0.011924968406657308,-0.022175234198850816,-0.010257763699668843,,,-0.010437496559412207,0.018427019366625663
PON2,-0.005652151071306862,0.04692313837245016,0.07232953152166302,-0.010340483235847643,0.035364751263623116,0.06151554932273308,0.08195283512869198,0.030543314809629386
ICAM5,-0.00396980456975514,0.0115712327395431,0.05503440008083269,-0.020032858412104875,,,0.050530116882671006,0.06902772341684006
HPX,,0.041348029175638734,-0.019812136027392117,-0.013289895370390947,0.10789866329718743,-0.024574088611485568,0.01823885715039271,0.017687283991996046
SFRP2,,,-0.01651211980932301,-0.020123107278346562,,-0.004517437658701941,-0.006132248866979314,-0.05702928839352079
CFC1,,,-0.012705502824057613,,,,,
CD70,,,0.00048004208435065306,,-0.06022072667203061,,-0.04446506965000352,0.027046341525521052
HP,,0.023229127947082335,0.034133889081407374,0.0022508600923071215,-0.018770333335276477,0.024096012672776113,0.05311703676832851,-0.028183275756978807
CXCL2,0.02514648005773321,0.012708346741232432,0.04284636273690816,0.061512569549414566,0.057724075611461624,,-0.03956900077798296,0.01114160746850382
NPPB,,,-0.011125454988874307,0.012373841437117526,,,-0.01750854256608524,-0.02579041250948132
CCK,-0.010319424457928038,-0.04725093501938391,-0.055537482384268005,-0.01966495796698273,,-0.014048649636549504,0.11244716185337127,0.04947515619000219
SEMA6A,-0.016038619456982626,-0.020736481354660247,0.10322371502372688,-0.012007476902349731,0.008211169966136717,0.03721665860163092,0.02235422969435117,0.039751134119320054
IRAK4,0.009444137815842326,0.014224806273369132,0.04334662669867737,0.00915820947351466,-0.03739262546354639,0.01304468583780087,1.4888203078020837e-05,0.02247879182947132
GSTP1,-0.043073637240633,0.004698170214324694,0.028905070441462705,0.02350388691215454,-0.0998421029201167,-0.013058252697193714,0.07800762131316881,-0.03503808617026518
VCAM1,0.1051429989720122,0.034395623372861416,-0.041613220873523,-0.035712485712085906,-0.06111189993763115,0.001603890404666996,-0.0112282066056094,0.026562946887749968
NXPH3,0.021735025698988143,0.008011145095213824,0.01792789895391697,0.05429575402931191,0.037650220534889124,0.005854108736056838,0.061407298922505515,-0.010587498366519104
MTMR4,0.015449533936044358,0.007753995244505206,0.0363956739149819,0.008292969676862065,0.02930702922110173,-0.04447779920149397,0.05701903104695348,0.02381036968879289
LAMC2,,,-0.014005706628671559,,-0.05548815906117435,,-0.023768080350009282,-0.016749338876186973
IL10,-0.03091379683351175,-0.03187956273359786,-0.007554918003075849,-0.011816202541433882,-0.030640529615941298,-0.006836654916244271,-0.022496180400003625,-0.012974093023504055
SEMA4D,0.05693853717989353,-0.032727129160450355,0.016339554348810206,-0.02603401907141292,0.07479424815316968,-0.033469877404405435,0.055746157637740344,0.034247772706356774
TRH,,0.1838971440608282,0.012943900965291489,0.027406508213747384,,,0.05382211967076351,0.011270396893254415
SEMA6D,0.028107620042366912,0.017914898043265487,0.0832888030632236,0.029542443207220312,0.005352291699971671,0.048379973040931126,0.08872364934806778,0.0669806731021791
CEL,,-0.025619820319610968,,,-0.050297801646986565,-0.023091998439685995,-0.029547792798687567,0.07160349757223389
PDCD1LG2,0.06536405607044544,0.0589644069714465,-0.04346348589035449,0.09757566338754727,-0.022899455341276062,0.02780212039944574,0.022036044286080414,0.007647948732400176
SPINT1,0.03714672441801935,0.012725791105716245,-0.024331854697671258,-0.017343641520878614,-0.044282158585456484,0.06226118944987821,0.0974725307282605,0.012163014484493789
CTHRC1,0.05897234146472908,-0.005950508815600882,-0.033178223620786665,-0.045365003659472596,-0.033835664476394876,-0.032092020732194124,-0.006801685826148363,-0.011611972721763227
PODXL,0.03606595313242874,0.06954083098983739,0.036489160938818294,-0.0434363269296345,0.023731346237446896,0.012611691156489541,0.006988303957281554,0.009980690449006572
JAM3,-0.01501630644731816,-0.012542071486398361,0.01120791400591654,-0.01705715442294137,0.018685948984810383,-0.07106256356680091,0.02235897167680376,-0.0030392422065408423
TGFB2,0.01947021748484867,-0.02029783071587011,0.03605115773576924,0.00162825907248037,0.009387349325969227,-0.016948143238602605,0.06148348068657005,0.07681353338259686
COL18A1,-0.022196211561361406,0.03793692995210135,0.05017902363711802,-0.005221735639549741,-0.01989730533053992,-0.05416521575107119,-0.060475570581732634,-0.05590684164224559
NODAL,0.07430463807808713,-0.031276463613521925,,-0.018147512773622188,0.03864502969044573,-0.0016966663853063707,0.14301942912362126,-0.019154125228553014
INHBB,0.09700818254159435,-0.014583526362133501,-0.031012658940183367,-0.019917555970129355,-0.03305334818824751,-0.013595513493873787,-0.039251670596010445,0.025596977571112012
LCN1,,,,,,,-0.021112038341757167,
ARF4,0.028684342171657922,0.04338577955515129,0.029830432778904195,0.05417545112484534,0.05120424783715536,0.09446340185070322,0.07492564357308432,0.008654628994973861
CXCL14,0.0008476245695886366,0.030949008413337743,0.019958066703630203,0.039224022953313294,-0.017579527130945502,-0.03726485552192705,0.00029101261477175553,-0.025950893168254753
LIF,-0.02630607992899281,0.02186340529296562,0.021287280055091524,0.010017020453286504,-0.11751333701660237,-0.0376209705236212,-0.006263804216917504,-0.013421258154704624
IL17B,,,,,-0.05298430980157847,,0.016399116876396704,-0.007927309938176114
MMP1,,-0.012985893273043562,,,,,0.012356339377085742,-0.017255688866671035
MATN1,,,-0.011265181979487428,-0.010747947319201909,-0.004566803400535819,,0.010152209848051359,-0.02455886994743672
ADAM28,-0.008893150065197064,-0.06479426766166169,-0.03353951116474937,-0.018493581781079894,0.06816837482639002,0.038104083504324274,0.07191298551108945,0.008723987754568466
TCN2,0.010532597087310722,0.05153199139474264,0.03679646244872915,-0.018132673531437448,-0.0290568196247915,-0.013681389436375868,0.020613627494230312,-0.015753862652967906
THPO,,,-0.023126930138368626,0.02014949348508438,0.030450479848335876,-0.038267670889446874,,0.04852341153953968
CUBN,-0.01721029558068352,-0.021094583452813506,-0.0017501138835278986,-0.03143785734980325,0.19047712224293828,0.04209000284778681,-0.0122655340147625,0.03947019887108516
TIMP3,0.018166890889671702,-0.011564594608149162,-0.0022241179642038035,-0.023793306426460086,0.03838477977252773,0.06982770373244808,0.01648259093990754,-0.05535456040478297
PIGF,0.049065656243471346,0.04297350700661339,-0.009937138151446104,0.010226006549301007,0.05373040682168532,-0.023685829863984792,0.06307264637081539,-0.04042611319163066
CRH,0.06316607118960457,-0.01319603456548058,-0.0017275355763746137,-0.014700425322189882,,,0.06857378483982068,-0.01789761947643802
BDNF,0.03284632108884811,-0.028769441561907992,0.004170333204402362,-0.012104950542600685,,,-0.019107875554045115,0.07828690032639057
CCL5,0.03207331777739791,0.054081511651534346,-0.00698116160546279,0.07651958154862912,-0.0642776794587036,0.04852016471050232,0.013433949775675786,-0.03509850551035266
GAD1,-0.015630711231275813,-0.017812090384782403,-0.0028964976952958257,-0.037552948642347955,0.05151284022636262,0.04994645420294212,0.062023448319203936,0.06973193601975823
COL14A1,-0.013162528462038248,0.02723766125642175,-0.012976970438582192,0.10769421912136017,0.0021442153073885795,0.03186859045102068,-0.02227779263427428,-0.0020751603275080454
HLA-A,0.0021005202994821316,0.04008997417048612,0.0024539519541421423,0.08087021588566792,-0.095642541300752,-0.007294744231159166,-0.07959285288768993,-0.004762617511849346
CD5L,0.05509299569966775,,,,,-0.04368149471227927,,
FGF18,,-0.01800480363668602,0.07950653748909994,,,,-0.0329559685477263,-0.017118348248005146
ADM,0.004239000853108054,0.03831273813975449,0.04822998315840356,0.0971079928138912,-0.07133498051420754,0.0027234535975076087,-0.08296388954229256,0.04042791437175393
GNAI2,-0.06057390679878396,0.057104975381931315,-0.025883546952050078,-0.021179846654964064,0.004568588420683146,0.0643700092857804,0.008464149626622867,-0.08297232771930384
HDC,,,,,-0.03731624299609569,,,
COL11A1,0.021135372589266448,-0.009763917131253142,0.027720521167880135,-0.03238433149892432,,0.03397357860283399,-0.0032210790149965556,0.03571611028996533
NUCB2,-0.024242786030114587,-0.03405782180513151,0.019533322230745394,0.010314928306002301,0.009489201658056197,-0.04639746918855076,-0.020578887622156053,0.025694315142284357
CXCL1,-0.004751781440412701,0.03308309043679023,-0.014511993150638247,-0.014580887186238662,-0.09499174393423232,,-0.010878538499734827,0.01588802568506302
VCAN,0.04117206856988111,0.020901847402605762,0.004509271793199584,0.031228552329470062,-0.05624295702563246,-0.028717299537795806,0.03888692499654019,-0.01770744036242759
MMP7,,,-0.011125454928088967,0.003378366715272469,,,-0.0019330506755420817,0.021611027869693773
PTPN6,0.02667391039322749,0.02658029182889812,0.03178863268907179,-0.0006310308256566279,0.014144075216319737,0.011255415399755631,0.027742120121523144,-0.02145880477373304
PTGS2,-0.02497710509345589,0.025584638009145136,-0.04939494930637442,-0.024808887374516576,-0.04195557253742112,-0.009270270147763996,-0.04298681034251751,-0.04117237498849199
XCL1,,-0.01380813117165904,0.01197614661351027,,,,,
CD58,0.0412349877205593,0.02667625833662652,0.06617349722365014,0.04060437865391909,0.04685113483003576,0.0735314569604368,0.0374857419394784,0.03917383834686969
TNFSF14,-0.02918972364461095,-0.028499121374332605,-0.02021748494637758,,,-0.02581615541090522,0.023281714929150876,-0.024916309125202908
CNTN4,-0.022849622553188387,-0.032520122244715184,-0.030820375283840115,-0.033801295254338455,,-0.056603248424300825,-0.00042340756694073226,0.06283140616852625
INSL3,,,-0.012828819659370643,,,,0.11817749310749537,-0.024916306717886257
BTLA,,-0.014395436417764477,,,,-0.049021197556201525,,
MFNG,0.1156375895327402,-0.03438850873041683,0.009843114894539217,0.003913490476283482,0.029465843886942733,0.04503200035668624,0.022721039238200628,-0.046987955197598144
ICAM1,-0.006657947200998559,0.03329929034209657,0.07089228080360203,-0.014675894496017739,0.0927974990941591,-0.022334189848407265,-0.05182614445332951,-0.02040361072628056
PROS1,0.03196719054959461,0.050052401198734005,0.006288486284380164,0.001461357752578715,-0.017040906644219617,0.010229481785385746,-0.026037637164662616,-0.009859086618148058
CLCF1,0.052327366755661936,0.0381861830713553,-0.04219218334246761,-0.020315601235608015,-0.027961458130641728,0.014995613911108386,0.043888046796481645,0.043504699030583086
PSAP,-0.036773683075495195,0.031279216009083614,-0.061299298415842945,-0.04552608386528305,-0.08267381040470202,0.009198985305683858,-0.08099045374725017,0.029971682890259605
EFEMP1,-0.0014053991266676847,0.003719822377778468,-0.0309538023280313,0.041705342170466994,-0.05716861381312635,-0.02644822137878308,0.05255871384375668,-0.002024250115540709
C1QTNF1,-0.018240359396142786,0.04690217499411467,0.032277703622866305,0.037590403501673815,0.050727031946291336,-0.004574608456796292,-0.04892738702872296,-0.007119654470244958
ALB,-0.003569199497399886,-0.023079418894618228,-0.014005706270161877,0.03602854490176851,-0.0452433050931002,0.0073475569701584665,0.040962860131619,-0.005775430478562238
CCL13,,,,,,,,-0.02794881549537781
EFNA3,0.034300816441317876,-0.014528439864145405,0.037344651746315474,0.0382382223569424,0.007107675398000038,-0.012891214104408242,-0.005878058195573681,0.05061542566144955
DRAXIN,0.03352454692050184,0.03178411632814779,0.05557333970370228,0.07382090717371644,0.06770473700515942,0.05694971746501413,0.019739959628350665,0.06431266021227657
RAET1L,,,,,,,-0.021112024505811282,-0.03027098946398292
NPTX2,0.017299180778827153,0.02920485938874197,-0.03834390017541468,0.04050003995366757,,0.08153946322106265,0.026505874701925926,0.02245953164152736
FGF11,0.00867606707606007,0.007302460158206001,0.04134630162924228,0.02978998682983706,-0.019232939587892336,0.052749447443846964,0.0396384994350264,0.06846145569981862
CD59,0.016800842878760637,0.005219589328970801,-0.02381021140115395,-0.05169368974675775,-0.07735003655594598,-0.0017802311119509025,-0.01639497501580171,-0.04254708157605388
COL9A2,0.042107907344503454,0.007163600194536175,0.01680392284238271,-0.014825703605575252,0.1305298904967352,0.01803017198863141,0.04516104770203342,0.07080023461547987
DLL3,0.008649706109712548,0.060249541120331845,0.009885255296833763,-0.039971817994340145,0.09160017799339107,0.033191580963243886,0.1238337743880902,0.03455461560110903
LIN7C,0.06166664647572378,0.031464878641287414,-0.013340375795385224,0.018640097032493825,-0.017537412133056512,-0.016017375491867034,0.013407927873984751,0.05023982876974477
GDF7,-0.024519270951903198,,-0.0019510271216589329,,,-0.001992403589169165,-0.01809825560330842,-0.0011684356713423157
PSPN,0.015269462135748865,0.007124209077621585,-0.03142737097025735,-0.0405227718557486,0.04349810174062596,-0.0015207869353199366,0.05409138903301597,0.022946377525297854
ANGPT1,-0.04095985983677321,-0.023853670498229843,0.023825759749912488,-0.01703354066463394,-0.025726667005950044,0.0717912163256156,-0.014271783930596693,-0.01733843168896977
PNOC,0.004477994548574113,-0.053909104974811946,-0.007556257286314789,-0.021266590372695546,,,0.06444538918018618,-0.02401372611780605
L1CAM,0.02049282697137671,0.06300693705626606,-0.016569458224849676,-0.024761324254155205,-0.0020025506563961133,-0.006137795749101069,-0.06471160576813015,0.028542864552946114
APOA1,0.05515727775112247,-0.02195812279870132,0.04971842004558356,-0.010760032864965673,-0.016406811815240497,0.013299681204646448,-0.03262090302933459,0.061409319145284864
PSEN1,0.018232738644905367,0.00396853480463269,0.05048963277916647,0.013144961579096134,-0.09945915249362647,0.0003594688491128937,0.043343772993504344,-0.017150884599341033
CALM2,0.05688554539216645,-0.054885874106315784,-0.04616980167328761,-0.06273315876411348,-0.05444968670653183,-0.04653057620044196,0.10697507179701136,0.06309739920986418
CLEC2B,-0.009975534867786892,0.023171415260497628,-0.0011803178535488663,-0.02213246236071093,-0.013655064396797936,-0.046024975677740186,-0.05287509486483465,-0.041924956815871516
NTNG1,-0.023200177466685595,0.005900608543737458,0.017089421361228232,-0.0325091306363418,0.006071817339335946,0.047261224317202574,0.0572938123958261,-0.023103557952142355
LRIG1,0.03812393018492887,0.030555873662234435,0.042678473530407386,0.01264231899646888,0.07075593083273204,0.07236118781779267,0.07223053647745876,-0.018292194735430267
CPAMD8,,-0.017531673789981533,-0.01423012299500232,-0.01985131639704447,-0.06607543347685567,0.09300353458676752,-0.02033192854581377,
GHRL,0.010428792454018291,0.02259480990373692,0.021169993850369936,0.08312139061829565,-0.003009848693634277,0.07222888496135726,,-0.021910259137046993
NPY,0.03204718897189671,-0.058650374131741595,0.011577755841171359,-0.0004605537452211169,,-0.005987532059118089,0.00042075272463913276,0.020251971481507897
MMP2,0.02304167566103878,0.032589751743833766,-0.03585721457032268,-0.002369999190561999,-0.030898403379189365,0.03416022883243926,-0.006287398436076594,-0.04763860600673819
