,UKF248,UKF266,UKF269,UKF275,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk
RARRES2,0.03964400999022606,-0.037856579433552806,0.07682683547701602,0.0052421082307667986,0.014544171723307542,0.0220628917524899,-0.012870742059460755,-0.05812251171096946
FGF7,,-0.03822446739239432,0.02275545670692988,-0.042563298870982647,0.04791117934384318,0.010635178938034354,-0.0007610187888448018,-0.0017044726538640513
EFNA2,,,,,,,,-0.023865583087946503
HBEGF,-0.019674473495254374,-0.03450307157097856,-0.009321955268997328,-0.028015926137049542,-0.011982457301671454,-0.011873854825289486,-0.06181834204266183,-0.009854965728659638
CSF3,,,0.024522384184948325,,,,0.021024829176858127,-0.05194499447887572
PI3,-0.02382974711772223,,-0.032161818353593025,,,,0.008964825978871105,-0.07608158217827264
PCSK1N,-0.019756237351628608,0.037063653432134226,-0.03149292513174876,-0.017593185633107526,0.09068280015397373,-0.02423198704589076,-0.0544238804461389,-0.03749735827426461
NTS,,0.005963197043759405,0.08036865727968243,-0.021329631149647022,-0.01943264148277076,,-0.029675956960444578,-0.029075684177904397
SFRP1,-0.012869455896717112,-0.0021855593324685524,-0.007668214590704922,-0.025818831147672774,-0.08514247554696515,-0.029571372689111038,0.01636932105912075,0.06174328481002721
CXCL13,,,,,,,0.031350775403225624,-0.0613174863159597
MICA,0.05847964226973311,-0.02408542179489504,0.010570551098271657,0.011967634997357037,-0.06186368798239475,-0.029466262931878477,0.04689419081242336,0.04428986154069577
TG,-0.02471532784767068,-0.018792286317714877,0.07730980985790954,-0.018017175074670207,,0.0467805829566229,-0.016902566171566394,0.08253146373617648
ADA,0.0649095591382911,-0.03671257726022788,0.07049755367473054,-0.011994943326001525,-0.04949230106230911,-0.019609790346915904,0.031869834551234814,0.0018910176785738215
LAMC3,0.0512092597635975,0.007918668288671705,0.03757436287265936,-0.05326741944891738,0.009845569299450317,-0.016701069337534815,0.031971652735993616,-0.02781380483639786
CCL7,-0.014407913296344804,,,,,,0.02558552039710435,
NGF,0.01689427602300705,-0.017932881558205608,,,-0.01943265427787584,,0.018327205577927136,-0.023544789500133986
TNFSF15,,0.06130643048865738,,,,,-0.01858655125739581,
HMGB1,-0.014814777469851752,0.01718252322043502,0.015119887030578344,0.01709120790400983,0.01769987330072578,0.05885467151618728,-0.06510283533329245,0.054276460755369085
ITGB3BP,-0.024117406902671473,-0.04023490393411642,0.08137347110388186,-0.008597269700550294,0.0068833718492790075,0.021214017562396166,-0.029835292538523458,-0.05010407283929254
AANAT,-0.004505676026727658,,-0.025764201123327602,-0.01620295083734979,-0.018269552907756725,0.05613277793289343,-0.01672566980138912,0.018681438732579287
RELN,0.004215469750847131,-0.026733752758133323,0.007062678057688106,0.08847560455819366,-0.020883668585636124,0.08233676206656754,,
IL15,-0.03766874433586641,-0.015493815432017667,-0.025764716612217117,-0.039865673346355365,-0.008958960705428176,-0.016933825542186344,0.011877406846467977,0.021879893489541873
UTS2,,,0.059557600284630544,,,,0.04558051975320661,
BSG,-0.02750922323889088,-0.023389284537256264,0.01504953956609561,-0.04001048435844076,0.09785809000748043,0.021011157665563062,0.009809433057444989,0.04386338494211976
ADAMTS3,-0.0017781365948330748,-0.009600680098140765,0.026358135650469468,-0.04096510832991174,-0.02933660909642165,-0.002792881690503697,0.13401365233812576,-0.03631972224972503
CD34,0.061707335680885225,0.016172838475208715,0.031239387545757582,0.09699110440548449,0.04712525988205616,-0.02197986872020119,0.052328132442892854,0.015938085750981767
CCL23,,,0.036489626937865886,,,,,
PLAT,-0.021238682667385374,-0.0638609273846035,0.06809175601493818,-0.06306053742196736,-0.014903955646769893,-0.007767699504024672,-0.023588595256517166,0.08689227387125996
NTF3,,,,,,,0.02714107386029994,0.01101599412590782
LTA,,,,-0.01560513026793052,,-0.01693382763250567,,
CKLF,-0.0042722301600888685,0.04702422747614191,0.04472434969296622,-0.01923112100098899,-0.037012890129434116,0.024728130817468972,-0.03139174745509969,0.06847627981781358
CD24,0.006411468615413736,0.06519915347947113,0.035327178595395484,0.03914375783716396,0.06467515359291345,-0.024594285140697832,0.0005018242302968514,0.04022922215171886
HSP90AA1,-0.07441103380078125,0.08755786714076821,-0.055864605481582105,0.05347608566646259,0.09484560767149093,0.00013854451010653405,-0.03271370167094638,-0.0903643924542128
BMP4,-0.03585350148949524,-0.025553039960316357,0.056974645157758255,0.0303195521094287,0.09962290309792272,-0.01442937014355287,0.00078400560797631,0.018545194632247002
SCGB3A1,-0.014407911855572724,0.07191673687869451,,,0.03487859266225458,-0.011816200981457815,-0.0290182309993592,0.019711713360880723
IGFBP4,0.09366018662328393,-0.027879483591129742,0.07199304459557344,0.015532058941743422,-0.02349961734863692,0.017820891218391848,0.07176030531964757,-0.038804327786746286
RSPO4,,,,0.01267837676400017,,-0.008877801535662675,,
LEFTY2,0.04504829263560373,0.00034296257226523253,0.06586515425747919,-0.024374740375082138,-0.01943265427787584,-0.02090462110153333,-0.01618430215097722,0.07655578366008517
PF4,-0.014945895742003642,,,,,,,-0.021874459191392928
ANGPTL2,-0.017546375544885497,-0.0398146800863442,0.007793167538817091,-0.0003785401775169008,-0.03288128737726516,0.0479765191949831,0.0025164270127409957,0.046347818496939766
LRIG2,0.006738087894719427,0.00755187332472726,0.08297845769448947,0.005581366934480117,0.005647441223269138,0.03225725093961898,0.033956358272697496,-0.0030306443885361536
ICOSLG,0.024305984618265494,0.05981755088781291,0.051246020668338554,-0.024519172392766467,-0.034379919960253365,0.0030322573061620155,0.03924021662110105,0.0479285648164378
WIF1,-0.026892713469910887,0.05467555484961572,-0.005658705427367428,-0.014005706348325516,0.019232569779757305,0.036442633824347176,,
NPPC,-0.014927279680836325,0.055453800729904024,-0.06398592148149006,-0.027320682957906992,0.006941974717048092,-0.026919259709916328,0.03148932054347493,-0.01142307472393284
LYZ,-0.0004609240938732278,0.02322230613043897,0.054689981795656824,-0.07194223599190426,-0.040012770291028225,0.02471238048343682,0.015743251315103398,-0.0397644312843264
EREG,,,,,-0.019990522284866287,,0.006036798023655188,-0.05648999052816112
SPTAN1,0.006743664541835549,0.11010715840830114,0.024002152356625922,0.053788593361866276,0.10883609002226374,-0.010053223997716994,0.06461843045677251,-0.0012101688227831298
LIPC,-0.01829770483906776,-0.008642447358837438,0.07255155739068885,-0.03393274335535318,-0.006830735541235599,0.05205499940479834,,
COL8A1,0.06542725344727177,-0.048835088311935934,0.027839452719871618,0.03626076868125301,-0.08240916686835387,0.027229408042400483,-0.013672398642600565,-0.007314569862863508
GSTM2,-0.008105700741819028,-0.013102107230478048,-0.04107815552657977,-0.013851440684764935,0.0013587125601655598,-0.04705676788190148,0.018030924671038263,-0.02862547996914795
SPX,0.03961424943419627,0.013336501228088233,-0.03481064071933353,0.023973225782772098,0.05224246110238591,-0.038587721401968006,-0.01922253913958891,-0.02715993704858154
MFGE8,0.02239840203278731,-0.018996998933204622,0.005303409555571151,-0.03057563176494831,-0.00956017226924509,0.08421343815230588,0.019039416938661704,-9.514753762904861e-05
TGFA,-0.038993315567941396,-0.00972224639110565,-0.006510795417240537,-0.024000253488162766,-0.022053643829172253,-0.005693773055633835,0.03230820507202473,0.05831520983583054
SLIT2,0.02572916514907491,0.0023197046823806894,0.04100878090291568,-0.0016752737790363306,0.05688213273150044,0.0036098384870158133,-0.007824858217146286,0.03774520761679136
PLTP,0.0525148579613652,-0.04606753833604984,0.06770611393168285,-0.002962206876793433,-0.06765022868763186,-0.020979620180573217,0.02569545104831959,0.024962965035540005
APOD,0.015572093490185799,-0.00517418694899242,0.0090320648226785,0.04292802451340904,-0.11180776613583587,-0.005429663975585625,0.019593242809385195,0.10790911374686747
B2M,0.09564981134912326,-0.08997835032494203,0.027706496272248266,0.004852017959098433,-0.08110734802411283,-0.0185830785680859,0.0023557507883728277,0.07448699315501146
OMG,-0.012129302429971537,0.03166961505639276,-0.06262308121304153,0.042007135814179475,0.03316258400756031,0.03592054350561006,0.054490950381070644,0.05825705992782618
CXCL3,0.04056899368738641,,-0.03382716447957983,-0.031665018822840396,-0.028141553743810117,0.043491098485118375,-0.004622776445702022,-0.04075061484910516
CXCL10,0.017583755554128954,-0.021178290432489977,0.04869185772862814,0.04437311790374735,-0.046476351876378094,-0.019380002026290904,-0.019687394154749044,-0.0008027411341644137
RSPO3,-0.01957131758573393,-0.011874848028599607,-0.042306184375190826,0.014244206328162,0.161629832321442,-0.012743981344513731,0.15774440620340338,-0.05293903752131594
CORT,-0.03489232088659569,0.10617806241284185,0.01766699519547815,0.003934935188886665,0.02565631839613936,-0.013050376121130827,0.019509573666173285,0.04778072657211106
NCAN,0.03343482362323763,-0.011696350210692255,0.05889650494455713,-0.0599300771094981,0.017362214488244467,0.012577315561424784,-0.019692561492409957,0.06625651250766307
PRG4,0.009509836699180825,,-0.015502525989037168,-0.02319461719335286,,-0.014899820849565468,-0.020881807049324845,-0.03377634789940304
ZG16B,-0.019979425158279464,,0.0024231033850118885,-0.01239969260790987,,,,
TGM2,-0.006829493358050748,-0.015735287872778652,0.03436612636084515,0.02904809935412544,-0.023146112289534383,-0.021928343127574003,0.05228210888550594,-0.021835125420603643
VEGFC,-0.0015352169114175092,0.11301772314278043,-0.016344722920468825,0.0008356807500175574,0.0711280290011127,-0.015205861081804233,-0.024535978327472254,0.010469620780125225
WNT6,-0.023246849587962443,0.007271568279024433,-0.024865773247292652,-0.02759507363125134,,-0.013270907702950877,0.03154186679115611,-0.02196509481755185
NRG4,-0.01327019397225914,-0.01945459971345117,-0.03607429426889979,0.022435798683925992,0.03829471382305065,-0.01773941055147514,,
PMCH,0.006967472388228283,,,-0.002384005711513408,,,-0.01937859073503961,0.021975955754763334
COL9A1,0.021835702652410863,-0.01004684369319606,0.06117787636895449,-0.024282843745869618,-0.01971339822802549,-0.020213636596721596,0.0730037549932964,0.06501417738077488
GDF11,0.014451762353000408,-0.021967796550759637,0.06225889623807112,0.05114670299201968,0.055661329705288025,0.011109201847470255,-0.0041066952048626525,-0.00757683565945457
IL24,,,,,,,-0.014448210287495168,-0.021525682060970133
SORBS1,0.05954496162421987,-0.012081377017167669,0.0013750007314876234,0.009927742260120852,-0.04015337615135332,0.051940774026129004,0.05600435236072734,0.046597782562389785
DLL1,0.008638867768020881,0.021944135476561395,-0.016742838688419803,0.0009778531630671872,0.016862409464124685,0.028287543469700086,0.0013810049526431325,0.09266530060141202
TLN1,0.01637076719640305,-0.05123585534568329,0.019831971413837305,-0.02855861946486798,-0.1006711852396426,-0.010139797281955028,0.023359978928673125,-0.039589396047335884
COL2A1,0.06137388631331331,-0.017216874896072112,0.016325047103580032,,,0.01478672899946347,0.040380202115510015,-0.011294717619625368
SHH,,-0.018792288326679233,0.032897778448311835,-0.022967934424153503,,-0.01181619994864829,0.018124834105954855,-0.06603264217261266
PON2,0.029418039686162523,-0.008241241565525052,0.04142975151307296,-0.048568181052438084,-0.04219529854670846,0.0011091725449721315,0.015740409761652547,0.05266879835203451
ICAM5,-0.030105599675882826,-0.03215091764630144,-0.05335632124609234,-0.040289905197784234,0.03695666612838679,-0.02307640022435241,0.00929987923969014,-0.024708530638802823
HPX,-0.036003017204481395,0.007998865881410354,0.015982640003135436,-0.0007741585314555747,,0.016263904566192637,-0.010966681679234161,-0.029046473861457783
SFRP2,0.10775007997936507,0.0739023992972505,-0.02699723077832352,-0.020280487892916695,0.02834854283898622,0.020372760930345287,-0.008354283776662792,0.06499728353792997
CFC1,,0.03064077699420013,,0.05503550017592436,0.1877136621966605,,,
CD70,0.06968729639487593,,,0.0394422390983196,,,0.008611384789810054,-0.03261485283882163
HP,-0.014732184293817185,,-0.03474135533244031,0.015485541658330581,0.04635205979515875,-0.022873204927121072,0.04833126048493913,-0.005152114497560614
CXCL2,-0.045076844231467524,0.021146505011218706,0.028866627039908378,0.017197729181186398,-0.05321064218037291,0.019435541116912484,0.01386567595894884,-0.055476046330134074
NPPB,-0.01858760075783903,,,0.006559777929770379,,-0.015205862187770118,0.027331573241944653,-0.027598653900901556
CCK,-0.0600793471840638,0.04662296926556251,-0.018300095939369654,0.014956473093454735,0.09401745432964116,-0.03505807264149031,0.028118048300228248,0.03878437294139167
SEMA6A,-0.004937004077188696,-0.021755929681071255,0.02197398505631444,0.03200996044682068,-0.07252513949445083,0.0166205865498626,0.030154160088130537,0.02945245956031785
IRAK4,-0.03152314547731933,-0.03390438578540505,0.03323802122923687,-0.015386053634809292,-0.0043838242180897855,0.06422701050329495,0.021077979507877286,0.06540993067725184
GSTP1,0.027624935831336576,-0.036052942497519676,0.03313823019712437,0.033769252596622674,-0.09505036673829655,0.01017222190654718,-0.0020212716946029353,0.12415016038539001
VCAM1,0.058037236026397314,-0.006183574201501966,0.022591781858443596,-0.017333693603508456,-0.023480821339849425,0.036531182929573115,0.03651504796650426,-0.04504696856961373
NXPH3,0.003975157098916175,0.03316577783388057,-0.00925036360059368,0.06150314006185758,0.013621630661058325,0.014548755809299738,-0.023684316570762372,0.036904594870435264
MTMR4,0.014741483609133221,0.033636538470465695,0.0480144344552602,0.0235455716129154,0.12439009670100876,0.00864718741368899,0.037447495048553665,0.024218205712185487
LAMC2,-0.014589323016549458,-0.021774447552049245,,0.014602970237649962,,,-0.0177627565462673,0.10396937658562493
IL10,-0.006728050387388026,,0.10953986520155332,0.016488694477981364,-0.020610791109361384,0.03518345561263977,0.022627073998431023,-0.05970264072405674
SEMA4D,-0.009328659760169902,0.011635362013000692,-0.002226266279152717,-0.0005080987380505695,-0.01901658377067791,0.04528488334043729,-0.013035620992018614,0.09874915240223624
TRH,0.008578574024201632,-0.029787863112223256,-0.009306831525027252,0.018552239942221924,0.03342493913404439,0.08103474730357073,-0.042950033585736604,0.036662941269172064
SEMA6D,-0.030650578251278003,-0.02477569683768882,0.022535447872091413,-0.02672690981022092,-0.012983474398322146,-0.007807174338863056,0.03018723508660115,0.0006833808660308558
CEL,,,,,,,-0.02187960600809211,0.058177124065063715
PDCD1LG2,-0.01477624599974453,-0.015291120331492446,-0.027415721683578243,-0.027134833247730968,-0.023163706151917866,-0.008706946697705713,0.05674493449121924,0.16705119747978692
SPINT1,-0.03690844931828932,-0.019778135470662508,0.07885994854712602,0.017093025897636737,0.04284637216234134,-0.01997861737202976,-0.02540890297072587,0.022188835090206784
CTHRC1,0.04274773991040297,-0.047051729150569224,0.043632537831058554,-0.022213589258984152,-0.018490830250464732,0.020977749394395638,0.06809094860522316,0.031761073276044785
PODXL,0.06295093998719474,0.0011028959452222895,0.047397617385697456,-0.07178572916924364,0.08801644058520404,0.02248944275523323,0.005345867100566903,0.059912257849438544
JAM3,-0.0029961665546249373,-0.04138147306316832,0.023459880448708045,-0.017495416159213396,-0.03393723296446491,-0.011643242033302584,0.018267806085123326,0.013900477790956451
TGFB2,0.10522559289538848,-0.03673037606356606,0.06358862963475961,0.0011613178392313125,-0.02081893430751862,-0.018572064478487936,0.029755865143141637,-0.021844289690334667
COL18A1,0.06404179118633622,-0.09433611616901999,0.04652105644358197,-0.009330774999158943,-0.007908588892810778,0.05937128440650241,0.062495272208687856,-0.03002200170428186
NODAL,-0.029976973254344876,-0.0028971045539299962,0.06362232844861661,,,-0.02090461876312196,-0.02159863294948406,-0.026589287991537775
INHBB,0.009067430850441144,-0.008591975538573776,0.019616048681969294,0.020976515882744073,0.11291954826181924,-0.03899841697493862,-0.014028560530883215,-0.05396844160169455
LCN1,-0.01458932629920654,,-0.0012845262975849786,,,,-0.0229736372898834,-0.025110219401470225
ARF4,0.011553976535095614,-0.05052544701593268,0.02482075016172316,0.06302276221525166,0.02155028424679021,-0.01003052104437762,0.03949200077018283,0.09341490884920531
CXCL14,0.03537399203071339,0.06767654268875595,-0.010237198909241498,-0.037223517398925494,0.10623931011457877,-0.01476019540096145,-0.023936937762297203,-0.030693475834865282
LIF,-0.011930671297145895,-0.01929097879761815,-0.01388571755537186,-0.046654127599567274,0.049620142886146995,-0.025182731450850433,-0.024886345523559724,0.007121779095644551
IL17B,,,-0.0012161260138865222,,,,0.022770849698845443,-0.040205389842398305
MMP1,0.08169402365980474,,,,,,0.09203291098230232,-0.001003061580151786
MATN1,-0.019155359818582244,-0.018623333005432608,-0.017737316121193007,0.06662134662404814,,0.09544113156144568,-0.028907471749956934,-0.016282581608635962
ADAM28,-0.00047924439186400124,0.05974247868598207,0.06338025059830255,0.054884636854645036,-0.0345400536165126,7.938488203518153e-05,0.03853667509534403,0.03495333075514897
TCN2,0.0452963290472767,-0.013431131746772074,0.05316308053655097,-0.05441328768061767,-0.036234776974799064,-0.004827353380391551,0.07531300295233594,-0.0010426268386176632
THPO,-0.024960226977544308,-0.012371823435431393,0.004410921359100216,-0.02840491905870837,0.013655849289017306,-0.012380857355305027,,
CUBN,-0.03308878193496379,0.04619562482212282,0.03649286108123296,0.02925141046638146,-0.021326127737111573,0.04058788313851125,0.022999042673200954,0.012637550244556093
TIMP3,-0.007831094256317898,0.019603977042513182,0.024138448119039226,-0.026269376956269158,0.024113152800924784,0.013266178634593529,0.04995781822545505,-0.0700914540122101
PIGF,-0.025407913972738005,-0.019893418070974004,0.0856752115691117,0.05800592861481404,-0.008341638106269889,0.007150233017413764,0.008712952337332668,0.01838205943061984
CRH,-0.017093132742934777,0.0775055987595731,0.008159788676451512,0.0033435347905029942,-0.0017197852930648143,-0.016933823981807632,0.11890485740777838,0.03523673042123104
BDNF,-0.03069322128447634,0.024718414939556288,0.0038258889670612713,-0.050854527908949954,0.16853596157038958,-0.0139440252444581,-0.02379376049335989,-0.0322547788056681
CCL5,0.06985904346005864,-0.02292512561231938,0.024892042329003126,0.004714982143838198,-0.05816679287323038,0.12619652154138905,-0.025322458230763498,-0.008330487332889016
GAD1,0.039202907766746974,0.009545944089553051,0.0039304927044337065,0.025854140578824247,0.077521981478757,0.03049191954146114,0.009646182464156841,0.0416564342510163
COL14A1,0.09775872400966411,-0.024295543836934417,-0.045486401836982056,-0.030055009426862376,0.013430064288333652,0.06268763902170173,-0.03115625209392752,-0.04561078956838263
HLA-A,0.03947339689880982,-0.08252516782153196,0.02852677547565542,-0.02257479299234094,-0.08417147900459356,0.009411351074803426,-0.011598997330646631,-0.08173231491607673
CD5L,0.0025236444753477414,,,,-0.028942931450997193,,,
FGF18,-0.015466193861447401,-0.021774444380164282,,-0.014825929225314852,,,-0.023635243802806617,-0.03919714370661205
ADM,-0.05833513469470806,0.027518452664723872,0.10262059627592734,-0.03104848624528991,-0.029641028799278293,-0.005332352124982961,-0.0011625597188665343,-0.07464157029097859
CCL15,-0.028518374591876595,,,,,,,
GNAI2,0.058989457872428534,-0.047960423871108514,0.041897109651781395,-0.02136388980374761,-0.04380642507432471,0.04566608185315247,0.04251520461246455,-0.0013312687508742842
HDC,,,0.04099850209347075,,,,,
COL11A1,0.014562996641138722,-0.02787405494456925,0.009300554342368789,-0.01836889470597281,0.0995950686781839,0.05837839711678587,-0.005645472436838504,-0.007324847991105319
NUCB2,-0.09291436230305668,-0.013003471492401764,0.019711575883553815,0.03067398162122538,0.04325466360922971,0.031370780199682036,0.01728872399601451,-0.11168377718707301
CXCL1,-0.0296274447451074,,-0.018812428795739293,-0.013164895914455708,0.01900532593212718,0.06433689142967092,0.029756258865229552,-0.010294801029577956
VCAN,0.02402796958843267,-0.057863091094518,-0.001635144478861784,0.022470290662212226,-0.0244384551687819,0.050678141695145805,-0.023820774701604288,0.008268209852025931
MMP7,0.00466448728488232,-0.019290973382736012,0.03469588491838328,-0.013664487453930932,-0.017032500223161644,0.05204011160298531,-0.010503276211139853,-0.04504276892891693
PTPN6,0.03442505058610522,-0.04811977851210629,0.06887951596766606,0.03661886677081723,-0.0633573042416367,0.06232008436753647,0.05020905945408322,0.11953280534794435
PTGS2,-0.025960435296553744,-0.003812762459792361,-0.0330504864558837,-0.06136521567518504,0.07906733561476048,0.0312657918786086,0.0025361023340843207,-0.02836279943352893
XCL1,-0.018731014039112395,,,0.003455353311879674,-0.022341794010128868,,,
CD58,0.004612085011465361,-0.003719835832473959,0.04035864997499534,0.044047384131146346,-0.03766629153856079,-0.03696162617856933,0.027121734232970096,0.06680823647311127
TNFSF14,-0.018873427634905505,,-0.04514810292797523,-0.01913857096308005,-0.010947054969908172,,-0.01890695189585944,0.020215222136283753
CNTN4,-0.01207083972599135,0.11431952496869971,0.03644312399722308,0.03606691432538261,0.15042080810115113,-0.03893664105963504,0.0424126294656736,0.07602914262403772
INSL3,0.06363577101230879,,,-0.01575659120613812,,,0.1017723465313915,0.04332298500136546
MFNG,0.03673673780741728,-0.000959239634620529,0.08465487769128072,0.0049204131842526455,-0.013844178206086152,-0.01794404405797037,0.014696182829426009,0.0922607007855079
ICAM1,0.039669673863590806,-0.028693961282685396,-0.02293721776540406,-0.00039170932145725287,-0.005701459696020581,-0.05654990909290545,-0.011764427564998983,0.026355070867175444
PROS1,0.01683357196322534,-0.07481052455542173,0.012552408708077997,0.00962234880020327,-0.03255350815494006,-0.00102757249477004,0.016882107161549573,-0.07074068800900268
CLCF1,0.04921100353044247,-0.017932886163848638,-0.03805627399046305,-0.058389794118148944,-0.03917716762797117,-0.03687087552092793,5.9863550874599455e-05,0.03987883532162979
PSAP,0.05446810465124965,0.044181803679909565,-0.05706865241175503,-0.00501048054809355,0.055574060253432825,-0.02334354257877125,-0.012145808637676099,-0.03213814657409157
EFEMP1,0.04422254398469843,-0.07351443151863278,-0.023649826336962134,-0.033767918962087355,-0.04334794013652279,-0.01273249507857437,0.02981390953107213,0.044201326552776095
C1QTNF1,0.012610194157474794,0.027210599314182342,0.04058947614162082,-0.0036524429996609596,0.059519859876880694,0.0077430748917425825,-0.02428487022952027,-0.04161554327171818
ALB,-0.025941593716294613,-0.018452960943762992,0.01709924739866116,0.046606624167556454,-0.060919978128305255,-0.0132157652255835,0.05657376155002148,0.01694694755320861
CCL13,,,,,,,-0.014035216382726394,
EFNA3,-0.000718093814879646,0.06843164054973798,0.032987941722320516,0.0031357687430044997,0.08511005000218923,0.013388035249964457,0.0060655168851302685,-0.0317722360418486
DRAXIN,0.002045005730207186,-0.016237256385902243,0.032282202845147906,-0.037391288809403685,-0.02331716741437409,0.05954877178645229,-0.07117478021799473,-0.06736611641377106
RAET1L,-0.013071418078363053,,,,,,,0.039086263552434844
NPTX2,-0.00785300414008733,0.0073015502376526245,0.0014237248578821916,0.029215216673839358,0.019283249738110214,-0.006023818891514399,-0.005471401396269027,0.055802164121904634
FGF11,0.015039452384242206,-0.0364388557541638,0.04594428611799369,-0.03936903669379751,0.07361669018678585,0.0006907698616280031,-0.02157014408323121,0.00908358679098959
CD59,0.060661265131778996,0.02061525933593975,-0.03414516233315929,0.014151848345487628,-0.016261969271414555,0.07960500953878336,0.06019443484060866,0.0034926952596999457
COL9A2,0.030754962489126854,-0.002852823809732142,0.006012276631643241,-0.009675360129023314,0.03395243900621189,0.031096521748485144,0.040985670323266055,0.07524422969927122
DLL3,-0.005161776524626791,-0.057397732326826365,0.046904566705729706,0.004105230763345323,0.08309899214005098,0.057438112232228264,0.07373119638548083,0.11170217847323437
FGF5,,,-0.01492873939433165,,-0.016381048631927245,,,
LIN7C,0.0056230714876717765,-0.04567537763621421,0.06144186301542737,-0.007324182820102168,-0.03206541373345819,0.029556173233961567,0.0006444657391817214,0.006808086811082009
GDF7,-0.008635714057841545,-0.026358817967465444,0.019624409093148717,0.01046720709556903,0.09590613680416021,,,0.09221576564853322
PSPN,0.002374301855047401,-0.044327629621780294,0.0840556178883723,-0.035245817580023764,0.059433009772543365,-0.03206842495073246,0.0011680217542263621,0.007482462823345763
ANGPT1,0.06994979503272006,-0.0071952202359960365,0.07210222537052303,0.005567508441576827,-0.054289161983964114,0.031861886444920294,-0.048017427481478483,-0.01614720562437918
PNOC,-0.011884343845093005,0.0938370361354552,-0.03041358632251308,0.0268711363510022,0.15858592251746825,-0.010460064348848759,,0.012632130294451649
L1CAM,-0.05468944499369598,0.08846847712991997,0.013118076487935103,0.008204358494897403,0.05321105256115223,-0.007113362100993655,-0.03649856010840915,-0.08027525325649197
APOA1,-0.014612223989877583,0.04251618892943498,-0.036550247547619735,-0.020517822733267518,0.008002584827096426,-0.0015278481489890863,0.01731606751509141,0.07945001524929124
PSEN1,0.028728483566480754,0.030141705917624616,-0.02547281157369494,-0.01596801568731678,0.020880190983194945,0.01086184428565834,0.0416613124612061,0.03796909156627126
CALM2,0.002484801837799578,0.06120542516640484,-0.051514284121138836,0.1006501947234069,0.1197902021991233,0.001957841653914264,0.0011174257378907216,0.04075579791876222
