,UKF248,UKF255,UKF334,ZH1007inf,ZH916T1,ZH916bulk
APOE,-0.020939896043816752,-0.08080020502013309,-0.06225453060802972,-0.08686771603187902,-0.05664251301674703,0.03140090076157825
SOSTDC1,-0.014496770153628057,,-0.02531048849546053,,-0.037409688093220865,-0.00781137736413862
ANXA1,-0.05374882931824278,-0.08521536633813784,0.07780488778485076,-0.02268235438974529,-0.03791405419479272,0.06011260205746784
WNT2B,-0.010661280849146896,0.0689803859975133,-0.02725643623202142,0.0624365691701683,0.03256624117327423,0.017162431137886576
AMH,0.022643899166109694,-0.042277883712234204,-0.04841306294397416,,0.02660984249544404,0.08695729319833195
GDF10,-0.017650523781065092,,0.019731044694319532,0.01992848172024768,0.05599818049516461,0.07658794283653302
EFNB3,-0.043909060845510745,-0.014090871971571212,0.013887070453863603,0.09986796971662,0.009397534294329735,-0.025200360698358043
LTB,-0.030058061839923277,,-0.020062119197653456,0.05169661692197637,0.03767121320839328,0.05645178721140093
ANGPT2,-0.03795953107473351,-0.023924752944090147,-0.05767721918847319,0.15417273726063854,0.08137139527974745,0.035826786269361525
ADAM17,0.001638154966205123,0.028355316593737454,0.014566401337547786,0.08620098640383274,0.0009297624528260411,0.009421249073716005
LRPAP1,-0.002070172940113954,-0.010238770825754405,0.035546605727129005,-0.009918723629479834,-0.010024446702785161,-0.03249535029840513
NID1,-0.008538414105072988,-0.06779240907887574,-0.035744117823755,0.0041286760967833725,0.10463366020103684,0.056161247498332505
MST1,0.02300612678344754,-0.011817597028041395,0.03184141543856391,0.0375284068993833,-0.014608163673052203,0.027749894336131762
IL13,,,-0.019521659171049668,,,
DCN,-0.008403079727241724,-0.06456131562454936,-0.07580487866671447,0.03816841381589484,0.023166967699890326,0.08453694362882337
IGFL2,,,,,0.08564173401661354,
COL7A1,0.00799112159181098,-0.05931232623133957,0.01886512142166635,0.022279151121533662,0.07633652298435357,0.10090659537171319
CALR,-0.0025118167077898238,0.036167856844480685,0.0555744270022867,-0.0033823186984746137,0.06255887004865998,0.0011101450581261583
PIGA,0.08653038416075748,-0.05020812261036809,-0.0009247859445116237,0.02298439875385956,0.008400785334094586,0.028478137911815228
CD200,-0.05222678777314858,0.0018549556964535603,-0.053027317618147954,0.052844312909207956,0.0696444598835435,-0.0642289332636498
GRP,-0.028303018814056537,,-0.01681695715821601,0.02813470209156117,-0.01027457959732541,-0.026561229972711965
CDH1,-0.01712534021353725,,-0.002942095594491375,0.12180033231072979,-0.01753618471086159,0.06832416356464306
LPL,-0.06366755479028306,-0.008597117613186767,-0.08012558551878723,0.10144921962976022,-0.06785779269837539,0.04279515984511472
SEMA5A,-0.009200061326292287,-0.08630118038677824,0.0107325207381981,0.015100662316876368,-0.008854280254111706,0.013371088345060612
SEMA7A,0.02985292231265731,-0.010482348767707362,-0.015676050407088103,0.08002030240798322,0.1463379230960029,-0.01565056130249245
SEMA4G,0.019790078643536727,0.06287670941659473,-0.026152877009820816,0.12286879195694163,-0.02510097730031165,0.013060411456995049
SEMA3B,-0.06803309426477792,-0.06633828977212596,0.010858757099790898,-0.07040763921563699,0.018761521470992387,-0.029228236182916468
RPH3A,-0.006279706946652429,-0.032828188396864647,-0.09738969077536877,0.008282096636669138,-0.013834379427118645,0.012425638174476537
JAG2,0.030445092718530038,0.045880745767904206,-0.027715046745892553,0.09521733955334892,0.10363359149527127,0.04282402113550035
CGN,-0.02091375636814078,0.030156443023786977,-0.005789557137238319,-0.026378887824789275,-0.0018334204919312643,0.0011806325974444466
GDF15,-0.004547250895651654,0.05009746437210616,0.08258316070616355,0.09150014843827103,0.044460979643884214,0.05761503687967184
SEMA4F,-0.0394681743102209,-0.07692224919603964,-0.011377956893472726,-0.03638049184019337,0.08048743032774491,0.0836346959421146
NXPH1,0.0065408899386170775,-0.04470424703439381,-0.04641369855014246,-0.054968098511259424,-0.0730148432764734,0.010922653804068042
ARF1,0.08748323884914852,0.0556341980219067,0.05126047991657299,0.08073464919931228,0.02289001564888844,0.02018994483895846
DSC3,-0.01286310275900295,,,,0.01416839149069685,
EBI3,0.010819825227173315,-0.014407272052493402,0.01425102203416149,-0.04876440524035497,0.013513552961280696,0.09620107840038813
TIMP1,-0.02347091648090911,0.0574467889751194,0.08195573478630257,0.1229287800070785,0.08375424681149082,0.03543362196380595
SEMA3C,-0.0009391057189302199,-0.02842488072644657,-0.044406653562154945,0.0437155742968078,-0.00584958520204713,0.005228368311238924
GNRH2,,,,,-0.006406343042096149,
GAS6,-0.006928267439565824,0.013252716478409952,0.03680048427286125,-0.05754035491750916,0.0036773937953913957,-0.012936938226662385
MEPE,0.07228604010532438,0.01981159199619222,-0.03083741766317014,0.4622459391848765,0.09277448200266689,-0.025001817378592334
SERPINE1,-0.03733565113720584,0.0814388328028747,0.016550736528136455,0.13428511462122067,0.057092510500652636,0.03435513450305737
RSPO2,-0.03471669832366215,-0.0170513805689945,-0.03646312357020733,,0.05771287800013182,0.013512600160955849
SHBG,0.06394510910012546,,0.08515645452435783,-0.027455175973821723,0.10198686811709459,-0.001098783169585035
LGALS3BP,-0.01986490066042287,-0.06563873710778276,0.01954102144087882,0.04224415819764718,0.07338243435348442,-0.003328571965926397
LAMB1,-0.008894126133230604,0.015409963407462502,-0.01256389624174414,0.09218065970189461,0.09553171825088635,0.005270761065643473
SPTBN2,0.04963610597961004,-0.03431488241621783,-0.03295559294975902,0.03479523288756466,-0.05303324135489578,0.008660094076461362
COL1A2,-0.01730916580312886,-0.0676010729219478,-0.033749809477050835,0.06212145703532582,0.08240504230824826,0.05269107853411122
DEFB1,,,,,-0.03900802642295636,5.283660237138545e-05
CEACAM16,,,0.04654681060955948,,,
WNT11,-0.018437003696914492,,,,0.20902342880501815,0.08276382791160936
LGALS1,0.0012482764329161632,0.09790067596834945,0.05798900966580624,0.04618615382729822,0.06038359275752632,-0.008827498055451924
BCAN,-0.030942121936895186,-0.09727756091199717,-0.033052665626487496,-0.07273646737983804,-0.05647449651882699,0.08313241891719375
ANOS1,0.00848627388327789,-0.044476740780957265,-0.006443834433404689,-0.01001780422927042,-0.049998849217965366,-0.022346300468218703
EDA,-0.013497664715493555,-0.027402603953158952,-0.02930181194504939,-0.03812657805669799,0.05275159289986338,0.050052289199273084
FGF22,0.015953231772152646,,-0.030434048305494343,,0.07781962194771502,-0.0275452154824876
SHANK1,-0.018437002513281647,,0.10577964763497393,,0.051954750973182695,-0.029886515364410553
RAET1G,,,,,-0.02797110252919767,-0.018245554017496567
TGFB1,-0.018126194234292858,0.013985847272336972,0.024184399741818203,0.060059223925131106,0.08711577458047856,-0.007266073104143973
MSTN,0.00270228282254889,,-0.03934517059077364,0.0008323270025538791,-0.030208306515101674,-0.004761558851684552
WNT4,0.014515834936333478,0.020533214760359766,-0.018608633779202525,-0.03264986201517504,0.01703875804967083,0.1061747559688195
TNFSF4,-0.028408696789146655,-0.02991132272518801,-0.027806778005368606,0.025335514264747998,0.04918155402014419,0.1810423879559107
NTN1,0.03716548540772935,-0.0057044496919339905,-0.034303668544955465,0.07217453510922137,0.01230016462281252,0.11023973926376376
CXCL12,0.013141312110876317,-0.05869365528331615,-0.03946375688670368,0.08510995588248906,0.10051000322191089,0.035664423977644855
GNRH1,0.02588741264943406,-0.034252940933117364,0.03275735238066584,0.10430787364330123,-0.009332263212165116,-0.025024384685893325
RIMS1,0.007447999222427888,-0.0006160054318626379,-0.03186348892014842,0.004518546119955345,0.0699318167547629,-0.030692498288277664
FGF14,0.0015176925591923191,-0.03713129229984058,-0.014482199664239888,0.07528811377766381,0.0155946603213093,0.013647229431779491
IGF1,0.02701765218899252,0.008418321481221758,-0.029717578055221405,-0.01030096990990342,0.0617790142159873,0.09780453490218027
TNFSF10,0.025599730932781842,-0.02772633865433981,0.0224810444200821,-0.0012997591300744117,0.11302507860056142,-0.021058531287952275
GDF5,-0.01904459301661647,,-0.01362400345548832,,0.032881736655704624,-0.009998122581758067
CHAD,,-0.008326067854758194,,,,
RGMA,0.02737157376939602,-0.07343658877360315,0.05401084167244058,-0.03250051710666921,-0.06404487095217469,0.03273701949321217
WNT16,-0.022632375798985097,-0.017051383182534442,,,0.02159706977676661,0.07918100559868746
CX3CL1,0.012228180098390272,-0.02807744112563461,0.0010920196551170037,0.07586967507345835,0.04506760892835962,0.0009094641309421122
FGF1,-0.0479013878844706,-0.0025228205399305363,0.006404029120900083,0.03008255686579546,0.05849714826995416,-0.0346014284573474
ALOX5AP,0.017299130084997342,0.009351441947154128,7.341224466824092e-05,0.01471753994991616,-0.03086677980837586,0.0069313946918971156
IL1RN,-0.005106719189578401,-0.001144026256640818,-0.014631758560252483,,-0.023252927920411372,-0.01649293449212989
NPW,,0.008449990348920222,-0.01629659335216912,0.05296776591130245,0.008152163923399725,-0.024209860697771972
CXCL9,-0.044878744743094195,,,0.030101570294413307,0.12625071815455371,0.13109341234436667
ANGPTL4,-0.012459854169560905,0.07490288679135505,0.04946576240294099,0.07500153787850272,0.12222177880402031,-0.043292060096234125
UCN2,,0.028722784845876186,,,,
OBP2A,,,,0.12775665983058934,0.05609708294811296,
COL4A3,-0.010731828124703602,0.0745047152841501,-0.01845243023884535,,0.0016368307286222222,0.0004481270643374865
NRG3,-0.006673728249893009,-0.018017538902397233,-0.04950593879619396,0.12976079823818867,0.03944104431646996,0.004902745213151114
IL23A,0.012335475537013571,0.005849800004621049,0.00893985916541763,-0.02940371844936799,0.008989492639406198,-0.02449381280986158
COLQ,-0.004450952081480513,0.08786267107772289,-0.032643895435344024,0.1101210292773761,0.06001234818273564,-0.015987801247626828
TNFSF12,0.06734148758672844,-0.10061208417991375,-0.060018818733528274,0.023800012746278278,0.04710305416787744,-0.0013394301762468847
DKK2,-0.021316561684260993,,,,-0.048267130787312436,0.0005971163497819865
FYN,0.0021044047211371836,-0.04386503554728012,-0.002817801539890467,0.05646212638219126,0.008583634363307098,0.002963336055380133
ACE,-0.009345321271477433,0.017583346452005613,-0.04986726158353221,0.11138641721344242,0.1025470005850623,0.03712967575730365
IL18,0.07596299668012438,0.003035124044340642,-0.003533307642159056,0.039537456967406806,0.04276813464308714,0.09512197933456869
PPBP,,,,,,0.10244975695095587
CCL27,0.011378444033193054,0.052294640094895845,0.06959567844112031,-0.0294037176774226,0.04846773425401412,0.09683338714401994
SERPING1,-0.01699983211388261,0.09847163404061822,0.01643891315362043,0.027460268048609952,0.05537026323498616,-0.006164275146049153
AZGP1,-0.03648609216247873,0.0469045199432414,0.05017369405996833,0.05290570881189994,0.021272862604706393,-0.0030886685691396375
INHA,0.029870915269829743,0.009852056039445847,0.030255660838094858,,-0.014351181352309002,0.05877902809375476
SEMA3G,0.07687333790352363,,-0.020822419071810084,0.0114750191386149,0.030715850362771153,-0.011175467450575412
COL6A1,-0.021157082457622003,-0.05524103757214415,0.028251647020147413,0.16149165159502954,0.10017492030274898,0.008906623278198229
FGF17,-0.021415527545818797,-0.024147990893093867,-0.01937222522227587,,-0.024005716795523113,-0.031076083676776597
TNFSF8,,,,0.04707545117003957,0.059922241735847474,-0.02302737478376669
FGF20,0.02508809751471824,,-0.017814996891303593,-0.02537282395886821,-0.041327510429591964,-0.01704631104559166
ICAM3,0.018841938710164728,-0.015183401352752488,0.04237006323570887,0.016405056380289308,0.07471684712759831,0.01108846942869313
LAMA4,-0.01617775567773284,-0.01171363627603915,-0.03203985873952971,0.09060218169180674,0.07440384629501205,0.08238484881669862
DLL4,0.004795448643128832,-0.026922369017078063,-0.03776985297625876,0.12543406134441298,0.09942546570340692,0.061712293644498636
SEMA3A,-0.022729182288647298,-0.014160511778001306,0.05378367809601706,-0.014422045671721532,-0.026018714307980827,0.046889650919976454
RLN2,,-0.018483075534917945,-0.014035396772380988,,0.0016070441376936165,-0.020026155607965702
C5,0.023941553929920888,-0.015201756820309305,-0.04189032779429659,-0.08671635132556565,0.04940431202652475,0.12117414971820019
COMP,,,,,-0.009489263321843237,
EDN2,-0.015250221839112767,,0.06403646161008374,,,
C1QA,0.014891800449114822,-0.03465918212062729,0.03605423392158019,-0.06104900166615272,-0.03120140792069043,0.07324930241468194
UTS2B,-0.01631945647732711,,,,-0.0014991378817996227,
COL9A3,0.004230023295287402,-0.1340214496858725,-0.014841415028237583,0.02117688140171012,0.021082142447686376,0.06837500786066321
DLK1,,,,0.08522137044242853,,0.020719609926113713
HGF,-0.016527282632184143,0.04999327133036187,-0.02137746915078492,0.013731881179509095,0.03575905377413286,-0.019829427321558526
P4HB,0.0588389810126161,0.052722934533386605,0.02040305359793665,0.050825836291354926,0.05411721929064362,-0.014336053387790417
ADCYAP1,0.03383173014097228,-0.00448054645468217,-0.02068155482417431,0.19814264721275726,-0.04244380776214025,-0.016633142242014898
GREM1,-0.02145132929756866,,-0.04066716832334444,0.06375357184477572,0.07532075751513201,0.039355566828269906
EGF,0.034152251235143656,,-0.02554597547113492,-0.026639983639972584,-0.06385181468019645,0.16346079743655237
VEGFB,0.04930349171769451,0.025310186238232328,0.06400561137142612,0.07340503639716948,-0.06099077807311989,-0.034819514081040163
FARP2,-0.03317313943639395,-0.024935374163807318,-0.023731162935935017,0.011808817962381254,0.05051110497037627,0.02647649595794176
LAMA2,-0.009324300006003488,0.06307014340549276,-0.0393650241617456,-0.02194394586530664,0.055154147256115095,0.05565579174348805
NRG1,-0.004227337375258777,-0.0165486805953708,-0.028348183240520446,-0.02622379180110126,-0.0032170481560451626,0.11656072059116229
SPINK1,-0.020337345239305426,0.07814426736583474,0.08208468947667656,,0.07298781036101451,-0.023224162132645054
EFEMP2,0.03471547409066139,-0.02077750540054235,0.027833218934362976,0.07324499141835032,0.030099858926694107,-0.004929790110408477
SELPLG,0.0243922794538471,-0.04694874599412888,-0.03866250347855471,-0.004060614573147028,0.029646664395803993,0.04317746058258616
GDF6,-0.025888409487695677,-0.019544024852211336,,,,
HLA-E,0.006786428084530787,-0.03656034755450371,0.017516749562402845,0.04124350692918501,0.041178283247309676,0.008027690057882023
PTN,-0.048256416620769675,-0.09414331192724916,0.03309887669995606,0.14170868543015833,-0.059079665414832866,0.07538856956327784
CD274,-0.041067221947853894,-0.015534035370306107,-0.02309863108034557,0.09644761476799071,0.051109183672304465,-0.010123392272162694
CD14,0.013412872174984028,-0.035750877597557594,0.029858897536429084,-0.06706995903650265,-0.009451431200239075,0.02057879286075475
SFTPD,-0.02460682187095164,,-0.023731052985760392,0.013221567683765749,-0.0021909614823406596,-0.03994658140104334
SLIT1,-0.04965590420329014,-0.04768696988782143,-0.03664606269530873,-0.050704016764584775,-0.06329123943930136,0.02047253872876404
CNTF,,,-0.016296593427726852,,,
BST1,-0.006884068140474357,0.016578474788204192,0.009982680368749738,0.06834428520317347,0.03827544469496333,0.034194544208498524
AGTRAP,-0.009960971504118291,0.004618099215010051,0.06833414952239604,0.038803547047364814,0.055198113306978276,0.03907012217015422
LAMC1,0.0074021498333263986,0.011701410123826023,0.025616801765732566,0.078500311367604,0.08101898141437912,0.052500296227169035
COL6A3,-0.0043525696892694615,-0.06658786146958047,-0.04404298502137345,0.030721683959941973,0.08238274271604344,0.06297710582102445
FN1,-0.014046538612004875,0.038603600488213013,-0.01321033682267669,0.13208499552884673,0.11753938106771958,-0.02373855351675508
MIF,0.004589267931277623,0.11968429065234577,0.055934511631330085,-0.023779229405432197,0.013413337130026208,-0.04737843385361104
JAG1,0.013122732456510702,0.033226708711125055,-0.010628776673175456,0.0377161481033867,0.07763948548153424,-0.05461039142025872
NID2,0.00025070824733694686,-0.007639131921417605,-0.036286339108923434,0.09408619841274113,0.09725796679883782,0.006539750890941426
EFNB1,-0.03288262985047758,0.054630453542844556,0.012002062211556365,0.057651300161385845,-0.004518874775657877,0.07968894901929646
COL4A2,0.000705823227599764,-0.02051155648247747,-0.019805276698012148,0.10838223884833316,0.0885913314880142,0.045104999925371356
SPP1,0.020930248385937416,-0.06669091260536061,0.053241872554147106,0.040240466204013975,0.00519994480075932,-0.04764255139494448
PODXL2,0.04165109544399583,0.0009948380293744472,0.01928051698981276,-0.02464408767802615,-0.038227656174535524,0.03346250269801145
FGF9,0.007460307648315099,0.07488873553702106,-0.03043403639564648,,-0.0283974299555579,-0.02323662112073229
ITIH2,-0.02577415642569433,,-0.02284134747557681,,-0.026254610802873224,0.12967887489332824
ADAM10,0.020485687085782175,-0.07828412344584497,-0.010074690997592268,0.09411535868641713,0.049868005496934334,-0.02869565042052561
CFH,-0.005855455744513761,-0.039513154597787904,-0.02902245584205485,0.08434074103893549,0.07452336918007939,0.04655175308216759
COL4A5,0.0033885615115779866,-0.005837524300054793,0.02940850233980846,0.06404091687539983,0.006347573016559928,0.09103008121532158
LTBP3,-0.07690944335228586,-0.050918340463472586,0.0016088275207097335,0.027862048594680514,0.058642059218923966,0.02830208270430812
GNB3,-0.03412023026691232,-0.019287794885445155,0.02285573439161564,0.022935568931335203,-0.03009655902154665,0.08215163185158482
COL6A2,0.0095709231788479,0.05383638796104347,-0.021544319107917473,0.1435532492822172,0.0864809398891238,0.0459210887190623
PLG,,,-0.03514386599156974,,,
GDF9,0.051535004269279434,0.05298270048835251,0.03887607362744035,0.07440050277358591,-0.05650252843390296,0.030034674072353232
NCAM1,-0.03750206348848907,-0.10637090121127864,-0.05865086507489266,-0.07399278111511202,-0.08502627394585796,-0.03901462232369313
APOC2,-0.018967643179336854,0.002240508537832375,-0.039591882938680205,0.03044341164831958,0.0031821401655670787,0.11660246183950344
BST2,-0.018538728930033305,-0.03822651144141837,0.01874900364712023,0.09635108036375312,0.027426258543888825,0.058963806802804206
COL5A1,-0.02531453551883807,-0.029380185532557935,0.012699871707687372,0.1117774521888867,0.09048933471297221,0.027472754132342136
CALM3,0.00024559116815218215,-0.03915712718458463,-0.08133119458124877,0.053509122531211664,0.03708478039000099,-0.035051963627331845
THBS2,-0.015993437451258717,-0.04797766878118431,0.061501731579715,-0.05938191467767266,-0.019325678090425628,0.017522250719584243
SERPINE2,-0.07261137836688299,-0.016580500567893,-0.06243632131407645,0.06464805429710135,-0.009692110900127055,-0.05374747249332192
EFNB2,-0.05390154995495092,0.05369629574293959,-0.013602194566928348,-0.0010918880068926263,0.015294214222290037,-0.02410634930829728
PROK1,-0.024961937344472055,-0.030212969098565776,,,,-0.022838276919502538
MMP9,0.01106755420565268,0.030324208357466416,-0.049762295453190074,0.13838655805288966,0.11060851925630054,0.05386558619319311
DMP1,-0.018282207605127478,,,0.16435707803551244,,0.1647668458396022
NPPA,-0.015499829727373744,-0.0357868139753714,-0.045754647969895826,-0.02294390685049324,-0.030020034630994053,0.06835286689713259
APOB,,,,,0.05334331832187838,-0.022838276560917893
C4B,,,-0.024349059441533864,-0.002302049495447862,-0.025197745878930172,
NTNG2,-0.006128050780888565,-0.0015380137619069242,-0.04636629376551806,0.14935422201309262,0.02192177452139056,0.07464829772286424
LAMA1,-0.020343909115637028,0.057689237086745934,-0.027145250000652082,0.11073233387623276,0.027976777646107648,0.04865325224418159
UCN,0.1012410618888067,-0.03750872923452418,0.0942927900126916,0.04293765858782624,-0.022362335539172083,0.09165361604736438
ARTN,0.03298299181654009,0.12307081601650864,-0.016296594561092944,,0.011132770873848332,-0.03293596091692736
PDGFD,0.011118166707591503,-0.006221336335535346,0.02010409488373188,0.09277866029336576,0.059088665461777434,0.10024797971116746
EDN1,-0.0035926634170233445,0.04595674998519591,-0.01680677915020914,0.13484135539117756,0.07241802542551028,-0.04520064506297503
ARPC5,-0.009694172123512288,-0.027734569939999797,0.015813669552389713,0.0618727396582165,0.07069913283292563,-0.049726527329097166
GSTO1,0.04684165286019482,0.07275533628081184,-0.005505965883996709,0.05916125352697595,0.06932749828286316,0.014613628233716954
PROK2,,,,,-0.02074767142186274,
SYK,0.016744997197249444,0.032698921153127745,-0.007381245702267784,0.009653401187888981,0.01839118076833697,0.056646570927906814
CD40LG,,,,,-0.024608474873513066,
ST6GAL1,0.04420959775430206,-0.010394079388979944,-0.023616950847755024,-0.0751815855245928,-0.027573706990135453,0.04451025752447743
WNT3,-0.04860408349305658,-0.050199874961827096,-0.024665198368264946,-0.005245824101143572,0.08768095903554729,0.03792455164211357
HSP90B1,0.00681237565574357,0.06518773028493915,0.07979794374088107,0.004116561810430122,0.008227919358452759,-0.049159951053497596
ZP3,-0.026898129516163723,-0.043974107894778604,-0.01852193280299631,0.02087667594348999,0.04012101060227295,0.029549051376689003
ANGPT4,0.08061239771384858,,,,,
NRG2,0.031905075113088224,-0.024328510732166568,-0.035239696195152624,-0.05794781180876519,0.10102200992097266,0.05227583461684186
MELTF,0.05138340210463367,0.018816840344769187,0.02023184536297712,0.08714067649728614,0.08954523635795505,0.040258499585836244
NLGN1,-0.026862472900492967,-0.006255543792071111,0.010267100033513388,0.02238765647960361,-0.03381634874383231,2.0545535456300417e-05
SLIT3,-0.035180077685278456,0.042474470021220796,-0.04804565628690536,0.141023082272936,0.0735866007259579,0.09060039915443574
CCL8,0.024354456891822213,-0.018483071723066208,-0.015205863265183637,0.10108378327173158,-0.02163235951944992,0.013603733307560595
S100A4,0.017162836359730094,-0.08877992592090518,0.04304057386069963,0.15166772361504036,0.06418986646529076,-0.04935807964824075
TNFSF13B,0.022408420093886723,-0.01143671189816974,0.059487029579554054,0.05013149124405471,0.026658832958634405,-0.04716817322690465
HSPG2,-0.002533471785425012,-0.016912473115042587,-0.04651091088966919,0.10239141560452125,0.10080191277013568,0.0658274936354006
FAM3C,-0.033761694629842576,0.03545457657169625,0.02241763281109681,-0.008048769974270398,-0.003515113401953841,0.008134857703238532
FLT3LG,0.008660597103914014,-0.03448574450459653,0.00885081089513379,-0.013825408812412331,-0.005352489900388732,-0.00646226480148695
A2M,0.004816876473961732,-0.15244678974326015,-0.059411487661529726,0.08393413040337197,0.12459235618819141,0.032709806054190084
VCL,0.020318795594933332,-0.0038471202299228523,-0.0019599293251784874,0.0833833099209096,0.0871561152401132,0.010548457588966331
FGF2,-0.06994491405524675,-0.001238138101592654,-0.027451358566523632,0.0013611869889030913,-0.028259406429089366,0.029586990922326514
AGRP,,,,-0.016291126842664077,,0.04137049895049209
CNTN3,8.521599287363328e-05,,-0.03484836868644258,,,0.0030957639897400365
RNASE2,0.008904965136685815,0.01733003736679394,-0.0030383573547186887,0.012598460161696433,0.050319018122176234,0.05076424091186333
ADM2,-0.020350870036020378,,,,0.10031012290061539,-0.018245544902551963
GAL,-0.01643639680262835,0.03385117408702788,-0.0215142129218638,0.05661247894250976,0.1367619252245157,0.04539203321533324
IL36B,,,,,,-0.024493789619386405
CXCL6,-0.015250219457235061,,,,-0.011831745787198636,0.023261950320975194
PDGFC,0.02842711545224073,-0.043269570052772204,0.002361943795930858,0.0617642487214888,-0.03494350375997783,0.055037238427544
COL8A2,0.0029852003299884835,0.0016133369355196278,0.01445934851461562,0.10107812606932749,0.04276399478249069,0.03411758671836636
SPON2,0.007526227098877166,0.0757198012639257,-0.057843421097529976,0.023339788214024815,0.08140489662246418,0.06769510025488575
SEMA3D,-0.01449620738339739,-0.05518631605617169,-0.016471755578086132,-0.02745511113099011,,0.05665488900199286
BMP6,0.06205032337892811,,,,0.03211289115514584,-0.018705264223334468
TIMP2,0.017141869324591514,-0.08559160280744575,0.0019452029718654438,-0.004238098811188659,0.02211498439910969,0.03185547283573957
EFNA1,0.035680458515167046,-0.08189869027987813,0.02437931840545193,0.0693768736757064,0.11017683948954136,-0.0025961525162103614
S100A12,0.04610367390912616,,,,-0.025487603305798207,0.10738757475592313
TFPI,0.01737593858990101,0.003385031626224849,0.018246336939679676,0.017819418551581846,0.06145384376977479,0.08281478781676167
GPC3,0.01828758175952659,-0.026364303656376032,,-0.03499259945037013,0.0565383827591184,0.03270897798298873
NMU,0.02656256912980103,-0.022466856004051745,0.04995548272601851,-0.058170095035176284,-0.035468098001982654,0.054742218750296195
SCGB3A2,0.00505208792801102,,0.03522440310066442,0.04028275864346538,0.13712275067160473,0.08776554613535703
LAMB3,-0.002927586732543091,-0.002562236716230418,0.013429671956803243,-0.03015256503199744,0.06403585611994761,0.012819623749425536
LGALS9,0.021467360531230738,0.007881034453207253,0.07380338730269728,-0.011735124780576827,0.008419010673460346,0.06140438277332088
VIM,0.005217562042603286,-0.014813112232418815,0.08048778487247002,0.10491878055627918,0.0957135102030937,-0.061990803954751386
PLAU,-0.01431294832538063,-0.0647273230627318,0.02734684416303864,0.0746427332057675,0.07995548825545204,0.0251280054300618
TGFB3,-0.019632478307325976,-0.02645978725041811,0.026523708154975418,0.13790874659328595,0.11674898668667678,0.07326131363621843
APLN,0.03198853717766676,0.04390412789721069,0.05931166180376015,0.1033084185936257,0.05992736638755151,-0.02603554232604
SHANK2,0.011222225991935082,-0.04436649537515529,0.0033795832387033707,,0.03333449571667706,-0.03323390750007525
LTF,-0.006919945477632711,-0.06658036536643025,0.01637167173676645,-0.14206833818368564,0.021472623066315408,-0.05488868363586792
PYY,,,-0.013624005515162027,,0.04334377168378122,-0.01704631104559166
PENK,-0.031239937479581245,,-0.024349052672202325,0.01388464176319226,-0.02770529353116545,-0.05184057133915884
CTF1,0.02462619194851309,0.03825848519569619,-0.02483380503417118,0.09952109319358803,0.0417861242568241,-0.01240665702308002
COL3A1,-0.03402446021677814,-0.023239632315193992,-0.010208978325688196,0.025848162036825523,0.0997175891559714,0.07965094147904063
S100A10,-0.010290353507447794,0.06043985409624477,0.10643726814722285,-0.12004268397362212,-0.08273458841473878,-0.03452015459038906
FGF13,0.024829820676401614,-0.051992895385125144,-0.054514957212712135,0.08211496882841453,0.037633896639689066,0.01870882272538236
SEMA4A,0.017271045497240116,-0.031541801160402345,-0.042641509294432334,0.029422013350287754,0.05540663486757826,0.024490194683558914
EFNA4,-0.011038851835745211,-0.017245852814869848,-0.05824160907806431,-0.04439226592215636,0.07578779044898729,0.05368709332002067
HSPA8,-0.006606489986842716,-0.01656447416637966,-0.013701449305036502,0.07001121226631131,-0.08652766598223273,-0.06355132721498452
NPB,-0.01328937416129407,0.009158598005454762,0.015146645522805409,0.05302492119048433,0.12621804527185715,-0.008460472264621691
ULBP1,-0.027877012763307528,,-0.015205862902220797,,-0.006205315266248332,-0.027530686192807213
SEMA3E,0.01646710799308475,-0.10724724145437146,-0.029406198259963854,0.08604584091630482,-0.07269973598250777,0.1271020538474718
ADAM9,-0.03142279323178865,-0.060711753814228046,0.051071485821193814,0.02172646319653838,0.049510102446562995,0.04996073286399627
ASIP,,-0.020246831796550315,-0.01952165773302221,0.03251094041108441,-0.013314934186831658,0.1308545150099684
IBSP,0.006589650414853428,-0.07554714398485449,-0.03438987282871239,0.1319775353688452,0.11551662270018812,-0.013287418809377421
MMP12,-0.013497659138623606,,,,,
FAT4,0.025819553790511988,-0.029146308408552236,0.04437477284440579,-0.04852725075364424,0.034049735693773266,0.05105027115747306
MDK,-0.024490653469715247,-0.00391843445089993,0.0231615140251963,0.014123123069486584,0.08601801293412623,0.06554894857586041
BMP5,,,,-0.03088340553630414,-0.017188687101450845,0.0021037647393596383
CAMP,,,,,0.011140539876943488,-0.023401503647149536
HSPA1A,-0.01565738524195673,0.07661875275068328,0.0022531873498883737,-0.03459348223673569,-0.030378434642098263,0.019129439278218675
SOST,-0.003946942535288249,,-0.018763634340574063,,,
SEMA3F,-0.010974458194785413,-0.011120891432510169,-0.039538663194676194,0.022306960716907524,0.10767864386741897,0.059590693458365075
ARF6,-0.05590981023988492,0.04324780547729637,0.011763006440771995,0.04323673955497174,0.0495192787755626,-0.00013250253617772266
IL6,-0.02016447263208537,0.040614738363566896,-0.019372231787282746,0.03118183462023433,0.04858481895426284,0.014611197103622846
CALM1,-0.05276922598254708,0.08504747118091956,-0.03490191353638422,-0.02027706164558297,-0.0007543550087472132,-0.055262279740733694
VIP,0.026787249704017625,,-0.028562352435404486,0.11129230132748374,0.046141484270834573,-0.00679481968832792
