,UKF243,UKF248,UKF251,UKF259,UKF313,ZH1019T1,ZH881T1,ZH916T1,ZH916bulk
BSG,0.08294692696056984,-0.04946465545042722,-0.011432203466113082,0.10117240690485578,-0.027158138239804088,0.07285163825259486,0.050772166435337406,0.04880867340237769,0.056619732553675244
ADAMTS3,0.03271815190320073,-0.02635741700972323,0.07365660431529658,0.008794604006584213,-0.005192648180754072,,0.03129386483458513,0.004223924389123736,0.007070081508342153
CD34,-0.1293256484376764,-0.04311436773136911,-0.007243488088156343,-0.007217394090032821,0.07114582481387839,-0.02388460728554918,0.06280777903152505,0.0458287813838404,0.019514540066038196
PLAT,-0.04761492406048041,-0.07875507606727127,0.01129477985559251,-0.10401137068809445,0.03020058433892861,-0.043517304618529686,0.040699002936344854,0.010077562166055497,0.004369611117492425
NTF3,,,,,-0.013397386682153936,,0.029818179529442882,,
LTA,,,-0.02058900876750388,0.03660113173965743,,,,0.01830671120587003,
CKLF,0.03061287969659523,-0.057522057280882895,0.014799046099813898,-0.0694390316232894,0.0005341921073669845,-0.15008077950753543,-0.04083755825357679,-0.04002905133384694,-0.015068930161360634
APELA,,,,,-0.040020184862412066,,,,
CD24,0.036919280481663784,0.027346276153078112,0.047193614654689714,0.1028669941320743,0.043962899126572474,0.07192773727145477,-0.07154278240580983,-0.006926335228736065,0.002083172035985941
HSP90AA1,0.07226680293275581,0.07861666349569855,0.012148657837227397,-0.10839641046267863,-0.019398667122718597,-0.10471599834896342,-0.00879711286149956,-0.03588684264311145,-0.02880669376539666
BMP4,-0.03802849836998777,-0.01746838390075896,-0.021825556221365283,0.0370064728262685,0.012914111685814987,-0.09071733309755585,-0.05623377338131812,0.09108360719622685,-0.020512765809689026
SCGB3A1,,-0.018359657526015614,,,-0.035838524296033666,-0.015540643527653436,-0.03370038004291442,0.0546826136107241,0.024137908253716315
IGFBP4,-0.033609106922908194,-0.05224756945889628,0.011816296702888463,0.03998973091136849,0.0333161200319021,0.056225351272448765,0.04079699440159311,0.06243199530154807,0.0077468207399095275
RSPO4,-0.04467150100294436,,-0.023738870903389456,-0.03114379203489404,,-0.037704219168012434,-0.022695771749564282,0.1386242966657232,0.012900015675093532
LEFTY2,-0.0030043477200228813,-0.04990446328604057,0.010539836356787095,0.005243798521833339,-0.024546641061788353,,0.017418131813472255,0.04995036139286561,-0.012121471759033884
PF4,,-0.01904519752712037,0.06863409392946843,-0.01385053793377481,,,,0.05792879710724347,-0.020070235636343744
ANGPTL2,-0.01586171392890083,-0.056348671145818804,-0.018717315255579,-0.05881854231336103,-0.02714151705369125,0.04367529158110254,-0.009998304389081147,0.047808903354242406,0.0005964139083181046
LRIG2,-0.026641952116860993,-0.043287595623227204,0.0873499787660076,0.03605830942803599,-0.005630937099567308,0.05602661737003077,-0.007228182260462591,0.05947443897069639,-0.04927616680822659
ICOSLG,0.038675698910769454,-0.014843401132032112,0.003395160403521784,0.08754857629009967,-0.0007831879306074999,0.03099345180988187,-0.03228352586324143,0.04824938464725211,0.027498807980015128
WIF1,-0.09128759297308707,-0.0031848366532770405,,,,,-0.02109791819693154,,0.06193801381141149
NPPC,0.04103458275706514,-0.03818293215077221,,0.0586997472812673,,0.1638984778736946,0.05626745783913514,,0.008039150444476216
LYZ,0.047960261291911055,0.05498513899758221,0.021977174723302222,0.009524377213633443,-0.04271029138564119,0.03064854510430192,0.06262627207390213,0.01197456074866829,0.0033849035262217765
EREG,,,,,0.05205193745680992,,-0.02826796636639361,0.08652139280437825,-0.0011340533201604378
SPTAN1,-0.11711170594691658,-0.028373331235192024,0.0031474616210803667,-0.14377327174075108,0.004501950804884542,0.05119618558688985,-0.006716181612181235,-0.06982799756893537,-0.0070284590185177125
PTH2,,,,,,,-0.015413036575579863,,
LIPC,0.017521476813314382,0.05074592165134795,0.020664599067631174,-0.012904071945800994,-0.024813782854954905,-0.059810420980909655,,0.03873101207107229,0.06883680868796355
COL8A1,-0.06881152987347311,-0.02116613168060998,-0.012351717453817006,-0.03901917478145077,-0.01565983004208351,0.013997486928068082,-0.043968699683416455,0.0035697557344004436,0.0038428225779719213
GSTM2,0.011714509601196903,-0.019446125234572082,0.007507130621693007,0.07918070587385165,-0.03726960524341901,0.06966324906685574,-0.048184024436555006,-0.04592780885849369,-0.015488668621602987
SPX,-0.004657343817312581,-0.018635567253414292,0.06627090978378893,-0.012267038231640047,,,-0.013046177734738283,-0.038920065548308486,0.07720757195814869
MFGE8,0.09071678102163419,-0.03273906245468274,-0.05279778214055093,0.038904118607773375,-0.03245630730151376,0.030646929148039577,0.03831794357103998,0.0657818313674327,0.030735980796208994
TGFA,0.16201146343857373,-0.03476231919823972,-0.044500097843141434,0.010848883632827353,0.0017616831324653117,-0.02261620132050933,-0.02052926585112846,0.019865485290427826,0.044619559167167436
SLIT2,-0.09052981436791684,0.0003548138641098733,0.0010897521738896848,-0.02187658819568092,-0.023013792693260173,-0.03139842431310393,-0.022924938428776246,0.05860278467040391,0.05017841930201888
PLTP,-0.12501006249521965,-0.049511548426166396,0.013061435544771583,-0.08754482383772282,0.04259969301126986,0.02758539546638146,-0.022064541920128973,-0.04070457005635431,0.05410447160772474
APOD,-0.01840434698802493,-0.04195937478810608,-0.004245450729151993,-0.08401282836566536,-0.05222698457817069,-0.06809709578672264,0.06231069592693492,-0.12795922267426743,-0.03683481225625537
B2M,-0.11386331719690156,-0.004444889810778367,-0.025173770611441205,-0.13634225058455438,-0.03549288657986103,0.003554596706161377,-0.019855655398751542,0.056402772643823415,-0.07789466209352637
OMG,-0.08624041272997836,-0.03278019849468235,-0.006235411222725024,-0.12118993853189154,-0.018178062403061083,-0.010818562950778982,-0.06952618798564733,-0.024325876990477387,-0.02127586108609484
CXCL3,0.03335764258171019,-0.00829708326978399,0.03167511795229693,0.23106597452692001,0.05413682558332875,,0.027875809581411448,-0.002610510085885987,0.06728008701923711
CXCL10,-0.002456734583150198,-0.0061603684863241305,-0.029082498397164237,0.03409695680239958,-0.024769472209761764,-0.016859707994244372,-0.03101168357237182,-0.011698619198238221,0.010032825868910751
RSPO3,,-0.024939261970011437,,-0.016084697698131825,,,-0.04377321633721627,-0.014857034466871996,0.005992090840833128
CORT,-0.05008462322639469,0.07442530951968457,0.024460452306193255,0.03046986117261417,,,-0.02777852199349518,,
NCAN,-0.09348858109820979,-0.05059836984545881,0.020026536765951324,-0.14461748346566913,,-0.00759488182862131,-0.034818611213282676,-0.04063939105937828,0.01713090972216758
PRG4,-0.024306965958637794,-0.015262682368825334,,0.09208173153406461,,,0.06140959359481155,-0.00801338816716727,-0.027935033691803515
ZG16B,,-0.02545930369020086,-0.02253670801423269,-0.01842476639997598,0.0155299672476009,,,-0.01852512306790519,0.09887754293305458
TGM2,-0.05606673216732985,-0.00855912033278948,-0.03883501446290567,0.04610978512571004,-0.026478928768938457,-0.045733419250429425,0.06448810600690368,0.0502780958880329,0.03504551246141104
VEGFC,0.04811785473228362,-0.03505732111628271,0.01660957080571173,0.011625321634038486,0.0739382858186175,0.03840418485477323,0.0009224740408838584,0.036026794793365846,0.009185191829782833
WNT6,-0.052183883072941736,-0.02962290450359102,-0.020841873667781615,0.004743346200902951,0.0075568454891513,,-0.005572801279347546,-0.022372893448487228,-0.017692131348998212
NRG4,-0.019979046459521095,-0.016909890834752746,,-0.019320483132884092,,-0.030092432382602265,0.009321579503836584,-0.014857036131991097,0.012762895313187616
PMCH,,-0.01948955920850222,,-0.02677041165017107,,,0.026726702365978412,-0.004688580028472346,0.05720395726775495
COL9A1,-0.05415372635356631,-0.022070615751815337,0.020588815812533825,-0.020178834512798647,,-0.027226537552762466,-0.042425615734866536,-0.053331915688224846,0.014555485203075997
GDF11,-0.023550832564880015,-0.023789082662025708,-0.01942730530199583,-0.018748318798166422,-0.03378030708315173,-0.06723655608266177,0.0047156162857527675,0.037242192087203904,0.026245697626266454
RAET1E,,,,,,,,-0.016298063074705025,
IL24,,,,,-0.020419648935700915,,,,-0.029744904576266412
SORBS1,-0.06624802075256744,0.06779518407964497,0.007266879513678688,-0.05268166158604863,0.056468370999222334,0.022669042195401907,-0.029592533459593874,0.011533396875072667,0.016841232692746497
DLL1,0.003500816737004257,0.06176994243009929,0.048287065005646675,-0.0652363968558725,0.024526106830268644,0.05437904570840859,-0.013635057303288418,0.036821111452063085,0.05266787449381885
TLN1,0.04413073912821952,-0.05606269958113178,0.008215034681519498,-0.029964914466168613,-0.0028786383154762894,0.05070204572861625,0.01868515048311256,0.04386001914098183,0.07104946719054205
COL2A1,-0.008205362280561422,-0.008941817061763979,,,,,0.006491770319492957,0.05366008066482412,0.019094678827793997
SHH,,,,0.08650529036678424,,,-0.0095625767681632,0.057746295029076765,0.04080291395144791
PON2,-0.17749582752825158,-0.029568660766054917,-0.042706153515617656,-0.2033399976494987,-0.01872936711229527,-0.03553233310355831,-0.05053475503101914,-0.06203110415404289,0.011563059741470075
ICAM5,-0.03529316507273611,-0.049483098765386604,-0.02682817215680231,-0.014402992210902788,-0.019329706653865363,,0.03718192146987185,0.08383968188290969,-0.034560543745525675
HPX,0.014492409584392832,0.04738986051804725,,0.09773302052202641,-0.03838127603282628,0.011714346234257817,-0.0036909251727315034,0.11322902056637894,0.10490404148458919
SFRP2,-0.010570317420130143,0.10476830461768538,,-0.0187878745497349,0.018034934292344172,,0.027573249184128776,0.02217940796673634,0.015098271847087848
CFC1,,,,,,,,,-0.023542346679570496
CD70,,0.07203701722835414,,0.12316959585957565,0.040540807804138546,-0.004499531609230991,0.03318843328544785,0.04991619183140617,-0.046739657259628094
HP,-0.10278567742605964,-0.0066661876137697335,,-0.01862758364921311,,0.02671781800322363,0.03233773395288538,0.015237131934490583,-0.015203480061736233
CXCL2,-0.06554630151547979,-0.08371937536571013,0.009055358830039498,0.06283842541627913,0.03512450112255248,0.1341275406416788,0.025755576956688463,0.03877630361252696,0.018466631014231898
NPPB,,-0.023685735140879478,,0.2073643538825082,,,-0.025790417040043097,0.03979377925956474,
CCK,-0.12426110434736856,0.0025853341774385395,-0.042781179806513324,-0.07287640585852387,,,-0.02442969427641557,-0.019550907102549343,-0.06564126798762258
SEMA6A,-0.014994602341751677,0.0266826758807498,0.031186375505261467,-0.1165915748085403,0.05322832843790272,-0.12180395596574747,-0.060052484606054064,-0.02476660064669046,0.03744795709961635
IRAK4,0.04835464345964359,-0.015553707050735641,0.06780539596024232,-0.005475690130454962,-0.03890930132753246,-0.049373124428906554,-0.042210870285437505,0.01634242717628461,0.0366470168772257
GSTP1,-0.03636026309092823,-0.02334924113509932,0.01335013075400777,-0.02874567193191217,0.08709155176161425,-0.01701403696786879,-0.06998755551257224,-0.0038936057449931046,0.02259977797623436
VCAM1,-0.06684019147535035,-0.015151823994130035,0.01047960856345291,-0.07355348457165166,0.02380493518049284,-0.10225912932782236,-0.020616591399039996,0.05715832700825364,0.02657188007047665
NXPH3,0.1707972434918182,-0.03445229916745947,-0.019800444657432033,0.049272489337681594,0.015167701299792688,0.08308120269136662,0.020223223470109897,-0.023318467602556056,-0.015183510419876842
MTMR4,0.10397187578734048,0.0059683539096849906,0.052744759586261375,0.016966986918780385,0.04424055597345094,-0.020878542844539206,0.030699519222713724,0.013542141470727648,-0.012906384475918986
LAMC2,0.1259750846255034,-0.01859082543017249,,0.14567521914518436,-0.029660469711272557,-0.030092450423159688,-0.016749341818517362,-0.013292097511055017,-0.02562083102029948
IL10,0.019340359045503734,0.01787560791963794,-0.02985226765339784,0.008731927704771408,0.06555228867103861,-0.013722163620459487,-0.004313319341318498,0.06810128489790786,0.07865053334986796
SEMA4D,0.006850898761574879,0.03153865446958835,0.035963618414903135,-0.016552086396069258,0.015089383598540418,-0.03900290969449746,-0.06082660862614642,0.011732929808999724,-0.043741397059032135
TRH,-0.067475433654487,0.020363253462376395,,-0.0024442249936578743,,,-0.035367500203122654,-0.016880316218093334,-0.017532557679314515
SEMA6D,-0.0713512390031985,0.008396462451562949,0.04826255687859719,-0.08229039456634223,0.028508726065534132,-0.124114882147897,-0.07488506046859338,-0.04611962894590037,-0.006776697728688356
CEL,,,,,,0.018779957399890024,0.0262277878940538,0.0167711426592498,-0.027372362509405994
PDCD1LG2,-0.04092486326781552,0.03291214818107653,0.00019317039567974482,-0.02230696221275528,0.16264159236743447,0.013015199857012796,0.002960623048826888,0.05924977029278105,-0.02194987609507009
SPINT1,0.05351117694830154,0.05223774569432446,0.010847048517680279,-0.04597009600217743,-0.030791277839031794,0.09239500168716575,0.024635266685338428,-0.010636943568507183,0.08762894582700267
CTHRC1,-0.016299330766764288,-0.05154300866427059,0.029882623608503966,0.04441475202037769,0.09490410285745815,-0.011210152414781908,0.03268837662236593,0.029402748095344388,0.011633482000850886
PODXL,-0.08566218205289042,-0.048403848763592876,-0.024167592877285076,-0.11000088824233066,-0.005707454745251515,-0.07926122710998042,-0.01666311779323567,0.07482138211663784,0.005435875334233
JAM3,-0.02791408087241981,-0.02661789655921393,0.06464236021046596,-0.03814040173238768,0.03051808896228908,-0.013258050585773874,0.03447866501202783,0.03600450772302677,0.07630966438090765
TGFB2,-0.09649506736018486,-0.02538562378815255,-0.021366664883527845,-0.04855820982456531,0.035831285145826494,0.04784311227411047,-0.12675880370566237,-0.03607887795239984,0.035840047861890066
COL18A1,-0.02618940711863738,-0.06676638745683088,-0.038996771929923804,-0.0204002352680539,0.021409993134632314,0.06477903388422196,0.04724500981092931,0.074221249099937,0.015610186405759943
NODAL,,-0.029294358627905737,-0.020074218697971193,-0.03248859990646375,,0.04842671965588757,-3.974314555148098e-05,-0.004355885986709412,-0.05337233085952496
INHBB,0.0406258389753423,-0.02260678571480274,-0.028898870144736903,0.07449763775377159,0.005790481439136167,0.08583527149983299,-0.015397131965587212,-0.029319117166849724,0.06300581570049138
LCN1,,-0.018590829613183903,,,,,,0.07902467158131993,-0.017970827043692742
ARF4,0.04544890505331155,0.008027126988362866,-0.08980667363161712,0.06254411970131346,0.04111608014756749,0.1442844682868808,0.0515834030530152,0.03293191712293258,0.04072859622913494
CXCL14,-0.025849617152508983,-0.02533408753127115,-0.02362911171895835,0.055897201230555,-0.007136975895165431,0.11079815911422984,-0.08848819281390606,-0.029199881262834133,-0.024142069510147565
LIF,0.07637179931670678,-0.04061379508190882,0.0001814141373504833,0.13385465757087073,0.05184337629294139,-0.04496481971039969,0.009957487256577576,0.06552249234219387,0.002678514971007752
IL17B,-0.050597237743641145,,,,0.03456541455667301,0.0723123889818847,0.008293164575317086,0.10486764698896882,-0.020318490566616457
MMP1,,0.027501764057986215,,,-0.03607407128864792,,-0.017255691897951144,0.07241600649882074,-0.01161542710383897
MATN1,0.06638172302422406,-0.02440921693456535,,,0.036535696842217504,0.02815417961305745,-0.00954240239323119,0.0626120080864916,-0.018516444482464416
ADAM28,0.05915972962694359,-0.003570323672623152,0.010617387036497943,-0.042987863233223206,0.006579509914755936,-0.04473052814845769,-0.025113261607097603,0.06394560943091276,0.03246177702109792
TCN2,-0.011811343125016563,-0.09206477352828916,0.03808028443997635,-0.01930373641639585,9.412872957380953e-05,0.13242315845097494,-0.019790130570217532,-0.004669469154032188,0.041722755858935624
THPO,,0.014262071539301317,,0.07106344447442428,,-0.030092465577252998,-0.021303685908408646,-0.022224507841328105,0.06242296560256462
CUBN,-0.0036380288747775258,-0.021382345988560956,-0.007127788327861984,-0.03111174782622607,-0.00625043805575911,-0.03208826826179099,0.013714930951733855,0.03883429358849319,0.04764126014056677
TIMP3,0.007608866223294171,-0.015492232879123751,0.00828064376279398,0.09665173116234202,-0.0274040302002486,0.06397092801432322,-0.007232711069067464,-0.0025565876936184365,0.03185009362014786
PIGF,0.06749810932060989,0.03888894367491911,-0.024243752468661686,-0.02160913433067194,0.028535397057563236,-0.005575714820793272,-0.011588685597049854,0.0014226367476029415,0.031930842274014645
CRH,,-0.021781370288271498,-0.02519309153354517,0.05936856165753817,,,0.026031841611854706,-0.025313062015916904,0.03745046812179361
BDNF,-0.07221588071918086,-0.04465761027482733,-0.022536703718543622,-0.005046126619596252,-0.03149727431826007,,0.0866157313876263,0.017240139282934164,0.048884260420123574
CCL5,0.09692201096783835,-0.01642608076575095,-0.055918906562419844,0.04630582445788651,-0.01942159456324261,-0.061110014697350626,-0.004604123139415101,0.03881490742690351,0.011786948355414375
GAD1,-0.049895264491188675,-0.012525370064349,-0.00879733773335653,-0.0642576627605666,0.05667346961140237,-0.003911490577778664,-0.04055828535088722,0.021422276255359838,-0.040593077427835134
COL14A1,0.01556342461722912,-0.044052597126399855,-0.03143779906201879,-0.032078476462084615,-0.05654305417379249,0.010461977684006212,-0.027656954831310476,0.07111818463881768,-0.01027556505342181
HLA-A,-0.07807367087386355,0.02618266806572584,-0.05180073404473176,0.12321931166925475,-0.06362919375241079,0.11383245162733219,0.03080269358879192,0.05680634593928608,0.007497803405348966
CD5L,,-0.021781367768332862,-0.047659295850992364,,,,,,
FGF18,,-0.019708200978291724,,-0.01478324571505037,-0.00268397139648909,,0.021346853877404325,-0.016880317572387858,0.07285133394937307
ADM,0.15812512566431222,0.020124561620052297,-0.033759936228339206,0.16837366408269375,-0.06322914273593913,0.11292669739540118,0.0073350387798651676,0.07612103307211389,0.09852863932593584
CCL15,,-0.03634028275256038,,,,,,-0.01464029812005812,
GNAI2,-0.12652264039972844,-0.02907144152046418,0.02380268616462169,-0.12570247969429083,-0.015955997175253277,0.002581858410592396,0.02946867733612523,0.03276434827376774,0.054872038193161034
HDC,,,,,,-0.03583419726900258,,-0.010437830939446679,-0.018516436096541956
COL11A1,,0.034869958544239466,-8.555632445825335e-05,0.03629645029145027,0.03125427320871646,,-0.005059654643752869,0.019700544612721523,0.1055772003518359
NUCB2,0.054974214744120266,-0.049013788707128934,0.03502858030040402,0.048876162666324934,0.07717873162529156,0.009675048418876982,0.03979786401014098,0.02894595635915729,0.0013239670901996122
FGF16,,,,,,,,,0.00864455238976826
CXCL1,-0.05737173551235382,-0.015823994145961428,-0.0020994629511457944,-0.00010901381974741007,0.03709270376996396,-0.04322310461383817,0.06917328228499224,0.08835335578030903,0.05382267910442366
VCAN,-0.13596697311015657,-0.06709070950306077,0.033768927882931475,-0.17759927340905504,0.006584681258333279,-0.11765916423733393,0.031510766487307384,0.012150850413258254,0.05290375446656488
MMP7,-0.030080698879694737,-0.012255019140872781,,0.01912634212429234,0.00693358767216607,,-0.020374890690412237,0.08025242514929178,-0.0406673911647182
PTPN6,0.059571744118778684,0.008026405106624796,0.021382897322468723,-0.0016828188049156775,0.036196053499191166,0.060047196151593485,0.04635797248438788,0.0622872061870566,-0.043441277661911804
PTGS2,-0.002261596509149496,0.05568809280669972,-0.024119432189856644,0.16952164795976235,0.029816256639769244,-0.01759624035414185,0.06935690916225117,0.0465116266402525,0.055946775402221836
XCL1,,0.03364931430165873,,-0.01608470040521902,0.027060812735545545,,,,-0.032953353170638584
CD58,-0.04996672319787548,-0.0004259806299480559,0.017277507302533135,0.05962905632448758,0.012258206609945843,0.09459664869963273,-0.040112559078132354,-0.01629487632725194,0.009099210629368788
TNFSF14,0.02012642486677802,-0.02404995749504674,-0.0281873963156487,-0.03355285983766871,,,0.005856068983400594,0.014482943069712387,0.05093339418079323
CNTN4,-0.06594981859993539,-0.001200329082173078,-0.022065003917521336,0.010477135634360904,,,-0.023964338734496434,-0.024911377698704662,-0.012506281568217889
NTF4,,,,-0.02034644162594309,,,,,
INSL3,,-0.02138175585301865,,-0.014783242815403006,,,-0.024916311094895224,-0.0200458889223364,
BTLA,,,,-0.023465499041442572,,,,0.02363436980581893,
MFNG,-0.08885464280046755,-0.08500896522587631,0.005993149416159266,-0.031078510624774076,-0.006482267604844114,-0.07788603099185841,0.05241144869686099,0.022600767046467032,0.07941310748167858
ICAM1,-0.010151769088724871,0.08259530096921262,-0.006630996279720315,0.009945099544464764,-0.011719782376612193,-0.062278717128719505,0.03676336223731217,0.016224226410206204,0.05996804759568959
PROS1,0.02844753178083759,-0.03874404795384744,0.039983943580206564,0.01932928661923165,0.014673952903825758,0.02111482999030823,-0.03915160579508618,0.00017449850428530572,-0.028602159906192193
CLCF1,-0.011195846645116254,-0.02865117010340931,0.02601759378455652,0.07070542479013574,0.08139751297722492,0.019106040999677783,0.031754953565927335,0.0346633090691205,-0.0007641843594393656
PSAP,-0.02579523924457005,0.017008838668756947,-0.032347837431095934,0.08575598715569005,-0.010201731698265354,0.12382288701140551,0.02810825498209936,0.051199708956420655,-0.004169629908254618
EFEMP1,-0.040867629494360604,0.030365151174350624,-0.008734385698362263,-0.1130311180271766,0.04969693732878878,0.011602748884383486,0.04447908360461849,0.0387482019927202,0.0004634985214333004
C1QTNF1,-0.011783208384182373,0.017865950096768318,0.03341903615877818,-0.006199241206587271,-0.022318584032980777,0.10687289234571083,0.05597405878188452,-0.01588451439142115,0.07657703936705774
ALB,0.012074441101839464,-0.011833704780446973,-0.03718322227394647,-0.02624553704826096,-0.01932971300872265,-0.016516709218600673,0.006045195987288495,-0.02266710015558557,-0.026215949345939984
CCL13,,,,,-0.014534370302556426,,0.09501058593091083,,
