,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.06163115908638173,,,,,,,,-0.03982325218943106,,,-0.03036669113090621,,
BMP1,-0.009013561089368747,-0.009664963480349984,-0.007526020996853939,0.039668792970938255,-0.004310987696881795,-0.05610092154010282,-0.1130676774977919,-0.09985775635082784,-0.3937393740004624,-0.08386686998441048,0.04174799452020738,-0.18833819462918067,-0.3438595587911192,-0.03172110667065794,-0.0022280183914505963,-0.016502517147420778,-0.07757137667429076,-0.12898317880065693,-0.030571637176792628,0.01322906033939045,-0.05470108005716907,-0.01595205220204128
NDP,0.018406534513688337,-0.07400803296223195,-0.011851406429668343,-0.005510360408735457,-0.04439427588865584,-0.034408218959793464,0.21629908256389582,0.02971783589714507,-0.04896345843625507,0.03796696110179536,0.003199092469450804,-0.08254949789045535,-0.07390795101276192,0.042876100933254314,0.06493710686239117,0.10743573480531504,-0.07809221552227645,0.03212255689702457,-0.07155052124161054,0.046612363926842634,-0.048268087427440584,-0.0261058519819385
TNFSF18,0.04870092608650464,-0.01632739187257891,0.06654403323889277,0.04234831935982566,,,,-0.026298815753085875,-0.07446984516040651,-0.03213396408771908,,,,,,,-0.0413670865977544,,0.10801272523437451,-0.025229671747332816,-0.0769629215630403,
IL36G,,,,,,,,,,,,,-0.0262779697692631,,,,,,,,,
RTN4,-0.057069582678318694,0.34758311749082454,0.08818295557767421,0.009060320966853908,0.07091098569447743,0.02266993590476194,0.2232187662291386,0.286631645710225,0.5239463819613291,0.14016881631056605,0.0650977619685907,0.46348050457060985,0.49072980298048174,-0.03526228995124828,0.07625764213075173,0.017457360379820507,0.0755530839640521,0.09840625341555592,0.08231234225448206,-0.03086443734398893,0.3688759556400248,0.015170326167942734
HEBP1,-0.07284460656666335,-0.09054918463438591,0.0005322212370666342,0.020660229539648512,-0.046703730595050376,-0.058466611220709064,-0.02710132993936927,-0.13446530357098482,-0.1806989752803408,-0.030121015044227522,-0.019135651416623753,-0.19890045445311744,-0.012136241517289398,0.015805512253496228,0.06321947897889396,0.021234579635373247,-0.06729801315524109,-0.011812595517521233,-0.005401158219799749,-0.02187810869916371,-0.03486665772455825,0.05264799140760816
WNT7B,0.06562466509181823,0.43432180837488943,0.047831217924256535,-0.03761978789140771,0.11209287590364246,0.05712119057962171,0.1151883527092358,0.11962799578238509,0.3803250487111972,0.013403096126144617,0.07067642841101825,,0.14918659254101374,0.05290962894971141,-0.05306414269492994,0.046072136707716274,-0.07544651436984767,-0.015016368762240193,0.08414342374494739,-0.010173886990061956,-0.06911554259813361,0.07864899073101192
PTMA,-0.019244141173179217,-0.005503002111485961,0.05570719941296395,-0.009262576965244544,0.04867712684169752,-0.030766145934719116,-0.18634339413178658,-0.3030474430674599,0.07233999032852725,0.09842823181389841,-0.08929967954273284,-0.5646586821626648,-0.49658091562788736,0.02444970541909311,-0.15048765869130368,-0.008277174700789057,0.049577742782943336,0.024852749682662236,-0.06486743191829338,0.017661847787628623,-0.1645818730395449,-0.08686300952821112
FASLG,0.03646874438440186,,,,,,,,,,,,,,,,,,,0.03688157526619783,,
