,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,-0.03201444392910296,,,,,,,-0.03673946968001399,,,-0.03129172906286557,,
BMP1,-0.062895878655228,0.05657623860096937,0.03714056586916584,0.029538119319604584,-0.008934526475493804,-0.09842453691073967,-0.06322405386457375,-0.007758896397886016,-0.11218177727182475,-0.1263633724694873,0.127923647682962,0.04645343223724512,0.03690983208109009,0.022029447244371073,0.00018369050041880521,-0.006180662806447183,0.0726803950343341,0.04507961104779488
NDP,0.010626949436359865,0.017702278942834937,-0.0268056692546866,0.08880405540522236,0.04737993300413833,-0.05331159620962989,0.041464783205233974,0.005252565445880436,0.08374745032142042,0.006799519141971278,0.15559490569009915,0.0937507554447911,0.04072767379574102,-0.05541562074043194,0.03268542906097111,0.035917685185554965,0.046831040434605245,-0.003630346170388122
TNFSF18,-0.016505937962949357,0.028393552350314006,,,-0.04589635926931123,-0.04754048813477409,-0.012488331914758441,,,,,,0.08840968935037614,,-0.041663052223696484,0.005176885812561656,-0.03292692468378838,
IL36G,,,,,,,,,,-0.029220579606543243,,,,,,,,
RTN4,-0.029928648981118883,0.031089790269899175,0.03994782728500018,0.1134905289034379,0.08167400674880068,0.21817154620673068,0.04433443558377646,0.011465084248918098,0.3147066098712424,0.20481788382662117,0.007811649076750769,-0.047445043918273824,-0.06744933581942446,0.2363233193347213,0.02068134118995517,0.038905005922567334,0.1258034419290183,-0.03081098644597761
HEBP1,0.08031334538292606,0.03617598323925403,-0.007847771097649463,0.04683757232825166,-0.05071684888610949,-0.07194450979166313,0.03101549260321628,-0.03023984984974003,-0.10182456089074654,-0.09531544873404603,0.04776500857226778,0.03721164020163512,0.03744852871819086,-0.0007447074342831113,-0.09266981027051033,-0.06557803681355985,-0.01911908156163547,-0.06812955403856173
WNT7B,0.03382099261338698,0.004186844839922541,0.05900746615496657,0.03506114946714829,0.030575916252624378,0.12007859466498477,0.003994436762605329,-0.02332685538378868,,0.02169342644409105,0.005371312302438724,0.007721178274894351,-0.049346367431793166,-0.032115552220158994,0.020615780771936328,-0.040773192393907906,0.02809463605483488,0.03450353093039374
PTMA,-0.06529184512195377,-0.011147207407451011,0.031072750331653985,-0.07139074962586178,-0.09895353895717944,0.12721545858596872,0.047875216489530824,-0.05930797210792049,-0.34582624464100337,-0.2105976580130619,-0.08946008825441801,0.032737771062506756,-0.0622861832260555,0.09002874439532856,-0.0672664459888229,-0.06673124707904755,-0.06314176128271307,-0.1087030051176937
FASLG,,,,,,,,,,,,,,,,0.10019337552200372,,
CEACAM1,-0.020447606853256462,-0.018000957833163318,-0.026673586583295345,-0.0031108105957892134,,-0.04289515385921511,0.015595653295115421,,,,-0.05150980774424783,-0.009578301593267355,-0.015957468259122733,0.03301951619063337,,0.006409656114003678,,
PDAP1,0.04065147759602498,0.013017113822033511,-0.007753525951618358,-0.07138165396191869,0.0001193671979196754,-0.13645566183474286,0.03702663644617201,-0.008464844303721256,0.04745847018971965,-0.08121393889895616,0.006356370282600149,-0.006449732515474997,-0.03818619660418725,0.09113468398782776,0.012555809880943637,-0.003400385526186778,0.02766934100000804,-0.013961955143994797
QDPR,-0.03911725174967486,-0.015070458425112053,0.03345044917537587,0.14503044873728982,0.08783093931708728,0.10519535957884588,0.05379159532720016,0.07053898601196401,-0.2261311981392803,0.05324545589779532,0.005039205758954904,-0.024187152865957018,-0.0005473656064124214,-0.08718868584569679,0.02073620862200486,0.05885740281713556,0.08610213546692598,0.030793349950892532
POMC,0.015311385958278266,0.007852841449403373,0.07072895480760957,-0.03311254189845291,0.04152606212398572,0.08050145611603426,-0.007779170642246059,-0.004088244743627793,-0.0742975012560102,0.15427372338879827,0.04600721998540514,0.058654656308903326,-0.04662732459911055,-0.047089972507838106,,0.05660983023142347,-0.06388802609854641,0.012175738321716426
CCL18,-0.018563971389294005,,,,,,,,-0.06729179314746644,,0.09957340339485701,0.03971831323256166,,-0.1468306893776933,,,,
CCL17,,,0.023665239672003235,,,,0.017796267127328933,-0.023192580950354057,,0.0693428499568986,-0.09715926667347892,0.012843258527683202,-0.04843886851693067,,,-0.024598732558920845,,
VEGFD,-0.015726589473350712,0.0010169556703820636,-0.00438505401376428,-0.027827283557277448,,-0.03141014184292097,-0.03195153407714806,-0.01900572691136231,0.04195325447377383,-0.02860860338185828,,0.05118540038714968,-0.022019308180759718,,,,,
TNFSF13,-0.03628095497839384,,-0.016585457775121146,,0.05726859056086557,,,,,,3.79772779850866e-05,-0.009644619363691138,-0.013217862753417657,-0.012049040346720368,,0.056036610699541356,0.026148966649951977,
WNT5A,-0.03255494561225152,0.011982396429584562,0.04374516103184151,-0.004953281506115827,-0.066340390945357,-0.13006409668736876,0.001898045269937118,-0.021874022989248062,0.09258996589344873,-0.05806902187234322,0.03831234853819056,0.05617835570700542,0.06201338092871114,0.0720448612585803,-0.05874972291705765,0.04847704682935771,0.034541896278607924,0.051290952261247476
CXCL8,-0.03463006904135069,-0.02414144880970506,0.003024473504990456,-0.13561270943168574,0.06997785381554464,-0.029195362856203066,-0.05563490330888541,0.024902284125774003,-0.08653623407443276,-0.0610762844211038,0.05346158803778161,-0.032456919458189154,0.03936402349803099,-0.09113887734011969,0.022783142537587755,-0.03008599959266635,-0.03908656940275109,0.0030301657613125577
GRN,0.0038377626080327515,-0.020029618979986848,-0.011044268580407081,-0.07159315358350407,-0.09231095076126533,-0.14316615230628071,0.008613311920312608,-0.016492357936032463,-0.17850561224997866,0.0722842013076023,0.013465039118027709,0.059827587293802206,-0.011538632207623427,-0.035228595089308694,-0.0027559544007838828,0.09299042343110324,0.0604818056753806,-0.10122523202336461
MIA,0.02640312525203091,-0.022929384194380526,-0.05062995509878858,-0.05281851300744553,0.01039475462280508,-0.08671915989909185,-0.017930266658681363,-0.04023309293548632,,-0.0031795460700418943,0.19936264414300764,0.19434621115311707,0.017504152581023023,-0.056577988291654016,,-0.05951694412549158,0.035669317596033444,
COL4A4,0.02334337089081233,0.00590655365772107,0.002577979099985709,-0.031276538874364566,-0.023806651495022865,-0.03154785821467971,-0.03131021902329403,0.01773178090241802,,-0.0033386834678279585,0.048745312137204316,-0.011203878367991929,0.037800445591860576,0.06646118705127287,,-0.013587110441542715,-0.03166645392933315,
TAC1,0.021931963506579492,-0.03708246214772624,0.10476284917577292,0.1298747550368051,0.15481519430680193,0.12222336999681671,0.055908968245251434,0.05414625378888389,0.2809456180874707,0.2513403272814952,,,,-0.06077936964572963,0.03239994046704171,0.08545241891384817,0.11284284866962338,0.17730931235072134
RARRES2,0.04348167115501579,0.0126471839025536,0.07710946782297262,-0.15699920111153076,-0.11086184925280186,-0.20871329561686996,0.07333435119914575,-0.004561521840450027,-0.07182398640454807,-0.1259892472924722,0.06280288862894204,0.1527493675689457,0.030510823616851927,-0.08698176916201203,-0.007604335128989851,-0.004197167764168284,-0.08700028724240436,-0.017550603093955404
FGF7,,0.09566372873306497,-0.03567510467936824,0.10759584021887782,0.0708227949477306,-0.02176493921949687,-0.023967677864242403,-0.001478009973233979,0.07635635936391069,-0.018182096237242214,0.01865648409408599,0.08021798926927862,-0.04644739850882632,0.04105047653050653,-0.01327067152338168,0.004185382814493573,0.017795610532148783,-0.02832340400275999
EFNA2,,,,,,,,,,,,0.03803714803199331,,,,,,
