,UKF243,UKF248,UKF266,ZH1007inf,ZH1019T1,ZH881T1
LAMC3,0.0928251703068761,-0.024993691059897898,-0.010987979043521957,0.01710530956617921,-0.044617347241832465,-0.022437480089062965
CCL7,,-0.012544742632953531,,,,
NGF,0.14575379684675732,-0.021538700140325016,-0.01732883976720622,,0.053297333433955964,-0.026003351449728623
TNFSF15,0.044905648428951866,,0.12080112123105137,-0.05246196027945943,0.005943508913273918,-0.013199638299676601
HMGB1,0.0459662594600492,0.034764361579384936,0.03183539665022279,-0.011189579885025577,0.03187816078562478,0.024991003723173935
ITGB3BP,0.014474955123421224,-0.0003135238308657931,0.007674854085176276,0.05007128508054905,-0.08590741816093198,0.001903706653410726
AANAT,-0.003479801884663389,-0.01820051301107473,,,,
RELN,-0.013869526900468053,-0.004721885248123453,-0.04525442395134696,,-0.05438973549363875,0.007923809431205148
IL15,-0.04308566716601063,-0.019828326720582417,0.05958237308220231,0.014059603809120308,-0.041589022776085664,-0.03219798027753523
UTS2,,,,0.045286304168927656,,
BSG,0.06274920139568828,0.013149854376613045,0.03366340816861968,0.1089191400181569,0.009884492666234802,0.05401680952028767
ADAMTS3,-0.06322166523577856,-0.04820135268909159,-0.00799330835489038,0.0042111772770206226,,0.04222592868431489
CD34,0.010723557226643093,-0.011000387038348998,0.002282922812605641,-0.09044356182526059,-0.008458786419907655,-0.002975490298151288
CCL23,,,,0.07304562428654877,,
PLAT,0.11088587590090598,-0.03354316578308166,-0.017431206525317343,-0.0908632418690976,-0.018153601774156224,0.061043573259366594
NTF3,,,,,,-0.0028321751117984886
CKLF,0.03582477181517642,-0.006749183288602178,0.008974860205189346,0.10969258041640584,0.008669332229782634,0.05167715126366228
CD24,-0.07964111722902435,0.010794517281228828,0.021767982931939104,-0.03527318234042541,0.007063538263037587,0.010021989940073866
HSP90AA1,-0.03855295987051557,0.04160343704013812,0.0013846347542140376,-0.12361244542607057,0.02129471226569471,0.05102090026281957
BMP4,-0.007417047357590995,-0.019421705130605833,0.0792631179471948,0.09047785362808869,0.045733978362389266,-0.0059602445639044795
SCGB3A1,,-0.012544741378496026,0.09466463475209866,0.13084340710891912,-0.039066424216467596,0.0014427327387083533
IGFBP4,-0.009176232274095272,-0.08201808344056645,0.04510227030262616,-0.1190941261379041,0.08029912470078615,-0.015028717529045308
RSPO4,0.16903486056363726,,,,-0.035720533684893994,-0.018460467690813387
LEFTY2,-0.012486173305167172,-0.05356064075976285,0.01874859602274099,-0.07702351748052172,,0.03298226459050011
PF4,,-0.013013155454645703,,,,
ANGPTL2,-0.030576135883146116,-0.03863265353187257,0.0032598702775170976,-0.061777290841260823,0.05601737569510827,0.04191827160952781
LRIG2,0.04077972257952675,0.04071650718768967,0.07066101851918606,0.0295959771818901,0.05122928976172123,-0.0019940447817149
ICOSLG,-0.03217564105134783,-0.006217916786790069,-0.013580314499121456,-0.022269645413430735,0.004231712884952889,0.016998163368888406
WIF1,-0.05275049288214592,-0.009216431881715073,-0.006659728912242974,,,-0.01716079283469864
NPPC,-0.022867761450034874,0.08335720776925848,-0.015181743722983377,0.01140658471518102,-0.03249195387331349,0.10135298143860631
LYZ,0.033950631373820886,-0.03333428896100828,0.037583536432227276,0.003703615310810155,-0.013709232549434795,-0.0065566840845852235
EREG,,,,,,-0.022992823753694432
SPTAN1,0.1289813367530016,0.03674991865765096,-0.028687374455136243,-0.05423533282446949,0.017294785007265404,-0.03905866728177602
PTH2,,,,,,-0.029358293584442377
LIPC,0.0370656674438062,0.005610341492524536,-0.023217624220726582,-0.046379813743190036,0.0687826430744381,
COL8A1,0.0165453323318394,-0.040165813330831,-0.03042469101857315,0.05503549210108033,0.004694073582088846,0.03159986255986586
GSTM2,0.063696279098921,-0.03395024815435392,-0.01266078271206886,-0.028704084429499947,-0.0601705466005326,-0.018476132098259386
SPX,0.0656251764695244,0.028711489105473338,-0.05173096893074707,-0.0579832866014315,,-0.010832145544507638
MFGE8,-0.09499433317481809,-0.05267166566314528,-0.009092889353657598,-0.01113364148995078,-0.08475753072653702,0.004682441998860293
TGFA,-0.01665257720879258,0.06451213976414977,0.008856291389704552,0.01568104968465547,0.01567691815895217,0.01660591445936735
SLIT2,-0.060655295572122764,-0.006826770099780923,-0.020381572620374995,0.03504792458530999,0.00203058616526056,0.06338153304671887
PLTP,0.08988813890917115,-0.014165631844091829,-0.02687585883156012,-0.013871847104300877,-0.035123702990990026,-0.004999198125427798
APOD,0.01918685239935956,0.0478699055368348,-0.004582498992029489,-0.09248680731449044,0.043906601367658234,-0.0060834644250864255
B2M,0.09794908910457083,-0.01773125556164111,-0.011518194357418955,-0.05056007576167172,-0.014357041833251998,-0.0012953504007877981
OMG,0.14857517351935287,0.03403437170735021,-0.0081302880155011,-0.004372724249899007,0.0314992541585197,0.05578347036167294
CXCL3,-0.047945211204773526,-0.03213559561157606,,-0.04507653312019044,,-0.03613300332372086
CXCL10,0.06619979815537501,-0.007486456515990472,-0.020464931988582062,-0.022208421785985446,-0.024682502670393725,-0.025224530319683396
RSPO3,,-0.017040437227167086,0.052998876660961876,,,0.11895648368869853
CORT,-0.0001672238459823378,-0.007907392221729235,-0.01025221677033246,,,-0.03070223362797584
NCAN,0.20622843283693965,0.02127099657839331,0.044321838279067355,-0.09506066910058268,0.03565416066526728,0.003115767560002195
PRG4,0.04154630763135458,-0.018865794757603443,,,,0.031183701102435814
ZG16B,,-0.01739577004732238,,,,
TGM2,-0.008201596299903502,-0.007005824019968371,-0.016249755512061148,0.01853540635067795,0.04675358148971476,-0.0026693429338260923
VEGFC,0.03857970341017677,-0.023953879651811553,0.052073297045707324,-0.054321319042160865,0.021220512664974454,0.018142569596830426
WNT6,-0.02795631345787329,-0.020240664911688102,-0.01535658686468972,,,0.037376755701922997
NRG4,-0.031058283298803453,-0.011554148379945825,0.0014710006353932897,,-0.028509216429950083,-0.02437752655526736
PMCH,,-0.013316777805092599,,,,-0.014035573300032798
COL9A1,0.1788123990476432,-0.0348968157524245,0.057985984060880874,0.007683417321161624,-0.0676611713882502,0.04730294804934866
GDF11,0.03919210850286522,-0.009419869248441197,0.016720341073465175,-0.0019699676292555036,-0.05591932158174498,0.00928780998476413
SORBS1,0.007510834484669687,0.0037875390645695454,0.03424396102790413,-0.0376481153421812,-0.0698318534287597,0.058499225950304726
DLL1,0.025298771289593566,-0.027549388931641963,0.010743427656728737,-0.008566761114380815,0.05432693814164366,-0.07545731501474019
TLN1,0.03780760261559365,-0.029711803331725687,0.025915771969879348,-0.08310413587312908,0.07777982898949407,-0.047834400867943085
COL2A1,-0.03179019820156805,-0.03144700917537199,-0.016636950698509047,,,0.04607530726491967
SHH,,,-0.018159298728159846,-0.010074351321886915,,0.06539127888682697
PON2,0.17990995719273148,0.03344927245745324,-0.02843292457204848,-0.001336503157982606,-0.010607950377020284,-0.023580575898313517
ICAM5,-0.0015754606738789037,-0.033810689319163235,0.10450793593692442,,,0.03744268777796653
HPX,-0.028276864265164535,-0.03134725865921178,-0.015356587900599883,0.02478270233080889,-0.03708781561161356,0.09638290960123654
SFRP2,-0.04138899858601546,-0.01667826709369396,0.0034903804681227215,-0.018452431199247027,,0.009868222010355575
CFC1,,,0.016336541307622094,,,
CD70,,0.06378694843628156,,,0.09547786934674045,0.00788109380168212
HP,0.044139776822661646,-0.03656446305816749,,0.04847445890439657,0.010973925021775134,0.0011955320075011024
CXCL2,0.016633914983214426,-0.037281903829025215,-0.008519309460649256,0.012506902670156334,0.042275672004906825,-0.007617137404275504
NPPB,,-0.016183930516179473,,,,0.1032977139944655
CCK,-0.0770845930851102,0.0600076309265291,-0.016366423161825815,-0.010502705737773886,,0.0007078430446899674
SEMA6A,0.13765057106327447,0.03469130841237703,0.02224365887430828,0.07434870527475336,0.04468037448930269,0.00028058410075929404
IRAK4,-0.07129879381028997,-0.01730986842178258,0.00496079723516316,-0.036901005242556933,-0.016553405829168803,0.015114041363886133
GSTP1,0.11928560719458109,0.03723957525540214,-0.03176043905597228,0.14333605994893758,0.09692087451843351,-0.02288295710452033
VCAM1,-0.016687561111721903,0.007678741669380958,0.02999643681653514,-0.05499052554889247,-0.052862175730194576,-0.03006896636269721
NXPH3,0.05641251438437312,-0.054757859245521595,0.053799822618002986,0.024065622419315754,0.049852887511509854,0.010051786835553406
MTMR4,-0.007806863213565765,0.026308570565918038,0.040937573870203456,-0.011675834221289013,-0.037741358102894376,-0.037471843930818934
LAMC2,-0.028362322691925082,-0.01270269321221339,-0.021041008463932153,,-0.028509233521361955,-0.013623713125730803
IL10,0.12387772255147847,-0.026839394512279065,,0.0379181978566984,0.1281730875739484,-0.03392583282964813
SEMA4D,-0.05339717838598622,0.046765017666040604,-0.008185031016211843,-0.0760546312877275,-0.023969388986379986,0.03204464747071676
TRH,-0.055348014139867306,-0.03757389824128647,0.00959963446353612,-0.0038674954936835327,,-0.01721354886318195
SEMA6D,0.14592236258907215,0.017615294714332753,0.018414808538723085,-0.006389884195491103,0.05851907982058887,0.045514788461463306
CEL,,,,,0.007101782232153616,-0.02289853963992146
PDCD1LG2,0.03689098524858785,-0.03543159765547503,-0.014776062242169622,-0.06345976344723245,0.013599696531102358,0.00929187242616192
SPINT1,-0.030078333431415295,-0.03213560410561401,-0.01911193911323098,-0.038852390724290274,0.04840432803074461,-0.023484394059130186
CTHRC1,-0.08269817111160695,-0.06330024061228803,0.016757735974375645,0.011461540975916003,0.07439374202056567,-0.029905638856327733
PODXL,0.0909816823094426,-0.07890285094985719,-0.0061034467126232774,-0.002832300700438825,0.010686436873776637,0.06041762561711341
JAM3,0.0902765126385204,-0.032289264414177864,0.03803497300385098,-0.004217679419503575,-0.027122301529801173,0.014668368774608219
TGFB2,-0.03473264433535097,-0.057405452972612424,0.02192278633881491,0.005500717627927603,-0.025171060835576225,-0.014713497568658513
COL18A1,0.03292911777940978,-0.06499460151850563,0.0069575566383065475,-0.09145554556548957,0.03833333597727245,0.017620135647604424
NODAL,,-0.026100477331862503,0.02983436691799432,0.007718922514162676,-0.019678850756208628,-0.015579737756642441
INHBB,-0.019615067669712577,0.01961930557111446,0.016826061284755146,-0.04505795721317351,-0.05170090047184065,0.025765268537528183
LCN1,,-0.012702696070371085,,-0.0057048778025304905,,
ARF4,-0.03824345366193727,-0.01097574357328851,0.017668293789572537,-0.016097153969868258,0.0937986006902251,-0.026126170483247977
CXCL14,-0.1178844237544437,0.027082998146002,0.016209183033223277,-0.025988714966606423,-0.02762731039872363,0.007385673542024696
LIF,-0.004784025011899407,-0.019134490971385993,0.02238706620164116,-0.03398403631883289,-0.039347124080173726,-0.00897167554641169
IL17B,0.03261738456972278,,,-0.005021298626093095,0.008633150792566987,0.019348487769656548
MMP1,,-0.01751276415130216,,0.08019219751570554,,-0.014035572188501273
MATN1,-0.026710299059360686,-0.016678269366508198,-0.017996034409472596,,-0.029746556455118252,-0.019975892859371062
ADAM28,0.03443700566569906,0.044944795428308676,-0.028660193394579148,0.054600826803065994,0.020154213590992145,0.014389818813638017
TCN2,0.09994587779395406,-0.04973341559797081,0.012484624557260153,0.018208792772502713,-0.0773238712026006,-0.001085543099485638
THPO,,0.04001596335709651,-0.025591145606399225,,-0.028509247878171683,-0.01732816181564588
CUBN,0.05961126145162761,-0.021125461968906672,0.04748520758866314,-0.03086510630473795,0.026452712423450184,-0.017000664986577357
TIMP3,-0.003465066456348199,0.06960911643153808,0.03829852449161462,-0.04241544639463722,0.022905036250678613,-0.011401094514619115
PIGF,0.015460430868805825,0.021155674227925567,0.04065507118068038,0.03387229476600166,-0.03632009955609833,-0.03839491779182293
CRH,,-0.01488272081047483,0.12914078137408247,,,-0.025644701647026365
BDNF,0.027541188352051944,0.008385794463002048,-0.018669943468753294,0.004508951674125754,,-0.003233793364559514
CCL5,-0.042087352927267355,-0.045365643557154764,-0.022152927687027497,-0.019587610829680663,-0.010326175889745898,-0.014170796368021578
GAD1,-0.09395994533916736,0.026552915806498177,-0.04398644948901267,-0.01703679027759065,-0.03133015718725467,-0.014103680256623683
COL14A1,0.030639414366095845,-0.03010014959258851,-0.023477185461849348,-0.05097395467723806,0.05150833730551802,0.011971726702300617
HLA-A,0.20438953853366007,-0.002272705679396603,-0.014741525366057079,-0.014899045615505983,0.06380146956857298,0.06146991843148668
CD5L,,-0.014882719088657393,,,,
FGF18,,-0.013466170812705049,-0.021041005398887303,,,0.08584028949869064
ADM,-0.08208751714121805,-0.001260726618983425,-0.00896136800857417,0.08196353252724997,0.022610037894008776,0.042104288042980394
CCL15,,-0.02483049850501345,,0.021844300516219887,,
GNAI2,0.09471624517549146,-0.07115174130195874,0.037746608823061994,-0.05753713224068854,0.04813190217138147,-0.017999197276774563
HDC,,,,,-0.03394889693683103,
COL11A1,,-0.01761620456030456,0.03933916009551527,0.027425587168091577,,0.04571509761465819
NUCB2,-0.04664947393597575,0.019488534251849078,-0.019907753786443178,-0.007172365635474493,0.0651958511679061,0.04632914166406538
CXCL1,-0.04080980509295106,0.00839966031920678,,-0.015876810903989975,-0.02413630579337224,-0.040036780814142865
VCAN,0.05434111900255433,0.03558921730494558,0.03618381483015477,-0.09778706666738321,-0.057202608022691025,0.07464475579105344
MMP7,-0.1213259366153225,-0.02908151487760299,-0.01864118633794858,0.01084231286996596,,-0.06331052323385031
PTPN6,-0.010479285666317204,-0.010481126036672648,0.05971282108630673,-0.01206273743437305,0.030217385311374204,0.00037656921340246843
PTGS2,-0.08867861635915023,-0.01986438473150786,0.02678875489844797,-0.026285240609590872,0.012247694279687069,-0.011574593492439215
XCL1,,-0.016308798195955012,,,,
CD58,0.0442249145714853,-0.052483342250681374,-0.029689062443241283,0.07594111841179264,0.005977815616760882,0.07259045754446311
TNFSF14,-0.020044503841333956,-0.016432795465366076,,0.033505305539130094,,-0.001528801668730432
CNTN4,0.04690029931815519,0.07015739451622238,0.017012403236999995,0.004758001456419912,,-0.04516545629000832
INSL3,,-0.01460967324767268,,,,0.017181878203068844
MFNG,0.04136623817053001,0.001129409642398782,0.01121745369992682,0.06347345713804343,-0.006410032131051557,0.06750192344822474
ICAM1,-0.0744931409692033,0.00945919708990434,0.009547409893041984,-0.020116753507002563,0.008365027392259828,0.011706714352284243
PROS1,-0.055074225346929996,-0.06182095538265785,0.051693182193179435,0.07268870634431915,0.04778999492088789,0.05768135417879048
CLCF1,-0.06914071062626133,-0.009793333592302198,0.024819308220241126,-0.002981394304026738,-0.05046137738250824,0.01636236760593885
PSAP,-0.0672934146312249,-0.06580474894733596,-0.005517652361420087,-0.041160847788470574,0.04498950941034224,-0.028169531260333544
EFEMP1,-0.09039399195509205,-0.024480874266276296,0.007428449453364338,-0.11510034991621165,0.027875811582542858,0.01800758649558477
C1QTNF1,0.03703323478588304,-0.0012673121493650382,0.07491923464127548,0.008932668127931353,0.035141817300419556,0.03865249519302175
ALB,0.0739328866378155,-0.022586936079225302,0.02296425587528752,0.044938258478616946,0.014099560062318784,-0.022670847198529798
CCL13,,,,,,-0.0227332342683898
EFNA3,-0.05077185889560923,-0.0014811696134659819,0.028963688821086797,-0.007494301793595691,-0.049299446143856625,-0.025663643813565052
DRAXIN,0.14479568195228967,-0.013190589631096965,0.022783736909146042,-0.02942559751182603,-0.03129761486054897,0.02644826948051004
RAET1L,,-0.01138107734743244,,,,0.03570879398133649
NPTX2,0.023612929812035346,0.0027162038898553382,-0.029677189889670125,0.09067703356366408,,0.03617708461198939
FGF11,0.06494431405223018,-0.03929828668920923,0.03217685733717132,0.06784883878850002,-0.0428394518948725,0.03600111996169001
CD59,0.059893522370232544,-0.027126454174592415,-0.06322838952111326,0.021574151631793482,0.024614472712328687,-0.008890300147293249
COL9A2,0.15227697321395864,0.045969807388661736,0.02373078091610862,0.0554290758705441,0.1015961650928716,0.031123397646844828
DLL3,0.03144313429758064,0.03423986267536343,0.0385694764546008,0.045882506745684185,0.013392982958503618,-0.03487810260823193
LIN7C,0.016227664052449107,-0.006235729055113421,-0.009811551091318892,-0.02839144285126802,0.007020318210846287,-0.00674386793059568
GDF7,-0.026710317236602606,-0.026839399914508653,0.005102665467594195,,,-0.01647558535066472
PSPN,-0.02370536102533063,0.03354528011395486,-0.014191523247557408,-0.04293944584609659,0.004096124962754608,-0.04491800368766296
ANGPT1,0.0391347147992593,-0.01693249738627144,-0.005376446494014278,-0.0017186407137164336,-0.026769718785902993,0.012644175967563625
PNOC,-0.05086785074650393,-0.02480450638182562,-0.018364481048952493,,,-0.019532479349019943
L1CAM,-0.07445500633031661,0.025854137190286258,0.06668753100399716,-0.05908144332319981,-0.056985597133184705,0.037853081529396676
APOA1,0.07113565287250906,0.003567325024639676,-0.014477387451469516,-0.010139588529509176,0.0395917174316807,-0.010793730819287634
PSEN1,-0.08656034522818072,-0.04855269888242262,-0.021776585878565936,0.0008547721964296388,0.07198594416841017,-0.024394042147927095
CALM2,-0.009105659685308392,0.055289566645015976,-0.019273729276483843,0.04473326765896753,-0.09415858293883644,0.003261694933963942
CLEC2B,-0.012605514880160238,0.05774549568329227,-0.0015900082570579808,-0.08237589458141695,-0.0419998263190765,0.0005577191949234929
NTNG1,-0.05396331304222411,0.03776704744122545,-0.007595723383374491,-0.030648697937993734,-0.0263343582942453,0.06288605003176352
LRIG1,0.12127710372403334,-0.009321012076854861,0.0024434108277813353,-0.03166315598963851,-0.018191074482318246,-0.0462536577749525
CPAMD8,,-0.02286576120017026,0.0663583850464117,0.10669937854445903,-0.033948863953840946,
GHRL,,-0.030322928629426465,-0.018956200272052946,-0.004329180544471246,-0.034648077127875286,-0.017821544312888397
NPY,-0.0023267275206001643,-0.016330780074323512,-0.045559395653696086,-0.041506573357268775,,0.0397281171648167
MMP2,0.11373438990857632,-0.03426979229083788,0.039997876063616926,0.0562364056071485,0.02706230565949158,-0.02562527675435815
PPY,,-0.019190745494704915,,,,-0.024365164751685982
ALKAL2,-0.0007412577852086058,-0.021343422816555987,-0.006088293932414795,0.09876023131076589,,0.03608384604637611
CSF1,-0.06866964751550231,-0.044088165111215646,-0.0064225264409499385,0.02555895233943944,0.03475654171602897,0.017481447233720034
SEMA4C,-0.058359952954092076,-0.030248365797381445,0.03278338941395015,0.012701998431472773,-0.0018780126753914928,-0.02938342352243532
ICAM2,0.036290665492063716,-0.014353192635963003,0.03254325189258215,-0.04677308143339491,0.017047210764580278,-0.07088715753821902
SYTL3,-0.035991040517349596,-0.04563430615710542,-0.024491494260135194,-0.04264896499807002,-0.030951076442824393,0.033449179228525534
IL1A,0.011826569588236756,-0.028967508762051973,0.019037489148926195,-0.023972447051335756,0.16834350911077858,0.03166400325472584
HLA-G,0.024550485287929046,0.021320729873431536,0.09142814244535687,,-0.029746532079149915,-0.01645585487496762
PGF,0.009582399811053906,-0.052484728060887414,0.01831055983352898,-0.02060884340460784,-0.03671540425504232,-0.014558482442598131
LGALS8,-0.007924976363917865,-0.02509622704731727,-0.03230150213678613,0.03900267967969811,-0.05271488920266834,0.050942624156061336
DKK3,0.042324170280364413,-0.03731114403971092,0.000631276791518169,-0.02967041325965975,0.04109780147272927,-0.015528753610980012
COL16A1,0.1883994775428275,0.010478690757935057,-0.013002838947770325,0.034164981893901866,-0.04518825721054378,-0.03451568959983373
TPH1,-0.03557325475178877,-0.012858813819245671,-0.014577706699470103,,-0.028509192502025105,-0.030576694376236276
TNC,0.0362928256181871,-0.012185651789061556,0.01855685138628288,-0.051417986570761555,0.023593493951327503,0.02817624729105962
TNFSF9,-0.037237589429534916,-0.022865758826329425,-0.027207890959429586,,-0.02892675103856166,-0.025462131369417895
C4A,,,,,,0.07366581448581004
CNTN2,0.03970565229394301,0.06731127589479692,-0.023749387192890402,-0.06672597282234378,0.0763768498048973,0.04668107806525592
F7,,-0.012544742005724733,-0.012660779866998168,,,-0.016475586943813566
LUM,0.05321408252085209,-0.04858831635802523,0.004808646426911797,-0.025186827385088636,-0.006689897003338256,0.029607323631743503
BTC,,-0.011381072606847946,,,0.06343246972459567,-0.01594374347931729
APOC1,0.03234465167107335,-0.04364543791265226,-0.013471888545009265,0.057073514826927234,0.028015045495812903,0.02332352002828386
PKM,-0.003463340092383317,-0.04402372357417832,0.022125259210609313,0.028824681785251455,-0.05080304064989746,0.06046127592672097
TNF,0.02311825583298723,0.006705102228537717,0.006947509741879701,0.04812362713015283,0.07293074769620314,
GNAS,0.02620023312021652,0.018486040789027346,0.020410715106842378,0.034457502639396544,0.03403175983179449,-0.005911281240371773
BMP8B,0.038666987771003296,-0.04235315249602508,0.0845444346004197,0.10232540430692139,-0.03890854014954243,0.05612398715152286
LIPH,0.12455947828030647,0.09248395862417906,,,,-0.02616396078184826
CCL28,-0.026710293790601847,-0.018087516728478126,0.00043204961132124953,,,
PTPN11,0.023633363393065935,-0.018801602973218885,0.0024254199810815,-0.12110927994769016,-0.013377101006807527,0.02643392153806179
ADAM12,0.023718581954227075,0.00531407414831861,0.005713955116880349,-0.006472831180847769,0.016054835495968447,0.01733966679640198
EPO,-0.004599287440301886,-0.017278060657586386,,,-0.01783531066072871,-0.015762722434468458
EDN3,-0.004865530618057629,-0.0223994386684611,-0.01815929509878189,,,-0.01719889348353724
CCL22,,,,,,-0.01383110274258041
CCL2,-0.04006249636493561,-0.02856698046008026,0.01140846013477461,-0.134066747844332,-0.042262809197194724,-0.026508522244536457
DSCAM,-0.04749218793865813,-0.011317314755287994,-0.05478982854994194,-0.015785347863082264,0.036484286315719934,-0.08026492540367414
GPHA2,,-0.014331797863294884,,,,
ANG,-0.051654043118271355,-0.002675376651745887,-0.029644661342301346,0.02251239428854976,-0.05495158620861296,0.039568509928742876
FBLN2,0.027294347525382453,-0.0423176454704857,-0.005282371395475907,-0.02935430953297527,,-0.02171619141401209
VTN,0.07987715550277465,0.03325938943933209,0.060361795098381445,0.01992545793335406,0.1205113262747804,-0.020410598058227238
VEGFA,-0.08916189876664406,0.019518327847383388,-0.003969809290367912,0.081238655942872,-0.03864896947857636,0.05633214362790054
F10,,,0.006230033546947967,-0.04441186746544263,0.04152566724824064,-0.02730001899595518
SERPINA1,-0.03661578264306124,-0.049045350513757156,0.03662115692991838,-0.021226657615612946,-0.03622849738614233,0.019744442320232116
VWF,0.10247601128075774,-0.03347760909679467,-0.01948169196908016,-0.11789679856642746,0.050128231521829575,-0.062069834199820755
GDNF,,-0.0026480140604730443,-0.022690758285155797,,-0.015535518634080701,-0.004980278732237582
VASP,-0.031521276946318094,-0.019172269976411808,0.03301777370708007,-0.018635594055855097,-0.010427736240859254,-0.03505014965402318
ADAM15,-0.01314930201095178,-0.042889658108458524,0.013516497059402586,-0.17256086815535554,-0.012969008131234618,0.008686775619277198
WNT2,-0.031058242700302042,0.10423258905434182,0.02422428378788245,,,-0.01892667221766844
CALCB,-0.03250720409715854,,-0.014776060400559348,,,-0.024622058110707407
OLFM2,0.09923166375886561,0.044429001758140955,-7.678828749485365e-05,-0.11160703397146911,0.021156540531790235,-0.033541214065149344
MFAP2,0.08964361319904274,-0.023713904918288852,0.05897855477944493,0.06766135901932636,-0.01526096603799309,-0.016628394319658457
HLA-C,0.19520767276147158,0.0210536849157529,-0.02845465529952262,-0.029048467447295903,0.024383289430599562,0.016361619280654674
THBS1,0.017714521780351763,-0.051466807162570405,-0.01963577855653407,0.019722673552068106,0.01805659755286177,-0.0465599287968376
HSPA4,0.03193610483315588,-0.0011780521614332042,-0.008825851018832933,0.03851340831212397,-0.04004383600674617,-0.008476983075565206
LMAN1,-0.06829937349103517,0.0024032214427973614,-0.009274762033168276,0.024352512209796787,-0.022372653621952482,0.054331840404176206
LYPD3,,-0.01961661793940733,-0.01832122260287067,-0.06647516959888705,0.14180884013033077,0.005436976102550484
APOE,0.10813179752626807,0.06677170824634397,-0.019462823237448607,-0.11202994239660037,0.11919676785970203,-0.009919656805970274
SOSTDC1,-0.03933246417725694,0.017778877213963196,-0.0037809817363089874,,,0.027616415583011346
ANXA1,-0.0465219327089752,-0.06192957460369005,-0.0023920397642836866,-0.050936060758614746,0.0037534250183402333,-0.057781015443436785
WNT2B,0.07785284574269494,0.0017463494477255794,0.004829949968272507,0.05280128363177901,-0.0819829751492747,0.023319455872929315
AMH,-0.020157244650713925,0.08914239974817773,0.17394522853769942,,0.008821657338573092,0.06146864486835288
GDF10,-0.030310371696075717,-0.014882719771446992,0.03301845914738759,0.010639349484319254,0.01150220268221267,-0.011229296635760774
